SA3_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
20402,123,20,306,155,88,88,49,141,12,983,0,0,0,0,0,0,0,7,0,13,35,38,25,29,27,15,19,20,3,212,87,36,73,42,52,40,43,89,80,546,2317,3656,2464,2180,1423,729,680,1152,245,14848
20403,197,44,521,260,178,145,112,206,8,1662,0,0,4,9,3,8,0,15,0,43,57,68,52,61,45,26,38,37,17,391,89,40,107,75,59,53,83,113,100,718,3922,6196,4172,3621,2641,1184,1234,1765,371,25096
20501,113,30,304,165,114,107,54,125,10,1022,0,0,0,6,3,5,0,0,0,14,43,37,35,46,32,12,23,32,9,266,85,34,81,53,50,30,51,83,81,545,2564,4381,3267,2532,1874,879,878,1430,268,18061
20502,111,19,244,156,105,92,25,143,9,904,0,0,0,0,0,0,0,5,0,7,42,35,24,30,28,12,13,20,5,198,60,28,89,52,47,52,34,99,84,529,1891,2795,1991,1918,1310,664,545,1028,249,12390
20503,202,27,431,167,105,156,57,166,19,1325,0,0,5,0,0,0,0,0,0,13,55,67,26,55,24,15,22,22,11,301,115,37,143,72,57,74,62,112,77,743,3384,4852,3542,2602,1922,1143,828,1480,344,20085
20504,127,41,391,223,204,124,56,142,19,1326,0,0,0,0,0,0,4,0,0,10,37,38,65,42,28,15,39,34,12,302,56,50,132,80,58,55,67,118,100,723,2125,4838,4239,3152,2518,1005,1179,1452,370,20876
20505,100,26,256,111,79,73,30,101,12,782,4,0,0,0,0,0,0,0,0,10,37,31,32,11,23,7,13,20,5,190,82,34,72,45,34,33,41,80,58,473,2000,3095,2342,1842,1114,519,612,955,220,12700
20601,155,81,499,217,148,98,47,110,10,1372,3,0,0,4,8,3,0,4,0,28,226,407,67,141,158,57,25,28,24,1138,68,119,68,54,79,41,36,39,138,648,6803,20533,3784,3746,4772,1879,676,1232,610,44024
20602,84,29,205,102,62,47,17,42,3,579,0,0,0,0,0,0,0,0,0,9,157,287,39,54,110,40,10,17,9,721,40,55,32,32,38,9,7,18,75,298,4550,12622,2006,1930,2497,1001,366,574,317,25857
20603,142,39,298,153,139,82,25,83,7,957,6,6,7,0,3,0,0,0,0,18,118,205,41,59,106,35,12,16,21,598,75,91,50,70,59,37,26,42,108,554,5486,12657,2450,2436,3596,1430,508,984,482,30041
20604,342,92,1419,595,249,165,70,248,41,3227,3,9,10,18,10,13,0,19,0,80,263,481,77,166,206,118,41,70,40,1464,125,211,122,160,77,79,43,104,294,1217,10330,33715,5653,6968,7852,4065,1432,3772,1307,75107
20605,315,100,700,267,192,146,42,103,30,1888,5,3,7,3,4,0,3,3,0,31,257,363,65,119,155,75,22,45,25,1130,117,160,77,57,83,51,32,35,172,789,10627,21861,3797,3685,5150,2591,698,1316,857,50588
20606,175,67,363,152,102,106,14,55,17,1041,0,6,0,6,0,0,0,0,0,7,162,254,28,34,100,59,10,22,13,681,83,101,45,27,46,32,6,28,112,484,6600,15443,1763,1950,3302,1941,285,629,555,32467
20607,226,75,459,219,122,88,36,67,13,1297,3,9,0,3,3,4,0,6,0,30,278,453,61,107,167,75,11,24,34,1220,71,150,67,70,46,41,18,37,155,654,9101,25266,3030,3166,4462,2018,458,921,673,49102
20701,293,79,457,221,205,158,29,86,20,1553,8,9,5,4,8,7,0,10,0,53,311,433,59,106,204,104,24,32,38,1309,149,189,58,47,113,88,8,40,211,903,15064,33214,3832,4089,7627,3696,686,1387,1123,70726
20702,190,40,412,187,153,158,45,108,13,1300,0,6,5,3,5,0,4,3,0,22,106,138,46,60,94,53,23,27,18,563,76,89,89,56,83,54,24,41,177,695,6041,13127,3367,2969,4482,2354,697,1160,709,34911
20703,168,55,436,204,129,127,53,165,10,1343,6,0,9,7,0,3,4,12,0,46,114,202,51,68,104,58,14,33,21,666,71,120,92,64,80,61,37,52,181,769,6621,17019,3643,3525,4958,2459,987,1674,685,41564
20801,215,71,272,129,143,125,18,49,20,1036,0,4,4,5,4,0,0,0,0,16,213,250,50,66,115,47,12,27,28,803,132,112,51,31,48,62,3,22,142,609,10388,15849,2641,2381,4209,2204,354,686,660,39378
20802,302,93,762,318,264,204,64,132,26,2168,13,3,8,3,3,5,0,6,0,48,272,418,97,119,209,95,38,53,45,1345,162,205,135,88,117,81,47,52,257,1133,12533,28517,5546,5319,7687,3606,1136,1898,1177,67428
20803,265,89,585,282,281,196,65,130,35,1916,4,3,0,4,5,0,6,4,0,31,180,216,69,86,133,45,33,42,32,833,122,98,159,81,96,66,37,60,180,897,8597,16567,6249,4722,5995,2560,1057,1528,713,47984
20804,79,28,150,62,49,48,8,26,6,464,0,9,0,0,0,0,0,3,0,12,89,125,21,32,56,32,4,10,9,374,45,55,22,14,15,17,3,16,60,253,3906,8352,1089,1146,2034,987,226,434,290,18459
20901,205,83,488,260,243,161,58,130,15,1632,0,0,4,4,3,4,0,8,0,30,171,261,82,115,138,39,28,38,22,888,108,135,141,74,97,56,40,60,156,878,8148,19924,5710,4561,5722,2187,1029,1558,676,49510
20902,198,56,568,232,182,129,84,191,18,1648,0,5,0,5,0,0,5,8,5,35,133,222,70,92,134,53,31,49,24,806,77,90,115,78,102,58,41,95,183,835,4868,13173,4281,3928,4225,1889,1298,1984,654,36301
20903,132,38,270,155,191,87,28,63,16,975,0,6,0,0,0,0,0,0,0,7,89,139,44,72,58,27,14,16,13,480,68,59,92,42,49,29,24,52,82,494,4968,8776,4101,2606,3045,1097,595,873,356,26416
20904,503,123,1466,853,675,523,462,525,67,5211,7,11,12,10,7,11,14,13,0,85,162,190,173,224,212,87,216,168,50,1487,155,164,397,253,234,186,248,275,449,2359,8779,20213,13213,11576,10450,4821,4972,5180,1567,80773
21001,126,40,225,129,139,100,43,77,8,893,6,3,0,0,0,0,0,7,0,17,76,80,43,49,70,27,18,21,14,397,63,36,69,44,71,37,37,42,104,494,3627,7135,2769,1848,2963,1051,634,782,380,21200
21002,65,14,135,60,89,52,21,46,6,494,0,3,0,0,0,3,0,0,0,5,39,54,31,33,37,7,17,9,4,226,43,21,60,29,30,22,18,21,56,301,1967,3461,2167,1245,1327,500,413,537,197,11809
21003,125,51,458,186,147,118,88,154,24,1355,0,3,4,4,0,0,9,0,0,23,79,125,52,72,87,27,33,39,10,523,56,61,96,73,85,41,56,62,154,687,3750,9967,3812,3215,3432,1407,1234,1667,562,29052
21004,96,27,266,139,140,88,56,85,6,909,0,0,0,0,3,8,0,0,0,14,28,40,37,36,45,16,31,18,11,261,48,25,58,38,45,24,41,40,67,394,1971,3885,2953,2161,2085,836,819,829,272,15806
21005,304,71,974,499,349,342,466,364,39,3411,8,4,10,8,9,5,6,16,0,65,117,128,139,157,127,58,172,131,34,1067,107,127,254,192,148,130,234,186,386,1772,5552,12721,8472,8022,6929,3189,4632,3910,1170,54590
21101,329,89,825,377,356,290,129,271,32,2695,0,3,3,0,11,6,5,10,0,42,144,199,116,110,120,66,48,53,38,900,125,117,234,109,159,84,92,115,231,1268,8274,17865,8968,6357,7677,3412,2054,2720,943,58261
21102,65,14,84,35,60,30,8,24,8,319,0,0,3,0,5,0,0,0,0,5,44,48,14,16,28,7,0,5,3,166,30,13,19,12,16,8,6,4,37,153,2137,3540,1109,731,1180,505,148,268,135,9761
21103,249,68,551,294,264,210,82,165,29,1915,0,4,3,4,0,0,7,6,5,28,98,156,81,83,112,37,36,33,20,656,89,79,152,94,95,57,43,66,158,832,6416,14567,6208,4795,5314,2181,1130,1799,648,43053
21104,94,22,254,126,91,92,44,74,9,812,0,0,0,0,0,0,0,6,0,18,56,81,44,39,66,21,17,17,3,352,37,57,43,43,39,25,19,48,80,396,3685,9492,2456,2212,3043,1277,525,864,371,23920
21105,376,86,896,416,431,266,102,272,40,2882,0,8,11,3,4,0,4,11,0,34,147,189,114,144,122,53,48,45,40,901,152,95,259,110,110,86,101,136,249,1295,8231,14452,11127,6943,6371,2600,1964,2968,861,55513
21201,237,59,719,357,329,255,221,273,40,2495,0,0,3,5,6,0,6,8,0,35,103,97,95,95,75,35,80,58,16,647,132,69,210,101,112,88,127,136,229,1200,4969,9071,7789,5454,4870,2184,2360,2680,734,40111
21202,209,62,601,338,304,213,150,235,30,2137,0,0,9,0,0,4,6,5,0,30,78,113,100,96,115,50,76,75,23,716,113,103,208,94,129,70,128,139,270,1261,5631,11685,7105,5270,5814,2492,2371,2699,870,43938
21203,434,117,1333,724,564,428,670,614,48,4937,9,13,8,0,3,4,12,19,0,64,161,140,169,235,186,86,225,158,41,1406,157,138,351,205,168,115,293,242,469,2140,7656,16138,12459,11021,9288,4199,6051,5627,1478,73920
21204,240,54,1128,513,283,247,318,535,49,3373,5,3,16,3,6,6,20,32,14,99,97,113,127,110,115,66,138,135,33,939,111,125,254,186,141,94,222,328,425,1884,5089,13664,8125,6791,6673,3200,4164,5253,1259,54229
21205,287,100,862,355,254,218,122,277,33,2506,0,3,3,12,7,7,4,11,0,56,167,274,91,115,191,95,48,76,43,1098,130,172,182,100,124,86,79,121,353,1352,10359,26548,6668,5809,8447,4095,2173,3339,1328,68759
21301,244,84,860,542,370,292,295,429,47,3162,3,0,5,12,0,5,12,17,0,62,88,137,108,103,144,40,130,93,27,873,107,115,231,199,159,91,208,230,403,1746,4751,12082,7258,6360,6708,2911,3921,3886,1182,49062
21302,167,63,339,168,187,110,65,78,23,1197,0,0,4,0,5,0,0,6,0,19,139,142,49,63,110,28,24,34,28,613,77,70,84,44,67,50,33,54,154,639,5826,11282,3787,2834,3902,1439,1008,1155,580,31820
21303,211,65,489,239,169,121,67,145,14,1523,0,3,6,5,0,0,0,6,0,28,161,237,70,83,122,54,45,33,36,840,65,98,63,64,85,51,56,73,168,716,5919,14404,3340,3356,4308,1913,1252,1674,609,36782
21304,353,99,937,556,512,358,520,356,47,3731,6,4,10,4,10,6,4,15,0,58,129,131,138,177,151,63,184,112,39,1121,155,110,270,179,191,119,240,204,374,1837,6773,14427,9571,8426,8346,3388,4870,3691,1249,60746
21305,558,161,1621,800,652,485,993,618,82,5974,8,6,12,4,7,6,18,15,4,86,196,279,252,318,273,143,382,202,64,2116,189,209,304,263,266,141,386,256,656,2677,11774,28619,12729,12702,13154,5790,8809,6122,2303,102009
21401,297,93,782,428,368,301,129,297,30,2735,0,3,6,3,9,3,5,6,0,43,131,135,93,106,109,49,45,62,36,770,114,112,235,96,119,99,100,155,198,1217,6019,11823,8863,6391,5597,2778,1943,2791,757,46965
21402,422,93,1001,479,363,287,94,297,34,3066,9,4,3,5,3,6,6,3,0,30,168,165,117,133,106,46,27,67,27,860,200,104,272,179,145,132,70,156,193,1452,9105,14360,9505,6317,5437,2956,1317,2709,851,52553
21501,143,33,310,156,113,104,51,142,16,1063,4,0,0,0,0,0,0,7,0,15,45,45,20,35,23,10,21,28,4,226,126,42,60,67,30,45,64,118,70,630,3295,3718,2316,2549,1560,710,795,1448,293,16690
21502,125,37,340,155,112,114,65,149,12,1105,8,4,0,4,0,0,3,16,0,40,31,26,22,38,14,5,21,40,4,207,82,42,83,67,53,54,55,118,122,677,2210,3823,2470,2259,1536,804,749,1296,310,15453
21503,70,22,200,101,79,59,19,88,17,656,0,0,0,0,0,0,0,21,0,24,30,18,16,5,7,7,15,29,5,131,91,15,55,41,30,29,48,119,68,503,1950,2065,1516,1210,885,436,458,995,180,9697
21601,96,5,265,129,73,61,47,118,5,798,0,4,0,0,5,0,0,6,0,17,26,16,16,19,21,9,13,20,4,145,78,27,63,42,24,37,53,93,65,477,1855,2316,1940,1493,932,531,552,1013,157,10792
21602,83,13,176,103,70,64,35,82,12,626,0,0,0,3,0,0,0,5,0,6,17,11,13,11,4,0,14,21,9,100,58,19,44,35,31,33,40,80,33,373,1372,1518,1335,1082,719,371,417,850,145,7816
21603,119,28,348,174,133,129,72,160,17,1182,5,0,0,3,0,6,0,10,0,18,44,47,31,34,21,14,35,44,7,277,92,43,95,51,49,56,61,130,106,679,2635,4976,3031,2686,1878,930,809,1643,324,18901
21701,90,18,211,100,80,82,32,86,19,713,0,0,0,0,0,0,0,0,0,7,36,13,19,24,14,8,9,13,4,150,78,34,53,40,26,23,51,63,51,414,1977,2324,1680,1451,918,474,571,858,166,10423
21703,112,17,282,96,51,58,38,140,11,798,0,0,0,0,0,0,0,5,0,3,59,27,18,15,17,10,18,24,4,192,107,31,51,36,26,39,41,88,55,470,2289,2132,1710,1471,892,502,603,1249,194,11048
21704,151,28,408,203,95,126,39,176,18,1239,0,0,0,5,0,0,0,7,0,16,42,46,32,34,20,12,14,21,8,238,106,33,67,53,28,49,35,95,76,533,2690,4542,2664,2353,1600,818,593,1378,253,16880
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6
29999,4,0,15,7,9,7,6,19,0,67,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,5,0,30,0,8,0,4,4,0,5,17,12,54,133,313,192,156,89,64,81,181,28,1239
