SA3_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
21301,56,321,914,755,675,466,106,12,0,3307,156,564,1561,1159,1053,773,159,12,5,5449,3136,8360,20714,17170,15427,11485,2464,156,9,78928
21302,33,100,277,352,328,248,65,4,0,1412,48,121,408,416,367,242,77,18,9,1705,1734,2924,8857,10974,9832,6849,1472,143,12,42791
21303,25,101,483,349,276,171,52,0,0,1462,32,189,713,499,340,218,54,11,0,2059,1240,3847,15379,12360,8335,4816,1000,74,3,47058
21304,127,326,881,825,668,335,119,10,0,3295,197,448,1126,1262,894,462,112,17,7,4517,4847,8315,21763,24648,18701,10072,2129,149,13,90639
21305,112,438,1154,1093,756,469,104,4,0,4126,197,825,2325,2177,1167,596,114,18,3,7421,5310,12185,36751,44297,23743,13042,2544,166,11,138048
21401,91,260,680,583,534,411,111,13,0,2683,102,247,716,780,717,549,153,32,8,3300,3508,5683,15133,15612,14690,10938,2692,271,16,68545
21402,111,249,529,485,650,530,189,41,4,2773,174,229,466,590,759,641,263,102,18,3235,4855,6018,11683,14251,17877,14896,5300,838,54,75773
21501,59,82,187,154,148,168,60,11,0,862,50,66,188,120,131,179,68,51,8,862,1510,2064,5191,4561,5354,5731,1959,463,59,26892
21502,47,107,257,179,138,152,49,3,0,932,72,119,285,197,275,180,56,24,4,1223,1505,2185,5444,4878,5146,4490,1287,141,24,25101
21503,44,62,144,115,77,115,44,3,0,598,45,84,189,169,169,152,71,34,4,912,906,1322,3308,3100,3233,3499,1264,247,22,16906
21601,46,84,154,127,154,160,42,8,0,772,50,58,120,113,157,138,55,27,9,732,1157,1393,2976,3053,3799,3669,1206,193,32,17465
21602,34,58,107,92,77,79,31,6,3,476,39,42,89,88,106,92,36,18,4,514,829,973,2316,2297,2730,2682,881,143,19,12870
21603,60,133,295,233,281,211,68,13,0,1296,63,115,297,285,283,202,79,16,10,1353,1868,2588,6353,5853,6211,5248,1640,222,29,30019
21701,39,56,99,100,115,101,39,0,0,552,52,50,98,103,127,109,76,29,10,661,1021,1186,2700,2854,3533,3579,1405,272,38,16589
21703,31,73,109,99,110,90,36,3,0,553,57,49,126,111,144,126,89,32,3,749,1192,1382,3227,3200,3776,3677,1436,290,34,18216
21704,69,95,204,165,186,119,59,11,0,911,56,85,190,140,175,150,60,25,5,884,1810,1980,5056,4927,5362,4864,1541,260,29,25830
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15
29999,3,8,12,13,11,3,0,0,0,56,4,13,33,35,23,9,4,4,0,126,82,217,600,341,277,227,47,11,0,1797
