SA3_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
20402,7889,319,4,46,11,8262,5953,128,3,18,7,6112,1656,729,4,10,0,2401,413,202,7,0,0,627,35,66,0,0,0,99,800,120,6,0,3,933,90,26,0,16,0,144,14,12,0,0,0,31,3019,1155,15,30,6,4233,307,53,0,0,0,364,374,162,0,30,0,565,17535,1824,21,124,29,19530
20403,10128,314,53,56,16,10568,9623,184,34,24,21,9893,3480,779,182,15,9,4454,670,245,58,0,0,972,65,38,6,0,0,112,1272,151,47,9,10,1484,324,20,15,10,8,369,31,11,0,0,0,47,5834,1241,307,29,27,7435,483,26,9,6,11,547,472,96,12,37,7,626,26539,1864,421,160,77,29065
20501,7752,273,168,223,6,8421,8080,134,76,6,12,8302,2122,294,181,11,3,2613,172,76,46,0,0,293,15,9,8,0,0,39,788,71,46,0,0,905,86,6,3,33,0,130,17,4,0,0,0,28,3209,463,289,45,3,4007,309,9,53,27,0,404,301,19,16,5,4,352,19646,894,595,310,28,21479
20502,9060,408,28,196,25,9725,5233,111,9,6,14,5370,1534,376,62,10,0,1985,276,147,22,0,0,442,103,62,9,0,4,178,911,80,12,11,11,1020,111,24,13,42,4,188,23,16,0,5,0,40,2956,702,122,65,25,3861,313,77,5,6,0,403,378,48,4,22,12,465,17943,1340,168,297,67,19815
20503,12746,503,74,169,17,13509,8548,161,41,8,13,8773,2673,257,100,5,13,3053,175,141,44,0,0,367,54,39,49,0,0,146,1329,67,22,10,9,1430,162,14,10,34,3,233,35,3,4,6,0,42,4433,529,226,54,21,5267,505,50,23,10,5,590,522,44,8,21,0,603,26759,1288,367,267,53,28734
20504,10546,404,370,67,11,11403,10030,165,103,8,10,10317,3319,590,745,4,6,4667,708,261,213,0,0,1185,147,60,46,0,0,253,1230,93,87,5,9,1423,115,23,26,25,0,189,35,19,12,0,0,71,5557,1044,1129,31,12,7781,240,121,40,3,0,403,515,64,58,9,0,654,26892,1802,1703,124,38,30560
20505,6961,167,135,94,12,7373,5629,81,38,10,6,5764,1604,230,300,11,3,2137,228,65,88,0,0,379,34,16,23,0,0,79,664,25,29,4,8,734,233,5,8,18,0,263,18,3,0,0,0,28,2790,337,448,29,14,3619,364,17,16,3,0,404,295,12,20,4,6,334,16048,617,661,142,32,17492
20601,7382,1612,952,31,12,9983,5744,2509,2725,37,11,11026,2938,3696,6146,114,11,12906,106,337,258,0,0,704,18,44,86,0,0,142,867,641,685,38,3,2232,37,29,30,0,3,107,15,7,20,0,0,38,3970,4759,7233,149,18,16135,219,114,94,4,0,438,210,84,98,6,3,397,17522,9078,11107,226,42,37979
20602,4824,1080,469,14,5,6386,3766,1561,1152,15,0,6492,1645,2155,2837,69,3,6718,73,162,323,0,0,554,49,51,51,0,0,145,416,331,286,22,0,1051,30,7,22,3,0,65,3,12,20,0,0,31,2216,2723,3534,98,8,8568,130,73,60,3,0,264,116,41,51,0,0,212,11048,5471,5260,128,14,21919
20603,5434,1265,1254,14,9,7977,4427,1669,2154,12,9,8270,1402,1851,4856,38,7,8159,60,182,1369,0,0,1607,28,22,139,0,0,188,356,266,567,16,4,1204,34,13,47,0,4,95,11,9,23,0,0,37,1894,2341,6994,62,15,11304,146,59,127,0,0,333,94,46,180,0,0,323,11991,5384,10709,89,25,28208
20604,568,1992,7036,19,18,9621,485,1929,8915,14,17,11358,361,2779,36271,61,128,39600,14,316,1650,0,3,1978,3,85,440,8,0,533,98,699,3934,23,23,4784,3,47,494,9,7,564,0,10,106,0,5,119,483,3936,42895,99,167,47578,37,157,1195,4,7,1400,13,78,679,0,25,795,1575,8090,60713,132,237,70753
20605,1838,3710,4606,74,15,10241,1496,3403,7241,123,11,12273,615,2784,15925,281,11,19616,3,546,1255,0,0,1811,5,63,513,4,9,590,176,604,1974,67,11,2831,12,21,103,8,7,149,7,4,60,0,0,76,820,4027,19832,354,37,25073,54,162,401,8,3,625,40,106,375,5,4,527,4245,11412,32446,565,80,48743
20606,2586,1893,2824,10,11,7323,1515,1396,3634,8,7,6553,742,1639,10560,26,15,12985,4,79,845,0,0,932,0,9,149,0,0,156,182,364,1236,12,3,1804,11,11,68,3,5,88,4,3,41,0,0,50,946,2108,12891,41,22,16011,74,103,335,3,0,520,59,62,191,5,5,315,5176,5565,19874,69,45,30727
20607,2127,4326,1820,41,7,8319,1628,3953,4147,78,4,9813,1000,4746,9473,162,15,15405,26,485,2544,0,0,3054,19,77,320,0,0,415,309,1248,1185,53,4,2797,10,52,46,7,5,119,5,14,43,0,0,66,1374,6611,13605,220,31,21847,76,260,272,7,0,612,50,124,228,6,5,419,5253,15279,20073,353,48,41005
20701,16916,4637,2682,38,21,24290,12226,3252,3138,21,15,18643,3740,3399,7450,106,13,14716,103,92,209,0,0,408,21,77,90,0,3,194,874,648,915,33,7,2476,65,36,74,9,0,186,22,15,23,0,0,59,4828,4272,8760,153,28,18036,490,251,401,3,0,1153,309,88,177,8,4,591,34771,12501,15162,218,74,62715
20702,12001,2316,1109,0,6,15427,7472,2291,1298,0,5,11064,3178,1681,1692,5,15,6566,38,43,49,0,0,133,12,18,58,0,3,91,693,282,230,0,0,1208,61,30,16,0,3,114,18,6,5,0,0,31,4011,2055,2057,5,14,8145,351,238,295,0,3,888,256,94,73,0,0,422,24086,6988,4828,5,32,35944
20703,10320,2759,831,3,11,13922,8319,2491,1188,3,4,12000,3567,2876,3191,10,14,9653,224,287,124,0,0,644,62,80,102,0,4,244,968,531,442,7,6,1955,146,88,142,0,0,378,13,18,25,0,0,66,4985,3887,4031,13,20,12932,380,467,184,0,4,1029,241,120,98,0,6,461,24243,9724,6319,18,42,40344
20801,10986,3168,1437,56,8,15659,9079,2451,1206,49,7,12792,2378,2015,1769,100,5,6279,149,296,246,0,0,693,8,15,94,0,0,118,581,405,224,31,5,1244,41,19,30,4,0,96,5,11,10,0,0,26,3160,2756,2373,136,11,8446,261,146,207,4,0,619,230,94,98,0,0,425,23722,8612,5317,253,36,37936
20802,12727,4149,2268,24,16,19187,10766,4638,4094,39,6,19547,3828,4221,8496,101,19,16671,70,214,213,0,0,492,37,85,161,0,0,291,962,887,988,29,6,2877,63,49,79,0,6,195,25,29,35,0,0,85,4984,5485,9972,138,28,20604,331,252,309,3,6,909,286,166,202,5,0,663,29101,14694,16846,208,66,60906
20803,10378,3829,1770,75,6,16061,11676,4556,2493,33,10,18770,2924,3343,3050,57,15,9388,201,228,295,0,0,725,39,63,104,0,0,208,624,566,408,28,7,1632,52,31,22,68,5,173,25,8,16,0,0,52,3868,4244,3895,149,25,12173,278,158,310,8,0,760,288,150,131,0,0,568,26492,12936,8600,273,36,48335
20804,3738,1209,849,62,10,5863,2867,986,1126,30,3,5013,679,889,2546,114,3,4225,8,30,78,0,0,116,3,19,70,0,0,93,183,159,316,24,5,681,27,3,26,3,3,59,3,3,3,0,0,11,889,1111,3044,133,9,5187,68,54,69,38,0,224,68,41,94,11,0,205,7622,3396,5185,281,20,16501
20901,15196,1633,634,5,13,17479,13738,2283,689,9,8,16725,4399,2379,1696,13,19,8508,704,604,111,0,5,1427,79,133,116,0,0,328,1091,377,203,15,0,1684,220,48,9,0,0,285,28,20,5,0,0,49,6517,3563,2142,28,26,12280,391,158,131,0,4,689,356,100,36,0,3,493,36197,7746,3636,40,49,47666
20902,9225,1531,327,30,0,11118,7062,3027,985,42,0,11114,3837,4231,2004,89,12,10171,536,784,266,0,0,1585,58,74,80,0,0,214,1031,544,214,33,5,1826,145,75,43,10,0,273,27,30,12,0,0,70,5633,5740,2616,131,15,14142,301,216,46,5,0,565,365,199,55,6,10,630,22592,10709,4023,219,26,37564
20903,8658,186,218,5,0,9061,10414,251,186,0,3,10862,954,190,132,0,0,1280,45,45,12,0,0,100,7,0,0,0,0,14,421,38,30,3,3,486,39,4,3,0,5,46,10,0,0,0,0,9,1472,275,181,7,3,1936,223,15,16,0,0,258,194,8,14,0,0,215,20958,736,609,8,9,22333
20904,20651,1611,349,3,6,22623,34689,2721,430,3,22,37864,11910,3098,1042,4,10,16061,511,122,42,0,0,679,114,55,45,0,0,214,2185,341,114,0,8,2646,463,57,31,4,0,554,69,24,11,0,0,108,15244,3699,1284,8,18,20260,724,320,59,3,4,1107,1148,136,40,5,9,1335,72461,8496,2161,25,57,83197
21001,8366,1482,45,21,4,9922,5791,1740,76,9,0,7616,1991,1430,137,25,3,3589,44,60,4,0,0,109,10,18,0,0,0,24,454,196,12,8,0,671,44,14,4,0,0,61,11,11,0,0,0,23,2559,1720,163,27,5,4478,252,149,7,0,0,406,253,71,3,3,0,333,17224,5169,285,54,15,22754
21002,3963,147,12,11,5,4138,5353,101,10,0,3,5465,631,155,20,0,4,809,25,20,5,0,0,45,8,23,4,0,0,40,329,55,0,0,0,388,26,3,0,11,0,40,4,0,0,0,0,4,1031,261,28,7,4,1335,141,12,0,0,0,149,131,0,0,0,4,135,10616,525,49,22,15,11227
21003,7367,1392,167,13,7,8948,6435,3265,284,15,9,10001,2830,3853,625,26,9,7342,301,244,82,0,0,635,28,27,16,0,0,70,809,434,80,10,0,1345,169,81,13,3,0,266,29,19,3,0,0,51,4165,4664,823,38,13,9711,257,135,26,3,0,418,302,135,19,0,0,459,18529,9587,1322,65,32,29537
21004,4341,217,261,4,0,4819,7477,169,207,0,0,7849,1900,262,392,0,0,2564,67,13,47,0,0,121,17,12,16,0,0,44,455,25,70,0,0,551,26,0,4,0,0,31,11,0,3,0,0,17,2476,308,533,0,0,3318,107,23,17,0,0,147,154,13,21,0,0,186,14551,733,1033,0,7,16329
21005,13121,773,140,6,9,14049,26931,2009,259,0,12,29215,8135,2396,411,0,14,10961,983,283,176,0,3,1439,107,39,49,0,0,197,2092,353,87,7,6,2546,645,106,32,93,6,883,101,16,5,5,5,125,12060,3184,759,104,36,16150,596,127,17,0,0,747,1007,149,27,7,5,1186,53718,6248,1210,122,61,61344
21101,17445,1957,257,10,7,19677,20687,2426,432,8,7,23563,6701,1949,429,15,0,9103,506,257,153,0,0,925,63,85,92,0,3,249,1378,267,87,6,3,1743,83,51,4,0,0,142,34,18,4,0,0,54,8775,2629,769,24,13,12211,465,777,42,6,5,1291,496,163,29,0,3,693,47865,7959,1531,47,37,57431
21102,3696,131,52,0,0,3880,3450,108,39,0,3,3602,569,70,36,0,0,673,15,14,0,0,0,34,0,0,0,0,0,0,160,12,7,0,0,180,8,0,0,0,0,16,0,0,0,0,0,0,753,102,44,0,0,900,94,80,4,0,0,178,61,12,0,0,0,76,8065,434,136,5,5,8641
21103,13074,774,250,0,7,14107,15572,1188,540,0,12,17319,5932,1103,677,11,12,7735,487,217,79,0,0,786,104,112,45,0,4,258,1230,173,75,9,3,1492,85,17,7,0,0,117,22,13,8,0,0,35,7859,1641,890,15,18,10415,496,63,8,0,0,568,354,72,22,0,0,448,37348,3734,1711,23,40,42858
21104,7200,1395,141,0,0,8738,6353,1538,210,0,4,8103,2161,1565,258,5,0,3991,141,280,0,0,0,417,34,66,0,0,0,101,476,244,46,4,0,762,67,28,8,0,0,102,18,18,3,0,0,34,2885,2196,317,5,7,5407,209,230,34,0,0,478,138,150,6,0,0,298,16795,5508,697,8,14,23020
21105,18432,852,81,115,18,19501,25974,694,64,11,21,26767,4267,714,48,8,11,5049,260,155,10,0,0,424,85,39,18,0,0,146,1696,136,17,5,10,1864,162,11,4,62,3,242,33,9,4,0,0,47,6511,1058,96,75,27,7770,576,263,60,9,5,903,546,45,7,3,4,606,52046,2919,313,210,71,55559
21201,8449,697,91,65,10,9316,19129,672,46,8,16,19866,6134,981,116,0,6,7247,154,68,36,0,0,256,24,36,3,0,0,63,1183,98,19,5,3,1304,131,18,0,51,0,206,37,8,4,0,0,43,7667,1204,178,58,11,9117,400,374,25,0,0,802,483,82,9,0,0,582,36125,3028,340,140,37,39673
21202,11886,1282,56,18,0,13254,17863,1532,113,3,5,19510,6482,1136,104,5,8,7736,602,187,23,0,0,813,42,46,8,0,0,91,1296,187,31,0,3,1515,241,35,3,77,3,354,48,7,0,0,0,61,8707,1600,165,87,15,10576,364,298,10,0,5,668,551,130,9,0,4,696,39362,4838,358,110,28,44695
21203,11129,997,157,3,8,12296,36438,2036,110,0,18,38614,10645,1403,173,0,20,12238,444,86,38,0,0,567,83,27,24,0,0,129,2063,181,19,0,5,2275,379,41,6,0,0,427,76,12,0,0,0,86,13683,1747,265,4,23,15721,624,278,105,0,4,1010,910,105,12,0,5,1028,62780,5159,653,12,60,68665
21204,17737,2012,702,56,8,20516,15837,3194,1184,11,7,20231,7254,4388,2784,13,31,14461,900,688,325,0,0,1914,126,104,95,0,4,327,2240,672,318,11,11,3255,627,211,88,138,7,1077,80,39,25,3,5,151,11222,6094,3645,165,52,21183,639,233,198,7,0,1074,837,258,155,15,3,1269,46276,11801,5881,245,69,64274
21205,19469,1931,1850,4,9,23263,14280,2820,2141,0,11,19256,7256,3460,3885,19,18,14641,444,186,390,0,0,1018,69,46,194,0,0,308,1681,598,499,6,3,2788,191,74,77,4,4,347,36,18,23,0,0,83,9679,4383,5066,21,35,19184,573,361,549,3,4,1494,552,150,138,0,3,842,44568,9647,9745,30,50,64036
21301,19512,1694,380,9,9,21606,17022,2653,475,4,8,20162,6663,2710,1186,12,18,10590,793,265,168,0,0,1231,147,92,108,0,0,348,2669,606,213,13,9,3514,619,146,62,36,10,863,102,31,19,0,0,158,10992,3843,1759,66,40,16699,745,171,41,4,0,963,1102,197,74,3,4,1381,49382,8557,2726,87,62,60809
21302,9194,1873,339,5,9,11425,8163,2740,473,13,8,11394,3556,2387,964,35,12,6952,204,296,234,0,0,734,60,65,67,0,0,193,802,305,120,6,3,1234,95,39,12,0,5,153,30,14,8,0,0,50,4741,3104,1405,42,19,9318,240,105,35,0,0,386,268,93,41,0,4,404,22603,7913,2305,62,42,32922
21303,5216,1172,690,29,5,7110,6251,2797,2149,37,3,11243,3344,2489,4579,78,20,10506,404,820,307,0,4,1530,66,63,154,0,0,280,875,471,458,32,0,1829,83,58,64,20,3,228,27,16,22,0,0,68,4801,3912,5579,123,31,14440,233,117,72,5,0,421,235,117,125,4,3,485,16731,8118,8613,197,42,33695
21304,12902,1078,93,54,12,14135,30504,1417,130,8,30,32079,8934,1506,149,9,12,10614,342,157,36,0,0,535,85,121,4,0,0,212,1743,232,44,6,0,2031,225,65,11,73,5,378,61,23,0,3,0,90,11398,2106,248,91,21,13858,542,232,9,4,5,786,856,126,4,8,3,993,56202,4956,482,158,59,61861
21305,14712,1426,404,33,8,16584,40242,3161,386,0,20,43807,19771,3125,868,8,17,23784,511,111,62,0,0,691,130,58,31,0,0,219,2587,393,100,13,0,3085,478,49,12,25,3,571,116,15,3,0,0,142,23601,3755,1074,44,18,28494,734,238,192,3,4,1165,1298,162,37,6,4,1513,80583,8741,2089,98,50,91560
21401,12510,1865,127,60,14,14579,19217,2476,190,11,8,21907,7091,2978,642,17,18,10746,708,367,76,0,3,1154,112,116,33,3,3,273,1580,498,85,13,0,2179,167,67,20,181,0,435,40,29,15,7,0,83,9696,4061,867,214,26,14866,332,520,56,4,0,923,526,175,34,10,3,745,42288,9090,1284,307,50,53019
21402,23554,2584,725,290,17,27174,20826,1362,298,11,7,22504,6118,1578,484,26,9,8216,529,213,115,0,0,858,55,49,0,0,0,108,1877,289,109,14,6,2299,343,49,9,80,3,485,61,13,3,3,0,81,8982,2198,722,124,18,12048,1041,724,96,13,3,1879,800,194,40,13,5,1048,55205,7055,1886,450,52,64650
21501,10899,200,87,70,16,11271,6697,42,18,15,5,6777,2068,345,247,16,4,2683,347,160,70,0,0,573,48,28,48,0,0,126,1190,66,47,10,0,1312,252,16,23,22,0,316,25,9,7,0,0,40,3924,621,449,50,12,5057,666,52,17,3,6,742,417,29,23,8,0,480,22599,956,587,145,43,24334
21502,6433,351,141,136,16,7085,6612,162,59,4,0,6840,2419,622,470,8,7,3526,386,203,112,0,0,698,62,42,75,0,0,176,1199,150,94,13,10,1470,248,18,30,77,5,381,46,16,19,16,0,96,4357,1046,803,114,32,6347,378,47,63,9,8,511,389,52,41,11,0,495,18178,1662,1106,281,57,21283
21503,6210,185,48,71,18,6530,3813,42,16,16,5,3890,892,226,210,4,0,1334,278,77,101,0,0,452,51,13,22,0,0,94,935,74,26,14,3,1051,292,28,0,69,14,412,32,6,6,0,0,39,2484,416,371,87,28,3394,408,13,4,13,9,445,297,18,19,33,7,375,13215,676,454,225,70,14635
21601,5915,267,5,103,10,6305,4693,82,0,17,6,4792,1193,417,27,0,4,1628,295,189,4,0,0,492,40,43,0,0,0,85,764,89,0,11,9,875,141,13,4,54,4,209,15,10,0,0,0,27,2441,768,33,68,7,3320,307,44,0,5,0,360,287,58,0,11,0,362,13638,1224,37,200,31,15130
21602,4925,239,6,99,9,5277,3489,81,4,9,5,3585,989,323,14,5,0,1330,153,102,0,0,0,254,16,29,0,0,0,44,586,62,4,5,0,660,121,11,0,32,0,160,10,8,0,0,0,21,1877,526,18,46,5,2467,279,13,0,6,4,296,234,40,0,10,0,290,10801,890,30,176,17,11917
21603,7836,411,9,233,6,8491,8040,157,3,19,13,8233,2859,1002,16,10,5,3889,606,226,10,4,0,843,119,64,25,14,0,224,1265,145,3,26,3,1441,256,59,0,88,4,407,58,24,0,5,0,84,5164,1515,53,146,18,6900,373,83,0,94,0,553,429,83,0,42,5,552,21839,2241,66,528,44,24727
21701,6701,158,29,53,9,6945,4383,58,12,7,3,4456,975,238,94,9,0,1315,282,102,24,0,0,411,36,30,3,0,0,75,816,63,11,6,8,901,138,30,7,31,0,200,18,20,0,0,0,41,2266,482,137,49,3,2942,408,24,7,3,6,444,247,24,0,4,0,273,14000,739,185,111,25,15056
21703,6490,193,10,26,8,6731,4522,58,7,12,12,4613,1077,292,9,7,0,1383,201,125,4,0,0,329,32,31,5,0,0,64,833,72,10,8,6,926,209,25,0,33,10,277,24,12,0,0,0,31,2369,549,35,48,11,3013,462,23,3,5,4,498,273,45,3,7,0,328,14116,878,51,106,35,15185
21704,7444,443,72,57,15,8034,6291,218,63,19,3,6601,1882,635,228,26,3,2768,392,149,73,0,0,619,57,39,42,0,0,138,921,148,55,3,3,1143,171,18,18,9,0,228,19,0,8,0,0,33,3452,989,429,38,12,4920,417,79,43,7,3,543,277,34,14,0,4,330,17872,1762,626,132,33,20425
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
