SA3_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
20402,0,14,1259,1268,15,151,732,899,630,593,860,2090,1206,379,586,2170,1470,374,796,2634,1820,317,951,3084,1972,187,824,2985,1157,64,485,1714,281,7,195,486,8556,2087,6684,17329,0,32,1174,1208,49,249,613,905,799,603,839,2240,1361,414,689,2457,1635,408,954,2999,1935,305,1135,3372,1855,143,1118,3117,904,24,926,1857,136,4,534,674,8673,2173,7981,18832,0,43,2429,2473,63,399,1343,1802,1432,1197,1699,4328,2562,792,1279,4626,3102,779,1750,5631,3755,624,2085,6459,3828,329,1939,6108,2067,90,1417,3572,417,13,726,1161,17226,4260,14667,36154
20403,0,18,2059,2080,28,291,1239,1564,1059,1150,1566,3771,2193,695,934,3824,2456,662,1090,4215,2847,491,1216,4557,2758,265,1063,4088,1387,80,500,1963,306,8,194,503,13035,3663,9862,26558,3,41,1843,1884,63,400,1020,1481,1424,1194,1328,3945,2505,755,1141,4401,2625,632,1356,4619,2950,488,1520,4960,2507,178,1485,4164,1034,66,1108,2208,125,11,524,668,13234,3767,11329,28333,4,60,3904,3968,92,689,2260,3045,2482,2347,2893,7716,4699,1451,2074,8223,5080,1295,2446,8833,5794,979,2740,9515,5259,444,2550,8251,2416,144,1606,4168,431,17,718,1173,26267,7432,21191,54892
20501,0,7,1495,1501,33,220,1053,1301,1029,940,1131,3101,1751,505,659,2914,1806,438,788,3029,2117,301,847,3268,2150,213,705,3067,1261,53,385,1699,247,8,170,423,10394,2683,7223,20299,0,18,1481,1499,60,296,945,1295,1339,1010,1099,3452,1840,499,826,3171,1989,420,966,3376,2249,302,1129,3679,2013,148,1076,3243,910,43,809,1758,107,9,417,532,10509,2741,8744,21995,0,23,2974,2997,89,516,1997,2602,2371,1954,2223,6546,3591,1004,1491,6088,3800,852,1751,6404,4367,606,1972,6947,4163,366,1780,6305,2165,91,1196,3454,357,13,586,953,20904,5420,15966,42289
20502,0,12,1092,1111,14,147,645,810,500,544,802,1839,913,376,581,1866,1213,368,731,2311,1841,417,985,3238,2413,323,1114,3850,1483,92,535,2104,281,20,201,501,8644,2307,6680,17632,0,21,951,974,25,210,520,751,661,606,791,2058,1088,370,674,2133,1406,433,867,2711,2077,408,1094,3574,2285,246,1198,3730,1099,68,950,2116,144,9,474,622,8778,2378,7516,18674,0,41,2050,2087,37,359,1164,1558,1159,1147,1592,3899,1999,744,1251,3996,2617,804,1600,5023,3916,829,2078,6814,4699,569,2311,7580,2580,158,1487,4221,419,30,674,1125,17428,4682,14187,36302
20503,0,9,1640,1653,10,187,1013,1218,683,787,1157,2622,1700,628,849,3183,2125,609,1065,3797,2773,583,1417,4776,3411,358,1359,5131,1829,104,667,2602,361,13,272,648,12890,3276,9450,25624,0,25,1574,1601,26,272,738,1040,967,928,1036,2928,1929,624,929,3483,2269,621,1237,4131,3072,569,1694,5339,3209,289,1830,5331,1359,71,1251,2683,168,12,651,831,13002,3416,10943,27361,0,34,3217,3248,41,464,1754,2257,1644,1710,2192,5547,3631,1252,1779,6667,4392,1231,2311,7929,5846,1158,3111,10115,6621,650,3192,10456,3183,176,1925,5285,533,26,917,1475,25901,6694,20392,52981
20504,0,24,2010,2034,32,312,1563,1905,1032,1308,1905,4245,1953,679,1217,3845,2059,581,1391,4028,2566,442,1561,4570,2549,210,1266,4027,1390,67,605,2055,290,3,238,533,11868,3638,11747,27248,0,51,1856,1911,62,473,1357,1891,1403,1329,1845,4587,2115,690,1363,4160,2274,554,1597,4424,2726,385,1881,4986,2333,187,1704,4225,1029,41,1234,2305,125,3,591,720,12067,3711,13433,29213,0,80,3863,3942,98,783,2918,3797,2440,2643,3751,8832,4062,1367,2577,8005,4333,1140,2983,8456,5288,828,3442,9554,4880,393,2978,8255,2424,106,1841,4364,415,12,832,1260,23939,7348,25177,56458
20505,0,7,1174,1179,21,172,728,920,578,656,822,2058,1180,350,553,2087,1262,346,633,2244,1723,303,838,2859,1809,182,835,2827,886,40,354,1283,183,4,131,324,7646,2061,6073,15782,0,19,1073,1093,26,265,564,852,787,654,720,2162,1319,380,618,2318,1435,365,828,2629,1841,273,917,3028,1692,131,954,2777,630,43,762,1434,81,0,343,427,7817,2129,6773,16715,0,24,2248,2269,48,435,1294,1771,1365,1314,1543,4220,2506,737,1171,4404,2699,712,1457,4868,3563,574,1756,5892,3503,311,1792,5602,1514,89,1118,2717,265,4,481,747,15463,4194,12841,32496
20601,0,3,1599,1599,21,266,2778,3065,1260,2976,5450,9684,3053,1856,2248,7148,2742,858,1568,5166,1971,460,1238,3675,1407,180,760,2348,953,41,412,1406,362,4,237,605,11766,6643,16284,34697,0,12,1584,1599,62,394,3020,3482,1694,3254,5628,10568,3197,1679,2602,7483,2713,759,1919,5400,1959,392,1693,4049,1330,155,1362,2849,731,21,1101,1850,129,0,748,880,11821,6674,19668,38159,0,19,3180,3201,83,663,5798,6547,2957,6228,11075,20253,6250,3534,4855,14636,5452,1622,3487,10565,3931,850,2933,7718,2737,333,2125,5191,1684,62,1515,3263,492,4,983,1484,23582,13312,35950,72852
20602,0,3,1171,1177,5,101,1169,1273,548,1498,2451,4502,1739,1059,1138,3934,1986,584,939,3512,1330,391,790,2513,879,136,531,1544,573,34,318,921,223,4,152,380,7284,3801,8671,19754,0,4,1171,1178,12,137,1228,1371,776,1717,2834,5327,1873,991,1380,4238,1997,602,1250,3846,1319,364,1079,2758,839,140,837,1816,426,20,707,1157,98,0,434,534,7331,3980,10919,22224,0,11,2343,2348,16,239,2393,2648,1327,3216,5289,9822,3606,2045,2522,8174,3979,1187,2192,7358,2652,755,1869,5270,1712,274,1371,3357,1000,56,1025,2082,324,4,585,914,14612,7775,19587,41981
20603,0,6,1653,1657,29,185,2002,2215,1072,1562,2866,5501,2566,831,1261,4652,2699,462,1094,4249,2247,287,1006,3540,1548,139,740,2429,729,34,337,1094,240,5,144,387,11123,3506,11099,25731,0,9,1595,1604,77,264,1985,2325,1414,1606,2888,5912,2771,724,1508,5004,2719,392,1525,4633,2137,255,1435,3827,1412,109,1149,2670,543,20,841,1407,90,0,586,676,11167,3376,13507,28055,0,18,3242,3257,105,451,3983,4542,2490,3174,5755,11413,5342,1549,2764,9655,5410,855,2621,8888,4380,542,2444,7367,2954,246,1890,5092,1272,50,1179,2502,324,5,736,1067,22290,6886,24607,53789
20604,5,84,1771,1857,109,1515,7839,9459,3678,6308,13215,23199,4139,2143,4444,10725,2136,821,2141,5105,1837,468,1573,3882,1580,201,935,2721,761,74,415,1248,163,5,124,294,14409,11623,32451,58478,15,102,2015,2136,218,1965,8630,10810,4548,6141,12572,23260,3721,1535,4356,9611,1997,579,2565,5144,1763,302,2003,4071,1321,132,1388,2847,524,30,749,1310,70,5,303,378,14181,10784,34590,59553,23,191,3784,3990,329,3480,16461,20269,8221,12452,25782,46452,7855,3674,8803,20339,4137,1400,4702,10242,3601,770,3583,7953,2907,335,2326,5563,1288,96,1165,2549,229,12,427,671,28585,22408,67036,118031
20605,0,10,1521,1528,18,331,2009,2367,1327,3586,4930,9838,3094,2100,2871,8064,2755,1168,2427,6349,2271,715,2067,5052,1659,354,1316,3329,994,118,587,1704,233,12,199,444,12354,8393,17921,38669,0,25,1461,1483,59,514,1955,2522,1851,3815,5250,10913,3237,1664,3559,8460,2772,919,3129,6822,2129,534,2515,5167,1485,245,1918,3651,714,51,1141,1897,97,5,507,614,12345,7770,21429,41542,3,33,2979,3014,81,847,3958,4890,3172,7399,10178,20745,6333,3763,6427,16524,5521,2089,5554,13167,4398,1246,4577,10222,3143,602,3230,6980,1706,171,1725,3605,337,21,711,1065,24695,16166,39345,80209
20606,0,12,794,797,13,301,1556,1864,867,2762,4011,7640,1646,1061,1733,4441,1382,459,1077,2918,1337,293,909,2539,1220,161,619,2007,910,63,384,1360,290,12,168,467,7671,5106,11253,24028,0,20,898,916,23,394,2103,2521,1166,2646,4482,8290,1659,703,1964,4325,1427,283,1449,3159,1292,179,1230,2704,1213,100,1212,2525,734,30,981,1743,120,4,574,700,7627,4364,14895,26888,0,31,1690,1720,38,694,3651,4383,2030,5404,8492,15931,3307,1763,3705,8772,2811,740,2525,6078,2626,471,2143,5242,2431,260,1840,4533,1647,90,1369,3106,409,19,742,1168,15300,9466,26149,50918
20607,0,8,1103,1112,21,294,2296,2605,1105,4251,6517,11876,2453,2086,2640,7184,2032,938,1700,4676,1801,582,1430,3806,1365,305,847,2523,733,86,421,1238,216,5,149,374,9739,8554,17102,35396,0,11,1265,1281,31,450,2781,3262,1507,4233,6972,12714,2535,1538,2666,6736,2089,733,1946,4761,1626,424,1710,3751,1259,205,1525,2991,546,39,1003,1587,89,4,534,628,9672,7643,20405,37718,0,23,2371,2393,54,745,5070,5869,2618,8482,13494,24590,4987,3624,5307,13919,4120,1674,3646,9436,3430,997,3134,7560,2624,511,2382,5515,1274,127,1423,2826,311,16,682,1006,19407,16192,37510,73116
20701,0,9,5620,5632,28,348,5337,5709,1833,2559,5299,9690,5962,1110,1872,8942,7821,805,1749,10378,7092,576,1611,9281,5311,299,1220,6821,2980,112,803,3898,882,16,520,1421,31912,5839,24029,61777,0,11,5457,5470,44,479,4983,5510,2546,2586,4766,9901,6768,1091,2523,10386,8467,725,3012,12199,6791,456,2931,10175,4928,236,2730,7894,2305,53,2502,4861,376,17,1665,2055,32224,5656,30571,68455,0,24,11079,11099,72,824,10322,11224,4385,5150,10062,19594,12741,2198,4390,19330,16287,1530,4761,22574,13881,1036,4538,19455,10235,535,3945,14717,5280,172,3308,8761,1255,38,2188,3478,64137,11495,54598,130231
20702,0,4,2689,2696,25,130,2726,2885,1581,868,2961,5415,4234,486,1285,6009,4024,352,1339,5723,4118,267,1026,5417,3543,119,656,4328,2854,63,578,3498,934,10,373,1321,21321,2306,13642,37273,0,9,2458,2463,50,182,2266,2494,2156,964,2384,5502,4662,468,1549,6682,4197,336,1791,6318,4175,222,1833,6230,3569,103,1681,5348,2266,42,1895,4201,400,8,1149,1557,21477,2318,17002,40798,0,11,5144,5157,70,307,4996,5373,3743,1829,5341,10913,8896,959,2840,12690,8223,689,3129,12037,8294,489,2862,11650,7112,221,2340,9676,5122,102,2471,7699,1335,20,1525,2875,42798,4627,30651,78066
20703,0,12,3037,3049,53,332,3877,4263,1862,1457,4222,7553,4327,595,1609,6530,4447,419,1433,6302,3699,337,1280,5318,2822,148,852,3822,1839,59,578,2472,664,14,382,1058,19715,3377,17267,40363,0,15,2914,2932,100,435,3296,3834,2513,1519,3373,7407,4656,555,1746,6954,4597,421,2166,7183,3475,271,2112,5863,2655,129,1868,4651,1486,27,1788,3302,331,8,1307,1642,19816,3384,20579,43773,0,29,5952,5979,158,770,7175,8099,4379,2982,7598,14963,8985,1152,3353,13486,9043,842,3603,13485,7178,609,3397,11182,5477,280,2721,8474,3318,87,2368,5774,992,15,1689,2699,39526,6763,37848,84136
20801,0,5,3425,3433,8,78,2509,2595,722,1014,1814,3548,3426,843,856,5128,5282,787,1140,7204,4638,528,1122,6294,3492,315,867,4670,2081,113,560,2750,571,23,364,959,20212,3702,12661,36572,0,11,3194,3205,13,118,2143,2276,1115,1142,1547,3802,4000,844,1184,6032,5651,731,1808,8193,4449,478,1954,6880,3226,251,1975,5447,1605,69,1704,3380,271,6,1196,1472,20331,3654,16707,40687,0,18,6616,6636,20,194,4651,4870,1834,2154,3364,7350,7425,1687,2045,11157,10930,1520,2950,15405,9088,1008,3082,13170,6722,561,2840,10118,3682,182,2263,6129,838,26,1565,2434,40539,7356,29369,77263
20802,4,13,4260,4278,61,342,4347,4745,2663,2954,5314,10937,6923,1463,2186,10578,6693,1013,2133,9835,5194,642,1898,7734,4028,339,1515,5881,2101,86,804,2986,718,24,444,1188,28385,6875,22909,58166,0,21,4045,4065,136,533,3958,4621,3642,3059,4574,11278,7373,1324,2670,11372,6788,925,3043,10758,4902,519,2884,8308,3664,268,2728,6654,1585,55,2208,3851,337,15,1514,1859,28431,6720,27621,62771,4,35,8311,8344,191,876,8302,9369,6307,6014,9887,22211,14299,2788,4857,21951,13485,1937,5173,20594,10091,1162,4781,16039,7691,608,4245,12543,3687,144,3010,6840,1055,42,1957,3049,56809,13598,50527,120939
20803,0,6,3300,3307,18,194,2660,2871,1585,2050,2944,6575,5185,1366,1604,8156,5431,958,2003,8387,4290,591,1948,6832,3327,278,1279,4882,1938,87,799,2819,561,17,403,982,22337,5540,16936,44821,0,8,3243,3249,41,294,2458,2788,2281,2249,2551,7083,5601,1324,2086,9015,5600,956,2734,9285,4164,493,2778,7439,3043,212,2548,5804,1476,56,2057,3583,267,6,1261,1537,22470,5599,21716,49788,0,17,6542,6560,58,484,5122,5663,3866,4299,5497,13658,10789,2684,3692,17163,11023,1914,4738,17675,8457,1085,4732,14274,6366,493,3821,10685,3412,142,2850,6402,831,27,1664,2518,44807,11143,38655,94604
20804,0,0,1218,1222,13,105,1324,1436,513,767,1556,2843,1561,341,533,2440,1875,234,474,2585,1538,149,413,2098,1104,85,344,1533,732,34,234,1000,208,3,121,336,7539,1730,6215,15482,0,6,1271,1278,12,133,1300,1448,769,775,1339,2878,1652,275,701,2626,1939,222,789,2944,1465,107,806,2385,1080,89,802,1958,558,12,644,1216,99,4,402,504,7573,1621,8054,17246,0,5,2490,2498,25,236,2621,2883,1280,1544,2897,5723,3214,616,1231,5068,3814,456,1262,5531,3001,255,1218,4480,2180,171,1136,3491,1287,46,883,2220,308,11,529,839,15108,3357,14268,32730
20901,0,9,3423,3434,21,183,3085,3290,1845,2078,3500,7421,5374,1247,1716,8335,5131,822,1852,7808,4282,537,1772,6583,3880,286,1269,5431,2384,72,751,3209,614,9,371,995,23527,5242,17742,46512,5,19,3057,3073,42,283,2818,3145,2555,2262,2950,7773,5775,1197,1952,8923,5086,802,2433,8318,4391,458,2602,7453,3673,230,2432,6335,1814,49,1950,3816,322,0,1132,1449,23663,5309,21321,50292,5,27,6481,6510,64,463,5906,6431,4396,4344,6454,15195,11147,2445,3666,17261,10217,1613,4285,16121,8674,996,4373,14039,7549,514,3699,11767,4200,123,2707,7027,936,17,1496,2452,47199,10544,39062,96807
