SA3_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
20402,24,9,187,255,46,453,41,422,42,1481,82,131,376,256,105,178,96,276,32,1533,392,865,727,506,309,257,209,469,61,3791,623,918,607,492,390,241,251,415,66,3995,759,864,604,622,620,305,363,539,88,4769,779,789,532,578,586,294,441,572,66,4639,522,237,147,137,181,98,129,187,34,1677,196,29,9,9,12,6,7,23,14,303,21,4,0,0,0,0,0,0,4,38,3402,3841,3190,2854,2254,1840,1542,2907,400,22224
20403,43,30,407,437,99,791,55,537,56,2444,127,200,765,668,217,327,187,368,50,2907,658,1462,1362,1043,624,413,474,729,115,6895,1140,1750,1085,894,763,391,458,641,128,7250,1396,1558,926,845,1029,520,585,728,119,7713,1183,1163,765,787,952,455,577,803,102,6788,652,370,186,183,210,126,201,254,44,2224,189,29,22,15,24,18,13,36,26,375,22,0,0,3,0,0,0,8,9,40,5410,6557,5521,4870,3928,3045,2552,4104,653,36638
20501,23,25,249,235,73,483,47,413,19,1563,125,196,516,403,228,283,109,373,35,2270,551,1197,1116,687,604,326,332,704,104,5621,758,1115,820,612,616,306,336,518,90,5164,906,984,755,681,652,316,428,616,80,5419,822,848,621,517,664,297,424,528,65,4794,407,280,140,122,176,76,135,170,24,1527,139,35,14,10,24,10,15,24,20,293,13,0,0,0,0,0,0,3,8,30,3755,4679,4237,3270,3031,2102,1818,3344,445,26676
20502,22,15,185,190,24,389,28,271,31,1163,78,89,275,272,86,146,64,233,30,1276,322,631,568,456,279,247,179,448,68,3192,480,627,492,492,349,213,173,423,70,3322,642,674,499,572,532,287,270,489,69,4033,715,700,511,540,555,321,341,559,89,4334,457,212,132,133,203,95,127,169,48,1583,145,33,12,5,22,7,15,20,26,285,24,0,0,0,0,0,0,3,7,39,2885,2990,2680,2669,2042,1700,1202,2628,437,19235
20503,44,16,274,350,35,581,17,375,64,1751,115,158,462,372,137,258,71,303,33,1907,540,961,1017,636,390,396,203,503,68,4713,961,1206,986,641,595,338,281,555,93,5656,1282,1208,939,753,793,492,401,669,138,6670,1241,1146,779,686,854,507,506,772,134,6620,725,418,254,164,254,183,133,259,63,2455,177,45,15,13,35,14,14,28,25,375,25,3,3,0,0,0,0,4,11,41,5116,5148,4719,3616,3089,2768,1626,3467,634,30186
20504,30,17,303,317,82,820,39,437,43,2089,124,303,648,530,350,427,113,328,40,2869,518,1471,1346,975,908,511,420,725,151,7018,688,1275,1047,770,952,372,492,674,133,6391,764,989,917,831,1009,447,579,761,113,6416,612,835,911,666,868,353,597,676,117,5631,231,250,175,151,197,94,150,163,48,1453,54,26,9,17,21,9,10,18,14,166,15,0,0,0,0,0,0,0,4,15,3035,5161,5362,4250,4380,3035,2397,3768,668,32055
20505,31,14,214,198,36,383,36,251,28,1194,140,198,353,273,110,173,60,209,21,1538,405,831,672,521,294,207,234,380,77,3625,595,779,605,437,350,203,230,394,73,3666,725,651,566,551,430,256,287,420,52,3936,682,589,473,484,462,237,341,478,82,3823,377,200,103,97,136,61,93,140,28,1241,114,15,8,10,6,10,8,23,22,223,13,0,0,0,0,0,5,0,9,25,3073,3277,2994,2576,1840,1532,1285,2300,390,19272
20601,15,53,89,276,59,534,41,305,11,1386,214,1063,558,1212,661,843,153,452,73,5235,2062,8278,1731,1872,2058,1011,365,665,272,18331,2680,6227,983,733,1432,436,227,341,200,13263,1907,3494,767,562,1194,390,233,288,146,8979,875,1914,476,400,815,257,220,286,84,5318,154,439,103,94,186,60,54,109,19,1212,19,38,11,9,7,7,7,17,7,116,0,3,0,0,0,0,0,0,5,11,7929,21504,4716,5160,6415,3551,1297,2458,817,53847
20602,8,33,39,239,50,312,17,218,9,932,99,423,254,529,269,353,67,170,34,2189,1076,4375,876,879,896,468,176,276,133,9170,1713,3623,500,380,715,238,108,154,101,7534,1503,2751,453,378,773,249,136,175,73,6496,645,1550,290,281,512,165,110,180,55,3788,123,402,64,67,111,33,27,65,15,917,3,23,5,5,4,3,5,11,3,62,0,0,0,0,4,0,0,0,0,10,5185,13189,2474,2762,3330,1817,650,1250,426,31082
20603,21,47,75,276,98,579,39,284,18,1434,173,754,438,670,529,623,121,344,59,3708,1227,4314,917,991,1242,562,261,492,188,10193,1949,3497,596,514,1041,358,180,266,147,8549,1854,2484,563,547,1163,395,179,306,132,7623,1065,1712,410,389,912,280,183,250,86,5283,217,513,120,87,247,78,45,79,26,1417,28,41,19,9,13,11,4,11,7,136,5,0,0,0,3,0,0,0,6,11,6530,13356,3135,3477,5261,2881,1010,2035,659,38353
20604,43,184,80,760,177,570,34,403,34,2278,595,3464,1070,3045,1683,2071,406,1341,294,13963,3919,17770,3568,4085,4153,2271,992,2651,702,40118,3418,7930,1346,1125,1927,688,340,683,322,17770,2108,3249,517,539,1022,378,201,286,157,8464,1390,1993,277,333,757,240,144,241,94,5472,453,864,67,72,234,95,43,55,45,1925,84,157,6,3,17,18,3,12,26,323,3,7,0,0,0,0,0,0,4,22,12004,35630,6928,9970,9970,6322,2162,5671,1670,90335
20605,10,50,62,363,79,375,32,215,11,1199,242,864,403,909,542,587,129,277,64,4021,2774,7967,1914,1803,2061,1262,379,825,326,19310,3830,6066,1042,832,1597,731,205,341,278,14919,3194,4290,635,652,1329,605,168,275,194,11340,1837,2810,458,496,957,417,154,234,104,7465,496,1008,114,117,300,131,47,72,70,2357,84,158,14,13,36,29,7,14,27,387,0,10,0,0,0,0,0,0,3,19,12459,23232,4640,5192,6896,4138,1115,2256,1085,61027
20606,16,30,24,183,56,174,6,90,9,587,246,1006,230,708,579,587,86,196,58,3697,2362,7406,1040,1043,1577,971,192,335,257,15166,2128,3459,410,377,760,482,64,139,133,7949,1422,1977,226,257,611,305,63,103,111,5081,999,1502,151,205,444,230,45,122,74,3769,423,811,57,61,254,131,25,45,51,1856,111,195,12,6,35,28,7,5,26,426,17,16,0,0,3,0,0,0,9,47,7729,16399,2142,2836,4320,2914,478,1045,714,38572
20607,15,32,37,246,66,354,24,186,13,975,255,1466,330,1105,719,715,93,290,82,5054,3400,12271,1652,1751,2263,1161,238,473,316,23531,3125,6025,793,628,1101,481,163,287,229,12832,2130,3345,457,423,804,294,144,252,126,7967,1145,2314,322,300,621,234,144,204,76,5348,286,866,96,72,197,86,20,63,23,1708,39,130,16,5,36,10,5,16,0,262,5,3,0,0,0,0,0,0,4,7,10395,26455,3706,4522,5804,3338,835,1760,862,57692
20701,47,195,130,1123,314,1416,108,702,36,4070,422,2228,681,1704,1366,1723,211,669,133,9132,2248,8410,1397,1363,1909,1172,302,529,303,17632,4171,7775,859,737,1654,808,170,294,335,16815,5663,7735,834,791,2301,1008,190,311,303,19137,3400,6023,754,742,1872,720,180,333,197,14222,1012,2253,223,227,741,248,80,159,95,5044,188,385,31,18,100,55,17,40,24,857,16,25,0,5,6,4,0,9,9,78,17169,35030,4911,6715,10260,7149,1257,3052,1443,86987
20702,21,84,123,365,112,713,34,311,25,1793,231,921,425,586,496,864,105,300,63,3985,1105,3491,984,732,1195,680,201,383,222,8992,2139,3894,945,669,1285,683,232,296,225,10375,2006,2732,955,830,1423,726,281,441,197,9594,1410,1974,792,713,1174,612,301,518,129,7630,404,670,209,182,406,187,98,169,55,2387,99,130,31,23,60,41,11,30,24,448,9,6,0,0,7,4,0,0,0,33,7418,13903,4463,4106,6161,4520,1271,2449,942,45230
20703,41,124,137,507,141,890,43,489,24,2389,270,1112,640,1142,691,1153,264,642,134,6037,1215,4960,1305,1120,1425,887,410,735,295,12355,2135,4714,959,704,1317,581,265,384,222,11283,2396,3820,969,834,1562,602,288,503,157,11127,1313,2442,726,635,1126,400,293,472,94,7496,274,717,173,150,344,108,78,167,27,2037,30,94,28,26,48,15,8,23,15,288,0,5,3,0,4,0,0,0,6,19,7685,17992,4936,5110,6649,4636,1653,3420,972,53036
20801,27,98,149,868,192,908,60,467,27,2793,192,778,405,887,570,838,125,258,52,4109,1055,2611,684,545,751,443,104,216,141,6539,2965,3842,581,479,958,555,73,154,171,9772,4313,4766,703,647,1602,800,135,220,230,13417,2706,3451,636,597,1348,578,134,224,166,9837,735,1238,215,155,571,252,60,141,53,3408,139,206,26,19,86,48,8,31,31,588,12,14,0,0,3,4,0,3,10,40,12136,16991,3399,4199,6074,4420,708,1699,877,50508
20802,38,127,152,826,199,1181,86,599,49,3259,344,1524,740,1358,1006,1331,220,581,128,7237,2407,8305,1953,1778,2252,1295,526,858,386,19748,4455,8160,1419,1112,2079,956,330,478,416,19398,4386,6476,1260,1237,2393,944,312,476,282,17766,2304,3960,994,950,1836,709,358,501,169,11782,626,1474,330,291,615,293,141,203,70,4039,74,175,41,35,82,48,15,44,22,521,8,15,3,0,9,7,0,3,7,63,14643,30209,6900,7584,10471,6769,1979,3747,1516,83816
20803,39,68,292,592,138,1201,85,621,32,3069,214,703,813,896,527,940,172,378,65,4705,1557,4392,1860,1201,1410,776,336,523,196,12237,3201,5340,1724,1155,2002,826,330,463,265,15291,3371,4165,1697,1366,2448,951,546,669,255,15468,1795,2282,1196,1010,1966,715,557,647,124,10282,419,665,337,236,551,202,176,231,52,2865,45,80,41,16,50,31,11,27,25,317,3,3,3,0,0,5,0,5,3,21,10650,17698,7956,6463,9092,5644,2199,3552,1009,64270
20804,14,43,32,321,68,312,17,176,15,994,101,507,191,506,348,406,65,188,31,2334,675,2363,448,393,578,351,100,219,69,5195,1134,1982,284,187,475,223,56,78,91,4518,1425,1865,193,251,594,263,52,88,86,4811,851,1373,167,168,471,189,47,76,41,3386,242,550,60,57,191,76,27,42,21,1274,46,108,13,8,26,24,0,11,8,247,13,12,0,0,0,0,0,0,3,34,4489,8806,1394,1889,2758,1844,376,880,362,22804
20901,39,82,292,530,133,1014,58,553,33,2734,212,909,846,1012,638,960,189,448,91,5309,1554,5306,1838,1352,1568,717,349,572,196,13447,2897,6308,1590,1049,1749,580,309,433,257,15169,2891,4413,1396,1163,2068,692,439,604,193,13867,1636,2865,1003,948,1782,565,438,578,132,9943,436,972,295,227,550,199,137,206,33,3058,65,95,32,18,52,18,16,42,11,350,3,5,4,0,4,0,0,4,8,38,9738,20961,7289,6312,8534,4746,1933,3444,958,63920
20902,21,36,119,254,75,647,31,275,25,1484,162,615,603,869,495,786,232,530,106,4391,1400,4874,1722,1623,1578,891,611,1033,314,14036,2008,4330,1307,1014,1420,504,430,595,227,11835,1537,2543,1060,844,1389,547,531,679,170,9298,683,1259,662,549,936,354,461,624,99,5625,131,234,156,116,192,82,118,169,20,1212,17,21,10,5,14,6,4,18,13,107,3,0,0,0,0,0,0,0,3,9,5954,13914,5647,5264,6086,3820,2411,3917,984,48002
20903,21,45,345,451,94,704,50,464,24,2193,155,420,757,557,356,525,128,307,45,3244,586,1595,1037,549,557,281,137,251,65,5055,1455,2334,966,528,875,248,165,213,126,6901,2015,2607,1112,862,1307,412,283,340,106,9042,1430,1804,905,637,1231,421,297,348,96,7164,391,522,192,115,347,133,96,118,38,1955,71,62,24,13,44,25,17,26,9,279,6,3,0,0,0,3,0,0,0,9,6118,9399,5331,3693,4805,2755,1175,2064,507,35841
20904,85,96,655,669,212,2176,151,1096,110,5248,462,1200,2030,1765,1177,2003,710,1363,267,10978,2514,7062,5148,3759,3722,2043,2228,2540,723,29749,3996,7249,4432,3800,4455,1815,2604,2292,693,31338,2991,3632,3187,2648,3779,1587,2250,2210,426,22707,1587,1807,1955,1725,2539,1066,1833,1828,271,14602,323,421,432,345,537,219,446,492,59,3267,37,31,24,14,30,16,18,45,21,244,6,3,0,0,0,0,0,3,5,23,11996,21500,17858,14730,16455,10928,10241,11865,2583,118148
21001,20,34,138,244,77,652,47,302,30,1532,119,436,399,363,332,459,124,233,47,2515,673,1916,833,507,779,341,216,281,116,5653,1434,2132,751,495,1013,352,225,273,158,6825,1402,1715,787,588,1273,449,312,384,119,7028,801,1034,517,405,1005,334,313,308,87,4812,186,316,148,93,272,99,106,106,29,1369,26,30,15,3,33,18,9,18,11,167,0,0,0,0,0,3,0,0,0,9,4662,7622,3579,2708,4784,2702,1343,1909,595,29908
21002,12,16,184,204,36,319,19,249,15,1045,51,95,292,211,103,162,55,142,30,1147,255,598,570,306,297,125,136,156,51,2484,639,1062,622,330,518,140,159,196,59,3720,792,1002,578,412,605,221,224,233,60,4138,564,705,414,270,475,171,184,195,60,3035,139,219,82,49,153,41,56,68,12,817,60,26,9,8,12,7,9,4,9,144,5,0,0,0,0,0,0,0,6,12,2526,3722,2755,1790,2201,1194,842,1236,287,16546
21003,7,30,149,189,57,475,36,283,21,1241,135,453,654,605,388,566,222,615,83,3728,1183,3868,1588,1282,1265,645,601,970,247,11646,1652,3481,1101,822,1265,447,433,466,199,9868,1072,1758,852,662,1116,392,421,455,151,6878,514,823,587,477,844,284,372,421,75,4397,79,137,106,109,140,59,99,108,20,850,10,14,11,6,4,5,3,18,9,82,4,0,0,0,0,0,0,0,6,8,4657,10566,5036,4152,5077,2884,2183,3330,813,38693
21004,28,19,188,183,49,450,42,241,14,1215,97,183,474,342,213,303,140,262,24,2049,511,1288,1141,685,756,347,335,383,108,5561,741,1186,792,515,749,295,371,301,103,5051,709,793,645,608,893,314,395,343,92,4797,483,583,460,432,721,309,366,273,49,3659,111,143,98,90,177,62,80,86,19,866,18,15,8,5,11,5,7,13,3,84,0,0,0,0,0,0,0,0,3,4,2694,4202,3808,2869,3572,2083,1730,1900,427,23278
21005,62,65,442,353,173,1456,132,810,96,3593,351,965,1549,1272,1028,1483,729,1117,280,8778,1920,4938,3727,2839,2971,1475,2322,2185,667,23055,2523,4332,2982,2676,2768,1131,2390,1748,512,21057,1690,1981,2047,1836,1978,854,1822,1731,325,14263,994,1041,1335,1103,1602,659,1515,1302,190,9752,185,274,234,182,304,147,256,271,44,1901,14,19,21,6,15,7,12,21,0,120,0,0,0,0,4,0,0,0,0,4,7743,13622,12346,10274,10833,7211,9182,9184,2125,82519
21101,57,88,456,615,176,1638,121,880,55,4087,336,1117,1298,1070,821,1390,380,783,130,7322,1707,5163,2708,1663,2163,1140,664,981,302,16499,3054,5588,2479,1541,2499,1096,767,934,364,18324,2891,3754,2443,1796,2894,1192,1038,1223,297,17540,1945,2648,1895,1373,2595,910,1085,1206,223,13870,463,697,442,323,626,248,308,389,74,3581,38,81,45,17,52,21,16,44,4,310,3,3,0,0,6,0,0,0,4,12,10488,19153,11763,8399,11823,7638,4374,6450,1453,81545
21102,12,16,100,211,50,339,27,182,19,952,57,228,232,237,169,275,47,126,20,1398,187,576,221,136,174,119,24,72,28,1539,574,802,208,148,315,126,33,66,34,2301,938,1121,348,219,516,181,57,114,49,3544,602,752,287,174,428,162,85,127,32,2653,183,250,80,48,149,43,31,41,10,834,44,40,10,5,20,10,5,6,0,144,6,4,0,0,0,0,0,0,0,8,2607,3787,1478,1182,1821,1256,302,744,202,13376
21103,42,49,370,544,97,1095,69,665,40,2973,239,640,1031,872,505,906,220,527,93,5024,1243,4240,1990,1277,1409,760,446,780,241,12381,2431,4735,1693,1181,1745,687,419,686,245,13825,2242,3239,1620,1272,2017,716,498,740,206,12552,1452,2006,1167,1010,1692,628,523,696,128,9303,296,566,256,218,462,175,153,225,42,2398,41,75,34,20,31,25,15,23,17,280,5,7,0,0,3,5,0,4,6,31,7985,15551,8160,6403,7959,4997,2346,4347,1012,58759
21104,33,44,89,280,59,562,51,333,7,1470,110,494,377,421,323,507,124,270,50,2681,609,2413,686,568,747,420,179,317,114,6044,1400,3179,659,507,977,364,153,237,114,7595,1304,2258,704,599,1039,374,225,325,120,6943,689,1194,486,465,765,253,205,338,76,4469,169,351,135,116,216,90,71,125,17,1284,29,49,7,14,29,11,8,22,14,174,0,0,0,0,0,5,0,3,4,15,4351,9982,3145,2965,4143,2584,1020,1966,511,30675
21105,58,62,837,844,129,1336,92,1093,73,4528,301,605,1742,1250,613,991,291,865,131,6793,1555,3774,3695,1957,1779,876,657,1154,303,15749,2762,4234,2981,1645,2123,829,760,1155,275,16768,3110,3514,2689,1848,2560,1021,1040,1292,320,17396,2182,2461,2104,1524,2252,882,996,1189,206,13795,672,843,515,334,608,262,286,371,71,3965,122,105,36,29,51,33,21,58,16,464,7,7,0,0,0,0,0,0,8,26,10779,15599,14603,9416,10123,6227,4142,7187,1397,79488
21201,54,40,506,458,103,1129,80,830,49,3250,257,484,1197,876,573,778,313,732,102,5325,1341,2937,3057,1785,1751,991,1151,1410,287,14712,1951,2939,2273,1597,1786,847,1199,1084,284,13943,1746,1912,1745,1325,1815,781,1034,1063,225,11642,1161,1083,1108,822,1246,479,842,821,139,7713,335,341,228,136,310,122,194,211,47,1928,97,33,22,9,21,8,7,21,27,241,21,0,0,0,0,0,0,0,9,32,6959,9767,10139,7005,7614,5139,4828,6171,1162,58784
21202,44,76,358,432,160,1286,150,735,54,3294,249,840,1184,875,734,1128,378,756,180,6333,1282,3288,2399,1368,1773,900,875,1177,350,13411,2110,3757,2277,1451,1969,867,1006,1054,314,14807,2125,2585,1968,1502,2152,839,1196,1170,294,13826,1421,1552,1455,1021,1774,693,1177,1085,171,10343,316,405,339,191,401,157,265,295,33,2399,43,51,18,12,36,27,8,28,10,231,4,0,0,0,0,0,0,0,4,14,7594,12564,9998,6840,9001,5895,5050,6307,1422,64667
21203,74,100,613,607,211,1852,214,1204,103,4991,453,1024,1980,1548,1141,1696,895,1511,266,10513,2428,5435,4874,3541,3404,1930,2797,2785,688,27887,3531,6197,4490,3785,3882,1654,3191,2741,644,30118,2471,3017,3228,2537,2995,1171,2404,2447,416,20690,1258,1231,1800,1355,2013,719,1899,1654,240,12171,245,294,302,216,380,130,357,356,58,2340,30,14,23,8,18,13,16,29,12,166,0,3,3,0,0,0,0,0,6,15,10495,17318,17309,13604,14054,9179,11776,12729,2427,108888
