SA3_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
21102,250,336,205,133,199,136,81,1337,95,96,74,58,96,65,34,523,94,129,101,55,81,68,41,574,471,785,565,431,630,408,230,3522,8,3,3,0,0,0,0,14,921,1355,952,676,1003,673,396,5978,10,22,27,19,25,30,19,154,5,14,27,13,23,11,7,105,4,12,12,8,17,10,3,58,30,62,50,50,79,40,19,320,0,0,6,0,0,0,0,3,47,107,123,89,142,96,50,644,963,1456,1069,763,1147,766,439,6618
21103,1732,1697,812,481,581,377,201,5891,448,444,247,178,226,126,62,1725,512,497,263,163,180,103,52,1768,3401,3315,1963,1284,1744,851,415,12976,7,27,5,3,4,0,0,43,6103,5977,3295,2106,2738,1462,728,22401,107,176,119,92,128,107,54,783,83,141,86,46,79,41,18,497,29,52,50,40,60,20,26,271,255,575,434,343,487,276,121,2486,15,10,5,11,4,5,0,46,484,950,693,530,762,449,217,4084,6584,6929,3987,2631,3501,1907,949,26482
21104,1582,1822,778,466,609,409,275,5936,201,209,145,99,136,90,35,908,323,284,160,96,127,69,43,1103,914,1109,805,548,800,453,212,4843,10,13,3,5,0,8,0,30,3021,3425,1890,1208,1673,1028,563,12821,62,149,105,76,134,123,84,728,29,38,29,33,31,22,9,196,10,36,28,19,38,19,11,160,58,130,124,84,170,108,51,724,10,3,3,7,3,0,0,29,169,357,295,212,383,268,153,1835,3189,3790,2186,1418,2053,1298,716,14653
21105,735,816,499,309,438,244,140,3178,562,681,382,299,362,181,105,2579,646,689,387,240,316,147,67,2494,6171,5808,3319,2155,2742,1069,485,21745,26,26,16,6,12,0,0,84,8138,8012,4601,3015,3871,1646,798,30081,39,72,63,50,73,45,29,367,95,128,113,102,136,40,27,641,39,76,69,48,91,30,25,380,533,991,745,550,743,296,128,3982,24,24,16,15,13,0,8,97,727,1291,1004,763,1050,414,212,5465,8861,9300,5602,3784,4922,2064,1014,35544
21201,2242,2162,1044,593,755,406,195,7396,551,552,298,199,237,107,42,1996,509,459,244,148,166,77,39,1631,4366,4134,2312,1438,1838,641,260,14979,38,41,19,8,4,0,3,116,7704,7349,3914,2382,3009,1228,540,26127,145,225,143,98,135,62,42,853,119,153,99,72,82,42,15,583,48,85,60,44,72,26,11,356,660,1002,578,426,529,190,104,3493,39,36,21,9,10,3,0,112,1003,1503,903,649,828,329,182,5393,8707,8852,4813,3030,3838,1562,716,31520
21202,3621,4080,2396,1559,2049,1375,884,15960,556,529,313,216,321,168,95,2197,514,535,315,208,257,118,68,2013,2219,2263,1430,973,1335,584,294,9095,36,35,16,14,13,6,0,108,6944,7438,4465,2970,3969,2243,1348,29377,230,416,257,210,300,216,131,1753,107,168,105,76,100,36,24,616,49,91,66,47,53,39,17,364,436,604,398,303,386,166,73,2365,41,42,14,16,11,9,0,129,852,1317,836,654,850,465,255,5227,7796,8761,5297,3624,4822,2707,1602,34603
21203,10103,10390,5460,3123,3940,2329,1380,36732,1082,927,460,294,343,135,57,3296,922,877,408,268,306,131,53,2961,4671,3955,2064,1341,1669,583,252,14534,67,67,35,21,19,5,4,223,16840,16215,8425,5054,6278,3179,1755,57745,552,820,538,419,522,332,248,3436,228,236,130,107,140,48,34,923,115,168,113,88,107,32,14,634,971,1148,727,517,648,201,83,4288,65,73,34,30,20,5,4,228,1927,2445,1537,1161,1434,620,379,9509,18770,18660,9971,6213,7719,3798,2133,67259
21204,6682,6424,3410,2289,2888,2161,1314,25167,569,486,286,168,223,108,63,1905,803,634,279,164,189,103,49,2218,1430,1184,659,444,582,304,136,4747,73,52,27,27,12,6,0,189,9562,8775,4666,3093,3896,2682,1564,34226,632,1034,713,561,855,618,430,4839,155,175,105,69,84,37,34,658,110,178,68,54,94,39,31,570,265,365,240,177,258,105,49,1453,76,96,42,16,21,8,9,270,1237,1840,1165,880,1316,800,552,7789,10796,10622,5826,3970,5209,3482,2110,42020
21205,4436,5632,3123,1891,2364,1819,1204,20458,535,507,292,207,288,170,85,2084,639,663,378,244,309,181,100,2521,1551,1700,1335,921,1435,836,425,8196,28,37,15,12,12,0,0,109,7196,8535,5140,3275,4401,3008,1810,33363,241,563,458,349,544,480,323,2961,69,98,73,73,97,58,46,521,39,88,60,53,93,60,23,414,168,279,256,227,337,188,91,1542,19,21,14,14,4,6,0,86,539,1043,871,710,1082,800,480,5522,7733,9580,6012,3986,5479,3804,2293,38889
21301,4839,5175,2819,1798,2489,1775,1127,20022,689,628,311,204,314,151,107,2406,830,625,258,168,217,141,65,2304,2065,1731,937,697,869,509,235,7040,57,48,25,24,4,5,5,163,8474,8205,4349,2892,3887,2591,1538,31939,672,1208,807,637,908,669,411,5317,145,210,123,73,99,55,23,728,138,189,123,82,110,43,31,710,399,604,387,266,350,150,92,2248,76,93,47,33,40,17,11,303,1428,2305,1482,1093,1500,942,553,9304,9904,10512,5835,3986,5387,3531,2089,41244
21302,1149,1171,548,322,378,237,146,3956,620,571,348,210,258,132,65,2201,661,575,279,156,205,131,50,2055,2347,2218,1274,776,973,575,306,8459,16,10,4,0,3,0,0,35,4790,4541,2451,1466,1820,1073,568,16707,94,157,101,81,98,65,40,634,66,123,88,67,89,47,31,509,49,61,61,42,40,34,15,303,178,349,290,212,269,140,92,1528,25,27,8,11,3,8,4,83,415,719,555,414,496,286,176,3051,5204,5258,3002,1881,2315,1359,745,19758
21303,1385,1222,626,407,528,400,238,4804,508,422,224,111,151,68,34,1512,632,435,194,94,120,52,27,1566,1793,1474,758,449,515,267,115,5355,10,8,7,6,8,5,0,46,4326,3560,1805,1070,1327,781,413,13280,140,246,178,137,195,181,107,1181,56,94,59,45,52,15,16,341,41,54,33,19,43,23,10,224,119,227,177,115,151,63,35,888,18,27,14,12,0,6,0,72,380,647,458,327,445,282,165,2708,4704,4209,2266,1398,1768,1064,580,15987
21304,6004,6348,3183,1859,2283,1429,783,21896,977,868,506,357,428,183,100,3420,813,848,435,286,303,147,73,2902,5052,4961,2883,1909,2226,882,376,18289,48,69,25,17,12,0,0,179,12899,13094,7040,4438,5250,2647,1325,46691,513,801,511,339,441,252,182,3034,201,251,170,126,171,55,26,1000,117,132,107,98,121,46,30,644,1070,1450,964,634,773,264,125,5287,60,62,36,30,19,7,5,219,1958,2699,1784,1224,1525,626,362,10179,14849,15790,8822,5660,6777,3276,1693,56870
21305,16558,16311,7430,3608,4128,2306,1166,51498,1193,1124,570,345,452,181,92,3964,1145,1056,522,309,374,169,85,3661,3566,3505,2186,1454,1768,764,338,13589,116,124,47,25,13,14,0,341,22577,22119,10763,5744,6737,3435,1678,73055,1049,1520,937,666,875,475,312,5841,293,324,210,119,197,74,41,1257,128,252,129,126,147,53,30,863,888,1250,812,600,743,257,116,4667,96,150,70,46,29,6,8,396,2455,3498,2155,1555,1990,872,503,13025,25029,25620,12921,7296,8724,4313,2177,86085
21401,876,1071,639,413,586,316,171,4074,726,648,373,243,316,120,64,2485,767,693,375,218,288,103,56,2498,4562,4033,2110,1367,1629,646,286,14633,32,32,17,12,0,3,0,94,6964,6475,3514,2241,2819,1192,585,23786,85,132,114,104,181,80,50,738,143,191,154,131,164,56,16,858,73,154,85,54,103,52,25,549,819,1301,854,610,704,259,115,4651,41,44,33,20,17,0,0,154,1164,1820,1229,914,1169,450,212,6957,8123,8294,4746,3159,3986,1643,797,30742
21402,368,534,378,291,408,215,102,2299,591,757,525,348,462,164,67,2907,601,692,456,269,340,151,76,2586,5017,5122,3183,2115,2593,966,483,19483,19,23,17,16,3,0,0,83,6603,7125,4558,3036,3806,1493,722,27351,28,77,50,49,74,41,24,344,87,157,157,109,168,59,30,771,48,127,96,91,112,47,11,532,645,1134,780,617,802,279,125,4385,36,53,32,15,14,4,0,158,848,1555,1121,877,1177,424,191,6187,7452,8680,5683,3917,4981,1918,911,33539
21501,199,189,97,63,75,23,5,661,66,70,40,31,25,4,0,237,123,94,65,29,31,8,0,350,2037,2021,1251,831,992,199,43,7373,11,6,4,0,10,0,0,33,2439,2383,1465,949,1132,235,53,8650,10,16,11,10,6,4,0,62,21,32,19,23,28,5,0,124,3,9,8,17,13,0,0,55,458,583,386,300,298,59,16,2096,15,17,15,14,7,0,0,63,505,661,437,355,350,71,22,2398,2942,3048,1898,1305,1476,307,75,11047
21502,355,344,172,111,154,39,18,1190,101,101,52,31,41,17,0,349,131,94,50,35,36,5,4,352,1821,1907,1195,762,901,225,67,6875,18,13,11,8,0,0,0,52,2421,2461,1476,946,1139,285,87,8813,43,39,38,18,30,19,6,193,33,44,23,21,21,9,0,147,15,28,18,12,21,8,0,98,473,689,439,325,364,86,16,2395,26,29,11,13,8,0,0,88,590,824,533,394,439,107,27,2913,3009,3286,2011,1343,1574,392,108,11730
21503,177,174,97,71,70,18,4,610,43,32,20,11,14,0,0,117,83,90,44,24,25,0,0,280,1291,1229,814,530,656,147,44,4704,6,7,4,0,0,0,0,23,1602,1537,969,635,763,171,55,5732,21,19,21,10,11,4,0,87,19,33,9,10,8,3,0,81,3,12,8,4,0,0,0,39,235,363,241,196,178,37,6,1253,14,9,16,0,5,0,0,40,293,433,293,228,206,45,6,1501,1899,1966,1267,859,973,215,58,7240
21601,88,108,55,31,50,11,0,333,57,51,26,23,22,9,3,191,52,76,30,20,23,7,0,220,1250,1372,903,593,744,187,58,5111,12,10,4,5,0,0,0,32,1461,1620,1022,672,840,214,65,5884,0,8,10,3,9,0,0,30,26,26,24,10,12,0,0,97,10,16,10,16,12,0,0,56,292,415,279,206,242,39,7,1485,17,11,8,6,5,0,0,49,339,473,336,234,278,46,12,1720,1794,2091,1358,909,1120,264,76,7604
21602,87,76,48,32,45,14,0,301,41,44,27,11,16,5,5,145,65,49,23,18,23,6,0,175,930,1031,656,449,547,128,32,3772,5,7,3,4,4,0,0,16,1125,1210,757,511,634,142,29,4409,3,3,11,4,4,3,0,27,16,21,8,4,6,0,0,65,9,11,15,9,7,0,0,52,205,310,219,149,171,20,10,1083,9,10,3,0,0,0,0,17,238,360,255,172,189,25,9,1246,1363,1567,1006,681,822,170,42,5661
21603,938,939,529,312,382,136,61,3297,128,115,55,49,51,17,10,423,176,124,63,53,45,12,9,493,1880,1948,1224,855,1026,287,75,7299,19,22,5,3,0,0,0,53,3145,3145,1874,1278,1510,461,155,11563,58,89,50,32,57,23,15,338,49,63,34,19,29,7,4,212,17,34,16,16,20,0,0,113,484,776,503,372,397,100,21,2648,32,37,19,11,15,3,0,116,649,1003,627,453,519,130,46,3431,3796,4149,2506,1731,2028,591,195,14999
21701,75,96,43,26,23,5,4,279,54,35,32,20,29,4,0,175,85,79,41,24,32,16,0,272,1195,1221,745,562,656,111,24,4511,5,3,4,3,0,0,0,26,1407,1431,869,637,742,135,26,5250,3,13,12,3,6,0,0,38,13,40,20,15,16,6,0,104,8,11,5,12,4,3,0,46,218,318,220,177,213,39,7,1196,7,20,13,9,0,0,0,52,252,404,265,217,245,41,11,1434,1659,1831,1134,854,990,182,40,6686
21703,83,95,48,30,48,16,0,319,76,69,44,18,26,3,3,242,89,103,41,24,34,3,0,286,1248,1333,882,630,761,181,55,5084,3,5,3,7,0,4,0,21,1492,1606,1013,710,862,214,62,5956,6,20,14,4,8,5,0,58,14,32,21,14,30,0,0,112,16,19,11,10,6,0,0,53,196,320,205,164,176,45,10,1120,8,10,10,7,4,0,0,39,234,398,256,200,223,55,13,1382,1728,2009,1274,914,1088,260,71,7339
21704,131,138,85,59,72,25,9,514,120,144,82,53,52,19,4,473,112,143,86,55,62,8,7,470,1857,1921,1217,869,1053,276,84,7276,4,6,17,5,0,0,0,38,2223,2353,1477,1045,1246,328,99,8770,9,24,11,17,28,5,0,97,25,53,36,17,27,7,3,164,12,21,28,24,23,4,0,102,291,480,368,253,268,63,16,1746,10,16,3,3,0,0,0,35,352,597,448,309,344,82,18,2142,2567,2953,1923,1351,1589,406,118,10911
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
