SA3_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
20402,0,0,0,0,0,0,0,0,0,4,0,0,5,7,15,9,8,0,0,50,0,3,0,11,4,3,0,0,0,34,0,0,0,4,0,0,0,0,0,4,0,0,3,18,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,5,6,9,0,14,4,0,34,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,6,3,0,16,0,0,0,3,0,0,0,0,0,4,3,3,13,33,20,24,44,35,12,185,66,190,143,322,202,256,279,169,69,1685,1165,2867,2416,4785,2886,3397,3388,1948,636,23482,0,0,0,0,0,0,0,0,0,0,1142,2479,2135,4199,2744,3084,2796,1606,757,20944,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,10,0,0,0,9,3,5,7,0,0,29
20403,0,0,0,6,7,0,0,0,0,11,0,7,11,19,18,13,3,5,0,80,0,8,0,19,14,0,0,0,0,41,0,0,0,8,0,0,0,0,0,13,0,3,6,4,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,3,3,7,3,19,11,9,22,4,0,88,3,21,11,52,9,0,3,0,0,102,0,0,0,6,8,8,13,8,0,46,0,4,3,3,12,3,4,0,0,24,12,54,80,122,84,76,86,89,34,638,89,269,270,546,296,363,315,183,68,2397,2095,5033,4417,8676,4675,5109,4658,2289,673,37620,0,0,0,0,0,0,0,0,0,0,1979,4380,3494,7438,4128,4423,3662,1815,745,32064,0,0,0,6,0,0,0,0,0,15,0,0,0,0,5,0,3,0,0,9,0,0,0,8,0,0,0,0,0,12,0,3,0,8,0,0,0,0,0,10,0,3,3,24,8,8,9,3,0,62
20501,0,0,4,8,0,0,6,0,0,19,0,8,16,34,17,16,6,8,4,106,0,5,4,36,13,9,5,5,0,78,0,0,4,45,0,0,0,0,0,52,0,3,7,3,5,0,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,7,7,14,3,10,22,3,0,60,0,6,3,19,3,0,0,0,0,38,0,0,0,4,9,9,6,12,0,34,0,0,3,14,3,0,3,0,0,23,0,10,15,81,54,53,76,63,16,363,77,203,143,406,225,240,226,170,59,1749,1766,3849,3057,6585,3310,3596,3454,1944,537,28108,0,0,0,0,0,0,0,0,0,0,1650,3294,2777,5847,2930,3113,2660,1379,573,24230,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,6,0,0,0,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,5,0,0,11,5,4,8,0,0,31
20502,0,3,0,3,0,0,5,0,0,9,0,3,5,13,16,16,15,7,0,72,0,0,4,16,0,0,0,6,0,24,0,0,0,5,0,0,0,0,0,5,0,0,3,14,0,0,0,0,0,24,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,7,19,5,0,42,0,3,5,19,10,3,4,0,0,45,0,0,0,0,3,5,9,8,0,22,0,0,0,0,0,0,0,0,0,6,0,11,12,65,30,38,65,56,13,283,72,192,153,378,245,347,384,239,97,2101,1129,2589,2156,4231,2625,3733,4427,2470,644,24009,0,0,0,0,0,0,0,0,0,0,984,2287,1747,3696,2401,3158,3170,1662,591,19699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,18,8,3,0,43
20503,0,0,0,3,0,3,0,0,0,6,0,0,3,19,18,27,28,6,0,99,0,0,3,29,3,3,12,5,0,58,0,0,0,0,0,0,0,0,0,4,0,16,7,8,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,8,0,9,6,15,10,16,24,6,0,85,0,0,0,8,8,8,6,0,0,28,0,0,0,5,4,9,16,10,0,46,0,0,0,4,0,7,6,0,0,16,4,4,10,63,33,83,104,69,20,381,103,260,169,494,335,447,464,279,112,2651,1679,4193,3146,6500,4237,5468,5941,3020,858,35040,0,0,0,0,0,0,0,0,0,0,1487,3500,2640,5666,3600,4543,4356,2010,826,28633,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,13,3,0,4,9,5,5,0,0,0,21,0,0,0,14,12,15,4,0,0,53
20504,0,0,0,10,0,3,0,0,0,11,0,3,14,25,23,10,11,0,0,88,0,0,11,38,11,10,10,6,0,90,0,0,0,3,0,0,0,4,0,10,0,8,18,6,7,0,0,0,0,36,0,0,0,6,3,3,0,0,0,16,4,3,19,16,18,15,13,3,0,79,0,4,0,22,8,9,4,0,0,45,0,0,0,0,0,11,10,5,0,28,0,0,4,5,11,0,3,0,0,23,4,15,35,101,65,88,103,79,31,528,155,348,317,722,377,410,359,234,102,3024,2172,4886,4373,9020,4496,5094,4573,2383,754,37742,0,0,0,0,0,0,0,0,0,0,1962,3986,3686,7800,3910,4302,3280,1628,666,31213,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,5,9,0,0,21,0,0,0,5,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,0,0,0,9,9,17,7,0,0,44
20505,0,7,0,4,0,0,0,0,0,14,0,5,3,18,14,11,7,0,0,56,0,0,7,23,5,9,5,3,0,46,0,0,0,0,0,3,0,0,0,4,0,4,11,9,0,0,0,0,0,21,0,0,0,4,5,0,0,0,0,8,0,7,0,16,3,3,6,9,3,57,0,5,4,51,18,19,3,0,0,96,0,0,0,4,4,4,6,0,3,18,0,0,3,4,5,3,0,0,0,17,0,8,12,68,26,50,53,26,5,244,77,178,168,384,220,267,286,146,50,1767,1227,2765,2463,5374,2654,3279,3268,1486,417,22933,0,0,0,0,0,0,0,0,0,0,1080,2336,1957,4004,2354,2662,2348,1154,444,18340,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,0,11,0,0,0,12,0,9,4,5,0,34
20601,0,7,11,57,26,3,0,0,0,112,0,0,13,91,24,3,5,3,0,141,0,0,8,76,18,21,13,5,0,143,0,0,0,50,4,0,5,3,0,62,0,11,11,47,3,0,0,0,0,72,0,6,0,82,61,87,47,37,3,319,9,22,22,205,64,20,16,3,0,364,0,4,18,75,39,41,27,4,3,221,0,0,3,23,8,0,0,4,0,35,0,0,3,16,6,0,0,0,0,27,7,42,68,715,168,126,113,80,29,1345,63,67,113,601,178,145,124,93,50,1431,2106,3774,4958,18062,5474,3953,2547,1542,726,43136,0,0,0,0,0,0,0,0,0,0,1926,3416,4410,12737,4058,2767,1360,404,276,31355,0,9,3,35,5,5,0,0,0,57,0,0,0,18,6,3,0,0,3,31,0,0,3,111,13,0,0,0,0,135,0,0,0,5,3,0,3,0,0,11,5,4,9,131,30,7,13,0,0,192
20602,0,9,4,22,10,4,0,4,0,51,0,5,6,49,16,7,9,0,0,88,0,0,8,40,11,10,14,3,0,86,0,0,0,9,3,0,0,0,0,10,0,9,3,24,9,0,0,0,0,45,0,0,0,13,9,3,5,6,0,26,3,15,15,90,35,22,16,0,0,189,0,4,8,35,30,51,30,14,8,181,0,0,0,9,3,5,0,0,0,24,0,0,0,5,0,0,0,0,0,13,0,11,18,264,99,78,59,38,22,606,25,69,84,293,111,81,61,51,12,789,1311,2741,2630,9054,3743,2663,1658,1009,470,25272,0,0,0,0,0,0,0,0,0,3,1226,2469,2411,7302,3103,2067,1001,290,160,20027,0,0,0,4,0,0,0,0,0,3,0,0,0,10,4,0,0,3,0,14,0,0,0,38,6,0,0,0,0,47,0,0,0,5,3,0,3,0,0,19,0,4,7,80,27,6,8,0,0,132
20603,3,13,6,49,10,6,0,0,0,97,0,12,7,47,18,3,3,3,0,96,0,10,13,83,19,10,14,10,0,168,0,5,0,20,0,0,0,0,0,24,0,7,13,19,4,0,0,0,0,44,0,0,3,47,31,27,14,5,0,128,10,21,5,78,31,10,15,3,0,174,0,23,42,121,120,105,66,21,13,507,0,0,0,9,0,0,4,0,0,20,0,0,3,16,3,0,3,0,0,24,4,70,99,676,216,163,96,68,23,1412,67,122,159,484,194,174,107,56,40,1420,1731,3635,4129,10942,4543,3862,2699,1248,512,33296,0,0,4,5,0,3,0,0,0,13,1496,2981,3407,7021,3404,2828,1676,629,434,23871,0,3,0,21,6,0,0,0,0,23,0,0,0,25,3,10,6,5,0,51,0,0,3,62,0,3,4,0,0,74,0,0,0,3,6,0,6,4,0,16,3,13,3,49,14,4,0,3,0,96
20604,0,20,147,407,46,26,18,0,0,666,0,0,55,190,39,20,21,3,0,332,3,0,97,313,37,25,15,0,3,503,5,13,70,412,24,16,13,0,0,556,3,3,115,553,26,7,0,3,0,722,0,4,15,167,29,24,10,4,0,255,23,35,103,354,92,54,27,13,5,707,4,30,340,435,134,115,74,23,4,1160,0,0,4,29,3,8,4,7,0,54,0,0,21,45,4,7,6,0,0,84,24,118,606,3010,345,222,135,104,15,4574,150,213,972,2849,476,379,259,142,68,5493,2238,2928,14605,38919,5949,4558,3203,1553,464,74410,3,3,11,28,4,3,0,0,0,57,1732,1873,5982,10158,2476,2179,1653,831,313,27205,0,3,35,76,0,4,0,0,0,117,0,0,4,29,10,3,6,0,0,54,0,4,47,351,14,3,6,0,0,425,0,0,46,35,13,5,4,0,0,101,0,11,29,171,20,17,7,0,5,260
