SA3_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
20402,19082,20178,39262,1001,1116,2110,145,169,311,1206,1323,2530,69,79,147,17,19,39,10,15,22,14,8,20,15,25,44,0,3,8,0,0,0,1473,1647,3118,42,44,82,52,62,113,2559,2864,5427,1628,1702,3331,23264,24743,48007
20403,29491,30828,60319,1251,1326,2581,770,818,1585,2403,2510,4914,317,249,562,61,40,98,59,50,108,36,15,52,49,42,91,60,54,107,0,0,0,3740,3782,7522,132,123,255,83,88,174,5209,5320,10527,2522,2311,4828,37215,38457,75671
20501,22408,23459,45864,1055,1247,2298,52,54,108,2346,2533,4881,58,76,137,9,17,26,23,16,37,5,13,20,8,6,13,4,0,7,0,0,0,2511,2713,5222,48,88,135,42,41,84,3654,4088,7746,1684,1748,3437,27752,29296,57045
20502,18920,19506,38419,1009,1095,2099,116,130,245,1482,1612,3097,66,86,154,4,7,13,22,22,48,15,16,33,21,16,38,11,8,22,0,0,0,1742,1898,3635,52,48,101,57,43,99,2862,3075,5935,2019,2055,4075,23802,24631,48435
20503,27631,28587,56212,1675,1848,3522,48,66,113,2520,2707,5228,50,59,114,10,14,26,26,24,51,18,19,30,15,14,21,12,6,20,0,0,0,2693,2903,5602,104,101,204,64,49,112,4531,4907,9437,2569,2707,5277,34733,36199,70927
20504,30071,31309,61374,1345,1547,2891,66,72,138,2433,2631,5064,72,71,144,15,16,28,14,19,35,11,14,22,16,14,29,5,11,16,0,0,0,2633,2846,5482,111,105,218,102,96,201,4190,4598,8789,3069,3115,6184,37330,39019,76349
20505,17279,17767,35046,1044,1111,2160,115,98,212,1388,1397,2782,84,68,159,28,16,42,32,23,57,11,16,29,3,7,12,55,33,88,0,0,0,1725,1663,3388,58,66,122,62,54,113,2887,2895,5782,2523,1699,4217,22688,22362,45050
20601,32758,35096,67860,1038,1110,2151,259,308,565,6299,7261,13562,154,198,349,55,65,123,55,65,120,41,50,99,29,35,64,63,67,130,0,0,0,6957,8049,15003,384,465,846,109,99,210,8481,9725,18208,1447,1445,2894,42683,46270,88957
20602,19928,21875,41805,533,648,1181,84,121,212,3285,3798,7086,49,55,103,19,26,44,19,22,44,17,20,35,4,8,11,7,23,29,0,0,0,3490,4063,7553,188,229,414,61,67,128,4271,5005,9277,812,855,1669,25014,27742,52752
20603,25994,27691,53687,815,912,1733,103,108,211,4022,4306,8329,85,85,173,38,42,74,28,37,68,9,15,28,8,11,26,20,22,39,0,0,0,4309,4638,8946,295,289,585,77,62,137,5499,5904,11400,1435,1502,2937,32923,35101,68019
20604,39229,39487,78713,4691,4891,9583,1069,1185,2251,19092,19315,38405,680,800,1485,309,339,645,373,387,761,191,220,409,80,99,182,193,224,418,0,0,4,21987,22572,44562,2009,2062,4069,303,269,578,28993,29791,58786,5670,5357,11028,73891,74637,148524
20605,34614,36336,70956,2049,2309,4363,301,345,644,7624,8223,15849,232,233,470,50,56,105,70,101,168,34,41,70,19,28,49,39,36,79,0,0,0,8375,9067,17440,696,729,1426,159,126,284,11281,12234,23512,3306,3219,6532,49211,51792,101001
20606,20262,22249,42512,1110,1240,2353,261,340,601,5105,5746,10851,171,205,376,49,65,114,82,108,190,28,46,71,14,20,30,36,39,81,0,0,0,5752,6566,12317,473,533,1002,70,66,140,7404,8405,15804,1744,1943,3690,29408,32598,62010
20607,30428,32027,62453,1611,1672,3288,348,434,783,7716,8219,15932,207,263,467,102,116,219,114,121,233,50,47,96,29,42,69,71,83,152,0,0,0,8640,9318,17952,726,739,1469,138,116,257,11113,11851,22969,2474,2286,4763,44013,46172,90184
20701,65468,71454,136925,1655,1809,3464,239,277,510,8798,9237,18033,127,164,291,67,61,124,77,75,155,50,39,92,22,21,41,43,43,88,0,0,0,9423,9916,19339,843,881,1727,105,108,213,12031,12713,24742,2401,2618,5014,79895,86784,166681
20702,39751,42733,82482,828,900,1731,84,87,172,4312,4568,8879,51,55,108,40,51,93,11,14,24,15,15,33,9,4,11,21,13,27,0,0,0,4534,4813,9342,494,540,1037,47,38,92,5903,6292,12196,1385,1541,2923,47039,50564,97597
20703,40777,44244,85026,1389,1347,2741,152,147,300,6152,6287,12442,87,93,173,56,42,94,37,34,71,70,49,121,18,20,36,28,33,59,0,0,0,6591,6698,13286,580,561,1148,136,107,242,8696,8717,17415,1949,1967,3916,51419,54933,106348
20801,39831,43579,83408,1171,1252,2427,116,131,250,4541,4854,9395,80,87,174,24,18,43,34,34,68,15,6,17,9,12,17,18,24,37,0,0,0,4832,5168,10004,434,457,894,50,64,117,6489,6944,13439,1669,1953,3621,47986,52478,100462
20802,60216,64042,124267,1957,2012,3972,197,242,444,9104,9536,18642,114,137,253,32,42,74,50,53,105,27,35,63,13,17,35,37,36,70,0,0,0,9587,10100,19683,772,814,1595,142,109,252,12464,13037,25496,2384,2712,5097,75067,79791,154862
20803,49219,53426,102642,1229,1321,2551,90,103,193,5121,5629,10752,75,78,158,15,29,45,20,21,40,13,18,28,3,0,6,7,19,26,0,0,0,5350,5892,11240,316,366,677,126,102,227,7013,7681,14696,1944,2069,4009,58173,63172,121350
20804,15892,17371,33261,554,582,1138,59,84,143,2546,2718,5267,35,55,87,17,11,31,13,10,29,19,12,33,0,3,5,5,14,22,0,0,0,2711,2907,5610,170,153,321,34,39,70,3469,3677,7147,678,704,1382,20036,21756,41793
20901,51625,54616,106240,1086,1145,2237,160,148,309,5110,5594,10707,161,102,264,40,23,63,42,31,77,12,20,34,18,17,37,35,20,58,0,0,0,5581,5963,11544,342,345,689,57,70,127,7070,7526,14600,2029,1995,4027,60722,64141,124863
20902,36891,38344,75236,999,1012,2012,119,139,260,5284,5394,10671,80,76,164,28,44,73,29,34,65,24,25,47,15,17,26,21,19,37,0,0,0,5600,5748,11344,323,368,693,133,79,217,7064,7213,14269,2379,2307,4687,46332,47862,94196
20903,29397,29892,59280,361,357,716,37,37,72,1930,1983,3918,22,26,47,10,12,18,11,11,24,3,8,7,6,3,11,9,8,17,0,0,0,2026,2088,4119,82,82,166,30,28,58,2503,2553,5055,1083,1046,2132,32978,33494,66470
20904,102299,104062,206368,2425,2448,4872,214,206,419,12069,11887,23958,162,148,310,48,54,103,44,55,95,32,29,64,25,44,71,23,30,58,0,0,5,12632,12450,25083,611,659,1268,208,160,370,15874,15721,31589,5261,5288,10552,123436,125073,248512
21001,25770,27151,52926,524,519,1047,32,35,71,2218,2348,4559,29,27,52,9,6,17,3,0,11,6,4,12,0,9,8,0,5,5,0,0,0,2303,2430,4732,153,123,274,55,54,108,3043,3125,6171,977,1006,1988,29794,31282,61082
21002,13742,13892,27634,415,443,854,28,40,70,1082,1127,2205,23,33,58,8,7,22,9,11,10,0,6,6,6,0,3,5,3,10,0,0,0,1156,1228,2387,44,56,97,19,14,33,1629,1734,3368,806,802,1610,16179,16430,32610
21003,31135,32248,63384,1031,947,1979,117,106,225,4330,4067,8396,51,67,118,17,26,43,13,19,37,24,26,52,17,17,37,6,14,17,0,0,0,4576,4338,8910,264,321,578,84,82,169,5953,5688,11641,2180,2152,4337,39268,40088,79357
21004,18377,19095,37469,445,495,945,30,39,72,1843,1996,3832,22,27,53,10,5,13,4,6,14,4,9,13,3,9,13,4,5,5,0,0,0,1920,2093,4021,75,65,143,32,34,64,2476,2687,5169,924,923,1847,21773,22700,44476
21005,81761,81548,163310,2303,2234,4539,265,245,508,9964,9900,19865,128,117,246,40,36,76,27,33,55,45,39,88,21,27,46,22,10,31,0,0,0,10520,10409,20930,672,674,1342,182,133,317,13672,13451,27126,5476,5007,10483,100908,100010,200916
21101,66964,69826,136792,834,918,1749,94,99,190,6083,6363,12449,81,72,150,24,30,52,25,24,46,28,25,50,3,9,10,15,8,26,0,0,0,6352,6614,12965,339,388,723,127,100,228,7646,8024,15671,2509,2593,5104,77126,80438,157561
21102,11366,11842,23202,129,120,249,20,20,36,870,904,1771,14,9,29,5,4,9,3,4,6,0,3,6,0,0,0,0,5,5,0,0,0,912,951,1855,68,73,135,14,5,18,1118,1147,2261,368,388,753,12847,13375,26217
21103,47037,50102,97141,720,725,1449,70,83,156,4820,5153,9972,37,52,88,16,18,36,8,18,29,11,9,17,12,11,26,12,7,18,0,0,0,4993,5350,10339,225,276,504,82,72,156,6026,6427,12450,1769,1925,3691,54831,58448,113279
21104,25809,27644,53453,386,390,782,34,37,72,2642,2677,5322,22,19,40,11,11,24,13,20,31,12,24,35,6,10,12,5,3,5,0,0,0,2752,2792,5543,219,221,442,33,37,69,3390,3444,6836,925,1130,2052,30129,32211,62339
21105,65997,67655,133649,1174,1272,2445,76,73,146,5042,5398,10439,57,61,120,22,23,43,26,22,51,13,17,33,16,19,35,4,8,12,0,0,0,5267,5608,10878,221,183,399,118,84,199,6781,7141,13925,2993,2798,5794,75767,77600,153369
21201,46627,47926,94558,1152,1290,2443,75,74,146,6181,6384,12564,71,64,137,22,31,53,22,18,39,28,23,45,28,24,49,0,7,7,0,0,0,6417,6614,13029,225,264,491,117,84,198,7916,8243,16159,2906,2981,5882,57450,59150,116598
21202,56960,57795,114757,959,937,1896,91,91,182,5640,5627,11271,79,80,154,34,34,70,23,23,51,17,18,37,9,10,14,17,9,30,0,0,0,5905,5897,11804,388,405,790,101,65,165,7358,7301,14658,3191,3167,6359,67512,68268,135778
21203,91720,92302,184023,1577,1602,3181,191,205,396,12206,12171,24380,104,130,231,60,61,125,46,56,99,40,45,79,12,12,23,13,11,31,0,0,0,12677,12692,25367,703,849,1555,233,168,396,15191,15303,30497,4853,4686,9537,111764,112288,224056
21204,79724,78953,158685,2451,2316,4769,159,139,292,8155,7260,15418,91,92,177,79,51,128,38,43,76,25,18,44,17,16,37,18,16,32,0,0,0,8574,7638,16211,834,960,1789,245,145,389,12105,11057,23158,5093,4480,9568,96920,94492,191412
21205,70916,72806,143719,2448,2242,4692,269,276,544,11328,10323,21651,174,188,359,100,86,185,63,71,137,77,88,164,40,44,88,39,56,94,0,0,0,12085,11139,23228,1093,1113,2211,217,166,382,15847,14665,30513,3719,3415,7133,90485,90880,181366
21301,77116,77871,154986,1666,1624,3288,123,111,229,6530,5990,12522,116,95,212,29,41,70,15,13,33,44,39,84,11,12,24,9,6,19,0,0,0,6879,6309,13189,579,605,1188,197,167,365,9328,8705,18029,5791,5266,11055,92229,91842,184073
21302,34349,36255,70604,1330,1394,2728,84,88,170,3540,3747,7283,61,61,120,21,29,49,28,30,54,14,20,35,16,10,18,19,10,34,0,0,3,3783,3989,7766,210,262,472,82,70,148,5403,5713,11118,1893,1954,3838,41642,43918,85561
21303,32101,32184,64282,1423,1393,2816,181,147,326,5519,5559,11081,84,94,181,33,44,77,29,42,71,22,33,58,16,22,34,14,18,33,0,0,0,5895,5958,11849,330,380,711,135,95,231,7778,7827,15611,2265,1978,4249,42149,41995,84144
21304,77492,79295,156783,2017,2220,4235,190,192,388,9977,10396,20375,123,143,270,67,66,129,34,32,67,37,46,86,20,20,44,11,0,11,0,0,0,10461,10911,21376,503,549,1050,159,124,288,13143,13799,26947,6649,5134,11780,97283,98226,195512
21305,113726,113097,226825,3623,3613,7234,641,579,1217,18040,17285,35323,273,302,573,223,217,435,110,108,223,103,93,200,71,72,144,51,64,117,0,0,0,19510,18725,38230,1488,1559,3052,349,279,631,24970,24180,49153,8790,7161,15950,147492,144433,291925
21401,55720,58270,113987,1372,1534,2905,84,86,171,5803,6340,12144,84,94,181,6,10,22,26,33,57,16,17,32,9,8,22,10,11,21,0,0,0,6040,6616,12649,269,257,527,150,146,294,7835,8540,16377,3621,3590,7206,67174,70397,137577
21402,66608,71361,137967,2280,2494,4772,258,220,478,6165,6672,12837,244,185,424,29,26,57,112,68,179,37,19,61,43,37,76,26,22,43,0,0,3,6911,7246,14158,266,300,566,135,103,239,9589,10143,19730,4720,5055,9772,80916,86554,167471
21501,24030,24231,48263,1414,1549,2958,61,68,126,1265,1353,2617,44,42,90,66,65,129,25,15,42,16,21,38,16,19,36,4,7,7,0,0,0,1488,1600,3091,99,83,177,51,46,96,3051,3270,6323,3000,2168,5164,30081,29660,59740
21502,21846,22799,44643,979,1012,1990,245,292,538,1804,1829,3634,63,74,136,124,102,224,23,25,51,8,9,14,14,20,31,6,8,15,0,0,0,2278,2353,4631,103,97,203,85,67,155,3449,3528,6972,2446,2294,4737,27734,28625,56359
21503,15309,15081,30397,803,919,1720,117,124,240,764,844,1610,43,35,76,33,29,60,7,3,10,3,6,8,9,11,19,5,4,10,0,0,0,979,1060,2042,137,48,186,37,41,80,1951,2068,4023,1781,1657,3436,19046,18810,37857
21601,15394,15820,31217,760,827,1588,195,207,396,1038,1063,2097,40,37,80,9,12,26,14,11,27,8,16,18,16,16,30,0,4,3,0,0,0,1316,1361,2675,46,47,87,40,30,74,2160,2264,4424,1435,1422,2859,18997,19506,38500
21602,12013,12112,24124,722,747,1464,187,200,386,789,779,1563,27,32,64,6,5,13,5,3,16,7,10,17,0,3,10,0,0,3,0,0,0,1025,1040,2069,27,30,61,47,32,84,1824,1848,3671,1248,1209,2460,15089,15164,30255
21603,26761,26990,53753,1057,1200,2256,139,171,312,2336,2575,4906,68,72,139,18,27,44,23,25,40,27,24,46,20,19,35,9,8,18,0,0,0,2627,2911,5545,151,178,323,77,68,138,3911,4354,8262,2841,2571,5417,33510,33917,67427
21701,14713,14930,29642,934,1033,1964,38,27,69,818,910,1731,39,48,87,71,81,148,17,18,39,11,4,10,23,16,43,4,0,0,0,0,0,1016,1115,2133,38,35,74,39,21,64,2032,2211,4237,1281,1275,2558,18026,18410,36436
21703,15620,15631,31254,819,817,1634,50,50,106,964,978,1942,38,28,67,14,18,36,6,6,8,7,5,18,5,6,16,0,0,5,0,0,0,1095,1097,2192,72,41,114,43,39,80,2022,1996,4019,1508,1395,2898,19151,19024,38173
21704,20826,22052,42876,961,1076,2034,54,61,119,1598,1785,3381,79,75,153,24,27,53,14,17,30,12,13,25,9,7,19,3,0,4,0,0,0,1795,1986,3778,74,78,158,48,39,91,2876,3184,6058,1619,1656,3281,25329,26890,52219
29797,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,27,36,6,38
29999,847,576,1426,345,229,576,90,83,174,1209,1233,2442,81,96,179,32,23,50,27,26,52,19,13,29,15,11,22,7,9,20,0,0,0,1475,1495,2970,159,136,290,24,22,48,2008,1884,3889,2274,1409,3682,5124,3875,9002
