SA3_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
21005,15,192,3,217,5884,460,6560,114,149,0,269,6555,548,7372,3682,305,45,4035,11690,1418,17143,7712,139,78,7929,7022,1177,16128,3360,118,29,3509,7171,738,11420,686,460,16,1157,8127,560,9849,122,575,4,699,5007,305,6013,7,134,0,143,2604,190,2936,3,4,0,7,639,78,732,15705,2085,185,17969,54697,5477,78148,22,382,0,411,5400,407,6215,361,430,10,799,5580,430,6805,6856,505,138,7502,8755,1130,17387,9172,269,161,9599,5146,980,15719,3107,537,70,3715,7475,673,11861,353,1469,28,1844,7505,523,9870,100,986,18,1102,5142,337,6581,13,135,5,149,2836,233,3219,0,13,0,13,942,114,1065,19978,4720,430,25131,48771,4830,78725,41,574,4,628,11284,860,12778,478,577,10,1068,12129,981,14174,10542,807,188,11532,20447,2552,34528,16884,407,233,17525,12163,2156,31844,6462,664,104,7228,14645,1414,23282,1032,1924,47,3003,15631,1080,19715,224,1558,25,1803,10149,644,12596,20,265,4,289,5435,425,6151,3,20,0,25
21101,12,154,0,163,4518,158,4845,61,101,0,164,4693,182,5036,1960,202,34,2197,7381,453,10030,6247,150,99,6498,3987,398,10880,3753,158,47,3956,6050,346,10358,629,677,18,1320,8258,267,9839,124,1136,8,1267,6004,253,7524,28,250,0,274,3554,223,4050,0,7,0,7,1184,139,1336,12810,2833,211,15849,45632,2415,63897,10,244,6,256,4065,157,4477,112,215,5,326,4124,178,4627,3138,372,97,3602,6207,379,10194,7463,223,216,7901,3114,389,11402,3630,403,83,4119,6799,284,11200,333,1956,18,2300,8103,287,10693,115,1898,19,2026,6174,275,8481,30,237,6,276,4264,318,4857,0,5,0,5,1918,276,2203,14827,5544,442,20816,44763,2546,68131,25,392,4,424,8584,315,9320,170,310,4,489,8822,355,9661,5097,576,137,5806,13584,835,20226,13706,368,321,14395,7105,785,22278,7384,565,124,8074,12851,630,21558,957,2628,37,3619,16361,557,20534,240,3031,23,3300,12178,527,16008,54,487,10,547,7818,541,8903,0,11,0,13
21102,4,33,0,36,1035,19,1095,0,19,0,19,871,21,914,162,23,0,183,729,35,946,814,21,20,860,396,40,1292,913,13,11,940,1027,72,2036,171,125,3,301,1553,35,1888,26,277,3,306,1031,52,1396,4,63,4,70,701,32,810,0,3,0,3,283,24,313,2099,584,44,2723,7633,339,10700,0,53,0,56,905,23,978,0,37,0,40,772,27,835,290,39,6,336,585,34,951,1078,29,35,1143,305,50,1491,947,54,25,1020,1167,46,2235,72,345,4,419,1454,59,1926,14,427,0,445,995,44,1481,3,72,0,77,793,52,923,0,3,0,3,401,36,437,2410,1057,73,3537,7365,362,11266,7,86,0,93,1941,43,2076,0,56,0,60,1640,51,1751,449,63,6,519,1315,68,1898,1897,46,55,2000,703,87,2789,1860,65,36,1956,2191,116,4272,248,469,7,724,3002,95,3820,42,704,3,757,2024,96,2877,10,135,0,147,1499,85,1735,0,6,0,6
21103,3,120,0,132,3168,104,3399,35,79,4,116,3096,114,3325,1512,129,31,1681,5283,301,7264,4741,110,79,4933,2896,302,8125,2969,105,53,3119,3993,259,7367,422,456,3,884,5359,202,6455,65,819,0,891,3789,178,4857,7,207,0,214,2479,173,2866,4,8,0,12,897,140,1050,9763,2035,177,11975,30960,1775,44710,11,180,0,189,2783,80,3060,90,154,3,241,2756,84,3094,2378,280,76,2733,4703,297,7735,5615,192,217,6027,2338,282,8658,2909,239,69,3220,4520,198,7943,240,1312,7,1573,5335,201,7107,84,1473,4,1563,4102,207,5867,9,231,0,240,3177,263,3680,5,11,0,16,1470,342,1825,11344,4077,386,15804,31188,1963,48953,10,301,4,318,5949,182,6454,129,228,4,363,5858,200,6419,3889,413,108,4412,9983,598,14998,10356,301,297,10958,5237,583,16781,5877,343,121,6338,8513,460,15307,662,1777,17,2458,10698,409,13555,156,2293,8,2460,7886,382,10729,15,436,0,454,5652,435,6543,9,18,0,26
21104,0,42,0,42,1801,51,1900,5,45,0,51,1805,80,1931,639,47,7,705,2848,182,3723,2672,40,23,2734,1509,143,4390,1744,44,24,1812,2201,127,4142,331,195,8,530,2688,82,3303,67,480,3,547,2169,122,2828,15,126,0,139,1646,101,1885,4,6,0,10,655,94,755,5471,1024,71,6565,17327,977,24865,5,72,0,79,1573,34,1686,21,62,0,79,1548,63,1689,1006,100,27,1126,2449,136,3713,3260,65,64,3396,1279,156,4831,1700,94,37,1829,2518,110,4453,145,508,13,662,2904,108,3674,83,779,3,867,2363,130,3356,17,135,0,152,2183,170,2508,0,6,0,5,1000,224,1225,6229,1822,143,8191,17817,1128,27136,5,114,0,120,3376,87,3582,24,106,0,134,3350,140,3621,1647,149,35,1824,5296,315,7442,5928,107,93,6130,2790,298,9221,3440,136,60,3637,4719,232,8593,474,701,11,1192,5595,194,6971,145,1257,8,1407,4532,253,6188,27,264,0,287,3830,282,4398,7,15,0,16
21105,8,188,0,201,4474,224,4895,88,108,4,198,4059,203,4464,2684,185,57,2931,6079,421,9434,5890,147,141,6183,3267,397,9846,3794,215,80,4092,5849,468,10409,568,782,9,1363,8005,408,9777,99,1150,15,1263,6141,318,7723,21,246,3,276,3585,243,4103,0,8,0,10,988,78,1081,13157,3038,309,16505,42455,2773,61731,16,332,0,351,3940,201,4489,171,249,6,427,3596,147,4172,3688,434,219,4346,4912,385,9636,6950,269,372,7585,2512,373,10465,3675,582,123,4379,6137,418,10930,285,2185,27,2495,7523,371,10389,69,1952,11,2037,6167,341,8547,22,289,0,310,3857,223,4398,3,6,0,13,1459,124,1587,14878,6295,755,21933,40102,2581,64620,27,519,3,552,8413,421,9381,256,360,12,621,7658,352,8637,6378,620,274,7275,10991,809,19073,12841,413,514,13765,5775,771,20308,7467,800,200,8469,11985,888,21344,851,2965,35,3857,15531,782,20163,174,3100,23,3297,12313,665,16273,44,537,3,583,7445,469,8503,3,20,0,21
21201,9,149,0,166,3390,250,3805,119,122,3,240,3151,197,3591,2747,176,59,2981,5392,552,8924,5061,119,117,5295,2906,471,8678,2373,198,50,2621,4069,392,7083,407,410,8,825,4552,251,5632,61,515,0,584,3316,218,4110,7,93,0,109,1947,161,2212,5,5,0,5,511,75,595,10796,1790,240,12825,29231,2571,44623,16,291,0,306,2958,231,3499,248,235,12,493,2820,170,3486,4163,352,168,4685,4474,535,9687,5756,203,244,6198,2214,429,8844,2276,484,78,2843,4206,364,7412,185,1219,7,1410,4336,305,6049,45,919,10,973,3402,241,4615,9,121,0,128,2077,221,2433,0,7,0,13,739,151,897,12690,3829,519,17045,27229,2649,46920,27,441,0,471,6346,481,7301,368,351,16,735,5976,365,7073,6911,526,229,7664,9865,1079,18610,10818,319,361,11494,5118,906,17520,4646,687,127,5464,8273,755,14493,585,1627,17,2233,8890,556,11675,105,1436,9,1556,6711,455,8722,19,219,0,235,4026,385,4646,3,11,0,13
21202,14,149,4,159,4228,275,4661,96,129,3,226,4317,285,4831,1842,168,39,2048,6490,689,9226,5103,119,73,5292,3775,542,9600,3018,160,41,3218,5272,436,8927,558,490,11,1058,6703,340,8105,97,629,8,736,4477,244,5455,23,137,0,158,2439,191,2794,0,3,0,4,810,82,899,10737,1984,178,12902,38513,3087,54509,18,231,0,247,3830,226,4307,204,223,12,446,3588,248,4279,3214,315,102,3631,4894,566,9097,6266,189,165,6620,2691,514,9829,2848,428,85,3359,5601,430,9388,267,1413,32,1711,6337,329,8381,81,1086,9,1177,4414,309,5896,17,163,4,176,2814,241,3235,4,8,0,14,1346,173,1533,12917,4062,412,17391,35518,3043,55951,29,379,3,409,8058,504,8969,298,359,20,673,7904,529,9110,5053,489,145,5680,11384,1255,18322,11367,310,239,11909,6459,1057,19428,5867,597,124,6577,10873,870,18323,818,1903,47,2772,13044,676,16492,178,1714,16,1911,8891,557,11354,32,297,8,338,5258,435,6024,9,12,0,20
21203,39,281,4,318,6521,379,7215,240,260,4,506,6768,463,7736,4986,408,91,5484,11246,1183,17910,10928,240,170,11333,7138,1021,19497,4399,277,68,4745,8087,627,13457,764,662,18,1443,7902,468,9815,130,659,5,796,4790,288,5879,29,122,0,154,2362,165,2676,0,3,0,6,602,61,668,21517,2896,370,24786,55417,4656,84852,52,504,0,565,6061,350,6976,556,481,32,1069,5984,410,7460,8610,642,269,9517,8812,1123,19453,12341,379,314,13034,5191,865,19086,3757,795,121,4663,8218,592,13476,398,1850,41,2291,7158,453,9900,112,1179,22,1314,4791,319,6414,19,154,0,174,2648,187,3010,0,11,0,11,999,103,1115,25849,5988,798,32634,49858,4393,86890,90,785,5,880,12580,727,14189,797,737,41,1575,12752,870,15196,13594,1047,355,15005,20053,2305,37361,23264,616,482,24361,12328,1884,38576,8155,1063,188,9413,16308,1218,26931,1165,2509,58,3734,15060,919,19713,241,1840,34,2115,9587,608,12305,48,270,5,324,5011,351,5685,0,15,0,20
21204,24,149,0,175,4875,295,5343,88,153,3,245,6524,546,7317,2491,248,31,2772,13431,1506,17710,5791,137,42,5975,7288,954,14216,3270,130,31,3431,7423,659,11518,788,431,15,1232,8482,596,10304,187,765,9,963,6735,437,8132,27,248,4,281,4309,342,4931,4,22,0,22,1574,138,1737,12678,2286,129,15090,60635,5481,81205,29,261,3,291,4445,307,5044,297,269,11,582,5438,395,6410,4539,430,82,5046,9262,1066,15371,7381,268,125,7774,5051,784,13610,2966,385,56,3407,7369,577,11349,398,1374,43,1814,8149,506,10470,127,1425,18,1572,7002,470,9038,33,225,8,260,4952,380,5590,3,24,0,25,2398,238,2660,15772,4661,347,20776,54054,4717,79555,52,409,3,467,9317,609,10386,382,430,21,829,11960,939,13723,7035,677,108,7816,22692,2567,33086,13178,403,168,13747,12336,1739,27822,6240,510,85,6832,14797,1237,22866,1181,1809,56,3051,16626,1103,20781,310,2195,29,2534,13740,903,17176,59,469,8,537,9259,722,10518,9,44,0,49
21205,10,137,0,154,5163,211,5522,28,122,6,149,7770,560,8481,1765,197,26,1994,12044,1131,15163,6478,113,45,6639,4931,579,12151,4449,96,40,4580,5894,423,10904,789,428,3,1229,7654,314,9198,180,1122,0,1302,5667,249,7217,37,379,0,413,4635,333,5384,4,22,0,21,2153,255,2433,13739,2618,125,16481,55915,4067,76463,10,180,0,192,4795,184,5168,73,194,4,273,6472,383,7124,2822,276,48,3150,8944,733,12830,8177,174,106,8458,3693,500,12651,4408,251,59,4716,6593,427,11735,490,1306,17,1808,7735,326,9873,189,1903,14,2106,6111,304,8521,46,380,7,430,5704,378,6515,10,13,0,21,3098,445,3560,16226,4678,251,21156,53143,3674,77977,29,313,0,344,9956,393,10691,96,313,10,418,14238,946,15607,4590,476,73,5136,20992,1862,27994,14652,288,160,15097,8622,1081,24798,8854,345,95,9293,12494,853,22637,1283,1737,21,3041,15390,642,19073,368,3022,15,3406,11784,553,15737,87,756,4,848,10332,716,11896,9,33,0,46
21301,22,131,0,155,4822,415,5395,82,187,0,274,5972,582,6828,2173,280,25,2479,11539,1493,15519,5197,146,66,5403,6268,1087,12752,3072,143,32,3247,7274,778,11291,848,541,17,1412,8843,631,10879,155,871,4,1031,6842,486,8362,25,189,0,218,3676,373,4264,0,11,0,12,1129,136,1280,11577,2501,159,14238,56362,5972,76569,30,279,3,313,4567,355,5236,206,302,7,514,5168,448,6133,4124,415,78,4611,8384,1201,14192,6869,255,141,7264,4513,902,12678,3290,460,63,3817,7582,705,12105,385,1733,34,2152,8400,580,11135,131,1420,19,1564,6824,490,8876,27,205,0,236,4110,348,4697,6,14,0,20,1801,274,2096,15066,5078,349,20487,51353,5312,77154,52,410,3,468,9393,773,10631,289,489,11,789,11142,1032,12962,6301,692,102,7094,19920,2695,29712,12065,398,207,12672,10773,1988,25432,6362,607,97,7065,14855,1484,23403,1236,2275,55,3565,17244,1214,22022,284,2285,24,2596,13671,973,17238,53,391,4,455,7792,721,8959,6,27,0,33
21302,3,61,0,64,2019,102,2186,20,40,0,65,1968,112,2144,952,87,10,1054,4023,356,5431,3550,67,43,3658,2528,360,6547,2315,71,25,2415,3301,253,5973,462,239,0,705,4281,208,5192,52,430,4,487,3022,151,3668,10,98,4,114,1748,123,1988,0,4,0,8,716,50,778,7372,1104,100,8576,23609,1722,33906,0,95,0,101,1916,89,2102,64,105,7,176,1718,84,1978,1560,184,37,1782,3622,350,5757,4264,164,110,4539,2125,289,6952,2433,192,45,2669,3524,252,6444,206,725,7,941,4284,190,5414,48,750,4,804,3128,184,4111,14,126,3,143,2160,143,2448,0,12,0,14,1158,115,1286,8596,2359,212,11161,23632,1702,36501,3,155,0,160,3936,189,4289,89,145,6,240,3682,199,4122,2517,269,47,2834,7649,710,11195,7810,232,155,8201,4653,650,13504,4746,264,70,5083,6830,510,12418,673,963,11,1648,8559,396,10604,99,1182,11,1293,6149,338,7780,26,225,3,260,3913,266,4441,3,21,0,26
21303,3,48,0,53,1570,99,1723,8,35,0,45,2595,205,2853,876,122,11,1008,8005,741,9751,3126,90,39,3258,4007,448,7715,1944,68,29,2044,3105,297,5444,365,158,8,527,3265,251,4048,39,222,3,267,2108,176,2551,6,54,0,57,1032,102,1197,0,6,0,7,440,59,500,6385,795,90,7262,26133,2376,35770,5,70,0,75,1552,78,1707,34,105,0,141,2406,177,2725,1457,252,21,1732,7180,593,9507,3764,167,98,4034,3154,358,7546,1927,130,36,2092,3154,239,5489,159,420,9,587,3392,200,4179,18,424,6,448,2114,145,2702,8,70,4,80,1272,122,1476,0,4,0,6,692,151,846,7378,1638,170,9193,24916,2067,36173,17,112,5,130,3121,170,3426,44,138,0,190,5002,383,5577,2333,375,34,2744,15187,1333,19257,6897,254,140,7286,7160,808,15258,3873,194,67,4137,6264,540,10931,524,581,11,1114,6658,451,8225,61,647,6,715,4214,322,5253,15,121,4,136,2307,232,2669,0,5,0,13
21304,19,222,0,241,5809,422,6478,147,205,6,365,5387,652,6400,3954,330,55,4339,8836,1697,14871,8840,190,118,9155,5903,1475,16531,4143,239,56,4442,7265,875,12580,594,562,17,1171,6678,520,8373,98,710,8,815,4960,317,6094,14,118,0,134,2280,208,2624,0,0,0,0,503,75,578,17814,2587,258,20658,47633,6234,74520,34,422,0,453,5434,394,6279,416,367,20,810,4642,364,5812,6765,525,185,7476,7133,1123,15734,10482,336,261,11088,4481,990,16560,3700,673,96,4470,7407,643,12518,294,1644,31,1968,6475,437,8885,91,1198,14,1305,5098,311,6712,9,118,3,135,2432,220,2792,0,7,0,9,887,96,988,21803,5292,616,27706,43994,4587,76287,49,646,5,695,11246,814,12758,568,573,28,1173,10026,1014,12207,10712,856,241,11817,15973,2820,30609,19328,527,386,20240,10383,2468,33096,7843,914,151,8911,14670,1515,25099,890,2204,44,3144,13159,957,17257,194,1912,22,2119,10053,634,12804,21,237,3,267,4721,426,5409,0,7,0,11
21305,28,309,3,345,7501,605,8452,220,285,3,507,8514,986,10004,5712,431,79,6221,16488,2537,25242,16467,276,153,16897,10866,2170,29935,5715,286,69,6075,9132,1031,16235,873,637,18,1534,8742,608,10887,188,882,8,1085,5619,376,7075,17,148,0,161,2521,210,2893,4,6,0,6,584,86,677,29227,3265,338,32831,69976,8601,111404,52,506,3,561,6683,511,7757,523,497,26,1048,6790,623,8463,11285,700,245,12237,12843,1932,27010,17813,466,298,18581,7721,1591,27894,4781,752,144,5676,9144,817,15635,511,1938,49,2492,8568,529,11592,199,1442,12,1654,5564,400,7610,14,170,9,188,2855,242,3280,4,10,0,11,1051,167,1223,35180,6477,787,42443,61214,6807,110460,74,817,12,901,14186,1120,16203,742,785,29,1559,15303,1607,18465,16998,1133,323,18456,29327,4470,52248,34280,743,457,35479,18592,3760,57834,10501,1037,214,11749,18272,1842,31868,1385,2576,65,4028,17315,1130,22475,391,2329,23,2735,11178,774,14687,25,309,9,346,5380,453,6174,6,12,0,19
21401,17,162,0,174,3719,240,4132,78,109,0,181,3494,223,3893,2279,196,49,2528,6196,585,9306,5102,162,139,5403,3583,563,9551,3051,203,50,3300,5447,568,9322,512,571,16,1098,6634,450,8179,79,787,0,872,4869,322,6062,14,158,0,171,2846,260,3272,0,7,0,7,922,173,1106,11124,2346,262,13732,37713,3378,54823,18,230,0,251,3194,251,3696,193,239,7,443,3203,214,3863,3472,416,146,4032,5173,568,9767,6225,286,324,6830,2799,519,10147,2950,502,106,3560,5637,459,9666,245,1623,16,1881,6523,348,8752,65,1401,0,1468,5068,324,6858,13,228,0,240,3351,370,3965,0,15,0,12,1557,347,1913,13177,4937,605,18716,36506,3397,58620,30,391,3,423,6915,493,7827,270,350,14,626,6698,435,7760,5749,615,198,6557,11372,1150,19076,11324,442,462,12231,6381,1084,19695,5999,707,160,6865,11086,1028,18983,756,2193,29,2977,13156,799,16928,145,2184,3,2334,9938,648,12919,24,384,0,411,6198,625,7236,4,20,0,24
21402,13,161,0,177,4538,310,5022,60,96,0,157,3685,200,4046,1953,164,29,2140,4592,433,7167,5013,141,121,5274,2622,509,8398,4106,248,60,4417,5624,629,10675,773,846,19,1631,8729,604,10959,111,1543,9,1661,8983,668,11310,20,376,0,403,6431,553,7383,4,16,0,19,2187,352,2561,12045,3590,239,15876,47381,4258,67516,21,289,0,309,3954,323,4592,151,189,13,350,3026,214,3595,2852,322,150,3321,3664,405,7390,6206,266,313,6786,2168,487,9433,4279,566,126,4968,6367,606,11941,343,2307,25,2674,8977,590,12245,100,2627,14,2741,9341,719,12807,24,424,4,454,7273,729,8453,9,24,0,33,2850,582,3467,13982,7012,641,21631,47619,4663,73922,33,453,3,482,8491,639,9616,208,287,16,507,6718,414,7640,4807,479,177,5461,8261,833,14555,11220,403,437,12056,4785,995,17834,8388,814,187,9387,11984,1240,22616,1120,3150,39,4310,17702,1197,23203,208,4172,21,4400,18324,1390,24115,44,804,4,849,13702,1282,15833,16,41,0,54
21501,9,64,0,77,1413,157,1645,65,54,5,130,1249,134,1510,962,78,37,1071,2032,439,3541,1561,65,45,1669,1081,388,3134,905,98,26,1028,2139,378,3547,173,314,3,496,3754,393,4646,41,328,0,368,3356,412,4137,5,77,0,87,1911,270,2270,0,8,0,5,699,123,836,3723,1086,113,4927,17643,2693,25265,14,125,0,141,1210,138,1485,146,78,7,227,1029,97,1348,1356,123,98,1577,1573,208,3353,1836,90,105,2031,835,192,3066,871,282,38,1185,2298,249,3731,90,808,3,905,3293,253,4451,18,545,5,563,3096,280,3942,3,88,0,90,2162,292,2542,0,17,0,18,1056,210,1287,4333,2139,261,6737,16550,1918,25200,31,189,0,213,2620,294,3127,210,129,12,356,2273,229,2859,2317,203,132,2646,3606,647,6896,3395,158,150,3703,1914,583,6198,1770,378,66,2213,4437,629,7280,269,1120,14,1401,7047,649,9097,57,867,7,933,6454,696,8082,10,168,0,179,4075,563,4811,0,17,0,24
21502,5,63,0,71,1438,175,1680,68,39,0,114,1399,142,1650,945,87,21,1049,2368,350,3774,1565,49,52,1672,1258,310,3238,867,90,13,971,2161,308,3438,156,262,5,424,2892,305,3618,29,260,0,287,2458,270,3016,7,49,0,54,1455,159,1677,0,4,0,7,485,80,568,3644,906,91,4642,15918,2105,22661,9,142,0,151,1288,157,1600,138,104,7,248,1155,128,1526,1470,138,81,1695,1814,339,3851,1990,83,106,2178,1002,310,3481,866,252,26,1145,2237,258,3636,87,663,8,765,2735,258,3765,20,426,5,447,2436,235,3121,4,74,0,80,1582,173,1834,0,5,0,5,837,113,956,4578,1888,235,6702,15089,1971,23768,16,210,0,217,2726,333,3279,205,150,7,359,2552,267,3176,2412,221,103,2748,4187,691,7619,3558,134,159,3846,2263,614,6720,1730,340,39,2108,4398,571,7076,241,925,15,1183,5631,569,7383,47,687,5,736,4893,505,6137,12,123,0,133,3040,334,3505,3,6,0,10
21503,6,39,0,42,894,119,1058,39,31,5,67,819,94,985,611,42,14,672,1354,221,2251,947,25,16,989,888,212,2090,543,57,5,605,1391,216,2209,115,215,3,337,2251,254,2841,29,197,0,226,2127,236,2587,3,37,0,38,1210,148,1396,0,0,0,4,416,77,493,2288,646,38,2979,11352,1573,15907,15,67,3,88,701,94,878,92,66,5,162,641,78,876,928,90,47,1064,995,196,2252,1167,56,60,1275,606,202,2084,485,160,22,671,1381,165,2219,45,540,4,589,1946,202,2734,12,320,0,337,1834,191,2356,8,44,0,51,1306,185,1540,0,0,0,0,669,125,797,2750,1354,133,4238,10074,1435,15746,15,112,3,127,1594,215,1935,130,101,6,235,1458,169,1862,1542,133,60,1738,2347,415,4503,2112,80,70,2265,1492,420,4175,1026,222,27,1273,2773,383,4431,160,753,10,917,4201,456,5575,45,520,4,566,3957,423,4945,13,80,0,89,2515,328,2936,0,8,0,10
21601,4,34,0,38,1044,105,1196,54,24,0,77,800,68,950,547,49,13,612,1130,162,1905,1014,38,20,1073,639,134,1848,673,66,17,756,1456,185,2397,125,234,7,363,2274,195,2833,21,224,0,252,2149,201,2597,5,54,0,55,1364,159,1579,0,0,0,0,432,74,507,2439,723,59,3221,11299,1281,15809,4,74,4,77,850,102,1034,110,52,5,168,718,50,935,864,84,43,994,867,141,2012,1268,76,59,1408,516,140,2059,633,200,25,855,1547,144,2544,60,535,10,603,2124,176,2900,21,354,0,372,2022,171,2564,0,52,0,52,1388,184,1629,0,6,0,6,600,161,765,2970,1432,147,4548,10620,1276,16442,13,106,4,122,1900,207,2226,165,81,4,245,1521,120,1881,1411,135,58,1614,1994,307,3910,2279,109,81,2474,1156,275,3906,1304,268,35,1611,3005,326,4947,187,767,21,968,4398,367,5730,45,581,0,628,4165,370,5159,5,104,0,110,2751,349,3205,0,9,0,9
