SA3_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
20402,819,790,1926,2049,2551,2376,694,101,14,11321,439,171,390,451,502,1148,2576,1825,827,8331,89,71,159,158,182,192,180,215,146,1401,1348,1028,2469,2661,3241,3720,3452,2142,992,21055,323,873,2359,2488,3082,2568,695,129,14,12528,942,543,1099,1283,1423,1712,811,128,19,7962,164,63,260,168,177,278,125,20,0,1257,54,52,77,61,81,77,41,27,4,477,1481,1533,3791,3995,4769,4639,1677,303,38,22224,27,39,73,54,79,72,14,0,0,348,94,35,49,34,51,65,17,3,0,347,125,72,119,89,122,135,34,5,0,700,1605,1606,3913,4084,4891,4772,1705,305,40,22921,951,307,604,674,886,1953,4720,3416,1357,14881,168,146,316,317,348,393,408,370,233,2704,2734,2059,4828,5081,6129,7116,6839,4093,1632,40503
20403,1307,1438,3429,3786,4054,3486,950,123,15,18577,708,256,693,755,717,1685,3511,2226,932,11491,114,131,244,244,252,235,245,226,129,1825,2129,1831,4375,4782,5022,5412,4702,2574,1077,31891,667,1630,4279,4586,5049,3779,913,145,12,21051,1473,1070,2042,2232,2223,2478,1082,176,15,12792,236,128,417,316,327,445,182,32,10,2089,67,72,159,117,123,84,49,21,9,709,2444,2907,6895,7250,7713,6788,2224,375,40,36638,74,112,160,129,123,110,19,0,0,722,179,67,85,67,56,99,30,3,0,585,259,171,244,195,183,213,48,3,0,1303,2699,3077,7140,7441,7898,6996,2272,378,44,37943,1588,466,1069,1158,1284,3000,6580,4090,1509,20744,254,288,511,505,522,521,510,392,192,3694,4546,3828,8716,9113,9705,10517,9363,4856,1745,62386
20501,920,1196,2869,2601,2839,2405,622,83,5,13535,620,194,678,602,609,1404,2811,1773,715,9396,83,59,223,198,175,196,195,154,94,1371,1620,1441,3768,3395,3623,4005,3622,2007,817,24301,338,1229,3586,3190,3417,2612,599,95,6,15067,1072,854,1527,1643,1708,1808,779,164,15,9565,121,125,390,225,209,312,113,17,0,1510,36,60,127,108,89,67,37,18,6,532,1563,2270,5621,5164,5419,4794,1527,293,30,26676,61,80,125,72,99,99,13,0,0,545,155,61,75,64,62,65,19,3,0,507,213,144,197,137,158,164,29,8,0,1059,1775,2409,5819,5304,5580,4960,1556,295,30,27734,1281,358,945,873,972,2252,5139,3358,1167,16350,166,141,393,412,380,388,380,293,161,2705,3217,2901,7161,6589,6936,7599,7080,3953,1359,46790
20502,592,641,1643,1763,2228,2257,692,86,5,9915,420,165,469,430,553,1517,3292,2086,699,9633,86,72,171,184,220,255,291,237,169,1683,1095,874,2286,2380,3001,4033,4273,2406,875,21233,290,711,1874,1850,2326,2091,599,97,14,9856,716,472,1045,1225,1452,1810,824,159,13,7715,112,56,184,167,174,350,116,19,6,1192,44,48,81,83,75,74,45,20,3,473,1163,1276,3192,3322,4033,4334,1583,285,39,19235,48,67,89,67,101,103,16,0,0,491,63,26,53,46,61,103,33,3,0,391,105,95,145,107,162,200,54,3,4,880,1267,1373,3339,3434,4200,4531,1638,296,36,20113,883,294,711,706,991,2702,6467,4130,1204,18078,163,152,340,367,444,539,593,457,274,3329,2315,1819,4389,4510,5626,7770,8702,4878,1518,41521
20503,950,913,2428,2883,3492,3426,1019,120,19,15252,683,204,627,686,763,2290,4679,2654,1024,13605,106,77,216,279,261,367,392,312,168,2187,1747,1197,3270,3846,4517,6076,6092,3091,1215,31044,333,961,2744,3224,3847,3132,833,94,10,15170,1123,770,1500,1974,2384,2866,1352,226,16,12204,227,117,346,353,297,509,201,28,7,2077,75,56,124,104,149,119,72,27,8,730,1751,1907,4713,5656,6670,6620,2455,375,41,30186,50,57,113,99,122,140,14,0,0,587,101,45,65,54,74,143,26,5,3,521,149,100,179,156,201,289,40,5,3,1110,1899,2009,4892,5809,6866,6907,2495,376,46,31287,1435,395,919,1048,1341,3925,8768,5148,1715,24692,198,160,409,531,544,719,771,580,310,4228,3536,2557,6226,7392,8750,11542,12038,6106,2074,60212
20504,1248,1578,3648,3326,3402,2899,652,66,8,16823,713,394,1018,889,1103,2287,3794,2344,1007,13553,141,186,368,360,305,344,306,263,178,2449,2107,2147,5038,4574,4808,5531,4744,2674,1192,32821,418,1542,4382,3858,4055,3099,547,39,12,17951,1449,1121,2028,2124,1987,2054,725,103,4,11589,167,130,454,291,261,398,135,14,0,1846,55,78,158,119,110,83,47,13,4,668,2089,2869,7018,6391,6416,5631,1453,166,15,32055,103,219,327,224,254,226,36,0,0,1383,231,104,180,109,104,117,41,0,4,886,335,321,504,332,363,337,69,6,0,2267,2425,3194,7523,6723,6774,5968,1527,176,21,34328,1605,746,1524,1433,1872,3968,7177,4401,1627,24353,306,354,740,689,655,690,614,481,294,4828,4342,4286,9789,8845,9304,10630,9318,5057,1948,63505
20505,670,781,1779,1874,2137,1927,547,76,9,9795,461,152,451,485,569,1266,2366,1393,537,7685,99,69,193,198,197,184,212,143,79,1364,1219,1006,2425,2557,2901,3372,3127,1616,620,18850,337,876,2271,2258,2492,2144,520,90,3,10995,702,525,1041,1186,1193,1362,607,97,8,6728,117,84,241,164,182,251,90,10,0,1136,39,50,67,56,71,69,30,20,9,411,1194,1538,3625,3666,3936,3823,1241,223,25,19272,54,82,116,68,105,101,15,0,0,550,93,42,52,51,64,78,20,4,0,398,145,129,163,125,167,180,35,4,0,947,1338,1665,3792,3790,4108,4000,1277,224,25,20216,1005,344,992,1012,1056,2250,4670,2618,888,14830,174,162,377,391,392,401,452,260,123,2742,2515,2175,5161,5195,5555,6652,6397,3101,1036,37785
20601,876,3059,9952,6847,4673,2772,579,39,3,28802,767,578,1041,852,866,1414,2358,1848,1049,10765,49,127,422,230,152,135,111,125,81,1425,1689,3770,11419,7930,5689,4316,3043,2011,1130,40992,94,1666,11945,8914,6134,3258,528,34,0,32571,1095,2999,5254,3603,2488,1756,595,70,3,17864,181,473,921,630,276,256,80,5,0,2819,12,102,214,119,81,48,12,8,0,593,1386,5235,18331,13263,8979,5318,1212,116,11,53847,24,185,490,274,237,148,17,0,0,1369,250,324,313,122,110,94,26,0,0,1235,272,507,808,391,342,236,43,0,0,2603,1656,5740,19136,13657,9322,5553,1253,119,11,56452,1624,1071,1873,1404,1517,2444,4107,3214,1716,18964,83,242,838,504,321,271,227,225,137,2841,3362,7059,21846,15561,11163,8269,5590,3551,1854,78253
20602,632,1244,5122,3957,3453,2033,428,20,4,16896,577,221,426,465,514,811,1453,1174,607,6235,36,42,175,150,109,91,83,96,104,892,1248,1506,5722,4571,4069,2936,1965,1293,720,24027,48,677,6088,4978,4333,2205,343,18,0,18706,732,1277,2508,2115,1944,1368,508,35,4,10483,148,201,489,369,171,183,53,5,0,1613,7,26,83,71,45,29,12,0,0,279,932,2189,9170,7534,6496,3788,917,62,10,31082,16,71,172,135,145,106,4,0,0,640,211,123,134,92,74,75,16,3,0,735,235,192,309,224,217,170,20,6,0,1376,1161,2385,9476,7755,6715,3964,943,60,10,32459,1259,420,741,725,876,1454,2533,2085,1013,11102,55,115,349,295,220,177,144,156,164,1685,2467,2918,10564,8777,7816,5591,3623,2306,1182,45248
20603,903,2058,5397,4374,3974,2684,629,37,4,20055,727,345,690,711,734,1301,2180,1431,893,9017,54,106,354,239,181,147,106,105,59,1341,1683,2509,6439,5323,4889,4134,2909,1573,949,30411,105,1408,7024,5966,5353,3321,592,42,0,23817,1124,1941,2529,2105,1989,1677,699,85,0,12147,191,294,493,388,216,236,107,10,7,1933,10,66,146,98,70,42,13,3,0,455,1434,3708,10193,8549,7623,5283,1417,136,11,38353,27,116,290,188,195,149,14,0,0,985,251,175,144,96,85,83,28,0,0,855,277,293,436,285,279,228,44,5,0,1835,1709,3996,10622,8832,7907,5510,1463,141,11,40191,1590,689,1131,1012,1160,2167,3932,2504,1364,15537,112,218,643,466,371,321,208,181,91,2611,3410,4910,12396,10311,9435,7991,5602,2820,1461,58337
20604,1777,8817,20978,8421,4225,2700,845,108,3,47871,1488,3665,3471,1595,1137,1649,2270,1361,633,17264,226,910,1939,807,430,330,270,125,81,5121,3493,13392,26392,10819,5794,4679,3384,1590,726,70258,137,4291,25222,12682,6208,3504,873,92,7,53028,1717,8107,12472,4130,1918,1640,936,200,11,31131,384,1278,1788,758,261,275,96,15,4,4857,38,289,631,201,77,47,20,15,3,1327,2278,13963,40118,17770,8464,5472,1925,323,22,90335,57,669,1578,654,326,227,35,9,0,3548,641,1585,1045,285,155,151,58,6,0,3922,702,2254,2619,936,480,383,87,13,0,7472,2976,16219,42741,18709,8940,5853,2015,337,22,97811,2901,7249,6283,2658,1876,2686,4048,2541,1016,31262,428,1712,3935,1800,922,699,523,267,151,10430,6311,25180,52964,23165,11739,9233,6588,3141,1188,139506
20605,780,2317,10388,7670,5987,3776,1080,114,7,32121,776,388,937,1062,1102,1698,2820,1886,646,11318,71,192,803,606,407,327,220,217,220,3066,1631,2898,12126,9343,7501,5808,4123,2212,876,46509,89,1577,13726,10933,8249,4766,979,112,3,40437,902,2028,4444,3154,2646,2361,1211,244,6,16998,188,346,866,674,359,290,148,27,3,2902,17,70,272,156,84,49,26,9,5,684,1199,4021,19310,14919,11340,7465,2357,387,19,61027,27,143,395,406,370,254,45,3,0,1643,237,221,234,143,138,147,71,10,0,1202,261,361,628,549,509,404,115,9,0,2840,1466,4379,19938,15469,11850,7867,2470,400,24,63864,1676,795,1578,1620,1889,2997,5079,3448,1115,20196,144,376,1608,1203,944,736,505,423,334,6266,3288,5551,23122,18287,14680,11602,8052,4268,1468,90328
20606,436,2318,8042,3878,2583,1831,848,137,7,20077,568,418,616,626,706,1042,1825,1683,733,8222,62,184,476,264,215,159,163,128,135,1792,1071,2914,9135,4766,3513,3036,2840,1952,875,30098,43,1574,11644,6046,3654,2396,776,126,8,26268,458,1762,2773,1503,1227,1198,980,246,32,10175,79,293,575,329,144,126,72,39,3,1665,5,66,178,78,54,50,23,15,4,469,587,3697,15166,7949,5081,3769,1856,426,47,38572,20,99,303,191,163,107,28,3,0,899,124,167,133,61,74,54,23,4,0,637,141,261,433,251,233,161,46,7,0,1542,727,3960,15602,8202,5316,3926,1896,433,45,40110,1131,787,1024,918,1066,1627,2928,2823,1188,13495,129,298,914,550,418,332,299,250,200,3394,1982,5044,17543,9668,6802,5886,5128,3515,1438,57008
20607,701,3054,12398,6181,4086,2707,790,98,4,30020,644,445,937,830,841,1281,2389,1602,749,9722,67,183,639,352,251,212,166,110,50,2022,1417,3685,13972,7372,5173,4195,3341,1805,801,41763,65,2066,17732,9361,5710,3376,691,61,0,39053,746,2529,4635,2763,1964,1735,892,179,5,15453,149,392,921,594,217,209,113,15,0,2607,23,67,246,118,78,32,9,9,4,577,975,5054,23531,12832,7967,5348,1708,262,7,57692,20,138,402,239,262,167,23,0,0,1250,183,225,220,112,122,121,29,8,0,1023,200,362,625,354,380,287,60,5,0,2280,1175,5413,24161,13191,8351,5641,1767,267,7,59965,1304,873,1626,1358,1468,2386,4164,2780,1175,17139,124,368,1303,779,557,498,334,199,101,4271,2608,6654,27093,15326,10373,8523,6265,3247,1288,81376
