SA3_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
21304,3115,4393,10991,11933,9187,4756,858,59,4,45288,2860,1124,3829,3787,2786,3748,5527,2529,879,27076,309,290,916,840,546,379,330,205,104,3923,6279,5812,15734,16560,12518,8885,6712,2792,988,76287,770,4020,14147,16505,12849,6322,1011,23,3,55645,3492,3543,5728,6631,4924,3096,948,106,3,28471,477,494,1287,965,627,496,131,13,4,4496,109,260,600,544,301,164,42,8,5,2029,4847,8315,21763,24648,18701,10072,2129,149,13,90639,221,488,849,713,565,337,36,0,0,3207,947,442,466,431,264,225,39,7,0,2817,1163,926,1317,1144,826,565,78,7,0,6027,6014,9240,23072,25789,19523,10642,2206,153,9,96663,6127,2325,5766,5637,4423,5842,9965,4857,1383,46329,613,641,1766,1663,1151,776,631,400,172,7818,12758,12207,30609,33096,25099,17257,12804,5409,1565,150806
21305,3417,6171,18742,20444,11351,6086,998,54,5,67270,3911,1734,6500,5974,3550,5014,6223,2985,1054,36947,434,553,1758,1479,727,491,389,244,164,6245,7757,8463,27010,27894,15635,11592,7610,3280,1223,110460,706,4924,22973,31056,16504,8340,1221,40,3,85773,4008,6209,10819,10743,6061,3899,1094,99,8,42935,508,622,1787,1600,778,618,173,13,0,6094,94,428,1181,900,399,182,53,10,0,3245,5310,12185,36751,44297,23743,13042,2544,166,11,138048,278,749,1781,1451,829,435,59,0,0,5586,1218,780,1004,786,381,268,65,4,0,4506,1497,1533,2784,2241,1210,701,125,5,0,10090,6812,13713,39542,46536,24956,13745,2668,167,15,148140,8498,3500,9079,8187,5357,7706,11272,5572,1634,60808,895,1260,3628,3108,1559,1031,748,437,256,12924,16203,18465,52248,57834,31868,22475,14687,6174,1904,221868
21401,2054,3041,7766,7915,7486,5518,1215,82,5,35082,1433,620,1473,1729,1751,2899,5316,3526,1569,20322,209,202,528,498,429,331,319,356,337,3212,3696,3863,9767,10147,9666,8752,6858,3965,1913,58620,600,2789,9969,9924,9870,6481,1121,57,0,40819,2543,2419,3848,4669,4144,3752,1333,173,12,22886,324,371,1029,759,521,594,205,27,5,3823,45,109,284,251,159,120,36,14,0,1018,3508,5683,15133,15612,14690,10938,2692,271,16,68545,124,291,415,300,313,263,30,0,0,1738,579,181,232,181,167,193,43,4,0,1579,706,471,650,484,479,458,72,4,0,3319,4211,6155,15781,16094,15171,11401,2770,274,16,71872,3209,1204,2229,2573,2833,4774,9518,6346,2494,35188,407,395,1066,1027,975,759,630,614,501,6386,7827,7760,19076,19695,18983,16928,12919,7236,3017,113444
21402,2659,2929,5856,7369,9390,7478,2291,249,11,38225,1702,467,1162,1583,1956,4210,9811,7511,2857,31254,226,199,372,490,597,557,705,694,601,4442,4592,3595,7390,9433,11941,12245,12807,8453,3467,73922,910,2830,7246,8545,11045,7952,1790,181,8,40506,3218,2585,3371,4707,5684,5763,3018,532,39,28913,589,454,846,794,865,980,403,86,5,5023,128,150,222,211,281,201,86,40,9,1324,4855,6018,11683,14251,17877,14896,5300,838,54,75773,96,170,232,186,292,246,52,4,0,1274,482,144,123,136,168,205,63,0,0,1332,580,317,349,324,455,458,117,5,4,2605,5431,6338,12037,14570,18330,15353,5418,845,56,78380,3739,925,1735,2299,3079,6744,17366,13773,5003,54668,442,373,782,965,1201,1111,1333,1221,964,8392,9616,7640,14555,17834,22616,23203,24115,15833,6029,141435
21501,791,1019,2548,2293,2816,2814,810,149,13,13251,594,251,609,581,684,1380,2869,2116,1067,10147,105,89,196,189,229,255,262,272,205,1803,1485,1348,3353,3066,3731,4451,3942,2542,1287,25200,388,1281,3358,2788,3418,3290,870,163,17,15571,988,633,1439,1494,1627,2002,894,232,27,9346,91,93,298,206,224,353,138,25,6,1432,40,56,96,70,81,89,54,46,5,541,1510,2064,5191,4561,5354,5731,1959,463,59,26892,49,83,114,87,91,95,11,0,0,523,89,54,55,46,50,84,19,3,0,395,136,135,165,131,138,177,25,3,0,912,1642,2203,5359,4693,5495,5906,1985,468,63,27808,1260,477,1071,1123,1335,2657,5532,3843,1743,19032,227,185,461,382,453,536,565,498,319,3632,3127,2859,6896,6198,7280,9097,8082,4811,2123,50466
21502,882,1138,2752,2539,2695,2266,541,45,0,12857,596,268,778,644,695,1241,2339,1618,831,9017,117,120,324,298,249,252,234,169,123,1889,1600,1526,3851,3481,3636,3765,3121,1834,956,23768,341,1239,3439,3086,3420,2693,616,64,6,14908,1010,752,1517,1488,1412,1472,571,50,6,8280,114,115,316,179,171,223,69,15,4,1208,47,73,168,127,139,101,30,19,5,705,1505,2185,5444,4878,5146,4490,1287,141,24,25101,77,126,173,130,123,112,11,0,0,750,150,77,135,80,79,92,20,0,0,625,221,206,307,208,201,200,35,0,5,1375,1730,2386,5756,5090,5348,4689,1323,141,24,26476,1307,543,1219,1029,1186,2149,4308,3037,1303,16082,245,246,654,603,544,547,503,328,199,3861,3279,3176,7619,6720,7076,7383,6137,3505,1526,46427
21503,443,618,1589,1508,1643,1657,482,82,6,8028,364,180,473,389,420,884,1693,1305,664,6369,67,77,194,192,160,199,176,157,123,1345,878,876,2252,2084,2219,2734,2356,1540,797,15746,256,851,2096,1974,2136,2106,571,88,5,10080,570,390,919,948,937,1162,581,116,9,5647,52,55,195,103,86,168,78,13,3,753,27,28,96,73,72,68,40,26,3,439,906,1322,3308,3100,3233,3499,1264,247,22,16906,22,58,74,65,82,72,7,0,0,372,42,30,51,31,29,47,13,0,0,241,57,82,123,99,111,114,20,0,0,611,965,1405,3436,3195,3341,3611,1284,248,22,17516,805,287,667,577,738,1524,3252,2399,1070,11327,162,165,408,395,351,440,405,291,197,2808,1935,1862,4503,4175,4431,5575,4945,2936,1297,31652
21601,593,712,1513,1578,1992,1824,507,64,11,8803,372,172,364,351,422,915,1885,1397,597,6474,66,49,133,137,134,165,167,168,157,1164,1034,935,2012,2059,2544,2900,2564,1629,765,16442,294,849,1846,1861,2422,2051,495,63,9,9897,695,435,866,1006,1111,1324,570,104,9,6117,124,67,179,125,170,217,101,9,0,992,39,44,84,57,95,74,43,22,7,462,1157,1393,2976,3053,3799,3669,1206,193,32,17465,33,50,72,47,63,74,10,0,0,346,77,43,38,30,43,46,18,7,0,290,112,89,116,72,106,116,24,0,0,639,1268,1486,3088,3125,3898,3788,1230,200,32,18101,825,294,548,529,725,1607,3562,2689,1023,11800,134,102,282,258,315,332,364,322,227,2347,2226,1881,3910,3906,4947,5730,5159,3205,1276,32243
21602,426,465,1157,1186,1398,1352,346,48,3,6375,307,114,268,245,336,753,1799,1157,532,5504,46,40,124,113,122,127,162,136,77,958,777,625,1549,1548,1852,2230,2302,1342,614,12834,222,586,1450,1409,1765,1474,370,48,3,7329,526,325,662,736,802,957,407,68,5,4491,53,42,141,88,113,189,76,12,0,712,34,21,62,59,47,54,39,22,3,341,829,973,2316,2297,2730,2682,881,143,19,12870,28,21,52,54,59,62,3,0,0,271,43,19,37,31,29,35,6,0,0,201,66,39,89,83,85,90,8,0,0,468,895,1011,2404,2377,2814,2772,891,144,19,13337,636,198,407,417,589,1363,3367,2325,893,10197,113,91,248,234,259,271,320,258,138,1932,1644,1307,3055,3039,3661,4402,4581,2735,1050,25470
21603,1049,1349,3235,3004,3135,2593,703,61,11,15141,753,383,956,866,832,1451,2737,1924,869,10770,129,142,348,319,260,282,246,232,121,2077,1931,1876,4536,4197,4228,4328,3683,2213,1001,27985,428,1494,4105,3684,4135,3151,721,71,9,17790,1233,910,1768,1824,1759,1716,781,132,4,10126,152,119,337,232,214,293,107,17,8,1472,52,68,147,118,102,88,33,8,10,619,1868,2588,6353,5853,6211,5248,1640,222,29,30019,70,145,194,160,135,83,0,3,0,789,211,83,108,85,61,76,24,0,0,647,281,230,300,246,191,163,27,5,0,1435,2152,2817,6650,6099,6401,5407,1665,229,27,31453,1667,707,1499,1419,1512,2473,5017,3596,1424,19310,291,307,723,632,579,594,508,423,200,4262,4109,3830,8876,8147,8499,8472,7190,4253,1648,55021
21701,547,565,1318,1457,1858,1777,590,87,11,8215,378,135,342,377,429,978,1915,1286,657,6497,51,54,102,130,127,158,158,127,89,993,976,753,1766,1966,2405,2916,2664,1498,751,15704,263,755,1615,1687,2227,1991,668,121,3,9332,643,356,836,987,1085,1295,623,105,16,5952,83,52,184,115,167,242,68,23,6,943,34,26,67,64,48,52,39,24,14,361,1021,1186,2700,2854,3533,3579,1405,272,38,16589,41,54,74,54,67,60,10,0,0,351,57,26,45,36,45,59,18,0,0,290,97,81,119,87,112,121,25,0,0,644,1120,1267,2820,2941,3640,3698,1430,276,38,17233,821,244,493,553,780,1720,3651,2383,1009,11659,112,102,212,253,266,316,339,242,136,1986,2057,1622,3532,3756,4688,5738,5411,2898,1184,30877
21703,595,638,1539,1602,1939,1802,605,98,14,8836,336,122,362,323,383,931,1810,1301,628,6209,60,47,118,129,150,153,182,145,77,1064,993,807,2023,2053,2472,2890,2599,1550,721,16111,313,893,2009,1898,2339,2010,605,113,14,10195,726,407,947,1054,1199,1363,668,141,13,6526,95,54,188,172,168,230,111,10,0,1027,56,28,80,84,69,73,58,24,5,471,1192,1382,3227,3200,3776,3677,1436,290,34,18216,13,26,67,40,68,46,6,0,0,269,53,23,31,39,36,52,14,0,0,242,65,45,100,77,100,94,17,4,0,510,1259,1430,3326,3281,3875,3771,1456,294,34,18727,746,230,536,504,675,1650,3405,2409,1001,11158,145,106,280,272,320,330,368,267,133,2218,2142,1766,4143,4060,4872,5753,5227,2972,1171,32101
21704,982,1024,2517,2551,2807,2515,621,74,10,13097,503,192,476,447,518,1135,2491,1612,754,8128,88,64,181,169,167,179,178,170,147,1354,1569,1278,3171,3170,3491,3829,3295,1857,915,22580,452,1135,3144,2907,3353,2644,612,91,6,14348,1183,699,1468,1718,1706,1840,753,124,13,9507,136,103,331,228,226,308,122,16,0,1465,38,38,109,82,84,71,53,28,10,510,1810,1980,5056,4927,5362,4864,1541,260,29,25830,14,54,69,68,82,66,11,0,0,358,123,49,42,51,56,70,8,0,0,408,134,109,109,122,133,134,16,0,0,761,1944,2090,5167,5052,5497,5001,1560,261,29,26589,1021,311,710,674,858,1845,4524,2886,1198,14032,196,159,361,378,356,354,360,289,211,2665,3156,2560,6237,6106,6714,7198,6448,3430,1445,43291
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,27,0,0,6,16,3,14,4,0,0,38
29999,62,133,338,166,112,121,15,6,0,961,83,102,233,223,191,200,141,48,8,1228,79,92,300,346,179,113,61,14,6,1186,229,321,878,730,479,429,224,58,19,3373,25,91,327,204,150,102,13,0,0,919,44,99,215,96,90,88,22,3,0,646,9,21,42,30,28,24,7,0,0,164,6,7,16,14,15,7,0,4,0,69,82,217,600,341,277,227,47,11,0,1797,18,41,89,84,57,35,3,0,0,329,29,31,37,24,13,11,6,0,0,163,45,68,132,110,69,51,11,0,0,485,130,282,733,454,352,279,60,11,0,2281,165,173,401,418,406,397,362,104,16,2447,172,214,688,867,639,405,190,34,13,3220,459,671,1819,1736,1393,1074,613,152,29,7946
