SA3_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
20402,42,56,94,1054,1096,2147,74,72,146,1165,1221,2386,54,46,97,1183,1122,2303,91,93,182,1325,1258,2585,54,69,121,1374,1271,2650,109,98,202,1542,1437,2977,58,54,111,1252,1204,2455,78,87,170,1388,1348,2734,39,40,79,926,932,1856,62,61,121,1029,1028,2059,30,24,61,1066,1100,2170,78,79,155,1181,1206,2386,18,18,40,1090,1174,2260,74,75,150,1179,1267,2442,27,24,52,1153,1166,2311,81,90,167,1254,1277,2531,21,14,39,1071,1297,2369,68,67,135,1166,1384,2548,21,15,37,1274,1395,2669,79,96,172,1378,1502,2880,20,30,52,1399,1613,3012,83,97,181,1508,1735,3245,24,24,50,1536,1652,3186,81,119,204,1644,1795,3438,19,17,32,1621,1816,3438,112,94,206,1752,1927,3676,23,44,75,5583,6168,11751,365,373,740,5979,6587,12566,446,481,930,21576,23003,44582,1453,1489,2942,23482,24972,48454
20403,106,108,213,1895,1894,3795,93,80,179,2095,2084,4183,122,117,240,2188,2108,4297,143,112,256,2453,2337,4788,130,139,272,2298,2248,4544,152,147,303,2579,2542,5115,98,97,198,2177,1923,4099,136,111,246,2417,2129,4546,85,73,158,1782,1630,3408,134,133,267,1995,1831,3828,53,66,121,1942,1898,3842,120,124,244,2118,2088,4210,54,67,124,2040,2113,4155,135,105,240,2231,2279,4510,38,58,91,1981,2278,4256,136,123,256,2152,2454,4609,24,63,86,2021,2144,4166,127,119,247,2173,2329,4502,36,54,88,2138,2309,4443,132,132,263,2303,2490,4796,44,44,86,2208,2373,4576,122,124,246,2370,2538,4906,26,38,64,2381,2519,4901,147,95,242,2562,2655,5207,35,42,74,2369,2581,4949,148,134,279,2547,2756,5307,45,55,103,7145,7807,14949,429,478,911,7615,8344,15966,902,1015,1919,34560,35823,70385,2157,2015,4173,37620,38853,76475
20501,55,40,90,1630,1619,3248,86,90,177,1766,1750,3515,33,38,72,1700,1622,3323,111,115,231,1846,1777,3624,42,44,90,1849,1677,3531,112,114,228,2006,1840,3847,22,39,65,1499,1499,2997,74,85,158,1600,1620,3217,29,23,54,1353,1367,2721,72,56,132,1464,1441,2901,26,24,50,1536,1728,3261,76,107,184,1639,1862,3494,21,23,41,1646,1789,3436,85,104,182,1750,1908,3666,22,20,40,1544,1679,3219,96,87,189,1668,1788,3451,21,24,40,1405,1502,2903,110,85,191,1530,1609,3135,14,17,33,1467,1624,3096,98,89,187,1580,1734,3315,24,22,46,1617,1778,3400,90,87,177,1734,1888,3621,17,4,21,1665,1854,3516,75,81,158,1762,1937,3696,11,18,30,1722,1942,3668,101,99,201,1837,2068,3900,21,27,48,5575,6061,11640,344,358,697,5940,6448,12386,363,369,729,26211,27740,53957,1538,1558,3094,28108,29668,57775
20502,100,92,186,952,890,1840,84,67,146,1129,1044,2177,103,94,195,1072,1040,2113,100,107,210,1275,1245,2518,105,95,200,1099,1111,2215,113,98,209,1315,1307,2618,92,74,165,1038,941,1985,78,82,162,1213,1095,2315,60,69,129,811,745,1546,76,68,147,942,874,1819,54,41,96,884,971,1851,69,78,146,1001,1085,2086,46,41,86,962,1074,2037,89,83,175,1101,1199,2297,50,36,91,949,1037,1982,88,86,182,1093,1168,2257,39,42,81,907,1071,1978,90,96,188,1040,1210,2248,35,42,77,1127,1215,2344,101,104,203,1265,1358,2622,30,61,91,1228,1479,2710,100,104,204,1366,1645,3007,44,42,85,1510,1704,3214,126,104,234,1680,1856,3530,33,33,72,1880,2007,3882,144,133,279,2055,2180,4235,64,69,131,6972,6988,13957,505,500,1007,7540,7552,15097,852,834,1685,21387,22267,43653,1776,1714,3488,24009,24822,48830
20503,41,33,79,1532,1460,2993,113,117,226,1679,1611,3291,58,42,107,1856,1660,3514,146,143,290,2065,1850,3910,54,35,92,1923,1830,3756,144,138,283,2124,2001,4127,36,35,71,1642,1589,3234,105,121,225,1786,1747,3536,40,30,62,1238,1094,2339,85,71,152,1357,1197,2557,21,25,51,1264,1343,2605,91,86,177,1376,1457,2829,22,25,42,1463,1670,3129,94,114,214,1577,1809,3390,25,14,40,1642,1807,3452,133,137,271,1797,1958,3757,20,25,48,1612,1724,3336,114,135,249,1746,1885,3634,22,18,39,1821,1974,3794,135,127,260,1972,2122,4097,23,23,40,2097,2250,4348,142,125,265,2262,2393,4656,14,23,41,2335,2620,4957,161,150,314,2514,2796,5310,13,22,35,2759,3067,5832,175,196,373,2951,3281,6240,35,41,78,9164,9719,18884,620,631,1256,9823,10392,20209,427,391,819,32359,33815,66174,2254,2299,4557,35040,36507,71548
20504,103,96,199,1901,1883,3777,169,135,303,2172,2112,4281,115,104,220,2133,1915,4043,184,171,360,2428,2189,4621,120,115,233,2149,1998,4150,186,183,371,2455,2300,4758,49,71,119,2021,1889,3910,165,153,317,2235,2107,4342,70,76,143,1914,1901,3814,153,177,328,2133,2147,4286,66,59,125,2204,2276,4481,184,172,348,2447,2507,4950,59,70,124,2090,2290,4382,155,169,323,2303,2532,4835,47,50,91,2009,2206,4215,173,192,362,2226,2440,4671,28,29,59,1867,1957,3820,147,148,293,2040,2130,4176,32,38,75,1935,2129,4062,138,134,276,2109,2299,4408,30,38,67,2175,2315,4491,183,154,336,2389,2507,4892,34,35,71,2310,2568,4879,180,167,355,2524,2775,5306,32,28,57,2401,2585,4985,137,144,279,2573,2752,5328,37,38,72,7173,8022,15192,501,553,1051,7710,8612,16320,816,845,1662,34282,35930,70206,2648,2653,5299,37742,39423,77168
20505,65,47,112,1079,1040,2123,81,82,159,1227,1166,2392,46,45,91,1209,1119,2327,102,88,190,1357,1252,2605,43,56,97,1280,1185,2463,86,91,178,1412,1329,2737,41,34,80,1164,1082,2249,82,101,185,1291,1219,2515,40,35,73,1045,902,1943,85,71,158,1172,1006,2175,48,38,81,1255,1048,2305,97,94,189,1397,1177,2577,33,31,61,1221,1136,2358,84,81,162,1339,1248,2589,35,26,64,1232,1217,2452,90,111,201,1362,1348,2718,21,18,35,1162,1112,2276,89,78,166,1272,1204,2480,15,10,27,1162,1248,2406,94,91,182,1273,1347,2624,30,26,57,1251,1431,2682,106,89,193,1379,1546,2933,21,27,45,1452,1454,2900,112,92,202,1578,1566,3146,13,26,43,1574,1698,3278,106,81,190,1696,1804,3502,30,29,55,4802,5016,9820,345,320,662,5169,5363,10534,467,457,924,20901,20681,41582,1560,1465,3022,22933,22598,45525
20601,30,13,42,2018,1961,3980,55,40,95,2106,2017,4121,14,14,28,1875,1858,3733,44,48,89,1939,1916,3851,12,19,32,1790,1754,3544,32,39,68,1838,1808,3640,10,14,23,1623,1632,3254,34,47,81,1672,1689,3362,34,55,94,3167,3603,6773,86,106,195,3288,3770,7059,59,64,126,4836,5514,10347,163,172,337,5053,5754,10809,40,40,79,5170,5430,10597,167,200,366,5376,5663,11039,26,33,56,4211,4280,8486,139,124,261,4380,4436,8814,8,12,25,3153,3396,6543,91,88,181,3254,3499,6749,15,8,26,2747,2885,5629,85,73,155,2846,2968,5809,18,8,28,2533,2635,5174,79,73,153,2629,2723,5349,3,5,12,2105,2186,4289,67,62,133,2172,2259,4436,8,0,12,1711,2001,3711,64,51,113,1781,2053,3839,11,21,32,4588,5963,10551,212,201,415,4813,6186,11000,291,330,622,41521,45081,86611,1321,1322,2646,43136,46737,89874
20602,14,3,20,1268,1241,2511,31,30,54,1311,1284,2586,10,13,22,1266,1291,2557,41,42,83,1318,1347,2660,5,7,17,1389,1312,2704,29,24,55,1428,1346,2778,5,18,23,1200,1199,2392,16,36,57,1227,1248,2467,11,21,33,1325,1436,2759,66,46,114,1409,1506,2918,26,25,50,2170,2614,4785,72,77,149,2266,2717,4983,16,21,39,2488,2892,5381,80,91,164,2577,3003,5580,9,11,24,2181,2364,4548,68,80,146,2261,2454,4717,18,10,25,1874,2042,3920,57,62,119,1948,2115,4058,12,12,25,1835,2002,3832,53,52,100,1895,2061,3959,9,10,13,1781,1950,3727,63,46,112,1846,2010,3856,5,18,24,1388,1564,2950,49,45,91,1442,1623,3067,8,3,8,1178,1272,2452,36,31,67,1220,1310,2530,14,14,32,3024,3833,6855,95,138,227,3138,3977,7117,159,192,348,24364,27015,51380,747,793,1543,25272,28000,53270
20603,13,10,21,1654,1557,3213,62,64,130,1731,1633,3359,3,12,14,1782,1623,3406,62,58,117,1848,1685,3534,17,13,35,1705,1624,3329,64,51,116,1785,1692,3476,6,13,20,1664,1614,3282,58,50,113,1730,1683,3410,21,22,43,2271,2395,4664,107,95,199,2397,2509,4910,24,24,44,2923,2972,5891,126,176,304,3070,3165,6242,18,20,36,2746,3107,5851,118,147,262,2881,3273,6152,14,9,26,2560,2731,5293,115,121,234,2693,2859,5552,7,3,7,2201,2362,4565,81,98,182,2297,2464,4758,15,9,26,2147,2386,4531,91,82,174,2251,2481,4728,9,12,24,2195,2313,4513,87,88,168,2291,2414,4703,5,3,11,1933,2016,3942,92,66,160,2027,2085,4112,3,6,14,1762,1964,3723,68,75,145,1834,2045,3880,10,13,23,4246,5212,9455,200,213,412,4451,5436,9884,167,172,337,31795,33873,65667,1331,1378,2706,33296,35423,68712
20604,9,15,27,2087,1957,4049,142,145,282,2238,2114,4355,9,5,17,1499,1424,2919,123,133,254,1630,1554,3188,10,10,19,1205,1157,2362,82,87,174,1294,1262,2554,47,45,86,2586,3236,5818,189,215,402,2815,3493,6311,87,95,180,10963,12430,23387,744,867,1613,11789,13392,25180,74,54,122,13471,14045,27516,1019,992,2013,14568,15093,29660,65,33,95,11137,10465,21604,803,795,1609,12003,11300,23305,39,23,62,7029,6332,13360,558,479,1040,7626,6835,14456,22,13,34,4332,3684,8018,366,285,647,4723,3985,8708,22,12,35,2961,2847,5810,251,214,460,3232,3071,6309,22,16,35,2478,2509,4987,213,191,405,2716,2716,5431,8,6,16,2217,2334,4550,191,179,366,2412,2516,4930,5,5,12,1971,2017,3990,163,138,302,2144,2162,4307,12,7,21,4776,5263,10036,432,425,861,5218,5695,10912,430,339,772,68705,69708,138411,5280,5144,10418,74410,75191,149601
20605,13,10,21,2019,1959,3980,84,99,179,2111,2069,4182,7,9,22,1831,1764,3598,73,97,171,1913,1876,3789,8,16,27,1777,1690,3469,79,88,169,1867,1792,3660,10,11,23,1571,1551,3119,80,66,147,1659,1631,3288,23,31,55,2471,2685,5152,165,182,343,2654,2898,5551,40,40,76,4805,5566,10374,349,379,726,5192,5983,11178,33,34,67,5376,5736,11120,389,374,763,5798,6144,11947,27,20,49,4626,4961,9587,301,334,633,4955,5316,10269,23,27,43,3725,3757,7484,248,246,495,3991,4025,8020,19,14,35,3445,3618,7070,261,199,467,3729,3837,7567,15,12,26,3206,3471,6683,234,177,415,3454,3663,7118,12,6,17,2895,2898,5789,213,189,400,3117,3093,6211,8,4,15,2489,2581,5066,182,124,308,2682,2709,5389,19,26,43,6106,6752,12862,458,429,887,6583,7208,13789,252,257,514,46339,49010,95349,3123,2977,6102,49717,52243,101956
20606,0,0,0,996,1002,2000,46,46,85,1036,1045,2081,0,4,8,842,806,1641,60,41,99,897,855,1750,8,7,11,766,821,1589,57,44,98,832,868,1698,4,7,12,849,995,1845,64,67,129,915,1071,1982,6,26,32,2019,2722,4736,109,171,275,2128,2914,5044,32,19,48,4059,4683,8747,211,253,459,4297,4954,9253,23,7,30,3882,3947,7833,198,217,421,4104,4182,8283,16,4,18,2791,2742,5532,153,144,299,2960,2892,5854,4,8,13,1813,1756,3576,125,111,229,1944,1875,3817,10,10,18,1499,1637,3134,101,110,208,1603,1758,3362,12,3,18,1583,1646,3231,94,101,196,1686,1752,3439,8,3,10,1410,1456,2865,88,75,166,1501,1538,3041,3,0,5,1280,1417,2695,64,79,145,1349,1497,2843,6,5,6,4147,5331,9483,261,329,584,4417,5665,10077,128,108,237,27930,30971,58900,1619,1778,3400,29671,32861,62539
20607,15,7,22,1745,1765,3507,72,76,149,1834,1849,3682,7,8,20,1471,1470,2944,93,65,157,1575,1546,3121,12,32,45,1335,1345,2682,71,83,155,1422,1459,2876,19,17,30,1125,1335,2461,50,61,115,1190,1417,2608,28,37,59,2764,3485,6249,179,165,340,2966,3685,6654,48,52,99,6156,7056,13210,322,330,649,6526,7434,13959,28,35,61,6287,6246,12533,274,258,536,6596,6538,13132,20,17,35,4350,4064,8410,225,216,436,4596,4298,8888,22,6,31,3164,2935,6101,178,131,306,3361,3071,6431,16,16,34,2507,2485,4993,148,114,266,2678,2616,5291,11,9,24,2369,2434,4800,142,115,260,2520,2556,5084,9,3,13,2210,2035,4238,154,95,242,2365,2133,4501,6,3,11,1838,1952,3788,115,104,219,1958,2063,4025,11,11,20,4575,5677,10252,272,261,534,4850,5956,10805,262,265,520,41892,44274,86171,2286,2079,4364,44441,46620,91060
20701,15,13,29,3313,3155,6462,82,75,154,3408,3246,6653,9,14,20,4489,4242,8729,116,101,212,4614,4354,8964,9,18,26,5629,5422,11055,117,121,239,5760,5557,11314,29,24,49,5936,5694,11636,131,132,264,6100,5853,11950,40,30,69,6031,5895,11927,148,157,307,6229,6075,12306,31,20,47,5390,5331,10721,183,165,349,5601,5509,11115,25,16,44,4635,4924,9561,164,165,321,4817,5104,9929,8,10,18,4427,5198,9626,144,138,288,4584,5353,9931,15,15,31,4734,5435,10174,136,134,269,4887,5584,10471,18,9,29,5162,6123,11288,151,162,309,5332,6291,11624,14,10,24,5519,6348,11859,153,147,296,5680,6509,12187,7,13,17,5188,5665,10854,144,121,272,5340,5798,11141,5,4,16,4461,4908,9371,102,119,223,4573,5034,9608,12,9,20,13143,16447,29589,435,668,1103,13585,17124,30707,242,195,436,78059,84796,162853,2208,2398,4611,80517,87386,167900
20702,12,17,25,2209,2181,4394,54,70,124,2276,2264,4539,9,9,17,2884,2679,5562,62,48,110,2962,2731,5691,14,7,20,2761,2580,5342,64,53,118,2832,2647,5479,16,7,23,2703,2476,5180,80,38,118,2794,2520,5320,12,10,19,2923,2547,5465,70,51,121,3000,2616,5613,8,8,15,2609,2576,5184,78,74,151,2696,2656,5349,3,3,12,2922,3019,5939,66,85,149,2997,3103,6097,4,4,10,3073,3533,6603,79,102,181,3153,3641,6793,3,6,8,3044,3223,6268,90,85,180,3142,3313,6457,8,6,12,2839,3114,5956,69,87,159,2916,3214,6130,4,3,11,2958,3266,6221,78,70,149,3041,3338,6382,5,9,10,2822,3321,6141,68,70,141,2898,3394,6292,8,0,3,2676,3016,5691,57,61,119,2738,3079,5820,7,4,12,9699,12069,21772,277,355,639,9987,12437,22420,108,89,197,46111,49606,95715,1212,1258,2468,47425,50961,98386
20703,9,8,19,2298,2133,4432,50,54,104,2361,2192,4553,14,13,27,2787,2679,5467,76,57,137,2873,2749,5626,15,14,30,2924,2917,5847,66,61,124,3003,2992,5996,24,12,37,3131,3136,6259,64,85,149,3217,3230,6446,23,25,50,4528,4128,8652,229,211,444,4782,4362,9154,19,20,37,4234,3827,8062,237,191,425,4492,4036,8525,3,10,16,3621,3819,7441,153,154,301,3775,3980,7761,11,8,17,3547,3662,7211,118,109,228,3682,3777,7457,11,3,10,3115,3442,6554,100,90,189,3227,3534,6760,7,12,15,3250,3624,6870,99,102,199,3359,3732,7089,8,11,21,3204,3681,6884,93,78,165,3306,3769,7076,8,6,14,2845,3089,5936,77,92,172,2927,3193,6116,5,6,10,2641,2938,5576,61,58,124,2714,2999,5711,10,17,26,7850,10368,18222,294,386,675,8157,10772,18926,174,158,326,49981,53434,103412,1718,1728,3444,51864,55325,107187
20801,10,15,28,2155,2167,4322,41,64,102,2208,2246,4450,8,4,17,2935,2742,5677,116,105,220,3062,2850,5913,17,17,34,3579,3482,7060,112,112,222,3708,3607,7315,13,16,34,3496,3278,6773,78,81,161,3596,3369,6965,14,7,23,2688,2392,5079,62,49,108,2766,2442,5212,13,4,14,1756,1763,3523,61,55,119,1835,1826,3659,9,0,12,1893,2196,4093,68,75,145,1973,2277,4248,8,11,15,2389,2844,5231,79,74,155,2470,2934,5407,12,4,13,2852,3316,6172,105,118,220,2967,3440,6406,10,10,22,3487,4062,7546,109,127,235,3606,4202,7808,7,0,11,3898,4300,8195,135,113,247,4037,4418,8453,8,19,24,3405,3802,7208,75,106,191,3490,3925,7416,7,6,15,3128,3326,6452,82,78,161,3211,3410,6626,9,9,20,9080,11488,20573,360,482,844,9454,11981,21440,140,125,269,46748,51166,97915,1487,1637,3124,48378,52930,101306
20802,23,14,34,4056,3867,7920,82,90,173,4159,3969,8126,12,20,30,4642,4438,9076,116,141,252,4765,4597,9360,15,13,28,4912,4576,9492,129,119,247,5053,4713,9767,21,13,31,4336,4149,8489,95,111,203,4455,4266,8722,20,25,49,4855,4803,9665,173,157,328,5054,4988,10041,27,24,44,5687,5674,11364,239,233,473,5956,5926,11883,28,20,50,5508,5891,11399,188,180,364,5720,6091,11813,15,11,30,5594,6005,11592,170,189,354,5772,6200,11977,20,12,26,5158,5525,10687,155,140,295,5332,5680,11010,17,8,32,5127,5483,10608,141,140,286,5288,5634,10924,19,3,20,4867,5419,10283,112,134,252,4992,5562,10559,7,18,26,4217,4454,8673,112,111,231,4341,4585,8923,9,9,17,3749,4086,7838,80,92,174,3842,4184,8027,7,20,31,10753,13553,24301,382,629,1011,11143,14199,25337,236,202,438,73470,77917,151389,2174,2471,4641,75881,80593,156469
20803,33,33,67,3348,3214,6570,87,96,188,3474,3349,6821,26,17,45,3687,3507,7192,104,98,205,3818,3618,7443,28,23,56,3729,3525,7252,73,91,164,3833,3637,7467,22,31,57,3319,3271,6594,91,72,155,3430,3369,6799,23,31,50,2948,2864,5816,71,73,145,3047,2968,6011,28,31,56,3089,3132,6220,130,128,258,3245,3294,6535,21,28,48,3610,4089,7699,138,130,269,3771,4246,8017,24,13,37,4066,4595,8660,115,133,254,4206,4746,8950,17,17,41,4210,4529,8734,135,113,244,4360,4664,9022,14,20,33,4326,4720,9047,141,126,262,4474,4870,9344,23,22,45,4202,4666,8867,98,100,197,4323,4788,9108,13,17,27,3725,3937,7667,107,93,200,3850,4048,7896,13,12,25,3262,3687,6945,102,105,202,3374,3798,7175,32,24,52,9291,11930,21225,354,466,823,9673,12422,22101,319,323,635,56820,61671,118487,1745,1830,3571,58875,63821,122693
20804,3,3,3,936,856,1794,30,36,70,971,898,1863,0,7,3,1054,1005,2055,21,22,48,1077,1026,2106,3,0,9,1264,1178,2444,26,30,57,1290,1215,2508,3,7,14,1263,1302,2562,29,21,54,1294,1333,2629,13,3,17,1503,1545,3054,41,36,69,1562,1586,3144,9,6,11,1602,1576,3180,73,59,130,1680,1635,3322,7,8,16,1345,1416,2760,57,47,106,1410,1474,2883,5,4,10,1328,1363,2691,51,45,99,1380,1416,2796,3,3,12,1185,1309,2494,39,40,79,1225,1347,2579,4,0,3,1256,1448,2700,36,30,69,1288,1482,2773,6,4,9,1413,1580,2993,37,20,54,1455,1605,3060,3,4,3,1157,1332,2488,35,29,59,1192,1365,2556,3,4,3,1030,1150,2183,28,24,55,1059,1180,2239,7,3,11,3192,4228,7423,132,155,289,3332,4385,7719,68,56,124,19525,21285,40808,628,604,1230,20222,21944,42162
20901,30,39,73,3508,3312,6822,88,72,157,3625,3426,7052,29,34,68,3863,3676,7546,117,95,206,4015,3809,7822,42,37,83,3680,3601,7284,96,104,195,3816,3747,7559,54,37,84,3476,3100,6571,95,74,175,3621,3207,6832,49,35,85,3459,3251,6706,124,90,211,3625,3380,7008,33,33,70,3562,3581,7144,134,129,266,3728,3747,7476,29,30,64,4076,4367,8441,148,125,270,4254,4520,8773,25,26,49,4326,4605,8926,126,122,247,4474,4753,9226,21,18,42,4202,4440,8641,139,118,253,4362,4581,8941,15,25,41,4125,4366,8490,128,101,226,4267,4496,8760,35,21,60,3833,4066,7894,85,116,201,3952,4204,8151,18,30,52,3397,3848,7249,102,74,177,3519,3955,7475,22,24,46,3382,3779,7158,95,92,185,3490,3893,7385,45,27,66,10240,12674,22912,364,426,792,10649,13122,23768,437,425,866,59118,62676,121790,1844,1736,3577,61405,64835,126236
20902,61,51,112,2579,2410,4984,110,96,208,2750,2553,5305,50,42,94,2298,2126,4428,103,92,191,2452,2264,4717,39,33,70,2107,1976,4083,81,78,157,2220,2089,4310,42,31,74,2012,1970,3982,97,102,204,2152,2104,4256,56,56,109,3135,2957,6099,167,131,304,3361,3153,6512,55,67,122,4171,3957,8131,211,184,397,4436,4208,8648,57,55,111,4361,4498,8859,195,203,398,4615,4757,9371,34,32,66,3961,3986,7951,175,152,330,4167,4176,8349,23,39,59,3137,3299,6437,140,130,266,3305,3467,6767,29,26,56,2975,3033,6015,132,118,250,3141,3178,6317,36,33,64,2919,3051,5963,121,109,227,3067,3193,6257,26,31,54,2379,2584,4958,87,91,180,2487,2708,5193,17,27,42,2105,2223,4327,101,68,168,2213,2320,4537,25,37,63,6133,7792,13929,358,415,776,6522,8241,14760,532,557,1088,44283,45871,90148,2074,1985,4054,46887,48409,95299
20903,19,17,39,1686,1637,3326,31,48,81,1741,1712,3453,27,26,49,2013,1981,3988,69,53,130,2105,2060,4165,29,26,64,2398,2203,4599,80,68,154,2508,2304,4810,16,20,33,2441,2267,4706,64,51,119,2521,2333,4859,13,13,22,2078,1830,3906,50,40,88,2143,1879,4022,13,11,22,1379,1326,2704,36,35,71,1428,1368,2798,11,19,27,1532,1582,3120,30,38,74,1575,1639,3218,13,14,32,1783,1996,3773,67,48,110,1865,2059,3920,14,5,24,1975,2153,4126,57,74,133,2051,2230,4284,12,8,24,2403,2613,5020,75,95,166,2487,2718,5208,12,15,29,2525,2687,5215,81,64,145,2618,2770,5387,12,12,23,2376,2520,4894,67,77,146,2453,2608,5061,9,17,23,2343,2363,4715,79,81,157,2431,2465,4894,18,10,30,5138,5445,10580,220,190,414,5378,5648,11026,216,223,443,32072,32609,64675,1018,957,1982,33311,33791,67105
