SA3_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
20904,172,174,344,9216,8427,17641,299,295,596,9688,8898,18583,180,196,368,9355,8753,18110,335,375,708,9868,9323,19191,162,155,318,8031,7507,15543,333,328,661,8531,7989,16522,134,116,250,7025,6592,13615,325,274,603,7481,6979,14463,101,110,217,7754,7093,14848,381,253,636,8242,7458,15702,97,103,192,8614,8498,17113,402,390,794,9113,8990,18107,89,121,206,9857,10666,20524,400,381,782,10349,11166,21516,89,86,167,10660,10806,21469,385,403,785,11135,11290,22424,58,89,147,8862,8669,17528,346,290,638,9268,9054,18317,52,63,119,7588,7756,15342,279,255,534,7920,8074,15994,57,49,107,6837,7161,13998,293,250,541,7194,7451,14647,34,45,80,6067,6507,12573,227,217,443,6325,6770,13092,41,33,66,5353,6053,11403,200,194,398,5589,6282,11865,52,65,119,13857,16064,29922,688,888,1576,14597,17014,31610,1321,1397,2716,119068,120555,239626,4895,4792,9683,125279,126744,252026
21001,14,10,25,1627,1460,3088,44,47,90,1690,1515,3204,20,8,28,1786,1737,3515,45,54,93,1842,1793,3644,22,17,45,1897,1737,3638,47,45,91,1973,1799,3771,10,9,21,1820,1656,3475,37,36,77,1863,1702,3573,20,6,22,1684,1486,3165,43,31,73,1744,1523,3264,9,9,18,1597,1470,3069,87,53,139,1695,1531,3227,9,10,19,1741,1838,3580,58,54,117,1808,1900,3709,8,5,20,1914,1993,3900,55,61,121,1972,2067,4037,11,8,19,1975,2076,4051,51,45,99,2037,2137,4172,4,7,12,1991,2193,4187,55,61,115,2052,2261,4313,9,5,14,2079,2081,4155,70,58,125,2156,2139,4297,3,0,7,1756,1937,3690,55,36,96,1816,1975,3791,6,0,8,1534,1765,3302,45,43,92,1582,1816,3400,8,11,19,5680,7157,12840,184,242,426,5874,7409,13283,154,118,269,29077,30591,59663,882,873,1755,30112,31572,61687
21002,18,21,42,919,956,1876,25,28,53,966,1000,1965,20,25,47,1202,1137,2348,46,34,79,1272,1195,2466,23,14,38,1159,1118,2278,66,62,126,1251,1190,2443,12,12,22,1112,968,2082,53,60,112,1181,1040,2219,14,9,22,742,640,1381,32,34,65,783,684,1473,12,11,18,628,640,1267,33,29,59,670,676,1348,16,7,25,761,836,1599,35,19,56,806,870,1672,14,13,24,926,1092,2022,34,40,73,970,1144,2114,12,7,19,1020,1116,2131,59,59,118,1082,1180,2267,8,7,12,1104,1221,2327,48,57,102,1155,1282,2439,7,11,23,1142,1217,2353,56,67,126,1213,1288,2498,7,11,12,1069,1106,2169,67,37,104,1145,1147,2292,3,4,9,1032,1013,2041,53,52,105,1086,1070,2159,11,9,18,2615,2711,5321,140,131,271,2761,2850,5609,182,151,333,15428,15762,31193,737,707,1444,16345,16619,32969
21003,28,21,49,2693,2603,5293,117,115,227,2830,2742,5570,27,15,42,2401,2272,4673,129,140,261,2559,2429,4982,11,19,32,2031,1925,3955,104,103,208,2148,2041,4191,18,13,31,1838,1678,3517,100,79,179,1957,1767,3730,18,33,50,2728,2338,5065,165,99,263,2908,2472,5381,22,25,50,3511,3184,6699,230,198,427,3764,3404,7173,24,15,42,3722,3826,7551,196,185,380,3939,4028,7967,10,22,36,3530,3421,6951,178,160,326,3713,3608,7317,11,13,21,2706,2656,5361,131,107,238,2851,2770,5620,9,13,24,2248,2358,4607,119,112,226,2382,2487,4863,7,11,21,2157,2203,4364,112,84,200,2282,2303,4581,9,14,20,1911,2009,3917,70,72,140,1987,2090,4085,13,6,16,1540,1673,3213,67,59,131,1622,1733,3356,12,17,31,4652,6416,11067,248,381,626,4912,6808,11721,224,237,465,37676,38559,76229,1960,1883,3845,39863,40679,80537
21004,36,35,67,1389,1338,2727,33,48,79,1465,1416,2881,27,40,69,1482,1344,2828,54,48,104,1564,1430,2999,33,23,53,1340,1274,2618,56,71,130,1423,1373,2797,34,20,50,1281,1203,2488,64,40,107,1380,1266,2643,30,18,51,1316,1233,2552,57,42,95,1401,1290,2698,28,14,44,1536,1564,3110,74,59,136,1639,1644,3288,18,21,38,1632,1751,3387,71,74,144,1720,1843,3563,19,16,31,1562,1617,3177,71,51,125,1653,1688,3338,20,9,25,1307,1426,2735,62,61,126,1391,1496,2883,13,15,25,1362,1433,2799,54,65,124,1427,1520,2948,17,13,29,1346,1512,2861,56,67,121,1417,1594,3013,16,10,32,1309,1465,2777,48,45,97,1378,1523,2897,3,12,15,1194,1306,2498,48,49,97,1248,1360,2610,16,18,31,2839,3366,6206,129,144,269,2980,3522,6502,309,267,568,20905,21839,42742,880,865,1748,22091,22966,45064
21005,62,85,144,8116,7494,15604,373,348,723,8552,7920,16474,87,69,164,7899,7442,15347,388,406,796,8379,7924,16297,71,71,143,6972,6552,13521,412,357,763,7456,6974,14429,68,67,135,6163,5886,12042,331,264,600,6560,6215,12778,68,69,140,6937,6435,13379,364,297,665,7372,6805,14174,82,67,148,7623,7472,15101,492,403,899,8198,7943,16142,50,49,100,8461,8963,17419,439,436,872,8950,9442,18394,39,39,77,8448,8357,16806,440,436,880,8931,8835,17764,26,29,58,6812,6507,13320,362,349,708,7198,6885,14082,34,28,61,5484,5566,11058,272,257,521,5787,5849,11640,29,31,66,5308,5715,11023,292,265,561,5636,6012,11643,29,27,59,5199,5164,10367,253,219,474,5481,5413,10896,15,18,32,4160,4258,8417,187,184,373,4365,4459,8824,24,42,66,9264,10370,19632,389,455,845,9677,10864,20545,689,690,1376,96847,96185,193032,5001,4668,9671,102527,101540,204071
21101,38,40,83,4151,3993,8145,101,107,207,4288,4141,8431,43,53,88,4665,4414,9078,114,128,247,4823,4593,9412,46,58,103,4772,4141,8913,131,126,261,4956,4319,9275,78,49,126,4654,4319,8972,116,109,222,4845,4477,9320,53,53,108,4851,4437,9295,131,128,259,5036,4627,9661,47,38,88,4630,4518,9142,153,134,288,4828,4691,9518,30,34,66,4996,5318,10315,169,150,326,5196,5504,10704,14,20,41,5338,5690,11031,160,171,327,5514,5878,11397,20,32,53,5189,5364,10557,151,127,280,5361,5525,10882,22,34,62,5002,5374,10380,135,123,260,5165,5530,10698,36,41,75,5010,5527,10540,149,99,249,5193,5671,10859,21,37,56,4957,5365,10323,122,126,240,5094,5526,10618,16,14,34,4631,5048,9680,98,107,210,4750,5167,9913,23,39,62,12481,15000,27478,400,508,912,12908,15542,28448,492,527,1022,75329,78510,153840,2141,2146,4280,77961,81180,159148
21102,3,3,3,481,489,971,9,16,21,497,508,1002,5,4,12,737,718,1454,20,23,44,759,746,1510,9,5,12,951,907,1862,12,23,41,975,936,1913,3,8,11,1080,950,2029,16,20,40,1095,978,2076,8,0,5,886,816,1698,23,17,35,914,835,1751,3,0,7,485,421,906,13,10,25,504,430,934,4,0,7,431,511,940,12,14,23,439,523,962,7,9,13,541,647,1184,15,14,29,563,666,1225,3,4,7,714,805,1518,17,20,39,733,831,1560,0,3,3,874,1038,1915,23,27,50,896,1069,1967,8,0,3,1098,1149,2252,32,14,45,1139,1165,2305,0,3,7,981,968,1951,13,20,36,997,994,1990,4,0,4,870,911,1779,24,27,46,897,936,1827,5,7,7,2432,2738,5168,86,102,190,2520,2844,5365,61,42,101,12557,13069,25631,307,350,657,12924,13457,26386
21103,35,22,52,3380,3251,6627,73,68,142,3484,3346,6828,42,28,68,3590,3376,6968,100,86,186,3728,3490,7220,37,43,76,3432,3203,6636,80,85,162,3546,3325,6871,44,36,79,3274,2953,6227,76,72,141,3399,3060,6454,42,33,71,3199,2993,6193,89,68,153,3325,3094,6419,21,24,43,3297,3365,6667,108,112,219,3426,3508,6929,26,22,49,3709,4090,7797,110,112,223,3838,4231,8066,18,26,49,4075,4523,8594,107,120,229,4202,4670,8874,25,18,46,3779,3859,7638,121,110,223,3924,3985,7912,23,17,43,3681,3947,7626,109,82,186,3811,4049,7857,22,23,42,3433,3778,7216,97,91,191,3560,3895,7455,15,11,28,3223,3639,6861,92,80,174,3332,3733,7058,13,16,31,3026,3277,6307,83,75,157,3124,3372,6493,29,22,57,8502,11007,19511,245,340,582,8778,11372,20152,381,351,728,53605,57272,110872,1479,1502,2976,55463,59114,114579
21104,9,11,24,1664,1549,3210,31,36,65,1699,1590,3295,11,17,25,1962,1851,3809,33,34,62,2001,1898,3902,9,12,25,1803,1830,3630,43,39,80,1859,1875,3738,8,10,19,1848,1644,3495,40,31,68,1900,1686,3582,8,11,22,1866,1628,3491,58,45,110,1931,1689,3621,5,7,12,1725,1606,3330,57,51,108,1791,1662,3450,4,9,9,1881,2002,3878,51,48,99,1939,2056,3996,4,4,11,2217,2431,4650,57,65,117,2273,2504,4779,9,7,6,2071,2268,4338,44,55,99,2116,2329,4444,0,7,11,2058,2237,4296,55,45,107,2125,2289,4409,3,4,9,1975,2116,4091,49,39,88,2024,2167,4188,0,7,8,1700,1844,3546,44,56,104,1754,1902,3653,0,8,3,1515,1730,3244,35,41,70,1551,1774,3318,5,11,19,5295,6828,12123,176,247,426,5476,7091,12564,87,114,204,29574,31561,61136,771,828,1593,30431,32502,62935
21105,87,88,176,4622,4218,8840,138,120,259,4842,4422,9269,96,83,179,4775,4489,9264,158,133,288,5030,4701,9731,85,91,176,4893,4484,9374,188,165,351,5158,4749,9902,79,75,160,4645,4258,8904,171,152,325,4895,4489,9381,81,86,167,4224,3972,8188,160,124,281,4464,4172,8637,70,53,121,4143,4207,8356,165,130,296,4373,4395,8774,52,56,108,4835,5010,9847,165,177,344,5058,5241,10298,42,41,89,4814,5255,10070,169,165,336,5026,5462,10488,31,38,73,4621,4804,9424,167,161,328,4815,5007,9822,51,47,103,4935,5195,10129,200,191,384,5186,5428,10619,53,49,98,4959,5290,10249,208,165,373,5222,5502,10722,37,43,81,4732,5106,9834,172,167,341,4944,5313,10257,42,25,68,4604,4880,9483,190,166,360,4835,5079,9907,51,69,121,12366,13951,26319,495,507,1005,12911,14530,27446,857,844,1702,73165,75121,148283,2742,2525,5267,76764,78492,155256
21201,65,93,160,4417,4197,8617,164,168,325,4645,4452,9104,87,76,168,4531,4221,8752,231,210,433,4851,4502,9356,65,67,132,3959,3822,7784,212,211,427,4241,4100,8342,53,49,103,3546,3272,6824,199,176,379,3805,3499,7301,47,48,95,3360,3299,6657,179,136,316,3591,3486,7073,33,52,89,3941,4193,8133,197,194,395,4170,4448,8622,37,32,68,4508,4978,9483,208,232,438,4751,5245,9991,27,29,59,4465,4702,9157,196,201,403,4684,4927,9617,23,24,48,3784,3733,7512,185,154,339,3988,3914,7906,29,26,59,3501,3628,7124,174,192,369,3705,3846,7550,26,24,54,3204,3394,6595,156,147,302,3384,3567,6948,7,23,36,2864,3052,5914,114,118,229,2984,3194,6177,14,14,31,2529,2714,5235,109,132,238,2649,2854,5499,39,20,59,6550,7489,14043,328,432,763,6921,7948,14863,557,595,1148,55157,56685,111838,2651,2700,5349,58360,59981,118342
21202,42,62,98,4011,3765,7772,182,175,362,4231,3997,8231,29,41,72,4456,4280,8740,212,200,414,4701,4526,9229,31,42,69,4620,4289,8907,197,198,396,4852,4523,9377,33,40,73,4427,4119,8548,198,149,352,4661,4307,8969,35,46,79,4574,4056,8628,220,182,405,4831,4279,9110,27,42,61,4388,4067,8448,249,234,482,4656,4339,8997,25,19,45,4297,4520,8814,248,222,467,4569,4755,9326,22,20,38,4689,4872,9565,222,232,452,4930,5125,10056,20,20,42,4467,4518,8985,186,157,344,4670,4701,9372,23,30,45,4210,4507,8717,177,186,365,4411,4717,9125,18,23,35,4343,4488,8834,161,159,321,4516,4671,9188,18,10,27,4094,4273,8366,151,133,287,4261,4414,8679,10,4,16,3700,3828,7523,140,136,271,3847,3963,7812,14,32,49,8791,10182,18972,343,456,797,9149,10666,19814,339,416,759,65070,65755,130823,2883,2827,5713,68289,68997,137287
21203,141,97,236,9555,9069,18625,379,367,744,10072,9531,19607,88,91,181,9467,9136,18607,458,378,834,10010,9610,19623,96,88,187,8356,7739,16092,361,342,701,8809,8175,16985,91,72,164,6841,6653,13493,281,254,536,7215,6976,14189,68,80,144,7353,7099,14451,319,281,600,7736,7460,15196,62,77,136,8109,8282,16389,387,417,797,8561,8767,17327,43,50,97,8912,10214,19126,394,417,816,9351,10685,20036,46,59,99,10190,10455,20643,424,410,832,10649,10923,21571,44,43,90,8458,7854,16308,342,268,609,8845,8164,17007,42,44,81,6938,6797,13735,248,254,505,7227,7100,14319,40,34,73,5957,6122,12073,243,228,468,6234,6378,12610,23,22,44,5218,5136,10355,200,175,381,5442,5337,10776,17,19,40,4173,4370,8545,177,173,351,4373,4564,8934,33,30,67,8816,10088,18904,369,424,794,9224,10542,19769,831,807,1639,108341,108996,217341,4572,4397,8970,113748,114202,227950
21204,36,32,65,5544,5274,10819,290,236,528,5865,5545,11413,41,32,68,5477,5146,10620,248,232,477,5762,5408,11167,25,24,49,4972,4840,9816,239,199,439,5239,5063,10304,34,35,69,5104,4790,9891,202,220,427,5343,5044,10386,40,41,80,6907,6098,13009,369,271,632,7317,6410,13723,38,24,60,8827,7335,16162,532,357,882,9395,7711,17109,18,26,40,7853,7288,15141,445,345,796,8314,7660,15973,16,21,37,7353,7072,14422,362,336,689,7728,7423,15151,20,24,45,6160,5909,12065,307,255,568,6484,6187,12679,23,20,43,5587,5551,11138,252,208,466,5862,5779,11644,26,17,45,5398,5336,10735,224,212,443,5657,5567,11224,12,17,31,5068,5084,10147,240,193,434,5323,5288,10613,5,16,25,4780,4982,9764,200,182,381,4989,5182,10168,17,36,58,14190,16594,30781,591,668,1253,14799,17297,32093,343,363,706,93218,91296,184517,4507,3911,8421,98076,95568,193644
21205,19,14,33,4037,3779,7819,138,112,249,4187,3914,8099,13,17,24,5002,4618,9621,146,139,285,5157,4771,9930,16,18,32,5199,4836,10041,166,135,300,5380,4993,10369,27,30,55,5343,4996,10337,161,139,297,5522,5168,10691,51,49,98,8013,6786,14800,421,292,712,8481,7124,15607,29,27,53,8080,6038,14123,463,297,759,8573,6361,14940,19,6,25,6257,6202,12455,311,261,572,6591,6466,13051,14,14,27,6104,6327,12429,252,222,471,6373,6561,12930,14,3,23,5560,5907,11472,202,173,381,5782,6089,11870,14,13,25,5315,5760,11071,165,182,343,5494,5952,11443,7,14,21,5241,5633,10877,165,136,299,5412,5781,11195,13,14,23,4776,5027,9802,143,124,271,4931,5165,10092,7,7,12,4154,4593,8746,107,115,220,4270,4709,8978,12,18,33,14498,17887,32384,527,689,1216,15041,18592,33629,251,245,498,87580,88387,175970,3353,3013,6365,91189,91650,182833
21301,50,42,89,5108,4766,9870,308,299,601,5458,5105,10560,36,44,80,5435,5105,10542,346,301,651,5817,5455,11274,43,43,85,5077,4737,9814,319,297,611,5435,5076,10503,34,40,68,5059,4931,9989,304,264,569,5395,5236,10631,36,32,68,6384,5799,12186,410,299,711,6828,6133,12962,36,28,66,7665,6573,14234,564,442,1006,8265,7039,15306,33,32,63,6760,6704,13462,460,415,878,7256,7149,14401,15,26,47,6352,6369,12716,436,393,823,6808,6786,13590,19,21,38,5567,5553,11117,359,322,681,5950,5894,11841,27,16,46,5314,5719,11033,320,281,600,5665,6012,11674,21,23,45,5324,5823,11146,285,248,529,5631,6089,11725,27,18,43,5382,5382,10767,280,219,497,5692,5619,11301,17,12,28,4977,5289,10263,204,217,418,5194,5515,10715,24,31,54,13118,14790,27903,768,854,1618,13901,15670,29579,408,409,814,87514,87536,175051,5356,4843,10202,93284,92785,186067
21302,22,22,42,2745,2468,5211,112,106,216,2876,2590,5466,22,19,41,2668,2632,5299,118,116,231,2805,2765,5576,29,24,51,2471,2440,4914,94,86,176,2591,2552,5146,25,24,51,2074,2011,4086,82,72,148,2186,2102,4289,19,22,46,2029,1893,3928,91,62,152,2144,1978,4122,30,22,55,2314,2349,4664,142,142,286,2485,2516,5006,27,24,47,2782,3068,5848,140,159,292,2944,3245,6189,28,17,44,3173,3451,6624,153,147,304,3357,3614,6978,17,12,27,3023,3223,6245,149,104,253,3186,3336,6525,18,19,43,2899,3079,5980,109,121,230,3033,3217,6248,19,15,39,2804,3101,5909,119,110,228,2940,3225,6166,14,14,31,2630,2704,5328,101,75,171,2746,2786,5529,13,13,18,2365,2542,4905,72,73,144,2450,2624,5071,22,17,43,6173,7537,13701,238,298,532,6433,7851,14281,303,261,565,40156,42483,82641,1718,1661,3381,42182,44406,86589
21303,27,19,46,2450,2302,4749,75,75,147,2550,2395,4942,24,20,43,2255,1990,4250,89,78,166,2371,2088,4457,18,13,28,1923,1767,3692,80,60,143,2021,1838,3861,16,20,39,1621,1622,3245,82,58,139,1723,1707,3426,27,26,49,2683,2564,5242,144,137,280,2853,2725,5577,58,50,101,4457,4260,8710,278,217,494,4782,4522,9302,46,34,84,4650,4694,9341,272,254,526,4969,4982,9948,31,19,45,4105,4019,8125,221,179,401,4358,4218,8578,18,21,35,3180,3188,6369,158,124,283,3353,3330,6686,21,26,43,2788,2846,5639,151,99,253,2965,2969,5929,16,20,33,2368,2409,4773,100,102,198,2479,2521,4997,19,15,32,2003,2062,4061,123,85,210,2141,2161,4305,9,9,21,1805,1930,3738,89,76,161,1906,2013,3917,9,21,30,3974,4757,8735,264,247,513,4255,5024,9274,338,295,639,40256,40403,80657,2116,1794,3914,42713,42498,85209
21304,138,144,281,7459,7212,14672,344,307,656,7939,7668,15606,146,126,274,8018,7599,15620,381,417,801,8543,8141,16689,117,119,236,7228,7118,14347,379,373,757,7724,7615,15338,98,97,196,6095,5879,11973,285,305,591,6478,6279,12758,126,107,226,5988,5459,11436,287,254,540,6400,5812,12207,139,97,236,6225,6520,12743,342,373,717,6712,6987,13692,124,99,227,7676,8269,15945,364,384,740,8163,8752,16914,110,61,174,8302,8427,16728,379,388,762,8791,8873,17668,76,76,146,7347,7294,14637,321,316,645,7742,7684,15424,66,51,109,6563,6430,12990,330,266,594,6960,6741,13700,50,58,106,5369,5485,10854,207,230,436,5624,5777,11400,34,39,72,4336,4459,8794,210,198,404,4580,4691,9270,28,33,67,3608,4025,7633,159,136,294,3793,4192,7985,46,38,88,8809,9997,18806,433,457,889,9291,10496,19785,1294,1141,2427,93020,94168,187187,4426,4394,8825,98729,99709,198439
21305,166,155,320,12795,12049,24843,665,579,1241,13625,12782,26413,142,149,291,13072,12352,25421,701,676,1374,13917,13171,27085,136,138,272,10316,9742,20050,563,498,1059,11017,10368,21381,101,124,225,7912,7235,15147,431,401,833,8452,7757,16203,132,112,245,9291,7892,17181,583,461,1041,10004,8463,18465,126,124,244,10805,10462,21270,781,644,1422,11705,11221,22938,101,97,196,12748,14943,27691,689,741,1430,13535,15783,29317,83,74,159,16068,15829,31891,773,736,1516,16921,16641,33556,67,70,141,12348,10689,23032,600,497,1096,13015,11258,24276,56,72,128,8528,8097,16624,407,356,761,8987,8521,17513,46,55,105,6874,6771,13640,322,289,609,7241,7107,14354,33,37,74,5660,5879,11537,286,234,518,5982,6149,12136,25,42,70,4685,5227,9907,191,177,367,4906,5443,10347,48,48,101,10108,11461,21568,495,604,1101,10651,12116,22772,1272,1289,2565,141195,138602,279802,7485,6890,14375,149962,146783,296748
21401,103,97,199,4063,3989,8052,177,174,352,4342,4259,8599,91,88,174,4289,3960,8251,199,191,387,4576,4238,8813,119,93,216,3966,3830,7793,207,201,414,4295,4128,8422,85,82,167,3862,3416,7279,187,191,379,4132,3696,7827,85,79,157,3627,3594,7224,187,189,373,3893,3863,7760,63,70,137,4109,4197,8305,241,238,481,4421,4506,8927,57,56,116,4601,4960,9563,236,244,476,4891,5263,10152,41,55,96,4663,5008,9669,267,255,523,4969,5323,10290,44,51,96,4313,4562,8873,223,212,431,4581,4825,9403,46,60,104,4439,4592,9035,259,214,468,4739,4865,9601,42,52,99,4283,4556,8840,250,191,439,4580,4800,9381,28,52,78,3987,4296,8279,207,162,377,4229,4508,8736,35,20,53,3740,4078,7815,181,148,326,3950,4245,8194,46,63,108,9918,12103,22019,473,567,1044,10439,12731,23174,886,908,1800,63855,67143,131002,3292,3185,6478,68038,71240,139281
21402,120,81,196,3828,3547,7376,184,170,351,4130,3794,7922,85,85,176,4458,4178,8638,241,225,467,4791,4491,9279,100,103,206,4867,4689,9551,280,270,552,5253,5059,10311,103,79,182,4704,4282,8981,222,229,447,5022,4592,9616,80,67,142,3810,3337,7147,162,194,354,4046,3595,7640,56,46,102,3165,3108,6273,181,146,330,3411,3304,6709,49,47,98,3527,3826,7353,182,215,395,3761,4088,7846,43,28,75,3807,4392,8197,227,215,439,4074,4636,8709,45,47,95,4044,4507,8549,232,246,482,4325,4803,9128,46,32,78,4885,5361,10243,268,273,542,5199,5663,10866,43,50,95,5121,5944,11066,304,279,581,5471,6276,11746,30,40,75,5139,5567,10709,289,275,558,5453,5885,11335,42,26,63,5229,6069,11296,237,268,507,5508,6360,11865,62,65,132,20116,23425,43542,1068,1230,2301,21254,24724,45973,915,805,1724,76688,82231,158924,4078,4226,8306,81681,87267,168948
21501,39,57,96,1432,1466,2901,67,69,132,1542,1592,3131,70,49,123,1567,1391,2959,120,81,200,1752,1525,3277,62,53,115,1608,1503,3117,131,98,232,1801,1659,3457,47,47,84,1489,1328,2819,117,114,229,1645,1485,3127,41,30,71,1378,1237,2614,90,82,179,1510,1348,2859,33,21,53,1600,1512,3111,119,89,207,1751,1622,3374,44,31,76,1630,1613,3243,111,85,205,1788,1735,3522,43,31,73,1476,1460,2939,100,90,186,1621,1581,3204,24,21,48,1393,1369,2763,95,90,184,1512,1483,2998,29,33,59,1491,1585,3079,98,103,199,1619,1721,3340,33,31,66,1785,1864,3651,109,118,230,1926,2011,3943,36,31,67,2020,2042,4065,137,115,251,2196,2192,4382,29,26,59,2279,2118,4392,145,117,262,2454,2261,4710,36,34,77,6693,7167,13862,505,566,1072,7246,7768,15011,561,496,1065,27849,27657,55502,1955,1822,3773,30363,29974,60340
