SA3_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
20402,202,1337,874,16816,263,19502,0,25,17,812,12,859,184,4,30,120,0,341,58,15,5,22,0,94,380,121,59,281,7,844,1736,1361,939,16411,333,20784,207,0,42,5,9,265,75,17,11,129,0,229,395,164,103,1670,30,2367,79,36,8,57,5,192,62,17,8,37,0,123,241,8,5,20,0,269,373,310,186,6024,85,6977,813,271,82,1347,20,2538,3,0,0,0,0,7,18,7,0,19,0,46,13,3,0,12,0,25,49,19,13,43,0,128,32,15,9,13,0,74,78,43,42,30,0,193,122,21,17,64,3,224,32,7,9,22,0,75,21,0,5,3,0,28,493,346,241,4864,59,6006,30,0,0,11,0,44,51,18,8,11,0,87,38,3,3,32,0,71,40,9,0,0,0,51,29,5,9,0,0,36,73,23,16,156,0,270,1140,209,142,501,22,2010,74,17,8,454,2741,3290,5825,2565,1671,34989,3408,48454
20403,356,2438,1780,26653,309,31544,6,54,36,1698,22,1817,341,10,36,174,4,569,250,48,21,103,5,432,655,248,151,595,10,1655,3262,2240,1698,23626,314,31129,469,17,94,18,5,602,144,31,17,182,4,376,1000,348,246,3308,57,4957,87,30,12,114,3,245,126,32,9,62,8,237,519,23,16,19,5,584,612,510,340,7920,93,9472,927,346,130,1638,20,3067,37,0,0,0,0,37,32,17,4,54,0,109,19,8,4,21,0,46,74,41,27,130,3,274,104,32,27,34,0,195,154,100,90,87,5,430,241,53,25,194,6,529,58,8,6,39,0,123,26,8,5,0,0,40,893,552,450,6547,63,8499,112,20,15,41,0,183,81,23,20,12,0,137,85,13,14,65,0,173,50,4,8,8,0,69,189,3,15,3,0,215,141,44,26,223,3,445,2665,457,351,988,54,4517,125,28,25,632,4157,4973,11262,4461,3238,52597,4923,76475
20501,302,2178,1601,19967,246,24294,14,29,24,650,7,732,363,23,31,79,10,497,126,39,7,33,5,207,821,258,193,790,20,2079,3412,2032,1472,17708,269,24891,217,14,74,12,0,320,93,14,24,148,4,281,569,184,154,1507,24,2439,122,33,8,117,0,279,145,24,10,60,0,239,385,46,9,23,0,470,700,446,307,5120,72,6645,593,253,85,1116,14,2063,22,0,3,0,0,18,12,3,0,17,0,35,15,10,4,4,0,35,119,50,27,130,8,330,89,38,13,24,0,161,165,95,83,67,0,413,193,42,31,120,3,394,71,16,4,39,0,136,22,4,3,0,0,32,836,518,399,4828,57,6641,62,17,13,14,0,104,142,18,26,17,0,199,77,17,8,59,4,160,95,19,5,11,0,133,94,0,7,0,0,108,123,52,24,136,3,336,1794,321,277,753,32,3170,116,32,30,484,2891,3549,9595,3924,2829,37934,3493,57775
20502,240,1456,1104,16136,304,19234,10,41,25,1465,25,1566,244,24,29,118,6,424,49,9,3,19,4,73,567,158,91,384,6,1210,2929,1492,1102,15371,362,21252,307,3,51,21,7,395,75,25,14,117,4,237,535,141,104,1336,37,2151,110,32,10,86,3,247,56,14,5,19,0,93,183,13,10,28,3,230,490,303,186,4224,74,5282,492,160,64,884,15,1616,21,0,6,3,0,28,0,0,4,13,0,30,6,3,0,9,0,18,126,24,18,95,0,267,55,24,18,14,0,108,102,59,35,37,4,226,132,36,18,71,0,255,43,9,0,15,0,63,3,3,7,4,0,17,758,378,269,4275,61,5745,24,7,3,9,0,44,88,11,9,5,0,110,38,4,0,33,0,79,18,11,3,14,0,41,109,5,15,3,7,136,114,51,14,124,4,305,1193,256,159,555,36,2198,98,7,20,343,3286,3753,7454,2773,1954,32603,4046,48830
20503,447,2771,1924,22761,434,28338,4,29,25,694,18,765,317,13,38,125,4,488,113,25,15,43,0,203,1074,354,223,735,23,2415,5256,2543,1849,20926,491,31061,292,25,73,17,0,403,159,27,23,148,8,364,807,247,169,1581,31,2837,243,58,22,113,5,437,116,25,17,33,3,204,334,25,11,37,0,412,1104,608,375,6712,115,8905,1153,345,136,1547,45,3237,32,0,0,0,0,36,28,6,8,18,0,59,38,3,7,24,0,66,185,50,17,132,7,396,118,32,24,18,4,200,202,121,61,53,3,441,212,37,28,126,4,407,76,4,9,38,0,133,15,14,7,6,0,42,1328,713,497,6221,109,8862,46,4,7,17,0,71,113,21,27,12,4,181,97,10,9,54,3,176,42,9,16,12,0,92,66,12,17,4,0,97,207,39,33,223,5,506,1840,440,327,828,27,3464,143,41,28,521,4221,4947,13059,5000,3470,44755,5262,71548
20504,564,2526,1833,25109,446,30475,7,47,28,1414,29,1520,511,20,27,95,4,662,170,29,12,65,4,279,1160,407,275,1017,12,2875,3913,2373,1736,21682,489,30196,641,31,151,35,7,876,82,9,14,125,0,231,812,291,196,1915,49,3259,275,65,26,194,6,570,121,39,3,71,0,235,543,20,8,32,4,604,800,541,298,5702,88,7436,1278,327,133,1639,49,3423,22,0,0,0,0,25,25,5,3,15,0,47,17,3,0,9,0,32,685,182,74,668,9,1618,145,29,43,48,4,271,156,110,65,72,3,406,400,76,33,224,5,741,88,16,19,41,4,175,64,12,3,4,0,83,1300,637,538,5709,95,8268,112,15,6,37,5,166,76,26,21,11,5,139,145,17,9,83,7,266,92,20,7,15,0,131,102,0,9,3,0,115,126,38,37,164,5,370,2798,397,286,950,74,4498,210,54,39,753,5308,6363,14414,4857,3398,48072,6424,77168
20505,224,1365,1054,16192,246,19074,7,34,10,747,27,823,194,5,18,93,0,313,81,19,15,39,0,149,496,180,108,403,16,1203,2320,1301,985,13886,274,18767,304,10,52,15,3,380,55,10,13,66,0,145,367,127,76,1100,18,1688,67,33,14,80,0,195,64,11,3,12,0,83,231,18,6,14,0,269,458,252,180,4248,80,5226,278,123,64,673,10,1150,13,0,5,6,0,17,7,7,0,30,0,41,16,3,0,19,0,42,76,27,11,102,3,221,61,14,12,19,0,103,114,46,35,37,4,241,151,39,20,111,6,326,49,7,3,36,0,96,17,6,0,0,0,22,580,316,240,3817,57,5014,32,7,0,12,0,49,80,6,8,8,0,100,50,3,4,33,0,89,51,6,10,11,0,82,89,0,12,4,3,108,81,30,14,121,4,244,1129,204,193,496,25,2048,90,18,22,402,3659,4191,6333,2451,1845,30651,4251,45525
20601,932,3583,2742,14055,92,21402,24,49,33,501,8,614,3097,137,251,257,20,3764,437,93,51,197,8,780,474,275,154,554,0,1456,5280,3058,2249,14499,132,25217,668,22,143,35,4,866,437,90,75,232,3,838,965,365,261,1804,17,3418,4077,562,257,1495,25,6416,152,74,38,125,0,389,1396,113,88,60,5,1662,1885,1106,803,8463,48,12305,6898,1327,649,3846,86,12808,189,5,17,9,0,223,1692,190,168,284,13,2351,222,45,33,114,0,411,489,156,84,421,7,1163,254,51,32,18,6,359,521,128,124,51,3,825,457,135,113,312,3,1024,215,46,24,84,5,372,37,11,0,5,0,52,1585,845,664,5718,32,8849,226,39,30,49,0,355,164,40,30,22,0,263,493,63,45,98,3,710,256,58,34,44,0,385,889,20,84,21,0,1023,183,62,33,329,4,623,9805,1394,1182,1673,67,14124,511,49,32,267,2747,3609,37433,8115,5910,35195,3218,89874
20602,540,2331,1723,9618,69,14282,5,40,22,283,3,352,1522,130,158,190,9,2005,249,40,26,133,0,448,277,206,127,396,8,1020,3376,2149,1484,10208,83,17295,198,8,67,11,3,298,227,66,44,157,0,497,580,251,162,1103,9,2112,3430,340,207,1018,40,5027,89,40,29,78,0,234,629,79,53,30,0,799,1248,722,505,5709,23,8212,2775,660,285,1928,37,5685,75,0,6,6,0,95,422,63,56,125,3,672,446,76,35,126,9,687,171,67,50,187,3,474,111,20,14,8,0,153,300,100,68,28,0,501,261,100,80,214,7,666,100,32,33,51,0,212,34,4,0,0,0,39,1035,598,496,4130,17,6275,166,21,7,47,0,238,106,22,25,17,5,173,228,29,28,54,0,346,149,30,34,34,0,242,591,26,33,16,3,670,153,50,51,216,0,471,3667,770,663,1047,32,6184,192,17,19,143,1523,1893,19012,5141,3693,23607,1811,53270
20603,734,2155,1673,11762,81,16413,22,27,9,267,3,340,3226,88,173,168,25,3673,541,88,65,266,0,958,336,124,99,272,0,839,3173,1757,1340,11726,90,18086,590,13,107,26,0,729,193,47,16,124,0,383,566,203,171,1303,10,2253,1619,265,138,938,13,2978,107,28,17,79,0,231,1925,83,62,66,3,2136,1114,642,458,6730,48,9001,4651,954,472,3293,31,9399,195,0,10,11,0,223,340,65,32,144,0,581,258,52,40,120,0,467,662,165,127,554,10,1513,100,13,23,7,0,152,261,68,77,32,0,434,422,80,75,206,6,790,173,20,25,62,0,278,42,0,3,0,0,54,903,439,399,4077,23,5839,222,19,16,52,0,311,118,27,31,0,0,177,339,22,35,66,3,474,252,30,20,43,0,346,1456,36,61,47,12,1622,101,34,32,187,0,365,8124,755,699,1029,83,10695,323,18,31,163,2677,3207,28337,4892,3716,28716,3046,68712
