SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
20402,23482,24972,48454,1165,1221,2386,2867,2695,5561,1388,1348,2734,1029,1028,2059,2360,2469,4828,2424,2661,5081,2886,3241,6129,3397,3720,7116,3388,3452,6839,1948,2142,4093,636,992,1632,22354,23986,46331,1133,991,2119,421,457,878,16,13,27,15,12,27,446,481,930,19780,20944,40719,2023,2306,4323,20956,22219,43174,999,1158,2162,21245,22557,43807,314,333,653,2614,2478,5087,948,1000,1942,204,290,491,415,854,1275,7187,9439,16626,3411,3439,6849,4238,3762,8007,1801,1565,3361,1164,1088,2260,77,75,151,21450,22861,44309,1791,1953,3749
20403,37620,38853,76475,2095,2084,4183,5033,4875,9912,2417,2129,4546,1995,1831,3828,4348,4375,8716,4328,4782,9113,4675,5022,9705,5109,5412,10517,4658,4702,9363,2289,2574,4856,673,1077,1745,35709,37111,72819,1912,1744,3657,857,958,1813,27,31,56,17,28,47,902,1015,1919,31088,32064,63153,4141,4464,8599,33136,34343,67479,2119,2347,4463,33851,35177,69031,630,671,1298,4662,4530,9196,1707,1617,3319,511,636,1151,889,1760,2648,12472,15620,28087,4897,4628,9526,7016,5965,12976,2294,1990,4289,1442,1380,2818,148,153,302,33799,35491,69292,4556,4080,8640
20501,28108,29668,57775,1766,1750,3515,3849,3615,7471,1600,1620,3217,1464,1441,2901,3391,3768,7161,3196,3395,6589,3310,3623,6936,3596,4005,7599,3454,3622,7080,1944,2007,3953,537,817,1359,26884,28540,55419,1230,1133,2355,345,352,697,9,9,17,5,9,13,363,369,729,23065,24230,47295,3293,3677,6972,25178,26542,51718,1315,1524,2838,25322,26733,52060,500,444,937,3575,3331,6913,1179,1295,2479,344,495,836,511,1219,1727,8718,11741,20457,3805,3751,7558,4993,4223,9214,2113,1753,3870,1246,1162,2409,92,86,173,25957,27402,53361,1649,1821,3468
20502,24009,24822,48830,1129,1044,2177,2589,2546,5132,1213,1095,2315,942,874,1819,2104,2286,4389,2126,2380,4510,2625,3001,5626,3733,4033,7770,4427,4273,8702,2470,2406,4878,644,875,1518,22533,23533,46062,1478,1289,2765,833,820,1655,11,13,22,7,6,14,852,834,1685,19164,19699,38863,2743,3048,5789,21255,21920,43173,898,1074,1974,21342,22016,43358,319,298,621,2318,2292,4617,781,755,1538,125,223,347,324,853,1181,6881,8972,15852,3323,3259,6578,4820,4140,8961,2070,1727,3800,1190,1112,2303,70,57,127,21431,22386,43819,2379,2281,4664
20503,35040,36507,71548,1679,1611,3291,4193,3850,8044,1786,1747,3536,1357,1197,2557,2950,3270,6226,3548,3846,7392,4237,4517,8750,5468,6076,11542,5941,6092,12038,3020,3091,6106,858,1215,2074,32948,34474,67418,2094,2036,4127,393,368,760,20,10,37,12,10,21,427,391,819,27744,28633,56383,4639,5093,9734,31202,32312,63517,1508,1756,3266,31365,32500,63869,484,450,931,3836,3517,7353,1281,1319,2598,306,369,670,481,1164,1642,11155,14445,25603,5145,4894,10043,6167,5275,11441,2658,2271,4932,1513,1508,3018,121,121,245,31616,33086,64706,3025,3138,6164
20504,37742,39423,77168,2172,2112,4281,4886,4491,9375,2235,2107,4342,2133,2147,4286,4751,5038,9789,4267,4574,8845,4496,4808,9304,5094,5531,10630,4573,4744,9318,2383,2674,5057,754,1192,1948,36154,37950,74109,1586,1469,3062,761,770,1531,39,47,91,12,22,41,816,845,1662,30049,31213,61262,4670,5186,9853,32525,33837,66362,2369,2752,5121,33239,34766,68002,570,564,1136,4414,4056,8471,1478,1519,2994,455,600,1057,754,1513,2271,10753,13427,24183,5471,5264,10738,6787,6045,12829,2707,2794,5504,1975,2088,4063,196,215,408,34392,35865,70255,3321,3511,6832
20505,22933,22598,45525,1227,1166,2392,2765,2583,5346,1291,1219,2515,1172,1006,2175,2736,2425,5161,2641,2557,5195,2654,2901,5555,3279,3372,6652,3268,3127,6397,1486,1616,3101,417,620,1036,21663,21610,43278,1263,984,2249,442,434,883,14,5,23,9,12,24,467,457,924,18648,18340,36989,2515,2523,5039,19676,20042,39712,834,964,1796,19724,20109,39831,340,314,650,2529,2381,4908,855,869,1725,190,266,455,320,863,1180,6137,8061,14203,3165,3170,6337,4824,3470,8293,1856,1473,3330,1091,968,2061,67,71,133,19834,20544,40380,2849,1869,4721
20601,43136,46737,89874,2106,2017,4121,3774,3725,7501,1672,1689,3362,3288,3770,7059,10427,11419,21846,7632,7930,15561,5474,5689,11163,3953,4316,8269,2547,3043,5590,1542,2011,3551,726,1130,1854,41709,45034,86747,1428,1701,3128,264,307,576,10,6,16,16,16,32,291,330,622,29359,31355,60709,12349,13951,26303,30334,32196,62533,11350,13047,24398,36632,39636,76268,683,605,1293,3661,3586,7250,1429,1497,2930,1683,2075,3758,2811,4089,6900,27708,31450,59158,2629,2108,4740,2377,1952,4324,972,973,1942,1578,2233,3815,451,742,1197,40942,44281,85223,1745,1699,3444
20602,25272,28000,53270,1311,1284,2586,2741,2693,5436,1227,1248,2467,1409,1506,2918,4848,5722,10564,4206,4571,8777,3743,4069,7816,2663,2936,5591,1658,1965,3623,1009,1293,2306,470,720,1182,24323,26856,51177,955,1147,2099,146,173,315,9,11,22,9,6,14,159,192,348,18345,20027,38374,6145,7116,13260,19262,20868,40129,5181,6250,11433,22522,24899,47423,429,455,886,2645,2606,5255,1114,1124,2235,743,816,1558,1376,2236,3609,15761,18318,34077,1424,1305,2730,1372,1149,2527,582,590,1172,941,1267,2211,256,417,670,23929,26330,50257,863,1015,1880
20603,33296,35423,68712,1731,1633,3359,3635,3377,7010,1730,1683,3410,2397,2509,4910,5958,6439,12396,4988,5323,10311,4543,4889,9435,3862,4134,7991,2699,2909,5602,1248,1573,2820,512,949,1461,32174,34253,66430,1117,1164,2284,157,155,308,4,3,15,10,10,16,167,172,337,22939,23871,46813,8930,10091,19021,23649,24420,48068,8176,9473,17649,28241,29930,58171,525,567,1092,3471,3221,6691,1502,1502,3010,1248,1298,2541,1560,2142,3710,19890,21782,41674,2505,2302,4809,2165,2080,4240,846,909,1755,889,1352,2239,231,477,705,31233,33232,64470,1657,1669,3325
20604,74410,75191,149601,2238,2114,4355,2928,2815,5742,2815,3493,6311,11789,13392,25180,26569,26392,52964,12347,10819,23165,5949,5794,11739,4558,4679,9233,3203,3384,6588,1553,1590,3141,464,726,1188,71634,72202,143834,2776,2987,5765,395,315,707,9,6,24,22,16,37,430,339,772,29625,27205,56830,39293,42631,81925,36399,32957,69357,32140,36733,68877,40716,38975,79692,563,503,1065,2642,2506,5153,2388,3018,5410,7549,8732,16287,8360,9985,18350,55881,57435,113320,3188,2970,6156,2613,2166,4778,884,814,1695,631,825,1452,441,601,1037,64199,64984,129184,12517,11574,24089
20605,49717,52243,101956,2111,2069,4182,3782,3668,7452,1659,1631,3288,2654,2898,5551,10994,12126,23122,8947,9343,18287,7185,7501,14680,5799,5808,11602,3932,4123,8052,2052,2212,4268,597,876,1468,47591,49772,97368,2123,2471,4589,234,242,476,7,8,14,11,6,15,252,257,514,30156,31703,61856,16307,17440,33739,36306,37594,73905,10047,11417,21464,38463,40700,79166,625,652,1278,3570,3445,7012,1414,1418,2834,1293,1450,2741,2762,3990,6755,32779,35898,68682,3023,2887,5907,2682,2461,5140,974,854,1826,790,899,1689,191,245,442,44880,47496,92371,4510,3769,8273
20606,29671,32861,62539,1036,1045,2081,1725,1723,3445,915,1071,1982,2128,2914,5044,8402,9135,17543,4902,4766,9668,3294,3513,6802,2854,3036,5886,2292,2840,5128,1565,1952,3515,562,875,1438,28126,31140,59272,1548,1721,3268,121,104,224,3,0,10,0,0,3,128,108,237,18177,19680,37853,9786,11292,21076,21858,23330,45194,6099,7637,13736,23288,25369,48656,323,299,624,1586,1609,3196,777,934,1709,1101,1519,2625,1762,2410,4176,21772,24164,45930,1343,1591,2928,1158,1214,2373,444,421,868,390,563,957,93,177,272,27068,29912,56984,2047,2212,4256
20607,44441,46620,91060,1834,1849,3682,2991,3007,5998,1190,1417,2608,2966,3685,6654,13122,13972,27093,7952,7372,15326,5200,5173,10373,4323,4195,8523,2925,3341,6265,1441,1805,3247,487,801,1288,42315,44401,86713,2122,2219,4347,238,251,489,16,6,14,4,3,9,262,265,520,29792,30517,60307,12217,13866,26083,33781,34255,68044,8181,10073,18256,36738,38581,75320,537,527,1066,2770,2808,5576,998,1235,2234,1405,1918,3327,2933,3908,6843,31482,33293,64776,2099,1891,3995,1851,1660,3502,704,758,1460,798,1323,2123,294,569,862,40557,42862,83418,3388,3176,6566
20701,80517,87386,167900,3408,3246,6653,10377,9907,20281,6100,5853,11950,6229,6075,12306,10424,10620,21044,9469,10937,20408,11016,12800,23812,9915,10831,20747,7420,8499,15917,4347,5479,9829,1820,3143,4961,77731,84387,162118,2778,3003,5785,227,186,410,11,6,17,8,4,13,242,195,436,53096,55398,108493,25064,29454,54524,56094,58468,114556,21962,26261,48227,68474,73190,141659,1263,1228,2489,10029,9607,19640,5689,5518,11208,4009,3893,7907,3296,4282,7576,52750,57822,110572,4319,5067,9383,3661,4151,7813,1886,2005,3896,1375,1940,3310,349,459,811,75913,82022,157939,3451,4096,7550
20702,47425,50961,98386,2276,2264,4539,5802,5374,11172,2794,2520,5320,3000,2616,5613,5686,5758,11449,6292,6953,13247,5953,6555,12510,5640,6478,12114,4552,5647,10197,3815,4606,8421,1615,2192,3807,46394,49894,96289,1040,1061,2100,99,84,186,3,6,6,5,4,11,108,89,197,23908,24304,48215,22112,25156,47268,21577,21878,43453,24409,27498,51905,38021,40343,78360,797,765,1558,5558,5186,10744,2527,2312,4845,1698,1543,3241,1729,2350,4078,27629,29414,57041,3152,3441,6590,3130,3534,6665,1511,1797,3311,1887,2691,4578,475,685,1155,45614,48727,94345,1508,1920,3427
20703,51864,55325,107187,2361,2192,4553,5881,5746,11622,3217,3230,6446,4782,4362,9154,8267,8014,16286,6903,7312,14215,6661,7502,14161,5637,6192,11831,4138,4994,9132,2690,3604,6292,1325,2181,3502,50563,53889,104450,1305,1436,2737,156,144,302,8,13,18,8,4,8,174,158,326,28133,29173,57311,21796,24211,46016,28724,29679,58400,21146,23617,44760,38544,41268,79804,828,780,1608,5631,5538,11168,2927,2990,5920,2883,2711,5590,2835,3495,6329,31582,34152,65729,3372,3479,6848,3056,3224,6281,1602,1704,3304,1351,1898,3245,463,591,1056,48842,52052,100901,2916,3094,6010
20801,48378,52930,101306,2208,2246,4450,6770,6461,13225,3596,3369,6965,2766,2442,5212,3806,4101,7912,5443,6372,11814,7639,8621,16260,6700,7337,14041,5125,5952,11081,3097,3838,6937,1225,2201,3422,46590,50995,97583,1794,1938,3726,139,121,258,5,4,5,0,4,0,140,125,269,33999,36585,70582,12823,14611,27436,39675,42455,82132,7040,8604,15645,42676,46514,89186,817,848,1669,6442,6176,12623,3266,3121,6394,1684,1524,3213,1081,1918,3004,28934,31857,60792,3606,4157,7765,3044,3600,6641,1290,1376,2666,857,1110,1973,135,170,304,45706,49638,95340,1840,2445,4280
20802,75881,80593,156469,4159,3969,8126,9820,9306,19129,4455,4266,8722,5054,4988,10041,11679,12020,23697,11102,11880,22987,10285,11197,21477,8184,8767,16955,6366,7194,13559,3293,4300,7592,1481,2706,4193,73977,78433,152404,1904,2165,4067,217,191,411,16,5,20,8,5,15,236,202,438,46124,47468,93598,27438,30557,57997,50103,51890,101992,23223,25891,49114,62623,66126,128745,1508,1413,2922,9418,8932,18354,4058,3913,7971,2916,3027,5940,3193,4229,7417,46354,50873,97229,4674,4669,9348,4365,4228,8597,1936,1839,3779,1656,2253,3906,372,494,859,72435,76355,148785,2726,3418,6139
20803,58875,63821,122693,3474,3349,6821,7651,7264,14912,3430,3369,6799,3047,2968,6011,7010,7538,14549,8568,9408,17974,8794,9653,18452,7227,7848,15074,5304,6274,11578,3138,3979,7119,1235,2172,3404,57258,62089,119342,1620,1728,3347,288,287,575,24,17,43,5,8,14,319,323,635,41445,43928,85371,15573,17939,33509,45958,48914,94872,10900,12807,23705,52081,56192,108276,1139,1170,2311,7373,6999,14367,2947,3002,5947,1437,1531,2967,1661,2715,4378,30071,34920,64990,5841,5639,11481,5750,5532,11282,2185,2314,4501,1569,2111,3682,299,393,687,56194,60681,116871,2203,2583,4786
20804,20222,21944,42162,971,898,1863,2374,2245,4617,1294,1333,2629,1562,1586,3144,3089,3116,6204,2613,2762,5375,2745,3086,5830,2245,2544,4796,1701,2148,3849,1157,1400,2560,467,834,1307,19444,21094,40540,777,849,1627,58,50,108,4,4,6,4,0,7,68,56,124,14051,14979,29032,5544,6345,11890,15223,16123,31348,4320,5155,9474,17306,18835,36140,373,301,679,2298,2166,4467,1200,1258,2455,993,1014,2008,877,1114,1998,13322,14585,27909,1080,1356,2437,879,1045,1929,432,481,911,395,499,891,76,127,206,18912,20542,39458,1065,1265,2330
20901,61405,64835,126236,3625,3426,7052,7827,7556,15381,3621,3207,6832,3625,3380,7008,7983,8269,16254,8836,9329,18164,8224,8698,16921,7010,7849,14862,5883,6811,12694,3487,4194,7678,1279,2121,3400,59642,63035,122683,1754,1798,3558,418,403,814,15,13,32,14,14,25,437,425,866,44755,46675,91428,14677,16241,30915,46398,48237,94634,12940,14605,27548,54384,57213,111589,1261,1158,2420,7530,7290,14819,3110,2870,5981,1712,1863,3580,2134,3077,5200,32683,36271,68956,5381,5127,10513,5254,5064,10320,2406,2350,4761,1805,2505,4312,408,511,918,58285,61644,119930,2916,3011,5924
20902,46887,48409,95299,2750,2553,5305,4677,4356,9028,2152,2104,4256,3361,3153,6512,9052,8970,18020,7472,7637,15112,6207,6375,12577,4699,5027,9727,3245,3705,6946,2207,2846,5050,1070,1691,2765,45723,47129,92850,1171,1283,2447,496,530,1030,15,8,25,16,22,34,532,557,1088,28215,29055,57267,16308,17110,33419,26701,27293,53993,17772,18798,36574,37512,39461,76971,809,735,1544,4388,4114,8500,1770,1809,3576,1645,1741,3386,2590,3222,5811,25322,26921,52240,3364,2932,6296,3534,3148,6682,1657,1671,3325,2450,3400,5853,685,992,1676,44078,45585,89659,2724,2652,5375
20903,33311,33791,67105,1741,1712,3453,4616,4359,8978,2521,2333,4859,2143,1879,4022,3007,3008,6015,3912,4287,8200,5109,5488,10593,4886,5070,9954,3491,3585,7072,1534,1514,3050,352,549,906,32242,32823,65067,1068,966,2035,203,210,415,12,8,21,0,5,11,216,223,443,26999,27284,54287,5235,5476,10711,29376,29394,58767,2851,3362,6219,30881,31243,62121,611,601,1214,4433,4199,8633,2100,2034,4131,989,978,1972,720,1337,2055,15859,18245,34101,4042,3522,7563,3779,2906,6681,1489,1249,2741,680,743,1423,82,56,131,31711,32198,63911,1056,1193,2251
