SA3_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
20402,120,236,266,196,493,726,281,1031,60,3402,221,380,477,500,723,792,264,460,28,3841,130,255,242,193,695,929,224,456,56,3190,270,630,544,382,426,335,94,126,43,2854,97,324,348,293,558,383,97,131,30,2254,135,583,299,150,298,203,44,104,31,1840,75,104,124,75,384,340,89,320,27,1542,187,740,342,202,524,489,113,243,66,2907,33,36,20,24,60,55,3,33,130,400,1257,3293,2663,2008,4169,4248,1205,2906,477,22224
20403,190,361,364,320,797,1253,443,1636,48,5410,346,635,842,828,1404,1326,435,695,54,6557,257,362,370,315,1192,1737,451,764,81,5521,426,987,822,601,791,722,156,255,106,4870,184,545,618,452,1053,698,163,178,44,3928,209,1014,512,276,464,295,78,146,53,3045,143,180,180,155,506,587,214,529,53,2552,275,1117,500,315,725,643,173,278,77,4104,53,67,38,28,88,90,26,58,192,653,2089,5266,4246,3284,7019,7354,2137,4548,709,36638
20501,145,248,249,197,544,823,259,1226,59,3755,287,582,580,521,915,891,280,594,30,4679,161,334,286,232,936,1244,309,681,59,4237,302,759,654,417,491,370,91,125,61,3270,165,502,504,298,800,489,115,140,25,3031,142,711,336,148,306,241,68,123,26,2102,90,128,139,91,308,376,160,479,43,1818,187,833,414,307,543,492,177,301,93,3344,37,55,29,12,68,67,18,42,125,445,1510,4148,3194,2227,4899,4991,1465,3713,532,26676
20502,132,202,231,172,416,630,207,860,39,2885,182,352,399,356,568,561,202,343,30,2990,133,261,215,212,581,732,182,323,43,2680,251,641,532,346,375,265,70,126,53,2669,119,388,368,268,440,298,47,81,32,2042,101,570,299,165,249,175,38,75,31,1700,72,99,111,70,216,238,99,275,24,1202,161,689,412,248,460,317,81,175,71,2628,47,48,23,26,65,35,7,27,144,437,1192,3253,2604,1862,3365,3254,941,2299,473,19235
20503,212,491,448,367,591,1012,344,1530,130,5116,293,750,719,633,858,928,291,637,45,5148,260,457,439,312,884,1401,281,574,109,4719,429,965,737,411,453,332,82,146,68,3616,166,631,561,374,644,465,96,137,22,3089,224,931,483,217,393,306,59,113,38,2768,103,145,165,95,260,348,132,341,36,1626,313,993,446,279,449,489,149,243,104,3467,77,78,53,27,72,78,19,36,179,634,2077,5436,4059,2712,4603,5356,1458,3758,730,30186
20504,139,186,216,151,566,756,280,724,21,3035,286,481,625,626,1222,1066,308,505,30,5161,239,353,337,259,1312,1592,439,725,109,5362,388,932,869,554,716,425,127,184,64,4250,221,592,700,501,1275,712,139,201,39,4380,198,1099,504,273,469,261,67,105,53,3035,118,186,146,112,462,517,338,460,48,2397,213,987,489,290,642,554,207,309,94,3768,48,61,27,23,109,100,26,64,203,668,1846,4879,3921,2797,6764,5985,1924,3284,668,32055
20505,102,206,228,170,360,608,226,1128,54,3073,201,348,368,365,572,687,254,453,25,3277,150,232,207,131,653,896,202,462,58,2994,253,588,498,320,352,300,99,127,38,2576,79,309,301,202,413,362,67,88,18,1840,101,512,262,142,220,166,32,77,18,1532,79,81,87,58,206,299,130,328,24,1285,123,558,285,200,366,396,101,208,64,2300,40,29,34,22,45,55,9,53,115,390,1136,2865,2261,1602,3186,3756,1123,2931,411,19272
20601,300,311,509,530,1640,2092,771,1740,39,7929,793,1919,1959,1999,4643,5782,1544,2751,115,21504,245,510,540,366,1034,1205,290,466,56,4716,616,1564,943,513,660,491,134,171,67,5160,259,726,818,545,1927,1428,296,385,39,6415,329,1219,541,234,528,407,91,168,27,3551,64,222,188,103,262,254,53,115,27,1297,173,792,450,192,327,299,67,127,35,2458,44,68,59,39,143,151,37,79,184,817,2819,7334,6004,4517,11159,12112,3295,6008,593,53847
20602,183,196,319,367,958,1357,560,1215,21,5185,499,1194,1399,1281,2648,3285,1009,1811,62,13189,142,280,276,192,499,654,154,244,26,2474,339,873,476,273,346,230,84,113,26,2762,116,441,458,343,893,696,158,204,20,3330,168,661,265,101,232,225,63,99,4,1817,30,91,104,62,140,128,31,56,9,650,111,429,211,101,147,138,37,60,17,1250,31,42,28,28,80,80,19,40,86,426,1613,4204,3531,2748,5936,6792,2122,3854,279,31082
20603,208,261,374,344,1149,1712,672,1773,36,6530,515,1106,1252,1084,2881,3551,1007,1883,88,13356,133,292,338,190,681,912,198,360,37,3135,361,942,627,282,467,457,119,166,49,3477,182,641,713,483,1457,1153,239,350,33,5261,289,955,416,168,425,351,86,157,23,2881,59,143,135,75,214,198,50,114,18,1010,141,632,400,139,279,229,74,111,34,2035,34,63,53,41,124,121,18,62,142,659,1933,5028,4302,2811,7679,8692,2466,4977,455,38353
20604,402,749,862,614,2500,3329,1000,2468,84,12004,1028,3221,2467,1971,8431,11649,2268,4323,275,35630,465,1080,1284,465,1421,1378,276,451,107,6928,1410,3333,2159,752,1030,765,176,209,137,9970,364,1201,1167,633,3145,2421,423,549,64,9970,597,1900,1213,404,988,713,161,254,89,6322,136,446,572,163,278,322,67,139,45,2162,364,1670,2046,338,518,388,101,157,92,5671,82,189,174,72,293,267,38,127,426,1670,4857,13784,11939,5410,18608,21237,4510,8670,1327,90335
20605,398,587,665,674,2120,3449,1254,3257,54,12459,835,1852,1837,1624,4617,6641,1824,3850,151,23232,256,482,541,293,884,1226,320,567,66,4640,633,1420,943,459,711,554,157,238,83,5192,216,721,705,510,1978,1741,388,603,32,6896,297,906,540,265,761,768,198,363,39,4138,61,178,206,87,216,196,55,109,10,1115,158,588,517,167,271,294,85,149,34,2256,53,109,74,44,179,208,50,152,214,1085,2902,6847,6031,4118,11737,15079,4333,9288,684,61027
20606,241,415,490,353,1373,2113,705,1979,64,7729,459,1255,1069,1030,3308,4822,1392,2974,86,16399,129,226,238,143,437,559,137,250,24,2142,354,795,522,251,391,315,66,103,42,2836,151,528,457,279,1215,1066,243,349,34,4320,198,633,361,155,509,587,125,305,34,2914,21,91,101,32,79,85,21,37,8,478,70,296,219,71,121,144,32,73,20,1045,46,71,63,30,102,141,24,95,152,714,1665,4313,3517,2341,7533,9821,2745,6170,469,38572
20607,352,446,523,552,1950,2790,1093,2650,44,10395,811,1832,1836,1965,5355,7628,2341,4555,132,26455,213,382,389,257,668,1027,238,491,50,3706,562,1404,813,414,539,445,110,180,54,4522,193,618,621,422,1728,1418,323,461,30,5804,250,887,420,187,601,532,169,248,46,3338,40,145,132,81,175,149,40,74,8,835,155,533,305,123,228,213,65,107,31,1760,30,67,59,41,161,183,40,104,192,862,2607,6318,5104,4037,11392,14374,4411,8877,577,57692
20701,423,1054,1219,1010,2536,4342,1591,4881,111,17169,1104,3842,3311,2787,5973,9144,2567,6101,195,35030,210,565,572,333,978,1386,288,526,53,4911,855,2588,1140,465,667,557,144,232,75,6715,347,1997,1619,838,2173,2062,439,721,58,10260,551,2617,1030,411,827,910,250,485,68,7149,88,281,213,95,201,225,51,90,14,1257,250,1341,525,206,276,265,53,108,35,3052,75,196,135,81,185,242,56,157,315,1443,3916,14481,9766,6224,13818,19136,5439,13300,916,86987
20702,212,499,565,458,1431,2054,554,1582,48,7418,420,1476,1328,1043,3197,3946,807,1594,93,13903,208,489,485,337,987,1233,212,418,87,4463,402,1240,829,429,546,377,84,155,53,4106,231,1026,924,528,1574,1289,229,305,52,6161,328,1472,736,312,677,607,137,203,45,4520,74,195,144,110,266,253,86,121,18,1271,183,808,414,183,317,292,72,140,33,2449,36,109,101,61,164,148,31,62,233,942,2105,7308,5529,3461,9155,10202,2211,4588,667,45230
20703,227,419,595,458,1392,2134,684,1712,58,7685,616,1821,1810,1450,4030,4956,1133,2085,97,17992,222,580,643,368,1104,1248,266,439,68,4936,503,1639,1078,509,643,417,106,157,53,5110,236,1107,956,568,1784,1338,264,335,59,6649,389,1719,767,287,613,510,117,198,43,4636,50,308,299,112,317,330,81,124,31,1653,189,1212,718,297,447,336,73,99,46,3420,42,116,99,56,171,155,26,52,249,972,2469,8920,6965,4109,10498,11430,2759,5202,695,53036
20801,331,661,709,699,1461,3152,1198,3859,58,12136,649,2040,1879,1388,2472,4076,1260,3113,111,16991,155,378,312,240,584,982,251,458,45,3399,573,1625,631,334,350,390,85,165,49,4199,209,1283,1019,543,1141,1125,266,440,54,6074,339,1508,593,282,432,646,177,401,45,4420,34,187,112,49,119,118,30,58,3,708,133,740,238,124,176,151,39,83,21,1699,49,120,82,45,103,157,28,103,179,877,2476,8533,5584,3697,6841,10806,3337,8671,562,50508
20802,417,641,918,846,2582,4179,1380,3591,93,14643,1031,2942,2844,2436,6034,8511,2161,4046,199,30209,339,754,763,450,1445,1916,447,695,80,6900,756,2388,1391,747,975,771,184,282,94,7584,379,1578,1559,890,2635,2269,477,627,71,10471,482,2180,1007,447,984,943,245,423,68,6769,96,332,345,162,365,357,107,179,39,1979,249,1324,677,310,475,377,103,182,50,3747,74,162,100,87,273,307,49,133,333,1516,3823,12285,9601,6374,15774,19629,5152,10152,1031,83816
20803,337,469,597,573,1957,2982,1075,2594,63,10650,764,1579,1768,1492,3660,4762,1322,2252,95,17698,335,608,664,491,1665,2532,586,965,106,7956,639,1710,1116,720,893,781,228,313,63,6463,325,1218,1365,924,2366,1866,417,552,57,9092,379,1879,804,343,875,785,199,324,51,5644,105,252,240,154,543,521,145,214,28,2199,208,1105,488,267,567,528,121,214,54,3552,71,98,76,41,177,217,27,88,220,1009,3168,8921,7122,5010,12698,14969,4114,7525,738,64270
20804,108,233,305,235,611,1128,462,1374,30,4489,290,864,834,682,1535,2146,645,1756,49,8806,64,146,176,70,302,353,96,171,8,1394,241,680,314,161,185,165,47,67,23,1889,99,502,393,221,632,562,136,196,16,2758,156,618,226,106,268,229,66,159,16,1844,21,80,62,28,73,64,15,27,4,376,68,346,164,56,105,88,19,33,9,880,20,41,26,25,42,66,14,41,77,362,1069,3515,2500,1587,3752,4806,1508,3829,236,22804
20901,374,421,592,503,1799,2629,1003,2371,49,9738,911,2058,2252,2012,4224,5295,1392,2710,112,20961,315,613,581,491,1505,2358,542,795,93,7289,709,1701,1102,589,839,804,214,292,53,6312,339,1291,1282,843,2084,1801,333,489,70,8534,361,1750,690,309,642,589,122,250,34,4746,108,265,212,142,431,423,126,207,24,1933,227,1180,541,234,497,428,111,190,39,3444,59,116,72,56,170,168,44,85,192,958,3405,9384,7322,5183,12195,14492,3886,7397,665,63920
20902,246,251,391,390,1347,1588,572,1116,51,5954,535,1226,1439,1249,3265,3699,934,1462,104,13914,236,572,590,433,1330,1559,315,495,114,5647,534,1291,1050,594,801,569,152,188,76,5264,219,709,775,519,1915,1342,257,309,47,6086,325,1246,650,243,602,412,111,179,59,3820,130,289,362,186,552,506,117,207,62,2411,231,948,726,294,744,551,151,201,70,3917,49,95,91,47,180,148,17,60,298,984,2512,6635,6070,3955,10740,10381,2619,4211,877,48002
20903,211,304,396,347,916,1607,579,1712,41,6118,440,1130,1159,900,1612,2141,663,1301,49,9399,215,421,357,317,1017,1803,381,736,82,5331,498,1064,631,325,412,439,126,156,35,3693,180,858,832,529,1018,878,184,296,29,4805,224,1074,362,165,305,357,108,137,23,2755,57,158,98,75,217,282,89,171,17,1175,148,755,271,145,213,278,80,153,22,2064,35,56,48,13,75,81,14,50,127,507,2026,5834,4167,2822,5775,7869,2224,4702,424,35841
20904,423,561,731,572,3081,3329,968,2207,133,11996,841,1812,2042,1959,5812,5690,1203,1938,196,21500,652,1247,1509,992,4697,5450,1243,1723,348,17858,1162,2995,2803,1904,2907,1741,389,566,254,14730,636,1887,2208,1462,5224,3421,618,838,160,16455,800,3650,1836,781,1875,1197,271,390,127,10928,335,812,964,659,2574,2548,798,1346,217,10241,589,2613,1768,924,2582,1953,449,739,244,11865,114,232,198,121,552,411,82,178,685,2583,5547,15810,14071,9364,29296,25741,6022,9926,2363,118148
21001,163,214,270,222,880,1248,439,1190,40,4662,344,675,799,633,1592,2005,508,1002,60,7622,145,257,248,183,840,1077,264,505,48,3579,313,704,459,262,371,346,82,134,33,2708,183,632,722,429,1324,957,200,294,49,4784,261,945,393,174,349,322,70,146,37,2702,51,160,124,86,295,344,92,174,23,1343,120,537,268,143,289,293,80,163,21,1909,45,52,38,29,99,114,16,55,149,595,1616,4186,3317,2165,6032,6701,1749,3677,466,29908
21002,84,123,160,137,381,638,248,730,28,2526,210,413,471,366,649,777,295,504,41,3722,115,208,164,146,536,862,234,432,51,2755,225,472,258,161,213,250,71,107,26,1790,108,368,352,243,488,420,65,125,25,2201,65,438,188,85,148,146,42,64,16,1194,43,67,62,32,136,206,81,196,18,842,89,401,138,92,158,193,42,98,24,1236,16,36,22,16,42,56,6,28,77,287,947,2528,1812,1274,2753,3552,1086,2291,296,16546
21003,150,190,282,269,1111,1316,398,895,47,4657,460,821,914,873,2686,2980,677,1064,85,10566,208,486,492,345,1207,1385,319,509,85,5036,367,861,878,510,683,461,126,195,74,4152,236,500,646,444,1620,1104,202,284,51,5077,221,939,487,192,450,375,84,103,28,2884,90,284,344,173,466,447,132,201,54,2183,188,773,755,237,562,439,104,194,79,3330,43,71,59,38,175,151,26,36,216,813,1958,4922,4856,3072,8950,8662,2074,3484,716,38693
21004,89,97,145,142,584,736,258,612,23,2694,231,348,431,364,1012,1049,269,455,24,4202,161,249,234,175,876,1204,337,511,57,3808,300,554,463,359,505,406,103,139,36,2869,168,393,472,297,1066,765,183,209,23,3572,164,673,345,162,324,253,56,96,11,2083,88,147,132,107,381,423,155,274,25,1730,118,492,253,127,332,315,96,135,28,1900,19,34,26,23,83,97,17,36,86,427,1335,2986,2501,1754,5164,5256,1478,2471,324,23278
21005,265,411,494,382,2011,2087,573,1382,124,7743,509,1134,1161,1145,3939,3803,643,1086,195,13622,473,1071,1313,790,3223,3378,726,1042,329,12346,753,2038,1956,1291,2087,1214,224,456,258,10274,447,1230,1311,855,3576,2290,398,567,152,10833,528,2421,1268,503,1265,734,155,227,113,7211,322,885,1085,628,2148,2153,666,1039,252,9182,405,2013,1547,704,1955,1451,352,515,232,9184,92,192,191,96,420,328,58,126,620,2125,3803,11405,10329,6388,20631,17438,3803,6442,2281,82519
21101,329,486,619,527,2318,2919,1016,2198,83,10488,723,1804,1880,1579,4660,5202,1253,1932,116,19153,446,941,910,725,2889,3689,824,1192,128,11763,757,2118,1618,1021,1364,902,212,314,97,8399,399,1488,1731,1069,3428,2506,484,631,89,11823,486,2627,1245,472,1249,951,233,298,72,7638,172,385,406,316,1251,1033,287,469,58,4374,384,1749,923,541,1269,932,224,358,90,6450,82,150,110,69,280,268,50,113,342,1453,3775,11743,9434,6321,18702,18401,4585,7503,1081,81545
21102,70,175,167,146,343,611,236,831,17,2607,140,490,423,316,671,906,247,580,22,3787,65,145,144,87,284,442,106,199,9,1478,170,394,219,100,126,113,21,33,4,1182,57,395,326,179,380,309,57,107,8,1821,95,512,199,72,118,141,39,78,7,1256,16,52,38,23,53,63,20,36,7,302,47,279,107,51,81,101,21,50,8,744,4,32,15,12,32,36,5,26,35,202,662,2469,1650,978,2086,2724,754,1937,123,13376
21103,250,335,468,459,1555,2199,826,1842,44,7985,712,1486,1558,1404,3325,4043,1064,1854,92,15551,320,629,625,493,1926,2567,594,928,87,8160,580,1614,1196,719,977,760,204,271,79,6403,288,1057,1229,781,2127,1612,359,446,56,7959,375,1760,803,310,724,624,145,208,42,4997,96,250,215,142,651,548,179,237,32,2346,211,1259,612,346,882,580,165,243,50,4347,61,100,78,54,193,183,37,84,226,1012,2886,8496,6791,4706,12362,13113,3572,6115,715,58759
21104,127,194,273,252,873,1206,434,961,30,4351,321,911,979,863,2353,2787,642,1061,63,9982,146,299,336,227,723,913,189,282,32,3145,266,845,615,321,425,274,79,109,31,2965,142,581,572,364,1196,870,167,216,31,4143,182,935,388,180,392,309,70,112,29,2584,50,157,149,72,235,209,62,79,14,1020,110,693,332,153,325,201,47,75,27,1966,24,54,51,24,99,110,12,32,117,511,1369,4662,3686,2451,6622,6875,1715,2920,371,30675
21105,405,620,702,596,1998,2719,1041,2615,89,10779,846,1776,1892,1565,3058,3458,1061,1847,100,15599,654,1135,1044,929,3044,4724,1103,1759,218,14603,1094,2451,1823,1013,1231,1007,252,418,129,9416,479,1608,1659,1084,2480,1798,432,503,87,10123,471,2098,993,456,933,709,224,279,64,6227,159,337,349,228,985,1042,334,656,51,4142,511,2018,833,529,1282,1203,249,460,114,7187,95,145,81,69,250,251,37,135,344,1397,4707,12179,9364,6474,15263,16918,4722,8674,1183,79488
21201,215,346,441,321,1420,1811,654,1680,74,6959,467,923,986,923,2195,2476,630,1074,85,9767,399,676,658,505,2523,3093,807,1328,146,10139,646,1530,1318,912,1192,774,197,304,130,7005,324,1049,1068,668,2254,1473,322,381,67,7614,348,1596,808,397,909,631,163,224,65,5139,182,318,340,261,1111,1191,426,886,102,4828,341,1406,793,488,1263,1059,256,449,111,6171,78,95,84,52,201,194,53,115,289,1162,3014,7946,6505,4529,13066,12716,3508,6442,1061,58784
21202,195,374,482,359,1720,2125,639,1618,75,7594,444,1105,1153,1115,3277,3397,711,1255,112,12564,367,750,758,617,2505,3065,762,1005,166,9998,531,1566,1386,840,1229,718,173,292,113,6840,312,1139,1284,783,2707,1873,370,448,92,9001,416,2059,907,419,940,671,156,250,75,5895,167,451,454,345,1500,1166,340,529,90,5050,292,1504,885,487,1390,998,287,353,117,6307,68,121,111,61,279,258,57,97,367,1422,2795,9066,7421,5031,15551,14257,3494,5841,1209,64667
21203,322,468,613,497,2810,3056,843,1785,110,10495,713,1337,1571,1692,4890,4662,899,1363,197,17318,640,1155,1345,1072,4842,5004,1260,1669,327,17309,1045,2595,2833,1889,2727,1345,273,630,262,13604,511,1407,1865,1152,4665,2978,543,785,139,14054,582,2885,1542,637,1720,1088,262,336,134,9179,328,783,1023,775,3392,2904,919,1420,238,11776,534,2447,1757,988,3324,2194,544,731,218,12729,93,183,184,112,534,427,77,160,660,2427,4768,13267,12732,8808,28896,23643,5633,8872,2277,108888
21204,246,478,490,425,1920,1952,525,1173,102,7311,467,1252,1253,1188,4282,4119,710,1167,164,14594,436,1090,1264,806,3523,3069,764,893,281,12124,632,2063,1996,1181,1627,853,175,406,178,9112,313,1093,1173,754,3251,2054,305,489,116,9543,418,2233,1260,462,1172,700,172,279,127,6827,217,826,1018,651,3118,2130,547,724,211,9443,421,2629,2147,1075,3864,2067,448,561,270,13480,79,208,185,109,549,314,48,112,669,2279,3226,11870,10795,6646,23306,17264,3697,5806,2116,84715
21205,339,692,890,683,2624,3563,929,2372,90,12175,836,2699,2410,2052,6996,8262,1723,2828,239,28046,363,900,1030,611,2160,2263,483,701,129,8652,793,2449,1674,842,1073,720,161,269,115,8092,376,1643,1608,888,3269,2497,439,589,78,11378,552,2678,1334,508,1114,954,192,334,95,7752,153,569,584,285,823,728,181,259,62,3638,364,1895,1341,463,989,692,171,260,97,6279,80,221,169,86,362,276,46,98,535,1866,3847,13742,11034,6416,19423,19955,4322,7705,1437,87886
21301,239,405,485,359,1639,1773,514,1115,82,6604,510,1110,1110,1098,3595,3588,670,1176,141,13004,426,967,1065,651,3050,2822,665,851,258,10759,745,1990,1851,987,1489,908,221,374,206,8774,388,1043,1260,824,3411,2332,448,553,134,10391,546,2266,1288,504,1007,633,130,204,136,6713,324,953,1122,678,2785,2147,545,830,251,9633,510,2242,1723,875,2645,1614,349,543,274,10767,116,207,188,117,498,321,68,106,653,2274,3802,11196,10085,6094,20123,16132,3605,5753,2132,78928
