SA3_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
21203,4,0,0,5,7209,7215,229,8,6,10,7485,7736,7387,272,282,21,9950,17910,14700,511,835,33,3411,19497,9788,573,1156,90,1859,13457,6975,454,1322,187,883,9815,4376,262,715,273,259,5879,1900,81,275,335,80,2676,406,10,35,193,18,668,45761,2175,4630,1139,31151,84852,9,0,0,5,6955,6976,629,31,11,4,6785,7460,10513,436,427,36,8040,19453,14153,765,1155,117,2888,19086,8945,789,1838,343,1555,13476,6194,548,1747,721,691,9900,3581,248,1125,1241,216,6414,1293,72,359,1235,51,3010,221,8,56,810,17,1115,45539,2910,6715,4517,27204,86890,12,0,0,3,14164,14189,853,39,16,16,14273,15196,17902,711,704,56,17992,37361,28854,1280,1987,154,6299,38576,18727,1367,2992,433,3412,26931,13168,1008,3069,901,1573,19713,7961,507,1840,1516,480,12305,3195,155,633,1569,132,5685,618,20,97,1003,44,1779,91296,5084,11345,5657,58351,171741
21204,16,3,3,3,5312,5343,303,19,6,0,6982,7317,6221,247,354,13,10867,17710,9150,499,850,44,3668,14216,7307,570,1220,70,2351,11518,6600,548,1517,152,1498,10304,5581,415,1130,348,667,8132,3435,180,498,600,219,4931,1026,34,103,524,51,1737,39635,2505,5691,1756,31613,81205,33,3,0,3,5007,5044,763,42,27,5,5574,6410,7663,363,541,51,6759,15371,9009,667,1169,154,2610,13610,6845,658,1847,328,1670,11349,6110,525,2072,748,1012,10470,5048,366,1417,1699,513,9038,2418,116,599,2296,156,5590,474,28,144,1964,47,2660,38371,2765,7820,7248,23350,79555,50,5,5,7,10319,10386,1073,56,37,3,12558,13723,13884,609,896,65,17626,33086,18159,1161,2023,200,6281,27822,14151,1228,3064,399,4024,22866,12709,1071,3591,904,2512,20781,10629,779,2550,2044,1171,17176,5855,301,1097,2891,377,10518,1498,62,245,2487,98,4396,78011,5275,13508,9003,54967,160760
21205,7,0,0,0,5517,5522,98,4,0,7,8377,8481,4080,112,173,8,10787,15163,8695,255,501,20,2683,12151,7912,375,799,56,1769,10904,6793,306,876,102,1119,9198,5606,196,626,246,553,7217,4216,106,321,550,191,5384,1548,36,71,712,66,2433,38947,1394,3371,1698,31054,76463,3,0,0,0,5164,5168,214,21,12,0,6876,7124,5183,154,241,8,7239,12830,9454,387,735,38,2036,12651,8325,496,1320,143,1457,11735,6738,369,1425,430,909,9873,5637,221,1116,1097,447,8521,3381,95,518,2338,179,6515,772,18,146,2530,99,3560,39714,1750,5505,6600,24402,77977,7,0,0,0,10679,10691,309,23,11,5,15250,15607,9265,266,412,20,18022,27994,18145,640,1231,59,4722,24798,16234,862,2117,197,3224,22637,13532,676,2301,534,2022,19073,11240,411,1740,1339,1001,15737,7598,202,839,2888,371,11896,2321,53,216,3236,163,5990,78666,3144,8876,8295,55461,154433
21301,10,5,0,0,5379,5395,199,8,10,0,6610,6828,4575,242,357,6,10336,15519,7462,489,845,35,3919,12752,6818,628,1314,66,2467,11291,7128,627,1572,165,1388,10879,5965,414,1023,399,556,8362,3078,147,331,525,172,4264,736,33,56,428,28,1280,35971,2590,5511,1638,30865,76569,16,0,0,4,5216,5236,513,38,22,7,5564,6133,6023,422,553,33,7166,14192,7610,750,1240,94,2988,12678,7003,828,2066,269,1935,12105,6652,641,2072,727,1049,11135,5241,367,1225,1615,426,8876,2018,104,364,2111,104,4697,361,13,75,1603,39,2096,35442,3157,7611,6459,24490,77154,21,5,0,3,10597,10631,711,46,28,5,12169,12962,10595,659,908,39,17502,29712,15072,1234,2083,129,6914,25432,13825,1451,3387,337,4405,23403,13780,1264,3641,891,2445,22022,11200,783,2252,2012,983,17238,5100,253,694,2641,279,8959,1101,43,128,2034,65,3377,71414,5740,13117,8097,55356,153723
21302,0,0,0,0,2185,2186,21,0,0,0,2119,2144,1401,46,56,0,3923,5431,4064,174,337,12,1962,6547,3561,276,655,27,1448,5973,3212,228,738,79,933,5192,2357,185,546,163,420,3668,1407,61,180,225,115,1988,442,5,36,258,33,778,16466,980,2556,764,13139,33906,5,0,0,0,2097,2102,71,0,0,0,1898,1978,1999,91,115,7,3544,5757,4276,259,428,30,1962,6952,3625,350,904,85,1472,6444,3087,287,934,264,838,5414,2220,177,731,662,326,4111,1013,41,267,1034,89,2448,243,4,76,932,28,1286,16544,1223,3458,3012,12255,36501,5,0,0,0,4285,4289,96,3,0,0,4022,4122,3400,139,174,11,7465,11195,8348,434,770,41,3921,13504,7194,631,1556,112,2923,12418,6296,512,1669,348,1767,10604,4579,357,1276,819,743,7780,2416,102,449,1267,205,4441,686,14,113,1188,61,2064,33019,2197,6020,3778,25394,70407
21303,0,0,0,0,1718,1723,48,0,0,0,2794,2853,2041,88,124,12,7486,9751,3974,228,397,14,3097,7715,2842,235,596,31,1739,5444,2131,230,649,36,998,4048,1416,157,438,117,430,2551,739,54,151,122,128,1197,248,8,31,182,28,500,13440,1005,2386,519,18421,35770,4,0,0,0,1699,1707,123,17,9,0,2578,2725,2618,132,196,4,6554,9507,3900,316,569,33,2738,7546,2728,299,846,85,1532,5489,1930,250,855,251,892,4179,1198,135,557,450,353,2702,540,33,196,612,96,1476,110,6,47,643,42,846,13156,1184,3277,2063,16488,36173,4,0,0,0,3422,3426,167,15,11,0,5379,5577,4660,220,316,15,14038,19257,7871,541,966,45,5833,15258,5568,533,1441,120,3268,10931,4062,477,1501,289,1891,8225,2612,294,997,565,788,5253,1276,88,343,730,225,2669,363,17,75,823,70,1348,26593,2193,5661,2585,34909,71946
21304,15,4,0,0,6464,6478,157,5,5,5,6223,6400,5578,225,246,9,8812,14871,11481,576,757,24,3703,16531,8472,684,1270,63,2078,12580,5796,454,1118,160,838,8373,4424,321,741,327,276,6094,1845,93,268,328,84,2624,308,7,34,210,15,578,38063,2378,4447,1130,28496,74520,9,0,4,0,6272,6279,319,26,6,0,5470,5812,7782,394,343,24,7189,15734,11304,837,1129,100,3194,16560,7789,844,1824,233,1833,12518,5423,558,1658,581,668,8885,3861,307,1141,1207,193,6712,1112,80,342,1200,52,2792,167,9,74,718,24,988,37761,3056,6511,4062,24889,76287,22,4,3,6,12732,12758,473,27,14,7,11693,12207,13351,626,590,38,15997,30609,22780,1410,1884,122,6896,33096,16264,1525,3096,299,3913,25099,11219,1020,2778,740,1506,17257,8286,627,1881,1530,477,12804,2958,173,615,1535,137,5409,471,19,108,927,46,1565,75827,5427,10963,5201,53388,150806
21305,11,0,8,0,8430,8452,290,19,0,4,9695,10004,10621,360,344,35,13886,25242,23313,794,1100,46,4684,29935,11414,799,1453,90,2476,16235,7473,579,1501,158,1174,10887,5166,319,801,361,434,7075,2073,86,251,393,97,2893,363,12,28,249,15,677,60723,2978,5484,1332,40889,111404,17,0,0,4,7729,7757,812,41,24,0,7574,8463,15880,564,556,41,9968,27010,21146,1088,1537,142,3980,27894,9903,982,2179,353,2224,15635,7015,654,2082,946,898,11592,4312,330,1176,1506,291,7610,1331,71,387,1405,85,3280,193,0,49,960,20,1223,60606,3750,7983,5350,32774,110460,29,0,8,4,16167,16203,1102,63,32,3,17271,18465,26499,925,898,72,23854,52248,44458,1888,2639,186,8664,57834,21312,1781,3635,436,4702,31868,14483,1238,3577,1103,2074,22475,9478,652,1973,1867,719,14687,3402,158,637,1797,179,6174,561,18,82,1211,35,1904,121329,6722,13475,6684,73662,221868
21401,0,0,0,0,4127,4132,37,3,3,0,3851,3893,2204,119,94,4,6883,9306,5016,360,545,18,3617,9551,4958,582,1193,58,2529,9322,4570,505,1553,144,1410,8179,3821,299,1105,294,537,6062,2142,124,431,405,164,3272,552,19,86,413,33,1106,23309,2011,5009,1337,23153,54823,3,0,4,0,3686,3696,90,6,0,0,3763,3863,3042,185,181,16,6348,9767,5459,529,823,66,3271,10147,4912,707,1731,158,2155,9666,4498,567,2166,436,1087,8752,3452,300,1754,935,415,6858,1642,109,722,1378,113,3965,331,12,171,1333,56,1913,23424,2428,7551,4323,20885,58620,4,0,0,0,7818,7827,121,12,4,4,7613,7760,5246,307,278,21,13232,19076,10475,890,1367,85,6881,19695,9874,1291,2923,219,4683,18983,9076,1070,3715,584,2491,16928,7272,602,2860,1229,956,12919,3789,238,1154,1781,277,7236,886,36,258,1744,94,3017,46736,4438,12558,5663,44048,113444
21402,0,0,0,0,5019,5022,23,0,0,0,4020,4046,1738,72,77,12,5269,7167,4906,293,423,19,2761,8398,6429,578,1223,59,2384,10675,7021,562,1749,167,1466,10959,8130,427,1591,452,706,11310,5420,194,756,797,207,7383,1551,52,147,748,54,2561,35217,2187,5972,2244,21890,67516,0,0,0,0,4586,4592,44,5,3,0,3535,3595,2341,146,145,17,4746,7390,5578,432,692,58,2680,9433,6852,716,1915,157,2294,11941,7329,593,2529,516,1278,12245,7917,407,2411,1461,610,12807,4324,167,1162,2564,238,8453,817,26,201,2340,88,3467,35199,2497,9054,7110,20056,73922,3,0,0,0,9608,9616,67,6,3,0,7560,7640,4079,224,216,20,10014,14555,10483,722,1115,78,5440,17834,13279,1297,3141,219,4672,22616,14348,1152,4283,677,2747,23203,16043,836,3999,1918,1314,24115,9744,363,1918,3355,452,15833,2366,81,348,3086,147,6029,70415,4682,15029,9361,41946,141435
21501,0,0,0,5,1644,1645,42,4,0,5,1465,1510,995,75,37,0,2432,3541,1667,149,174,5,1135,3134,1948,178,405,36,986,3547,2782,242,722,81,823,4646,2627,204,632,211,464,4137,1542,71,214,276,165,2270,447,12,26,295,54,836,12048,933,2206,911,9165,25265,0,0,0,0,1483,1485,46,9,0,0,1293,1348,1192,89,72,6,2000,3353,1704,179,213,18,951,3066,2144,221,555,73,750,3731,2733,213,776,248,483,4451,2420,147,583,583,212,3942,1229,42,202,982,88,2542,244,0,33,961,41,1287,11707,902,2423,2878,7293,25200,0,0,0,5,3121,3127,85,12,0,4,2754,2859,2182,165,106,8,4435,6896,3372,322,385,28,2089,6198,4088,400,959,103,1727,7280,5509,456,1494,331,1307,9097,5047,351,1215,792,673,8082,2773,111,412,1263,250,4811,692,12,58,1258,95,2123,23754,1836,4630,3786,16458,50466
21502,0,0,0,0,1680,1680,35,6,0,0,1611,1650,1093,40,56,3,2575,3774,1783,162,174,5,1106,3238,1938,214,388,35,861,3438,2157,226,612,81,540,3618,1991,139,469,139,281,3016,1136,54,206,191,92,1677,314,6,24,200,26,568,10451,847,1935,658,8769,22661,0,0,0,0,1592,1600,84,5,0,0,1438,1526,1335,109,77,7,2323,3851,1910,227,251,20,1084,3481,2025,285,572,81,680,3636,2183,212,746,222,392,3765,1872,116,527,468,132,3121,812,27,184,767,43,1834,154,7,42,736,16,956,10382,986,2391,2298,7701,23768,0,0,0,0,3279,3279,116,5,0,0,3049,3176,2437,148,133,17,4894,7619,3688,395,425,30,2183,6720,3963,500,956,110,1537,7076,4337,442,1356,310,931,7383,3865,251,997,610,416,6137,1948,79,384,960,137,3505,477,11,68,931,42,1526,20832,1832,4323,2962,16472,46427
21503,0,0,0,0,1057,1058,32,4,0,0,948,985,694,36,27,3,1485,2251,1249,87,105,10,639,2090,1269,130,253,19,541,2209,1710,153,432,56,488,2841,1670,140,404,114,256,2587,953,38,153,177,80,1396,262,8,17,182,27,493,7838,595,1397,548,5530,15907,0,0,0,0,876,878,52,8,0,0,813,876,875,57,35,14,1278,2252,1229,124,151,7,573,2084,1341,135,280,44,416,2219,1732,137,436,150,285,2734,1489,77,322,348,121,2356,738,27,122,625,30,1540,136,9,24,618,15,797,7588,572,1366,1806,4410,15746,0,6,0,0,1930,1935,86,12,0,0,1764,1862,1573,94,59,19,2759,4503,2476,213,252,14,1216,4175,2610,263,536,60,961,4431,3441,287,871,200,779,5575,3162,218,726,458,376,4945,1686,64,273,803,114,2936,404,14,38,796,43,1297,15429,1170,2756,2352,9938,31652
21601,0,0,0,0,1191,1196,17,0,0,0,927,950,493,30,17,0,1362,1905,1007,97,115,0,629,1848,1350,149,285,14,597,2397,1759,146,451,40,430,2833,1682,129,419,143,221,2597,1052,59,164,218,88,1579,263,6,43,190,18,507,7625,615,1493,612,5464,15809,0,0,0,0,1029,1034,30,4,0,0,901,935,641,60,35,4,1270,2012,1168,139,158,15,579,2059,1472,190,394,34,455,2544,1800,148,511,165,273,2900,1544,107,434,371,107,2564,842,29,170,550,45,1629,146,8,34,570,14,765,7646,693,1726,1703,4674,16442,4,0,0,0,2223,2226,46,6,0,0,1827,1881,1133,96,56,4,2628,3910,2175,242,265,15,1214,3906,2822,336,673,52,1054,4947,3559,300,960,212,705,5730,3229,237,858,510,323,5159,1891,85,327,763,134,3205,410,10,72,753,29,1276,15262,1309,3217,2311,10135,32243
21602,0,0,0,0,867,867,20,0,0,0,656,677,384,28,20,0,1074,1508,802,82,108,3,491,1490,960,103,185,15,544,1812,1274,138,353,57,357,2173,1514,123,360,122,159,2274,946,45,169,170,70,1393,233,10,34,138,23,441,6143,533,1222,505,4232,12635,0,0,0,0,776,777,31,0,0,0,589,625,521,44,35,0,947,1549,852,81,109,11,491,1548,1068,135,259,41,347,1852,1393,137,396,119,186,2230,1476,85,378,288,73,2302,660,20,146,482,31,1342,137,0,16,442,16,614,6141,507,1346,1382,3468,12834,0,0,0,0,1644,1644,51,3,3,0,1248,1307,903,71,56,0,2024,3055,1658,165,216,19,984,3039,2033,240,447,55,892,3661,2666,269,752,170,546,4402,2997,205,736,407,231,4581,1606,66,308,652,96,2735,371,10,52,581,33,1050,12284,1033,2573,1888,7695,25470
21603,3,0,0,0,2174,2180,56,0,3,3,1892,1957,1353,92,61,6,2821,4341,2377,154,207,7,1207,3954,2470,262,509,43,981,4276,2543,265,648,89,604,4146,2392,150,523,160,286,3505,1405,67,205,258,105,2036,378,14,32,204,22,645,12982,1000,2193,769,10096,27035,6,0,0,0,1923,1931,125,6,5,5,1724,1876,1727,116,83,11,2589,4536,2432,267,304,40,1144,4197,2470,271,675,93,723,4228,2499,291,822,240,481,4328,2203,132,621,532,190,3683,1094,34,232,796,55,2213,181,0,61,737,25,1001,12731,1128,2814,2458,8860,27985,10,0,0,4,4098,4109,182,11,10,11,3621,3830,3078,210,149,21,5411,8876,4811,424,515,47,2352,8147,4936,530,1189,132,1699,8499,5044,556,1465,324,1079,8472,4597,283,1141,689,477,7190,2499,96,436,1059,163,4253,556,17,89,940,47,1648,25710,2131,5005,3230,18952,55021
21701,0,0,0,0,1078,1083,10,0,0,0,852,863,450,27,14,0,1269,1765,903,66,101,7,709,1785,1281,131,245,19,599,2275,1692,143,439,53,500,2821,1833,130,420,131,231,2748,907,32,182,187,84,1389,236,8,25,142,23,429,7318,533,1431,538,5353,15173,0,0,0,0,973,976,34,0,0,0,717,753,579,38,39,3,1104,1766,1109,109,140,12,609,1966,1367,156,353,63,469,2405,1797,136,522,156,306,2916,1623,84,433,384,140,2664,697,28,142,592,46,1498,119,6,28,584,11,751,7324,564,1648,1786,4381,15704,0,0,0,5,2053,2057,43,0,0,0,1573,1622,1029,64,58,4,2379,3532,2009,176,236,15,1320,3756,2651,290,592,77,1070,4688,3487,280,960,203,802,5738,3460,214,854,510,369,5411,1596,59,325,778,131,2898,361,10,48,723,37,1184,14638,1095,3077,2328,9728,30877
21703,0,0,0,0,1143,1150,11,0,0,0,945,960,505,24,18,3,1568,2120,1070,83,115,5,732,2003,1319,109,288,19,663,2397,1663,160,434,50,557,2866,1713,114,403,107,282,2629,959,31,159,177,99,1416,253,3,20,148,26,450,7492,519,1443,520,6015,15994,0,0,0,0,994,993,20,3,0,0,784,807,639,50,30,5,1300,2023,1188,106,141,8,618,2053,1385,150,375,40,527,2472,1699,159,537,149,345,2890,1619,91,375,343,171,2599,736,30,139,570,72,1550,113,5,29,549,16,721,7405,578,1633,1662,4828,16111,3,0,0,0,2136,2142,28,3,0,0,1730,1766,1144,73,52,11,2868,4143,2259,182,253,17,1350,4060,2698,260,667,61,1189,4872,3358,312,972,198,904,5753,3337,202,777,459,455,5227,1698,57,298,746,173,2972,374,11,47,692,47,1171,14898,1098,3075,2184,10845,32101
21704,0,0,0,0,1587,1589,20,0,0,0,1255,1280,873,55,33,8,2103,3060,1659,113,154,13,1007,2937,1917,175,356,16,772,3226,2162,159,435,69,539,3366,2215,125,411,126,264,3147,1121,49,146,174,83,1575,306,8,15,183,22,530,10266,678,1556,582,7626,20705,0,0,0,0,1571,1569,32,4,0,0,1243,1278,1085,84,63,6,1936,3171,1781,154,239,12,984,3170,2041,207,501,53,686,3491,2274,199,683,180,490,3829,2047,105,519,436,192,3295,889,28,196,682,63,1857,157,8,44,683,28,915,10298,786,2254,2054,7196,22580,0,0,0,0,3155,3156,54,3,3,3,2496,2560,1953,134,98,10,4042,6237,3438,262,396,24,1990,6106,3954,382,856,64,1449,6714,4436,356,1124,248,1032,7198,4265,236,930,559,457,6448,2004,76,345,861,149,3430,461,10,61,861,46,1445,20564,1461,3808,2640,14819,43291
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,3,5,3,0,0,10,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,7,5,3,0,0,14,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,6,0,8,38
29999,0,0,0,0,234,234,9,0,0,0,337,345,92,35,27,0,783,939,241,98,84,0,575,1008,195,137,156,4,417,912,215,82,166,14,164,644,169,51,115,20,38,392,39,7,28,14,8,90,9,0,4,4,0,15,963,416,581,56,2551,4576,0,0,0,0,231,229,13,0,0,0,304,321,119,58,20,7,682,878,166,60,79,16,412,730,103,65,116,14,185,479,157,39,119,32,79,429,96,13,66,13,28,224,19,6,11,17,6,58,5,4,0,10,0,19,676,246,425,103,1924,3373,0,0,0,0,461,459,18,0,0,3,641,671,207,93,52,7,1467,1819,409,162,165,11,992,1736,300,203,272,18,600,1393,371,123,283,49,243,1074,269,66,180,36,62,613,59,8,45,33,12,152,9,4,7,13,0,29,1642,658,1005,165,4474,7946
