SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED23806,0,10,68,160,64,38,26,5,3,386,0,0,4,3,0,0,9,4,0,17,0,0,0,21,0,4,3,0,0,29,0,38,53,414,121,93,84,70,40,911,30,82,133,347,121,104,106,84,50,1051,1314,3325,4653,9992,4449,3775,3176,1983,962,33623,0,0,0,5,0,0,0,0,0,9,2436,5658,7228,11037,5421,4764,3702,2193,915,43358,0,4,13,55,0,0,3,0,0,72,0,0,0,14,4,3,4,0,0,30,0,3,5,57,4,4,0,0,0,72,0,3,20,15,8,0,4,0,0,51,0,11,13,86,48,24,4,0,0,187,0,4,3,26,10,3,0,4,5,53,14,240,394,1333,518,432,231,81,39,3277,0,0,0,10,4,12,4,17,10,68,0,0,4,19,0,10,14,12,9,78,17,171,162,460,310,303,306,215,66,2013,0,0,0,19,16,6,3,6,0,55,0,26,13,91,30,13,8,3,0,185
SED23901,6,14,24,108,77,38,29,10,3,308,0,0,3,10,0,3,3,0,5,23,0,0,3,6,3,4,0,0,0,21,9,56,92,472,201,162,118,102,52,1264,41,119,110,326,134,112,146,101,57,1141,1767,4022,3740,9782,4603,4207,3358,2141,1264,34885,0,0,0,9,0,3,4,0,0,21,3397,7052,6267,11873,6063,5259,3757,2068,1075,46800,0,3,3,26,0,0,5,0,0,48,0,0,3,13,3,24,4,11,3,60,0,0,5,37,9,3,0,0,0,56,0,0,0,20,9,3,6,0,0,33,3,13,7,70,26,15,8,8,0,153,0,4,5,25,7,7,4,0,0,50,7,103,180,1002,339,391,219,63,29,2337,0,0,0,7,26,44,50,50,17,203,0,0,12,25,9,10,38,26,3,119,15,85,110,432,285,299,256,215,95,1788,0,0,5,22,10,8,10,3,0,56,0,3,10,36,20,7,11,0,3,94
SED24006,0,13,55,132,146,135,58,14,7,557,0,0,0,3,0,5,0,4,3,15,0,0,0,9,3,6,0,0,0,18,3,39,44,232,128,97,111,82,60,804,16,90,99,194,143,103,96,98,86,914,1141,3969,4531,7337,5084,4406,3284,2126,1263,33144,0,0,3,5,0,0,0,0,0,6,2173,6290,7098,7150,5017,4671,3169,1969,1112,38651,0,3,0,21,6,3,0,0,0,37,0,0,0,16,0,5,3,0,0,21,0,8,0,26,14,5,6,0,0,62,0,0,0,6,5,12,3,0,0,30,3,20,12,42,21,21,15,14,0,136,0,0,0,20,3,5,6,0,3,37,44,674,912,2236,1331,1019,530,197,97,7035,0,0,0,6,10,16,12,23,9,79,0,11,15,25,22,23,32,21,9,148,12,117,157,264,234,291,223,180,63,1540,0,0,5,19,9,27,11,3,0,71,0,8,8,20,17,15,8,5,3,81
SED24105,12,95,249,1450,1062,939,469,130,76,4480,0,0,0,4,0,0,0,4,0,9,0,0,5,16,5,0,0,0,0,24,13,45,92,417,253,241,183,144,77,1465,83,141,129,383,130,123,130,91,45,1253,2111,4485,4784,11083,5006,4209,3566,2009,903,38146,3,22,40,200,39,19,11,0,0,343,3926,7581,6194,6563,2764,2066,2053,1209,454,32805,0,14,17,89,34,21,10,5,0,182,0,0,7,127,70,136,63,29,13,445,0,4,0,11,5,8,0,0,0,20,27,204,755,2613,1200,894,575,209,52,6536,0,6,7,23,9,6,3,0,0,50,0,4,0,32,42,38,63,38,3,224,5,106,186,1139,428,376,237,86,59,2637,0,0,0,31,24,31,65,55,13,211,0,4,16,15,5,21,31,28,17,134,3,43,57,137,137,195,221,220,70,1084,0,0,11,89,47,50,30,11,4,242,0,0,0,21,0,11,3,3,5,52
SED24207,14,84,233,2002,1238,773,388,114,70,4917,0,0,0,4,0,0,6,0,0,4,0,0,7,29,18,7,0,0,0,59,15,110,268,1251,660,526,388,189,40,3462,158,352,264,798,271,205,147,87,22,2309,3546,7602,6107,16544,6472,4624,3561,1402,436,50294,0,35,66,185,45,35,8,0,0,377,6694,12475,8164,12323,4316,2304,1401,436,157,48266,0,6,13,147,33,19,17,3,0,232,0,0,20,296,158,187,88,26,4,783,0,0,3,8,16,3,0,6,0,36,0,0,0,28,27,18,28,0,3,105,0,3,12,26,6,3,0,0,0,52,0,7,11,93,96,109,119,44,11,482,0,16,69,453,184,143,115,49,15,1047,0,0,5,86,62,140,131,100,26,558,8,45,85,176,78,58,82,38,6,570,8,41,71,152,127,127,126,92,21,769,0,13,33,189,115,76,44,19,0,492,0,0,3,14,6,3,5,0,0,46
SED24308,0,8,11,61,40,30,10,6,0,167,0,0,0,3,3,9,5,3,4,27,0,0,4,6,4,0,0,0,0,17,6,54,78,226,130,173,192,192,93,1147,97,258,250,616,282,196,221,156,60,2136,1967,4167,4257,9632,4507,4138,3673,2118,992,35453,0,37,111,259,80,29,9,3,0,536,3732,7094,6919,13889,6616,5557,4066,1800,726,50404,0,4,4,31,4,0,0,0,0,44,0,0,5,94,45,98,58,46,9,353,0,0,3,20,0,0,0,0,0,22,0,0,0,13,7,11,8,3,0,42,4,9,3,30,15,10,8,0,0,75,0,0,0,6,5,7,0,3,0,20,0,31,24,98,39,34,47,29,4,313,0,4,3,71,79,174,257,277,113,992,5,6,7,12,4,7,3,0,0,49,5,43,57,195,210,439,409,283,104,1744,0,0,8,23,6,4,4,0,0,42,0,6,4,13,6,3,0,0,4,39
SED24408,0,0,0,11,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,9,0,4,0,9,0,7,0,0,0,25,0,10,0,55,26,38,31,19,6,177,62,159,199,371,265,298,293,263,149,2053,1558,3230,2783,6193,3652,4407,3894,2507,1281,29495,0,0,0,3,0,0,0,0,0,6,2933,6204,5259,10050,5988,7456,6501,3738,1681,49803,0,4,4,14,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,11,0,0,0,6,3,0,0,0,0,11,0,0,3,16,8,11,3,5,0,49,0,0,0,7,0,0,0,0,0,10,0,0,0,25,15,11,0,0,0,59,0,0,0,0,0,0,4,0,6,11,0,0,0,0,0,3,0,0,0,5,3,22,19,96,102,248,287,196,57,1026,0,0,0,6,8,8,0,0,0,15,0,0,0,9,6,0,0,3,0,17
SED24504,0,0,3,21,4,0,0,0,0,29,0,0,0,7,14,10,16,5,4,43,0,0,0,6,3,8,0,0,0,18,5,11,17,89,94,74,89,58,23,458,52,188,168,372,310,285,289,152,64,1896,1651,4267,3049,7122,5180,4843,4195,1947,715,32966,0,0,0,0,0,0,0,0,0,0,3199,8068,5790,11077,7818,7137,5847,2665,813,52411,0,0,0,0,5,0,3,0,0,7,0,0,0,8,5,3,0,0,0,19,0,0,0,18,0,4,0,0,0,23,0,5,3,7,0,0,0,0,0,18,0,0,8,50,29,20,31,8,0,146,0,0,0,11,8,7,8,4,0,32,0,8,7,44,19,21,9,12,0,115,0,0,0,3,13,30,34,20,3,107,0,0,4,4,0,5,20,5,0,36,7,73,86,360,502,697,628,400,88,2846,0,0,0,3,5,4,7,5,0,17,0,6,5,31,12,11,17,5,0,78
SED24606,0,0,19,69,45,29,22,4,0,196,0,0,0,5,3,0,3,5,4,21,0,0,0,8,3,3,3,0,0,30,7,21,58,386,143,117,135,98,65,1038,33,95,117,316,127,109,132,101,93,1114,1230,2988,4063,8657,4341,3689,3297,2223,1177,31665,0,0,6,14,0,7,0,0,0,28,2355,5196,6110,9662,5639,4559,3702,2365,1050,40647,0,5,11,30,7,3,3,0,0,57,0,0,0,24,6,11,9,0,3,50,0,4,7,55,14,9,5,0,0,95,0,0,3,17,10,0,3,0,0,36,3,16,15,60,37,24,11,8,0,174,0,0,0,20,9,9,4,5,0,51,13,150,398,1038,359,346,157,64,38,2559,0,0,0,15,4,26,10,15,8,76,0,5,4,16,5,17,18,28,14,103,16,115,137,406,283,323,250,204,81,1819,0,0,0,23,4,11,0,7,0,40,0,9,13,68,20,7,22,9,7,162
SED24703,0,23,482,549,188,139,86,24,13,1519,0,0,3,20,6,9,8,0,6,51,0,0,21,28,3,6,0,0,0,59,20,81,533,2130,298,210,153,79,31,3532,122,195,1008,2248,367,273,208,72,42,4526,1753,2501,15131,30149,4818,3841,2763,1272,535,62763,5,4,16,41,4,0,0,0,0,68,2934,3564,10233,19729,4657,3840,2757,1282,367,49369,0,0,72,149,6,0,0,0,0,236,0,0,3,41,17,13,11,3,0,79,0,9,44,437,24,4,6,0,0,527,0,0,87,67,14,5,5,0,0,180,12,15,43,238,41,33,10,6,0,404,0,0,9,226,20,18,18,10,0,306,20,141,5559,6747,654,557,300,145,80,14200,0,0,0,28,11,25,23,12,14,116,3,9,25,74,10,19,37,9,3,189,21,64,379,1113,350,342,276,121,28,2698,0,0,22,82,19,10,9,3,0,145,0,9,47,320,41,24,18,10,5,470
SED24808,0,9,10,215,62,26,18,0,6,342,0,0,3,6,4,8,8,8,0,37,0,0,6,40,8,7,0,0,0,65,17,131,284,832,348,257,176,105,37,2188,186,517,362,941,329,252,211,134,50,2984,3993,7648,5677,15579,5657,4702,4033,1735,661,49684,0,10,13,51,9,3,0,0,0,91,7535,12680,8229,16950,7123,5544,4442,1700,562,64756,0,56,30,315,52,12,9,0,0,479,0,0,8,76,32,49,18,7,0,185,0,0,0,24,5,3,0,0,0,34,0,0,0,20,10,3,0,0,0,38,0,3,0,37,10,22,3,0,0,75,0,0,9,44,36,31,33,12,0,170,0,6,16,123,59,53,29,5,4,299,0,0,3,30,24,57,62,40,10,226,0,8,45,30,21,18,39,13,5,185,4,22,59,227,287,560,529,336,121,2142,6,13,24,161,67,36,5,0,0,311,0,0,0,15,3,15,10,4,0,46
SED24904,0,15,16,117,31,68,32,3,0,283,0,0,0,4,0,3,0,6,0,17,0,0,0,5,4,0,5,0,0,18,3,36,26,159,83,68,56,31,21,477,101,327,270,687,320,372,319,196,149,2736,1854,4103,3508,8468,4183,4471,3680,2139,1151,33565,0,20,71,105,38,36,10,3,0,288,3501,7302,6051,11294,6270,6925,5684,3003,1283,51310,0,0,3,19,3,0,0,0,0,29,0,0,0,5,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,6,9,42,17,20,11,7,0,112,3,0,7,16,5,7,4,0,0,38,0,0,0,15,0,0,0,0,0,16,0,4,27,142,42,24,13,8,0,258,0,0,0,0,6,10,20,25,18,80,0,0,0,10,4,0,0,4,0,28,0,14,15,107,100,179,192,123,50,785,0,3,11,42,26,11,12,4,0,116,0,0,5,19,0,5,5,4,0,36
SED25003,3,11,14,164,96,55,43,10,0,398,0,0,0,0,0,4,3,0,0,8,0,0,9,29,9,0,0,0,0,55,12,79,123,485,202,238,162,64,24,1391,59,166,111,375,147,139,143,167,174,1491,2144,4521,4383,10501,5030,4546,2865,1383,739,36114,0,4,13,36,9,9,7,0,0,71,4126,7983,7108,11113,5708,4287,2025,778,307,43441,0,12,7,103,23,9,0,0,0,156,0,0,0,45,29,39,25,11,4,152,0,0,0,16,3,4,0,0,0,26,0,0,8,36,14,29,4,0,0,98,0,4,3,22,17,6,3,0,0,55,0,4,0,14,28,14,16,5,0,84,0,25,55,663,118,165,109,28,16,1178,0,0,0,14,27,59,48,31,10,191,0,11,23,82,49,67,85,29,12,359,0,38,43,134,109,178,144,73,27,740,0,0,10,81,50,52,30,17,4,235,0,0,0,8,4,12,4,7,0,36
SED25102,0,3,0,30,12,3,0,0,0,45,0,0,0,0,7,12,9,0,3,24,0,0,0,10,7,9,0,0,0,26,4,19,16,130,94,105,82,49,17,519,35,70,80,210,99,131,104,52,36,823,1545,3679,3236,7235,4389,4074,3176,1431,554,29305,0,0,0,0,0,0,0,0,0,3,3182,7226,6125,11465,6678,5781,4205,1620,444,46728,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,3,3,3,0,16,0,0,0,8,3,0,0,0,0,17,0,0,0,8,4,0,0,0,0,16,0,4,7,47,32,16,12,9,0,127,0,0,0,13,13,8,4,8,0,37,0,9,29,115,46,52,20,9,3,278,0,0,3,8,10,13,15,6,5,53,0,0,0,0,4,9,6,0,0,21,11,71,124,390,544,786,719,401,128,3170,0,0,0,5,4,14,3,0,0,29,0,6,0,41,13,13,5,4,0,80
SED25205,0,3,11,60,38,27,9,3,0,153,0,3,0,15,5,3,5,4,4,43,0,0,0,10,3,4,0,0,0,19,4,35,54,357,228,196,150,101,53,1180,40,100,72,245,131,112,103,99,68,978,1804,4152,3597,8715,5317,4255,3197,2080,1104,34226,0,0,0,10,3,0,0,0,0,13,3538,7657,6234,11407,6988,5247,3518,1986,989,47566,0,0,0,11,0,4,3,0,0,22,0,0,5,37,20,23,0,0,0,93,0,9,7,53,12,3,6,0,0,92,0,0,5,36,29,30,15,0,3,113,0,15,8,77,31,23,12,6,0,169,0,3,0,19,23,11,19,0,0,70,3,53,94,456,153,175,85,40,11,1078,0,0,5,22,11,33,33,22,10,136,0,0,6,12,7,31,41,29,8,122,7,189,209,700,622,494,402,318,130,3065,0,0,7,28,22,34,9,6,0,108,3,5,4,55,22,15,15,4,0,121
SED25302,0,0,6,10,4,9,4,0,0,32,0,3,5,10,19,12,20,11,0,78,0,0,3,5,3,3,0,3,0,23,3,27,13,141,111,106,116,103,35,658,41,126,105,215,171,136,206,201,173,1363,1446,4247,3460,6010,5164,4349,4685,3370,1497,34221,0,0,0,7,0,7,0,0,0,9,2818,7862,6050,8837,6898,5758,5561,3746,1420,48951,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,3,23,0,5,0,19,5,5,6,0,5,38,0,0,0,4,0,0,0,0,0,9,6,13,8,40,36,27,23,8,6,170,0,0,0,9,8,15,10,3,0,56,0,18,53,53,49,38,17,11,4,236,0,0,0,5,5,33,22,17,8,95,0,0,0,7,3,13,30,19,7,79,12,268,441,629,1048,1043,1019,958,418,5838,0,0,0,10,10,13,0,0,4,37,0,0,0,27,15,5,12,10,3,76
SED25402,0,5,0,22,10,5,5,0,0,48,0,3,0,3,0,3,10,0,3,22,0,0,0,9,4,0,0,0,0,20,3,21,38,104,41,67,75,63,31,444,120,300,287,663,292,351,291,193,135,2631,1934,4022,3852,8617,4239,4894,4046,2277,1049,34916,0,0,0,5,0,0,0,0,0,4,3579,7517,6730,13576,6695,7335,5528,2614,922,54492,0,3,0,29,6,4,0,0,0,41,0,0,0,0,6,7,9,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,9,0,6,5,17,14,21,7,6,0,79,0,0,0,3,10,8,8,6,0,33,0,9,14,78,37,30,8,12,4,187,0,0,0,7,3,16,20,14,4,69,0,0,0,4,0,3,4,0,4,20,3,32,17,121,148,379,516,390,148,1759,0,0,0,29,4,3,0,0,0,43,0,0,0,0,5,8,0,9,0,29
SED25501,0,10,27,148,156,120,93,18,6,576,0,0,0,0,0,3,0,4,0,13,0,0,0,3,3,0,4,0,0,20,5,71,87,194,130,124,96,120,58,877,39,121,138,299,130,118,86,95,77,1098,1282,4084,4143,8461,4590,3909,3083,2512,1264,33325,0,0,0,18,16,9,6,8,0,58,2346,5699,4781,4330,2760,2607,2027,2133,1178,27862,0,36,31,83,42,13,13,6,0,214,0,0,0,7,6,8,3,5,4,27,0,3,4,26,3,9,0,0,0,45,0,6,16,52,72,47,17,5,0,223,0,15,11,22,19,13,10,7,0,88,0,0,3,8,10,3,5,0,0,38,57,732,1168,4201,1752,1396,853,317,122,10606,0,0,0,11,8,17,6,26,19,80,0,23,9,43,12,20,27,41,16,202,7,73,109,155,152,201,193,210,116,1212,0,0,0,38,25,23,13,9,3,109,0,0,4,23,8,3,5,3,3,52
SED25605,3,34,107,535,356,290,194,52,23,1592,0,0,0,0,0,0,5,3,3,16,0,0,3,7,0,0,0,0,0,9,5,43,85,322,206,233,255,183,101,1437,43,111,116,325,124,115,143,172,167,1314,1515,3415,3381,8375,4049,3612,3648,2529,1368,31895,0,15,21,121,42,25,10,6,6,248,2862,5618,4587,5810,3208,2212,2056,1640,750,28746,3,15,16,112,25,19,8,0,0,201,0,4,6,90,55,84,58,43,3,338,0,0,3,13,8,3,0,0,0,27,0,14,65,226,161,122,86,52,9,734,0,4,4,21,8,8,6,3,0,48,0,0,3,21,27,18,43,37,13,161,14,200,333,1787,708,651,429,141,80,4355,0,0,0,27,22,64,107,88,33,333,0,15,11,41,20,52,89,70,23,308,0,28,44,97,88,163,194,203,104,928,0,5,7,36,35,25,15,9,0,126,0,0,3,12,9,5,10,0,0,44
SED25704,0,12,8,60,9,8,0,0,0,104,0,0,0,0,4,0,0,0,0,4,0,0,0,5,9,4,0,0,0,23,5,7,4,56,35,24,29,20,6,180,101,257,202,527,299,346,337,282,175,2526,1704,3891,3273,7047,4039,4694,4180,2698,1328,32861,0,3,6,21,22,11,11,0,0,66,3146,7100,6059,10812,6558,7845,6901,4119,1740,54273,0,0,0,13,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,3,6,3,0,0,0,0,10,0,0,4,15,5,5,5,0,0,35,0,0,0,4,0,0,0,0,0,6,0,9,12,83,15,18,7,0,0,156,0,0,0,3,0,3,0,6,0,9,0,3,4,6,0,0,0,0,3,22,4,4,21,62,83,216,234,220,60,905,0,0,3,14,6,6,6,0,0,37,0,0,0,14,4,5,3,6,0,32
SED25802,0,3,6,37,11,0,3,0,0,56,0,0,0,8,5,5,11,8,0,39,0,3,4,14,6,4,0,0,0,33,4,18,18,129,61,80,92,67,25,488,104,292,198,599,320,374,335,244,119,2581,2223,4787,4080,9382,4934,5402,4852,2690,1065,39422,0,0,0,4,0,0,0,0,0,5,4278,9034,7457,14828,7614,8065,6814,3426,1181,62698,0,0,0,4,0,0,0,0,0,3,0,0,0,9,9,6,12,9,0,39,0,0,0,10,0,0,3,0,0,15,0,4,0,7,4,3,0,0,0,26,3,0,0,35,11,15,13,3,0,89,0,0,0,7,7,7,3,0,0,26,0,17,10,80,31,35,13,4,0,181,0,0,0,3,7,18,21,25,6,77,0,0,5,11,0,0,8,4,0,24,0,44,76,256,324,592,671,486,141,2591,0,0,5,20,15,7,3,0,0,47,0,0,0,10,3,0,6,4,0,27
SED25905,0,7,9,93,57,49,29,3,4,252,0,0,0,4,0,0,8,3,0,20,0,0,0,11,0,4,6,0,0,19,8,52,106,476,436,458,329,157,80,2106,94,209,196,493,202,172,123,80,52,1625,2021,4167,4248,9312,4583,4559,2993,1504,822,34213,23,222,481,1348,497,235,101,42,7,2956,3809,7070,6323,8643,3879,3393,1908,824,426,36271,0,10,13,51,25,14,10,0,0,120,0,3,11,118,70,71,39,26,3,342,0,0,0,11,5,0,0,0,0,18,0,6,19,91,69,70,53,7,5,310,0,5,0,22,7,4,4,3,0,48,0,0,0,42,63,76,68,31,9,291,7,52,65,683,239,345,188,72,22,1670,0,0,3,81,47,135,119,89,33,509,4,13,33,73,45,78,62,47,30,382,5,18,50,144,202,370,310,247,106,1452,0,4,22,134,108,127,48,18,3,472,0,0,5,29,10,10,6,4,6,72
SED26005,6,8,23,170,79,48,21,5,3,359,0,0,0,0,4,12,4,6,0,26,0,3,6,20,13,5,4,0,0,58,6,55,147,549,411,343,211,96,34,1851,105,268,222,530,217,160,104,58,13,1681,2685,6679,6285,12407,6333,4517,2618,1153,367,43046,28,419,935,2246,650,310,127,35,11,4755,5207,10950,8447,9019,5269,3348,1729,743,192,44909,0,10,7,116,38,20,10,6,0,201,0,0,8,129,55,79,44,13,0,326,0,0,3,3,7,8,4,0,0,20,0,19,47,339,157,131,55,22,4,780,0,15,12,18,15,6,0,0,0,80,0,0,5,52,94,77,52,21,6,311,12,71,111,845,314,252,143,46,11,1800,0,0,0,50,49,65,55,34,5,255,0,18,42,94,69,42,55,22,0,339,4,71,113,209,381,426,280,160,52,1682,0,11,31,187,142,121,53,29,3,587,0,0,0,7,12,6,8,0,0,37
SED26102,0,3,0,13,3,0,0,0,0,26,0,0,0,4,3,3,9,6,0,35,0,0,3,4,5,4,6,0,0,14,0,12,6,101,59,82,134,61,46,502,80,225,222,494,350,434,446,342,158,2750,1321,3176,2746,6206,4343,5418,5920,3757,1509,34406,0,0,0,6,0,0,0,0,0,4,2592,5843,4890,9466,6511,7414,7918,4626,1703,50959,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,8,0,0,0,8,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,5,0,10,8,47,21,21,36,11,0,157,0,0,0,9,10,11,8,5,0,35,0,6,4,26,25,19,16,9,4,111,0,0,0,3,7,21,56,50,19,161,0,0,0,6,0,9,53,30,9,101,11,65,117,307,409,724,877,692,246,3456,0,0,0,9,0,3,3,3,0,22,0,3,6,31,6,15,10,7,7,80
SED26207,6,13,19,207,184,185,115,37,43,805,0,0,0,3,3,6,0,0,0,15,0,0,0,9,0,0,0,0,0,9,3,29,33,302,161,160,181,148,79,1082,43,106,71,249,136,100,111,150,70,1036,1517,3511,3263,7728,4416,3847,3503,2675,1253,31722,0,0,0,5,0,0,0,0,0,13,3089,6556,6072,10923,6214,4528,2697,1693,703,42475,0,3,0,21,3,7,0,0,0,35,0,0,0,28,11,20,11,11,7,81,0,3,0,47,0,3,5,0,0,59,0,0,0,5,5,9,5,0,0,32,6,8,8,34,19,15,3,5,0,93,0,4,6,17,44,28,37,30,0,159,0,11,37,246,132,135,85,31,23,705,0,0,0,24,31,94,148,186,58,540,0,9,8,61,27,52,67,69,23,316,3,28,46,158,150,186,159,147,44,916,0,0,4,25,9,13,9,5,3,75,0,0,3,14,7,7,13,0,3,43
SED26303,0,0,19,99,76,68,43,21,7,342,0,0,0,11,0,0,0,0,0,18,0,0,0,18,3,0,0,0,0,25,9,24,36,467,110,83,80,71,32,906,37,88,100,426,142,118,92,70,35,1104,1649,3333,3431,13060,5106,3705,2459,1605,888,35242,0,0,0,0,3,0,0,0,0,11,3180,6184,5845,17442,7342,4789,2342,721,325,48160,0,0,0,29,0,0,0,0,0,35,0,0,0,29,3,10,9,5,0,53,0,0,4,85,10,3,0,0,0,103,0,0,0,7,7,4,9,3,3,35,4,13,8,156,47,11,12,0,0,254,0,0,0,51,15,13,13,4,0,96,0,29,59,253,85,126,83,29,25,684,0,0,0,9,15,24,31,20,10,110,0,0,4,12,9,14,30,18,4,89,24,118,94,906,434,327,182,86,38,2202,0,0,0,16,12,7,6,5,3,51,0,4,5,106,27,17,6,4,0,172
SED26406,3,13,100,245,94,64,41,16,5,581,0,0,0,6,0,0,6,4,0,15,0,0,12,22,0,3,0,0,0,45,9,48,155,552,208,227,264,176,111,1750,42,99,234,460,125,92,99,77,49,1281,1666,3315,5595,12328,4451,3638,2701,1981,1099,36777,0,0,6,47,5,3,5,0,0,65,3229,5652,6567,10035,5259,3763,2043,1013,606,38168,0,10,48,165,12,13,14,0,0,277,0,0,3,32,7,8,15,0,0,67,0,5,13,70,15,12,0,0,0,115,0,0,23,34,24,13,14,7,3,125,0,0,16,73,34,15,8,0,0,143,0,0,3,37,32,18,17,12,0,120,19,98,1062,2711,420,484,282,72,38,5192,0,0,0,14,5,10,18,34,9,91,0,8,17,44,14,28,34,47,20,207,13,54,89,338,220,214,182,124,56,1286,0,0,6,35,21,14,9,3,3,90,0,7,29,53,42,10,13,3,5,169
