SED_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SED25905,0,3,2092,2100,44,140,2171,2352,1369,743,2389,4502,2699,390,1044,4135,2774,295,850,3917,3027,245,822,4096,2100,95,522,2723,860,26,275,1157,199,4,112,307,13075,1944,10277,25299,0,13,1871,1878,104,200,1803,2106,1919,765,1816,4505,2912,388,933,4230,2959,312,1088,4358,2854,195,1262,4316,1722,65,993,2782,577,21,701,1300,74,0,410,484,13126,1966,10875,25963,0,17,3961,3978,149,341,3972,4457,3292,1513,4204,9006,5610,777,1979,8372,5732,610,1942,8276,5883,447,2078,8411,3823,159,1515,5509,1434,48,973,2455,272,4,519,795,26200,3911,21154,51257
SED26005,0,5,3356,3364,52,148,2963,3160,1688,738,2791,5222,4394,530,1159,6080,4429,432,1000,5856,3316,269,798,4386,1802,94,442,2343,735,27,214,980,132,0,62,197,16542,2252,12790,31583,5,10,3084,3099,170,236,2448,2852,2606,808,1989,5399,4743,498,1157,6397,4332,434,1322,6091,2837,228,1267,4333,1426,68,975,2468,475,16,544,1035,54,0,224,279,16650,2300,13014,31965,0,17,6445,6466,216,377,5417,6017,4299,1544,4780,10626,9138,1026,2314,12478,8762,864,2323,11942,6153,498,2064,8716,3230,166,1416,4810,1211,45,759,2018,180,5,286,472,33188,4549,25802,63544
SED26102,0,5,1428,1429,6,110,1015,1133,550,760,1031,2340,1415,541,734,2690,1851,581,1170,3602,2437,475,1173,4086,3288,343,1134,4766,2093,128,747,2973,564,26,361,952,12212,2968,8789,23971,0,11,1324,1332,18,189,867,1069,745,843,932,2519,1683,542,838,3064,1991,626,1320,3938,2708,475,1524,4710,3168,279,1609,5055,1672,74,1469,3221,279,15,785,1075,12262,3051,10670,25984,0,15,2751,2764,19,300,1886,2203,1299,1602,1963,4861,3102,1084,1570,5759,3844,1208,2486,7536,5143,949,2700,8799,6457,627,2742,9825,3771,201,2221,6194,848,37,1144,2029,24476,6019,19465,49956
SED26207,0,4,1729,1732,12,61,1660,1733,840,702,1749,3291,2510,456,869,3834,2640,346,1027,4009,2273,214,833,3311,2033,73,528,2637,1604,26,379,2015,499,0,248,745,12413,1885,9010,23317,0,10,1652,1661,21,96,1355,1475,1194,767,1387,3347,2688,451,903,4037,2722,296,1223,4244,2283,180,1217,3676,2121,63,1131,3311,1227,18,1195,2440,181,3,767,952,12444,1873,10832,25145,0,9,3379,3392,35,159,3013,3205,2035,1471,3133,6638,5200,902,1768,7874,5364,642,2249,8254,4552,387,2045,6995,4157,134,1663,5952,2839,44,1575,4453,679,4,1013,1701,24862,3761,19840,48465
SED26303,0,9,1445,1455,9,123,1458,1589,743,1879,3035,5656,2243,1344,1487,5075,2429,770,1221,4419,1648,480,1003,3129,1125,159,651,1931,717,38,377,1132,259,4,181,446,9176,4802,10864,24844,0,5,1442,1450,16,178,1525,1718,1049,2148,3454,6649,2404,1266,1813,5487,2434,783,1604,4813,1636,439,1388,3463,1076,159,1035,2273,531,22,870,1420,110,0,536,652,9256,5013,13674,27933,0,8,2887,2903,23,302,2980,3310,1793,4030,6492,12311,4646,2616,3302,10559,4864,1549,2826,9242,3288,919,2389,6591,2193,322,1689,4205,1249,62,1245,2556,372,4,720,1103,18425,9817,24532,52775
SED26406,0,14,1511,1522,25,272,2840,3135,1608,1557,3658,6818,3163,620,1205,4994,2571,343,1133,4046,1968,266,961,3195,1400,109,669,2179,952,25,378,1354,326,5,228,556,12013,3210,12574,27804,0,18,1484,1498,74,406,2404,2881,2181,1582,2760,6520,3106,511,1300,4921,2527,357,1355,4242,1923,211,1318,3444,1325,90,1107,2520,752,16,1004,1771,132,0,584,712,12019,3190,13311,28515,0,24,2998,3022,97,676,5244,6017,3793,3135,6413,13339,6272,1132,2511,9920,5096,700,2490,8287,3889,473,2273,6639,2723,203,1778,4699,1706,42,1381,3123,456,7,806,1270,24032,6403,25888,56323
SED26504,0,15,1547,1561,24,186,871,1085,721,717,1111,2550,1527,500,724,2750,1863,472,947,3286,2245,389,1100,3739,2436,231,948,3611,1486,84,566,2133,356,14,229,596,10655,2617,8043,21313,4,33,1388,1423,47,298,742,1090,964,744,1005,2720,1731,502,808,3043,2035,508,1090,3633,2412,365,1185,3963,2309,168,1244,3713,1116,55,1131,2297,176,3,600,785,10792,2680,9196,22672,4,46,2932,2984,70,486,1616,2174,1688,1469,2119,5269,3259,1001,1535,5790,3897,986,2040,6918,4659,761,2286,7705,4746,401,2186,7331,2606,138,1689,4435,531,19,837,1384,21449,5297,17241,43988
SED26603,0,3,1742,1745,51,166,2369,2589,1888,1725,3470,7087,3681,1043,1499,6217,2730,553,1270,4558,2010,323,1121,3449,1320,101,709,2127,940,22,357,1318,446,0,286,741,13075,3926,12829,29834,0,5,1621,1624,164,240,1945,2349,2524,1811,2810,7141,3736,966,1625,6322,2629,524,1670,4822,1924,237,1537,3700,1247,75,1184,2500,760,21,1093,1876,189,0,875,1066,13176,3879,14358,31407,0,9,3364,3372,221,403,4316,4938,4419,3535,6277,14227,7416,2006,3122,12545,5356,1082,2944,9379,3937,556,2658,7151,2568,173,1891,4628,1701,41,1451,3193,636,0,1161,1806,26246,7804,27186,61242
SED26708,0,11,1797,1814,16,196,1203,1418,826,937,1381,3146,1838,599,762,3207,2229,547,988,3772,2568,443,1218,4228,2472,274,974,3719,1309,55,502,1866,275,9,185,463,11535,3072,9023,23631,0,22,1580,1602,24,271,857,1160,1100,1010,1027,3139,2143,625,708,3480,2323,588,974,3882,2636,417,1305,4360,2333,207,1139,3683,952,34,989,1978,116,10,553,677,11641,3182,9129,23953,0,34,3379,3411,39,470,2063,2578,1929,1948,2403,6284,3982,1224,1472,6680,4555,1134,1967,7651,5205,860,2526,8586,4810,480,2111,7400,2266,95,1489,3843,393,16,737,1144,23173,6258,18151,47583
SED26806,0,11,732,742,16,372,1780,2169,1188,3593,5161,9937,2048,1454,2396,5898,1303,645,1538,3489,1218,379,1245,2843,1042,186,800,2023,781,67,417,1262,222,11,168,395,7818,6714,14234,28765,0,22,783,798,41,508,2234,2783,1558,3536,5722,10816,1964,958,2621,5546,1289,386,1839,3508,1172,220,1471,2866,1006,120,1342,2464,593,31,908,1533,101,3,479,581,7716,5792,17390,30898,0,29,1511,1540,58,883,4011,4958,2742,7128,10882,20751,4009,2415,5016,11443,2588,1032,3373,6995,2386,597,2718,5708,2043,307,2136,4490,1370,100,1324,2792,322,11,648,978,15534,12504,31627,59657
SED26903,0,3,1333,1338,27,147,1905,2085,1352,1622,3338,6310,2608,1052,1604,5258,2148,525,1478,4157,1595,237,1310,3143,1196,95,863,2156,907,23,460,1394,375,3,279,657,10211,3717,12568,26494,0,9,1286,1297,99,205,1640,1944,1861,1789,2609,6259,2619,1070,1701,5392,2101,494,1672,4270,1527,208,1678,3410,1164,67,1266,2498,721,21,1135,1873,142,4,819,963,10229,3860,13805,27902,0,12,2623,2632,128,354,3542,4026,3215,3412,5948,12567,5229,2120,3303,10649,4253,1017,3152,8424,3119,447,2981,6552,2361,165,2128,4653,1626,43,1600,3271,517,7,1099,1618,20441,7578,26377,54397
SED27003,0,8,828,835,19,254,1834,2111,969,3762,5652,10383,2040,1821,2350,6208,1605,797,1475,3878,1425,479,1222,3130,1035,240,688,1959,549,70,322,947,167,5,113,282,7808,7426,14492,29731,0,11,1002,1015,30,393,2182,2602,1303,3734,5921,10960,2086,1302,2305,5682,1637,579,1633,3846,1258,323,1429,3013,942,164,1248,2357,393,31,807,1231,64,4,419,491,7715,6548,16942,31205,0,23,1830,1855,50,651,4009,4713,2275,7496,11578,21344,4125,3117,4654,11890,3243,1376,3109,7726,2685,798,2651,6136,1974,405,1935,4311,946,100,1133,2175,232,12,531,775,15523,13972,31437,60936
SED27101,0,6,1788,1792,31,133,1655,1814,1457,1077,1925,4461,3298,532,976,4804,2642,408,1079,4125,2002,208,933,3147,1605,123,611,2337,1024,44,342,1412,292,4,183,476,12349,2526,9492,24368,3,13,1521,1533,63,217,1427,1704,1914,1107,1595,4617,3544,499,1150,5199,2559,361,1395,4314,1906,190,1372,3476,1458,75,1235,2771,855,20,980,1852,128,0,576,706,12427,2492,11248,26165,3,18,3306,3323,92,348,3084,3516,3367,2187,3519,9079,6845,1035,2125,10008,5207,769,2468,8441,3911,397,2310,6615,3066,197,1849,5106,1877,67,1325,3269,420,5,755,1183,24778,5020,20738,50537
SED27208,3,11,1618,1632,33,211,1146,1383,775,937,1299,3012,1552,553,835,2936,1954,567,1206,3729,2475,473,1482,4432,2659,302,1416,4382,1513,83,752,2353,320,10,272,596,11279,3152,10021,24454,0,28,1499,1531,50,340,876,1265,1050,979,1185,3215,1757,529,905,3198,2117,581,1218,3916,2621,436,1500,4554,2495,241,1600,4331,1125,60,1182,2370,144,3,642,791,11363,3199,10602,25164,5,40,3115,3161,76,550,2016,2641,1820,1914,2488,6223,3305,1087,1740,6135,4069,1150,2422,7644,5096,905,2975,8982,5155,544,3015,8716,2638,144,1931,4718,463,16,910,1388,22639,6349,20626,49612
SED27305,0,0,1891,1896,7,95,1877,1980,750,522,1690,2971,2357,332,601,3290,2843,333,611,3794,3142,213,541,3893,1919,79,330,2330,925,18,221,1161,185,6,93,288,12137,1611,7856,21600,0,9,1778,1789,22,136,1547,1704,1067,568,1317,2952,2652,331,577,3555,3138,318,888,4341,2916,196,914,4023,1621,62,777,2460,689,14,645,1354,86,3,297,381,12189,1632,8735,22555,0,10,3674,3683,27,228,3424,3687,1822,1091,3006,5921,5003,661,1178,6848,5978,651,1502,8134,6058,405,1450,7915,3540,144,1101,4793,1618,32,864,2514,267,9,391,667,24328,3238,16591,44159
SED27406,0,5,1947,1948,8,85,1475,1561,631,905,1257,2792,2266,628,686,3585,3136,507,880,4522,2696,350,819,3866,2116,186,623,2925,1287,69,353,1707,344,6,210,561,12495,2740,8233,23464,0,6,1864,1871,21,130,1305,1458,913,1005,1174,3096,2550,595,925,4074,3309,472,1280,5059,2629,294,1314,4232,1959,154,1344,3462,993,39,1053,2082,163,3,722,893,12543,2707,10983,26223,0,14,3812,3821,28,212,2780,3021,1551,1915,2428,5891,4820,1224,1609,7656,6448,979,2154,9583,5322,642,2129,8100,4076,338,1966,6382,2285,108,1401,3785,510,17,933,1456,25029,5440,19216,49689
SED27504,0,20,2089,2106,54,260,1532,1847,1260,1004,1837,4106,2214,517,1083,3818,2367,439,1324,4130,2513,344,1246,4109,2306,189,964,3462,1339,60,548,1947,334,14,227,576,12382,2860,10854,26098,5,34,1884,1924,122,371,1278,1770,1680,1045,1731,4455,2388,512,1212,4114,2435,436,1347,4223,2537,329,1506,4373,2122,151,1377,3644,1038,38,1086,2168,142,8,606,749,12468,2928,12026,27422,4,54,3975,4031,173,632,2810,3609,2935,2051,3574,8561,4601,1037,2292,7932,4797,878,2675,8352,5050,672,2754,8476,4428,345,2343,7112,2379,100,1635,4113,479,22,832,1324,24848,5795,22879,53522
SED27608,0,10,2481,2492,31,299,2383,2716,1657,1740,2483,5872,3960,1012,964,5938,3531,609,887,5032,2922,334,767,4023,2693,167,567,3433,1517,62,321,1899,358,4,186,549,16672,4238,11040,31953,0,27,2363,2388,50,426,2171,2648,2256,1848,2074,6176,4248,981,1316,6540,3521,589,1348,5455,2966,290,1372,4628,2486,120,1296,3910,1166,39,1010,2215,186,0,613,803,16877,4315,13561,34752,0,31,4846,4877,79,721,4559,5358,3912,3584,4553,12052,8204,1992,2281,12476,7053,1200,2239,10487,5890,621,2137,8652,5181,288,1870,7338,2680,100,1328,4112,549,6,795,1349,33551,8553,24604,66708
SED27708,0,16,1779,1793,21,223,1175,1417,866,939,1459,3267,1749,636,889,3274,2159,502,1045,3708,2549,406,1064,4019,2527,230,902,3661,1226,60,485,1770,305,7,203,516,11410,3018,9000,23423,0,40,1663,1705,48,308,1027,1375,1161,1019,1294,3472,1971,594,1033,3598,2361,523,1263,4146,2610,395,1410,4415,2262,176,1347,3789,977,37,1017,2026,137,7,622,768,11532,3092,10669,25289,0,52,3439,3488,72,529,2202,2798,2029,1956,2752,6742,3719,1232,1921,6874,4520,1023,2311,7852,5160,799,2473,8437,4796,407,2247,7447,2198,93,1499,3797,444,16,826,1287,22938,6107,19666,48719
SED27807,0,5,1807,1811,73,87,2442,2596,1556,710,3984,6253,2292,440,1859,4589,2019,315,1572,3913,2286,214,1453,3957,2190,101,1010,3307,1240,31,495,1758,323,7,204,537,11990,1913,14823,28727,8,11,1737,1751,179,141,2027,2348,2233,780,2721,5738,2421,436,1680,4534,2073,291,1791,4159,2146,165,1722,4033,1995,73,1471,3531,832,16,1075,1920,138,0,615,752,12029,1912,14842,28781,6,13,3545,3564,251,228,4467,4946,3792,1496,6707,11996,4717,878,3536,9128,4092,609,3369,8071,4441,378,3176,7995,4192,172,2479,6837,2074,46,1570,3686,466,7,816,1286,24023,3827,29664,57509
SED27907,0,5,1854,1859,25,156,1715,1894,1370,1258,1982,4606,2535,682,980,4192,2360,461,1084,3907,2381,284,935,3599,2016,109,667,2792,1052,45,351,1445,226,4,161,389,11964,3006,9717,24686,0,14,1665,1684,49,253,1381,1679,1786,1316,1554,4655,2670,648,1110,4427,2465,449,1314,4233,2369,265,1348,3984,1897,95,1272,3262,714,19,921,1652,103,0,407,514,12051,3056,10975,26081,3,23,3520,3542,65,410,3092,3573,3156,2570,3536,9258,5202,1326,2084,8616,4825,911,2400,8142,4746,549,2281,7583,3914,206,1936,6054,1762,63,1270,3097,328,0,567,894,24013,6057,20694,50767
SED28007,0,6,2925,2931,12,117,2680,2813,1538,731,2775,5042,3794,479,1066,5349,4192,384,950,5526,3471,205,704,4372,2157,78,432,2665,862,17,210,1090,123,0,83,205,16166,2008,11824,29991,0,7,2802,2813,70,162,2283,2518,2239,753,2055,5048,4160,492,1186,5841,4279,367,1348,5994,3250,180,1238,4671,1705,52,945,2698,498,10,620,1131,62,0,260,321,16268,2033,12738,31037,0,8,5731,5746,84,276,4966,5330,3778,1481,4831,10093,7959,976,2255,11185,8473,750,2297,11523,6721,383,1934,9046,3864,130,1375,5371,1361,30,826,2223,189,0,343,526,32436,4042,24560,61028
SED28107,0,12,3383,3397,102,223,4224,4545,4688,1183,5572,11445,10565,763,1932,13261,4632,449,1143,6223,2987,277,888,4153,1939,97,523,2557,752,17,238,999,108,0,87,194,25764,3025,17985,46775,7,22,3132,3164,350,312,2844,3499,7591,1267,3298,12150,9418,749,1892,12062,3803,399,1582,5783,2739,236,1648,4624,1547,74,1185,2806,429,5,613,1044,50,0,241,293,25932,3062,16438,45426,4,35,6521,6564,447,533,7069,8048,12278,2449,8871,23594,19983,1511,3824,25317,8435,850,2717,12004,5728,510,2538,8776,3484,168,1708,5367,1177,26,845,2049,149,6,330,485,51692,6086,34427,92205
SED28203,0,0,2008,2008,74,145,2363,2581,2322,800,3246,6369,4535,486,1584,6602,2638,276,1370,4281,2167,146,1043,3354,2230,51,578,2854,1470,17,369,1857,419,5,207,626,15853,1925,12765,30537,3,9,1879,1892,218,200,1867,2287,3390,875,2278,6549,4490,413,1436,6343,2379,244,1481,4102,2094,117,1435,3649,2120,39,1287,3445,1024,9,1081,2113,172,6,549,731,15901,1913,13298,31115,3,10,3886,3898,296,347,4228,4867,5714,1681,5527,12916,9026,896,3019,12947,5020,517,2849,8385,4262,262,2474,7005,4347,88,1864,6301,2491,25,1457,3975,596,10,759,1361,31753,3842,26060,61650
SED28301,0,0,2156,2155,15,64,1859,1934,761,360,1571,2696,2757,292,532,3588,3245,297,662,4203,3115,197,540,3854,2365,95,391,2852,1459,38,291,1791,397,0,170,573,14109,1351,8172,23627,0,5,1938,1940,21,76,1631,1721,1111,385,1217,2715,3106,300,759,4167,3396,282,926,4600,3059,186,992,4229,2234,59,926,3217,1127,30,953,2111,161,0,489,654,14212,1319,9826,25356,0,4,4093,4095,36,133,3488,3651,1877,750,2783,5407,5862,595,1293,7752,6640,582,1586,8807,6173,382,1529,8078,4598,156,1317,6070,2583,70,1252,3901,554,0,668,1223,28321,2670,17998,48986
SED28408,0,18,1697,1716,30,291,1370,1689,933,1074,1811,3822,1828,497,902,3223,1896,431,1052,3379,1938,300,997,3234,1863,146,793,2795,1098,66,424,1584,262,3,198,465,9847,2813,9249,21907,0,39,1584,1624,67,392,1335,1791,1209,1043,1608,3863,2044,523,1219,3780,1948,402,1457,3807,1945,268,1523,3738,1788,114,1423,3325,836,43,1081,1959,141,0,647,793,9982,2825,11874,24679,0,53,3286,3342,93,682,2699,3484,2143,2113,3422,7678,3873,1017,2117,7007,3845,835,2509,7183,3885,564,2524,6969,3654,257,2220,6124,1934,106,1503,3540,407,6,840,1253,19829,5635,21123,46586
SED28507,0,18,2444,2461,51,315,2341,2717,2514,1382,2997,6885,5042,745,1516,7306,2782,502,1307,4592,2393,294,1101,3791,1771,142,775,2692,777,31,356,1164,141,0,110,253,15475,3431,12954,31858,5,38,2230,2272,131,411,2011,2552,3908,1477,2508,7898,4569,702,1667,6943,2678,466,1718,4864,2210,261,1648,4118,1506,97,1235,2839,534,19,773,1324,64,0,365,433,15599,3478,14167,33241,5,51,4672,4729,184,729,4356,5269,6420,2857,5502,14784,9616,1447,3186,14250,5463,969,3029,9458,4602,558,2749,7909,3278,239,2019,5536,1305,52,1133,2487,203,3,476,685,31073,6909,27116,65100
SED28607,0,6,1729,1737,9,126,1577,1715,1063,1586,2159,4802,3483,1239,1015,5747,2970,817,1219,5011,2257,459,1087,3800,1470,168,717,2359,867,34,349,1248,292,6,239,530,12427,4444,10091,26959,0,6,1579,1583,41,183,1328,1551,1523,1720,1862,5102,3681,1171,1278,6136,2996,746,1636,5376,2100,377,1456,3929,1307,124,1141,2578,676,17,970,1666,126,3,612,741,12446,4350,11858,28655,0,12,3306,3317,54,308,2910,3263,2587,3302,4018,9906,7172,2411,2297,11879,5964,1569,2851,10382,4354,834,2541,7731,2780,296,1863,4940,1540,52,1320,2916,419,5,845,1273,24873,8790,21948,55611
SED28704,0,12,3181,3191,38,276,2530,2841,2577,1636,2406,6620,5693,1077,1152,7921,4270,707,1182,6170,3132,397,892,4426,2235,148,575,2953,1041,46,243,1334,140,3,75,229,19131,4305,12244,35678,0,19,3001,3026,90,383,2116,2585,3602,1734,2032,7361,5720,1059,1509,8295,4086,717,1728,6529,2947,344,1517,4803,2044,113,1199,3361,696,25,619,1346,64,3,238,304,19258,4396,13959,37608,0,30,6182,6213,131,658,4642,5431,6184,3365,4436,13979,11418,2139,2661,16218,8356,1423,2912,12694,6076,742,2410,9226,4285,268,1772,6314,1738,77,869,2681,205,10,318,534,38387,8700,26200,73284
SED28803,3,5,4012,4019,127,215,4027,4365,4403,1290,4732,10421,8332,633,1706,10679,5247,418,1195,6863,4184,283,1019,5493,2402,86,544,3029,857,19,237,1113,124,0,85,211,25678,2948,17560,46187,14,19,3845,3874,360,331,3478,4167,6668,1315,3379,11367,7947,624,1905,10478,4865,422,1908,7192,3626,225,1685,5544,1832,67,1226,3125,455,11,692,1165,45,0,264,312,25819,3015,18378,47221,10,25,7852,7890,488,548,7505,8536,11074,2600,8113,21793,16283,1258,3608,21152,10115,835,3101,14053,7816,513,2704,11033,4234,157,1762,6153,1317,31,928,2273,170,0,347,518,51504,5965,35936,93406
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
