SED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SED23502,0,9,..,98,10,107,0,109,..,96,4,98,0,99,..,9,0,9,0,9,..,0,0,4,0,4,..,13,0,13,0,13,..,0,0,0,0,0,..,11,0,15,0,15,..,3,0,3,0,3,..,17,6,21,0,21,..,5,0,4,0,4,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,75,7,80,0,80,..,16,5,13,0,13,..,78,4,83,0,83,..,35,8,41,0,43,..,203,16,216,0,220,..,28,3,27,0,27,..,17,0,18,0,18,..,32,22,58,0,58,..,4,0,4,0,4,..,49,21,73,0,73,..,191,25,213,3,220,..,1094,159,1252,19,1266,..,68,13,80,2257,2336,28801,1163,166,1329,2276,32402,56804,..,..,..,..,56804,..,67,4,73,0,73,..,35,0,35,0,36,..,18,4,22,0,26,..,30,9,38,0,38,..,122,56,178,0,178
SED23602,0,6,..,120,14,133,0,135,..,126,19,138,6,145,..,12,0,13,0,14,..,14,10,16,0,16,..,4,4,7,0,7,..,0,0,0,0,0,..,58,8,58,0,58,..,0,0,0,0,0,..,24,0,24,0,27,..,7,0,10,0,10,..,12,5,11,0,11,..,0,0,0,0,0,..,5,4,10,0,10,..,59,4,60,0,60,..,15,0,15,0,13,..,63,5,68,0,71,..,28,0,27,0,27,..,161,10,166,4,173,..,48,10,51,0,50,..,14,5,21,0,20,..,30,4,38,0,38,..,0,0,0,0,0,..,40,19,62,3,64,..,242,19,263,3,264,..,1223,161,1382,22,1400,..,80,9,90,1947,2034,26609,1303,168,1474,1970,30048,52772,..,..,..,..,52772,..,64,0,62,0,62,..,39,5,40,0,42,..,6,0,6,0,6,..,24,4,29,0,29,..,116,49,164,0,164
SED23702,0,0,..,46,8,56,0,56,..,143,5,149,0,149,..,22,0,21,0,21,..,16,4,21,0,21,..,4,0,3,0,3,..,3,0,10,0,10,..,23,0,22,0,22,..,9,0,9,0,9,..,45,4,53,0,53,..,20,3,24,0,24,..,40,0,43,0,43,..,15,0,15,0,15,..,29,4,33,0,33,..,57,0,60,0,63,..,32,0,32,0,32,..,93,11,100,0,100,..,13,0,13,0,13,..,195,11,206,0,207,..,59,0,61,0,61,..,0,0,0,0,0,..,71,13,86,0,86,..,9,0,9,0,9,..,29,9,41,0,41,..,294,39,337,4,342,..,1580,188,1766,14,1782,..,92,14,103,1473,1574,33150,1675,201,1872,1488,36506,65601,..,..,..,..,65601,..,63,0,56,0,56,..,128,14,141,0,141,..,5,0,7,0,7,..,41,9,54,0,52,..,162,63,221,3,227
SED23806,0,79,..,749,34,785,9,787,..,347,39,388,8,389,..,128,10,140,0,140,..,17,0,18,0,18,..,105,22,123,0,125,..,33,3,34,0,34,..,33,0,36,0,36,..,116,9,129,0,129,..,49,4,53,0,53,..,44,4,41,0,41,..,86,6,96,0,96,..,0,0,0,0,0,..,27,7,29,0,29,..,25,0,25,0,25,..,129,8,131,0,135,..,52,0,55,0,55,..,48,0,47,0,47,..,254,10,262,0,262,..,255,12,269,0,270,..,122,0,124,3,130,..,123,11,134,0,134,..,33,0,35,0,35,..,333,50,386,3,393,..,454,39,492,12,505,..,7055,1001,8052,53,8111,..,88,7,92,997,1086,24430,7138,1004,8144,1052,33623,47489,..,..,..,..,47489,..,38,0,38,0,38,..,224,23,248,6,255,..,0,0,0,0,0,..,988,126,1119,5,1121,..,3508,811,4323,25,4339
SED23901,0,48,..,680,33,718,4,717,..,865,165,1029,9,1037,..,123,18,143,0,143,..,8,0,10,0,10,..,69,21,85,0,91,..,168,22,188,4,191,..,154,8,164,0,165,..,194,16,213,3,212,..,75,9,85,0,85,..,52,5,54,0,54,..,89,10,95,0,95,..,14,0,16,0,16,..,47,14,56,0,56,..,85,0,88,0,92,..,78,13,87,0,88,..,100,0,101,0,103,..,49,0,52,0,52,..,311,18,326,6,329,..,235,19,256,0,254,..,178,12,188,0,193,..,102,13,115,0,115,..,52,8,59,3,60,..,274,74,355,3,356,..,910,133,1047,24,1069,..,7828,1299,9128,82,9210,..,135,21,151,1030,1181,24495,7962,1314,9280,1117,34885,48073,..,..,..,..,48073,..,53,0,53,0,53,..,670,99,770,4,776,..,13,0,11,0,11,..,786,168,954,9,966,..,2353,712,3061,28,3085
SED24006,0,64,..,753,23,771,4,785,..,613,54,669,0,668,..,102,7,110,0,110,..,4,3,3,0,3,..,152,31,184,0,184,..,65,3,70,0,70,..,62,3,69,0,69,..,206,23,231,0,230,..,49,4,58,0,58,..,41,0,39,0,44,..,55,9,64,0,64,..,0,0,0,0,0,..,30,3,36,0,36,..,33,0,33,0,33,..,136,8,149,0,149,..,35,0,35,0,35,..,33,0,33,0,33,..,246,8,253,0,253,..,180,12,195,0,195,..,138,0,141,0,141,..,63,6,72,0,72,..,48,8,56,0,56,..,488,81,571,0,571,..,380,45,422,14,432,..,10320,2181,12496,66,12562,..,115,15,127,853,978,19603,10427,2200,12631,912,33144,38846,..,..,..,..,38846,..,45,0,45,0,45,..,302,8,309,3,313,..,4,0,4,0,6,..,2530,501,3036,7,3042,..,6722,2209,8926,62,8992
SED24105,0,87,..,2189,165,2351,21,2375,..,311,53,365,0,365,..,46,14,60,0,62,..,2209,1687,3900,26,3922,..,53,26,77,0,79,..,36,4,39,0,39,..,135,6,142,0,141,..,50,8,55,0,59,..,100,22,123,0,124,..,33,5,41,0,41,..,90,14,108,0,108,..,76,13,91,0,88,..,163,61,224,0,224,..,215,5,217,0,222,..,127,32,161,3,166,..,272,0,274,0,274,..,317,124,444,7,452,..,929,169,1099,9,1109,..,255,53,303,5,308,..,325,18,344,0,344,..,165,82,243,0,243,..,362,101,464,3,462,..,3307,2238,5546,20,5564,..,1557,395,1948,23,1972,..,16110,6565,22674,148,22821,..,320,142,467,1163,1633,13690,16436,6705,23144,1311,38146,28264,..,..,..,..,28264,..,81,0,86,0,86,..,607,82,692,4,701,..,0,0,0,0,0,..,1643,819,2461,14,2477,..,2389,1068,3462,28,3492
SED24207,0,151,..,4415,431,4847,39,4888,..,476,63,536,0,537,..,62,7,69,0,69,..,32,8,41,0,41,..,53,17,70,0,70,..,814,227,1042,6,1047,..,221,17,240,4,242,..,94,15,113,0,114,..,200,25,224,0,224,..,65,15,79,0,79,..,41,0,36,0,36,..,351,27,375,3,378,..,342,73,417,0,417,..,950,28,974,5,985,..,107,17,130,0,130,..,1324,51,1371,16,1381,..,129,16,139,0,139,..,2512,103,2612,21,2633,..,729,144,870,3,881,..,336,49,380,4,384,..,138,30,166,0,163,..,441,117,556,0,561,..,4441,2638,7073,60,7134,..,4367,1057,5430,58,5486,..,23350,5950,29303,239,29535,..,370,141,502,2578,3089,17674,23719,6083,29803,2822,50294,36267,..,..,..,..,36267,..,29,0,29,0,27,..,1957,326,2288,19,2308,..,11,0,11,0,11,..,1086,460,1544,10,1553,..,943,385,1333,19,1346
SED24308,0,15,..,704,59,765,10,775,..,285,67,354,4,354,..,29,9,33,0,33,..,15,13,31,0,31,..,21,6,22,0,22,..,316,106,417,0,421,..,30,0,32,0,32,..,28,19,53,0,53,..,111,23,143,0,140,..,37,12,44,0,44,..,75,19,96,0,96,..,8,0,9,0,9,..,228,81,309,3,309,..,189,7,193,0,193,..,31,0,31,0,28,..,204,3,206,0,209,..,49,3,51,0,51,..,465,18,484,3,487,..,93,33,123,0,127,..,75,18,92,0,94,..,85,25,110,0,112,..,86,23,107,0,107,..,136,86,221,3,228,..,1209,548,1755,23,1779,..,5291,1456,6744,66,6815,..,142,42,187,1946,2129,26510,5429,1501,6927,2016,35453,51803,..,..,..,..,51803,..,37,0,37,0,37,..,315,89,399,0,403,..,12,0,12,0,12,..,77,15,88,8,95,..,257,63,321,5,325
SED24408,0,4,..,184,13,192,3,193,..,46,3,48,0,48,..,15,0,12,0,12,..,3,0,3,0,3,..,8,0,7,0,7,..,0,0,0,0,0,..,80,4,83,0,85,..,4,0,4,0,4,..,8,0,8,0,8,..,6,0,6,0,6,..,3,0,3,0,7,..,0,0,0,0,0,..,0,0,4,0,4,..,47,3,50,0,51,..,11,0,11,0,11,..,62,0,65,0,65,..,23,0,23,0,23,..,134,7,142,0,139,..,42,0,40,0,40,..,10,0,8,0,8,..,32,10,43,0,43,..,4,0,10,0,10,..,21,4,26,0,29,..,218,102,318,3,319,..,1019,168,1182,20,1208,..,64,7,74,1749,1826,26464,1088,173,1256,1774,29495,52500,..,..,..,..,52500,..,73,0,73,0,73,..,18,0,23,3,26,..,7,0,7,0,7,..,22,5,23,0,29,..,101,13,119,0,117
SED24504,0,0,..,96,9,108,3,106,..,157,5,164,0,164,..,32,0,39,0,39,..,6,0,9,0,9,..,4,0,4,0,4,..,30,0,34,0,34,..,5,0,5,0,5,..,0,0,0,0,0,..,47,4,45,4,49,..,9,0,9,0,8,..,10,0,11,0,11,..,0,0,0,0,0,..,24,4,34,0,34,..,23,0,26,0,26,..,6,0,6,0,6,..,28,0,31,0,31,..,11,0,11,0,11,..,74,0,76,0,76,..,81,4,86,0,83,..,0,0,0,0,0,..,33,3,42,0,42,..,20,0,25,0,25,..,33,6,41,0,41,..,320,38,359,0,365,..,1507,144,1656,23,1675,..,64,0,57,1740,1801,29486,1568,145,1709,1767,32966,58334,..,..,..,..,58334,..,60,0,60,0,60,..,65,10,78,0,78,..,13,0,13,0,13,..,37,8,43,3,47,..,139,83,222,3,225
SED24606,0,50,..,678,28,705,9,714,..,258,26,286,4,289,..,102,15,117,0,120,..,20,0,20,0,20,..,64,10,76,0,76,..,19,0,20,0,20,..,44,0,44,0,44,..,87,9,94,0,93,..,95,9,101,0,101,..,43,3,46,0,50,..,147,20,164,0,164,..,0,0,0,0,0,..,46,3,51,0,51,..,61,3,67,0,67,..,105,10,117,3,122,..,61,0,61,0,61,..,24,0,25,0,25,..,255,18,276,3,277,..,226,17,239,4,248,..,64,4,68,0,68,..,73,10,87,0,92,..,36,3,37,0,37,..,177,26,204,6,208,..,489,42,532,15,548,..,6214,894,7110,65,7169,..,78,6,86,1071,1155,23335,6295,901,7191,1132,31665,44798,..,..,..,..,44798,..,38,0,37,0,37,..,126,5,132,0,132,..,3,0,3,0,3,..,771,103,868,10,883,..,2538,548,3090,23,3111
SED24703,7,336,..,2563,66,2635,26,2658,..,581,78,660,3,664,..,487,84,565,4,568,..,81,0,84,0,84,..,767,205,972,0,973,..,55,7,57,0,57,..,220,6,232,0,232,..,219,19,237,0,237,..,95,3,101,0,101,..,249,8,258,0,258,..,193,16,209,0,209,..,17,0,17,0,14,..,91,10,99,0,99,..,364,6,369,0,373,..,1179,36,1220,3,1223,..,376,3,381,0,384,..,259,3,266,3,269,..,2187,46,2234,13,2243,..,1175,134,1306,9,1311,..,382,22,405,4,407,..,910,237,1146,5,1146,..,139,24,158,5,164,..,1348,263,1612,5,1614,..,2050,286,2334,40,2372,..,26107,3650,29758,170,29926,..,203,43,248,4388,4638,28193,26311,3694,30008,4556,62763,58624,..,..,..,..,58624,..,71,0,71,0,71,..,1245,192,1428,5,1441,..,24,0,24,0,24,..,3577,654,4231,15,4252,..,15093,2967,18061,48,18109
SED24808,0,48,..,3715,501,4213,69,4282,..,212,17,226,0,231,..,28,0,25,0,25,..,18,5,23,0,23,..,37,11,51,0,51,..,154,24,172,3,172,..,124,7,137,0,137,..,19,9,20,0,20,..,71,14,94,0,94,..,60,11,73,0,70,..,36,4,37,0,37,..,506,42,551,9,564,..,166,30,203,4,202,..,388,7,395,0,395,..,82,3,84,0,84,..,462,7,465,0,470,..,115,6,116,0,121,..,1039,26,1070,0,1066,..,307,43,347,0,348,..,166,28,189,0,197,..,100,18,116,0,116,..,138,23,154,0,160,..,285,143,429,5,434,..,2543,642,3182,56,3238,..,10813,1827,12641,159,12799,..,261,76,336,2815,3146,33741,11079,1900,12980,2976,49684,66185,..,..,..,..,66185,..,70,0,70,0,73,..,706,91,801,5,808,..,26,0,30,0,26,..,121,37,160,0,157,..,285,118,403,4,406
SED24904,0,3,..,308,39,346,5,352,..,405,80,486,0,489,..,30,4,31,0,31,..,37,38,74,0,74,..,26,6,32,0,32,..,7,0,7,0,7,..,85,11,92,0,92,..,15,3,12,0,12,..,5,3,7,0,7,..,4,0,3,0,3,..,7,0,7,0,7,..,39,6,43,0,43,..,11,0,13,0,13,..,76,5,82,0,82,..,17,9,32,0,32,..,75,3,77,0,79,..,200,73,275,0,276,..,381,90,469,3,468,..,26,0,23,0,23,..,41,3,46,0,46,..,85,86,171,4,172,..,121,89,213,0,211,..,126,193,313,6,317,..,620,190,807,18,823,..,3027,1222,4247,43,4290,..,125,34,158,2422,2582,26689,3156,1251,4405,2470,33565,52451,..,..,..,..,52451,..,97,0,97,0,98,..,91,23,105,3,112,..,41,3,45,0,45,..,120,88,204,0,208,..,508,691,1201,25,1224
SED25003,5,110,..,2571,220,2786,32,2819,..,1347,223,1566,13,1579,..,42,3,49,0,49,..,47,24,73,0,73,..,47,10,60,0,64,..,1440,228,1665,16,1682,..,435,22,458,3,457,..,269,91,365,4,368,..,53,4,60,0,60,..,42,15,58,0,58,..,24,6,29,0,29,..,138,9,142,0,142,..,132,28,167,0,168,..,191,0,194,0,194,..,94,0,98,0,98,..,258,6,269,0,269,..,74,3,77,0,83,..,620,16,638,0,641,..,202,23,227,4,229,..,403,42,448,0,450,..,64,4,72,0,70,..,132,28,154,0,154,..,370,149,514,10,520,..,1156,179,1340,24,1362,..,12976,2114,15092,169,15255,..,248,59,308,1509,1820,19041,13225,2175,15393,1679,36114,37981,..,..,..,..,37981,..,27,0,31,0,31,..,2842,452,3290,22,3315,..,8,0,8,0,8,..,353,113,463,3,464,..,1044,481,1524,30,1558
SED25102,0,14,..,119,9,124,0,124,..,140,10,155,6,157,..,56,3,54,0,54,..,14,3,16,0,16,..,18,6,20,0,19,..,5,0,5,0,9,..,12,5,14,0,14,..,43,6,42,0,42,..,55,5,59,0,60,..,16,0,17,0,16,..,40,7,46,0,50,..,7,0,7,0,7,..,15,0,17,0,17,..,24,0,25,0,25,..,30,0,30,0,30,..,38,0,38,0,38,..,11,0,11,0,11,..,109,0,107,0,107,..,64,7,71,0,71,..,18,0,16,0,20,..,56,15,67,0,67,..,10,0,10,0,10,..,30,3,31,0,32,..,472,78,549,16,560,..,1907,217,2123,30,2153,..,111,14,125,778,902,26253,2019,233,2247,806,29305,52502,..,..,..,..,52502,..,71,0,71,0,72,..,64,6,67,0,67,..,3,3,4,0,4,..,93,14,113,6,116,..,253,79,338,5,342
SED25205,0,33,..,381,21,402,3,408,..,322,41,362,3,365,..,87,5,94,3,100,..,36,19,51,0,51,..,28,3,32,0,32,..,26,4,24,0,24,..,48,0,51,0,51,..,31,9,37,0,37,..,160,10,172,0,172,..,69,3,73,0,73,..,312,62,371,3,375,..,6,0,6,0,6,..,101,13,114,0,113,..,65,0,65,0,70,..,27,0,26,0,26,..,97,3,94,0,94,..,18,4,28,0,28,..,212,11,222,0,225,..,222,16,236,9,244,..,104,13,122,0,120,..,61,11,75,0,75,..,118,22,143,4,144,..,137,29,169,0,170,..,590,52,642,10,652,..,5108,722,5840,56,5894,..,106,8,118,928,1045,27291,5216,736,5953,988,34226,52807,..,..,..,..,52807,..,107,0,109,0,109,..,208,31,237,0,237,..,0,0,0,0,0,..,288,76,368,5,372,..,1010,289,1298,17,1315
SED25302,0,0,..,58,3,60,0,60,..,210,17,232,0,232,..,35,0,35,0,35,..,4,0,3,0,3,..,11,0,12,0,12,..,8,0,8,0,8,..,7,0,7,0,7,..,19,0,24,0,24,..,52,0,54,0,54,..,23,0,22,0,24,..,49,6,53,0,53,..,0,0,0,0,0,..,21,3,23,0,23,..,25,0,27,0,27,..,21,0,21,0,21,..,35,0,35,0,35,..,11,0,11,0,11,..,88,0,91,0,90,..,118,5,123,0,123,..,6,0,6,0,6,..,51,5,54,0,55,..,11,0,10,0,10,..,29,0,31,0,31,..,297,37,330,5,336,..,1799,163,1959,17,1980,..,93,3,98,1231,1330,30915,1893,168,2060,1246,34221,59176,..,..,..,..,59176,..,69,0,73,0,73,..,57,5,64,0,71,..,3,4,10,0,10,..,89,16,99,3,99,..,205,58,262,0,262
SED25402,0,9,..,241,22,262,0,261,..,248,56,307,0,310,..,6,9,17,0,17,..,7,4,8,0,8,..,7,0,8,0,8,..,6,0,6,0,6,..,109,4,114,0,114,..,3,0,3,0,3,..,37,8,44,0,44,..,11,0,13,0,13,..,13,0,13,0,13,..,10,0,10,0,10,..,10,5,13,0,13,..,110,3,113,0,113,..,20,4,26,0,25,..,114,4,119,0,119,..,38,5,42,0,42,..,287,13,301,0,304,..,55,11,66,0,66,..,20,0,20,0,20,..,43,11,59,3,62,..,5,3,10,0,10,..,33,21,52,0,53,..,443,89,533,15,548,..,2061,347,2406,26,2436,..,95,16,114,2363,2479,30001,2158,361,2524,2392,34916,58797,..,..,..,..,58797,..,52,0,57,0,57,..,115,9,123,4,129,..,25,0,25,0,25,..,66,26,99,4,103,..,199,45,247,0,243
SED25501,0,307,..,2968,136,3103,12,3111,..,237,29,265,0,272,..,158,18,176,3,181,..,54,18,70,0,70,..,340,126,463,0,466,..,13,5,23,0,23,..,145,0,144,4,151,..,166,23,186,3,188,..,94,13,108,0,108,..,33,6,36,4,40,..,108,19,124,0,124,..,5,0,5,0,5,..,53,8,60,0,59,..,54,5,52,0,52,..,268,11,283,3,288,..,74,0,80,0,80,..,55,6,61,0,59,..,451,18,473,5,478,..,112,10,121,0,121,..,746,39,789,5,791,..,102,17,118,0,118,..,28,7,34,0,34,..,440,103,540,0,540,..,777,85,865,14,879,..,15413,3466,18876,108,18983,..,110,30,141,1060,1204,13140,15531,3491,19023,1168,33325,26462,..,..,..,..,26462,..,57,0,63,0,63,..,370,12,385,3,386,..,6,0,6,0,6,..,3427,861,4280,17,4305,..,10023,3616,13646,82,13725
SED25605,0,104,..,2467,170,2636,15,2652,..,584,139,723,4,723,..,95,14,105,0,112,..,241,154,399,4,399,..,179,64,246,0,244,..,69,18,88,0,88,..,160,11,168,0,168,..,118,23,144,0,144,..,125,21,142,0,142,..,36,8,41,0,41,..,115,12,127,0,130,..,35,3,35,0,36,..,175,55,234,0,231,..,147,0,147,0,147,..,203,13,221,8,226,..,200,5,207,0,207,..,177,56,233,0,233,..,724,81,803,6,809,..,208,42,257,0,253,..,385,28,421,5,422,..,89,25,113,0,113,..,105,37,143,0,143,..,1293,658,1951,12,1963,..,1316,341,1650,25,1677,..,13820,3517,17335,138,17476,..,191,62,253,1204,1461,12956,14013,3580,17591,1340,31895,26494,..,..,..,..,26494,..,38,0,38,0,38,..,680,59,735,3,740,..,5,0,5,0,5,..,1723,581,2303,15,2319,..,4150,1566,5711,53,5767
SED25704,0,7,..,234,31,264,0,263,..,172,45,215,4,216,..,7,0,9,0,9,..,5,0,4,0,4,..,9,3,13,0,13,..,0,0,0,0,0,..,54,6,61,0,61,..,7,0,7,0,7,..,3,0,3,0,9,..,4,0,5,0,5,..,7,5,8,0,8,..,0,0,0,0,0,..,6,0,7,0,7,..,119,8,128,6,128,..,21,3,28,0,25,..,121,7,128,0,126,..,114,42,155,3,155,..,375,61,433,7,445,..,25,3,24,0,24,..,16,0,16,0,16,..,36,3,42,0,42,..,6,0,6,0,6,..,52,54,108,0,108,..,193,20,215,7,227,..,1474,315,1787,32,1816,..,101,13,109,2236,2348,28699,1568,329,1897,2267,32861,56484,..,..,..,..,56484,..,62,0,63,0,67,..,49,12,64,4,65,..,38,0,37,0,42,..,37,17,54,0,54,..,129,106,236,6,241
SED25802,0,3,..,223,15,245,0,245,..,123,19,144,0,144,..,14,3,19,0,19,..,12,4,19,0,19,..,6,6,13,0,13,..,7,0,5,0,5,..,32,0,34,0,35,..,4,0,3,0,3,..,33,3,43,0,43,..,14,0,9,0,9,..,29,9,38,0,38,..,8,4,10,0,10,..,28,4,36,0,36,..,76,0,76,0,81,..,22,0,25,0,28,..,58,3,57,0,57,..,22,0,22,0,22,..,181,5,180,3,186,..,49,8,57,0,57,..,17,0,18,0,18,..,69,18,81,0,85,..,15,0,9,0,9,..,36,19,64,0,59,..,403,42,445,10,455,..,1723,253,1983,24,2005,..,77,3,82,2243,2331,35093,1808,255,2067,2269,39422,68732,..,..,..,..,68732,..,73,4,74,0,77,..,60,14,78,0,81,..,11,0,11,0,11,..,41,18,53,0,53,..,228,94,317,0,317
