SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED26504,0,0,0,0,6,5,0,5,0,122,5,148,0,0,0,0,0,0,0,0,0,45,4,54,0,4,0,0,0,3,0,11,0,29,0,39,0,0,0,0,0,0,0,7,4,29,0,39,6,6,0,8,0,3,0,19,8,197,8,255,3,4,0,9,0,11,0,41,7,85,0,158,9,21,7,17,0,17,6,73,19,929,24,1122,12,32,0,21,0,46,0,94,24,465,8,715,28,45,6,45,5,85,7,91,19,374,0,713,56,97,11,142,12,79,14,72,19,322,7,830,35,53,5,100,9,60,12,43,12,78,0,413,107,39,4,140,18,48,18,36,12,90,3,503,326,85,12,237,29,73,22,46,12,98,5,954,237,33,7,166,11,27,11,15,3,26,6,546,171,7,0,96,14,24,4,7,3,29,0,353,76,14,6,34,3,6,3,0,0,9,0,155,149,18,3,79,16,17,5,12
SED26603,0,0,0,0,0,0,0,0,4,156,0,164,4,0,0,0,0,0,0,3,0,48,0,57,0,0,0,0,0,0,0,6,0,18,0,23,0,0,0,0,0,0,0,4,0,23,0,23,0,0,0,5,0,5,0,16,0,136,4,164,0,0,0,0,0,3,0,24,7,61,0,98,0,8,0,0,0,14,3,35,4,600,10,680,0,24,4,8,0,22,4,45,6,243,0,357,3,53,3,31,0,79,3,70,8,186,3,434,23,70,0,87,11,84,6,79,9,166,4,543,25,33,0,93,10,84,8,27,10,50,0,333,69,45,3,113,19,78,9,30,0,39,10,416,353,58,7,289,41,125,10,26,6,55,6,985,459,36,7,241,32,49,7,24,6,13,0,876,428,16,3,149,34,54,8,5,5,9,0,709,381,7,5,74,15,16,0,3,0,0,0,516,670,11,10,127,36,52,11,15
SED26708,9,0,0,5,0,5,0,0,4,117,5,151,0,7,0,4,0,0,0,9,0,55,0,69,0,0,0,0,0,4,0,10,3,29,0,48,0,0,0,0,0,0,0,12,0,22,0,32,9,4,6,7,0,6,0,30,3,178,9,247,4,8,0,11,0,8,0,39,8,76,0,147,17,24,0,10,4,17,4,66,16,677,15,852,19,32,6,27,3,48,9,109,21,411,5,694,25,65,6,42,9,82,7,94,16,354,4,707,60,76,8,109,16,85,10,91,13,307,3,775,44,37,5,131,9,60,16,33,16,65,3,416,113,44,14,128,12,60,14,38,9,100,3,526,337,64,13,245,30,90,19,33,14,118,3,964,240,35,6,177,21,22,12,26,3,39,3,584,181,22,6,99,18,30,11,20,5,43,0,440,102,5,0,53,5,8,0,9,0,18,0,199,198,38,8,136,25,43,5,27
SED26806,5,0,0,0,0,5,0,0,0,74,3,89,0,0,0,0,0,0,0,4,0,23,0,31,0,3,0,0,0,0,0,5,0,20,0,24,0,0,0,0,0,0,0,3,3,15,0,20,0,4,0,3,0,0,0,9,0,69,0,91,0,7,0,0,0,9,0,33,0,30,0,84,3,19,0,8,0,5,4,35,6,166,0,247,0,28,3,8,0,26,0,49,5,82,0,199,7,69,4,30,6,59,7,48,11,106,0,345,26,90,5,62,3,59,16,57,7,117,4,444,21,40,0,105,7,78,12,31,12,53,0,363,65,59,4,119,21,78,12,29,5,70,0,458,391,99,12,312,44,181,16,63,8,117,0,1240,652,53,4,265,36,87,13,38,4,91,3,1241,640,41,0,175,21,81,9,26,4,62,0,1057,588,14,5,116,24,37,6,21,6,35,0,848,1792,82,15,403,55,286,17,100
SED26903,0,0,0,0,0,0,0,4,0,157,8,166,0,0,0,0,0,0,0,6,0,61,3,72,0,0,0,0,0,0,0,6,4,35,0,44,0,0,0,0,0,0,0,8,0,22,0,29,0,6,0,0,0,0,0,15,7,138,7,163,0,5,0,0,0,3,0,21,0,57,0,99,3,9,0,3,0,18,5,42,6,633,10,742,5,29,0,3,0,50,3,51,7,211,4,367,4,46,5,23,5,70,12,54,8,130,0,365,29,66,9,76,13,84,20,45,12,121,4,484,21,42,4,105,10,67,13,24,3,31,5,322,51,38,5,113,20,66,5,15,0,40,3,357,324,68,6,315,41,89,15,41,5,26,0,921,398,30,3,208,23,43,4,12,0,25,0,764,354,11,4,130,20,23,3,9,4,9,0,569,293,11,6,53,11,15,0,0,0,3,0,401,423,15,6,82,13,51,0,3
SED27003,5,0,0,0,0,4,0,3,0,55,0,69,0,0,0,0,0,0,0,5,0,21,0,25,0,0,0,0,0,0,0,3,0,15,0,26,0,0,0,0,0,0,0,4,0,9,0,18,0,0,0,0,0,0,0,10,0,80,0,94,0,6,0,3,0,3,3,14,0,50,0,77,5,7,0,5,0,11,0,28,4,228,0,289,5,26,0,6,0,24,4,44,3,98,0,198,11,34,3,11,4,37,9,37,4,108,0,251,20,70,0,49,7,60,9,65,9,113,4,394,10,33,5,73,6,56,3,34,3,41,0,263,53,33,8,83,14,67,9,35,3,74,0,374,328,81,6,298,37,134,16,68,16,112,0,1110,595,52,6,294,32,74,17,41,0,56,3,1172,649,40,5,238,33,92,4,25,9,36,0,1137,689,17,3,112,24,39,0,6,0,19,0,921,2220,64,19,423,65,222,25,56
SED27101,0,4,0,0,0,0,0,0,0,210,5,220,0,0,0,0,0,0,0,5,0,54,0,67,0,0,0,0,0,0,0,11,3,28,0,46,0,0,0,0,0,0,0,3,0,23,0,24,0,4,0,0,0,4,0,11,0,122,4,151,0,4,0,6,0,6,0,14,0,58,0,88,0,10,0,4,0,10,0,45,9,377,5,452,4,24,5,5,0,35,0,68,9,274,3,427,6,45,0,20,0,66,4,63,13,249,0,466,22,50,6,68,3,78,12,66,3,258,4,563,25,33,0,70,0,47,3,30,7,78,0,294,53,20,0,95,14,59,10,28,9,79,0,368,255,58,4,204,24,111,11,37,5,80,0,792,319,29,10,170,16,39,10,12,0,35,0,643,273,17,0,105,14,37,3,4,0,27,0,494,250,11,0,68,10,12,0,6,0,11,0,368,448,21,4,114,23,56,0,12
SED27208,6,3,4,3,0,0,0,4,0,104,4,127,9,0,0,0,0,5,0,3,0,57,0,74,0,4,0,0,0,10,0,5,0,31,0,45,0,0,0,0,0,0,0,3,0,36,0,47,9,9,3,9,0,9,0,16,5,210,0,282,0,12,0,6,0,6,0,48,5,126,5,208,13,17,0,14,0,28,3,83,16,1169,17,1367,26,37,3,19,0,70,3,109,23,549,4,862,34,63,5,62,3,85,3,130,18,386,8,802,67,56,7,148,15,89,16,68,18,332,10,824,47,23,0,127,3,77,8,31,14,69,0,407,122,47,13,134,11,78,15,47,12,71,4,540,312,72,11,232,32,111,24,31,14,74,0,916,231,32,13,169,27,33,13,20,6,18,5,565,169,18,5,84,13,27,0,4,3,13,0,333,91,8,6,28,9,3,0,3,0,8,0,164,151,12,0,82,10,16,5,7
SED27305,0,0,0,3,0,3,0,6,0,175,3,187,0,0,0,0,0,0,0,5,0,56,0,59,0,0,0,0,0,0,0,4,0,23,0,35,0,0,0,0,0,0,0,5,5,20,0,31,0,5,0,0,0,0,0,11,3,116,0,134,0,0,0,0,0,0,0,34,3,54,0,97,0,8,0,0,0,16,0,39,8,447,3,525,0,8,0,6,0,27,7,49,3,282,0,389,5,16,3,23,0,57,0,38,4,280,0,433,16,31,0,67,3,83,6,64,6,199,3,485,24,22,0,45,5,50,5,40,8,62,0,256,34,15,0,67,9,61,3,22,0,76,0,283,187,30,10,139,25,96,5,25,8,72,3,601,215,20,7,144,21,50,9,12,3,25,0,496,197,16,4,91,8,36,0,3,0,18,0,374,123,4,0,47,9,3,0,0,4,3,0,198,230,18,4,89,14,57,3,16
SED27406,0,0,0,0,0,0,0,0,0,103,0,107,0,0,0,3,0,0,0,4,0,43,0,55,0,0,0,0,0,0,0,8,0,33,0,44,0,0,0,0,0,0,0,10,0,23,0,30,0,3,0,0,0,0,0,15,3,110,4,140,0,4,0,0,0,4,0,22,0,54,0,82,5,3,0,8,0,6,0,25,5,311,0,369,3,16,0,3,0,14,0,44,10,235,0,329,5,25,0,7,0,31,0,58,11,334,0,481,18,47,3,43,7,53,5,67,4,312,4,553,14,16,0,48,0,38,6,50,5,151,0,325,31,25,3,62,6,38,5,63,0,162,0,404,175,49,0,153,9,104,10,85,8,206,3,814,259,29,4,143,21,59,8,50,7,118,0,694,237,24,3,131,14,53,4,36,8,87,0,604,220,19,0,84,3,28,3,16,0,51,0,422,706,60,7,229,33,163,8,58
SED27504,5,3,0,5,4,3,0,0,0,139,7,173,0,0,0,0,0,0,0,9,0,64,5,76,0,0,0,0,0,0,0,7,0,21,0,34,0,0,0,4,0,0,0,6,0,28,0,38,9,0,0,4,0,4,0,18,3,172,6,218,0,4,0,3,0,15,3,28,3,88,0,153,6,13,4,12,0,30,4,72,16,852,13,1013,8,21,0,14,0,53,0,84,17,454,10,663,32,38,3,38,5,91,5,82,14,352,11,669,58,56,9,106,7,129,14,71,16,301,8,772,58,21,5,109,6,68,10,38,10,58,0,374,122,34,3,150,11,56,8,23,7,91,5,510,341,65,11,267,37,105,15,41,17,70,3,960,299,27,4,178,25,37,11,13,4,39,3,642,180,7,0,88,15,21,3,15,0,20,0,357,110,10,4,37,5,14,3,0,0,10,0,190,171,13,6,100,9,34,9,14
SED27608,0,3,0,0,0,0,0,0,0,127,0,136,0,0,0,0,0,0,0,5,0,66,0,75,0,0,0,0,0,0,0,15,4,24,0,50,0,0,0,0,0,0,0,10,0,24,0,31,0,4,0,0,0,3,0,14,4,153,3,189,3,9,0,0,0,9,3,33,3,92,0,157,0,15,0,0,0,14,0,65,11,669,13,785,3,34,4,12,0,24,3,89,15,476,0,663,6,63,5,27,0,58,3,91,16,502,7,769,27,72,0,90,7,80,7,86,13,469,0,864,20,47,0,116,13,75,8,63,5,151,7,498,60,44,4,136,17,57,12,43,6,167,0,557,346,97,13,334,36,171,17,67,16,152,0,1238,434,52,10,279,36,45,12,34,7,80,0,989,359,24,0,182,25,49,0,16,7,42,0,708,247,17,8,78,15,8,0,16,5,23,0,419,463,39,3,182,32,97,8,33
SED27708,3,0,0,6,0,0,0,6,3,101,0,123,0,0,0,0,0,0,0,3,3,44,0,54,4,0,0,0,0,0,0,4,3,25,0,37,0,0,0,0,0,0,0,15,3,19,0,33,3,10,0,7,0,4,0,21,0,172,5,225,0,9,0,0,0,12,0,41,7,95,0,163,5,16,0,14,0,18,0,81,8,732,21,898,15,17,4,17,4,40,3,88,15,479,3,688,16,45,5,46,5,80,5,86,11,399,3,709,48,73,9,117,13,85,15,75,20,353,3,817,47,38,7,115,14,66,6,33,7,78,0,425,94,47,8,135,10,54,5,35,5,100,0,498,314,85,8,296,36,118,17,51,16,100,6,1038,273,36,13,179,24,46,13,23,8,43,5,660,191,16,9,110,11,21,0,16,4,25,3,416,96,10,3,51,8,13,4,4,3,13,0,204,185,19,4,97,16,43,8,22
SED27807,0,0,0,0,0,4,0,0,0,304,3,321,0,0,0,0,0,0,0,3,0,62,0,76,0,0,0,0,0,0,0,9,0,48,0,59,0,0,0,0,0,0,0,11,0,37,0,57,0,0,0,0,0,5,0,28,5,258,4,301,0,7,0,3,0,9,0,34,8,88,0,148,0,17,0,0,0,26,0,54,8,887,17,1021,6,20,0,14,4,63,6,84,14,322,5,540,11,43,6,20,4,98,3,53,17,189,5,452,24,55,5,98,16,106,18,69,9,174,4,578,31,30,4,72,3,67,3,28,8,38,0,285,61,30,0,68,10,45,10,20,3,31,4,287,204,31,3,149,25,83,18,18,10,33,7,573,181,17,6,83,15,33,3,8,0,11,0,354,134,12,0,50,10,16,0,4,0,7,3,237,106,0,4,30,5,7,4,4,0,4,0,149,157,5,0,35,9,16,0,6
SED27907,4,0,0,0,0,6,0,0,0,138,0,149,0,0,0,0,0,0,0,5,0,47,0,54,0,0,0,0,0,0,0,3,0,17,0,22,0,0,0,0,0,0,0,4,4,29,0,32,0,4,0,0,0,4,0,16,4,133,0,158,0,8,0,4,0,7,0,23,7,72,0,113,0,11,0,5,0,15,7,51,9,572,3,665,4,18,0,3,0,32,4,68,12,361,5,501,5,17,0,21,4,71,4,61,7,282,0,486,19,50,4,54,8,98,10,53,13,228,0,531,25,25,0,70,9,80,0,29,5,73,0,323,67,30,3,104,11,68,5,29,6,68,0,400,328,37,11,214,16,118,14,40,7,81,0,878,382,29,5,164,36,37,12,9,5,33,0,715,308,12,6,105,13,46,3,6,0,22,0,526,193,4,4,56,10,12,3,4,0,7,0,290,287,10,13,69,18,43,4,11
SED28007,0,0,0,0,0,0,0,0,0,229,9,240,0,0,0,0,0,0,0,5,0,53,0,62,0,0,0,0,0,0,0,3,0,36,0,42,0,0,0,0,0,0,0,17,0,21,0,38,0,0,0,0,0,5,0,8,3,170,0,190,0,0,0,0,0,11,0,26,0,71,4,108,0,10,0,6,0,25,5,41,8,628,5,726,3,12,0,9,0,42,0,54,7,254,5,386,3,28,6,21,0,75,3,56,4,179,0,371,17,30,7,63,5,89,4,39,8,181,0,447,25,18,4,63,7,66,5,22,6,39,0,249,66,17,4,83,0,64,8,23,6,39,0,307,284,37,8,168,22,109,10,21,8,33,0,704,306,24,3,122,18,40,5,10,0,8,3,544,229,8,5,81,10,23,5,8,3,9,0,378,154,0,0,29,12,8,0,0,0,9,0,212,235,5,0,59,9,37,5,8
SED28107,0,3,0,3,0,0,0,4,0,459,6,476,0,0,0,0,0,0,0,7,5,60,0,77,0,0,0,0,0,0,0,15,0,45,0,60,0,0,0,0,0,0,0,15,3,33,0,58,0,3,0,6,0,7,0,21,4,124,0,164,0,6,0,3,5,8,0,42,8,75,0,140,0,6,4,4,0,32,4,64,7,469,3,601,3,25,0,10,3,99,4,66,13,265,8,487,7,45,3,29,8,146,6,96,13,206,4,545,28,69,4,111,9,137,14,68,20,182,3,648,40,57,6,123,22,139,13,46,10,67,0,515,129,49,6,150,14,120,9,27,10,32,4,552,494,73,12,312,38,212,17,45,15,47,4,1269,474,28,4,197,30,68,16,18,5,23,0,857,323,16,3,99,22,48,5,9,4,13,0,540,271,4,4,61,7,8,0,8,0,0,0,377,395,7,4,75,18,46,6,6
SED28203,4,0,0,0,0,3,0,0,4,321,7,339,0,0,0,0,0,0,0,8,4,77,0,87,0,0,0,0,0,0,0,17,0,38,0,55,0,0,0,0,0,3,0,5,3,51,0,56,0,0,0,0,0,4,4,17,0,236,5,267,0,0,0,0,0,13,0,32,4,100,4,154,5,11,0,3,0,29,0,70,9,1092,11,1236,0,18,0,6,0,64,3,79,5,360,6,542,6,33,3,28,4,118,6,59,8,209,9,480,28,45,7,86,8,116,11,50,17,163,5,540,37,34,0,97,8,90,6,20,13,27,0,331,69,24,4,95,7,45,3,15,0,23,0,288,314,47,3,204,23,94,9,19,3,21,6,749,271,36,8,122,20,32,3,10,3,17,3,524,178,9,3,56,9,29,0,6,0,9,4,300,114,4,0,30,3,10,0,0,0,7,0,174,139,4,0,25,7,8,4,0
SED28301,0,0,0,0,0,0,0,7,0,229,0,237,0,0,0,0,0,0,3,0,3,84,0,94,0,3,0,0,0,0,0,9,0,30,0,42,0,0,0,0,0,0,0,10,0,14,0,26,0,3,0,0,0,3,0,17,0,167,4,201,0,6,0,4,0,7,0,25,4,92,0,139,0,13,0,6,0,15,0,43,8,484,7,570,3,22,0,3,0,16,3,57,5,279,5,394,6,39,0,17,0,37,3,58,11,302,3,492,15,40,0,49,0,40,0,71,6,311,0,538,14,15,3,40,4,43,3,40,4,95,0,254,32,26,0,50,8,55,3,26,3,134,6,338,117,55,4,126,15,108,7,61,6,165,0,654,138,24,7,89,15,49,12,28,3,95,4,463,126,9,0,74,13,56,6,19,0,46,0,349,95,12,3,42,0,19,3,5,0,32,0,211,337,34,8,146,28,129,5,43
SED28408,0,0,0,0,0,0,0,4,0,82,4,87,0,0,0,0,0,0,0,6,0,27,0,38,0,0,0,0,0,0,0,8,0,20,0,28,0,0,0,0,0,0,0,8,5,20,0,23,0,3,0,0,0,0,0,15,0,107,0,132,0,8,0,0,0,0,0,21,3,83,0,122,5,13,3,11,0,5,4,57,13,626,13,744,0,22,0,12,0,38,5,65,8,363,0,518,13,35,0,24,0,64,6,84,10,320,0,570,30,71,5,86,12,76,12,74,13,333,4,699,28,22,3,94,7,65,12,44,3,113,0,388,85,41,3,112,11,50,10,34,11,113,0,475,294,56,0,222,24,103,13,33,0,98,6,850,218,42,0,149,18,39,5,17,9,48,0,538,171,9,0,115,12,37,5,4,3,21,0,383,132,7,0,41,10,17,7,9,0,15,4,229,223,23,13,100,16,40,4,13
SED28507,3,0,0,0,0,4,0,0,0,204,3,217,0,0,0,0,0,0,0,3,0,33,0,32,0,0,0,0,0,0,0,9,0,25,0,40,0,0,0,0,0,4,0,6,0,23,0,30,0,0,0,0,0,0,0,16,0,123,4,140,0,0,0,0,0,11,0,29,8,108,0,157,4,9,0,3,0,19,3,49,3,506,7,613,0,13,0,12,4,45,5,70,18,259,5,425,8,41,4,30,0,110,5,66,15,228,4,511,36,58,0,93,9,118,15,73,8,176,4,599,41,34,0,108,17,118,5,33,14,57,0,434,93,25,8,141,15,88,9,23,5,44,4,453,399,50,11,268,49,179,14,43,7,51,0,1078,402,18,13,183,33,56,8,19,3,19,4,760,315,12,4,103,17,53,12,5,3,11,0,536,195,8,4,61,4,15,9,3,0,6,0,307,309,15,3,65,15,42,6,8
SED28607,0,0,4,0,0,3,0,3,0,128,5,138,0,0,0,0,0,0,0,6,0,59,0,68,0,0,0,0,0,0,0,11,0,23,0,36,0,0,0,0,0,0,0,6,0,16,0,23,0,0,0,0,0,0,0,13,7,123,6,144,0,0,0,0,0,0,0,27,4,62,0,92,0,6,0,3,0,14,0,25,4,432,4,497,3,12,0,6,0,22,0,40,5,191,5,288,0,27,0,11,0,38,3,47,7,158,0,305,15,29,0,53,11,49,9,52,9,175,0,412,27,26,0,55,0,45,5,41,6,71,0,266,34,20,0,67,6,48,4,29,3,60,0,281,207,62,0,190,22,111,14,40,5,97,0,753,344,38,3,184,18,64,8,20,4,37,0,730,358,27,7,156,29,61,5,14,6,17,3,684,391,10,3,96,17,26,5,6,3,16,0,573,1158,33,16,230,49,139,6,18
SED28704,0,0,0,6,0,4,0,4,0,193,0,209,0,0,0,0,0,0,0,9,0,54,5,71,0,0,0,0,0,0,0,7,0,36,0,46,0,0,0,0,0,0,0,3,0,33,0,40,0,0,0,0,0,0,0,15,6,137,7,168,0,8,0,4,0,10,0,26,3,75,0,130,0,10,6,6,0,22,3,48,5,534,3,636,0,19,3,7,0,43,7,65,9,329,3,493,4,42,0,26,7,84,3,90,11,307,8,588,27,59,7,69,10,110,8,84,13,263,0,652,33,25,0,107,15,79,10,38,10,65,0,387,92,38,0,115,16,103,8,28,6,75,4,492,432,61,15,333,30,168,15,49,13,89,5,1218,487,16,3,229,48,44,15,28,4,40,3,918,384,26,0,149,16,55,9,14,5,20,3,687,241,10,0,73,19,13,4,7,0,12,0,383,359,11,9,115,26,72,5,13
SED28803,0,0,0,0,0,7,0,3,7,372,4,396,0,4,0,0,0,0,0,3,0,53,0,60,0,0,0,0,0,0,0,14,3,32,0,57,0,0,0,0,0,4,0,7,0,33,0,51,0,4,0,0,0,4,0,6,0,142,3,157,0,0,0,0,0,9,0,43,13,96,4,164,4,12,0,0,0,29,4,53,12,628,9,759,5,19,0,6,0,64,0,81,12,294,0,490,6,25,5,25,10,134,6,70,17,183,3,480,27,59,3,129,7,149,9,57,17,163,0,617,58,34,3,116,9,127,6,29,10,54,3,455,98,37,4,151,21,115,3,26,9,42,4,511,515,68,14,310,47,176,22,51,6,43,0,1253,453,31,7,185,36,66,3,11,3,29,4,825,329,13,3,77,23,47,5,9,0,10,0,513,215,5,3,45,13,16,0,0,0,8,0,305,290,7,0,58,18,55,0,7
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
