SED_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
SED27708,3,0,3,6,5,0,5,8,26,0,33,0,0,0,3,0,3,3,3,10,0,12,0,8,3,11,0,0,0,12,11,0,23,7,12,5,22,3,6,13,30,48,0,75,3,27,6,34,11,8,20,49,85,5,142,7,74,6,88,3,16,15,106,123,5,234,27,108,17,156,3,8,13,168,103,0,273,63,146,12,219,5,8,12,229,145,0,375,92,108,12,219,0,3,7,225,105,0,331,104,85,11,199,0,3,4,202,84,0,293,90,59,7,155,0,0,0,161,43,0,199,74,39,14,128,0,0,0,128,38,0,164,98,45,14,157,0,0,0,160,36,0,194,54,22,0,77,0,0,0,77,12,0,96,36,13,6,51,0,0,0,51,3,0,58,10,0,0,16,0,0,0,16,5,0,15,23,7,0,34,6,0,6,32,5,0,41,66,50,5,118,6,4,6,123,54,10,188,3,7
SED27807,0,0,0,3,11,8,21,23,159,0,185,0,6,0,4,4,6,11,13,32,0,48,4,19,8,28,4,9,16,44,71,0,114,0,37,0,47,12,18,35,76,96,4,178,3,49,3,59,11,8,17,81,139,0,220,9,87,15,101,12,14,31,127,165,0,303,47,94,4,145,12,9,19,171,169,3,343,76,72,12,167,12,13,28,194,277,4,470,89,81,14,183,5,5,9,197,240,6,438,119,91,19,223,12,12,26,244,207,0,456,81,48,12,143,8,8,18,157,148,0,303,74,42,9,122,5,5,10,131,94,0,224,112,54,14,188,4,8,15,204,126,0,324,75,28,8,114,3,0,3,114,87,0,201,52,19,0,68,8,4,11,78,34,0,111,32,4,0,39,0,0,0,39,28,0,69,38,10,4,50,3,0,5,54,23,0,81,47,35,21,110,9,4,14,120,84,25,226,4,0
SED27907,4,0,0,6,0,0,0,3,44,0,50,0,0,0,0,4,0,3,8,14,0,16,0,4,0,6,8,0,4,11,27,0,38,0,8,6,16,3,3,11,22,29,4,51,0,16,0,21,6,11,15,35,65,0,103,10,45,6,64,4,8,13,71,101,0,174,17,66,9,93,7,5,8,104,106,0,208,46,95,10,157,0,4,3,161,159,0,324,123,97,19,234,7,3,9,249,117,0,363,131,79,9,222,3,0,11,224,107,0,333,142,68,8,213,0,3,4,216,54,0,275,113,39,16,166,3,4,5,170,66,0,232,181,69,13,269,4,0,5,279,77,0,357,96,31,5,132,0,0,0,133,52,0,183,79,16,9,112,0,0,0,113,17,0,126,39,5,0,39,0,0,0,43,6,0,51,48,5,0,49,0,0,0,51,13,0,65,82,41,16,134,3,3,4,137,61,5,207,0,0
SED28007,4,0,4,6,5,0,6,9,58,3,69,0,3,0,4,3,0,3,7,9,0,22,0,7,0,10,5,5,11,21,20,0,41,3,13,3,19,4,3,8,25,33,0,55,4,21,3,32,4,6,6,42,67,0,104,6,61,19,86,10,8,17,110,100,3,206,30,66,18,112,9,7,19,128,101,3,233,42,76,6,124,10,7,16,140,112,0,251,100,78,16,188,7,0,11,195,131,0,319,125,88,10,219,3,13,12,234,109,0,346,129,54,11,195,0,4,9,201,65,0,264,101,37,10,148,3,0,5,160,55,0,212,241,64,20,330,3,5,3,335,90,0,424,98,31,9,135,5,0,3,143,49,0,193,96,32,5,129,0,0,0,134,23,0,154,33,17,0,48,0,0,0,48,8,0,63,65,17,0,86,6,0,4,91,13,0,112,78,29,20,129,4,0,3,134,50,14,199,12,0
SED28107,0,0,3,9,15,7,20,25,118,0,140,0,3,4,5,0,3,8,9,30,0,36,0,19,5,21,3,11,13,35,49,0,80,0,11,4,17,5,12,25,41,71,0,112,7,36,5,45,12,10,22,69,92,0,156,8,72,18,101,16,18,31,129,153,0,281,29,126,24,177,11,13,23,202,152,0,360,79,103,17,205,16,4,19,224,152,0,378,168,107,29,308,10,5,13,321,160,0,478,161,95,14,272,7,7,16,286,136,0,421,151,56,11,216,10,8,19,234,91,0,324,131,50,12,191,4,7,12,210,62,0,269,247,72,14,332,3,4,4,338,96,0,432,99,24,13,129,5,0,4,134,53,0,187,94,25,3,116,5,0,0,122,20,0,145,30,6,0,38,0,0,0,38,8,0,47,78,18,6,96,3,0,3,99,17,0,114,76,42,10,128,4,4,13,138,76,15,231,9,3
SED28203,0,7,0,6,6,9,14,18,109,0,127,0,0,0,0,0,0,0,6,14,0,19,0,12,4,14,4,8,12,29,37,0,65,0,18,0,19,10,5,16,33,63,0,102,3,24,9,33,8,8,21,51,113,0,166,16,65,7,89,8,15,25,105,148,0,260,24,66,6,98,4,8,8,107,153,0,266,65,77,7,147,12,3,13,162,266,0,429,97,96,7,202,5,0,5,204,221,5,432,106,72,13,188,5,5,11,200,218,0,416,95,50,9,154,6,4,10,164,135,0,298,88,30,4,126,0,0,0,129,116,0,241,148,51,11,217,7,5,10,223,151,4,371,67,29,10,99,7,0,4,104,71,0,173,39,20,5,64,0,0,0,64,30,0,90,21,11,0,30,0,0,0,34,15,0,51,30,6,0,38,0,4,4,40,28,0,67,36,31,10,74,4,0,5,77,83,10,175,3,3
SED28301,3,6,0,9,6,8,8,14,96,0,109,0,8,0,14,0,3,5,17,13,0,24,0,5,0,8,0,0,4,11,20,0,35,0,9,0,13,0,3,3,14,21,0,39,0,14,4,16,0,4,6,21,34,0,61,5,28,6,42,0,7,5,52,37,0,86,12,48,3,63,0,7,8,69,53,0,119,20,58,4,85,4,0,3,89,72,0,160,50,62,9,123,4,5,9,127,77,0,206,54,59,5,117,3,3,10,127,66,0,190,46,40,6,96,0,3,4,104,51,0,153,66,41,4,108,3,0,3,107,44,0,153,113,43,7,161,0,0,0,165,50,0,216,54,34,5,91,0,0,0,91,51,0,137,58,16,7,79,0,0,0,79,17,0,87,19,16,0,32,0,0,4,36,8,0,42,102,18,5,124,0,0,4,131,25,0,158,49,30,8,85,4,0,5,90,48,9,146,4,0
SED28408,0,0,0,0,3,0,4,10,33,0,39,0,0,0,0,0,0,0,0,8,0,12,0,3,4,10,4,5,11,20,13,0,34,0,26,0,24,0,3,3,26,37,0,65,0,35,8,43,5,8,11,58,101,0,157,10,61,13,87,11,16,27,113,148,0,263,20,118,7,153,12,10,24,174,148,0,320,52,150,11,217,8,5,9,226,201,3,424,94,123,15,234,9,5,17,248,159,0,407,99,94,22,214,3,6,8,222,117,0,342,98,52,8,163,3,0,8,163,63,0,237,84,41,5,133,0,0,6,137,27,3,168,136,61,6,202,0,0,4,205,45,0,254,62,12,0,83,0,0,0,81,19,0,101,39,11,0,45,0,0,0,52,6,0,57,26,3,0,24,0,0,0,24,3,0,28,37,6,0,41,0,0,0,47,11,0,58,89,47,8,139,0,0,0,141,63,4,211,0,3
SED28507,5,6,0,14,6,6,10,23,79,0,98,0,4,0,4,0,3,3,10,13,0,19,0,11,4,16,4,0,13,26,36,0,64,0,16,0,20,3,19,20,41,64,0,105,0,32,9,39,14,11,23,66,132,0,196,15,67,23,106,9,14,28,131,226,0,355,38,114,30,184,9,11,22,203,205,4,414,88,152,21,268,11,0,14,278,266,3,539,142,120,15,277,0,14,15,289,185,6,476,169,90,9,275,7,10,15,288,167,0,460,154,60,12,218,4,7,7,230,101,0,336,114,45,3,168,8,4,8,174,69,0,245,203,70,11,281,4,0,10,293,101,3,400,94,16,3,119,4,0,4,122,44,0,167,59,14,7,81,0,0,0,81,10,0,95,32,8,0,38,0,0,0,38,11,0,47,38,8,3,50,0,0,0,54,13,0,63,85,34,13,128,11,3,15,148,101,10,261,11,5
SED28607,0,6,0,3,4,3,11,12,44,0,59,0,0,0,5,3,0,3,6,8,0,18,0,3,0,4,0,3,3,13,19,0,31,0,12,0,12,0,0,4,17,28,0,48,0,8,3,15,4,6,8,20,62,0,84,0,26,4,33,3,3,9,45,74,0,119,9,56,4,64,11,6,14,80,89,0,174,16,50,11,75,9,3,11,84,130,0,221,55,77,0,134,0,4,3,135,108,0,248,75,59,7,141,3,3,7,143,102,0,250,110,52,5,159,0,0,0,165,65,0,228,97,41,6,148,0,4,4,153,56,0,206,211,58,14,279,7,0,7,284,68,0,353,81,25,5,115,4,0,4,113,40,0,154,87,25,7,118,0,0,0,117,13,0,134,34,4,3,37,0,0,0,43,8,0,54,115,18,10,142,0,0,0,140,29,0,172,83,35,4,125,4,4,3,130,64,7,203,4,0
SED28704,4,0,0,9,0,3,8,15,74,3,92,0,0,0,0,0,0,0,3,14,0,20,0,11,0,11,0,3,3,15,32,0,48,0,21,0,21,5,9,9,32,44,0,77,0,30,8,41,12,9,13,63,88,5,147,7,89,22,115,5,17,18,134,170,0,306,26,113,13,152,5,11,17,173,134,0,302,90,151,14,259,5,8,15,274,165,0,442,131,146,22,302,4,3,9,306,141,0,450,179,131,8,316,6,0,8,324,109,0,442,164,104,15,284,0,3,3,288,59,0,353,140,59,5,204,0,0,0,204,63,0,265,292,76,13,385,0,5,5,387,76,0,465,131,37,5,174,3,3,5,178,35,0,211,109,17,4,127,4,0,4,127,16,0,142,34,5,4,50,0,0,0,52,10,0,56,81,7,0,97,0,0,0,97,18,0,109,139,68,24,230,7,7,18,244,74,5,328,3,7
SED28803,3,0,0,7,8,0,9,19,120,4,137,0,0,0,7,5,3,7,10,15,0,29,0,15,0,17,6,0,9,22,62,0,88,0,14,0,17,5,6,11,29,79,0,111,4,38,4,47,3,11,17,61,132,0,198,15,78,14,99,10,17,26,128,186,3,315,23,139,23,188,13,14,24,214,218,0,434,90,118,22,231,5,10,14,245,239,0,490,137,109,20,264,6,12,18,284,239,0,523,174,93,17,283,3,9,6,292,186,0,485,149,63,12,226,4,4,5,236,122,0,359,108,48,13,169,4,0,4,177,97,0,276,226,82,17,332,3,3,12,337,134,0,478,138,48,5,193,5,3,8,205,74,0,284,81,21,10,108,0,0,0,109,36,0,142,44,10,0,62,6,0,6,64,22,0,79,85,25,3,114,0,0,3,117,24,0,137,77,24,21,127,4,3,10,132,92,19,246,5,0
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
