LGA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
LGA24970,0,5,9,85,24,27,14,4,0,165,3948,8264,7788,9413,5143,3801,2598,2016,962,43942,0,23,66,180,35,30,20,0,0,357,0,0,0,26,14,18,5,10,0,74,0,3,3,50,3,14,0,0,0,74,0,0,29,58,64,45,29,24,9,252,8,7,13,43,31,15,8,0,0,131,0,0,7,26,18,15,25,6,0,106,53,572,1532,4536,1244,1271,822,270,127,10418,0,0,0,12,12,33,36,56,30,175,0,19,19,81,13,45,65,75,23,336,10,86,119,287,224,292,283,234,126,1661,0,0,12,55,37,33,14,7,5,154,0,3,9,44,16,11,8,3,0,98,5,6,23,50,45,27,61,97,42,351,4,34,60,145,133,294,378,732,297,2084,17,105,190,454,132,212,186,48,14,1348,49,471,1151,4045,872,455,313,138,44,7533,4,31,114,365,127,52,77,30,9,808,0,22,62,259,81,36,25,16,0,486
LGA25060,0,0,0,8,0,0,4,0,0,11,2976,6147,6032,11541,5829,4397,2630,1161,395,41102,0,0,4,34,3,0,4,0,0,55,0,0,0,25,5,6,4,5,0,63,0,3,0,62,6,0,0,0,0,72,0,0,0,3,10,8,10,0,0,32,0,9,6,43,29,12,6,8,0,116,0,5,7,34,31,17,17,12,0,117,4,16,42,240,71,115,88,38,36,652,0,3,0,12,23,42,51,84,25,252,0,3,7,49,22,28,44,45,11,215,10,42,53,311,203,193,173,108,30,1124,0,0,4,20,11,5,3,3,3,50,0,3,4,34,13,9,4,0,3,63,0,5,4,44,22,21,52,43,7,193,0,3,10,35,27,115,153,214,91,653,0,4,17,70,31,32,26,5,0,185,20,92,123,898,140,91,87,38,10,1500,0,9,12,55,12,12,6,3,0,100,0,10,10,178,34,11,4,8,0,263
LGA25150,0,0,0,3,0,0,0,0,0,3,1135,2497,1884,3841,1939,1688,1305,572,129,14992,0,0,0,10,0,0,0,0,0,15,0,0,0,3,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,3,4,0,0,20,0,0,0,3,7,0,5,0,0,12,0,0,3,3,0,4,0,5,0,12,0,0,0,9,0,3,3,10,0,33,0,0,0,0,0,3,0,0,0,8,0,14,21,61,90,150,132,79,29,572,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,5,11,13,43,14,5,84,0,0,0,3,0,7,6,11,0,30,0,0,0,5,3,0,5,0,0,5,6,20,30,286,8,10,12,3,3,374,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,0,0,0,5
LGA25250,0,3,6,31,8,4,4,0,0,59,4635,7293,7266,19003,6681,4382,2041,728,418,52448,3,16,30,159,40,25,10,0,0,286,0,0,0,29,8,18,3,3,5,76,0,12,3,125,14,8,3,0,0,168,0,0,0,13,5,0,0,4,0,23,3,6,7,107,26,13,5,3,0,167,0,6,5,68,15,19,5,9,0,123,3,25,101,350,91,131,121,22,9,856,0,0,3,16,14,46,20,37,33,177,0,11,10,63,20,42,58,46,22,274,21,68,111,915,339,273,139,79,23,1958,0,3,3,53,24,30,8,6,4,127,0,4,5,111,19,21,10,3,0,177,0,8,12,117,45,25,37,38,6,290,0,16,15,68,75,172,285,524,233,1401,0,3,13,93,21,12,6,0,0,149,21,137,229,1612,162,69,47,26,3,2302,6,16,30,130,22,5,11,0,0,223,5,16,16,205,31,21,13,7,0,312
LGA25340,0,0,0,3,0,0,0,0,0,12,3898,9081,7917,12624,7965,7868,7534,4437,1456,62788,0,0,0,3,5,0,0,0,0,7,0,0,0,6,4,0,4,8,0,25,0,3,0,14,3,0,5,0,0,31,0,0,6,3,0,0,0,0,0,18,5,12,9,49,33,27,25,11,7,180,0,0,0,10,6,9,12,5,0,48,0,8,30,42,25,23,21,9,3,165,0,0,0,4,7,24,51,41,10,144,0,0,0,6,0,13,40,25,4,98,13,197,380,592,852,1101,1164,992,342,5629,0,0,0,11,6,5,3,5,0,38,0,0,8,29,9,9,21,8,9,93,0,9,15,37,44,53,126,134,48,463,0,0,4,17,20,58,119,110,46,377,0,0,7,10,9,4,9,4,4,57,0,10,17,103,22,22,27,25,7,242,0,3,7,18,3,3,3,5,4,47,0,0,0,9,3,3,6,0,0,24
LGA25430,0,0,0,0,0,0,0,0,0,0,401,985,766,1648,1032,1248,1259,588,173,8097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,4,0,0,18,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,0,5,0,10,4,45,57,89,109,80,14,420,0,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,15,0,0,0,9,3,8,16,11,3,51,0,0,0,0,0,3,0,4,0,10,0,0,0,0,4,3,0,0,0,11,0,6,0,24,3,3,4,0,0,41,0,0,0,4,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,6
LGA25490,0,0,0,0,0,0,0,0,0,0,424,1117,785,1446,944,1054,1001,433,112,7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,26,39,47,22,5,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5
LGA25620,0,0,0,3,0,0,0,0,0,3,324,725,643,1183,854,983,907,462,105,6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,5,0,4,0,0,0,0,0,0,3,0,0,5,0,0,6,15,27,89,76,48,17,286,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,16,12,0,33,0,0,0,0,0,4,7,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,16,9,7,4,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA25710,0,0,0,0,0,0,0,0,0,0,1565,4015,3969,5212,3672,3432,2252,914,188,25222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,0,0,0,5,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,4,6,0,15,9,10,7,0,0,52,0,0,0,3,0,0,0,0,0,8,6,20,29,86,44,23,11,3,7,215,0,0,0,0,0,22,14,10,0,46,0,0,0,3,0,9,10,4,0,25,6,55,112,199,297,323,215,136,34,1380,0,0,0,4,4,0,0,0,0,19,0,0,4,14,9,3,6,0,0,40,0,5,7,16,20,17,40,31,11,144,0,0,0,7,10,33,36,15,6,110,0,0,0,18,11,9,8,0,0,43,0,8,3,102,25,23,24,3,0,191,0,0,0,8,0,0,4,3,0,16,0,4,7,76,20,15,4,4,0,127
LGA25810,0,0,0,0,0,0,0,0,0,0,271,580,497,931,589,779,729,375,104,4856,0,4,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,5,0,0,5,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,24,35,17,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,5,24,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,9,36,0,0,0,5,0,50,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA25900,0,0,0,14,0,0,0,0,0,14,1929,3193,3047,10278,4547,3659,2274,1001,228,30148,0,0,0,22,0,0,0,0,0,25,0,0,0,25,7,7,7,4,0,52,6,10,23,211,19,9,0,0,0,273,0,0,0,9,0,0,0,0,0,13,3,3,4,89,39,22,15,4,0,187,0,0,3,90,15,11,8,0,0,127,0,35,96,324,56,68,49,11,5,644,0,0,0,12,18,22,12,11,0,86,0,0,0,29,6,14,20,22,5,87,14,76,105,1184,488,425,269,140,29,2727,0,0,0,17,18,3,4,7,0,48,4,10,22,226,35,18,14,13,0,351,4,3,11,133,54,28,48,35,10,314,0,0,3,37,21,86,80,185,74,486,0,12,20,72,19,20,19,4,0,162,9,46,144,844,80,47,33,12,3,1229,0,5,26,100,22,7,8,0,0,167,0,0,11,124,23,12,12,5,0,189
LGA25990,0,0,0,0,0,0,0,0,0,0,131,362,315,627,491,506,525,235,62,3248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,43,43,19,6,139,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,39,101,118,146,109,191,310,167,58,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,26,14,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,0,0,0,0,699,1778,1356,2291,1551,1838,1765,818,226,12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,12,0,0,0,5,4,6,0,0,0,18,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,6,0,0,12,0,3,4,41,61,109,174,125,29,544,0,0,0,3,0,7,0,0,0,5,0,0,0,0,0,0,0,5,0,9,0,0,0,9,3,13,25,18,6,72,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,9,37,8,5,4,3,0,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA26260,0,0,0,0,0,0,0,0,0,0,410,923,833,1402,846,1002,958,492,168,7031,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,16,27,43,32,8,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,28,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26350,0,0,0,17,5,3,0,0,0,20,1844,3477,4409,10816,4050,3294,2374,1465,505,32232,0,5,7,30,3,4,3,0,0,47,0,0,0,27,6,9,6,4,4,47,0,5,11,91,6,4,0,0,0,122,0,0,10,6,6,7,0,3,0,33,0,10,11,74,28,20,9,5,0,169,0,5,0,51,5,3,0,8,0,78,0,78,259,632,146,183,98,45,14,1460,0,0,0,15,5,8,7,5,3,54,0,6,3,29,0,11,13,21,8,84,10,67,132,845,301,285,227,177,36,2086,0,0,0,18,8,5,3,0,0,36,0,4,12,146,26,14,17,6,5,231,0,3,6,65,24,18,45,36,19,217,3,0,6,26,32,71,113,256,159,670,10,36,38,116,29,28,25,14,0,304,9,47,158,985,76,48,38,32,9,1397,0,6,26,116,19,19,21,8,0,217,0,0,5,103,15,13,7,0,0,150
LGA26430,0,0,0,0,0,0,0,0,0,0,259,501,446,776,520,717,857,388,121,4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,37,44,28,10,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,24,0,0,0,0,0,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26490,0,0,0,0,0,0,0,0,0,0,1098,2481,1708,3506,2045,1960,1730,758,189,15476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,3,17,12,4,3,3,0,50,0,0,0,8,4,0,0,0,0,10,0,0,0,5,0,5,5,0,0,21,0,0,0,0,0,3,6,7,0,11,0,0,0,5,0,0,3,0,0,11,0,33,37,124,126,97,136,65,18,641,0,0,0,4,3,0,0,0,0,11,0,0,4,24,0,0,0,0,0,40,0,3,0,21,15,6,19,13,3,81,0,0,0,0,0,3,13,6,0,21,0,0,3,0,3,0,0,0,0,9,0,0,3,23,5,3,4,3,0,45,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4
LGA26610,0,4,0,18,21,9,11,0,0,67,592,1173,972,1701,799,1146,899,452,167,7901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,7,5,4,0,30,0,3,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,7,32,3,6,0,0,0,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,4,13,9,20,23,15,5,82,0,0,0,7,5,0,3,0,0,24,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,5,0,13,0,0,0,0,0,0,5,6,0,6,0,0,0,5,0,0,0,0,0,3,0,4,8,106,14,3,0,0,0,145,0,3,5,25,9,6,0,0,0,45,0,0,0,5,0,0,0,0,0,3
LGA26670,0,0,0,0,0,0,0,0,0,0,133,316,226,456,311,477,428,205,56,2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,22,18,18,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,10,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,0,697,1736,1410,2529,1577,1677,1495,802,265,12196,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,0,11,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,30,27,48,67,55,16,261,0,0,0,3,0,0,0,0,0,3,0,0,4,3,3,4,0,0,0,10,0,0,0,6,0,8,22,14,3,54,0,0,0,0,0,0,0,8,0,12,0,0,0,3,0,0,0,0,0,4,0,6,13,58,6,0,0,0,0,81,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA26730,0,0,0,0,0,0,0,0,0,5,895,2030,1724,3357,1801,1833,1607,844,306,14396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,13,15,80,0,4,3,0,0,116,0,0,0,0,0,0,0,5,0,6,0,0,3,3,4,0,0,0,0,10,0,10,11,34,34,60,65,47,15,284,0,0,0,0,4,0,0,0,0,10,0,4,0,9,0,0,0,0,0,12,0,0,0,3,4,3,6,3,5,24,0,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,4,0,7,12,69,9,3,5,0,0,105,0,4,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
LGA26810,0,0,0,0,0,0,0,0,0,0,1137,2500,2187,4322,2150,2597,2449,1046,305,18700,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,3,0,0,0,10,0,0,0,0,4,3,5,5,0,19,0,0,0,0,0,0,3,0,0,10,0,0,0,26,4,4,5,0,0,45,0,0,0,0,5,6,0,7,0,27,0,0,0,6,0,4,4,4,0,16,0,10,9,71,65,145,202,108,32,646,0,0,3,4,5,3,0,0,0,13,0,0,0,7,0,0,0,0,0,11,0,0,0,4,8,10,42,23,5,90,0,0,0,3,3,4,5,0,0,20,0,0,0,9,0,0,0,0,0,14,0,6,13,85,14,0,4,0,0,120,0,0,0,0,6,0,0,0,0,8,0,0,0,6,0,0,0,0,0,9
LGA26890,0,0,0,0,0,0,0,0,0,0,106,204,156,317,206,299,260,122,46,1704,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,13,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,0,0,26,3,5,0,0,0,39,3777,7912,7721,9264,6015,4755,3258,2213,999,45902,4,4,14,59,19,7,6,0,0,112,0,0,0,4,3,9,6,8,0,33,0,0,0,25,8,5,0,0,0,34,0,4,23,32,40,48,47,21,3,223,4,7,6,42,36,26,10,3,0,133,0,0,0,12,13,3,8,4,0,44,36,457,1217,4481,1162,1141,843,310,135,9783,0,0,0,6,3,18,17,28,13,92,0,4,10,23,12,19,21,31,13,134,10,86,110,314,347,371,297,295,95,1924,0,0,4,34,15,24,20,9,0,110,0,5,12,35,15,12,14,7,0,96,0,4,17,37,25,39,63,72,26,290,0,6,0,32,36,84,132,282,124,693,10,95,113,543,161,201,160,28,11,1321,25,208,558,2038,371,173,152,79,22,3621,0,9,57,188,82,39,41,17,12,442,5,39,65,302,109,49,19,15,5,601
LGA27070,0,3,19,88,21,23,10,0,0,177,8131,13946,9996,17678,7564,4877,2700,1118,296,66303,0,15,18,150,41,15,0,0,0,246,0,0,0,66,32,65,32,20,3,209,0,6,4,45,11,10,0,0,0,74,0,0,8,42,27,41,21,0,0,134,0,7,6,30,19,13,0,0,0,79,0,0,0,17,27,12,9,8,0,83,3,45,146,913,173,259,161,54,21,1773,0,0,0,34,43,60,67,72,11,293,0,12,38,127,61,75,94,60,14,490,5,84,116,276,212,251,220,130,42,1332,0,7,26,160,57,63,27,12,4,360,0,0,0,16,4,18,5,4,0,62,4,3,8,51,33,21,47,32,6,205,0,23,66,130,114,344,467,500,181,1822,0,8,13,90,18,28,25,5,0,189,51,420,1179,6093,783,348,227,55,20,9185,0,8,25,99,42,21,25,6,0,216,4,123,149,694,197,62,31,5,5,1267
LGA27170,0,0,0,3,0,0,0,0,0,4,1242,2702,2488,4510,2073,1984,1660,724,213,17591,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,8,0,0,0,7,9,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,16,4,4,5,0,0,30,0,0,0,0,0,8,11,14,5,44,0,0,0,3,0,0,0,0,0,10,0,9,18,56,49,89,102,56,13,402,0,0,0,4,3,0,0,3,0,17,0,0,3,4,0,3,3,0,0,16,0,0,3,7,5,17,66,29,10,137,0,0,0,0,0,0,3,4,0,8,0,0,0,4,8,0,0,0,0,13,0,14,23,143,23,9,9,6,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,16
LGA27260,0,7,4,129,31,21,9,0,3,203,12032,17848,9285,14514,6401,4828,2771,1112,223,69014,4,81,93,783,262,58,26,4,0,1312,0,0,0,62,34,46,35,17,0,188,0,3,4,80,22,3,0,0,0,121,0,0,5,23,25,11,12,3,0,86,4,16,9,41,24,14,11,7,0,123,0,8,4,46,44,47,46,17,0,216,13,168,280,1733,414,381,328,41,11,3371,0,0,0,35,32,69,45,39,7,217,6,32,81,67,25,28,26,24,3,283,14,159,196,473,459,504,381,243,61,2473,0,21,35,251,135,68,50,13,0,575,0,5,3,26,9,14,12,3,0,70,0,0,16,51,36,33,75,48,7,268,0,6,14,32,40,55,69,51,19,292,6,29,23,202,44,62,36,0,0,406,315,1930,2807,18925,1958,529,548,131,19,27166,6,29,75,493,162,38,57,13,0,876,5,23,27,263,57,24,10,0,0,416
