LGA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA22910,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,15,0,0,0,0,0,4,27,11,10,55,0,0,5,29,22,38,29,11,0,130,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,5,0,0,29,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,7,6,37,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,6,9,3,0,28,0,0,0,4,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9,16,0,0,46
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,8,4,0,0,54,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,12,0,0,0,3,3,6,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,8,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
LGA23110,0,0,0,4,19,68,194,185,69,543,0,0,7,28,7,17,10,7,0,76,0,0,7,46,23,13,10,0,0,105,0,0,32,70,0,0,0,0,0,101,0,6,0,17,12,12,19,13,4,90,6,50,57,406,217,132,60,18,4,946,0,0,0,31,48,88,114,58,19,357,3,12,7,49,0,0,0,0,0,76,0,0,0,7,10,0,0,0,0,17,5,22,32,313,114,131,96,21,0,736,0,0,0,47,23,17,43,21,33,192,0,0,0,0,3,0,0,0,0,12,0,5,7,53,27,74,70,34,21,291,0,11,8,53,21,8,3,3,0,112,3,5,8,95,37,20,15,9,3,195,0,3,7,45,19,18,10,6,0,100,0,0,6,26,4,4,0,0,0,35,6,32,36,133,37,21,7,0,0,273,0,3,0,19,3,6,0,0,0,37,3,21,15,108,32,12,23,5,0,218
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,3,0,0,26,0,5,0,15,0,0,0,0,0,20,0,0,0,0,0,0,9,10,3,22,0,0,7,16,5,12,4,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,9,5,10,8,42,14,3,10,4,0,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,26,0,0,0,0,0,0,0,0,0,7,0,3,4,7,5,3,4,0,0,25,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,16,14,4,0,0,0,0,30,0,3,0,6,0,0,0,0,0,9,0,0,0,9,3,0,0,0,0,15
LGA23270,0,0,0,20,24,101,253,157,42,596,0,4,7,51,17,23,13,6,4,116,0,3,7,16,9,7,4,3,0,54,4,48,179,850,30,15,11,0,0,1136,0,0,4,9,10,15,49,22,11,120,48,280,362,672,215,167,79,34,0,1850,0,0,4,48,38,53,43,13,3,209,33,225,135,949,137,39,23,3,0,1543,0,0,6,13,15,10,4,0,0,50,10,69,159,836,385,347,201,47,7,2050,0,0,0,37,26,45,48,22,8,188,0,37,79,163,152,116,51,13,0,607,0,0,6,31,24,59,78,55,16,271,0,26,37,80,43,38,24,0,3,250,0,16,20,66,36,27,21,8,3,195,4,89,166,765,402,269,118,66,27,1899,0,4,0,56,10,6,5,0,0,77,7,23,31,237,73,42,6,0,0,422,12,69,111,872,1041,860,503,219,40,3741,6,32,35,70,19,19,16,4,0,199
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,7,4,12,4,3,35,0,4,4,16,29,29,17,7,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,7,8,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,4,0,23,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,3,0,7,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,4,0,0,25
LGA23430,0,0,0,6,0,8,29,28,8,78,0,0,5,86,50,67,79,49,23,355,0,0,0,16,11,4,10,3,0,53,0,0,31,72,3,5,0,0,0,116,0,7,8,26,14,21,48,38,20,181,4,44,73,402,247,217,145,41,16,1190,0,0,0,11,4,8,12,5,0,46,0,10,7,45,12,8,10,0,0,87,0,0,0,3,14,16,5,0,0,48,4,32,64,336,146,191,113,29,8,928,0,0,3,91,46,67,108,34,15,367,0,0,5,6,3,0,3,0,0,23,0,12,34,96,85,98,92,79,44,538,0,23,15,69,35,19,14,6,0,185,10,69,66,222,164,89,65,39,11,732,0,10,31,199,105,162,196,79,50,826,0,4,4,82,11,7,5,0,0,118,0,8,17,203,77,36,15,3,0,360,0,9,0,50,56,71,60,45,12,303,6,41,43,134,49,38,26,13,0,357
LGA23670,0,0,0,0,0,22,31,18,7,89,0,0,10,30,20,56,52,23,3,197,0,0,19,40,17,13,7,0,0,94,0,3,12,69,19,6,6,0,0,112,0,0,4,11,18,33,120,108,58,354,3,61,112,285,194,157,102,44,7,979,0,0,0,4,8,3,7,5,0,32,0,11,10,82,17,12,8,3,0,154,0,0,0,17,24,12,3,0,0,51,8,30,72,365,183,150,115,38,9,959,0,4,3,42,42,57,79,16,33,284,0,0,0,10,5,3,6,0,0,35,0,0,7,33,29,82,94,62,27,338,0,35,79,157,91,87,70,16,7,546,3,15,41,148,103,90,93,40,13,547,0,67,128,637,335,355,247,94,36,1894,0,9,6,113,26,29,19,8,0,211,7,12,25,160,76,34,9,4,0,328,0,0,0,7,12,18,17,7,0,63,3,27,27,96,21,27,14,9,3,228
LGA23810,0,0,0,0,0,18,55,50,16,140,0,0,0,5,0,5,0,4,0,16,0,0,10,25,6,0,4,0,0,42,0,0,13,10,0,0,0,0,0,27,0,0,3,13,16,24,121,99,38,318,0,26,24,101,79,68,50,19,4,366,0,0,0,0,0,0,0,3,0,8,0,6,0,14,0,4,0,0,0,27,0,0,0,0,7,4,0,0,0,17,3,14,20,164,70,104,59,15,0,452,0,0,0,0,6,6,15,4,3,44,0,0,0,0,0,0,0,0,0,4,0,0,4,11,13,47,87,71,30,262,0,0,0,3,7,6,0,0,0,17,0,0,3,15,19,14,8,8,0,76,0,8,6,31,15,8,11,0,0,70,0,0,0,10,0,0,0,0,0,16,4,11,14,47,19,11,0,0,0,107,0,0,0,3,3,3,0,3,0,10,0,9,4,22,8,9,14,5,0,68
LGA23940,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,19,0,0,3,7,6,12,8,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,23,11,8,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6
LGA24130,0,0,0,8,5,21,35,8,5,80,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,12,4,0,0,10,14,9,28,20,5,85,3,6,14,88,103,68,37,18,3,342,0,0,0,0,5,5,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,16,10,0,0,0,25,0,0,7,39,15,4,6,5,0,82,0,0,0,12,3,4,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,4,12,23,29,32,11,3,124,0,4,5,10,4,6,0,0,0,30,0,0,9,31,21,8,9,0,3,80,0,0,0,8,5,7,9,4,0,29,0,0,3,33,0,0,0,0,0,30,0,3,0,20,10,5,3,0,0,43,0,0,0,4,7,0,0,0,0,7,6,10,14,29,15,19,18,5,0,116
LGA24210,0,0,0,4,0,7,39,33,14,103,0,0,0,19,11,8,13,5,3,50,0,6,0,12,0,3,6,3,0,31,0,0,4,18,4,0,0,0,0,27,0,4,3,14,13,15,23,35,23,126,11,45,66,134,96,93,61,35,10,553,0,0,0,12,15,33,28,41,10,145,5,32,20,137,25,15,13,0,0,250,0,0,0,3,9,4,3,0,0,29,0,21,23,145,67,51,57,9,5,387,0,0,0,16,16,18,37,28,11,127,0,0,0,0,0,0,0,0,0,3,0,0,4,11,11,29,34,31,25,146,6,33,49,158,69,89,70,28,8,508,10,35,63,136,122,100,67,36,5,572,0,13,23,122,86,82,66,44,14,446,0,10,17,195,81,62,81,8,0,453,4,4,20,107,30,10,7,0,3,189,3,3,5,12,25,36,10,13,4,105,12,53,36,46,31,21,15,11,0,231
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,8,3,0,19,0,3,3,10,15,21,12,0,0,64,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,18,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,0,0,15
LGA24330,0,0,0,4,4,7,27,28,11,76,0,3,6,25,3,10,3,0,4,57,0,9,9,65,8,4,0,0,0,95,5,0,76,146,6,0,0,0,0,226,0,5,5,24,5,4,10,6,0,59,4,23,52,463,133,84,43,3,5,810,0,0,7,19,43,50,82,54,21,276,0,9,4,55,4,0,3,0,0,82,0,0,0,11,9,6,4,0,0,32,0,14,53,384,105,88,75,38,4,770,0,0,3,48,16,15,19,14,26,140,0,0,0,5,3,5,3,0,0,21,0,0,0,57,15,17,15,6,6,125,3,6,7,112,19,7,12,3,0,162,0,4,6,61,17,0,3,0,0,101,0,7,9,75,15,6,5,3,10,133,3,6,4,72,8,10,3,5,0,103,0,5,14,153,28,18,3,0,0,226,0,0,4,27,19,27,7,7,0,95,5,9,10,127,28,13,4,0,0,196
LGA24410,0,0,0,0,6,6,14,19,4,50,0,4,11,30,7,12,16,6,0,74,0,62,178,510,102,59,28,5,0,948,0,0,12,47,0,0,0,0,0,61,0,0,0,11,13,17,76,95,45,267,8,27,42,197,135,134,67,30,17,651,0,0,0,4,5,4,4,5,3,23,0,4,6,45,5,7,5,0,0,63,0,0,0,4,17,11,3,0,0,44,0,18,13,187,88,85,29,17,4,440,0,0,0,20,16,27,32,15,15,125,0,0,0,6,0,0,0,0,0,7,0,0,9,24,36,59,74,67,40,307,4,18,14,58,29,25,19,3,4,178,4,17,34,123,95,68,49,25,14,430,0,5,12,179,47,47,42,21,8,374,0,6,5,79,25,9,4,0,0,139,0,29,37,129,53,24,7,3,0,279,0,0,0,5,8,8,5,0,0,20,5,11,26,72,27,37,34,6,0,207
LGA24600,0,0,0,0,0,7,18,14,5,49,0,0,50,82,5,7,4,0,0,151,0,3,87,107,12,7,3,0,0,218,0,0,183,148,0,3,0,0,0,335,0,4,8,39,7,3,11,18,0,90,7,27,306,767,179,122,63,21,9,1501,0,0,5,26,14,9,0,0,0,55,0,0,14,96,9,5,3,0,0,126,0,0,7,14,15,8,0,0,0,39,8,18,187,908,100,73,36,4,4,1331,0,0,6,75,16,19,19,9,15,159,0,0,0,6,5,0,0,0,0,13,0,4,27,51,20,16,33,8,0,167,5,14,177,428,71,31,15,0,4,757,3,4,66,154,35,34,19,7,0,308,0,3,93,262,37,21,15,8,4,449,0,6,109,617,46,21,19,0,0,814,0,8,151,1194,72,25,5,0,0,1457,0,0,8,86,26,20,13,0,6,160,14,51,130,334,49,45,32,15,0,670
LGA24650,0,4,17,72,75,200,407,187,34,1001,0,0,9,65,21,20,8,6,0,127,5,15,49,190,34,13,8,4,0,313,0,14,17,113,4,7,3,0,0,151,0,0,4,8,9,12,39,19,4,97,47,388,401,671,220,159,81,18,4,1990,0,3,21,180,161,157,170,33,17,746,15,105,55,474,57,32,25,0,4,756,0,0,4,3,3,5,0,0,0,19,10,137,374,1307,682,460,211,57,17,3245,0,0,8,55,32,48,49,13,8,212,0,45,64,144,90,40,32,9,0,425,0,8,9,25,23,68,69,35,14,250,0,37,27,55,27,17,18,3,0,186,0,8,24,92,41,43,13,7,7,227,3,39,74,376,199,91,64,24,8,880,3,4,0,29,13,9,4,0,0,65,0,24,45,162,69,15,5,3,0,326,0,0,5,38,64,33,17,11,0,170,10,36,23,50,22,6,5,0,0,151
LGA24780,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,12,0,0,3,27,0,0,0,0,0,34,0,0,0,0,0,3,12,11,10,35,4,15,25,77,48,47,20,14,0,252,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,6,6,12,11,111,33,31,27,0,0,227,0,0,0,0,0,0,0,0,0,5,0,0,0,25,7,6,0,0,0,36,0,0,3,8,6,17,6,10,4,55,0,0,0,3,0,0,0,0,0,6,0,0,15,21,17,3,8,3,0,71,4,3,0,14,12,3,0,0,3,32,0,0,9,80,5,0,0,0,0,86,0,5,15,71,20,19,0,0,0,131,0,0,4,19,39,40,18,17,0,139,0,3,0,11,8,0,5,4,0,30
LGA24850,0,0,0,9,7,13,26,10,3,60,0,0,4,17,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,3,7,16,12,5,44,0,24,39,106,62,52,39,10,8,339,0,0,0,12,4,9,7,0,0,31,3,0,0,30,9,0,0,0,0,43,0,0,0,0,6,0,4,0,0,13,0,9,12,94,37,26,15,0,0,187,0,0,0,6,0,3,6,3,4,25,0,0,4,17,7,3,0,0,0,36,0,3,4,8,11,15,21,22,7,86,0,0,0,7,10,3,0,0,0,21,0,5,12,31,14,12,0,6,0,83,0,7,3,56,9,8,4,0,5,88,0,0,0,11,0,0,0,0,0,13,0,0,4,42,14,7,4,0,0,73,0,0,0,3,10,6,0,0,0,19,0,3,6,18,4,4,6,0,0,43
LGA24900,0,0,0,0,0,4,7,8,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,7,3,6,26,11,6,62,0,5,18,49,29,48,15,5,5,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,10,66,19,21,13,4,0,134,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,17,18,0,58,0,0,0,0,3,0,0,0,0,6,0,0,4,5,5,7,0,0,0,28,0,0,0,9,0,0,0,0,0,8,0,0,4,34,0,0,0,0,0,36,0,3,3,24,11,8,6,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,9,0,0,26
LGA24970,0,0,0,3,3,4,21,24,9,66,0,3,24,94,34,71,47,30,22,324,0,0,8,34,4,11,10,8,0,76,0,9,98,151,8,4,3,0,0,271,0,0,14,18,11,8,27,40,23,144,11,86,157,245,142,126,99,37,18,923,0,0,0,9,4,12,16,10,5,50,0,34,45,164,22,17,10,0,0,295,0,0,5,6,16,4,3,0,0,29,5,37,82,503,136,138,85,20,3,1011,0,3,0,69,22,84,94,44,43,363,0,0,4,0,3,6,4,0,0,12,0,5,8,20,16,32,51,59,34,223,12,84,211,222,136,106,90,25,5,894,0,34,56,144,109,69,67,23,12,512,10,146,387,1264,569,493,388,186,73,3516,0,17,26,266,79,55,52,3,0,486,3,17,45,235,80,41,25,10,6,465,0,0,3,27,33,38,40,24,19,178,8,64,60,81,26,22,19,9,3,293
LGA25060,0,0,0,7,19,37,120,127,58,364,0,0,0,29,9,15,13,3,8,70,0,0,0,12,9,0,0,4,0,24,0,0,99,154,0,0,0,0,0,258,0,0,0,19,5,3,15,11,6,62,11,34,64,351,126,110,63,15,0,778,0,0,0,27,32,36,38,25,4,170,4,7,8,47,5,7,4,5,0,83,0,0,0,8,4,4,0,0,0,21,0,15,38,263,80,59,65,13,0,533,0,0,0,52,17,21,39,26,19,174,0,0,0,15,3,0,6,0,0,18,0,7,0,35,24,36,25,30,13,168,4,19,20,60,22,16,11,0,0,149,0,4,6,73,16,17,8,8,0,134,0,9,8,142,41,49,38,17,10,317,0,3,0,49,5,7,5,0,0,74,0,10,16,162,41,22,6,0,0,256,0,4,3,78,65,55,32,16,3,251,19,25,18,115,30,14,17,4,6,243
LGA25150,0,0,4,9,8,23,30,7,3,94,0,0,0,0,0,6,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,4,6,6,12,30,16,10,79,3,15,14,81,58,41,28,10,0,250,0,0,0,4,0,4,0,0,0,10,0,6,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,8,6,48,24,15,5,4,0,108,0,0,0,3,7,4,3,0,0,21,0,3,0,8,0,3,0,0,0,12,0,3,0,11,13,26,33,21,10,118,0,4,0,7,13,0,0,0,0,23,0,0,6,19,5,5,6,0,0,50,0,3,0,23,5,4,4,0,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,13,3,0,5,0,0,25,0,0,0,4,0,0,0,0,0,5,0,0,6,15,7,5,11,3,0,56
LGA25250,0,0,0,7,13,29,88,147,91,376,0,0,3,40,16,14,12,5,0,85,0,0,0,12,9,7,3,3,0,34,3,14,512,944,29,16,5,3,0,1530,0,0,5,47,7,14,18,13,4,113,7,39,144,938,225,113,62,19,10,1560,0,0,0,20,16,21,17,20,11,94,30,129,90,612,66,23,13,3,0,960,0,7,0,14,17,10,0,0,0,38,9,31,61,429,109,111,77,30,5,865,0,0,6,66,23,23,34,35,44,236,0,0,3,4,7,4,7,0,0,21,0,0,10,114,37,41,27,15,11,254,0,17,19,143,29,19,11,0,0,237,0,3,22,123,36,16,11,3,0,222,0,19,31,232,69,81,33,23,6,497,0,0,3,94,11,11,3,0,0,125,0,13,20,190,62,19,13,3,0,313,0,10,11,211,269,222,120,88,9,942,10,30,65,383,56,38,16,17,3,604
LGA25340,0,0,0,0,3,10,56,32,7,109,0,0,0,14,15,25,24,8,3,89,0,0,0,0,0,5,3,4,0,15,0,0,3,6,0,0,0,0,0,9,0,0,3,18,32,39,164,134,43,436,5,40,39,249,233,250,228,112,27,1186,0,0,0,6,11,15,4,4,0,42,0,0,0,4,0,0,4,0,0,15,0,0,0,16,19,11,9,0,0,61,5,22,25,182,71,56,48,8,0,413,0,0,0,36,14,15,51,16,11,142,0,0,0,3,0,0,0,0,0,6,0,8,26,80,110,159,202,161,77,825,0,7,6,8,15,19,16,7,0,68,3,27,28,92,84,86,78,39,10,450,0,0,0,21,19,25,27,16,4,110,0,0,0,12,3,5,0,0,0,16,0,18,16,106,67,20,3,0,0,229,0,0,0,10,7,13,3,5,0,38,11,22,34,86,67,54,63,18,5,347
LGA25430,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,18,8,0,44,0,4,0,33,34,37,26,10,0,145,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13,0,0,0,8,8,4,6,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,8,4,42,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,11,5,0,0,29,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,9,10,6,3,47
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,11,0,0,23,0,3,12,36,30,33,16,7,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,26,9,6,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,0,0,19
