LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25,53,96,59,51,292,0,5,5,27,53,96,59,51,295,799,742,707,910,1127,963,510,125,5883,102,72,57,87,76,74,45,39,553,907,818,774,1024,1257,1130,610,214,6731,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,7,11,0,3,9,38,0,6,0,7,11,0,3,9,41,679,699,757,976,1196,957,633,238,6137,90,49,63,67,63,61,74,62,529,772,757,815,1041,1275,1023,709,307,6705,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,8,28,66,97,64,54,335,5,8,8,32,66,97,64,54,337,1479,1444,1461,1880,2323,1922,1142,362,12019,191,119,116,151,140,134,120,102,1075,1679,1571,1591,2065,2536,2154,1322,517,13433
LGA21890,5,18,23,16,0,0,0,0,66,13,23,20,6,3,0,0,0,65,7,83,105,154,158,191,159,103,961,27,122,138,183,167,191,159,103,1097,7691,13091,11022,9360,6888,4451,2841,1227,56572,428,684,516,407,310,263,210,210,3018,8139,13897,11681,9948,7361,4900,3216,1543,60688,3,5,10,0,0,0,0,0,14,4,3,3,0,0,0,0,0,11,8,11,15,39,30,19,11,18,150,15,19,28,42,28,19,11,18,174,7630,14042,11717,10045,7649,5377,3851,2032,62332,362,635,466,362,280,272,283,367,3020,8009,14685,12205,10441,7959,5666,4143,2406,65528,9,22,27,16,0,0,0,0,83,15,24,16,13,3,0,0,0,77,16,92,123,196,188,206,169,123,1113,42,138,171,221,198,206,169,123,1269,15321,27133,22737,19405,14530,9829,6695,3256,118908,788,1314,985,761,595,534,489,574,6034,16148,28587,23888,20391,15323,10566,7356,3949,126214
LGA22110,3,4,3,5,0,0,0,0,13,0,6,0,0,3,0,0,0,13,3,27,52,110,199,516,368,201,1468,6,32,56,111,204,516,368,201,1496,1938,1889,1871,2291,3242,3601,1888,350,17067,203,173,197,214,281,293,213,98,1675,2146,2099,2122,2620,3725,4408,2464,640,20241,0,4,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,9,0,5,7,33,51,46,12,6,164,0,7,12,39,50,46,12,6,177,1800,2094,2179,2744,3730,3912,2164,705,19326,179,184,184,208,248,295,230,159,1682,1976,2284,2372,2992,4027,4258,2408,877,21189,3,3,3,4,5,0,0,0,22,0,6,5,8,7,0,0,0,23,3,32,60,140,245,560,381,205,1636,6,41,67,153,255,560,381,205,1671,3734,3980,4047,5041,6966,7515,4050,1055,36390,382,351,382,425,529,589,444,259,3359,4125,4378,4496,5618,7752,8664,4873,1516,41422
LGA22170,8,19,14,11,11,0,0,0,58,6,21,17,11,14,0,0,0,63,14,116,201,264,393,606,433,229,2248,22,156,231,284,418,606,433,229,2381,7605,8612,8791,8497,7338,5170,2606,731,49348,405,546,528,535,422,285,240,143,3096,8026,9306,9551,9322,8179,6062,3272,1106,54823,6,0,8,3,0,0,0,0,18,0,0,6,4,3,0,0,0,20,4,18,47,66,103,52,37,27,354,11,21,62,78,108,52,37,27,388,7116,9210,9588,9166,8323,6510,3599,1571,55091,431,541,498,416,321,290,329,312,3138,7557,9767,10147,9666,8752,6858,3965,1913,58620,13,24,23,13,11,0,0,0,78,4,21,18,18,19,0,0,0,82,17,136,249,325,496,659,466,253,2604,32,180,293,364,524,659,466,253,2769,14721,17816,18384,17668,15666,11681,6205,2304,104440,830,1083,1021,951,745,583,563,463,6239,15585,19076,19695,18983,16928,12919,7236,3017,113444
LGA22250,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,8,29,46,78,55,41,254,0,7,8,29,46,78,55,41,263,445,406,441,559,728,750,436,115,3863,44,32,54,43,52,69,26,24,358,487,440,495,633,826,898,524,179,4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,9,0,0,36,0,0,4,3,12,9,0,0,36,403,412,466,602,776,774,492,205,4130,47,28,46,52,55,65,55,27,363,444,440,512,662,846,848,543,234,4526,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,16,34,53,89,55,41,291,0,7,16,34,53,89,55,41,295,838,816,902,1154,1504,1525,929,319,7993,93,60,96,96,109,134,83,50,722,932,884,1013,1293,1670,1744,1068,409,9007
LGA22310,7,18,13,6,0,0,0,0,43,12,21,16,10,11,0,0,0,75,4,53,94,150,146,322,217,193,1186,27,96,125,172,154,322,217,193,1302,8695,10403,10092,9309,7402,5600,2790,1109,55398,323,535,364,271,203,206,139,92,2131,9044,11037,10579,9747,7756,6133,3136,1396,58836,0,3,3,0,0,0,0,0,9,0,0,0,3,3,0,0,0,9,0,12,17,31,42,22,20,35,178,9,20,22,36,47,22,20,35,200,8455,10900,10938,10316,8068,6594,3827,2272,61372,297,480,362,285,220,277,240,269,2431,8759,11399,11322,10630,8338,6896,4084,2577,64003,8,23,14,6,0,0,0,0,55,12,25,16,13,13,0,0,0,81,9,64,112,184,188,349,230,225,1362,29,116,147,208,201,349,230,225,1506,17153,21306,21029,19621,15473,12190,6616,3388,116771,626,1014,725,557,425,490,376,360,4562,17799,22436,21899,20378,16099,13025,7220,3979,122840
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,12,22,34,76,162,84,55,447,0,15,23,37,76,162,84,55,455,965,833,891,1169,1484,1319,617,145,7414,80,63,72,90,101,103,62,27,602,1042,910,990,1288,1668,1587,762,222,8470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,14,8,0,62,0,0,0,17,18,14,8,0,67,848,896,973,1288,1548,1366,700,314,7932,57,56,88,74,88,98,71,63,597,905,959,1066,1377,1659,1480,781,375,8590,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,14,25,47,98,177,91,54,510,0,14,24,52,98,177,91,54,515,1811,1728,1862,2456,3031,2682,1320,453,15352,133,117,162,158,192,202,134,88,1195,1949,1865,2050,2667,3330,3059,1545,594,17065
LGA22490,0,0,0,0,0,0,0,0,5,0,3,5,3,0,0,0,0,10,6,12,42,99,96,120,72,28,468,4,19,45,106,96,120,72,28,485,1403,1210,1471,1676,1452,1179,429,65,8872,83,65,81,96,68,84,41,9,530,1495,1290,1603,1875,1617,1379,545,96,9891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,12,13,23,8,0,0,72,0,7,12,13,23,8,0,0,73,1235,1193,1661,1724,1515,1127,431,151,9047,82,54,81,81,79,57,31,10,470,1323,1258,1750,1818,1626,1197,462,161,9589,0,0,0,0,0,0,0,0,9,0,3,5,3,0,0,0,0,9,4,22,50,114,118,132,75,24,543,7,25,56,119,120,132,75,24,555,2641,2399,3130,3398,2965,2304,858,210,17917,164,120,160,180,150,141,68,21,1005,2813,2547,3348,3693,3234,2568,1007,258,19477
LGA22620,3,3,6,9,6,0,0,0,29,8,27,24,16,18,0,0,0,90,14,121,206,332,393,697,524,374,2671,19,154,237,362,415,697,524,374,2787,6690,6927,6330,6265,6350,5449,2755,657,41428,410,459,412,448,430,367,245,179,2953,7121,7547,6981,7072,7199,6518,3527,1212,47166,0,3,4,0,0,0,0,0,11,3,0,3,3,3,0,0,0,15,8,24,40,82,101,72,23,23,372,5,30,53,89,107,72,23,23,398,6774,7663,7221,7118,7590,6622,3592,1533,48124,361,454,417,394,398,334,355,333,3041,7142,8147,7693,7605,8098,7032,3970,1886,51561,3,4,12,12,6,0,0,0,38,11,27,29,17,22,0,0,0,107,21,149,248,418,497,769,546,390,3037,34,184,290,443,525,769,546,390,3189,13464,14594,13551,13385,13945,12074,6350,2189,89549,765,914,832,843,831,700,601,515,5999,14265,15687,14674,14673,15299,13545,7499,3097,98733
LGA22670,10,17,12,3,5,0,0,0,43,7,8,8,6,4,0,0,0,35,12,51,49,73,126,258,229,113,919,25,79,75,79,137,258,229,113,992,9764,13534,11010,8728,7726,5780,3336,1121,60991,633,1175,756,525,475,316,253,110,4247,10423,14783,11844,9338,8340,6356,3811,1346,66239,4,6,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,10,0,7,10,15,20,15,12,7,92,4,16,12,19,24,15,12,7,106,9028,12143,10537,8666,7888,6662,3983,1862,60773,532,838,644,451,397,333,292,189,3680,9565,12996,11202,9133,8304,7013,4288,2061,64563,9,16,21,4,9,0,0,0,60,8,18,8,6,8,0,0,0,36,11,63,59,90,148,278,238,119,1007,34,96,89,96,158,278,238,119,1107,18786,25670,21551,17394,15614,12437,7317,2986,121762,1166,2012,1401,981,874,658,540,304,7931,19987,27782,23041,18472,16646,13369,8102,3400,130795
LGA22750,12,10,17,14,10,0,0,0,63,16,44,30,25,30,0,0,0,144,34,237,345,522,772,1365,967,585,4825,64,284,390,564,812,1365,967,585,5032,15431,17450,15188,14402,13546,11885,6124,1768,95786,977,1426,1081,893,719,663,498,265,6528,16463,19168,16663,15855,15080,13910,7589,2619,107346,0,3,0,4,3,0,0,0,18,5,3,6,7,10,0,0,0,26,6,33,92,157,200,156,46,49,740,14,44,101,160,215,156,46,49,787,15030,18138,16868,16301,16260,14845,8380,3659,109485,790,845,782,660,609,767,689,526,5678,15832,19032,17750,17127,17086,15775,9113,4228,115941,16,16,21,20,7,0,0,0,80,22,45,36,30,39,0,0,0,174,42,269,434,674,973,1523,1014,628,5564,74,333,494,724,1029,1523,1014,628,5816,30456,35590,32052,30703,29802,26728,14509,5423,205271,1762,2278,1861,1559,1331,1433,1188,789,12202,32292,38200,34409,32985,32161,29684,16706,6844,223284
LGA22830,3,4,0,4,3,0,0,0,18,4,5,7,3,3,0,0,0,18,16,33,53,129,157,301,207,153,1061,30,44,58,141,165,301,207,153,1100,3741,3867,3537,3798,3675,2964,1644,414,23639,383,442,372,353,321,257,184,79,2387,4155,4353,3967,4288,4157,3524,2044,645,27123,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,7,7,4,36,39,22,18,7,137,8,8,4,39,41,22,18,7,146,3514,4181,3876,3944,4017,3436,1959,879,25807,289,355,321,261,289,237,239,113,2111,3810,4540,4207,4245,4344,3694,2217,1004,28064,6,4,0,4,3,0,0,0,21,4,4,7,8,8,0,0,0,26,22,45,61,166,194,325,226,157,1202,32,51,67,177,201,325,226,157,1243,7259,8049,7417,7735,7690,6402,3606,1294,49450,670,796,698,615,605,496,424,192,4493,7966,8899,8176,8527,8503,7214,4255,1649,55188
LGA22910,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,3,0,8,18,36,65,108,90,39,367,0,9,18,41,67,108,90,39,372,571,583,760,1062,1238,1217,500,103,6030,51,45,60,85,93,98,64,42,539,617,635,844,1188,1397,1426,651,183,6943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,17,4,3,58,0,0,3,14,13,17,4,3,59,524,606,826,1150,1423,1324,564,222,6628,46,62,72,81,97,114,88,61,616,569,661,901,1242,1529,1451,656,284,7309,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,7,0,12,27,47,74,122,98,43,422,0,10,27,55,81,122,98,43,430,1094,1181,1590,2214,2660,2542,1065,321,12659,97,109,135,165,187,211,147,108,1158,1192,1297,1748,2432,2927,2881,1311,467,14251
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,36,60,24,34,169,0,4,3,8,40,60,24,34,168,279,282,246,288,416,328,200,68,2098,15,9,22,16,19,33,22,24,160,293,298,270,303,474,418,248,115,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,4,22,0,0,3,3,8,3,0,4,22,214,293,245,335,412,335,258,128,2219,13,15,18,18,17,21,34,37,176,234,309,259,355,438,360,290,165,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,49,65,24,38,191,0,4,5,10,47,65,24,38,196,490,574,485,618,833,664,452,192,4319,33,28,36,34,37,55,53,55,336,520,610,533,664,918,784,537,282,4851
LGA23110,11,15,23,23,8,0,0,0,81,0,8,17,19,14,0,0,0,58,0,50,115,171,217,247,191,95,1085,16,72,157,212,243,247,191,95,1230,4389,5651,6429,5735,4974,3416,1736,639,32971,248,409,377,267,203,149,117,57,1833,4654,6136,6963,6215,5420,3815,2040,790,36029,4,6,4,0,0,0,0,0,16,0,3,6,3,3,0,0,0,13,0,10,23,39,60,26,9,6,172,9,20,32,49,64,26,9,6,205,4182,5885,6959,6379,5407,4050,2365,1183,36419,184,383,295,260,180,171,132,129,1735,4374,6293,7283,6685,5651,4241,2515,1322,38359,18,20,31,27,11,0,0,0,96,0,8,17,24,14,0,0,0,79,4,62,137,210,276,270,201,104,1258,25,95,187,261,302,270,201,104,1429,8573,11541,13387,12111,10378,7467,4105,1823,69386,433,794,675,525,384,317,249,190,3566,9032,12426,14248,12897,11063,8051,4548,2115,74390
LGA23190,0,0,0,0,0,0,0,0,4,4,3,6,5,4,0,0,0,17,0,15,21,29,66,112,69,70,377,5,17,26,33,67,112,69,70,396,1126,1161,1013,1076,1222,936,530,158,7226,88,87,56,46,63,58,43,21,464,1213,1265,1098,1150,1360,1101,641,251,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,22,11,0,9,62,0,4,4,13,23,11,0,9,69,1042,1213,1109,1199,1319,1103,717,362,8061,83,68,57,57,52,54,64,35,472,1126,1287,1171,1266,1395,1166,782,401,8603,0,0,0,0,0,0,0,0,0,4,3,6,6,9,0,0,0,20,0,15,24,36,82,120,76,85,438,0,22,29,45,92,120,76,85,461,2167,2377,2121,2271,2543,2035,1249,517,15284,170,153,116,107,122,108,107,56,942,2346,2557,2267,2421,2759,2266,1425,656,16691
LGA23270,12,16,10,9,6,0,0,0,54,11,27,17,12,11,0,0,0,77,19,118,153,223,342,485,266,141,1739,43,155,185,246,356,485,266,141,1868,15397,18328,17362,13022,11287,6919,3250,769,86325,1026,1393,1163,767,584,330,206,85,5551,16467,19882,18708,14034,12222,7727,3715,989,93744,3,6,4,4,0,0,0,0,21,0,0,0,4,4,0,0,0,12,4,27,26,41,62,44,15,10,228,9,30,32,49,70,44,15,10,264,14510,19038,17437,13918,11885,8121,3875,1330,90112,824,1145,1010,723,547,364,281,141,5033,15345,20214,18474,14686,12498,8531,4173,1481,95401,16,20,19,14,5,0,0,0,81,7,27,21,17,12,0,0,0,89,22,138,174,263,404,527,283,149,1964,52,185,218,299,420,527,283,149,2134,29910,37368,34798,26935,23163,15037,7131,2094,176438,1849,2540,2173,1484,1130,700,482,224,10580,31810,40097,37187,28715,24719,16262,7891,2473,189145
LGA23350,0,0,10,6,3,0,0,0,17,0,0,4,11,6,0,0,0,22,0,15,39,63,99,168,82,41,507,0,15,47,82,107,168,82,41,547,708,632,783,1004,1161,1002,527,103,5915,71,83,95,91,97,71,46,11,563,782,733,918,1180,1366,1239,660,146,7022,0,0,3,10,0,0,0,0,8,0,3,0,5,0,0,0,0,11,0,7,9,21,20,17,3,0,82,0,9,9,33,25,17,3,0,93,722,677,958,1178,1346,1151,519,220,6769,61,45,53,71,65,57,54,25,438,790,730,1025,1276,1430,1227,574,251,7297,0,0,8,10,3,0,0,0,27,0,3,4,11,12,0,0,0,27,3,24,47,85,120,182,90,42,587,3,26,60,112,135,182,90,42,640,1435,1303,1740,2181,2503,2155,1040,324,12685,134,127,148,160,158,128,99,35,994,1572,1463,1945,2453,2796,2468,1232,394,14324
LGA23430,16,14,9,16,13,0,0,0,61,10,23,22,16,16,0,0,0,86,13,80,153,249,261,468,395,309,1928,32,119,189,272,286,468,395,309,2078,8353,9339,10362,10388,8623,6351,3607,1175,58202,318,473,389,320,281,270,252,138,2436,8705,9933,10934,10981,9188,7082,4253,1629,62717,4,4,0,3,0,0,0,0,17,6,3,0,5,0,0,0,0,12,4,14,28,51,55,39,27,40,260,15,20,37,55,50,39,27,40,290,7967,9495,11409,11498,9692,7942,4914,2435,65355,250,405,373,313,272,320,341,294,2559,8226,9916,11819,11867,10018,8305,5287,2773,68202,16,20,13,14,15,0,0,0,76,13,23,21,18,16,0,0,0,99,14,90,185,297,314,503,425,352,2188,45,140,224,331,344,503,425,352,2364,16320,18831,21769,21886,18315,14297,8528,3611,123559,568,878,765,630,552,585,595,434,5003,16935,19848,22756,22848,19205,15387,9541,4401,130919
LGA23670,7,12,9,10,5,0,0,0,36,4,23,22,16,15,0,0,0,73,15,89,138,226,317,604,461,250,2097,29,121,160,251,332,604,461,250,2211,9552,9506,10358,9792,9271,6712,3380,945,59510,297,407,362,311,232,205,210,140,2161,9877,10030,10879,10352,9838,7519,4047,1333,63878,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,7,0,9,23,41,82,44,24,19,255,7,15,30,41,85,44,24,19,267,8800,9833,11029,10901,10341,8182,4503,1885,65472,295,344,340,259,262,251,324,300,2370,9102,10190,11402,11196,10687,8477,4851,2203,68114,9,10,7,10,5,0,0,0,45,12,23,21,16,16,0,0,0,83,20,100,162,267,401,649,484,267,2352,37,130,193,289,420,649,484,267,2480,18351,19336,21382,20691,19608,14889,7881,2826,124980,591,750,705,572,495,455,533,439,4534,18981,20219,22280,21548,20530,15998,8898,3540,131987
LGA23810,3,3,4,5,3,0,0,0,23,3,13,3,4,6,0,0,0,27,6,48,116,176,286,477,320,151,1583,21,61,131,183,296,477,320,151,1630,4006,4331,3813,3982,4488,3803,1866,480,26764,358,365,333,336,330,297,201,119,2344,4378,4756,4277,4501,5111,4572,2389,752,30738,0,0,3,0,0,0,0,0,9,0,0,4,5,0,0,0,0,6,3,11,13,48,69,46,18,19,215,4,11,17,49,69,46,18,19,230,3914,4659,4212,4475,5141,4413,2410,971,30196,348,373,363,289,337,293,254,206,2463,4266,5052,4592,4819,5544,4750,2678,1193,32889,4,4,9,4,8,0,0,0,30,3,10,7,8,6,0,0,0,35,13,59,132,222,350,518,341,168,1793,17,73,152,233,364,518,341,168,1862,7919,8992,8025,8459,9625,8220,4275,1454,56961,709,749,698,628,671,586,449,321,4803,8639,9809,8868,9314,10657,9321,5066,1947,63627
LGA23940,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,6,10,17,31,64,32,26,185,4,5,4,17,32,64,32,26,189,284,266,307,425,609,563,268,80,2798,39,25,32,54,75,70,43,21,366,327,287,349,499,719,693,351,127,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,6,4,4,23,0,0,3,0,16,6,4,4,25,284,313,300,433,590,536,259,133,2856,36,24,38,52,66,65,40,38,370,324,332,344,491,670,602,303,180,3251,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,4,0,6,12,20,43,70,34,27,208,4,5,10,20,44,70,34,27,213,571,574,609,860,1195,1094,524,219,5645,84,45,77,107,147,132,89,64,738,655,618,694,988,1388,1299,651,308,6602
LGA24130,6,0,0,3,4,0,0,0,17,5,5,21,9,10,0,0,0,50,9,35,82,158,196,285,218,101,1079,15,48,108,171,206,285,218,101,1152,2644,2005,2893,3408,3062,2445,1221,219,17911,173,114,141,184,187,144,98,49,1086,2833,2166,3142,3763,3463,2881,1532,365,20143,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,5,12,31,40,26,4,5,134,0,5,18,38,41,26,4,5,145,2396,2191,3369,3839,3349,2874,1360,446,19828,178,104,148,193,160,159,95,86,1114,2578,2299,3533,4072,3547,3061,1466,531,21092,6,0,0,10,4,0,0,0,18,10,5,22,10,10,0,0,0,55,9,37,98,190,233,316,224,107,1214,18,47,121,207,250,316,224,107,1289,5048,4197,6268,7251,6410,5322,2583,662,37740,343,220,286,383,351,305,190,128,2201,5410,4469,6672,7838,7007,5937,2999,893,41232
LGA24210,3,4,9,4,0,0,0,0,22,7,15,11,11,13,0,0,0,62,6,24,58,112,147,297,418,296,1369,17,44,80,128,161,297,418,296,1449,7559,6372,7278,7597,7172,5487,4020,1507,46985,208,232,248,246,176,162,179,131,1581,7785,6652,7610,7963,7507,5943,4619,1930,50015,0,6,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,5,0,3,11,24,24,20,7,16,108,0,12,11,25,31,20,7,16,125,6741,6487,8174,8491,8178,6904,5277,2403,52668,170,236,266,231,199,197,241,206,1744,6911,6739,8454,8751,8406,7122,5528,2630,54541,3,6,9,9,0,0,0,0,30,7,19,14,11,11,0,0,0,63,6,32,67,131,174,313,431,317,1477,25,56,94,146,195,313,431,317,1576,14301,12854,15453,16092,15355,12393,9300,3909,99653,379,468,512,479,371,357,425,338,3324,14700,13388,16055,16718,15921,13063,10148,4558,104556
LGA24250,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,5,20,21,45,95,56,19,262,0,5,21,29,48,95,56,19,272,389,382,463,538,711,680,316,65,3544,33,33,56,47,61,70,29,12,343,428,418,545,609,818,849,390,92,4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,3,5,0,29,0,0,9,6,13,3,5,0,29,391,413,534,573,795,724,336,123,3892,43,39,48,51,72,64,24,14,355,435,453,582,624,884,796,370,139,4277,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,5,25,29,54,101,57,19,296,0,5,23,27,61,101,57,19,301,784,799,998,1099,1509,1407,650,188,7435,81,69,103,97,134,138,53,25,694,868,870,1127,1229,1703,1645,762,239,8430
