LGA_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,31,0,0,0,31,0,0,33,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,34,0,0,0,34,0,0,37,4,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,12,3,3,185,0,0,0,185,3,0,189,9,0,0,0,9,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,173,12,3,3,197,0,0,0,191,10,4,207,18,7,0,0,22,0,0,0,22,3,0,25,24,0,0,0,29,0,0,0,29,0,0,28,0,0,4,0,4,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,3,0,0,3,48,3,3,0,60,0,0,0,60,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,3,0,60,0,0,0,60,0,0,59,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,3,3,0
LGA21450,15,0,0,13,11,3,0,0,19,0,0,4,21,0,0,27,798,109,16,6,927,10,3,15,942,37,3,981,132,25,8,3,164,5,0,5,174,31,0,204,0,0,0,0,0,0,0,0,0,0,0,3,933,128,18,7,1091,14,3,23,1117,68,3,1188,146,19,7,0,175,3,0,3,173,16,0,190,143,35,8,0,184,6,0,6,186,13,0,195,12,0,0,0,16,0,0,0,16,0,0,16,0,0,0,8,11,0,0,0,11,0,0,11,303,54,18,11,383,4,0,5,393,23,0,417,0,0,0,0,4,0,0,0,4,0,0,4,4,3,0,0,8,0,0,0,8,0,0,10,9,5,0,0,13,0,0,0,13,0,0,13,310,62,18,11,393,4,0,5,399,24,0,429,46,6,0,5,65,0,0,0,65,25,0,88,0,0,0,0,0,0,0,0,0,0,0,0,356,74,19,15
LGA21610,81,5,0,88,80,26,0,0,108,23,11,27,138,6,0,146,2876,458,85,40,3459,83,31,115,3573,210,4,3784,763,223,20,35,1043,44,18,58,1098,356,3,1457,5,0,0,3,12,0,0,0,16,0,14,26,3650,688,97,77,4511,130,42,173,4684,567,20,5267,810,108,17,5,938,13,8,16,963,63,3,1024,609,142,21,11,776,11,6,20,799,49,0,843,47,6,13,0,70,0,0,0,68,5,0,75,3,0,0,9,15,0,0,0,18,4,0,21,1475,258,45,22,1802,26,13,40,1841,113,3,1955,21,9,5,0,27,6,0,6,34,3,0,42,21,11,0,4,36,3,5,12,49,6,0,58,44,20,5,4,60,16,5,19,84,14,0,95,1520,277,49,26,1861,43,21,57,1922,127,3,2056,439,130,23,19,612,35,10,43,661,289,7,954,0,0,0,6,6,0,0,0,6,0,8,17,1956,404,68,54
LGA21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,36,0,0,0,30,3,0,39,0,3,0,0,10,0,0,0,10,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,41,0,0,0,39,7,0,44,5,0,0,0,5,0,0,0,5,0,0,7,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
LGA21750,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,89,20,4,0,113,0,0,0,113,4,0,116,6,0,0,0,4,0,0,0,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,90,19,4,0,117,0,0,0,117,13,0,128,20,0,0,0,20,0,0,0,20,0,0,20,10,0,0,0,12,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,32,0,0,0,32,0,0,32,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,5,61,3,0,3,66,7,0,68,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,5,63,3,0,3,66,5,0,72,13,0,0,0,13,0,0,0,13,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
LGA21890,22,0,0,19,22,4,0,0,24,10,0,10,30,4,0,37,987,175,26,9,1193,27,7,35,1228,85,0,1308,168,48,8,0,226,6,0,9,232,71,0,304,0,0,0,0,0,0,0,0,0,0,3,10,1152,224,33,10,1420,33,10,39,1458,160,3,1625,221,33,3,0,264,5,0,5,265,32,0,303,214,60,8,0,284,5,3,7,285,35,0,321,19,4,0,0,24,0,0,0,24,3,0,28,3,0,0,4,9,0,0,0,9,0,0,11,456,99,11,4,574,8,5,16,590,71,0,663,5,0,0,0,9,0,0,0,9,0,0,10,3,5,0,0,8,0,0,0,8,0,0,8,6,10,0,0,18,0,0,0,18,0,0,16,468,104,11,3,590,8,5,16,608,68,0,680,76,20,3,0,99,6,0,6,109,56,0,162,0,0,0,0,0,0,0,0,0,3,5,6,542,126,14,9
LGA22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,18,8,4,112,0,0,3,114,12,0,129,8,6,0,0,10,0,0,0,10,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,91,24,8,4,121,0,0,3,126,13,0,138,8,0,0,0,8,0,0,0,8,0,0,10,8,4,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,24,0,0,0,24,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,26,0,0,0,26,4,0,32,4,0,0,0,4,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0
LGA22170,8,5,0,9,10,0,0,0,10,0,0,0,10,3,0,15,769,127,10,4,914,8,0,11,923,55,0,982,93,21,12,0,123,5,0,5,123,46,0,168,0,0,0,0,0,0,0,0,0,0,3,9,864,145,25,9,1038,11,0,8,1051,102,3,1156,188,24,0,0,218,3,0,3,223,14,0,233,173,38,4,0,219,0,0,0,221,7,0,226,11,3,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,375,66,12,0,454,3,0,3,456,26,0,476,3,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0,3,0,0,5,8,0,0,0,10,0,0,0,5,0,0,8,377,68,12,0,460,5,0,5,463,24,0,486,56,11,0,0,62,0,0,0,66,19,0,79,0,0,0,0,0,0,0,0,0,0,6,5,436,79,7,0
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,28,0,0,0,28,0,0,33,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,31,0,0,0,29,0,0,36,8,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,7,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
LGA22310,24,4,0,23,26,0,0,0,24,5,0,3,29,3,0,36,1581,240,44,10,1875,43,8,52,1929,95,0,2021,216,36,0,0,261,9,0,8,270,57,0,330,4,0,0,0,3,0,0,0,3,0,0,3,1796,279,43,19,2143,51,8,63,2202,157,0,2364,390,63,6,0,462,9,8,13,472,29,0,506,425,101,9,6,536,5,0,7,545,28,0,571,15,6,4,0,20,0,0,0,20,0,0,25,0,0,0,4,10,0,0,0,10,0,0,9,828,168,19,9,1028,13,4,20,1047,67,0,1113,8,0,0,0,9,0,0,0,12,0,0,12,11,0,0,0,8,0,0,0,8,0,0,12,15,4,0,0,21,0,0,0,24,0,0,26,846,167,19,9,1047,14,4,22,1069,69,0,1136,138,31,5,0,171,9,0,9,177,55,0,235,0,0,0,0,0,0,0,0,0,0,0,0,982,198,26,9
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,8,0,54,0,0,0,54,0,0,54,8,0,0,0,10,0,0,0,10,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,43,7,6,0,60,0,0,0,60,3,0,64,5,0,0,0,8,0,0,0,8,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
LGA22490,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,5,145,22,6,3,176,0,0,0,179,15,0,190,32,0,0,0,29,0,0,0,29,8,0,38,0,0,0,0,0,0,0,0,0,0,0,4,180,28,6,4,208,0,0,0,210,20,0,236,25,3,0,0,28,0,0,0,28,3,0,28,30,6,0,0,32,0,0,0,32,0,0,33,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,61,5,0,0,67,0,0,0,67,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,0,0,67,0,0,0,67,4,0,66,10,0,0,0,10,0,0,0,10,3,0,8,0,0,0,0,0,0,0,0,0,0,3,3,71,5,0,0
LGA22620,10,0,0,10,5,3,0,0,6,4,0,4,11,0,0,11,559,71,24,6,666,11,0,14,677,40,0,719,77,22,7,0,107,0,0,0,107,41,0,150,0,0,0,0,0,0,0,0,0,0,0,0,636,94,32,7,775,11,0,14,787,81,0,862,99,9,0,0,105,0,0,0,115,12,0,123,98,31,3,0,136,0,0,3,135,8,0,141,9,0,0,0,13,0,0,0,13,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,209,43,5,0,256,4,0,8,263,18,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,7,0,0,6,208,43,5,0,261,5,0,8,267,22,0,288,30,4,0,0,35,0,0,0,39,12,0,50,0,0,0,0,0,0,0,0,0,0,0,0,240,42,5,0
LGA22670,27,3,0,27,24,15,0,0,36,9,5,13,51,17,0,63,922,224,23,23,1189,26,13,35,1230,143,0,1373,337,94,11,15,460,27,11,31,492,247,0,739,4,0,0,3,5,0,0,0,5,3,9,17,1263,321,36,45,1659,49,19,71,1730,393,9,2129,300,46,8,3,357,12,5,19,370,49,0,426,134,61,9,0,204,6,0,8,219,32,0,251,11,0,3,0,15,0,0,0,15,5,0,18,0,3,0,9,9,0,0,0,9,0,0,17,446,107,19,14,591,20,4,25,619,93,0,709,10,0,0,0,10,3,0,3,16,3,0,18,8,0,0,0,14,0,0,0,16,9,0,20,19,3,0,0,25,3,0,7,28,13,0,41,464,118,19,14,618,24,10,34,648,102,0,754,214,62,12,3,289,21,0,20,306,164,4,476,0,0,0,0,0,0,0,0,0,0,7,8,681,174,31,23
LGA22750,25,0,0,25,27,0,0,0,29,3,0,8,33,4,0,40,1501,213,37,9,1761,27,5,39,1798,119,3,1922,237,37,10,7,288,3,0,3,290,88,0,378,4,0,0,0,4,0,0,0,4,0,0,5,1739,252,47,14,2051,33,11,40,2094,205,3,2304,277,33,4,3,324,3,0,3,327,28,0,351,328,54,17,0,395,3,0,9,399,22,0,425,23,4,3,0,29,0,0,0,38,0,0,37,0,0,0,0,4,0,0,0,4,0,0,9,622,96,32,3,758,13,0,11,767,50,3,823,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,10,0,4,0,0,4,0,0,0,4,0,0,11,627,94,32,3,760,13,0,11,772,55,3,831,103,15,7,4,126,4,0,4,128,45,0,175,4,0,0,0,4,0,0,0,4,0,0,4,730,112,35,11
LGA22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,270,31,17,0,325,8,4,10,329,23,0,345,33,14,3,5,48,0,7,9,52,47,0,103,0,0,0,0,0,0,0,0,0,0,0,0,300,43,18,3,368,9,8,14,381,73,0,455,39,6,0,0,42,0,0,0,42,0,0,41,35,9,4,0,48,0,0,0,49,3,0,51,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,79,13,4,3,97,0,0,0,98,5,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,13,4,3,97,0,0,0,98,5,0,104,15,6,0,0,24,0,0,0,24,23,0,45,0,0,0,0,0,0,0,0,0,0,0,0,95,13,3,4
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,0,4,49,0,0,0,53,6,0,59,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,43,14,0,5,60,0,0,0,58,7,0,71,0,4,0,0,3,0,0,0,3,3,0,3,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,11,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,12,3,0,16,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,3,0,28,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
LGA23110,12,0,0,16,11,5,0,0,22,5,0,5,19,0,0,22,650,105,19,4,784,21,3,26,811,60,0,872,95,29,10,3,136,4,0,4,143,58,0,207,0,0,0,0,0,0,0,0,0,0,0,0,749,135,31,7,922,29,3,29,956,121,3,1076,151,22,0,0,179,3,0,3,185,20,0,208,144,18,0,0,160,5,0,5,167,19,0,187,11,0,0,0,11,0,0,0,14,0,0,16,0,0,0,3,4,0,0,0,4,0,0,6,303,43,10,5,362,11,0,11,365,40,0,414,0,0,0,0,0,6,0,6,6,0,0,6,6,0,0,0,8,0,0,0,8,0,0,4,5,0,0,0,8,6,0,6,10,0,0,12,305,47,10,5,371,8,0,8,380,44,0,424,67,26,6,0,95,6,0,3,97,35,0,129,0,0,0,0,0,0,0,0,0,0,0,3,372,73,12,5
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,0,3,89,0,0,0,89,6,0,96,5,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,82,9,0,3,100,0,0,0,100,6,0,102,7,3,0,0,9,0,0,0,9,3,0,14,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,21,0,0,0,21,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,21,0,0,0,21,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0
LGA23270,96,9,0,109,67,40,3,0,112,22,15,37,151,20,0,166,1468,334,39,29,1864,73,24,101,1964,181,10,2158,464,197,19,28,707,33,34,67,774,567,3,1347,7,4,0,12,14,0,0,0,14,0,0,16,1931,536,54,66,2592,101,60,168,2754,757,13,3528,351,73,9,0,441,11,0,17,455,52,0,507,319,96,18,0,442,15,12,20,459,53,3,513,10,6,3,0,17,0,0,0,19,3,0,21,4,0,0,10,12,0,0,0,15,0,0,25,683,176,29,20,906,29,15,38,945,114,7,1066,13,4,0,0,23,0,0,7,23,5,0,30,14,9,0,0,21,7,3,13,38,19,0,48,24,14,0,0,42,10,8,13,56,22,0,82,703,194,29,20,949,37,19,52,1003,142,7,1149,259,102,8,16,392,21,15,40,431,406,3,844,5,8,0,5,12,0,0,0,12,3,5,19,973,302,43,45
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,58,8,0,0,71,0,0,0,70,0,0,79,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,67,8,0,0,79,0,0,0,79,0,3,87,5,0,0,0,10,0,0,0,14,0,0,14,9,3,0,0,9,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,19,0,0,0,24,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,19,0,0,0,24,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0
LGA23430,24,3,0,29,34,4,0,0,46,0,0,0,46,3,0,44,1431,202,39,8,1689,34,7,41,1723,86,7,1822,181,39,13,0,230,5,0,6,238,57,0,296,4,0,0,0,0,0,0,0,0,0,4,8,1612,244,49,13,1919,33,6,46,1963,147,10,2122,370,35,13,4,417,8,4,11,427,37,0,463,269,70,10,0,350,3,3,9,354,30,0,387,14,0,4,0,25,0,0,0,23,0,0,27,0,0,0,0,5,0,0,0,5,0,0,3,658,106,18,8,793,6,6,15,807,72,0,877,5,0,0,0,9,0,0,0,10,0,0,9,6,0,0,0,12,0,0,0,10,0,0,13,14,0,0,0,21,0,0,0,20,0,0,21,674,110,19,8,808,12,6,21,826,73,0,901,116,39,3,0,157,0,0,0,160,52,0,215,0,0,0,0,0,0,0,0,0,0,0,3,791,150,21,8
