LGA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA25810,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,9,0,7,0,4,0,4,4,0,4,6,4,0,13,0,5,0,6,0,0,0,8,19,0,24,0,11,4,16,0,3,6,18,32,0,45,5,19,4,28,0,0,0,35,15,0,48,10,18,0,27,0,0,0,24,35,0,65,8,23,0,36,0,0,0,31,22,0,57,13,6,0,23,0,0,0,23,21,0,39,12,3,0,20,0,0,0,20,10,0,32,7,6,0,7,0,0,0,7,4,0,16,12,11,0,19,0,0,0,19,4,0,24,8,0,0,14,0,0,0,14,0,0,14,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,9,12,0,17,0,0,0,17,13,0,28,0,0
LGA25900,3,4,0,8,7,3,7,13,52,0,74,0,4,0,3,6,0,6,10,18,0,25,0,11,0,7,3,5,11,15,21,0,35,0,12,0,15,6,0,9,22,41,0,68,5,19,0,23,7,7,16,41,86,0,120,5,31,6,46,7,9,14,56,90,0,152,15,57,10,81,5,4,9,91,78,4,174,36,68,5,109,5,4,8,118,92,0,210,62,62,6,132,5,3,8,137,105,0,246,76,76,14,164,3,3,9,168,82,0,256,89,53,12,156,4,0,5,159,43,0,204,99,36,6,141,0,0,0,146,47,0,191,241,77,10,333,0,0,6,333,58,0,393,67,18,4,85,3,0,3,87,27,0,115,98,13,5,110,0,0,0,110,18,0,132,21,4,0,31,0,0,0,31,8,0,35,228,41,8,282,5,0,4,283,36,3,320,90,62,9,155,8,0,9,163,65,3,230,4,0
LGA25990,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,5,0,0,11,0,0,0,3,0,0,0,7,15,0,20,0,7,0,7,0,3,3,15,15,0,21,0,7,0,10,0,0,0,10,13,0,23,9,11,6,21,0,0,0,21,25,0,46,9,3,4,13,5,0,5,22,33,0,55,9,6,5,17,0,0,0,19,15,0,32,9,4,0,11,0,0,0,12,4,0,15,7,5,0,7,0,0,0,7,0,0,12,3,6,0,12,0,0,0,12,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,10,0,0,0,10,12,0,26,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,6,0,0,6,0,0,0,4,0,0,7,0,3,0,4,0,0,0,4,4,0,8,5,4,0,11,0,0,0,11,0,0,7,6,0,0,9,0,0,0,9,0,0,9,3,0,0,6,0,0,0,6,0,0,4,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,6,3,0,0,3,0,0,0,3,6,0,13,0,0
LGA26170,0,0,0,0,0,0,0,6,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,9,0,21,0,10,0,9,0,0,4,20,13,0,31,4,13,0,18,3,0,5,20,31,0,59,8,34,6,45,3,5,3,49,42,0,93,21,42,0,59,5,7,9,67,32,0,104,26,48,9,77,0,0,0,80,60,0,139,33,43,0,77,0,0,3,75,49,0,131,32,35,8,77,0,5,5,81,37,0,117,33,23,5,57,0,0,3,63,21,0,75,43,14,6,57,0,0,0,57,13,0,69,47,14,3,65,0,0,0,65,10,0,76,16,8,0,22,0,0,0,22,8,0,31,11,3,0,14,0,0,0,17,0,0,17,3,0,0,7,0,0,0,7,0,0,5,12,4,0,9,0,0,0,10,0,0,12,24,24,9,50,0,0,0,50,28,3,85,0,0
LGA26260,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,6,7,0,13,0,9,0,9,0,0,0,9,10,0,12,0,0,0,4,0,3,3,6,8,0,19,0,11,5,14,0,6,6,23,20,0,42,5,36,6,44,0,0,0,49,24,0,68,18,21,5,46,0,0,0,49,27,0,79,21,25,3,49,3,0,3,49,39,0,80,24,14,3,42,0,0,0,43,24,0,65,28,9,0,41,0,0,0,41,7,0,53,10,6,0,17,0,0,0,17,4,0,25,24,10,0,34,0,0,0,37,7,0,44,13,6,0,19,0,0,0,19,9,0,24,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,6,0,0,4,0,0,0,4,0,0,5,18,14,0,35,0,0,0,39,21,0,58,0,0
LGA26350,5,0,0,10,4,7,12,18,84,0,108,5,4,0,7,6,5,3,9,22,0,33,0,8,0,11,0,5,5,8,42,0,55,4,9,0,16,4,5,3,22,38,0,55,0,15,3,20,3,4,6,29,62,0,84,9,36,4,44,4,0,3,46,76,0,122,9,42,8,55,7,0,8,66,64,0,126,26,45,6,78,0,4,8,86,111,0,195,44,66,11,124,0,4,8,129,100,3,234,54,64,5,118,0,4,9,127,88,0,215,50,51,3,110,4,0,4,109,53,0,162,61,49,7,108,0,0,0,107,63,0,176,174,79,9,264,4,0,9,273,93,0,362,55,32,0,90,0,3,3,93,30,0,125,84,26,8,118,0,0,0,120,31,0,154,30,11,0,38,0,0,0,38,21,0,54,268,65,7,341,0,0,0,343,61,0,405,94,39,9,145,6,5,12,156,81,0,237,7,3
LGA26430,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,9,0,13,4,8,0,10,0,0,0,13,10,0,26,6,16,3,22,0,0,0,22,20,0,37,10,10,0,23,0,0,0,23,17,0,40,8,17,0,25,0,0,0,24,34,0,61,12,16,4,34,4,0,3,39,19,0,58,10,9,0,17,3,0,4,22,16,0,40,11,5,0,18,0,0,0,18,10,0,26,10,3,8,19,0,0,0,19,7,0,29,18,4,3,25,0,0,0,25,7,0,35,11,4,0,10,0,0,0,10,7,0,19,8,0,0,8,0,0,0,8,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,6,11,6,0,16,0,0,4,25,13,3,34,0,0
LGA26490,0,0,0,0,0,4,3,4,8,0,12,0,0,0,0,0,0,0,0,6,0,5,0,4,0,4,0,0,0,7,12,0,12,0,5,0,6,0,0,0,6,6,0,16,0,16,9,24,0,0,0,24,17,0,47,0,21,7,29,0,0,0,28,27,0,56,10,31,5,50,9,0,9,55,17,0,69,20,42,0,69,3,0,3,65,42,0,114,28,34,0,66,0,0,0,63,32,0,98,36,34,3,70,0,0,0,76,23,0,93,50,30,3,81,0,0,0,86,12,0,94,31,30,3,69,0,0,0,69,10,0,76,69,17,0,88,0,0,0,85,25,0,107,11,12,0,23,0,0,0,24,4,0,30,30,7,0,35,0,0,0,35,7,0,44,4,6,0,10,0,0,0,10,3,0,11,32,16,0,49,0,0,0,49,0,0,48,51,21,5,79,0,0,0,82,23,0,105,3,0
LGA26610,0,0,0,3,0,0,3,11,13,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,13,0,3,0,5,0,5,3,9,17,0,25,3,4,3,11,7,0,4,15,22,0,42,0,22,10,30,5,0,5,33,35,0,65,6,33,7,44,0,0,0,43,30,0,80,27,38,0,66,0,0,0,69,50,0,114,24,29,0,53,3,0,3,53,42,0,100,34,19,3,53,0,0,3,51,27,0,78,21,17,3,38,0,0,0,38,14,0,56,25,5,0,35,0,0,3,34,7,0,40,34,10,0,42,0,0,0,42,3,0,51,11,0,0,14,0,0,0,14,4,0,24,9,3,0,6,0,0,0,6,3,0,12,6,0,0,3,0,0,0,3,0,0,3,5,4,0,10,0,0,0,10,0,0,8,13,3,4,18,4,0,4,21,20,0,45,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,5,0,3,0,7,0,0,0,7,7,0,13,3,13,3,14,4,0,3,15,7,0,28,0,7,0,8,0,0,0,8,10,0,19,8,4,0,17,0,0,0,19,6,0,23,3,0,0,11,0,0,0,11,7,0,11,3,6,0,7,0,0,0,7,6,0,12,3,0,6,3,0,0,0,9,3,0,10,7,0,0,12,0,0,0,12,4,0,13,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,13,0,0,0,13,5,0,18,0,0
LGA26700,0,0,0,0,0,0,3,6,17,0,19,0,0,0,0,0,0,0,4,6,0,7,0,0,0,0,0,0,0,0,5,0,6,0,11,0,10,0,3,4,17,19,0,33,0,9,0,10,0,0,0,13,32,0,42,3,35,4,46,3,5,11,56,50,0,107,13,52,5,69,4,0,3,73,54,0,131,18,56,8,81,5,4,6,96,67,0,158,47,53,8,104,4,4,3,114,61,0,177,48,38,6,91,0,0,0,92,49,0,144,39,19,0,57,0,0,0,57,15,0,77,41,15,0,58,0,0,0,57,20,0,77,65,28,6,91,0,0,0,93,26,0,119,19,9,0,30,0,0,0,30,4,0,32,9,4,3,14,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,4,16,3,4,25,0,0,0,26,0,0,26,44,21,0,61,0,4,4,64,30,4,99,0,0
LGA26730,3,0,0,3,5,0,5,4,9,0,17,0,0,0,0,0,0,0,0,9,0,8,0,3,3,5,0,0,0,7,5,0,13,0,9,0,13,0,0,3,15,15,0,33,0,19,6,20,5,4,9,28,45,0,74,5,53,6,60,0,3,4,63,68,0,138,18,71,13,96,0,5,5,102,62,0,164,38,89,10,131,5,4,10,138,65,0,210,61,71,5,138,0,0,0,143,60,0,196,82,57,8,141,0,3,6,146,53,0,194,56,43,7,108,0,0,4,108,31,0,138,42,24,3,75,0,0,0,75,24,0,102,64,24,14,96,0,0,0,96,15,0,117,37,13,0,51,0,0,0,51,5,0,57,23,4,5,35,0,0,0,35,3,0,35,3,0,0,3,0,0,0,3,5,0,7,17,7,0,18,6,0,6,20,0,0,21,31,26,3,58,0,6,6,61,27,4,96,0,0
LGA26810,5,0,0,6,0,6,6,13,15,0,28,0,4,0,3,0,0,0,3,4,0,4,0,3,4,6,3,4,6,17,14,0,38,0,9,0,7,0,4,11,16,33,0,50,3,17,6,25,6,4,12,32,71,0,103,7,47,13,62,0,8,12,79,89,0,163,13,67,7,81,7,7,12,99,77,3,178,38,72,12,116,0,4,11,128,84,0,212,52,57,7,115,0,0,9,122,77,0,196,59,70,4,127,3,0,3,128,60,0,189,50,18,9,75,0,0,3,73,32,0,110,36,27,0,64,0,0,0,64,25,0,90,73,30,7,105,4,0,4,108,23,0,134,18,7,0,24,0,0,0,26,8,0,33,10,4,0,16,0,0,0,16,4,0,14,7,0,0,8,0,0,0,8,0,0,16,19,4,0,23,0,0,0,23,10,3,35,37,28,8,71,0,4,3,74,40,9,129,5,0
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,3,5,0,12,0,3,0,4,0,0,0,4,7,0,9,0,9,0,11,0,0,0,9,6,0,19,3,4,0,9,0,0,0,9,7,0,10,0,0,0,0,0,0,0,6,6,0,8,5,5,0,3,0,0,0,3,5,0,11,0,0,0,4,0,0,0,4,0,0,9,8,4,0,11,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0
LGA26980,7,0,4,11,12,12,15,32,263,0,292,6,11,6,18,0,3,3,27,44,0,68,3,24,8,29,3,10,13,43,91,0,132,6,41,9,47,0,8,10,57,77,0,141,3,49,11,64,4,22,25,92,150,0,238,15,97,20,133,10,14,26,153,169,5,327,30,128,15,173,0,10,10,182,161,0,343,72,115,15,199,7,9,19,221,272,0,494,151,185,19,354,12,7,21,372,252,0,621,172,131,23,327,0,10,10,335,217,0,557,174,112,6,292,0,7,8,300,164,0,469,203,98,5,309,9,6,6,318,123,0,439,392,125,18,539,3,4,8,549,197,0,750,179,73,7,264,4,0,3,271,110,4,383,158,40,8,202,0,0,0,206,45,0,251,53,18,0,73,0,0,3,73,25,0,102,209,32,6,254,9,0,6,260,49,0,311,153,97,13,259,5,6,6,263,130,12,407,8,8
LGA27070,8,7,4,15,8,12,22,32,226,7,266,0,5,4,8,0,4,5,13,37,0,53,0,22,4,27,6,9,22,51,84,3,134,3,48,4,53,19,14,36,88,148,8,236,7,66,17,90,18,19,39,129,269,0,400,22,190,34,246,18,33,53,298,393,4,694,58,240,25,328,15,23,38,370,397,4,773,177,305,33,518,27,13,46,562,527,0,1088,305,301,32,639,14,7,20,659,479,9,1143,328,257,23,610,14,19,32,639,407,4,1046,337,187,31,557,9,6,18,574,266,0,846,281,129,13,418,0,3,4,426,232,0,654,550,173,36,764,14,9,21,782,275,6,1058,259,84,14,356,7,9,16,373,137,3,507,165,39,19,225,0,0,0,224,59,0,285,88,23,9,125,5,4,5,127,30,0,160,127,18,3,154,3,4,3,157,49,0,207,208,115,33,359,18,11,24,384,206,16,607,10,15
LGA27170,0,0,0,0,0,0,8,3,17,0,22,0,0,0,0,0,0,0,0,6,0,5,0,0,6,4,0,0,0,9,12,0,18,0,12,0,14,0,0,3,21,41,0,58,0,15,3,21,8,5,12,33,82,0,112,9,41,11,58,5,6,8,65,118,0,179,18,92,13,122,4,8,12,132,92,0,222,53,96,0,161,10,0,15,172,111,3,285,92,91,3,182,3,6,0,189,93,0,283,95,61,11,164,0,7,10,174,75,0,246,76,30,7,109,0,0,0,112,35,0,147,68,28,3,94,0,0,0,94,27,0,121,102,39,13,154,0,0,0,151,33,0,186,41,9,5,54,0,0,0,54,13,0,68,32,10,0,36,0,0,0,36,8,0,43,3,0,0,10,0,0,0,10,0,0,11,23,0,0,26,0,0,0,26,5,0,30,40,32,4,82,0,0,0,88,37,0,124,3,8
LGA27260,7,11,10,28,19,17,35,62,266,0,328,3,10,4,18,5,4,12,26,58,0,85,3,34,7,43,17,11,33,76,102,0,172,0,43,3,45,18,34,47,99,158,0,256,13,86,14,111,27,27,58,166,266,0,438,30,160,49,235,36,37,69,304,438,0,744,88,303,73,458,23,33,58,522,428,4,951,217,307,48,578,29,17,42,619,473,3,1091,408,287,49,740,14,23,35,779,396,5,1175,414,249,34,700,15,21,37,736,340,3,1080,397,144,18,565,18,15,33,594,237,0,832,332,116,25,468,15,15,28,498,157,0,659,604,179,33,818,15,10,24,847,248,3,1094,255,50,15,321,8,5,9,333,124,0,462,205,55,10,266,5,0,3,274,41,0,315,79,16,7,95,0,0,0,95,27,0,124,161,39,13,211,8,0,4,217,36,0,254,203,103,32,343,25,14,38,379,219,31,625,17,9
LGA27350,0,0,0,0,7,0,7,8,52,0,60,0,0,0,0,0,4,6,5,20,0,28,0,10,9,13,4,0,8,24,46,0,75,0,21,0,28,0,5,7,36,70,0,102,0,22,0,27,12,3,15,41,104,0,146,5,30,4,35,5,10,15,47,97,0,145,11,46,3,60,7,7,17,71,115,3,187,16,60,5,83,3,3,9,88,148,0,243,42,55,5,96,3,3,10,109,93,0,202,41,41,0,83,4,0,4,91,88,0,172,55,31,3,83,0,0,0,87,59,0,151,61,39,3,105,0,0,0,105,48,0,153,154,47,8,211,4,0,5,216,59,0,274,34,17,3,53,0,0,0,58,38,0,99,73,10,0,77,5,0,3,86,15,0,106,16,4,0,23,0,0,0,23,9,0,33,156,20,10,181,0,0,0,181,17,0,200,73,36,7,110,0,0,3,114,54,11,179,0,0
LGA27450,6,0,0,11,5,5,8,16,67,0,90,0,5,0,4,0,0,0,10,17,0,26,0,16,0,21,3,5,12,30,43,0,69,0,26,4,29,6,5,6,41,64,0,104,7,54,14,74,6,11,14,90,147,0,240,11,127,23,166,7,16,26,184,186,3,379,48,229,30,304,10,13,26,328,214,0,537,101,231,25,357,5,16,24,376,295,3,675,147,238,21,405,9,4,13,415,259,0,673,208,209,31,451,9,4,13,462,199,0,669,217,128,17,364,5,3,6,375,125,0,496,195,95,11,301,0,0,0,300,68,0,368,413,149,31,598,3,3,3,599,133,0,733,203,76,14,294,0,0,0,298,57,0,360,135,33,13,179,0,0,0,177,30,0,206,46,9,5,65,0,0,0,65,13,0,81,112,28,0,144,0,0,0,144,26,0,165,193,122,39,357,5,3,3,364,124,22,506,10,11
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,0,5,0,3,0,0,0,9,11,0,21,0,10,0,10,0,0,0,9,16,0,28,6,10,5,19,0,0,0,19,17,0,33,7,8,0,19,0,0,0,19,17,0,37,3,6,0,13,0,0,0,13,15,0,33,5,3,0,9,0,0,0,9,4,0,12,6,4,0,12,0,0,0,12,5,0,13,5,0,0,9,0,0,0,9,7,0,12,9,4,0,10,0,0,0,10,3,0,14,7,0,0,9,0,0,0,9,0,0,9,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,4,10,0,21,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
