UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL221081,0,0,0,0,0,0,0,4,0,7,4,3,0,0,0,0,0,0,0,7,9,7,7,3,4,3,0,0,0,40,3,3,4,0,0,5,0,5,0,24,14,7,6,11,9,6,5,5,0,55,10,8,4,0,3,5,7,16,0,46,8,0,0,0,4,7,4,5,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,34,26,19,27,13,15,30,0,199
UCL221082,0,0,0,3,0,4,0,3,0,19,7,10,8,4,6,3,6,6,0,50,9,29,10,16,14,3,10,6,4,113,23,28,12,4,17,9,14,5,4,117,26,28,17,8,22,12,7,4,5,123,11,13,9,9,13,4,4,7,3,69,3,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,74,118,56,55,78,38,36,41,16,510
UCL221083,0,0,8,6,0,9,0,4,0,29,0,0,0,4,0,9,0,4,0,15,9,30,3,4,4,8,0,4,0,64,16,41,15,12,11,6,0,5,0,106,24,40,12,8,16,6,5,5,0,103,21,40,16,6,12,4,9,11,0,124,6,11,0,5,3,7,3,3,0,41,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,80,166,55,45,48,31,18,36,3,482
UCL221084,0,0,0,4,0,5,0,4,0,15,0,0,11,13,0,3,0,5,0,30,6,26,27,19,10,7,13,10,0,108,13,17,17,5,17,0,4,5,0,77,11,4,10,12,9,5,11,10,0,64,10,11,15,13,16,0,9,7,0,70,4,0,4,3,3,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,61,73,65,49,23,35,44,6,399
UCL222001,0,0,4,3,0,0,0,4,0,12,0,0,6,3,0,4,0,0,0,11,3,0,3,0,5,0,0,0,0,11,0,0,3,0,0,0,0,0,0,9,16,15,6,9,5,5,0,0,0,55,10,16,4,4,3,0,0,4,0,36,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,36,27,13,14,15,4,8,8,153
UCL222002,0,0,0,0,0,0,0,4,0,11,0,0,5,0,0,0,0,4,0,9,4,9,0,0,0,0,0,0,0,18,14,8,10,4,5,6,0,0,6,48,8,27,4,3,11,4,0,0,0,60,9,7,10,3,6,4,0,3,0,48,8,3,0,0,7,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,60,35,17,25,13,3,11,4,218
UCL222003,0,0,4,0,0,0,0,0,0,7,0,0,0,4,0,0,0,5,0,12,8,11,10,5,6,6,4,4,0,53,0,12,10,4,9,0,0,5,0,35,3,6,4,7,5,0,0,0,0,23,3,0,6,3,3,0,6,4,0,27,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,28,28,14,16,17,16,5,163
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,19
UCL222005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,6,0,21,0,6,0,6,0,0,0,0,0,16,6,0,4,7,4,0,3,3,0,25,4,3,3,3,3,5,3,3,0,25,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,16,13,9,5,13,21,0,103
UCL222006,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,4,0,4,0,7,0,5,9,6,0,0,0,0,0,24,9,14,5,0,7,8,0,4,0,48,4,8,5,3,0,0,0,4,0,33,3,13,5,9,7,5,5,0,0,37,0,0,3,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,37,22,19,16,8,12,0,173
UCL222007,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,11,0,4,3,0,0,0,0,0,0,9,0,8,3,0,4,0,3,0,0,25,5,3,7,5,10,0,0,0,0,34,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,19,7,14,5,6,0,4,93
UCL222008,0,0,0,5,0,0,0,3,0,11,0,0,6,6,0,0,0,0,0,7,0,0,11,4,0,0,0,5,0,19,9,23,4,0,6,0,5,0,0,41,15,18,11,10,10,4,0,5,0,71,7,11,6,5,0,0,4,3,0,35,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,49,31,22,21,7,12,17,0,186
UCL222009,0,0,0,0,0,3,0,3,0,6,0,0,5,0,0,0,0,0,0,3,0,5,5,3,6,4,4,0,0,37,0,8,0,0,3,0,0,4,0,24,4,4,0,5,0,0,5,0,0,17,4,3,3,3,9,5,4,8,0,40,9,0,0,0,0,0,4,0,0,13,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,22,19,15,18,16,15,17,0,147
UCL222010,0,0,4,0,4,9,0,7,0,19,0,3,4,0,3,0,0,0,0,17,3,9,6,0,3,0,5,4,0,27,3,5,9,0,9,0,3,0,0,34,9,8,10,4,13,4,9,6,0,51,6,0,13,3,8,0,7,5,0,32,5,0,0,0,4,0,5,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,26,43,7,38,18,27,16,3,192
UCL222011,0,0,0,0,0,8,0,4,4,22,0,0,9,6,3,6,0,6,0,18,0,9,0,4,0,0,0,4,0,17,11,15,6,9,0,0,0,4,0,48,8,12,7,6,10,5,3,3,3,57,4,5,3,0,6,3,3,0,0,27,3,6,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,33,17,24,26,8,23,6,200
UCL222012,0,0,0,7,0,7,0,0,0,14,0,0,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,15,9,5,6,3,4,0,0,9,3,37,6,11,8,3,10,0,8,0,0,51,14,6,9,4,15,4,0,9,0,55,0,0,0,0,4,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,28,18,31,9,10,23,4,190
UCL222013,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,9,4,0,3,3,0,0,6,0,0,14,0,5,5,3,0,4,0,0,0,16,0,0,8,3,0,6,0,5,0,20,7,3,5,0,4,0,5,9,0,29,0,4,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,24,18,7,9,9,14,0,102
UCL222014,0,0,0,0,0,0,0,8,0,15,0,0,10,0,0,3,0,0,0,13,4,4,10,8,8,0,3,7,0,37,4,9,10,5,3,4,9,7,0,53,9,10,17,4,5,6,12,8,0,55,4,6,7,0,0,0,10,0,0,33,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,55,21,17,18,27,22,6,211
UCL222015,0,0,3,0,0,3,0,4,0,13,0,3,0,0,0,0,4,3,0,20,0,6,8,3,5,0,6,4,4,35,4,10,10,4,0,4,0,5,0,36,3,7,10,11,9,0,10,3,0,52,7,3,4,0,5,0,4,5,0,28,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,31,25,24,17,23,24,3,189
UCL222016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,3,0,5,0,0,3,5,0,25,5,3,0,3,0,5,0,3,0,24,0,0,0,4,0,4,0,0,0,16,0,0,0,4,4,0,3,9,0,27,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,13,14,7,13,21,22,0,111
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,5,0,6,0,0,3,0,6,0,22,4,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,8,14,7,6,3,0,13,3,59
UCL222018,0,0,0,6,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,8,5,5,3,0,0,0,0,4,0,18,11,0,0,6,0,0,0,0,0,19,9,9,4,3,0,3,5,4,0,24,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,7,20,10,4,3,11,0,91
UCL222019,0,0,3,0,0,3,0,4,0,6,0,3,7,0,0,3,3,0,0,12,0,3,12,9,0,0,0,0,0,27,3,0,6,5,3,5,4,0,0,31,0,11,8,4,4,0,9,5,0,48,3,3,5,9,0,0,7,8,0,44,6,3,3,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,45,28,21,16,24,16,3,193
UCL222020,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,5,0,0,13,0,9,3,3,4,0,0,5,0,23,5,6,0,5,3,0,4,4,0,28,8,4,4,0,7,0,3,0,0,35,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,16,9,14,9,10,9,4,112
UCL222021,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,10,4,5,0,0,0,0,27,4,0,11,0,0,6,3,3,0,31,4,0,3,7,4,0,0,3,0,23,4,5,6,3,7,4,5,3,0,30,0,3,0,0,5,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,34,12,22,11,10,13,0,138
UCL222022,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,4,3,0,15,0,3,4,0,4,0,0,0,0,20,5,5,3,3,5,0,0,5,0,33,5,5,6,0,4,0,0,3,0,23,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,20,10,8,6,7,15,6,108
UCL222023,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,10,0,9,17,9,7,3,6,9,0,51,11,10,5,7,9,4,0,4,0,56,9,8,6,12,7,6,4,9,0,61,0,4,9,6,3,6,8,5,0,37,0,4,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,37,34,31,21,20,29,5,231
UCL222024,0,0,3,0,0,0,0,5,0,11,3,3,4,6,3,6,5,9,3,44,11,3,14,6,0,0,5,26,0,64,23,3,4,4,0,0,0,0,0,33,19,0,0,3,0,4,0,0,5,26,7,0,0,5,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,30,29,9,12,10,44,11,202
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,4,3,9,3,0,0,0,0,0,19,8,3,0,0,0,4,0,9,0,24,0,5,0,4,0,6,0,3,0,14,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,5,12,4,9,3,18,0,85
UCL222026,0,0,0,7,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,7,0,4,3,7,6,3,0,3,0,27,10,14,3,8,0,0,3,0,3,42,7,8,5,4,6,5,0,3,0,38,4,9,0,8,9,0,0,0,0,37,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,17,30,22,21,6,15,3,170
UCL222027,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,3,0,30,4,5,10,3,6,3,3,10,0,39,0,7,3,12,4,3,0,5,0,31,5,7,5,0,0,3,4,5,0,33,3,4,3,0,0,0,4,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,31,19,18,6,16,24,0,164
UCL222028,0,0,0,3,0,0,0,0,0,5,6,0,7,0,0,0,0,6,0,18,4,7,10,5,5,4,0,3,0,40,4,3,12,7,8,0,0,0,0,41,3,6,0,0,0,5,5,0,0,22,7,0,0,3,4,0,3,0,3,21,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,39,19,16,8,17,15,3,149
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,4,0,0,0,0,0,5,0,14,7,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,10,10,8,3,3,9,19,0,73
UCL222030,0,0,3,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,8,3,3,0,3,0,0,0,29,8,10,6,0,0,4,0,0,0,25,3,6,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,12,8,8,12,0,12,0,91
UCL222031,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,3,0,0,7,0,3,6,5,7,0,0,3,0,15,0,5,0,0,3,4,0,6,0,25,9,5,9,4,3,0,0,11,0,34,4,3,0,6,0,0,0,4,0,16,0,0,4,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,9,17,9,11,8,9,25,0,117
UCL222032,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,0,0,0,10,7,9,4,7,3,0,0,6,0,48,14,12,0,0,0,0,0,5,0,35,6,8,3,3,0,0,3,3,0,28,14,5,0,4,4,0,6,7,0,34,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,32,23,31,11,6,11,20,0,170
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,9,4,4,13,4,0,4,0,3,0,38,7,12,8,0,0,0,0,4,0,35,9,5,9,4,3,4,0,7,0,44,9,11,5,3,3,0,6,6,0,38,0,3,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,34,23,10,12,8,23,8,174
UCL222034,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,8,0,10,0,0,11,9,0,0,4,4,0,23,5,4,13,6,0,0,0,3,0,31,3,5,6,0,5,0,4,7,0,29,3,5,4,7,0,0,0,4,0,21,0,4,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,33,21,11,3,9,23,6,133
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,4,0,0,0,16,4,0,0,0,0,4,0,3,0,11,4,0,0,0,0,4,3,6,0,14,3,0,3,8,4,0,0,3,0,29,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,7,16,10,7,6,12,0,86
UCL222036,0,0,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,0,12,0,6,0,3,0,0,0,0,0,15,3,3,4,0,0,0,3,4,3,24,0,0,0,3,4,0,6,4,0,22,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,14,8,13,10,7,11,20,3,95
UCL222037,0,0,3,0,0,5,0,0,0,3,0,0,3,4,0,0,0,0,0,11,0,5,0,0,3,0,5,3,0,30,0,0,0,4,5,0,0,0,0,17,3,5,3,0,5,6,6,3,0,34,0,4,7,3,0,5,5,3,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,21,14,22,14,15,10,5,128
UCL222038,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,5,0,0,9,3,9,4,0,0,0,0,0,0,13,0,4,4,4,0,0,0,0,0,20,3,3,4,5,8,0,0,3,0,29,5,9,3,0,8,0,0,0,0,26,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,21,14,17,3,0,10,0,116
UCL222039,0,0,0,0,0,3,0,0,0,7,0,4,3,6,0,0,0,0,0,8,0,4,9,7,0,0,0,0,0,28,4,5,3,0,3,0,0,4,0,27,7,10,3,4,3,0,4,4,0,45,8,7,7,4,9,0,5,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,24,20,21,9,9,16,0,159
UCL222040,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,3,4,5,0,0,0,0,0,0,16,5,9,0,0,0,5,0,3,3,31,11,12,13,10,8,3,0,5,0,60,19,13,3,3,8,8,0,0,0,50,4,3,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,20,24,24,19,3,20,4,187
UCL222041,0,0,0,3,0,0,0,0,0,7,0,6,3,0,0,0,0,0,0,10,3,5,3,0,0,0,0,3,0,22,0,9,5,6,3,0,6,4,0,31,4,12,7,6,0,0,3,0,0,33,5,13,9,3,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,29,13,10,10,15,17,3,144
UCL222042,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,4,0,10,0,0,5,0,3,3,5,0,0,24,4,5,5,3,9,0,7,5,0,34,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,16,6,12,11,14,22,8,97
UCL222043,0,0,0,0,0,3,0,0,0,6,0,0,5,0,0,0,0,3,0,10,3,4,6,4,5,0,11,3,0,38,3,0,3,0,0,5,0,0,0,22,0,14,3,8,11,5,5,4,0,44,3,8,3,0,4,0,0,5,0,28,5,5,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,22,12,25,13,15,17,0,158
UCL222044,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,3,0,3,0,4,0,0,5,0,18,3,0,6,0,0,0,3,3,0,16,4,0,6,5,0,3,0,4,0,28,7,4,3,5,0,3,5,3,0,36,0,0,0,4,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,19,13,10,14,13,18,3,118
UCL222045,0,0,3,0,5,0,0,5,0,12,0,0,3,3,0,5,0,3,0,10,3,0,6,0,0,0,0,0,0,12,6,0,4,3,0,0,0,4,0,23,3,9,6,6,9,0,3,3,0,35,5,4,3,4,6,4,6,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,21,15,16,12,7,14,3,123
UCL222046,0,0,0,4,0,5,0,0,0,14,0,0,0,4,0,0,0,4,0,9,6,0,5,0,6,3,3,5,0,23,0,5,0,4,4,0,5,0,0,21,0,0,5,12,0,0,4,4,0,22,0,4,4,0,4,5,3,11,6,35,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,19,27,14,16,16,28,9,135
UCL222047,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,15,5,5,0,0,0,0,0,3,0,15,3,3,0,0,5,3,0,4,0,20,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,7,5,8,3,8,0,67
UCL222048,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,3,0,0,0,0,5,0,4,3,4,0,0,5,3,0,21,3,7,6,4,0,0,8,9,0,33,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,11,20,10,16,3,4,13,15,3,87
UCL222049,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,0,0,9,0,10,7,5,0,0,6,0,0,4,0,24,9,8,7,0,0,3,0,3,0,31,7,4,4,6,3,0,0,3,0,26,5,3,6,0,6,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,13,9,16,10,0,22,0,125
UCL222050,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,6,7,10,6,6,3,0,0,0,0,42,4,19,4,10,4,0,0,4,0,36,14,13,7,12,3,0,0,0,0,48,14,15,5,4,7,0,8,3,0,63,4,4,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,42,61,21,31,13,11,17,11,3,221
UCL222051,0,0,0,0,0,0,0,0,0,9,0,0,4,9,0,0,0,0,0,13,0,7,5,9,0,3,0,5,0,29,3,3,0,4,4,0,0,4,0,25,5,6,3,3,8,8,0,0,0,34,7,5,7,4,3,4,3,0,0,42,3,9,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,31,31,28,17,14,4,27,0,175
UCL222052,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,3,0,0,0,7,9,7,10,3,0,0,5,3,0,41,7,4,7,4,9,0,3,5,0,35,8,5,7,0,6,8,3,4,0,40,0,7,0,7,0,0,5,11,0,32,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,29,20,20,13,20,31,0,179
UCL222053,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,6,0,10,0,0,5,6,6,4,4,11,0,33,4,3,3,3,3,3,5,3,0,34,4,3,3,0,5,3,7,10,0,30,8,9,8,0,7,0,9,10,0,42,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25,21,14,16,19,41,4,166
UCL222054,0,0,0,3,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,9,4,0,0,0,0,0,14,6,12,4,0,7,0,0,0,0,31,4,3,8,3,0,6,0,0,0,21,6,11,6,6,0,0,6,0,0,34,6,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,21,18,12,9,3,10,0,125
UCL222055,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,4,0,3,0,4,0,3,0,21,0,0,0,5,0,3,4,5,0,19,5,7,0,5,0,3,3,4,0,31,4,3,6,0,4,0,8,4,0,34,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,12,23,5,13,15,21,3,127
UCL222056,0,0,0,13,0,0,0,3,0,8,4,0,8,15,0,0,5,8,6,40,7,6,8,16,0,0,4,14,0,63,4,0,3,5,3,0,0,0,0,15,7,4,0,0,0,0,0,0,0,9,4,4,0,3,0,0,0,0,3,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,18,57,8,4,11,21,10,166
UCL222057,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,5,9,3,0,0,0,0,24,8,11,3,3,3,3,3,0,0,41,3,12,5,0,5,0,6,3,5,35,4,0,5,3,5,0,3,4,0,27,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,17,13,23,12,20,13,7,158
