UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL221049,0,26,13,274,6,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,5,5,6,0,19,30,23,12,229,3,303,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,33,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,79,0,97,7,8,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,75,0,88,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,11,8,0,12,0,31,0,0,0,8,12,16,71,43,21,534,23,691
UCL221050,0,22,18,261,13,314,0,0,0,37,0,35,0,0,0,7,0,3,0,0,0,0,0,0,9,0,0,0,0,15,37,20,20,247,5,329,3,0,0,0,0,4,0,0,0,6,0,6,4,0,0,27,0,30,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,89,0,113,10,0,0,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,66,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,3,6,4,0,40,8,0,0,21,49,70,105,43,35,540,64,775
UCL221051,3,14,19,285,4,318,0,6,0,16,0,16,0,0,0,3,0,5,0,0,0,8,0,6,3,0,0,0,0,4,17,9,16,292,0,330,3,0,4,0,0,9,0,0,0,6,0,6,5,3,3,64,4,80,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,5,4,0,68,0,85,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,64,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,5,4,0,28,0,0,0,6,32,40,67,28,33,611,43,780
UCL221052,3,15,23,202,0,242,0,5,0,9,0,9,9,0,0,0,0,9,3,0,0,0,0,3,12,3,0,11,0,25,48,20,16,128,4,210,0,0,0,4,0,8,0,0,0,0,0,0,3,5,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,40,0,47,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,6,0,3,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,6,7,27,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,0,0,11,0,22,3,4,0,4,21,35,99,43,32,328,29,526
UCL221053,6,22,21,232,0,289,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,4,16,0,0,7,0,24,68,26,14,259,8,371,4,0,0,0,0,5,0,0,0,3,0,8,19,5,0,17,0,43,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,10,0,3,57,0,77,8,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,7,6,55,4,85,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,14,12,7,0,11,0,32,4,0,0,3,19,29,153,47,33,485,36,748
UCL221054,0,19,13,215,0,253,0,0,0,5,0,0,0,0,0,5,0,8,0,0,0,0,0,0,5,0,3,8,0,15,53,21,15,213,5,308,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,21,0,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,12,4,85,0,113,3,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,6,0,4,0,0,6,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,11,4,67,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,13,23,11,0,17,0,40,0,0,0,9,26,34,97,44,33,450,38,656
UCL221055,3,10,8,270,0,296,0,0,0,12,0,12,0,0,3,0,0,4,0,0,0,3,0,9,4,0,3,0,0,9,15,16,11,253,3,297,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,29,0,39,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,61,13,0,0,38,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,67,0,78,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,12,0,37,0,0,0,12,24,28,48,22,24,541,21,660
UCL221056,5,11,6,207,7,226,0,0,0,44,0,40,12,0,0,0,3,16,0,0,0,0,0,0,7,0,0,0,0,8,17,8,8,145,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,30,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,45,0,47,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,35,0,47,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,7,3,24,7,0,0,4,68,77,65,16,16,363,77,532
UCL221057,6,41,35,300,0,389,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,6,0,32,79,38,21,226,0,363,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,15,4,6,51,0,77,0,4,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,7,3,53,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,14,0,24,0,0,0,0,55,56,126,62,45,500,61,789
UCL221058,4,21,10,207,0,250,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,8,0,14,23,19,4,156,0,210,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,52,0,56,8,0,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,52,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,4,30,34,55,28,13,373,29,503
UCL221059,6,35,18,252,5,312,0,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,7,3,0,7,0,23,55,40,13,234,0,340,0,0,0,0,0,0,6,0,0,0,0,10,14,13,4,15,0,48,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,14,3,4,83,0,108,7,4,4,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,0,0,7,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,11,3,8,64,0,91,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,7,21,17,3,11,0,57,0,0,0,7,29,43,119,68,32,512,46,771
UCL221060,6,33,17,150,4,206,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17,65,37,16,177,9,299,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,15,4,33,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,5,16,14,3,53,3,88,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,19,0,62,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,25,6,0,3,0,31,4,0,0,0,20,20,139,63,29,324,31,589
UCL221061,7,25,10,191,6,240,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,13,0,0,10,0,18,90,35,22,171,6,326,0,0,0,0,0,0,0,0,0,6,0,4,12,3,4,19,0,38,3,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,15,12,3,64,0,100,18,0,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,10,7,83,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,18,0,3,7,0,31,0,0,0,5,52,59,178,59,33,404,58,729
UCL221062,4,16,21,330,3,382,0,0,0,20,3,19,5,0,0,4,0,12,0,0,0,0,0,0,11,3,0,3,0,25,48,20,28,310,9,417,7,0,5,0,0,11,0,0,0,0,0,0,10,0,3,33,0,46,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,8,3,0,9,98,0,118,3,3,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,88,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,34,0,0,4,0,41,0,0,0,7,79,93,131,39,46,662,97,972
UCL221063,5,18,3,198,6,231,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,16,18,9,196,0,240,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,68,0,70,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,53,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,24,0,0,0,8,32,42,60,27,13,421,42,562
UCL221064,5,45,31,252,0,331,0,0,0,10,0,10,0,0,5,0,0,5,0,0,0,4,0,0,15,3,3,21,0,46,44,34,25,213,0,308,0,0,0,0,0,3,0,0,0,3,0,9,5,5,0,21,0,31,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,71,0,83,5,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,12,9,0,7,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,62,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,23,5,0,9,0,32,0,0,0,7,37,44,98,65,43,455,38,695
UCL221065,0,32,13,120,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,47,35,20,170,6,277,0,0,0,0,0,0,3,0,0,3,0,9,3,3,0,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,49,0,67,10,5,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,63,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,10,3,0,3,0,22,0,0,0,0,17,18,87,57,27,315,22,515
UCL221066,8,13,17,286,13,329,0,0,0,11,0,18,3,0,0,0,0,3,4,4,0,0,0,5,17,4,0,10,0,28,28,18,17,254,3,326,3,0,0,0,0,3,0,0,0,0,0,3,9,0,4,30,0,41,4,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,6,74,5,86,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,63,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,5,4,0,19,0,0,0,10,46,56,83,31,23,529,64,731
UCL221067,0,8,19,214,7,254,0,0,0,16,0,16,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,15,9,15,220,7,272,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,65,0,78,0,0,0,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,39,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,0,0,9,29,41,48,17,29,433,43,572
UCL221068,4,17,19,186,0,230,0,0,0,12,0,10,0,0,0,0,0,6,0,0,0,3,0,8,0,0,0,3,0,9,38,30,19,145,8,238,10,0,3,0,0,8,0,0,0,0,0,3,8,3,0,16,0,26,3,7,0,0,0,13,3,0,0,0,0,6,0,0,0,3,0,4,4,9,0,69,0,85,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,40,0,50,0,0,0,5,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,5,3,5,0,39,0,0,0,0,18,21,80,50,37,338,27,533
UCL221069,9,61,32,293,6,398,0,0,0,13,0,12,4,0,0,0,0,6,4,0,0,0,0,4,14,0,3,12,0,35,62,32,33,228,7,370,3,3,0,0,0,3,3,0,0,4,0,5,7,5,9,30,0,45,4,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,22,10,10,95,0,132,18,6,5,24,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,23,3,3,4,0,0,8,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,8,6,74,0,105,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,6,6,0,3,7,0,16,32,13,11,12,0,79,0,0,0,10,66,79,191,85,66,559,84,981
UCL221070,4,29,23,351,6,419,0,0,0,19,0,19,0,0,0,3,0,4,0,0,0,5,0,6,9,3,5,5,0,19,46,22,25,319,3,416,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,43,0,60,0,0,0,0,0,0,4,0,0,0,0,8,4,0,0,0,0,5,4,6,0,127,0,142,10,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,5,0,0,0,0,0,0,6,0,0,0,0,12,17,8,10,94,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,9,21,0,53,0,0,0,8,66,74,129,47,42,718,77,1016
UCL221071,0,22,22,291,4,343,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,3,10,0,30,41,20,20,306,9,394,5,0,3,0,0,8,0,0,0,0,0,0,3,7,0,13,0,21,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,78,0,99,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,85,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,8,0,27,0,0,0,20,51,71,83,38,34,606,64,830
UCL221072,0,11,15,198,3,229,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,17,15,17,16,146,0,194,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,54,0,67,6,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,30,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,18,46,60,45,25,27,366,53,513
UCL221073,4,30,12,221,6,273,0,0,0,5,0,12,0,0,0,0,0,3,0,0,0,0,0,0,8,10,4,7,0,25,12,17,13,162,3,207,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,27,0,39,0,6,0,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,48,0,53,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,8,0,22,0,0,0,6,7,18,40,49,22,373,16,507
UCL221074,7,33,17,193,5,255,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,4,0,0,5,0,10,97,24,19,266,3,419,3,0,0,0,0,3,8,0,0,0,0,15,11,3,3,19,0,35,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,20,6,7,146,3,180,5,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,8,8,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,9,3,86,0,125,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,5,0,13,21,5,4,8,0,43,0,0,0,5,54,53,191,56,29,496,64,827
UCL221075,6,46,21,227,4,309,0,0,0,3,0,3,0,0,0,5,0,9,0,0,0,6,0,4,10,6,5,4,0,19,73,30,17,221,7,347,0,0,0,0,0,0,3,3,0,0,0,3,19,8,5,23,0,50,7,0,3,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20,15,3,85,0,124,9,13,0,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,6,0,0,0,0,13,10,0,0,0,0,8,0,0,0,0,0,0,6,5,0,0,0,4,25,9,3,77,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,6,8,8,0,49,10,4,0,0,39,53,185,75,31,481,47,826
UCL221076,0,31,24,227,0,287,0,0,0,8,0,8,3,0,0,0,0,3,5,0,0,0,0,5,13,9,0,8,0,29,85,43,20,228,6,381,8,0,0,0,0,8,0,0,0,0,0,6,22,9,0,26,0,47,12,0,0,0,0,12,4,0,0,0,0,5,0,0,0,0,0,8,19,16,0,111,0,144,8,4,0,11,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,12,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,11,12,99,0,138,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,33,11,7,11,0,58,3,0,0,8,55,70,207,75,42,516,66,904
