UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL215037,5,58,35,384,10,487,0,0,0,21,0,24,3,0,0,0,0,5,0,0,0,0,0,4,24,10,6,15,3,51,155,71,42,361,12,649,4,0,0,0,0,4,0,0,0,0,0,3,13,8,0,19,0,45,10,5,3,3,0,15,3,0,0,6,0,12,3,0,0,0,0,3,31,13,16,89,3,145,14,7,6,19,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,8,0,3,0,0,11,5,0,0,0,0,7,4,0,4,0,0,7,0,0,0,0,0,7,0,5,0,0,0,4,32,16,8,91,0,145,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,4,0,18,35,5,7,7,0,58,0,0,0,7,73,87,303,125,80,747,98,1357
UCL215038,16,57,31,570,18,685,0,0,3,31,0,31,9,0,0,5,3,9,4,0,0,0,0,4,17,4,4,3,0,29,111,43,29,561,22,774,11,0,3,0,0,16,4,0,0,6,0,6,20,0,4,49,0,80,6,0,0,6,0,22,5,0,0,0,0,5,3,0,0,0,0,3,16,11,10,254,0,295,16,0,5,38,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,7,0,0,0,5,0,4,0,0,0,0,0,0,26,13,11,154,0,200,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,11,34,8,7,15,0,67,5,0,0,7,169,181,270,87,60,1213,215,1844
UCL215039,10,43,30,575,14,672,0,0,0,29,0,27,3,0,0,8,0,11,3,0,0,5,0,11,13,9,5,10,0,38,68,31,26,464,14,604,0,0,0,0,0,5,0,0,3,0,0,5,5,3,0,32,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,9,4,164,0,191,8,0,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,0,8,12,0,0,4,0,17,0,0,0,0,0,0,4,0,0,0,0,4,13,12,6,112,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,3,0,13,26,7,7,9,0,56,5,0,0,21,128,154,170,73,51,1075,157,1529
UCL215040,5,28,22,478,17,538,0,4,4,95,5,108,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,6,0,20,48,24,27,402,5,504,7,0,5,0,0,8,0,0,0,0,0,3,4,6,0,44,0,58,4,0,0,8,0,8,3,0,0,0,0,4,0,0,0,0,0,0,8,6,4,98,0,120,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,24,4,0,0,6,0,7,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,15,3,5,89,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,3,0,3,16,7,7,6,0,32,0,0,0,18,147,164,120,48,49,933,173,1328
UCL215041,26,69,50,1420,28,1599,0,0,0,132,4,137,8,0,0,9,0,14,3,0,0,0,0,4,14,0,4,12,0,36,116,74,74,1392,38,1689,19,0,4,0,0,28,0,0,0,5,0,5,22,3,9,117,0,150,8,0,0,12,0,24,3,0,0,3,0,8,17,0,0,0,0,17,15,14,14,347,5,397,14,8,0,53,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,8,3,0,0,0,11,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,31,20,356,6,432,0,0,0,0,0,0,8,8,0,0,0,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,9,75,13,0,23,4,113,9,0,0,38,217,259,324,140,102,2842,286,3696
UCL215042,11,74,41,405,16,551,0,4,0,29,0,32,6,0,0,0,0,6,0,4,0,5,0,12,7,5,0,10,0,29,79,66,28,387,9,570,0,0,0,0,0,0,3,0,0,9,0,17,15,16,3,28,0,53,4,0,0,6,0,15,5,0,0,0,0,7,0,0,0,0,0,0,13,12,8,124,3,164,16,6,8,31,0,58,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,7,9,0,3,7,0,19,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20,12,14,90,0,129,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,23,4,10,10,0,51,0,0,0,10,70,76,178,125,72,776,96,1247
UCL215043,18,140,115,1205,24,1504,0,0,4,51,3,54,0,0,0,4,0,6,5,0,0,3,0,9,30,17,11,61,4,128,194,131,119,1008,14,1464,12,0,3,5,0,20,3,0,0,10,0,13,27,20,7,70,0,126,5,0,0,16,0,16,8,0,0,5,0,8,23,3,0,3,0,32,27,23,28,261,4,338,66,22,12,87,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,15,8,8,0,0,0,18,12,4,4,6,0,35,5,8,0,3,0,15,0,5,0,0,0,7,0,0,0,0,0,0,33,26,22,224,5,308,4,0,0,0,0,8,7,0,0,0,0,7,0,0,0,3,0,3,8,3,0,6,0,20,0,0,0,0,0,0,11,0,0,13,0,23,112,21,16,32,0,192,13,4,4,22,110,148,516,255,209,2206,154,3336
UCL215044,5,43,27,633,8,717,0,0,0,43,4,44,0,0,0,4,0,4,0,0,0,0,0,4,10,6,4,8,0,23,73,38,22,576,19,733,4,0,0,0,0,14,5,0,0,0,0,3,9,4,0,66,0,74,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,5,13,11,13,332,5,370,3,3,5,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,162,0,190,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,28,6,8,8,0,55,0,0,0,11,68,85,148,79,56,1317,101,1705
UCL215045,23,137,101,1352,22,1637,0,0,0,34,4,38,19,0,3,16,0,41,7,4,0,5,0,8,48,18,12,38,4,114,223,124,83,1221,20,1670,20,0,0,0,0,22,9,4,0,11,0,19,32,11,12,124,0,173,4,0,0,9,0,16,8,0,0,4,0,11,28,6,0,9,0,36,35,30,11,305,0,382,89,11,9,100,9,214,3,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,7,3,0,8,0,13,9,0,0,4,0,14,3,3,11,0,0,16,3,3,0,12,0,16,3,0,0,4,0,9,0,0,0,4,0,9,41,37,18,337,4,441,0,0,0,0,0,0,7,0,0,0,0,6,3,0,0,4,0,11,5,0,0,0,0,5,8,0,6,0,0,15,17,5,0,13,0,36,87,36,21,48,3,198,5,4,9,29,181,232,619,262,176,2578,233,3869
UCL215046,4,54,61,593,20,734,0,0,0,16,0,17,4,0,0,5,0,11,7,0,0,3,0,7,12,4,10,18,0,38,94,62,62,462,19,691,20,0,0,0,0,24,4,0,0,0,0,10,16,3,7,36,0,63,3,0,0,11,0,17,0,0,0,0,0,5,0,0,0,0,0,6,21,18,23,221,9,288,13,15,3,38,0,74,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,8,5,5,3,9,0,28,0,0,0,6,0,9,7,5,3,0,0,16,3,4,0,0,0,8,5,0,0,0,0,3,0,0,0,0,0,5,35,14,11,153,0,218,4,0,0,0,0,5,0,0,0,0,0,3,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,40,10,6,22,0,67,0,0,0,11,72,93,251,113,104,1113,118,1691
UCL215047,22,94,66,853,19,1050,0,0,0,20,0,22,3,0,0,8,0,13,10,0,0,8,0,12,23,6,7,37,0,69,133,70,69,588,14,877,3,0,0,0,0,3,4,0,0,0,0,10,22,10,0,44,0,75,10,0,5,9,0,25,3,0,0,0,0,6,6,0,0,3,0,11,34,15,15,119,0,180,21,7,3,57,0,95,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,5,9,0,10,6,0,8,0,0,15,4,0,6,0,0,11,9,4,0,6,0,14,0,0,0,0,0,0,5,0,0,0,0,5,26,17,11,155,5,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,0,8,68,19,11,29,3,125,0,0,0,22,103,131,318,147,119,1431,141,2153
UCL215048,9,65,50,784,19,925,0,0,0,28,0,27,11,0,0,0,0,18,5,0,0,6,0,5,19,12,5,31,0,70,115,60,59,544,12,789,4,0,0,0,0,4,0,0,0,3,0,0,16,3,0,40,8,60,0,0,0,6,0,7,6,0,0,3,0,11,25,0,0,0,0,25,24,9,12,147,8,190,7,9,3,43,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,11,3,0,0,5,0,4,13,4,4,0,0,20,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,13,17,114,0,174,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,10,13,0,0,0,0,13,0,0,0,0,0,3,4,0,0,0,0,6,58,18,9,19,0,95,0,0,0,20,137,164,299,114,89,1249,172,1923
UCL215049,0,24,23,289,6,336,0,0,0,15,0,15,15,0,0,0,0,17,4,0,0,0,0,3,7,5,0,3,0,12,58,45,37,387,5,529,5,0,0,0,0,5,0,0,0,0,0,5,13,5,8,26,0,50,16,4,0,5,0,25,0,0,0,5,0,8,5,0,0,0,0,5,21,13,5,182,0,214,22,0,0,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,8,0,0,0,0,10,4,0,5,0,0,8,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,12,12,145,0,189,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,4,61,16,9,21,0,99,3,0,0,10,109,124,240,71,63,768,111,1248
UCL215050,20,119,135,843,10,1127,0,0,3,15,0,17,11,4,9,9,0,32,10,0,4,0,0,17,30,15,3,29,0,80,234,121,93,754,13,1208,3,0,0,0,0,3,5,0,3,9,0,19,45,11,5,82,0,148,23,0,4,8,0,35,7,0,0,0,0,11,8,5,0,0,0,11,63,40,27,368,6,505,34,6,13,69,0,122,6,0,0,0,0,6,0,5,0,0,0,5,4,0,0,0,0,8,12,16,4,18,0,49,0,0,0,0,0,3,9,7,3,0,0,18,26,0,3,11,0,41,3,0,0,3,0,9,0,0,0,0,0,0,69,28,31,263,0,394,4,0,0,0,0,4,7,4,3,0,0,18,0,0,3,6,0,6,0,0,0,0,0,5,9,0,5,0,0,15,16,4,0,16,0,33,109,27,40,43,0,220,3,0,4,16,148,169,588,231,208,1719,178,2926
UCL215051,15,140,81,1764,18,2019,0,4,5,73,0,77,9,0,6,11,0,33,4,5,5,3,0,14,42,23,10,49,0,125,176,131,85,1594,34,2018,11,0,0,0,0,10,6,0,0,14,0,20,29,13,8,123,0,168,0,3,0,10,0,17,6,0,0,0,0,7,25,0,0,0,0,24,37,20,17,459,6,537,14,9,3,64,0,84,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,0,3,0,9,8,0,0,3,0,10,6,4,0,0,0,18,18,0,0,12,0,37,6,0,0,3,0,6,0,0,0,0,0,0,43,27,17,430,4,523,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,3,3,0,17,0,22,80,19,16,68,3,188,3,4,0,58,216,282,459,240,149,3428,271,4548
UCL215052,0,49,34,381,14,476,0,0,0,9,0,9,0,0,0,5,0,5,3,0,0,0,0,4,32,0,3,4,0,38,147,57,42,459,0,705,6,0,0,0,0,6,7,0,0,9,0,19,11,8,5,42,0,64,5,0,0,0,0,5,3,3,0,0,0,14,7,0,0,0,0,3,28,14,12,210,0,259,4,5,0,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,3,5,0,0,14,5,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,18,10,7,165,0,202,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,5,0,18,35,12,6,13,0,61,0,0,0,17,48,62,251,101,67,907,59,1381
UCL215053,10,167,107,1314,23,1622,0,3,0,44,0,49,26,0,5,6,0,41,5,6,0,0,0,3,36,17,18,25,0,90,193,129,107,1237,11,1673,4,0,3,0,0,9,10,0,4,9,0,26,67,19,16,121,0,229,3,9,0,13,0,24,7,0,0,0,0,10,4,0,0,0,0,7,53,29,26,505,0,621,28,20,14,54,0,108,0,0,0,0,0,6,0,0,0,7,0,7,0,0,0,3,0,8,0,6,0,9,0,13,4,0,6,3,0,8,11,10,0,6,0,29,8,6,0,6,0,23,8,0,0,5,0,7,0,0,0,0,0,0,64,41,29,404,5,545,5,0,0,0,0,5,5,3,0,0,0,6,3,4,0,5,0,10,0,0,0,0,0,6,0,0,0,0,0,0,9,3,0,18,0,31,135,28,23,54,0,241,0,0,0,26,214,245,566,282,205,2696,251,3999
UCL215054,5,51,30,773,21,874,0,4,0,101,3,107,0,0,0,0,0,4,11,5,0,4,0,22,12,5,4,4,0,16,56,53,27,759,33,921,6,0,3,0,0,10,3,4,0,5,0,13,17,8,0,87,0,112,4,0,0,0,0,9,0,4,0,0,0,3,6,0,0,0,0,3,11,6,0,171,3,197,16,11,3,36,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,4,0,3,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,6,5,162,3,202,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,14,34,14,9,18,8,83,4,5,3,24,162,193,176,96,51,1532,226,2077
UCL215055,15,42,40,447,11,555,0,0,0,19,0,19,3,0,0,7,0,9,4,0,0,0,0,4,30,3,7,13,0,52,180,49,44,463,8,745,7,0,0,0,0,7,0,0,0,5,0,5,24,3,4,35,0,72,6,0,0,6,0,10,3,0,0,0,0,9,4,0,0,0,0,5,31,9,5,141,0,191,14,6,0,19,0,48,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,45,11,11,162,6,230,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,6,11,4,0,9,0,18,42,0,3,12,0,67,0,0,0,15,91,103,363,90,77,964,111,1605
UCL215056,13,78,52,478,7,626,0,0,0,17,0,19,3,0,0,4,0,6,4,0,0,0,0,3,26,0,0,11,0,40,122,66,50,439,16,696,10,0,0,0,0,9,7,0,0,4,0,9,24,13,5,47,0,95,0,0,0,3,0,10,5,0,0,4,0,13,3,0,0,0,0,5,19,11,6,135,3,174,11,5,0,27,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,4,0,0,3,0,11,3,0,3,0,0,5,12,4,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,20,18,9,118,0,164,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,39,15,8,20,0,89,3,0,0,17,161,175,266,119,91,915,181,1584
UCL215057,10,61,55,589,11,727,0,0,0,12,0,11,7,0,0,0,0,10,5,0,0,0,0,5,30,13,6,20,0,80,129,74,42,559,9,818,5,0,4,0,0,8,0,3,0,3,0,10,19,5,3,41,0,70,0,0,0,0,0,0,9,3,0,3,0,10,3,0,0,0,0,3,19,10,13,158,5,198,35,9,5,32,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,5,0,0,0,11,3,3,0,5,0,13,3,0,0,0,0,6,0,0,0,0,0,0,28,17,23,149,5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,5,0,11,21,8,14,10,0,51,4,0,0,4,94,101,280,117,100,1130,119,1752
UCL215058,3,31,28,417,10,487,0,0,4,12,0,16,6,0,0,0,0,3,0,0,6,4,0,3,10,6,0,8,0,24,64,38,28,415,12,556,9,0,0,0,0,9,4,0,0,0,0,4,9,3,3,24,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,111,4,140,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,9,3,0,0,0,0,7,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,7,7,129,0,158,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,7,9,0,33,0,0,0,5,60,65,135,58,48,827,82,1147
UCL215059,10,94,66,650,15,832,0,0,4,5,0,11,12,0,4,7,0,29,5,0,0,7,0,13,32,7,4,7,0,53,159,71,64,651,7,958,4,0,5,0,0,14,15,0,3,8,0,29,51,11,9,97,0,167,4,0,0,3,0,8,4,0,0,0,0,10,10,0,4,0,5,17,32,16,7,222,8,284,34,12,0,45,0,90,3,0,0,0,0,0,0,0,0,3,0,7,3,0,0,4,0,7,3,0,0,0,0,5,4,3,4,3,0,15,14,6,0,4,0,21,4,4,0,6,0,20,3,0,0,0,0,3,0,0,0,0,0,0,57,23,19,207,0,313,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,8,0,23,131,21,12,35,3,204,6,0,0,5,108,121,487,156,125,1336,137,2249
UCL215060,12,83,41,853,21,1018,0,0,6,27,0,38,10,0,0,15,0,23,7,3,0,0,0,10,35,3,8,17,0,68,117,103,43,778,14,1059,58,0,4,0,0,60,7,3,0,0,0,11,28,13,3,72,0,115,4,0,0,0,0,7,0,3,0,0,0,3,15,0,0,0,0,20,22,34,9,253,4,310,273,44,21,197,7,541,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,4,6,0,0,0,0,5,6,5,0,7,0,14,4,0,0,4,0,13,4,0,3,0,0,9,0,0,0,0,0,0,38,16,18,218,7,301,0,0,0,0,0,0,4,0,3,0,0,6,10,0,0,4,0,18,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,3,0,16,98,16,7,26,3,147,6,0,0,8,114,128,660,198,97,1726,169,2846
UCL215061,7,45,40,704,18,823,0,0,0,51,0,51,13,0,0,0,0,17,0,0,0,0,0,0,10,4,3,3,4,19,98,31,34,644,21,823,12,0,6,0,0,15,3,0,0,3,0,8,8,7,0,52,0,71,0,3,0,4,0,8,0,0,0,0,0,4,7,0,0,0,0,7,20,20,9,231,5,282,31,4,8,33,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,3,0,10,9,0,0,0,0,5,0,3,0,0,0,3,10,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20,6,5,177,3,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,3,48,0,7,13,0,73,9,0,0,23,151,190,280,83,64,1407,202,2036
UCL215062,0,48,17,614,13,688,0,0,0,55,0,54,7,0,0,0,0,11,0,0,0,0,0,0,15,0,3,13,0,25,47,42,27,553,11,684,16,0,0,0,0,16,0,0,0,8,0,8,8,0,4,30,0,42,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,192,5,224,11,4,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9,3,0,0,0,0,3,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,10,135,5,165,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,17,9,3,14,0,44,3,0,0,9,60,73,144,71,41,1190,83,1529
UCL215063,3,36,32,387,5,467,0,0,3,10,0,16,3,0,0,0,0,7,4,0,0,0,0,3,8,0,3,21,6,40,70,45,35,319,12,480,0,0,0,0,0,0,4,0,0,7,0,8,11,3,3,26,0,52,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,117,0,147,9,0,3,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,5,0,0,0,3,6,3,0,0,0,10,4,5,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,17,11,7,101,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,12,12,3,0,9,0,29,0,0,0,14,51,61,158,71,64,719,71,1081
UCL215064,10,26,26,606,22,685,0,0,0,19,0,20,4,0,0,3,0,9,0,0,0,0,0,0,8,0,4,3,0,14,71,35,20,577,12,721,22,0,5,0,0,28,3,0,0,5,0,8,11,3,5,226,0,242,0,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29,14,0,0,118,0,125,4,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,11,0,0,0,0,0,0,4,0,0,0,0,4,15,10,4,147,0,172,0,0,0,0,0,0,10,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,6,277,3,0,10,4,293,0,0,0,23,121,149,440,54,34,1257,160,1949
