UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL221053,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,6,0,0,5,8,3,8,5,0,27,0,0,5,5,6,4,11,0,28,0,10,4,14,31,39,15,7,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,9,10,31,40,13,7,117,0,0,0,0,0,0,0,0,0,6,0,0,3,9,8,7,0,29,4,13,11,22,50,65,35,0,211,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,8,0,0,4,10,6,9,3,0,40,0,3,6,10,11,8,3,0,40,0,5,9,6,8,20,0,0,49,3,0,0,0,0,4,0,0,6,0,0,0,0,0,3,0,0,3,3,7,12,8,8,24,0,0,61,0,0,0,0,0,3,0,0,3,0,0,0,0,13,13,0,0,28,3,12,24,27,40,62,15,0,195,0,0
UCL221054,0,0,4,4,0,3,0,0,12,0,0,0,0,0,5,0,0,13,0,5,4,5,0,11,0,0,31,0,4,4,3,8,6,5,0,25,7,12,5,6,20,17,6,0,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,7,12,8,6,20,18,6,0,74,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,20,10,14,24,27,40,43,15,0,178,0,0,3,0,6,3,0,0,12,0,0,3,7,6,3,0,0,21,4,5,15,8,5,12,3,0,58,0,0,0,5,6,9,0,0,41,0,9,5,7,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,5,7,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,21,5,24,31,32,35,43,9,0,180,0,0
UCL221055,0,0,0,6,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,9,8,3,3,0,0,29,0,5,11,6,0,0,0,0,22,8,10,27,10,16,9,0,0,77,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,10,27,17,17,6,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,18,9,17,44,40,27,16,10,3,162,0,0,4,0,3,0,0,0,13,0,0,0,5,0,0,0,0,9,0,14,18,11,5,0,0,0,53,5,0,11,10,9,6,0,0,32,0,3,13,10,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,7,9,0,0,0,37,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,13,10,20,51,41,23,6,3,0,156,0,0
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,17,9,7,17,8,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,9,7,17,8,7,0,64,0,0,0,0,0,0,0,0,0,6,7,3,8,8,3,6,0,40,7,23,14,15,23,13,7,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,6,0,0,0,0,0,0,7,0,6,0,3,0,3,0,0,13,0,0,9,10,9,0,0,0,31,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,12,12,0,0,0,43,0,0,0,0,0,0,0,0,0,4,6,5,6,6,0,3,0,30,3,18,18,21,22,8,7,4,101,0,0
UCL221057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,15,0,5,4,0,4,0,0,0,12,9,14,29,27,17,10,8,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,27,24,16,13,6,0,124,0,0,0,0,0,0,0,0,0,5,3,10,6,0,3,4,0,29,19,32,46,30,29,19,9,0,182,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,11,0,4,3,10,6,0,0,0,23,0,12,11,5,12,6,0,0,43,5,16,19,6,11,4,0,0,67,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,14,23,14,13,10,0,0,72,0,0,0,0,0,0,0,0,0,6,3,3,4,4,5,4,0,26,9,36,43,33,37,16,6,0,179,0,0
UCL221058,0,0,3,0,0,0,0,0,6,0,0,5,5,0,0,0,0,5,0,0,9,0,0,3,0,0,12,0,3,0,3,0,3,4,0,13,11,14,9,22,9,11,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,9,22,12,11,3,0,78,0,0,0,0,0,0,0,0,0,5,0,4,3,0,7,0,0,11,15,20,30,27,20,19,7,0,135,0,0,0,6,3,0,0,0,8,0,5,5,4,0,3,0,0,8,0,5,10,6,3,10,3,0,38,0,3,6,7,4,3,0,0,25,3,4,12,6,8,6,0,0,35,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,7,5,4,11,7,13,3,0,0,43,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,11,11,21,36,29,25,17,3,5,137,0,0
UCL221059,0,0,0,5,0,3,0,0,10,0,0,3,0,4,5,0,0,15,0,5,9,8,0,0,4,0,23,0,5,8,10,3,3,0,5,25,0,23,19,21,18,10,6,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,16,21,25,12,6,0,103,0,0,0,0,0,0,0,0,0,0,0,5,3,7,6,3,0,28,7,33,38,44,32,29,15,3,207,0,0,4,0,0,0,0,0,9,0,3,3,4,4,0,0,0,13,0,10,19,15,4,0,0,0,55,0,7,8,12,0,7,0,0,43,6,6,12,6,8,4,4,0,45,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,11,6,9,12,7,12,5,4,0,56,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,20,9,34,48,43,33,16,12,0,193,0,0
UCL221060,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,6,0,6,0,0,0,0,4,7,4,0,23,0,0,0,0,4,22,4,0,35,0,4,9,6,17,35,13,6,89,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,10,0,9,9,6,20,44,19,9,99,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,12,0,26,0,7,8,14,34,77,45,12,202,0,0,0,0,0,7,0,0,9,0,0,0,0,4,4,0,0,13,0,0,0,4,6,16,5,0,37,0,9,0,4,15,16,8,0,47,0,0,4,5,16,10,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,10,0,0,4,5,17,15,3,0,37,0,0,0,0,0,0,3,0,5,0,0,3,0,0,11,11,0,27,0,8,9,13,39,67,27,4,172,0,0
UCL221061,0,3,0,3,5,3,0,0,16,0,0,0,0,3,4,0,0,11,0,7,3,3,8,11,5,0,37,0,0,4,0,8,11,3,0,27,0,9,14,14,18,33,11,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,19,14,27,33,11,3,116,0,0,0,0,0,0,0,0,0,0,5,9,3,3,13,4,0,32,0,16,27,22,56,82,27,3,243,0,0,4,0,8,3,0,0,17,0,3,0,0,7,6,0,0,23,0,0,8,3,14,11,4,0,45,0,3,5,6,13,15,3,0,47,0,0,0,7,10,8,0,0,21,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,8,0,4,0,7,8,12,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,4,3,12,4,0,30,4,12,22,29,55,65,12,5,198,0,3
UCL221062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,6,0,0,0,5,6,0,0,0,14,3,10,4,11,24,15,6,0,82,0,0,0,4,0,0,0,0,10,0,0,0,0,3,0,0,0,9,4,14,8,20,27,12,9,3,96,0,0,0,0,0,0,0,0,0,4,7,8,8,13,23,8,5,69,3,22,17,36,42,43,21,9,191,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,5,0,9,4,5,3,5,4,0,27,0,6,8,8,13,7,9,0,44,3,6,9,6,12,5,0,0,49,0,0,0,0,3,0,0,0,8,0,5,0,0,3,0,0,0,8,4,12,9,12,19,9,5,0,65,0,0,0,0,0,0,0,0,0,8,6,6,5,8,6,7,12,65,6,26,26,37,48,29,22,13,218,0,0
UCL221063,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,10,0,0,0,0,4,5,0,0,12,16,9,6,10,16,13,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6,10,16,17,0,0,65,0,0,0,0,0,0,0,0,0,9,4,0,7,6,5,0,3,32,20,20,11,14,22,28,3,3,120,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,8,3,0,6,0,0,0,24,0,4,0,3,0,3,0,0,11,0,4,6,4,5,3,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,10,5,7,5,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,9,10,3,3,5,29,6,25,17,17,19,16,8,5,111,0,0
UCL221064,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,0,0,6,0,0,0,0,0,17,7,34,33,19,13,5,5,0,119,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,11,34,32,21,13,6,5,0,130,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,10,7,42,49,30,20,9,5,0,167,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,4,3,14,11,6,0,3,0,0,35,3,12,13,7,8,0,0,0,42,9,16,15,12,9,0,0,0,58,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,18,13,15,6,0,0,0,70,0,0,0,0,0,0,0,0,0,0,3,5,9,3,0,0,0,16,16,51,42,32,25,10,3,0,176,0,4
UCL221065,0,0,0,6,9,14,5,0,34,0,0,0,0,4,5,0,0,7,0,9,8,6,9,11,7,3,51,0,0,0,0,3,4,0,0,8,5,0,9,11,4,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,8,4,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,3,14,22,26,36,36,17,7,160,0,4,0,7,5,12,0,0,25,0,0,0,3,0,3,6,0,12,0,8,9,9,17,15,10,0,66,0,0,0,5,8,4,3,0,24,0,5,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,6,0,11,0,16,15,28,39,36,21,0,153,0,7
UCL221066,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,10,4,0,3,3,6,4,0,0,23,7,18,24,14,16,22,6,0,105,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,23,27,14,16,22,6,0,112,0,0,0,0,0,0,0,0,0,5,4,0,7,3,5,0,0,30,21,27,35,29,30,30,9,0,188,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,12,4,3,4,3,3,4,0,0,24,3,6,0,13,4,0,0,0,28,6,17,11,11,14,3,0,0,57,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,5,6,16,14,12,15,7,0,0,70,0,0,0,0,0,0,0,0,0,6,3,4,3,0,7,0,0,25,15,34,29,34,27,18,6,0,161,0,0
UCL221067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,6,7,13,10,9,8,11,0,0,65,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,18,10,16,8,15,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,23,17,21,16,23,18,16,0,0,117,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,9,3,6,0,0,0,17,0,7,6,0,0,0,0,0,21,9,9,5,10,5,5,0,0,37,0,5,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,9,15,4,10,6,4,0,0,41,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,18,10,27,19,20,11,9,0,0,103,0,0
UCL221068,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,8,0,0,0,3,0,0,12,0,4,0,0,6,0,0,0,15,3,10,12,14,12,8,0,0,61,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,18,15,14,9,0,0,68,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,15,0,21,31,20,19,15,4,0,119,0,3,4,0,0,0,0,0,6,0,0,3,3,0,0,0,0,9,0,4,5,0,4,3,0,0,19,0,4,12,8,3,0,3,0,33,3,14,11,3,3,3,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,10,11,5,13,7,0,0,42,0,0,0,0,0,0,0,0,0,3,6,4,0,7,0,0,0,24,12,21,42,20,26,14,9,0,137,0,3
UCL221069,0,0,4,3,10,4,0,0,17,0,0,0,3,0,0,0,0,10,0,18,14,12,8,3,3,0,56,0,4,5,5,12,3,0,0,36,10,15,19,25,26,19,0,0,116,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,10,10,18,23,21,26,21,0,5,125,0,0,0,0,0,0,0,0,0,9,3,8,7,8,0,5,0,35,19,42,52,47,62,43,15,3,279,0,4,6,4,6,4,0,0,16,0,8,0,4,14,4,0,0,31,7,13,10,24,17,4,0,0,72,4,4,8,11,12,5,0,0,44,5,8,13,7,9,7,3,0,56,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,6,5,11,18,13,11,6,5,0,64,0,0,0,0,0,0,0,0,0,9,0,8,10,5,5,4,0,36,19,35,51,64,58,27,13,5,264,0,4
UCL221070,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,6,5,8,6,0,0,27,0,6,4,5,9,5,4,0,26,7,24,14,25,29,18,12,4,125,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,26,18,25,26,17,11,4,138,0,0,0,0,0,0,0,0,0,5,11,5,3,5,11,6,7,51,13,44,26,38,48,40,26,10,253,0,0,0,0,0,0,0,0,3,0,0,3,3,6,4,0,0,18,0,13,12,5,11,3,4,0,42,4,0,8,7,9,5,3,0,44,9,13,14,12,18,7,0,0,78,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,9,5,12,14,15,25,8,0,0,92,0,0,0,0,0,0,0,0,5,4,5,3,0,0,8,6,20,55,13,36,42,38,48,30,19,28,251,0,0
UCL221071,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,7,5,5,0,0,23,0,0,9,5,4,4,0,0,17,13,12,14,20,19,6,5,0,94,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,16,18,14,20,23,6,8,3,99,0,0,0,0,0,0,0,0,0,7,4,4,5,3,7,9,5,41,22,24,26,26,31,22,12,8,177,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,9,0,7,9,9,8,4,0,0,33,0,10,4,7,7,7,3,3,42,3,9,7,3,4,0,0,0,35,0,4,0,3,0,0,0,0,6,0,0,0,4,3,4,0,0,10,3,12,4,11,7,3,4,0,51,0,0,0,0,0,0,0,0,0,8,3,9,5,0,8,4,11,40,11,32,23,29,31,35,12,11,181,0,0
UCL221072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,5,4,0,0,11,9,18,15,10,18,7,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,21,23,10,18,11,0,0,90,0,0,0,0,0,0,0,0,0,6,5,8,0,0,8,0,0,20,10,26,29,14,27,20,0,0,128,0,0,0,0,0,3,0,0,7,0,6,6,0,0,0,0,0,8,0,12,3,3,8,0,0,0,27,0,9,0,4,9,0,0,0,21,5,12,6,0,5,7,0,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,15,6,0,5,3,0,0,47,0,0,0,0,0,0,0,0,0,5,4,3,0,4,10,0,0,16,9,36,22,12,24,16,0,0,126,0,0
UCL221073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,5,6,3,3,0,0,21,0,3,6,0,3,3,0,0,18,3,10,15,18,12,11,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,17,12,13,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,13,22,27,33,25,19,0,0,129,0,0,0,3,0,3,0,0,12,0,5,6,3,0,0,0,0,13,0,8,12,12,3,8,0,0,33,0,0,4,10,11,0,0,0,28,0,9,0,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,12,3,4,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,5,4,4,3,0,10,5,20,29,34,14,10,3,0,122,0,0
UCL221074,0,0,3,9,4,8,6,0,27,0,0,0,4,3,4,0,0,14,0,3,14,8,13,21,6,0,65,0,5,3,9,12,14,7,0,43,0,3,10,15,12,13,11,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,10,13,12,16,11,0,73,0,0,0,0,0,0,0,0,0,4,0,0,8,6,11,8,6,41,8,15,30,42,55,61,37,8,260,0,0,8,3,16,5,0,0,32,0,0,0,3,8,8,0,0,19,0,11,11,11,17,14,11,0,79,0,0,10,7,11,15,7,0,50,0,7,5,3,11,9,3,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,7,0,6,8,8,16,13,3,0,44,0,0,0,0,0,0,0,0,0,0,4,4,3,9,4,15,20,53,4,28,32,38,66,63,34,17,282,0,4
UCL221075,0,0,3,0,8,10,0,0,18,0,0,4,0,3,0,3,0,7,0,8,10,5,9,9,9,0,50,0,3,0,4,9,13,6,0,39,4,5,8,18,24,23,12,5,93,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,7,8,20,23,28,8,5,103,0,0,0,0,0,0,0,0,0,4,0,0,8,5,7,6,0,30,4,15,29,37,61,69,25,8,253,0,0,0,0,0,5,0,0,18,0,0,3,0,4,5,3,0,17,0,6,10,8,20,19,13,0,75,0,4,6,9,19,8,7,0,54,0,3,5,5,4,9,0,0,34,0,0,0,3,0,0,0,0,10,0,0,0,0,3,3,0,0,5,0,6,11,6,15,13,0,0,50,0,0,0,0,0,4,0,0,4,0,0,0,3,10,9,4,4,30,0,23,33,36,69,56,23,4,246,0,0
UCL221076,0,0,0,5,5,5,3,0,15,0,0,5,0,0,4,0,0,12,0,6,9,7,16,16,3,0,56,0,3,0,7,11,11,4,0,33,3,7,11,19,35,21,10,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,7,11,22,34,24,12,0,121,0,0,0,0,0,0,0,0,4,3,8,5,0,11,8,11,0,46,3,25,29,48,75,69,36,8,286,0,6,8,5,5,4,0,0,21,0,3,3,6,6,0,0,0,17,0,3,12,9,11,17,0,0,64,0,4,5,5,9,13,4,0,39,4,3,4,10,10,7,0,0,47,0,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,0,4,3,5,4,16,15,8,4,0,60,0,0,0,0,0,0,0,0,4,4,8,4,3,12,11,9,0,44,7,27,34,40,65,55,16,5,253,0,6
UCL221077,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,3,0,0,7,0,5,5,4,0,14,0,0,3,3,3,7,3,0,21,10,8,9,13,14,9,12,3,67,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,12,6,8,9,12,14,13,13,3,80,0,0,0,3,0,0,0,0,7,4,5,0,9,5,11,7,0,41,12,11,13,31,25,42,23,8,169,0,0,3,0,0,0,0,0,5,0,0,0,0,0,8,0,0,8,0,6,5,4,13,10,7,0,39,0,0,0,4,14,13,6,6,43,3,10,10,6,21,6,3,0,65,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,5,11,12,14,14,24,7,6,0,73,0,0,0,0,0,0,0,3,3,5,0,4,4,11,5,6,15,48,14,20,27,21,65,41,14,22,220,0,0
UCL221078,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,11,0,4,0,0,3,0,0,0,14,6,9,20,20,14,15,0,0,82,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,13,20,20,14,15,0,0,91,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,4,0,17,13,25,30,24,20,20,8,0,138,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7,6,5,6,3,0,0,29,0,0,8,3,0,3,3,0,26,3,8,5,11,8,4,0,0,36,0,0,0,4,0,0,0,0,9,0,0,5,0,0,0,0,0,3,3,13,6,12,9,3,0,0,55,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,11,7,30,23,28,18,11,3,0,131,0,0
