UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL215049,0,13,4,5,5,7,0,0,28,0,3,0,0,3,9,0,0,20,5,17,13,17,30,29,14,5,125,6,13,4,3,3,17,7,0,57,8,14,10,13,28,19,6,0,100,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,7,13,21,11,11,29,17,8,4,116,0,0,0,0,0,0,0,0,0,9,6,6,5,11,21,10,4,71,23,69,41,44,80,94,41,20,415,5,0,7,4,14,11,0,0,36,0,4,4,5,4,8,4,0,21,3,28,13,11,20,24,6,3,110,3,6,6,12,13,10,11,7,65,0,11,6,4,18,10,3,0,51,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,0,0,13,0,10,7,9,20,17,4,0,68,0,0,0,0,4,0,0,0,6,0,7,4,7,17,18,11,12,75,14,59,40,42,82,89,34,18,384,5,12
UCL215050,0,4,26,24,27,20,3,0,111,0,0,4,0,16,9,0,0,32,6,17,54,62,47,30,23,5,245,0,5,13,32,27,32,8,5,122,6,22,45,52,51,34,20,3,223,3,0,0,3,0,0,0,0,10,0,0,0,0,5,3,4,0,16,8,22,47,59,56,39,21,3,249,0,0,0,3,0,0,0,0,12,11,3,8,20,16,19,8,3,85,29,67,155,194,181,152,65,12,852,0,16,29,27,31,14,0,0,127,0,3,12,23,18,18,4,0,79,4,25,90,70,49,38,13,0,284,3,9,23,35,24,31,10,0,133,0,3,9,20,20,15,4,0,69,0,0,5,0,4,0,4,0,12,0,0,0,3,8,6,3,0,22,0,6,18,25,25,23,6,3,108,0,0,0,0,7,4,0,0,7,8,9,11,25,11,33,8,0,100,17,67,177,200,164,156,46,6,827,0,23
UCL215051,0,9,4,9,0,5,0,0,21,0,0,5,0,8,3,0,0,21,3,25,26,8,15,19,6,0,97,0,11,16,16,18,19,6,0,85,37,119,106,77,95,86,41,11,567,0,9,3,0,4,0,0,0,13,0,3,3,0,4,4,0,0,13,42,126,109,84,97,85,41,9,597,0,0,0,0,0,0,0,0,3,15,13,23,13,25,30,17,11,138,64,184,182,127,163,156,68,23,971,0,15,10,9,4,8,3,0,50,0,10,12,9,11,8,5,0,51,17,60,49,23,30,27,15,0,216,4,37,36,29,34,30,10,3,187,33,61,65,50,64,24,8,0,304,0,5,7,10,4,4,0,0,30,0,5,11,3,5,4,0,0,30,35,74,79,61,75,30,11,0,365,0,0,0,0,0,6,4,0,12,14,21,22,17,17,30,36,11,170,71,217,210,149,171,132,74,22,1056,3,27
UCL215052,0,7,3,8,12,8,8,0,46,0,0,0,0,5,9,0,0,19,0,3,4,17,16,31,16,3,90,0,5,0,0,10,22,12,0,55,9,18,13,25,31,36,16,6,147,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,9,18,17,26,30,36,21,6,157,0,0,0,3,3,3,0,0,4,0,0,0,3,9,18,9,3,38,12,34,30,58,89,126,62,8,421,0,3,7,13,17,12,3,0,56,0,3,3,4,12,9,5,0,38,0,11,20,17,33,25,10,0,122,0,6,9,12,15,27,13,0,84,3,6,6,12,22,11,0,0,62,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,5,0,13,11,6,9,10,23,16,5,0,81,0,0,0,0,0,0,8,0,8,3,0,3,5,9,21,7,8,57,10,37,50,74,111,103,44,12,445,0,7
UCL215053,0,0,5,12,10,0,5,0,36,0,8,4,4,4,9,0,0,23,4,36,34,10,21,29,3,4,136,0,19,30,13,22,21,13,0,116,33,105,85,86,87,71,35,10,512,0,5,0,4,3,0,0,0,9,0,4,4,5,5,7,8,3,30,34,105,86,90,95,78,44,9,553,0,0,0,0,0,0,0,0,3,7,14,26,14,18,18,18,5,127,50,180,189,147,168,157,81,27,994,0,14,12,9,9,8,0,0,48,0,8,16,10,14,8,6,0,70,10,46,66,37,27,29,15,0,228,3,35,45,47,42,35,27,11,244,9,40,43,37,44,33,6,5,215,3,3,9,4,5,0,0,0,22,0,3,0,3,3,5,0,6,37,12,55,50,43,53,36,13,7,272,0,0,3,0,0,5,4,0,12,12,14,23,14,28,31,34,18,177,42,171,219,163,182,149,97,41,1051,0,17
UCL215054,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,7,0,3,3,0,18,0,0,3,5,7,9,3,0,31,16,66,32,34,35,22,14,0,219,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,7,14,67,31,40,35,24,16,0,233,0,0,0,0,0,0,0,0,0,15,11,10,18,17,22,11,6,111,31,85,58,67,68,57,35,8,404,0,0,0,0,0,0,0,0,7,0,6,3,3,4,3,0,0,20,0,16,12,7,6,5,4,0,50,0,16,11,10,11,12,0,0,68,15,36,29,31,24,6,7,0,144,0,8,7,4,3,0,3,0,18,0,0,3,3,3,0,0,0,8,14,43,35,31,28,6,7,0,171,0,0,0,0,0,0,0,0,0,6,15,7,17,19,18,14,12,107,29,101,72,67,78,44,25,16,426,0,6
UCL215055,0,0,5,0,6,13,3,0,27,0,0,0,0,5,4,0,0,12,0,10,9,8,21,32,14,0,99,0,3,4,11,15,20,17,0,71,4,14,18,23,52,56,20,6,190,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,3,0,20,4,20,21,23,55,61,21,6,208,0,0,0,0,0,0,0,0,0,4,0,7,9,8,22,8,8,65,13,35,48,53,114,155,66,12,484,0,0,9,3,9,8,3,0,37,0,0,0,0,3,9,0,0,21,0,17,19,18,28,28,8,0,109,0,9,15,22,41,32,5,0,114,4,9,7,24,19,19,6,0,82,0,0,4,0,0,0,0,0,11,0,0,0,0,4,3,4,0,20,4,13,15,22,29,17,11,0,111,0,0,0,0,0,0,5,0,9,3,3,0,4,23,14,8,0,67,8,39,59,76,132,110,33,7,461,0,4
UCL215056,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,11,4,7,4,0,0,0,29,5,13,9,9,4,7,5,0,44,13,45,37,28,28,14,6,0,171,3,5,3,5,0,0,0,0,9,0,3,0,0,0,3,0,0,12,12,48,41,36,29,18,7,3,199,0,0,0,0,0,0,0,0,0,13,15,13,16,10,15,6,3,95,26,85,73,66,60,43,12,8,372,0,3,0,4,0,0,0,0,13,0,7,5,3,3,0,0,0,18,0,20,16,12,13,4,3,0,67,5,14,13,8,15,12,0,0,70,7,34,25,18,33,10,0,0,130,0,0,3,0,0,0,0,0,10,0,0,4,5,0,0,0,0,13,8,34,35,24,31,15,3,0,151,0,0,0,0,0,3,0,0,3,11,18,12,8,11,3,7,6,70,28,90,83,62,68,39,17,4,396,0,4
UCL215057,0,0,3,5,3,0,0,0,8,0,0,3,0,3,8,0,0,14,0,3,11,13,13,13,5,0,59,0,0,9,11,15,8,9,0,53,12,43,40,46,40,30,14,8,226,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,43,42,44,43,30,15,8,235,0,0,0,0,0,0,0,0,0,7,8,8,7,7,9,10,4,53,15,53,71,84,83,70,35,8,422,0,11,10,5,0,5,0,0,28,0,6,0,7,0,9,0,0,27,0,23,24,28,26,17,4,4,119,4,8,23,19,14,8,7,3,85,9,21,25,21,17,15,4,0,111,0,0,3,5,0,0,0,0,13,0,0,7,0,4,3,0,0,15,12,25,33,26,24,21,5,0,139,0,0,0,0,0,0,0,0,3,6,6,8,9,8,18,10,7,72,23,70,94,98,79,77,25,11,474,0,11
UCL215058,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,0,0,20,0,0,3,4,7,7,0,0,27,3,21,16,20,18,14,11,0,111,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,9,20,16,23,23,17,11,0,126,0,0,0,0,0,0,0,0,0,3,3,3,6,9,16,11,3,52,7,33,31,40,44,46,20,9,230,0,0,0,3,5,0,0,0,11,0,0,0,3,0,0,0,0,8,0,16,9,5,12,10,4,0,53,0,6,9,13,16,3,3,0,44,7,10,14,11,11,6,5,0,70,0,3,0,0,4,0,0,0,10,0,0,0,3,3,0,0,0,9,7,17,17,15,21,9,5,0,86,0,0,0,0,0,0,0,0,0,4,11,4,5,8,16,9,3,58,17,45,40,45,60,39,18,12,269,0,0
UCL215059,0,11,6,14,12,9,6,0,49,0,4,6,6,3,8,0,0,30,0,22,25,26,14,19,17,0,134,0,9,16,12,19,22,7,0,80,6,42,45,42,46,51,18,8,258,3,6,5,0,0,0,0,0,12,0,3,0,0,0,3,4,3,15,14,43,44,43,51,56,21,8,288,0,0,0,0,0,5,0,0,4,9,5,8,11,16,15,10,0,73,26,82,109,112,115,134,56,16,652,0,12,10,11,12,10,0,0,54,0,5,12,8,12,6,6,0,48,4,23,47,39,35,39,14,3,208,6,11,12,17,20,18,13,4,104,4,21,16,18,28,14,4,0,106,0,0,0,0,11,3,0,0,16,0,0,0,3,3,9,0,0,22,6,26,23,24,36,25,10,0,145,0,0,4,0,0,0,0,0,8,9,6,10,10,19,14,20,5,92,25,74,121,113,135,116,57,17,663,0,17
UCL215060,0,0,3,7,0,0,0,0,11,0,0,0,0,5,0,4,0,11,0,17,19,15,13,11,0,3,75,0,11,16,15,14,6,11,0,70,11,63,57,51,65,41,17,12,318,5,0,0,0,0,0,0,0,6,6,3,0,0,0,9,0,0,20,14,67,61,51,70,47,16,12,347,0,0,0,0,0,0,0,0,4,6,9,9,4,11,15,16,11,93,33,97,109,91,113,92,52,29,615,0,9,8,7,4,0,0,0,26,0,6,11,7,11,6,3,0,37,3,30,28,26,13,20,0,7,133,10,22,29,26,18,18,14,5,133,13,39,33,38,36,18,4,0,179,3,0,0,0,7,6,0,0,20,0,0,6,9,3,0,4,3,21,16,43,35,44,45,25,6,3,218,0,0,0,0,0,0,0,0,5,0,11,16,12,14,24,37,21,132,37,113,127,116,105,89,58,38,689,0,5
UCL215061,0,3,6,0,0,0,0,0,12,0,0,4,0,9,0,0,0,15,0,9,5,6,11,5,0,0,46,0,8,8,5,6,9,9,0,42,12,42,43,27,38,50,19,5,232,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,11,16,47,47,29,35,54,19,5,249,0,0,0,0,0,0,0,0,0,6,7,9,10,14,18,20,10,101,27,71,81,50,81,88,49,18,465,0,3,0,0,0,7,0,0,10,0,3,10,4,4,3,0,0,24,0,24,24,16,13,10,10,0,99,3,19,15,11,20,14,9,5,88,14,24,23,21,23,14,4,0,123,0,0,3,0,3,0,0,0,8,5,0,4,6,5,7,0,0,23,17,25,29,22,25,27,4,0,153,0,0,0,0,0,0,0,0,5,3,7,15,9,17,26,24,29,114,27,93,87,56,79,77,45,30,488,0,8
UCL215062,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,8,0,13,3,5,3,12,0,0,33,5,5,4,5,0,3,8,0,28,19,25,36,31,30,25,8,7,179,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,23,27,38,33,32,26,7,7,194,0,0,0,0,0,0,0,0,3,7,3,6,5,10,8,4,0,52,29,48,55,45,51,59,23,10,319,0,5,0,4,5,5,0,0,16,0,4,6,5,7,0,0,0,17,0,15,11,8,23,12,3,3,71,9,10,13,12,15,12,9,0,67,15,23,17,14,19,12,6,0,100,5,4,3,0,6,0,0,0,12,0,0,4,0,0,0,0,0,6,12,23,19,16,22,13,6,0,115,0,0,0,0,0,0,0,0,5,10,9,6,4,10,13,11,6,69,31,64,46,51,71,55,32,15,370,0,7
UCL215063,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,5,3,0,3,0,0,5,4,0,25,0,3,15,8,0,12,0,0,44,10,35,17,21,25,20,16,6,146,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,6,10,34,19,19,26,21,19,6,153,0,0,0,0,0,0,0,0,4,4,4,5,0,5,6,4,0,35,24,47,43,34,41,56,33,5,279,0,6,0,5,0,0,0,0,10,0,9,4,4,5,4,0,0,16,0,14,12,9,11,11,7,0,54,4,16,16,7,9,12,8,0,73,7,22,9,13,12,10,6,0,72,0,0,0,0,3,6,0,0,12,0,0,0,0,0,0,0,0,6,7,18,11,16,21,7,6,0,83,0,0,0,0,6,0,0,0,8,3,4,8,6,0,10,5,7,34,20,58,44,38,48,46,19,6,276,0,9
UCL215064,5,5,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,7,4,19,0,8,7,7,7,0,49,0,5,11,11,5,5,0,0,40,15,44,21,35,44,18,4,4,185,0,5,3,0,0,0,3,0,18,3,0,0,6,0,0,0,0,12,19,47,32,33,50,20,6,4,208,0,0,0,0,0,0,0,0,0,6,5,13,8,9,13,11,10,81,31,83,64,65,72,43,27,18,391,0,6,0,0,5,0,0,0,16,0,6,3,4,3,4,0,0,25,9,47,14,10,10,13,9,3,101,4,13,12,8,12,9,0,3,62,12,26,17,27,26,8,3,0,119,3,7,0,0,0,0,0,0,14,4,0,0,4,3,0,0,0,16,18,33,19,39,29,5,4,0,149,0,0,0,0,0,0,0,0,0,3,11,4,6,12,13,21,20,92,35,112,59,65,68,43,40,23,444,3,10
UCL215065,0,7,5,3,4,0,0,0,15,0,0,0,4,3,4,3,0,17,0,31,6,9,12,9,7,0,74,4,8,20,16,15,16,9,0,83,35,66,54,54,70,51,26,17,379,0,4,5,5,0,3,0,0,14,3,0,5,3,3,4,4,0,27,39,76,66,61,74,57,32,13,424,0,0,0,0,0,0,3,0,3,19,28,24,35,33,34,21,8,196,60,146,114,129,139,121,70,28,812,3,7,5,4,0,4,0,0,22,0,3,7,9,8,9,4,0,37,11,46,31,23,19,18,10,0,160,9,25,18,25,28,32,16,3,158,28,40,46,37,56,25,6,0,236,4,0,9,8,6,8,5,0,30,0,8,7,5,7,0,5,0,29,33,47,60,47,69,32,13,0,295,0,0,0,0,0,4,0,0,10,25,30,22,29,26,46,34,20,229,74,154,145,140,155,136,82,26,914,3,11
UCL215066,0,6,0,3,0,4,0,0,12,0,0,0,0,4,0,0,0,9,0,4,3,5,13,6,7,0,40,0,0,9,7,11,16,4,0,46,8,34,19,28,41,33,27,3,199,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,8,31,20,28,52,31,26,3,212,0,0,0,0,0,0,0,0,3,9,15,12,21,19,25,24,5,125,18,64,40,57,97,93,64,13,443,0,3,0,0,0,0,0,0,9,0,0,0,3,4,8,3,0,20,0,13,12,14,17,7,9,0,70,0,3,10,15,13,12,6,3,58,5,23,17,17,23,11,0,0,96,5,0,6,8,7,0,0,0,19,0,0,0,0,4,7,0,0,19,9,28,22,27,33,18,3,0,138,0,0,0,0,0,0,5,0,8,4,19,11,15,23,36,20,15,143,21,69,58,71,85,78,44,23,445,0,13
UCL215067,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,8,0,5,5,0,0,20,0,3,5,9,0,3,5,0,20,14,38,22,15,17,21,7,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,14,36,22,16,18,16,10,0,130,0,0,0,0,0,0,0,0,0,0,3,4,11,8,9,12,7,61,13,58,36,37,38,37,26,8,248,0,4,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,3,4,21,8,3,3,5,3,0,51,0,5,5,7,7,8,4,0,29,0,11,9,17,10,12,5,0,51,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,11,14,14,9,12,5,0,59,0,0,0,0,0,0,0,0,0,0,4,6,4,9,9,9,19,65,14,43,29,36,30,36,15,18,224,0,8
UCL215068,0,0,0,5,12,12,4,6,42,0,3,0,3,7,14,0,0,28,0,0,8,8,16,44,26,6,115,0,6,9,11,23,54,34,12,149,15,39,39,53,97,123,82,21,465,0,5,0,0,5,0,0,0,11,0,4,0,4,7,8,11,3,40,15,44,44,51,111,133,97,21,513,0,0,0,0,4,3,0,0,6,4,0,6,7,21,28,29,7,97,20,55,70,95,190,292,185,46,948,0,6,12,4,8,11,0,0,42,0,0,8,3,15,19,0,0,55,9,23,22,31,41,47,23,3,197,0,18,14,34,54,64,36,8,233,13,34,27,39,45,36,15,4,208,0,0,3,8,3,9,0,0,25,0,0,0,5,17,11,9,0,46,13,30,28,47,58,58,22,4,272,0,0,0,0,0,0,3,0,6,9,4,4,7,20,36,32,14,122,29,83,90,133,205,242,121,33,932,0,7
UCL215069,0,4,14,7,10,18,3,3,57,0,3,0,4,7,8,4,0,26,0,22,50,40,43,44,19,6,225,0,6,22,15,17,27,21,3,113,11,37,55,43,53,57,19,5,277,5,0,6,4,0,0,0,0,9,0,0,0,3,6,6,6,0,20,19,38,61,48,54,64,19,11,312,0,0,0,0,0,0,0,0,4,10,13,7,13,19,28,30,13,142,25,80,161,128,147,188,104,35,872,0,20,16,17,22,17,3,0,90,0,8,7,13,12,18,0,0,73,3,39,83,49,45,59,21,4,304,0,10,32,34,50,58,18,7,202,5,21,21,25,28,23,8,0,139,6,3,0,0,5,6,0,0,24,0,0,0,0,8,10,0,0,28,13,23,20,30,40,36,11,6,191,0,0,0,0,0,0,0,0,10,12,20,8,12,16,46,36,31,188,35,119,172,153,189,234,94,58,1061,0,21
UCL215070,0,10,4,4,0,0,0,0,12,0,0,0,4,0,0,0,0,3,0,16,6,4,9,10,0,0,40,0,8,9,14,12,13,3,0,66,19,78,74,47,51,33,15,4,321,3,6,3,0,0,0,0,0,17,0,4,0,3,0,0,0,0,14,27,85,80,51,57,33,14,4,355,0,0,6,0,0,0,0,0,3,16,30,17,25,24,30,26,3,176,49,141,115,100,101,89,44,8,652,0,4,0,3,3,0,0,0,13,0,5,6,3,4,4,0,0,27,8,18,19,23,16,3,4,0,86,0,17,20,18,24,14,9,0,104,26,62,52,26,25,16,3,3,206,3,6,8,3,7,0,0,0,28,8,3,4,4,0,3,0,0,20,31,74,65,33,29,22,3,3,256,0,0,0,0,0,0,0,0,6,22,23,15,21,21,36,20,9,167,67,143,115,109,96,84,36,17,659,5,7
UCL215071,0,9,16,7,17,3,9,0,58,0,9,3,4,11,7,0,0,31,3,11,40,34,34,17,12,0,152,6,16,26,34,22,22,9,0,136,32,81,78,86,106,44,25,0,449,3,0,0,5,0,0,0,0,11,0,3,6,0,3,0,0,0,24,36,85,81,93,112,44,21,0,481,0,0,0,7,4,3,0,0,14,11,5,8,17,16,10,5,0,63,58,121,175,190,218,112,64,7,943,0,13,16,18,15,5,0,0,72,0,7,23,14,13,13,6,0,69,16,53,68,72,35,27,7,0,270,5,31,34,38,43,30,15,0,191,16,42,51,46,33,16,4,0,205,3,0,5,4,0,5,0,0,17,0,4,0,14,5,8,0,0,45,24,47,51,62,43,28,4,4,261,0,0,0,0,0,6,4,0,10,15,4,10,21,11,14,7,0,86,58,149,195,234,166,113,41,3,962,0,16
UCL215072,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,9,8,4,6,0,0,35,0,16,21,6,0,3,0,0,48,10,23,24,11,12,14,4,0,103,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,0,0,10,10,25,25,14,18,20,4,0,118,0,0,0,0,0,0,0,0,3,32,52,37,25,19,20,10,4,194,43,105,96,47,41,45,17,4,407,0,4,5,0,0,0,0,0,14,3,3,0,0,0,4,0,0,9,9,29,25,8,9,4,3,0,90,0,22,8,7,6,6,0,3,50,7,13,16,6,7,3,0,0,60,0,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,11,5,21,20,12,13,9,0,0,77,0,4,0,0,5,0,0,0,8,27,36,31,19,16,23,15,22,182,40,114,100,54,49,40,20,21,435,0,5
UCL215073,0,0,0,0,4,0,0,0,9,0,0,3,0,6,0,4,0,12,0,9,9,10,9,7,6,0,53,4,11,9,7,12,15,8,0,51,12,50,37,49,59,37,25,5,272,3,0,3,3,0,0,4,0,13,0,0,4,0,0,0,0,0,6,15,53,39,54,63,37,25,5,295,0,0,0,0,0,0,0,0,0,8,9,12,14,16,26,28,22,131,29,80,71,92,105,86,64,29,555,0,5,0,3,0,0,0,0,13,0,3,3,4,3,3,0,0,24,4,17,19,11,24,11,7,0,98,9,5,14,20,22,20,10,5,104,18,39,31,37,36,19,4,0,182,8,0,0,4,4,5,0,0,15,0,0,5,3,7,5,0,0,20,21,41,39,40,50,23,3,3,221,0,0,0,0,0,0,4,0,5,8,8,14,11,17,18,41,36,148,49,79,86,101,118,72,66,45,612,0,4
UCL215074,0,7,9,7,5,8,4,0,36,0,4,5,3,10,8,0,0,29,11,41,36,24,18,10,8,0,147,9,25,25,32,44,28,11,0,161,47,185,153,130,98,54,36,3,703,8,6,0,0,5,0,0,0,16,0,3,0,6,3,4,0,0,24,55,200,154,135,103,58,33,3,744,0,0,0,0,0,0,0,0,9,4,18,6,15,18,17,15,0,89,76,292,233,214,187,136,68,8,1216,0,18,18,11,4,4,0,0,57,5,22,21,13,14,4,0,0,76,19,99,72,57,29,21,16,0,308,14,58,51,55,33,22,4,0,241,28,93,68,58,46,17,6,0,316,0,10,0,4,5,4,0,0,29,0,5,7,11,5,10,0,0,40,31,105,82,76,59,30,4,0,386,0,0,0,0,4,0,0,0,10,14,14,14,4,18,14,11,0,97,82,315,256,221,157,105,37,6,1178,0,22
