UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL215083,12,0,0,0,0,15,5,0,0,0,0,10,13,0,0,0,0,13,27,0,0,0,0,30,38,3,0,0,0,41,68,0,0,4,0,68,28,0,0,0,0,28,10,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,238,5,0,4,0,249
UCL215084,10,0,0,0,0,10,9,0,0,0,0,9,14,0,0,0,0,14,28,0,0,0,0,28,26,0,0,0,0,26,54,0,0,0,0,54,11,0,0,0,0,11,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,176,0,0,0,0,178
UCL215085,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,7,0,0,0,0,7,22,0,0,0,0,22,30,0,0,0,0,30,54,0,0,0,0,54,37,0,0,0,0,37,25,0,0,0,0,25,3,0,0,0,0,3,14,0,0,0,0,14,214,0,0,0,0,214
UCL215086,25,0,0,0,0,25,19,0,0,0,0,19,16,0,0,0,0,12,22,0,0,0,0,22,33,3,0,0,0,41,136,0,0,0,0,137,125,0,0,0,0,125,88,0,0,0,0,87,17,0,0,0,0,17,21,0,0,0,0,21,8,0,0,0,0,8,32,0,0,0,0,32,542,7,0,0,0,548
UCL215087,10,0,0,0,0,12,9,0,0,0,0,9,6,0,0,0,0,6,9,0,0,0,0,9,10,0,0,0,0,10,30,0,0,0,0,30,59,0,0,0,0,58,65,0,0,0,0,65,39,0,0,0,0,39,26,0,0,0,0,26,11,0,0,0,0,11,23,0,0,0,0,23,293,0,0,0,0,297
UCL215088,17,0,0,0,0,17,8,0,0,0,0,8,14,0,0,0,0,14,18,0,0,0,0,20,22,0,0,0,0,26,63,0,0,0,0,63,64,0,0,0,0,64,49,0,0,0,0,49,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,20,303,0,0,0,0,305
UCL215089,17,0,0,0,0,17,20,0,0,0,0,20,26,0,0,0,0,26,58,0,0,0,0,59,38,0,0,0,0,38,37,0,0,0,0,37,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,242,0,0,0,0,240
UCL215090,9,0,0,0,0,9,10,0,0,0,0,10,7,0,0,0,0,7,10,0,0,0,0,11,28,0,0,0,0,29,64,3,0,0,0,65,90,0,0,0,0,97,77,0,0,0,0,77,16,0,0,0,0,16,12,0,0,0,0,12,3,0,0,0,0,3,13,0,0,0,0,13,347,7,0,0,0,350
UCL215091,18,0,0,0,0,18,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,15,0,0,0,0,15,18,0,0,0,0,18,31,0,0,0,0,31,25,0,0,0,0,25,47,0,0,0,0,43,52,0,0,0,0,52,11,0,0,0,0,11,231,0,0,0,0,227
UCL215092,34,0,0,0,0,38,8,0,0,0,0,9,9,0,0,0,0,9,18,3,0,0,0,22,21,0,0,0,0,27,75,8,0,0,0,87,106,0,0,0,0,106,156,3,5,0,0,163,89,0,0,0,0,90,49,0,0,0,0,49,39,0,0,0,0,42,41,3,0,0,0,42,650,21,0,0,4,672
UCL215093,29,0,0,0,0,29,15,0,0,0,0,15,17,0,0,0,0,17,23,0,0,0,0,23,42,0,0,0,0,42,123,0,0,0,0,123,189,0,0,0,0,186,250,0,0,0,0,250,77,0,0,0,0,77,29,0,0,0,0,32,10,0,0,0,0,10,60,0,0,0,0,60,863,0,0,0,0,865
UCL215094,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,16,0,0,0,0,16,29,0,0,0,0,29,18,0,0,0,0,18,34,0,0,0,0,34,10,0,0,0,0,10,9,0,0,0,0,9,3,0,0,0,0,3,17,0,0,0,0,17,157,0,0,0,0,157
UCL215095,7,0,0,0,0,7,11,0,0,0,0,11,20,0,0,0,0,20,30,0,0,0,0,30,39,0,0,0,0,39,40,0,0,0,0,40,13,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,190,0,0,0,0,190
UCL215096,18,3,0,0,0,19,11,0,0,0,0,13,11,0,0,0,0,11,9,0,0,0,0,10,15,0,0,0,0,15,40,3,0,0,0,45,52,3,0,0,0,55,117,5,0,0,0,124,56,4,0,0,0,60,36,0,0,0,0,34,7,0,0,0,0,7,20,0,0,0,0,24,399,22,0,0,0,421
UCL215097,24,0,0,0,0,25,9,0,0,0,0,13,11,0,0,0,0,12,17,0,0,0,0,17,25,0,0,0,0,23,56,7,3,0,0,65,100,5,0,0,0,99,143,8,0,0,0,151,55,0,0,0,0,56,25,0,3,0,0,26,14,0,0,0,0,14,25,4,3,0,0,31,497,22,11,0,0,534
UCL215098,11,0,0,0,0,11,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,16,0,0,0,0,16,48,0,0,0,0,48,77,0,0,0,0,79,35,0,0,0,0,35,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,8,227,0,0,0,0,226
UCL215099,13,0,0,0,0,12,7,0,0,0,0,7,9,0,0,0,0,9,17,0,0,0,0,17,10,0,0,0,0,11,51,0,0,0,0,53,14,5,0,0,0,17,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,149,8,0,0,0,156
UCL215100,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,17,0,0,0,0,17,37,0,0,0,0,37,23,0,0,0,0,25,21,0,0,0,0,21,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,15,140,0,0,0,0,143
UCL221001,4,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,8,3,0,0,0,0,3,35,0,0,0,0,42,26,0,0,0,0,25,15,0,0,3,0,24,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,117,0,0,6,0,127
UCL221002,5,0,0,0,0,5,7,0,0,0,0,7,9,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,9,24,0,0,0,0,25,27,0,0,0,0,27,24,0,0,0,0,24,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,128,0,0,0,0,123
UCL221003,4,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,17,0,0,0,0,17,44,0,0,0,0,44,30,0,0,0,0,30,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,114,0,0,0,0,108
UCL221004,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,11,0,0,0,0,11,23,0,0,0,0,23,28,0,0,0,0,28,14,0,0,0,0,14,29,0,0,0,0,31,28,0,0,0,0,28,20,0,0,0,0,20,181,0,0,0,0,184
UCL221005,3,0,0,0,0,3,5,0,0,0,0,5,15,0,0,0,0,15,15,0,0,0,0,15,11,0,0,0,0,15,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,76,0,0,0,0,77
UCL221006,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,32,0,0,0,0,32,20,0,0,0,0,20,23,0,0,0,0,23,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,104
UCL221007,4,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13,14,0,0,0,0,14,28,0,0,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,90,0,0,0,0,92
UCL221008,6,0,0,0,0,6,4,0,0,0,0,4,7,0,0,0,0,7,13,0,0,0,0,13,7,0,0,0,0,7,14,0,0,0,0,14,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,72,0,0,0,0,72
UCL221009,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,18,0,0,0,0,18,28,0,0,0,0,28,17,0,0,0,0,17,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,100,0,0,0,0,100
UCL221010,4,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,9,19,0,0,0,0,19,28,0,0,0,0,28,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,100,0,3,0,0,101
UCL221011,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,26,0,0,0,0,26,28,0,0,0,0,28,12,0,0,0,0,12,6,0,0,0,0,6,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,106,0,0,0,0,106
UCL221012,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,17,0,0,0,0,17,9,0,0,0,0,9,19,0,0,0,0,19,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,90,0,0,0,0,90
UCL221013,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,5,19,0,0,0,0,19,23,0,0,0,0,27,27,0,0,0,0,27,11,0,0,0,0,11,3,0,0,0,0,3,6,0,0,0,0,6,9,0,0,0,0,9,126,4,0,0,0,129
UCL221014,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,19,0,0,0,0,27,20,0,0,0,0,20,21,0,0,0,0,22,6,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,93,8,0,0,0,102
UCL221015,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,3,0,0,0,5,8,0,0,0,0,9,19,0,0,0,0,19,13,0,0,0,0,13,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,67,0,0,0,0,72
UCL221016,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,15,0,0,0,0,15,36,0,0,0,0,36,65,0,0,0,0,65,24,0,0,0,0,24,11,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,10,195,0,0,0,0,195
UCL221017,7,0,0,0,0,9,7,0,0,0,0,7,11,0,0,0,0,11,7,0,0,0,0,7,15,0,0,0,0,15,38,0,0,0,0,38,25,0,0,0,0,25,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,134,0,0,6,0,140
UCL221018,14,0,0,0,0,14,13,0,0,0,0,13,7,0,0,0,0,7,22,0,0,0,0,22,12,0,0,0,0,12,17,0,0,0,0,17,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,105,0,0,0,0,105
UCL221019,12,0,0,0,0,12,9,0,0,0,0,9,9,0,0,0,0,9,14,0,0,0,0,18,9,0,0,0,0,9,28,0,0,0,0,28,8,0,0,0,0,8,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,123,0,0,0,0,120
UCL221020,10,0,0,0,0,10,19,0,0,0,0,18,14,0,0,0,0,14,17,0,0,0,0,17,11,0,0,0,0,13,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,100,3,0,0,0,99
UCL221021,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,9,16,0,0,0,0,16,42,0,0,0,0,42,48,0,0,0,0,48,16,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,159,0,0,0,0,159
UCL221022,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,9,8,0,0,0,0,8,6,0,0,0,0,6,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,47,0,0,0,0,50
UCL221023,3,0,0,0,0,3,12,0,0,0,0,12,6,0,0,0,0,3,17,0,0,0,0,17,12,0,0,0,0,12,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,74,0,0,4,0,81
UCL221024,12,0,0,0,0,12,5,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,9,30,0,0,0,0,30,28,0,0,0,0,28,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,8,124,0,0,0,0,129
UCL221025,8,0,0,0,0,8,4,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,10,12,0,0,0,0,12,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,60,0,0,0,0,61
UCL221026,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,6,14,0,0,0,0,14,23,0,0,0,0,23,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,74,0,0,0,0,74
UCL221027,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,20,0,0,0,0,20,19,0,0,0,0,19,15,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,93,0,0,0,0,96
UCL221028,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,15,0,0,0,0,15,6,0,0,0,0,9,58,0,0,0,0,60
UCL221029,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,31,0,0,0,0,31,34,0,0,0,0,34,18,0,0,0,0,18,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,121,0,0,0,0,121
UCL221030,4,4,0,0,0,8,11,0,0,0,0,13,3,0,0,0,0,3,9,0,0,0,0,6,13,5,0,0,0,13,5,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,51,14,0,0,0,61
UCL221031,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,24,0,0,0,0,24,27,0,0,0,0,27,21,0,0,0,0,21,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,116,0,0,0,0,116
UCL221032,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,22,0,0,0,0,22,22,0,0,0,0,22,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,96
UCL221033,4,0,0,0,0,4,12,0,0,0,0,12,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,43,0,0,0,0,43
UCL221034,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,6,22,0,0,0,0,22,26,0,0,0,0,26,18,0,0,0,0,18,30,0,0,0,0,30,8,0,0,0,0,11,18,0,0,0,0,18,159,0,0,0,0,162
UCL221035,8,0,0,0,0,8,5,0,0,0,0,9,8,0,0,0,0,6,14,0,0,0,0,14,17,0,0,0,0,17,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,86,0,0,3,0,85
UCL221036,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,33,0,0,0,0,33,31,0,0,0,0,31,33,0,0,0,0,33,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,139,0,0,0,0,139
UCL221037,3,0,0,0,0,3,16,0,0,0,0,16,9,0,0,0,0,9,10,0,0,0,0,10,12,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,66,0,0,0,0,68
UCL221038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,19,0,0,0,0,21,31,0,0,0,0,31,47,0,0,0,0,47,26,0,0,0,0,26,16,0,0,0,0,16,6,0,0,0,0,6,7,0,0,0,0,7,165,0,0,0,0,168
UCL221039,6,0,0,0,0,6,5,0,0,0,0,5,14,0,0,0,0,14,12,0,0,0,0,12,22,0,0,0,0,22,26,0,0,0,0,26,17,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,110,0,0,0,0,110
UCL221040,8,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,15,0,0,0,0,15,13,0,0,0,0,13,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,7,83,0,0,0,0,88
UCL221041,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,9,0,0,0,0,9,14,0,0,0,0,14,36,0,0,0,0,36,25,0,0,0,0,25,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,119,0,0,0,0,119
UCL221042,7,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,13,0,0,0,0,13,30,0,0,0,0,30,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,86,0,0,0,0,90
UCL221043,17,0,0,0,0,19,13,0,0,0,0,13,10,0,0,0,0,10,20,0,0,0,0,20,11,0,0,0,0,11,22,0,0,0,0,22,8,0,0,0,0,8,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,118,0,0,0,0,117
UCL221044,10,0,0,0,0,10,4,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,16,0,0,0,0,19,15,0,0,0,0,15,12,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,87,0,0,0,0,91
UCL221045,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,15,0,0,0,0,15,37,0,0,0,0,37,35,0,0,0,0,35,22,0,0,0,0,22,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,146,0,0,0,0,145
UCL221046,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,14,0,0,0,0,14,67,0,0,0,0,67,141,0,0,0,0,149,47,0,0,0,0,47,14,0,0,0,0,14,8,0,0,0,0,8,5,0,0,0,0,5,20,0,0,0,0,20,341,0,0,0,0,338
UCL221047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,10,0,0,0,0,10,23,0,0,0,0,23,15,0,0,0,0,15,22,0,0,0,0,22,6,0,0,0,0,6,11,0,0,0,0,11,109,0,0,0,0,109
UCL221048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,23,0,0,0,0,23,11,0,0,0,0,11,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,70,0,0,0,0,70
UCL221049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,15,0,0,0,0,15,15,0,0,0,0,15,29,0,0,0,0,29,21,0,0,0,0,21,18,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,118,0,0,0,0,118
UCL221050,5,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,6,13,0,0,0,0,13,18,0,0,0,0,14,26,0,0,0,0,27,17,0,0,0,0,20,8,0,0,0,0,8,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,95,13,0,0,0,107
UCL221051,11,0,0,0,0,11,11,0,0,0,0,17,16,0,0,0,0,16,14,0,0,0,0,15,13,0,0,0,0,15,15,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,96,0,0,6,0,101
UCL221052,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,7,0,0,0,0,12,14,0,0,0,0,13,26,0,0,0,0,26,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,73,0,3,0,0,73
UCL221053,9,0,0,0,0,9,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,24,0,0,0,0,24,14,0,0,0,0,14,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,76,0,0,0,0,76
UCL221054,8,0,0,0,0,8,8,0,0,0,0,8,7,0,0,0,0,7,6,0,0,0,0,6,10,0,0,0,0,10,26,0,0,0,0,26,27,0,0,0,0,27,20,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,126,0,0,0,0,126
UCL221055,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,15,21,0,0,0,0,21,36,0,0,0,0,36,13,0,0,0,0,13,18,0,0,0,0,18,4,0,0,0,0,4,7,0,0,0,0,7,128,0,0,0,0,128
UCL221056,0,0,0,0,0,4,10,0,0,0,0,10,18,0,0,0,0,19,13,0,0,0,0,13,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,63,0,0,3,0,66
UCL221057,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,36,0,0,0,0,36,19,0,0,0,0,19,28,0,0,0,0,28,11,0,0,0,0,11,11,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,14,154,0,0,0,0,154
UCL221058,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,18,0,0,0,0,18,13,0,0,0,0,13,19,0,0,0,0,19,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,81,0,0,0,0,81
UCL221059,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,8,11,0,0,0,0,16,18,0,0,0,0,22,25,0,0,0,0,26,7,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,94,5,0,4,0,101
UCL221060,0,0,0,0,0,0,3,0,0,0,0,8,5,0,0,0,0,5,10,0,0,0,0,10,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,48,0,0,0,0,50
