UCL_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
UCL212005,18,5,0,5,3,0,3,113,0,0,0,0,0,145,158,83,19,29,15,21,0,3,9,486,0,0,8,3,0,7,6,15,3,0,7,0,0,0,0,55,25,253,161,33,3,5,0,0,4,0,0,0,0,0,26,517,0,0,0,0,0,4,7,0,0,4,0,6,0,0,0,16,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,10,0,53,106,99,132,91,70,11,0,28,615,0,0,0,0,0,4,27,8,11,6,23,10,8,0,0,98,0,87,5,0,12,3,4,0,0,0,0,0,0,0,6,115,0,3,24,48,35,76,116,77,12,23,21,7,4,5,15,472,6,11,22,9,7,4,0,4,0,4,0,0,0,0,0,62,0,0,0,0,0,5,41,124,22,22,21,10,14,3,10,270
UCL212006,4,0,0,0,0,0,0,19,0,0,0,3,0,8,4,0,0,0,0,0,0,0,0,16,0,6,17,10,45,19,28,22,0,6,0,0,0,0,4,154,3,68,79,20,6,3,15,0,0,3,0,0,3,0,10,206,0,0,0,0,0,6,15,11,0,0,0,0,0,0,0,25,0,0,0,0,0,4,13,3,0,0,0,0,0,0,0,26,0,0,3,7,9,3,15,8,0,0,4,0,0,0,0,45,0,0,0,15,27,5,15,16,4,6,3,0,0,0,0,93,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,33,8,55,11,9,13,3,6,0,0,0,0,0,0,0,5,107,0,3,11,59,109,91,168,113,10,12,15,10,9,4,16,643,0,0,8,9,5,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,7,7,21,5,3,0,0,0,0,0,0,43
UCL212007,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,17,8,14,12,3,6,0,4,0,0,0,85,3,40,14,4,0,0,0,5,0,0,0,0,0,0,0,80,0,0,0,0,3,0,8,8,0,0,0,0,0,0,0,22,0,0,0,0,0,3,7,5,3,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,10,0,0,3,0,4,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,9,9,10,9,4,0,3,4,0,0,0,112,0,0,10,36,41,43,100,65,6,3,0,9,6,3,6,329,0,0,3,6,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL212008,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,9,11,14,4,3,9,0,0,0,0,0,0,0,60,8,56,53,12,0,4,0,0,0,0,0,0,0,0,6,146,0,0,0,0,0,0,3,0,0,0,0,3,7,3,3,26,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,4,15,10,3,3,5,7,0,0,0,62,0,0,0,0,0,0,0,4,6,3,5,4,3,0,0,29,9,122,18,10,13,5,5,0,0,0,0,0,0,0,5,188,0,7,7,43,54,35,60,44,3,6,6,12,0,0,9,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,13,0,5,6,6,0,0,0,31
UCL212009,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,7,13,5,22,7,0,3,4,0,0,0,0,85,0,9,9,0,0,3,3,0,0,0,0,0,3,0,3,31,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,21,0,0,0,0,0,3,12,3,0,0,0,9,3,0,5,35,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,0,8,14,6,0,0,0,0,0,4,52,0,0,0,0,0,0,6,7,5,4,6,0,0,0,0,34,5,56,10,0,10,8,4,0,0,0,0,0,0,0,4,98,0,3,8,49,50,71,87,37,8,0,7,11,3,6,12,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,0,9,0,0,13
UCL213001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,0,0,0,0,0,0,0,0,17,4,31,13,0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,8,9,0,5,7,7,0,0,0,42,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,15,0,42,11,3,0,0,0,0,0,0,0,0,0,0,4,67,0,4,8,30,21,23,13,3,0,3,0,0,3,0,5,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,18
UCL213002,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,0,0,8,0,0,0,0,0,0,0,6,23,0,4,0,0,0,0,0,5,0,0,0,0,0,0,4,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,4,3,0,0,0,3,0,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,3,0,4,0,0,0,0,0,0,0,42,0,3,10,25,22,25,24,14,3,0,0,0,0,0,30,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213003,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,9,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,8,5,0,0,0,17,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,14,0,24,4,0,4,0,0,0,0,0,0,0,0,0,0,36,0,0,5,15,21,15,29,16,0,0,6,5,0,0,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
UCL213004,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,3,0,0,0,0,0,0,0,0,26,0,11,10,5,0,0,0,0,0,0,0,0,0,0,4,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,84,12,0,10,0,4,7,0,0,0,0,0,0,0,126,0,0,7,23,41,33,56,15,0,6,8,0,0,4,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL213005,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,9,3,0,10,3,0,0,0,0,0,0,0,51,4,24,16,7,0,4,0,6,0,0,0,0,0,0,6,64,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,11,0,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,15,5,0,0,0,0,0,0,0,3,0,0,0,88,0,4,20,20,42,33,42,29,6,0,3,0,0,4,3,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7
UCL213006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,8,4,4,11,0,0,0,0,0,0,0,5,35,0,18,16,3,0,3,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,14,0,5,6,0,4,0,0,4,0,0,0,0,0,36,0,3,6,14,31,24,46,11,12,0,0,0,0,0,0,160,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
UCL213007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,17,3,25,10,4,6,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,10,0,5,0,0,3,0,0,34,6,27,7,0,0,0,0,0,0,0,0,0,0,0,6,38,4,0,0,10,9,18,14,9,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10
UCL213008,0,0,3,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,8,9,0,5,14,0,0,0,0,0,0,0,47,0,15,6,0,0,0,5,0,0,0,0,0,0,0,3,39,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,6,0,4,0,0,3,0,0,25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,65,8,8,0,5,0,0,0,0,0,0,0,0,0,89,0,0,9,20,22,28,35,30,3,0,0,3,0,0,0,162,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,15,3,0,3,5,0,0,3,30
