UCL_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL212005,3,0,0,0,0,0,0,0,0,105,5,113,0,0,0,0,0,0,0,0,0,33,5,42,0,0,0,0,0,0,0,3,0,8,0,19,0,0,0,0,0,0,0,3,0,18,0,23,0,0,0,0,0,0,0,9,5,110,0,120,0,4,0,0,0,10,5,16,0,67,0,99,0,7,4,9,0,16,0,43,10,539,4,624,0,11,0,5,0,37,0,55,7,295,5,413,14,24,0,19,0,57,0,56,10,234,3,419,33,30,4,74,6,81,5,42,10,194,8,487,27,8,0,65,0,41,3,23,5,34,0,216,90,24,3,101,6,35,4,13,7,60,5,354,210,40,8,183,19,70,9,24,7,45,0,617,190,15,0,112,16,23,8,11,0,27,0,402,109,9,0,51,8,17,0,10,5,17,0,224,76,4,0,24,8,6,3,0,0,6,0,132,112,12,6,56,10,25,3,7
UCL212006,4,0,0,0,0,0,0,0,0,63,0,69,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,3,0,9,0,13,0,0,0,0,0,0,0,4,0,13,0,20,0,4,0,0,0,4,0,6,4,52,0,69,0,4,0,0,0,3,0,12,0,41,0,61,0,3,0,0,0,4,0,24,5,258,0,300,0,11,0,3,0,11,4,31,9,201,0,275,0,15,0,17,3,40,6,30,3,170,0,278,9,25,0,31,8,53,7,34,3,145,0,314,19,11,0,46,4,45,0,24,3,40,0,188,34,17,3,60,5,45,8,19,12,43,0,239,181,28,7,141,11,83,11,29,7,46,0,537,224,13,6,97,25,23,8,5,3,21,0,420,167,6,3,63,9,31,0,0,0,16,0,299,102,0,3,35,0,8,3,4,0,3,0,158,186,4,3,44,10,28,4,3
UCL212007,0,3,0,0,0,0,0,0,0,32,0,35,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,0,6,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,3,50,0,0,0,0,0,0,0,5,0,26,0,43,0,7,0,0,0,3,0,16,0,135,4,169,0,7,0,3,0,8,0,19,0,90,0,135,3,11,0,3,0,12,0,21,3,158,0,220,0,18,0,12,4,10,3,24,0,157,0,231,0,11,0,14,5,11,0,20,0,48,0,115,10,15,0,19,6,7,4,6,5,55,0,137,50,15,0,62,8,40,3,19,8,48,0,254,83,18,0,58,4,10,3,15,0,32,0,217,80,7,0,40,11,20,0,4,6,18,0,186,69,8,3,22,6,5,0,0,0,10,0,123,165,17,0,59,13,37,6,15
UCL212008,0,0,0,0,0,0,0,3,6,46,0,50,0,3,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,5,6,13,0,28,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,10,0,65,0,80,0,0,0,0,0,0,0,12,0,31,0,43,0,6,0,0,0,10,0,21,0,308,4,342,5,0,0,8,0,22,0,31,10,170,0,248,0,5,0,6,0,22,0,27,3,141,4,215,5,25,0,39,3,34,0,25,9,132,0,267,19,7,0,34,4,24,7,20,0,41,0,158,38,8,3,51,4,31,0,11,4,42,0,189,121,24,5,80,10,51,8,13,4,39,3,350,120,5,3,76,4,15,4,10,3,18,0,268,96,4,0,67,8,26,4,0,0,12,5,214,58,3,0,29,0,4,0,0,0,0,0,99,103,9,4,34,7,26,8,4
UCL212009,0,0,0,0,0,0,0,6,0,46,0,57,0,0,0,0,0,0,0,4,0,15,0,19,0,0,0,0,0,0,0,4,0,7,0,9,0,0,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,0,0,11,0,85,0,100,0,4,0,0,0,3,0,8,4,40,0,57,0,5,0,3,0,7,0,32,3,352,6,409,4,5,0,3,0,13,0,39,11,232,5,319,5,21,0,13,4,37,0,50,4,210,5,346,17,32,0,59,3,34,7,46,7,178,0,390,20,16,8,68,0,23,5,21,9,37,0,199,35,14,3,68,6,22,4,18,5,52,0,220,167,36,6,150,18,42,8,13,6,61,3,511,150,13,6,83,13,21,0,9,3,22,0,323,85,7,0,55,5,14,0,7,0,14,4,193,44,6,5,31,3,5,0,0,0,4,0,97,76,12,0,47,6,21,7,8
UCL213001,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,7,0,18,0,0,0,0,0,0,0,0,0,41,0,43,0,0,0,0,0,5,0,7,0,29,0,40,0,3,0,0,0,0,0,22,4,228,4,266,0,7,5,10,0,3,0,22,0,117,3,165,0,12,0,6,0,16,4,20,6,106,0,170,5,19,0,25,7,13,4,22,5,86,0,182,6,0,3,20,4,11,0,10,0,22,0,85,11,3,0,28,0,9,0,5,0,28,0,90,52,11,4,44,9,18,0,5,5,22,0,169,43,6,0,29,0,11,3,3,0,3,0,105,20,0,0,23,3,3,0,0,0,7,0,55,17,0,0,3,0,0,0,0,0,0,0,29,18,0,0,6,0,4,0,0
UCL213002,0,0,0,0,0,0,0,0,0,21,0,24,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,27,0,31,0,0,0,0,0,0,0,9,0,14,0,27,0,5,0,0,0,0,0,11,0,134,0,153,0,3,0,0,0,8,0,18,4,74,0,114,6,11,0,9,0,13,0,19,0,86,0,137,7,16,0,15,0,16,7,20,7,60,0,141,6,11,0,10,0,11,0,6,0,27,0,74,8,14,4,12,0,11,0,9,3,20,0,75,30,18,3,37,3,15,4,6,0,32,0,154,25,3,0,29,0,12,3,10,3,10,0,92,17,3,0,20,0,8,0,3,0,5,0,61,20,3,0,12,0,0,0,0,0,4,0,45,24,0,0,12,0,10,4,3
UCL213003,0,0,0,0,0,0,0,0,0,26,0,24,0,0,0,0,0,0,0,5,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10,0,5,0,0,0,0,0,5,0,30,0,44,0,0,0,0,0,3,0,6,0,22,0,31,0,0,0,0,0,3,0,15,6,144,4,172,5,3,0,10,0,6,0,12,4,83,3,131,0,6,0,4,3,14,4,14,3,66,0,110,9,12,0,19,3,18,0,24,0,64,5,164,8,6,0,22,0,8,0,3,4,11,0,74,33,0,0,22,4,6,0,10,4,17,0,108,88,9,0,37,9,17,0,6,3,18,0,187,44,3,4,19,0,0,5,3,0,8,0,80,21,0,0,17,0,6,0,0,0,3,0,48,13,0,0,6,0,0,0,0,0,6,0,22,13,7,0,8,4,0,0,0
UCL213004,0,0,0,0,0,0,0,0,0,34,0,37,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,39,0,42,0,0,0,0,0,0,0,10,0,31,0,43,0,3,0,0,0,4,0,16,7,206,0,243,0,3,0,7,0,7,0,25,0,112,4,162,0,13,0,6,0,21,0,21,0,74,0,142,9,17,0,30,3,19,0,13,0,82,0,174,4,5,0,32,0,23,0,14,4,15,0,97,19,11,3,27,6,15,3,6,0,17,3,115,89,11,4,65,5,31,0,0,0,25,0,227,62,4,3,36,9,0,0,0,0,7,0,127,35,3,0,16,3,7,0,0,0,5,0,78,22,0,0,11,0,0,0,0,0,3,0,43,43,4,0,14,4,4,0,0
UCL213005,0,0,0,0,0,0,0,0,0,46,0,48,0,0,0,0,0,0,0,3,0,18,0,21,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,3,0,7,0,10,0,4,0,0,0,0,0,9,0,45,0,57,0,0,0,0,0,0,0,16,4,45,0,65,0,8,0,0,0,4,0,21,0,280,5,322,0,10,0,6,0,14,0,29,4,161,0,221,0,5,0,6,0,20,0,32,0,153,0,221,4,22,0,21,0,21,0,24,7,123,0,229,10,13,0,16,5,21,4,22,4,26,0,125,6,9,0,33,4,18,0,10,0,32,0,112,58,11,0,70,14,30,0,13,3,34,0,230,66,13,0,54,3,9,4,4,0,13,0,161,55,5,0,28,5,13,0,3,0,6,0,114,30,4,0,14,6,0,0,0,0,0,0,59,44,3,0,11,8,15,0,8
UCL213006,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,21,0,25,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,4,0,59,0,69,0,0,0,6,0,0,0,7,0,41,0,58,0,0,0,12,0,10,0,6,0,62,0,97,0,6,0,8,0,5,0,11,6,50,0,83,5,5,0,10,0,4,0,12,0,28,0,65,6,3,0,9,0,11,0,10,0,24,0,66,34,7,0,24,0,23,0,6,0,18,0,109,24,9,0,20,3,13,4,3,4,14,0,91,32,7,0,20,3,7,0,3,0,5,0,85,33,0,0,9,0,4,0,0,0,0,0,49,59,4,0,29,10,12,4,5
UCL213007,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,50,0,51,0,3,0,3,0,4,0,14,0,18,0,40,0,0,0,0,0,6,0,16,3,188,3,219,0,5,0,5,0,13,0,22,6,88,4,144,5,5,0,11,0,18,0,25,3,111,0,182,15,21,0,27,0,20,6,22,3,76,3,190,11,11,0,19,7,13,0,11,5,16,0,89,26,7,0,29,0,9,0,8,0,33,0,118,110,9,0,70,3,26,0,4,0,23,0,246,57,3,3,54,4,10,5,4,0,15,0,157,50,6,5,21,3,4,0,4,0,4,0,93,28,0,0,12,0,0,0,0,0,4,0,57,47,10,0,20,5,15,0,5
UCL213008,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,29,0,32,0,0,0,0,0,0,0,4,0,12,0,23,0,0,0,0,0,0,0,8,4,150,0,163,0,4,0,0,0,3,0,14,0,84,0,119,0,0,0,6,0,18,0,14,3,78,0,122,4,9,0,13,0,27,0,12,5,65,0,144,0,6,0,22,5,13,3,9,0,14,0,83,17,4,3,21,5,19,0,4,0,14,0,88,81,8,3,72,4,36,3,9,3,16,0,222,83,0,0,48,13,0,8,4,0,4,0,168,69,0,0,33,0,8,6,0,0,4,0,116,35,0,4,15,3,3,0,0,0,0,0,57,71,0,0,22,5,12,0,0
UCL213009,0,0,0,0,0,0,0,0,0,25,0,30,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,5,0,35,0,41,0,0,0,0,0,0,0,8,0,15,0,25,0,0,0,0,0,0,0,14,5,153,6,176,0,3,0,0,0,9,0,11,3,95,0,121,3,5,0,5,0,10,0,14,4,98,0,133,0,22,0,20,3,17,5,18,3,60,0,145,5,6,0,16,5,11,4,6,5,15,0,68,15,9,0,12,0,10,0,4,0,20,0,77,55,15,3,64,4,18,0,5,0,19,0,194,51,0,6,41,6,6,9,5,0,4,0,127,29,5,0,17,3,3,0,8,0,0,0,70,42,0,0,9,5,0,0,0,0,0,0,55,30,8,0,14,4,5,0,0
UCL213010,0,0,0,0,0,0,0,0,0,25,0,27,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,5,3,4,0,13,0,0,0,0,0,0,0,4,0,49,4,56,0,0,0,0,0,0,0,6,0,38,0,44,0,4,0,0,0,5,0,16,5,241,3,272,4,0,0,4,0,7,0,27,4,127,0,174,9,5,0,5,0,23,0,23,3,91,3,161,11,18,0,23,0,26,5,14,4,73,4,177,0,7,0,24,0,13,0,6,0,15,0,68,18,0,0,18,5,15,0,3,0,16,0,77,53,13,4,55,3,22,3,4,4,14,0,179,36,4,0,31,8,4,3,3,0,6,0,98,27,0,0,22,0,5,0,4,0,10,0,72,18,0,0,5,0,0,0,0,0,0,0,25,21,0,0,14,0,6,0,0
UCL213011,0,0,0,0,0,0,0,0,0,26,4,27,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,8,0,50,0,59,0,0,0,0,0,4,0,8,0,22,0,32,0,7,0,0,0,6,0,19,0,221,3,258,0,3,0,0,0,11,0,28,4,113,0,156,0,10,0,5,0,22,5,24,5,69,0,142,6,7,4,16,4,15,0,24,3,47,0,135,10,3,0,15,3,16,0,5,3,8,0,64,19,0,4,26,0,19,0,5,0,19,0,91,35,10,0,31,4,23,3,3,4,11,0,127,24,3,0,28,0,5,0,0,0,4,0,64,12,3,0,9,5,3,0,0,0,3,0,48,8,0,0,3,0,0,0,0,0,4,0,19,16,0,0,9,0,9,0,0
UCL213012,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,4,0,12,0,23,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,6,0,8,0,4,0,0,0,0,0,6,0,34,0,49,0,0,0,0,0,3,0,14,0,20,0,40,0,0,0,0,0,6,0,19,0,145,3,177,5,7,0,3,0,14,0,28,0,91,0,137,6,10,0,11,0,10,0,8,0,66,0,113,6,5,0,13,6,18,0,8,3,61,0,122,3,4,0,21,0,23,0,7,0,9,0,75,8,10,0,11,0,10,0,3,4,15,0,63,57,18,0,34,0,27,0,4,4,4,0,152,32,7,0,28,3,6,0,4,0,8,3,89,23,5,0,23,4,4,0,6,0,10,0,72,12,0,0,8,0,3,0,0,0,0,0,27,22,3,5,7,6,6,0,0
UCL213013,0,0,0,0,0,0,0,0,0,29,0,33,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,35,0,43,0,0,0,0,0,0,0,6,0,20,0,29,0,0,0,4,0,7,0,15,5,153,3,183,0,4,0,0,0,7,5,24,0,79,0,130,4,9,0,11,0,13,0,12,0,101,0,151,10,7,0,17,0,22,0,19,8,76,0,164,9,5,0,22,0,15,0,4,3,26,0,93,18,7,0,19,5,22,4,0,6,20,0,104,46,12,3,43,9,34,9,15,4,19,0,184,35,8,4,42,4,8,0,9,0,9,0,117,33,0,0,19,5,13,0,0,0,5,0,83,16,0,0,10,0,5,0,0,0,6,0,42,48,0,3,27,0,18,0,3
UCL213014,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,29,0,29,0,0,0,0,0,0,0,4,0,11,0,23,0,0,0,0,0,5,0,13,0,122,5,147,0,8,0,7,0,12,0,11,0,59,0,100,4,16,0,4,0,17,0,9,0,48,0,101,19,10,0,18,0,18,5,14,3,36,0,117,9,6,0,34,0,10,3,3,0,12,0,78,22,3,0,25,4,11,0,7,3,19,0,86,75,9,6,51,4,15,3,5,3,16,0,180,60,3,0,27,0,3,0,5,0,7,0,101,34,3,0,15,3,5,0,4,0,9,0,60,11,4,0,11,4,0,0,0,0,7,0,33,18,3,0,12,0,7,0,0
UCL213015,0,0,0,5,0,0,0,0,0,25,0,32,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,3,0,19,3,29,0,0,0,0,0,0,0,3,0,11,0,21,0,0,0,0,0,5,0,10,0,85,0,104,0,3,0,0,0,5,0,4,0,42,0,71,0,5,0,9,0,25,0,15,0,36,0,91,5,5,0,7,0,23,3,5,4,38,0,91,3,4,0,16,5,15,0,0,3,4,0,57,25,4,0,30,5,12,0,4,0,10,0,91,89,5,0,61,8,29,4,7,0,7,0,214,76,0,0,37,7,9,5,0,0,0,0,149,53,0,0,15,0,4,0,4,0,4,0,77,31,4,0,6,4,0,0,0,0,0,0,43,28,0,0,15,3,15,0,0
UCL213016,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,3,56,0,68,0,0,0,0,0,4,0,12,0,32,0,44,0,0,0,4,0,3,0,24,5,258,7,305,0,4,0,6,0,17,0,21,3,148,4,203,8,10,0,9,5,25,0,21,7,129,0,211,15,22,3,44,0,21,6,21,3,78,3,219,13,13,4,32,3,18,6,12,3,18,0,118,29,16,3,49,5,8,0,11,0,29,0,146,94,21,0,74,11,19,10,15,0,37,0,282,81,8,0,51,6,8,6,0,0,10,0,170,63,0,0,26,4,11,0,0,0,9,0,117,28,4,0,9,0,0,0,0,0,5,0,52,33,8,0,23,5,11,0,6
UCL213017,0,0,0,0,0,0,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,8,0,39,4,60,0,0,0,0,0,0,0,3,0,24,0,33,0,0,0,0,0,7,0,12,4,233,3,273,4,6,0,6,4,7,0,19,5,129,0,185,0,15,0,5,0,24,4,29,9,131,5,219,5,16,0,29,0,26,4,28,5,87,3,202,12,7,0,26,0,15,0,12,5,30,0,101,29,14,4,28,0,18,5,12,0,33,0,137,98,13,5,76,3,35,3,16,10,40,0,295,88,6,0,60,3,12,0,6,0,14,0,198,75,6,0,30,3,5,0,3,3,9,0,144,29,0,3,12,0,3,0,0,0,5,0,55,68,7,4,26,4,25,0,10
UCL213018,0,0,0,0,0,0,0,0,0,33,3,37,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,4,49,4,53,0,0,0,0,0,0,0,3,3,20,0,25,0,0,0,0,0,0,5,8,0,204,0,220,0,3,0,0,0,5,0,13,4,125,3,157,0,4,0,5,0,11,4,21,5,82,0,123,0,13,0,18,0,14,0,13,3,75,3,142,3,8,0,14,3,12,0,8,0,15,0,58,11,0,0,11,0,10,5,3,3,12,0,57,46,16,0,15,3,8,4,6,0,17,0,122,31,7,0,19,0,4,0,0,0,4,4,73,23,5,0,12,0,0,0,0,0,4,0,51,8,0,0,8,0,0,0,0,0,0,0,21,12,0,0,12,0,0,0,3
UCL214001,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,4,0,9,0,15,0,3,0,0,0,0,0,10,0,97,0,113,0,0,0,3,0,3,0,16,3,61,0,86,0,3,0,5,3,5,0,5,0,54,0,82,3,3,0,7,3,4,0,12,0,45,0,81,4,0,0,5,0,9,0,4,0,11,0,39,11,5,3,13,0,12,3,6,0,10,0,64,42,8,0,22,3,10,3,4,0,9,0,105,26,0,0,14,4,4,0,0,0,0,0,55,18,0,0,4,0,3,0,0,0,0,5,35,9,0,0,3,0,5,0,0,0,3,0,15,10,0,0,6,0,5,0,0
UCL214002,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,19,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,6,0,54,0,59,0,0,0,0,0,3,0,4,0,33,0,46,0,3,0,5,0,3,0,6,5,33,0,55,0,4,0,9,0,3,0,0,0,19,0,37,0,0,0,12,0,9,0,5,0,6,0,35,4,4,3,8,0,4,0,0,0,4,0,21,25,4,0,21,0,6,0,0,0,0,0,59,40,5,0,12,4,4,0,0,0,3,0,65,19,3,3,8,0,6,0,5,0,7,0,46,16,0,0,6,0,0,0,0,0,0,0,20,13,0,0,10,0,4,0,0
UCL214003,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,8,0,29,0,38,0,0,0,0,0,0,0,7,4,13,0,23,0,0,0,0,0,8,0,9,0,180,7,210,0,3,0,0,0,11,0,17,4,102,4,141,3,8,0,3,0,12,0,20,0,71,0,123,8,15,0,18,0,15,6,13,0,66,0,145,5,4,0,17,0,6,0,8,3,12,0,59,14,7,0,13,0,10,0,0,0,18,0,69,36,7,0,35,0,19,5,4,0,10,0,125,56,3,3,21,5,12,3,4,0,6,0,110,23,5,0,15,8,0,0,0,0,4,0,55,21,0,0,0,0,0,0,0,0,4,0,30,25,0,0,13,3,3,0,0
