UCL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL222053,130,131,260,29,12,41,3,3,0,39,40,73,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,42,43,84,9,3,9,5,0,5,78,61,143,21,20,39,232,207,436
UCL222054,72,88,159,6,8,17,5,6,7,22,21,49,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,64,0,4,0,0,0,0,42,42,84,0,3,11,122,139,251
UCL222055,136,119,256,6,15,21,5,0,7,27,26,50,3,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,69,5,3,7,0,0,0,42,54,98,26,30,57,205,205,412
UCL222056,32,23,62,4,3,4,5,3,10,37,36,68,10,0,11,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,49,42,90,21,16,38,0,3,5,76,69,146,51,68,121,160,169,329
UCL222057,88,78,168,13,9,20,0,0,0,40,38,72,0,0,0,0,0,0,3,0,3,0,0,0,5,0,4,0,0,3,0,0,0,43,42,84,0,0,0,5,0,3,59,49,111,11,7,23,163,139,296
UCL222058,16,14,27,7,3,8,0,0,0,17,14,31,4,0,11,3,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,33,19,50,3,8,14,0,0,0,45,32,72,14,9,25,73,53,129
UCL222059,56,50,108,20,12,31,0,0,0,10,17,31,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,33,0,0,0,0,0,0,35,35,69,7,9,20,93,101,196
UCL222060,64,60,126,13,7,19,0,0,0,3,9,12,0,4,4,9,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,34,7,0,7,4,0,3,34,25,58,14,13,27,109,94,203
UCL222061,74,73,150,0,0,9,0,0,0,17,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,49,0,0,0,0,0,0,22,31,54,7,6,12,101,107,215
UCL222062,116,137,247,12,7,20,0,0,0,24,29,50,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,62,9,7,16,0,0,0,43,48,93,25,38,65,189,223,411
UCL222063,123,129,259,14,13,26,0,0,0,52,63,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,62,121,3,8,13,0,0,0,67,86,155,15,14,31,208,226,436
UCL222064,85,101,183,22,17,38,0,0,0,9,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,23,0,0,0,0,0,0,27,33,58,9,9,21,120,137,262
UCL222065,63,58,124,9,11,22,0,0,0,15,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,27,0,5,4,0,0,0,29,26,53,8,3,15,103,89,195
UCL222066,83,78,157,16,14,34,3,0,3,11,8,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,17,15,37,3,5,8,3,3,4,45,38,82,11,13,29,136,122,260
UCL222067,56,59,118,15,18,38,0,4,3,12,16,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,43,0,0,6,0,0,0,35,50,81,23,18,34,112,120,235
UCL222068,68,62,131,0,0,5,0,0,0,21,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,45,0,0,3,0,0,0,19,25,52,12,4,11,102,97,195
UCL222069,143,133,274,11,19,31,5,6,12,54,50,102,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,121,0,0,0,3,3,13,81,86,167,16,10,28,240,224,472
UCL222070,60,54,115,0,0,4,3,0,3,26,35,58,3,4,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,33,38,73,4,6,4,0,0,0,37,40,81,11,4,12,105,101,201
UCL222071,86,93,178,14,8,22,0,0,6,50,70,117,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,73,121,4,0,4,0,0,0,75,78,153,15,15,32,179,186,362
UCL222072,73,61,134,19,19,38,0,0,0,55,49,101,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,47,101,4,0,4,0,0,0,75,72,147,28,18,44,172,147,322
UCL222073,52,57,113,23,17,41,0,6,5,18,19,38,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,46,3,0,3,6,0,3,54,46,98,9,4,10,110,110,216
UCL222074,72,56,124,18,16,36,0,0,0,11,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,0,0,0,0,0,0,25,26,59,15,16,26,111,96,203
UCL222075,140,139,275,8,3,12,0,0,0,59,56,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,56,119,0,0,5,0,0,0,71,63,133,21,25,45,234,222,456
UCL222076,115,134,249,19,35,54,0,0,4,31,26,62,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,45,36,76,12,8,18,0,0,0,73,77,151,33,22,56,222,234,457
UCL222077,153,146,297,11,8,21,4,0,4,38,36,75,0,0,3,0,4,5,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,48,43,87,0,7,8,0,0,6,62,62,120,22,32,49,235,236,472
UCL222078,85,81,160,11,8,12,0,0,0,34,34,65,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,71,0,0,0,0,0,0,48,38,83,10,9,20,139,131,269
UCL222079,147,148,293,9,8,16,3,0,3,42,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,97,9,0,11,0,0,0,62,68,125,10,10,16,214,223,439
UCL222080,108,96,204,15,13,28,4,0,4,27,35,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,71,3,0,8,0,0,6,46,59,105,14,17,33,164,172,336
UCL222081,56,59,111,18,11,29,0,0,0,36,34,70,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,42,37,81,5,0,5,0,0,0,59,53,111,14,5,23,132,113,249
UCL222082,60,50,102,6,8,19,0,0,0,26,24,49,0,3,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,28,35,63,8,3,8,0,0,0,44,46,92,16,16,30,114,113,231
UCL222083,74,81,154,11,6,14,0,5,4,15,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33,0,0,0,0,0,0,30,23,47,4,6,12,104,106,212
UCL222084,125,126,254,10,5,9,0,3,3,55,57,111,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,66,123,0,3,3,7,6,12,68,78,143,36,30,62,231,234,466
UCL222085,70,71,140,18,12,30,3,0,3,50,52,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,107,9,3,8,0,0,0,76,66,144,6,8,11,148,150,295
UCL222086,124,120,246,3,4,3,0,0,0,28,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,61,3,0,8,0,0,0,42,39,77,22,14,32,186,171,356
UCL222087,138,145,285,17,19,32,0,0,0,45,42,86,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,97,0,6,8,0,4,4,63,79,140,19,19,31,224,241,460
UCL222088,106,84,189,8,7,6,4,0,4,13,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,33,0,0,0,0,0,0,21,26,43,10,20,34,142,125,266
UCL222089,72,57,126,3,8,11,0,4,3,18,26,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,49,0,0,0,0,0,0,26,36,63,7,3,8,99,99,194
UCL222090,88,76,158,3,5,4,0,0,0,18,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,33,4,0,6,0,0,0,22,18,38,17,19,34,128,108,234
UCL222091,116,125,242,4,10,14,6,7,16,36,31,66,5,3,8,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,48,50,102,0,0,3,0,0,0,58,58,117,13,8,26,186,195,383
UCL222092,120,101,215,16,19,28,0,0,5,34,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,69,0,0,0,0,0,0,48,46,102,10,7,17,180,155,334
UCL222093,119,128,247,26,25,45,0,0,0,34,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,67,0,0,0,0,0,0,61,56,117,22,24,50,201,210,408
UCL222094,94,83,174,13,11,31,4,8,11,33,35,61,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,44,78,0,0,0,3,0,4,53,59,114,18,19,33,164,156,319
UCL222095,52,56,111,9,6,8,0,0,0,18,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,41,0,0,0,0,0,0,25,29,53,3,4,9,83,90,176
UCL222096,119,128,242,9,9,16,5,5,11,42,51,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,97,4,6,12,0,0,0,53,70,129,10,7,21,187,204,391
UCL222097,90,104,199,12,3,15,0,4,3,42,40,81,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,82,0,0,0,0,0,0,53,54,103,11,14,34,158,175,327
UCL222098,100,100,206,19,18,34,4,0,7,33,24,58,3,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,74,4,9,17,0,0,0,65,61,125,14,9,19,175,174,344
UCL222099,65,63,122,10,13,19,0,0,0,14,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,42,0,0,0,0,0,0,29,31,62,9,10,17,98,104,202
UCL222100,69,61,129,3,3,3,0,0,0,23,23,49,5,0,8,0,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,27,65,0,5,4,0,0,0,38,38,77,18,13,31,120,116,234
UCL222101,70,70,138,13,7,16,0,0,5,32,37,71,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,42,78,0,3,3,0,0,0,47,47,101,17,12,27,136,131,266
UCL222102,98,92,193,33,41,71,0,0,3,31,34,69,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,78,3,3,5,4,3,6,74,86,167,17,20,37,194,202,398
UCL222103,74,63,138,6,8,13,0,0,0,25,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,56,0,0,0,0,0,0,37,35,71,9,4,11,111,102,215
UCL222104,100,91,194,10,3,12,0,0,0,14,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,41,0,0,0,4,0,4,29,28,57,22,20,38,149,136,289
UCL222105,73,67,141,8,8,19,0,0,0,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,28,0,5,4,0,0,0,26,25,51,12,15,29,116,107,215
UCL231001,133903,125007,258912,11951,11483,23436,2191,2264,4451,36443,36493,72931,1316,1258,2572,621,597,1220,527,499,1029,210,215,432,337,318,661,149,123,269,0,0,0,41803,41771,83570,2302,2380,4682,862,632,1491,56914,56263,113184,21158,16298,37458,211981,197573,409552
UCL279997,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,7,0,9,24,3,27,36,6,38
UCL299994,538,340,876,170,99,264,102,82,184,1346,1306,2654,96,103,199,42,26,62,34,37,70,21,13,34,14,15,30,6,8,17,0,0,0,1660,1586,3243,283,285,568,58,39,95,2171,2008,4180,2241,1381,3624,4945,3734,8678
