UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL212005,353,38,39,0,48,10,54,537,19,1095,5,0,14,0,0,0,11,0,0,31,314,105,384,9,164,92,262,577,26,1937,72,79,61,0,97,9,56,21,3,408,222,52,946,0,192,37,111,290,35,1885,84,37,48,0,63,92,81,64,4,474,327,76,142,35,98,1250,87,218,4,2235,221,10,165,260,44,249,50,358,7,1371,84,13,33,4,166,35,444,33,3,827,13,70,23,0,24,30,0,3,0,163,26,96,0,4,145,7,0,0,3,285,15,21,9,5,53,80,3,10,3,196,69,413,127,3,199,18,5,14,5,860,57,62,49,31,61,5,32,386,0,675,118,196,37,281,199,5,9,68,11,918,120,1081,48,404,167,3,3,43,7,1870,215,1531,132,1426,469,15,36,186,27,4027,35,16,30,35,19,20,5,19,3,176,66,59,368,127,86,22,28,166,6,917,99,48,114,35,73,64,104,180,236,946
UCL212006,28,3,19,0,13,4,9,33,0,105,6,0,8,0,4,0,19,4,0,49,242,109,330,21,157,75,133,131,21,1229,35,30,39,0,56,5,57,22,3,240,244,60,1422,0,232,25,188,371,34,2583,116,58,41,0,120,93,88,25,6,551,271,66,108,11,134,1009,111,138,10,1868,144,8,120,235,30,219,24,250,3,1035,198,152,129,60,405,77,572,111,31,1738,41,75,44,7,34,16,4,3,8,233,85,188,10,3,292,25,4,3,10,615,47,10,16,5,58,100,10,14,0,255,125,445,139,4,249,15,3,8,9,1001,50,74,61,25,61,11,39,195,5,526,184,248,110,540,329,10,14,64,24,1529,141,1018,40,475,194,6,3,17,13,1901,132,800,99,833,397,13,12,68,18,2369,54,60,29,84,22,18,4,6,0,283,57,47,349,109,83,11,10,52,8,726,77,74,100,37,117,48,87,60,127,728
UCL212007,36,11,21,4,3,4,4,20,3,108,0,5,6,0,5,0,5,0,0,23,149,84,124,8,33,50,20,52,4,530,29,21,25,0,21,0,14,11,3,119,240,59,781,0,129,24,46,150,16,1456,67,58,29,3,47,62,12,20,0,299,231,124,23,4,66,501,41,74,12,1083,139,16,77,268,26,90,17,155,0,794,57,38,16,20,62,8,55,21,8,283,28,63,21,0,23,10,0,0,0,144,115,172,0,3,94,7,0,0,4,404,31,20,6,0,26,87,0,3,3,180,143,576,79,8,148,17,0,6,6,989,62,48,44,21,23,7,4,85,0,293,149,209,23,280,149,0,5,16,8,847,159,878,13,165,91,0,0,4,10,1320,112,886,37,400,202,7,4,14,9,1670,75,79,18,63,14,12,0,8,5,278,58,38,125,98,28,0,0,18,0,364,83,72,40,16,48,40,10,20,69,393
UCL212008,38,18,14,0,8,8,32,61,3,187,11,14,48,4,13,0,42,17,0,153,115,64,214,8,63,43,179,163,13,863,69,126,278,6,103,4,92,78,22,766,126,43,592,4,121,20,110,189,18,1224,36,16,24,0,23,46,41,7,0,200,190,28,83,13,56,769,43,108,0,1294,119,9,104,218,21,171,19,233,7,902,32,17,15,0,80,27,169,12,6,355,24,38,19,0,48,19,4,9,3,166,21,62,6,3,107,8,0,0,3,207,11,9,15,4,31,55,0,15,4,142,27,192,102,0,114,6,3,11,3,461,14,36,26,19,46,3,9,148,0,298,114,236,41,266,464,5,8,34,22,1186,66,587,26,205,88,0,0,7,4,989,118,1035,78,664,344,11,14,91,17,2365,23,20,11,50,13,3,0,8,0,128,36,27,210,82,61,15,7,45,8,479,28,39,69,22,43,21,36,50,96,403
UCL212009,135,23,41,0,17,13,32,151,10,414,7,7,19,0,0,0,13,3,0,55,194,71,245,15,99,69,164,553,16,1426,39,30,66,0,55,0,43,17,3,243,165,27,755,0,84,20,99,177,10,1336,62,25,16,0,42,101,50,45,0,345,252,43,128,10,88,1065,73,234,10,1921,192,3,156,317,53,150,21,372,5,1276,41,10,11,6,94,21,249,14,8,464,13,46,25,0,12,17,0,3,3,120,33,77,3,0,120,6,0,4,0,253,14,11,4,0,34,88,6,5,9,167,28,357,79,4,174,7,0,5,0,657,26,47,53,47,45,9,0,195,5,432,83,182,55,293,156,3,22,81,8,882,118,885,35,308,125,0,0,28,18,1516,166,1282,98,989,392,17,23,180,17,3161,29,24,32,38,19,10,4,38,0,207,36,37,268,88,47,10,5,57,8,561,45,35,78,29,36,44,35,77,136,513
UCL213001,69,6,14,5,13,6,14,85,6,211,6,0,6,0,0,0,3,3,0,18,56,13,90,8,37,22,55,251,0,533,13,12,6,0,17,3,12,6,0,74,52,13,261,4,44,7,72,81,5,528,31,8,11,0,23,45,22,17,0,160,91,15,43,3,33,367,20,61,0,638,64,3,42,93,10,52,3,112,0,382,12,6,7,4,29,12,93,4,5,173,9,3,13,0,0,3,0,0,0,33,4,23,0,0,28,0,0,0,0,58,4,7,0,0,19,24,0,0,0,63,8,81,23,0,60,8,0,5,0,188,3,27,23,18,11,3,4,85,0,177,30,64,11,69,77,0,4,18,6,285,24,233,12,148,41,0,0,18,8,479,41,324,39,372,131,0,7,54,17,977,11,12,5,16,9,0,0,4,0,52,10,16,121,31,20,4,3,32,0,241,19,14,35,14,22,16,22,30,65,241
UCL213002,27,5,7,0,0,0,3,15,0,50,0,0,0,0,0,0,4,3,0,15,57,34,91,13,34,14,19,140,0,415,8,10,3,0,4,0,0,0,0,33,44,8,171,0,25,7,36,35,4,329,13,9,3,0,15,19,4,0,0,54,65,21,31,0,23,189,11,54,0,397,46,6,36,81,9,20,12,49,0,248,19,5,5,0,11,8,49,0,0,104,11,39,9,0,5,0,0,4,4,69,13,22,0,0,14,0,0,0,0,58,3,11,0,0,8,14,0,5,0,46,26,191,25,7,42,0,0,0,0,293,10,8,19,4,10,0,0,37,0,87,51,109,15,102,58,0,9,15,9,361,33,355,9,57,31,0,0,6,3,493,51,328,18,205,87,0,0,29,5,729,17,73,12,16,4,0,0,5,0,134,15,22,44,28,18,0,4,5,0,143,12,32,10,7,10,9,6,17,37,144
UCL213003,60,14,34,0,11,3,35,145,4,302,3,4,0,0,0,0,14,3,4,20,105,35,157,7,59,37,152,597,13,1151,5,0,19,0,7,0,18,9,0,57,53,11,217,0,34,6,55,79,6,455,17,3,13,0,16,24,12,11,0,97,81,8,45,5,21,322,23,76,4,583,46,0,58,77,12,72,6,110,0,378,19,0,18,0,24,4,116,5,0,194,8,22,11,0,13,13,0,0,0,66,9,24,0,0,28,0,0,0,0,66,3,5,0,0,8,26,0,0,0,44,10,60,20,0,52,0,0,0,5,147,11,21,24,48,7,0,0,98,5,213,34,26,13,68,45,0,13,23,6,232,21,202,16,109,37,0,4,8,0,394,29,188,20,400,87,3,0,78,4,812,8,15,5,15,4,5,0,4,0,60,9,11,117,29,16,4,3,29,4,216,16,0,15,13,11,7,28,42,68,210
UCL213004,57,4,23,0,16,3,16,85,11,209,9,0,10,0,0,0,17,0,0,37,81,26,149,0,58,22,56,130,3,517,5,15,15,0,16,5,19,3,0,80,80,14,426,0,76,6,109,171,9,902,17,14,15,0,21,26,39,9,6,156,77,11,54,3,36,361,34,63,5,649,50,0,28,79,0,61,13,98,0,339,19,0,10,6,53,14,150,9,7,267,8,13,17,0,16,4,3,0,0,66,13,30,0,0,60,0,0,0,5,110,8,4,8,0,15,35,0,3,0,67,27,108,54,0,70,5,0,5,4,270,10,21,29,9,17,0,15,85,0,191,40,64,19,96,69,0,3,24,4,319,47,347,11,160,56,0,0,20,5,636,35,282,39,449,126,7,6,49,5,1004,16,18,10,18,8,0,0,13,8,88,16,14,155,33,29,3,4,48,3,310,22,21,55,12,28,22,21,28,53,266
UCL213005,19,7,5,0,9,3,3,17,0,66,0,0,3,0,4,0,6,0,0,15,60,29,125,12,33,21,59,75,0,409,12,8,11,0,8,4,19,13,0,73,59,16,499,0,56,14,91,167,11,913,39,14,34,0,20,37,27,13,0,191,124,27,32,0,41,485,39,80,9,840,73,0,70,129,12,54,8,129,0,485,26,19,11,10,68,14,133,18,7,299,14,16,13,0,10,4,0,0,3,55,31,68,3,4,90,6,0,0,4,198,9,3,4,3,16,40,7,0,0,85,37,162,57,0,76,8,0,5,3,352,13,20,41,10,26,4,4,116,4,235,52,92,30,183,79,0,10,26,16,479,46,352,22,122,61,0,5,11,3,627,73,434,48,492,175,6,12,52,8,1298,19,14,13,13,7,4,0,14,4,90,22,23,162,50,30,6,3,24,0,316,24,29,32,13,21,15,23,24,48,236
UCL213006,12,0,8,0,5,0,0,8,0,34,0,3,3,0,0,0,4,0,0,9,78,32,66,0,55,25,14,28,0,305,5,16,16,0,5,0,10,4,0,64,106,23,415,0,73,12,57,87,3,783,40,27,5,0,15,21,15,3,0,127,68,10,28,4,18,241,18,42,0,431,43,3,22,85,9,42,0,60,0,273,44,78,31,18,71,14,99,19,5,377,15,28,15,0,3,3,0,4,0,72,53,56,4,0,72,18,0,0,0,208,17,5,3,0,12,25,7,4,0,75,64,187,45,0,81,0,0,3,5,392,18,20,26,16,15,4,7,54,3,151,61,111,34,161,89,0,4,17,5,482,67,392,10,105,54,0,0,8,9,634,38,301,20,196,112,8,3,12,3,690,19,22,9,22,4,3,0,4,0,86,22,12,83,33,21,0,3,9,0,190,38,13,25,3,26,11,19,11,27,166
UCL213007,196,34,39,4,20,11,21,68,7,394,4,0,24,0,0,0,23,5,0,54,55,14,111,0,23,25,35,47,0,311,29,37,32,0,38,0,19,6,0,157,96,14,359,0,50,9,80,120,9,729,50,33,30,0,35,52,31,21,9,261,158,29,66,10,34,485,15,102,3,907,87,0,51,96,10,76,7,124,4,459,20,0,3,0,61,6,196,14,0,303,12,30,5,0,3,17,0,0,0,66,12,55,3,0,70,3,0,4,0,149,3,16,0,0,10,31,0,0,0,57,14,137,55,0,63,0,0,3,0,277,25,23,15,15,35,4,0,105,0,224,57,99,33,137,68,0,22,37,4,456,40,353,11,145,66,0,0,12,5,637,78,528,46,517,200,13,7,99,10,1489,22,6,15,31,3,9,0,11,4,95,31,23,158,48,37,8,5,31,0,342,15,16,43,13,17,8,19,39,70,243
UCL213008,21,3,8,0,10,5,4,21,3,71,0,3,3,0,3,0,15,5,0,22,94,54,191,10,47,27,99,92,14,617,22,13,24,0,19,5,20,4,0,108,79,36,503,0,70,6,81,181,8,964,27,14,47,0,30,30,54,25,5,235,98,29,44,3,52,387,99,79,5,796,62,6,34,102,14,125,10,129,3,476,52,16,45,9,86,32,274,27,8,555,8,32,15,0,11,0,0,0,3,76,33,70,3,5,121,4,0,3,6,255,11,8,7,0,17,36,4,0,0,91,46,214,61,0,95,9,3,0,3,434,15,27,26,21,35,0,13,109,0,256,48,113,32,308,128,3,4,26,4,664,46,411,25,155,71,6,3,13,4,729,60,349,32,452,152,8,13,45,8,1113,23,12,9,27,9,4,0,0,0,81,14,20,146,43,22,5,6,21,3,273,29,31,40,13,32,14,48,26,54,280
UCL213009,10,0,6,0,3,0,4,11,4,44,0,0,0,0,4,0,5,0,0,18,43,19,105,8,37,36,59,49,6,362,14,14,12,0,21,0,14,11,0,84,61,19,443,0,45,12,72,120,11,781,22,14,21,0,27,42,30,21,0,166,104,32,44,4,36,395,31,61,6,719,38,0,47,92,13,63,8,98,0,350,28,12,19,3,32,8,118,15,6,231,6,18,3,0,9,3,0,0,0,39,19,53,5,0,83,0,0,0,7,171,13,6,5,0,14,20,3,5,0,54,45,136,42,0,59,0,0,0,3,300,6,21,25,13,16,0,6,91,0,175,43,66,21,129,89,0,10,17,3,389,34,275,25,133,54,0,0,9,0,524,51,372,38,413,174,3,5,52,8,1107,17,11,13,18,4,0,0,4,0,66,23,21,153,50,30,0,0,20,0,299,26,17,16,12,20,10,23,21,48,195
UCL213010,28,4,13,0,3,0,11,69,0,131,0,0,21,0,6,0,25,7,0,54,25,12,140,3,14,12,62,122,6,407,20,19,120,0,34,4,44,37,11,293,41,11,301,4,48,5,59,107,9,575,23,3,7,0,12,28,22,8,0,103,77,12,43,5,26,362,25,59,0,617,52,0,52,74,11,77,13,82,3,366,12,0,8,3,40,14,107,20,0,211,3,12,12,0,17,3,0,3,0,54,10,17,0,0,76,3,0,0,0,110,11,0,3,7,17,26,3,0,5,71,7,60,41,0,45,4,0,11,0,170,13,23,16,19,27,3,5,86,4,196,26,53,15,103,152,6,7,26,3,389,30,193,8,150,43,0,0,13,0,434,38,219,31,483,118,4,3,67,4,973,7,5,9,5,13,0,4,9,6,55,11,17,127,30,27,4,6,29,0,252,9,16,54,12,17,10,23,43,83,273
UCL213011,19,0,15,0,3,0,14,45,0,105,0,0,12,0,3,0,16,5,0,39,23,13,85,3,23,10,63,87,0,322,13,15,44,0,31,5,31,25,5,174,19,11,172,0,27,7,42,55,5,333,12,6,9,0,12,24,19,15,0,88,59,15,25,0,18,323,25,74,4,547,52,0,54,71,7,71,8,110,5,377,8,0,10,7,54,11,118,7,3,219,4,9,15,0,37,29,0,0,5,104,5,11,3,0,41,0,0,0,0,58,0,6,5,0,21,12,0,10,0,54,5,46,26,0,35,4,0,6,0,124,3,4,20,9,13,0,4,118,0,178,22,38,19,87,139,0,3,17,5,331,12,128,8,100,32,0,0,7,0,295,25,173,37,348,90,0,12,60,9,758,11,13,8,5,5,3,0,5,0,46,8,7,84,19,12,5,0,24,0,163,12,18,33,13,18,11,31,41,69,246
UCL213012,44,11,15,0,12,3,37,74,3,199,0,3,3,0,0,0,5,0,0,16,51,32,148,0,30,15,224,85,19,612,4,3,11,0,7,0,21,15,5,66,22,4,191,0,23,6,26,39,0,309,15,11,5,0,14,23,18,9,7,103,59,6,17,0,12,225,6,49,0,370,55,0,36,80,17,63,5,91,3,348,22,15,11,0,43,9,135,41,7,282,4,11,3,0,0,6,0,0,0,18,3,11,0,0,22,0,0,0,3,41,6,4,6,0,15,17,0,0,0,49,0,36,19,0,32,0,0,5,0,96,5,13,21,10,9,0,0,66,0,124,25,39,10,83,59,0,7,24,4,258,22,208,7,93,26,0,6,12,0,375,29,233,24,305,67,0,6,54,0,716,10,13,4,29,5,4,0,7,0,59,8,14,82,29,11,0,4,20,0,176,10,7,18,8,10,3,19,27,51,155
UCL213013,80,3,19,4,13,0,27,75,3,226,12,32,55,3,11,0,22,9,3,146,34,3,82,10,21,8,26,43,3,239,17,18,26,0,13,0,20,8,0,101,55,13,245,14,37,12,46,78,5,508,14,0,6,0,11,24,16,4,0,75,88,13,41,4,31,387,27,56,0,651,66,0,55,100,10,48,9,90,0,378,18,5,15,0,27,7,55,9,3,152,6,17,12,0,4,6,0,4,0,47,13,14,0,0,29,3,0,0,0,59,6,11,0,6,16,28,0,5,7,71,24,117,42,3,60,5,4,3,5,256,9,9,27,10,11,3,8,88,4,160,141,276,45,173,104,3,10,25,13,796,39,338,15,115,58,0,0,18,9,582,51,417,33,400,116,8,0,74,8,1100,9,14,6,18,4,0,0,3,0,59,16,20,85,52,19,3,4,20,4,213,22,17,28,14,21,8,18,29,48,194
UCL213014,166,20,26,0,24,12,18,173,9,448,0,0,6,0,0,0,3,0,0,8,61,14,77,3,49,30,41,140,12,420,8,0,20,0,9,0,8,5,0,46,88,11,216,0,43,5,27,50,4,440,30,18,20,0,26,44,11,14,0,164,85,17,27,0,18,271,18,63,0,505,58,0,55,105,15,61,3,86,0,385,25,3,13,4,44,10,87,12,6,209,3,9,5,0,3,9,0,4,0,34,13,25,0,0,43,0,0,0,0,82,3,6,0,3,8,15,0,0,0,38,8,82,18,3,42,4,0,0,4,164,9,13,7,9,11,0,0,74,0,125,27,46,15,71,60,0,8,15,5,243,28,278,9,105,39,0,3,14,0,473,36,294,24,302,92,0,0,42,6,801,5,6,9,14,3,0,0,8,0,47,9,17,106,24,20,6,5,14,0,195,22,13,30,8,18,17,22,49,54,231
UCL213015,14,0,12,0,6,0,3,11,0,43,0,4,10,0,0,0,8,0,0,20,90,42,204,8,87,25,99,107,8,674,4,5,10,0,14,8,48,11,0,99,91,19,531,0,87,10,119,164,17,1031,25,10,32,0,41,37,44,21,4,224,79,22,45,5,33,344,41,57,4,628,54,0,56,70,14,112,4,145,11,476,51,24,28,9,117,23,279,14,11,566,7,18,13,0,10,4,0,0,0,51,27,35,4,0,94,8,0,0,0,168,12,4,5,0,12,34,7,0,0,76,29,123,52,0,74,0,0,4,0,289,11,13,27,12,20,0,5,75,3,178,46,71,33,184,105,0,16,20,12,484,27,243,22,180,45,0,0,8,0,522,58,230,32,387,139,9,3,23,4,882,17,14,24,23,13,3,0,6,0,97,13,13,167,49,30,0,9,18,0,299,32,19,86,18,40,19,60,45,70,382
UCL213016,66,10,20,0,6,5,12,60,0,183,3,0,3,0,0,0,6,0,0,14,124,49,195,6,74,38,151,173,16,817,6,0,12,0,9,0,10,10,0,51,81,20,389,0,68,7,60,123,11,757,34,8,7,0,20,38,31,6,0,157,118,24,72,6,42,577,25,99,4,966,115,7,89,177,23,98,25,199,7,728,44,7,6,6,63,10,196,13,4,347,10,17,14,0,6,11,0,4,0,65,18,41,0,0,74,4,0,0,0,136,12,3,7,5,22,42,0,0,0,81,16,132,46,6,74,6,0,0,9,284,24,26,20,24,28,3,11,191,0,329,52,112,32,154,92,0,21,32,4,503,43,428,13,171,67,0,3,22,0,756,92,733,58,660,222,7,20,95,12,1902,16,12,14,22,6,0,0,11,0,82,28,30,173,46,29,4,3,26,0,337,44,22,56,15,29,22,36,46,80,348
UCL213017,85,21,33,0,16,6,21,172,0,364,9,9,14,0,0,0,22,0,0,60,92,39,120,6,59,41,56,134,3,562,21,32,36,0,16,3,29,10,0,139,131,29,497,0,116,14,105,175,12,1085,50,15,14,0,27,38,22,22,3,193,120,30,57,7,35,414,33,79,0,776,71,3,53,136,11,53,10,125,3,469,19,9,13,8,51,9,144,9,3,268,20,28,20,0,17,13,3,3,0,109,21,56,0,0,83,3,0,0,6,175,11,10,0,0,26,54,0,0,0,115,39,253,59,5,89,0,0,0,0,452,18,25,31,11,33,4,10,108,0,239,53,130,29,164,111,7,0,38,14,533,73,594,28,195,93,0,0,17,6,1004,69,568,40,511,184,7,10,69,0,1454,28,21,8,39,18,3,0,8,0,128,33,29,153,56,40,9,6,93,3,424,30,27,32,13,30,18,26,42,63,293
UCL213018,56,0,10,0,8,3,10,23,0,125,0,0,3,0,0,0,0,0,0,9,46,42,86,7,20,23,41,99,15,361,4,0,9,0,7,4,3,6,5,20,64,8,242,0,38,6,29,53,6,437,15,3,3,0,0,14,9,5,0,52,53,5,22,0,16,217,4,36,0,363,72,0,71,129,36,22,5,94,4,431,21,6,4,6,21,6,49,7,0,112,0,3,5,0,0,3,0,0,0,16,7,19,0,0,26,3,0,0,0,60,0,5,0,0,9,15,0,0,0,32,4,45,10,0,43,0,0,0,0,112,3,13,14,3,8,3,0,51,0,98,15,22,13,41,17,0,10,11,6,129,18,161,6,64,21,0,0,0,0,280,23,155,16,194,50,0,3,34,0,470,4,10,8,4,4,0,0,0,0,35,6,8,57,19,9,4,0,14,3,121,4,0,17,4,8,7,7,20,23,86
UCL214001,46,9,36,0,7,0,9,40,0,143,4,0,8,0,0,0,25,7,0,41,57,23,56,7,22,15,48,232,12,464,0,0,7,0,0,5,12,0,0,20,11,0,73,0,11,0,28,40,0,166,7,3,6,0,8,22,10,36,4,93,35,0,15,0,5,146,4,37,0,238,48,0,23,29,3,51,0,56,0,212,4,0,7,0,19,5,29,3,0,67,3,9,0,0,6,3,0,0,0,19,0,8,0,0,14,0,0,0,0,28,4,0,0,0,11,15,4,0,0,37,6,18,10,0,22,0,0,0,0,59,0,3,6,6,7,0,3,38,0,72,35,62,17,178,51,0,12,15,7,375,18,96,3,48,13,0,0,11,0,194,14,141,16,267,68,0,6,51,6,573,0,8,8,7,0,0,0,3,0,31,4,9,55,15,9,0,0,10,0,104,0,0,13,3,6,5,7,15,36,97
UCL214002,11,3,7,0,5,5,5,20,0,50,0,0,0,0,0,0,9,0,0,14,37,13,77,5,18,13,32,30,0,238,6,7,13,0,7,3,3,0,3,49,46,7,226,0,28,4,51,82,3,441,9,17,20,0,8,16,6,3,0,87,34,9,23,5,21,159,25,25,0,296,18,0,11,46,5,35,0,50,0,166,15,6,13,0,34,6,79,6,0,159,8,3,7,0,8,0,0,0,0,23,5,18,0,0,41,0,0,0,3,78,6,0,8,0,10,15,0,0,0,35,13,45,27,0,28,3,0,0,0,114,7,6,23,0,5,0,0,32,0,83,18,28,8,107,47,0,3,10,3,228,17,153,13,68,22,0,0,8,3,289,26,126,26,173,77,7,4,9,0,448,8,5,5,9,3,0,0,0,0,33,6,5,67,19,12,0,0,9,0,119,14,10,22,0,15,6,17,12,22,121
UCL214003,39,4,15,0,0,5,8,32,0,106,0,0,9,0,3,0,9,0,0,23,38,28,69,11,24,13,89,74,4,344,7,0,18,0,10,0,4,0,0,47,54,51,215,0,56,4,62,107,11,554,11,4,3,0,9,31,11,11,0,86,44,9,23,4,22,203,13,41,7,363,50,0,23,76,3,33,0,64,0,253,6,5,7,4,24,5,64,5,0,118,0,3,9,0,0,0,0,0,0,20,4,11,0,0,30,0,0,0,0,40,0,0,0,0,7,23,0,0,0,39,14,45,19,0,30,4,0,0,0,112,8,12,22,5,9,3,5,60,0,132,25,56,17,64,67,0,6,35,4,276,15,187,6,77,32,0,0,7,3,332,34,197,31,275,73,5,0,54,4,668,15,4,3,17,5,5,0,11,0,59,7,12,63,20,14,3,0,5,0,125,15,14,31,14,13,7,19,29,54,200
