UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL215063,8,0,0,0,4,0,0,6,0,27,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,10,8,0,30,0,0,0,0,0,0,0,0,0,3,3,3,27,0,4,0,6,17,0,63,5,0,0,0,0,0,4,0,0,14,11,0,6,0,0,27,6,3,0,49,8,0,0,4,0,0,0,6,0,19,0,0,0,0,11,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,10,10,0,3,0,0,0,0,22,0,7,0,0,0,0,0,7,0,11,9,4,0,10,7,0,0,3,0,31,4,28,0,13,7,0,0,0,0,53,4,13,0,28,10,0,0,0,0,62,0,3,0,0,0,0,0,5,0,7,4,6,9,6,4,0,0,0,0,21,3,0,0,0,3,0,0,0,0,17
UCL215064,53,4,10,0,0,0,17,41,0,130,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,50,3,76,0,0,0,0,0,0,4,0,0,4,9,0,27,0,0,0,6,10,0,51,0,0,0,0,0,10,3,0,0,14,12,0,3,0,0,31,0,5,0,59,10,0,8,0,0,0,0,3,0,28,9,0,5,0,11,0,34,7,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,5,3,0,0,0,0,0,0,10,3,0,3,0,0,0,0,14,0,27,4,4,0,13,13,0,8,3,0,45,6,38,5,22,6,0,0,5,0,80,5,62,9,55,30,0,6,27,3,198,0,7,0,0,0,0,0,0,0,6,6,5,12,0,0,0,0,5,0,35,0,0,5,3,0,0,0,18,15,39
UCL215065,33,0,11,0,0,0,10,49,0,103,0,0,0,0,0,0,3,0,0,4,8,5,30,4,13,3,17,57,3,137,0,4,4,0,0,0,12,0,0,25,13,0,48,0,10,4,15,22,0,122,4,3,3,0,7,0,3,0,0,26,31,9,12,0,10,80,5,9,0,156,28,0,10,33,0,0,0,22,0,85,6,0,3,0,12,5,39,8,0,76,0,6,0,0,4,0,0,0,0,19,4,4,0,0,15,0,0,0,6,27,0,0,0,0,4,3,0,3,0,13,0,24,5,0,14,0,0,0,0,39,0,4,8,0,6,0,0,16,0,38,3,9,4,17,4,0,0,3,0,45,9,61,6,26,4,0,0,4,0,107,12,87,7,95,33,0,0,21,4,251,0,0,0,3,4,0,0,0,0,11,4,3,37,5,6,0,0,3,0,67,4,0,14,4,6,3,3,7,28,64
UCL215066,12,6,3,0,0,0,18,17,0,58,0,0,0,0,0,0,0,0,0,0,3,0,9,0,6,5,11,12,0,41,0,0,0,0,0,0,0,7,0,8,5,0,16,0,5,0,4,13,0,46,0,0,0,0,4,7,0,0,0,14,6,0,0,0,0,45,3,10,0,72,6,0,7,18,5,3,0,13,0,46,5,0,0,0,4,0,13,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,5,0,4,0,0,0,0,12,0,0,0,4,0,0,0,13,0,16,4,6,4,10,4,0,0,5,4,31,0,22,0,9,7,0,0,5,0,46,3,34,3,53,14,0,0,18,0,131,3,3,0,0,0,0,0,0,0,8,3,0,10,6,4,0,0,6,0,25,0,0,0,3,6,0,0,0,11,22
UCL215067,47,0,4,0,4,0,9,7,0,71,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,3,0,15,0,0,0,5,5,0,29,0,0,3,0,3,0,0,0,0,14,11,0,3,0,0,9,0,3,3,32,8,0,3,3,0,0,0,8,0,25,0,0,5,0,7,3,18,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,11,3,0,0,5,6,0,7,6,0,31,0,28,0,5,0,0,0,0,0,37,6,23,3,24,11,0,0,13,0,79,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,4,0,14,0,0,0,0,0,4,0,0,6,19
UCL215068,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,8,6,4,30,0,5,4,12,23,0,80,4,0,0,0,3,0,5,0,0,16,12,3,53,0,8,0,7,11,0,93,6,0,0,0,3,9,4,0,0,16,22,3,7,0,4,86,5,13,0,140,27,0,14,19,3,4,0,10,0,88,3,3,0,0,4,0,19,4,0,39,0,0,0,0,0,5,0,0,0,6,3,6,0,0,11,0,0,0,0,20,4,0,0,0,4,9,0,0,0,14,9,24,4,0,16,0,0,0,0,52,3,3,6,3,9,0,0,7,0,30,20,14,6,14,13,0,0,0,0,64,12,53,4,29,7,0,0,0,0,107,15,73,11,104,23,0,0,11,5,243,4,3,5,0,0,0,0,3,0,18,6,0,16,6,9,0,0,0,0,40,6,0,3,0,5,0,4,0,12,35
UCL215069,53,3,9,0,6,0,0,13,0,80,0,6,0,0,0,0,0,0,0,7,17,19,13,3,9,7,9,12,0,91,3,0,3,0,4,0,0,0,0,15,20,4,64,0,10,3,3,12,4,121,8,3,5,0,4,3,0,4,0,22,30,7,10,0,6,56,5,11,0,123,51,0,30,45,15,10,0,32,4,174,4,0,0,0,4,0,15,0,0,31,0,8,0,0,0,0,0,0,0,5,6,8,0,0,12,0,0,0,0,26,0,0,0,0,3,6,0,0,0,12,5,40,7,4,19,0,0,3,0,79,7,5,6,0,0,0,0,12,0,40,14,26,0,35,18,0,0,11,0,105,4,93,5,7,3,0,0,0,0,123,22,131,0,65,27,0,0,9,0,258,0,7,0,7,0,0,0,4,0,29,4,6,13,8,4,0,0,0,0,34,9,6,0,4,0,0,3,0,15,40
UCL215070,25,0,13,0,3,0,17,57,0,118,0,0,0,0,0,0,3,3,0,10,10,8,31,0,9,0,12,44,3,115,0,7,0,0,6,0,0,0,0,7,13,0,60,0,9,0,17,8,0,109,0,3,4,0,8,6,3,0,0,24,20,4,9,3,15,100,6,11,0,159,12,0,11,19,4,17,5,24,0,86,5,0,0,0,7,8,34,0,0,52,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,8,9,0,0,0,0,0,0,24,6,10,0,8,10,0,4,21,0,66,6,3,4,15,3,0,4,4,0,41,0,40,3,20,4,0,0,0,3,73,8,33,4,69,16,0,0,5,0,139,0,3,0,4,0,0,0,0,0,10,4,5,21,9,0,0,0,3,0,45,8,3,7,3,5,3,12,11,17,69
UCL215071,7,0,3,0,0,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,22,11,32,0,14,8,11,16,3,118,6,5,3,0,4,0,4,3,0,27,44,10,147,0,24,0,32,30,3,283,10,7,8,0,11,8,10,0,0,49,20,6,10,0,7,72,8,10,0,136,9,0,9,18,3,18,0,16,0,78,12,24,13,6,28,6,34,4,0,127,3,0,0,0,0,0,0,0,0,12,12,25,0,0,21,0,0,0,0,61,0,3,3,0,4,9,0,0,0,19,15,78,10,0,28,3,0,0,0,135,8,3,10,4,7,0,0,15,0,44,24,39,13,46,32,0,0,3,0,167,18,105,3,39,19,0,0,0,0,187,16,80,11,81,46,0,0,0,0,229,6,10,0,4,0,3,0,4,0,30,4,6,39,7,6,0,0,0,0,71,9,5,16,0,14,0,0,4,17,75
UCL215072,51,0,15,0,7,0,37,219,3,331,0,0,0,0,0,0,0,0,0,0,10,6,3,0,5,0,5,12,0,43,0,0,0,0,0,0,4,0,0,10,0,0,7,0,0,0,3,9,0,27,7,4,0,0,7,0,14,9,3,47,9,0,11,0,5,26,0,4,0,52,10,0,5,5,0,3,0,6,0,34,6,0,0,0,8,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,6,4,0,0,0,4,0,4,59,4,77,0,0,0,11,3,0,0,0,0,22,5,23,0,9,7,0,0,0,0,41,3,20,0,17,10,0,0,3,0,48,0,0,0,5,0,0,0,0,0,7,0,0,16,5,0,0,0,0,0,20,7,8,7,0,4,0,13,29,46,114
UCL215073,30,0,10,0,3,4,8,29,0,81,0,0,0,0,0,0,13,0,0,16,9,6,26,3,4,3,38,26,0,115,0,0,3,0,3,0,11,0,0,17,14,4,37,0,6,0,9,25,0,100,4,4,0,0,0,3,4,4,0,27,24,0,11,0,0,56,4,16,0,109,17,0,3,14,3,5,9,12,0,56,3,0,6,0,5,3,29,4,0,50,0,0,3,0,0,0,0,0,0,7,0,3,0,0,7,0,0,0,0,7,0,0,0,0,4,6,0,0,0,13,0,13,4,0,10,0,0,0,0,24,0,0,3,0,4,0,0,19,0,33,4,5,4,10,4,0,0,0,0,27,9,44,4,19,6,0,0,0,0,79,13,49,4,89,20,0,0,18,0,188,0,0,0,5,0,0,0,4,0,11,0,6,25,5,3,0,0,6,0,55,4,0,8,3,0,7,3,10,17,52
UCL215074,6,0,11,0,5,0,0,8,0,32,4,0,0,0,0,0,7,0,0,8,32,11,60,0,17,8,25,22,0,182,3,4,3,0,0,0,7,3,0,27,33,10,228,0,28,3,55,64,6,433,7,3,6,0,12,12,8,3,0,48,28,8,4,0,11,119,11,21,0,206,16,0,8,20,0,11,0,21,0,83,22,17,26,8,74,11,60,11,0,226,4,4,0,0,0,0,0,0,0,17,6,25,3,0,34,0,0,0,0,69,10,0,4,0,9,9,0,0,0,33,14,45,13,0,27,4,0,4,0,108,12,4,16,0,15,0,0,35,0,81,20,45,23,55,42,0,5,15,4,201,15,133,4,44,11,0,6,0,0,217,15,83,5,98,44,4,0,7,3,261,0,3,9,3,8,4,0,4,0,27,4,13,71,14,16,3,0,14,0,137,10,6,25,3,13,6,15,12,14,109
UCL215075,4,3,7,0,4,0,3,11,0,29,0,0,6,0,0,0,0,0,0,4,5,0,12,0,7,0,4,7,0,45,0,0,6,0,4,0,0,0,0,10,3,0,26,0,4,0,7,9,3,52,0,0,0,0,0,7,0,0,0,14,6,3,6,0,5,32,0,7,0,59,0,0,0,10,0,9,0,9,0,25,0,0,0,0,4,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,3,4,0,3,0,0,0,0,17,0,0,0,0,0,0,0,3,0,9,6,8,3,19,10,0,0,4,0,51,0,12,0,16,4,0,0,0,0,35,3,26,0,27,6,0,0,3,0,76,0,0,0,3,0,0,0,0,0,0,4,0,14,5,0,0,0,4,0,27,0,0,3,0,5,0,5,0,7,21
UCL215076,19,0,4,0,5,0,8,26,0,66,0,0,3,0,0,0,0,0,0,3,29,19,30,7,17,5,21,77,3,213,0,0,0,0,0,0,5,0,0,9,7,0,32,0,8,0,3,21,0,80,0,0,7,0,0,3,0,0,0,10,14,3,3,0,3,43,10,7,0,85,27,0,17,22,0,4,0,16,0,88,10,0,4,0,11,0,22,5,0,56,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,21,0,0,18,0,0,0,0,39,3,0,10,0,5,0,0,12,0,33,7,10,3,11,12,0,5,3,0,58,5,41,0,17,7,0,0,0,0,76,5,42,5,47,11,0,0,4,0,116,0,4,0,3,0,0,0,0,0,8,0,4,16,4,3,0,0,5,0,43,3,0,0,0,5,0,4,3,7,29
UCL215077,0,0,3,0,3,0,0,6,0,19,0,6,5,0,0,0,5,0,0,9,11,0,3,0,4,0,0,3,0,33,3,0,0,0,4,0,0,0,0,16,10,5,45,0,8,0,4,15,6,94,5,0,0,0,0,7,0,0,0,16,4,0,0,0,4,31,0,0,0,46,27,0,17,12,6,6,0,7,0,73,4,3,0,0,8,0,13,0,0,22,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,7,0,0,0,8,6,17,7,0,13,0,0,0,0,43,6,0,3,0,3,0,0,8,0,25,4,5,0,10,6,0,0,0,7,32,0,46,0,11,4,0,0,0,0,60,5,42,0,38,13,0,0,6,0,107,3,5,4,4,5,0,0,5,0,25,3,0,7,5,5,0,0,5,0,19,0,0,0,0,5,3,0,0,3,16
UCL215078,5,0,4,0,0,0,0,11,0,22,0,0,0,0,0,0,6,0,0,5,18,11,32,0,12,4,8,9,0,88,3,5,4,0,3,0,6,0,0,15,19,0,106,0,24,4,19,24,0,193,12,6,3,0,7,3,5,0,0,40,11,3,5,5,3,48,4,9,0,84,8,0,6,12,0,5,0,12,0,38,0,0,0,0,9,0,11,0,0,28,0,3,0,0,0,0,0,0,0,3,3,4,0,0,11,0,0,0,0,19,0,0,0,0,3,4,0,0,0,9,8,16,14,0,15,0,0,0,0,57,0,3,5,0,10,0,0,12,0,31,3,0,3,11,4,0,0,4,0,27,11,45,6,20,3,0,0,0,0,79,4,30,14,62,24,0,0,7,0,141,4,0,0,4,3,0,0,0,0,19,7,5,35,0,9,0,0,3,3,64,11,5,7,0,7,4,4,3,10,48
UCL215079,51,6,15,4,6,0,0,33,5,118,0,0,0,0,0,0,0,0,0,0,7,0,9,6,0,3,11,30,6,70,0,0,0,0,0,0,0,0,0,3,0,0,13,0,3,0,5,12,0,43,3,6,0,0,3,5,3,0,0,21,10,0,15,3,7,54,0,14,0,102,6,0,4,15,0,6,0,16,0,51,4,0,4,0,10,0,23,3,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,11,0,0,0,0,3,3,0,0,0,5,0,10,0,0,12,0,0,0,0,23,0,0,0,0,0,0,0,12,0,9,0,7,0,18,4,0,4,3,0,44,0,28,0,12,5,0,0,7,0,47,9,42,6,67,16,0,0,24,0,166,0,0,0,4,0,0,0,0,0,5,0,0,19,3,4,0,0,3,0,29,3,0,0,0,0,6,0,3,7,27
UCL215080,15,0,8,0,0,0,8,11,4,49,0,0,3,0,0,0,6,0,0,20,4,3,16,0,4,3,6,12,0,57,3,3,10,0,0,0,8,3,0,19,14,9,55,4,9,3,12,27,0,128,0,0,0,0,0,5,3,4,0,15,12,0,9,5,4,52,0,4,0,83,14,0,4,23,0,3,0,12,0,54,5,0,0,0,7,0,8,6,0,29,0,6,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,12,6,0,13,0,0,3,0,38,0,0,0,3,3,0,0,10,0,19,10,17,13,35,21,0,4,9,3,101,6,32,4,25,9,0,0,0,3,85,0,34,3,81,9,3,0,13,4,155,0,0,0,0,5,0,0,0,0,13,0,4,33,4,0,0,0,5,0,49,4,0,11,0,4,0,7,10,7,46
UCL215081,57,0,17,0,6,4,8,34,0,129,0,0,0,0,0,0,0,0,0,0,28,22,40,0,21,10,39,107,11,269,18,26,12,0,23,0,6,8,0,103,11,6,79,0,16,0,22,18,4,154,5,3,0,0,3,3,4,0,3,24,31,0,13,0,7,96,6,12,0,160,18,0,12,24,3,17,0,25,0,104,13,0,4,0,15,0,47,3,0,75,5,7,3,0,4,0,0,0,0,15,3,0,0,0,13,0,0,0,0,18,0,0,0,0,3,7,0,0,0,15,9,32,12,0,21,0,0,0,0,74,0,6,9,0,8,0,0,27,0,53,13,19,5,27,13,0,0,0,0,82,7,99,7,33,10,0,0,0,0,154,14,94,10,115,40,0,4,11,6,286,0,9,3,5,0,0,0,0,0,17,3,10,34,17,10,0,0,12,0,81,7,5,12,0,5,5,5,11,10,54
UCL215082,8,0,3,0,0,0,4,15,0,36,0,0,0,0,0,0,4,0,0,3,8,8,24,0,6,0,12,6,0,67,0,0,4,0,0,0,4,0,0,12,10,3,95,0,10,0,20,25,0,165,9,5,6,0,6,5,9,0,0,40,7,0,9,0,7,45,5,13,0,86,6,0,0,11,3,12,0,8,0,45,9,0,7,0,9,0,30,7,0,61,0,3,0,0,0,0,0,0,0,6,4,9,0,0,11,0,0,3,0,29,0,0,0,0,0,0,0,0,0,3,7,18,14,0,17,0,0,0,0,58,7,4,10,0,0,0,0,14,0,38,9,19,3,36,16,0,0,3,0,93,8,58,6,32,5,0,0,0,0,109,5,60,11,60,24,0,3,4,0,169,0,0,0,4,0,0,0,0,0,6,0,3,28,8,5,0,0,0,0,43,9,8,12,3,7,3,8,9,8,55
UCL215083,21,0,9,0,0,0,14,29,4,74,0,0,0,0,0,0,4,0,0,4,0,0,20,0,10,3,16,21,3,64,0,0,0,0,0,0,5,0,0,9,4,0,29,0,10,0,12,15,6,70,3,0,0,0,3,5,0,3,0,24,13,0,3,0,4,44,4,12,0,88,13,0,4,9,0,5,0,3,0,34,3,0,3,0,8,3,37,6,0,61,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,7,0,0,11,0,0,0,0,20,0,0,5,0,4,0,0,10,0,13,0,7,9,15,6,0,4,3,0,40,0,24,0,18,10,0,0,3,0,59,7,41,3,92,14,0,4,15,0,176,0,4,3,0,0,0,0,0,0,11,0,0,22,10,7,0,0,7,0,45,5,4,3,4,6,0,7,4,5,43
UCL215084,0,0,3,0,0,0,5,22,0,36,0,0,0,0,0,0,0,0,0,0,4,0,20,0,5,3,14,34,4,86,0,0,0,0,0,0,5,0,0,13,3,0,19,0,3,0,7,3,0,36,0,0,0,0,3,3,0,3,0,12,3,0,3,0,7,44,0,4,0,61,10,0,0,5,0,6,0,7,0,33,0,0,0,0,0,0,16,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,11,0,3,0,0,0,0,0,0,0,10,0,6,0,6,3,0,0,0,0,17,0,10,0,14,3,0,0,0,0,31,3,31,3,36,11,0,0,7,0,96,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,27,0,0,10,0,0,0,11,9,8,37
UCL215085,8,0,6,0,4,0,3,6,0,20,0,0,0,0,0,0,4,0,0,3,15,0,19,0,7,3,5,14,0,65,0,0,4,0,0,0,4,0,0,9,7,0,70,0,6,3,10,16,3,117,7,0,4,0,6,4,11,0,0,34,0,0,3,0,0,29,5,6,0,44,3,0,0,5,0,3,0,5,0,21,3,0,0,0,11,0,12,0,0,29,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,4,0,0,0,9,0,7,5,0,4,0,0,0,0,15,3,0,0,0,3,0,0,7,0,17,0,4,0,10,9,0,0,0,5,28,0,26,0,19,0,0,0,0,0,50,0,11,4,31,8,0,0,7,0,56,0,0,0,0,3,0,0,0,0,6,0,0,8,0,0,0,0,0,0,18,7,0,9,0,3,0,7,0,3,24
UCL215086,20,0,9,0,0,0,11,20,0,53,0,0,0,0,0,0,8,0,0,11,16,5,37,0,5,4,11,38,0,121,5,12,19,0,4,3,8,9,0,62,24,5,95,0,11,0,24,37,0,194,3,4,5,0,3,11,4,4,0,44,22,0,12,0,8,89,4,13,0,153,14,0,7,22,0,17,3,36,0,97,7,0,0,0,13,0,40,0,0,60,8,3,4,0,0,3,3,0,0,18,0,12,0,0,21,0,0,0,0,39,4,0,3,6,3,3,0,0,0,21,9,36,11,0,22,0,0,0,0,76,0,3,7,3,4,0,3,9,3,30,20,19,6,32,37,0,0,10,0,122,14,96,0,39,21,0,0,0,0,174,20,96,8,93,30,0,5,3,0,253,0,4,3,8,4,0,0,7,0,18,8,0,31,12,5,0,0,3,0,63,4,0,11,3,4,3,12,21,9,69
UCL215087,4,0,3,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,18,5,21,0,8,0,9,10,0,74,0,0,3,0,6,0,0,0,0,5,11,0,75,0,18,5,22,25,0,159,7,0,9,0,3,4,3,5,0,34,12,0,3,0,8,25,0,5,0,59,6,0,5,11,0,6,0,6,0,36,9,0,8,0,16,0,22,0,0,61,4,4,0,0,3,0,0,0,0,10,0,3,0,0,3,0,0,0,0,8,4,0,0,0,0,0,0,0,0,8,0,13,5,3,8,0,0,0,0,25,5,6,4,0,0,0,6,8,0,27,12,11,8,17,9,0,8,0,0,54,9,27,6,21,12,0,0,0,0,70,6,21,3,29,26,4,0,3,0,89,0,5,5,0,0,0,0,0,0,12,0,0,27,10,3,5,0,0,0,46,6,5,7,0,6,0,3,7,10,38
UCL215088,8,5,0,0,5,0,0,11,0,25,0,0,0,0,0,0,0,0,0,3,8,6,12,3,0,0,6,13,0,59,0,4,3,0,0,0,0,0,0,6,7,0,39,0,3,0,0,10,0,69,3,0,3,0,3,3,4,3,0,22,9,0,5,5,0,19,4,4,0,55,9,0,9,25,0,3,0,8,0,57,0,0,0,0,0,0,19,0,0,23,4,5,0,0,4,0,0,0,0,12,0,7,0,0,9,0,0,0,0,13,0,0,0,0,0,5,0,0,0,8,9,19,7,0,7,0,0,0,0,47,0,5,5,0,0,0,0,4,0,19,3,6,0,10,6,0,0,0,0,31,7,60,0,19,3,0,0,5,0,88,8,39,4,53,12,0,0,4,0,116,6,8,0,0,0,0,0,0,0,15,0,0,9,5,5,0,0,0,0,27,7,3,7,4,4,0,3,9,13,52
UCL215089,42,7,4,0,3,3,13,15,0,89,0,0,0,0,0,0,0,0,0,0,8,0,20,0,6,0,0,4,0,42,0,0,3,0,0,0,10,0,0,11,11,0,35,0,4,0,11,10,0,61,9,0,9,0,0,17,3,0,0,35,12,0,9,0,3,58,0,10,0,92,6,0,3,11,0,7,0,5,0,34,3,0,3,0,4,4,18,3,0,31,0,0,3,0,3,0,0,0,0,8,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,8,5,0,9,0,0,0,0,24,0,6,0,0,0,0,0,6,0,11,9,6,4,13,6,0,3,5,0,47,5,42,0,21,8,0,3,0,0,73,12,51,11,118,20,0,3,29,0,250,0,0,0,0,0,0,0,0,0,6,0,5,21,0,3,0,0,4,0,34,0,0,3,0,5,0,0,8,12,32
