UCL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL215074,0,0,0,0,10,0,10,0,0,0,0,0,0,3,0,0,11,8,73,0,97,0,0,4,0,6,0,13,4,0,6,11,245,0,264,0,0,4,5,15,0,23,0,0,4,6,25,0,40,0,0,0,5,8,0,17,0,0,10,25,45,0,80,0,0,3,0,3,0,8,4,0,5,0,5,0,13,0,0,0,0,9,0,10,3,0,17,4,15,0,44,0,0,4,6,15,5,29,0,0,11,24,26,0,67,8,7,20,3,11,0,48,7,7,3,3,4,0,22,0,0,0,0,0,0,5,0,0,0,0,54,0,57,0,0,3,7,34,4,47,29,22,118,118,592,17,898,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,6,9,9,0,26,0,0,0,0,0,0,5,0,0,7,13,16,0,31,0,0,0,4,6,0,8,0,0,7,9,23,0,48,0,0,8,3
UCL215075,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,5,17,0,24,0,0,0,0,5,0,5,0,0,0,0,30,0,30,0,0,0,0,3,0,3,0,0,0,0,10,0,16,0,0,0,0,3,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,13,0,20,0,0,0,0,0,0,6,0,0,3,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,4,0,6,0,0,12,10,130,8,163,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,0
UCL215076,0,0,4,0,25,0,31,0,0,0,0,0,0,3,0,0,15,12,47,4,80,0,0,0,0,3,0,3,0,0,0,4,41,5,55,0,0,0,0,4,0,4,0,0,4,6,9,0,16,0,0,4,3,11,0,16,0,0,3,0,18,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,5,0,15,0,0,0,0,4,0,10,4,0,0,5,11,0,14,3,3,4,0,8,0,17,0,3,8,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,3,0,8,12,9,53,39,215,16,336,0,0,5,4,5,0,11,0,0,0,0,0,0,0,3,0,23,10,17,0,52,0,0,0,0,0,0,0,0,0,4,6,3,0,10,0,0,0,0,3,0,0,0,0,7,10,7,3,22,0,0,5,8
UCL215077,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,3,7,0,10,0,0,0,3,8,0,12,0,0,4,6,44,0,58,0,0,0,0,7,0,6,0,0,0,0,0,0,11,0,0,3,6,13,0,24,0,0,5,0,9,0,17,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,8,5,0,20,0,0,4,3,3,0,8,0,0,5,4,0,0,16,4,4,8,3,3,0,15,3,0,8,0,4,0,15,0,0,7,0,6,0,3,0,0,0,0,0,0,6,0,0,0,0,5,3,5,9,13,57,46,117,14,248,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,8,0,0,0,0,0,0,4,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,12,0,0,3,3
UCL215078,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,9,34,0,47,0,0,0,0,11,0,10,0,0,3,4,106,0,116,0,0,0,0,11,7,17,0,0,4,0,8,0,12,0,0,0,0,0,0,0,0,0,5,0,13,0,18,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,7,11,0,22,0,0,0,0,4,0,4,0,0,0,3,6,0,12,3,4,3,0,8,0,11,0,0,6,0,4,0,13,0,0,0,0,0,0,4,0,0,0,0,20,0,24,0,0,0,3,11,0,17,8,7,37,32,262,11,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10,0,0,0,0,4,0,4,0,0,3,3,9,0,17,0,0,0,0,0,0,4,0,0,0,4,14,0,24,0,0,0,4
UCL215079,0,0,5,10,33,7,48,0,0,0,0,0,0,0,0,0,0,0,16,6,21,0,0,0,0,4,0,4,0,0,0,0,28,0,27,0,0,0,0,7,0,9,0,0,0,0,15,0,16,0,0,0,4,3,0,10,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,4,3,7,0,18,0,0,5,0,0,0,10,0,0,5,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,8,0,8,3,3,27,25,153,10,221,0,0,0,5,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,5,5,15,6,22,0,0,5,6
UCL215080,0,0,0,0,18,0,18,0,0,0,0,9,0,14,0,0,5,4,19,0,27,0,0,0,3,7,0,7,0,0,9,0,68,0,78,0,0,0,0,3,0,3,0,0,0,0,13,0,15,0,0,4,0,3,0,7,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,18,0,0,0,0,6,0,6,0,0,6,9,27,0,45,0,0,0,0,4,0,12,0,0,5,0,9,0,16,0,0,0,0,0,0,4,0,0,3,0,15,0,19,0,0,3,0,13,0,21,9,0,37,32,229,3,315,0,0,0,0,5,0,7,0,0,0,0,0,0,5,0,0,0,0,4,0,6,0,0,0,0,6,0,6,0,0,0,3,9,0,7,0,0,0,0,3,0,3,0,0,0,7,6,3,18,0,0,5,4
UCL215081,0,6,9,9,28,5,56,0,0,0,0,0,0,0,6,0,13,19,90,0,122,3,0,15,7,14,0,43,0,0,4,6,75,3,87,0,0,0,6,11,0,7,0,0,9,5,23,0,34,0,0,0,4,6,0,7,0,0,0,5,18,3,21,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,3,0,0,0,3,8,0,8,7,6,0,28,0,0,0,3,9,0,11,0,0,11,20,13,0,39,6,8,15,0,4,0,30,0,8,8,4,7,0,30,0,0,0,5,4,0,3,0,0,0,0,25,0,36,3,0,0,0,11,5,17,27,17,94,86,339,18,594,0,0,6,6,7,6,17,0,0,0,0,0,0,0,0,0,8,5,11,0,33,5,0,10,4,4,0,30,0,0,6,5,3,0,9,0,0,0,0,0,0,0,0,0,7,3,18,3,38,0,0,3,5
UCL215082,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,3,27,0,31,0,0,0,0,0,0,3,0,0,10,4,108,0,116,0,0,4,0,15,0,18,0,0,6,5,12,0,17,0,0,0,0,0,0,0,0,0,3,0,17,0,24,0,0,0,0,0,0,4,0,0,0,3,8,0,8,0,0,0,0,0,0,0,3,4,6,4,10,0,22,0,0,0,3,3,0,7,0,4,5,12,13,0,43,4,0,9,0,0,0,24,4,3,7,7,0,0,12,0,0,0,0,0,0,3,3,0,0,0,22,0,21,0,0,3,0,24,3,30,15,16,56,42,267,9,416,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,8,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,5,0,5,0,0,4,4,9,0,23,0,0,0,0
UCL215083,0,0,5,4,18,0,31,0,0,0,0,0,0,0,0,0,0,0,19,0,29,0,0,0,0,0,0,0,0,0,0,5,34,6,40,0,0,4,0,9,0,9,0,0,0,0,5,0,16,0,0,6,0,0,0,6,0,0,0,0,22,0,26,0,0,0,0,0,0,5,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,10,0,0,0,0,14,0,15,0,0,3,0,0,0,5,4,3,3,8,11,0,27,0,0,4,0,3,0,6,0,0,0,3,11,0,21,0,0,0,0,4,0,15,7,12,31,26,170,10,257,0,0,4,0,12,0,13,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6,0,0,0,5,14,0,29,0,0,0,0
UCL215084,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,5,26,0,36,0,0,0,0,0,0,5,0,0,0,0,17,0,24,0,0,3,0,5,0,10,0,0,4,0,3,6,9,0,0,0,0,0,0,4,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,13,0,10,3,0,12,18,111,7,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,23,0,0,0,0
UCL215085,0,0,4,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,29,0,31,0,0,0,0,6,0,9,0,0,0,7,66,0,77,0,0,5,0,14,0,17,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,5,0,0,0,3,0,0,12,0,0,5,0,0,0,3,0,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,9,0,9,3,5,16,28,157,7,210,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,4,4,3,0,9,0,0,0,0,7,0,8,0,0,0,3,8,0,15,0,0,0,0
UCL215086,0,0,3,0,16,0,19,0,0,0,0,5,0,5,0,0,5,5,51,4,60,0,0,3,7,23,0,40,0,0,5,9,105,0,120,0,0,0,0,17,0,21,0,0,3,6,12,0,24,0,0,0,3,7,0,12,0,0,0,0,15,0,15,0,0,0,0,3,0,4,0,0,0,3,0,0,6,0,0,0,3,0,0,4,7,0,11,7,4,0,22,0,0,0,0,0,0,3,0,0,7,7,18,0,35,13,10,15,3,5,0,45,3,4,13,4,9,0,33,0,0,5,0,5,0,8,0,0,0,0,29,0,29,0,0,0,8,28,0,33,23,19,81,64,342,17,547,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,3,0,6,0,6,0,0,0,6,6,0,14,0,0,3,0,5,0,6,0,0,0,5,21,0,33,0,0,0,0
UCL215087,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,8,31,0,42,0,0,0,0,0,0,0,0,0,0,0,85,4,94,0,0,0,0,11,0,10,0,0,5,0,8,0,10,0,0,0,0,0,0,0,0,0,3,0,24,6,35,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,5,0,8,6,0,0,4,13,0,17,0,5,0,3,0,0,14,0,0,0,3,3,0,7,0,0,0,0,5,0,3,0,0,0,0,22,0,21,0,0,0,0,11,0,12,7,4,22,26,220,10,296,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,3,0,0,5,0,5,0,9,0,0,0,0,0,3,3,0,0,3,3,8,0,18,0,0,0,0
UCL215088,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,10,0,13,0,28,0,0,4,0,3,0,6,0,0,3,4,35,0,45,0,0,0,3,3,0,4,0,0,0,5,6,0,13,0,0,0,0,0,0,0,0,0,0,3,5,0,15,0,0,0,0,0,0,3,0,0,3,5,0,0,8,0,0,0,0,0,0,4,5,0,12,5,0,0,24,0,0,0,0,0,0,4,5,0,7,5,4,0,14,10,4,9,0,3,0,28,5,0,3,9,9,0,25,0,0,0,0,0,0,8,4,0,0,0,8,0,13,0,0,4,3,7,4,19,24,10,61,40,111,9,255,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,5,0,7,5,0,5,0,6,0,12,0,0,3,4
UCL215089,0,0,0,4,23,0,30,0,0,0,0,0,0,0,0,0,3,3,22,0,25,0,0,0,0,8,0,7,0,0,0,0,26,0,34,0,0,0,5,10,0,13,4,0,4,0,12,3,21,0,0,0,0,8,0,9,0,0,0,0,10,3,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,4,14,0,21,0,3,6,0,4,0,12,4,0,10,0,19,0,39,0,0,0,0,0,0,0,0,0,4,4,14,0,23,0,0,0,0,9,8,12,9,4,29,29,185,18,279,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,3,4,14,3,23,0,0,0,0
UCL215090,0,0,3,0,13,0,23,0,0,0,0,3,0,8,0,0,8,5,19,0,31,0,0,0,0,3,0,7,0,0,3,8,65,0,75,0,0,6,0,7,0,16,0,0,4,0,5,0,9,0,0,0,0,7,0,8,0,0,0,0,12,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,11,5,7,0,18,0,0,0,0,0,4,3,0,0,4,5,14,0,19,4,0,5,4,0,0,18,5,0,4,4,4,0,15,0,0,5,0,0,0,9,0,0,0,5,12,0,12,0,0,0,0,11,0,14,18,3,42,38,188,8,303,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,3,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,0,0,8,6,12,0,20,0,0,0,4
UCL215091,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,17,0,33,0,0,0,4,0,0,10,0,0,9,0,86,0,108,0,0,6,5,4,0,12,0,0,7,3,3,0,13,0,0,3,0,5,0,5,0,0,0,0,4,0,10,3,0,5,0,0,0,3,0,4,11,5,0,0,20,0,0,0,0,3,0,3,8,7,22,4,3,4,38,0,0,0,3,4,0,4,0,0,3,8,0,0,19,0,0,0,3,6,0,10,3,0,7,5,0,0,13,0,0,4,0,3,0,9,0,0,0,0,6,0,13,5,0,3,3,11,0,21,21,12,98,47,161,3,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,12,0,0,0,0,0,0,4,3,0,11,3,11,0,24,0,0,7,5,4,0,16,0,0,15,0,6,0,22,0,0,0,0
UCL215092,0,0,3,0,0,0,11,0,0,3,0,0,0,4,3,5,14,6,23,0,49,0,5,0,5,5,0,14,3,0,16,10,83,0,117,3,0,4,3,0,0,12,0,0,9,0,13,0,24,0,0,9,0,14,4,20,3,5,16,12,14,0,48,0,0,11,0,0,0,19,7,4,18,7,4,0,46,0,0,0,0,0,0,6,39,10,58,13,7,5,125,0,0,13,5,7,0,21,17,3,26,9,18,0,81,23,12,24,4,10,0,67,15,8,18,3,9,0,52,0,0,5,0,6,0,13,6,0,4,5,15,0,19,5,0,10,0,12,0,26,131,51,263,90,235,11,780,0,0,6,0,0,0,5,0,0,0,0,0,0,3,5,7,7,7,4,0,21,0,0,0,0,0,0,10,0,0,0,6,4,0,15,0,0,5,5,0,0,9,4,0,8,7,13,3,43,0,0,5,8
UCL215093,0,0,0,5,5,0,10,0,0,0,0,9,0,9,0,0,0,3,77,4,85,0,0,0,0,9,0,14,0,0,0,16,240,4,256,0,0,7,7,12,0,20,0,0,0,9,39,0,47,0,0,0,0,7,0,10,0,0,0,8,14,0,19,0,0,0,3,4,0,6,0,5,3,6,7,0,12,0,0,0,0,0,0,0,0,0,6,4,17,0,31,0,0,0,0,15,0,21,0,0,11,7,20,0,38,4,0,3,5,8,0,18,3,0,0,4,12,0,26,0,0,0,3,5,0,7,3,0,4,3,57,0,64,0,0,0,0,29,4,32,15,10,47,76,568,13,733,0,0,0,5,9,0,16,0,0,0,0,0,0,0,0,0,5,13,14,0,31,0,0,4,0,0,0,0,0,4,3,5,14,3,29,0,0,0,3,7,0,16,0,0,5,13,41,0,62,0,0,4,13
UCL215094,0,0,0,0,0,0,3,0,0,0,6,14,0,21,0,0,0,0,10,0,9,0,0,0,0,6,0,8,0,0,0,5,17,0,19,0,0,0,0,3,0,4,0,0,0,0,10,0,16,0,0,3,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,0,0,4,0,4,0,0,11,3,8,0,24,0,0,0,0,0,0,3,3,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,6,13,3,19,21,90,7,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,4,3
UCL215095,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,3,4,17,0,22,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,6,0,10,0,0,0,0,4,0,4,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,12,0,14,0,0,7,10,130,0,149,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0
UCL215096,0,0,3,3,6,0,16,0,0,0,0,0,0,0,4,0,3,3,37,0,47,0,0,0,0,0,0,0,0,0,5,7,126,4,140,0,0,4,0,6,0,12,0,0,4,3,17,0,24,0,0,0,4,7,0,7,0,0,0,3,9,4,21,0,0,4,4,0,0,13,0,0,0,5,0,0,6,0,0,0,0,0,0,0,3,0,5,4,4,4,23,0,0,5,0,5,0,10,0,0,8,8,12,0,30,4,0,11,3,0,0,18,0,0,0,0,3,0,9,0,0,0,0,4,0,6,0,0,3,0,20,0,29,0,0,0,0,12,6,20,12,9,59,40,282,16,421,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,5,6,0,14,0,0,0,0,0,0,0,0,0,0,10,5,0,19,0,0,0,0,0,0,0,0,0,9,15,20,3,41,0,0,0,4
UCL215097,0,0,0,4,18,0,18,0,0,0,0,0,0,3,0,0,3,6,36,5,49,0,0,0,0,12,0,15,0,0,3,8,153,0,161,0,0,0,0,16,0,14,3,0,5,11,20,0,39,0,0,4,0,6,0,5,0,0,4,4,9,0,14,0,0,0,0,7,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,9,3,0,0,4,8,0,15,0,0,0,0,9,0,15,0,0,4,8,6,0,18,6,0,9,5,5,0,22,5,0,7,4,4,0,12,0,0,0,0,3,0,8,0,0,0,0,25,0,25,0,0,0,0,20,6,29,14,5,47,57,338,13,479,0,0,5,0,7,0,11,0,0,0,0,0,0,0,0,0,6,5,4,0,22,0,0,0,0,0,0,3,0,3,4,0,6,0,19,0,0,4,4,4,0,11,0,0,0,0,21,5,30,0,0,0,3
UCL215098,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,8,19,0,28,0,0,0,5,11,0,17,0,0,4,3,46,0,47,0,0,0,0,7,0,3,0,0,0,3,10,0,9,0,0,0,0,3,0,7,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,6,3,7,0,14,0,3,5,0,4,0,14,5,0,0,3,9,0,14,0,0,0,0,3,0,3,0,0,0,0,13,0,14,0,0,0,0,8,0,8,5,4,16,23,154,3,211,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9,3,16,0,0,0,0
UCL215099,0,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,4,14,3,20,0,0,0,0,3,0,0,0,0,0,0,22,0,23,0,0,0,0,0,0,0,0,0,0,3,9,0,14,0,0,3,0,4,6,4,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,3,4,0,0,0,0,4,0,10,0,0,4,0,0,0,8,0,0,4,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,10,4,13,6,3,14,16,110,13,168,0,0,5,4,7,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,5,3,15,0,0,5,4
UCL215100,0,0,0,5,8,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,32,3,41,0,0,0,0,4,0,5,0,0,4,0,0,0,3,0,0,3,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,6,0,0,0,0,4,0,5,0,0,0,9,7,0,16,0,0,6,3,4,0,13,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,5,0,7,4,3,22,20,94,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,5,0,15,6,0,0,0
