UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL215069,3,0,0,0,3,0,0,0,0,15,41,27,117,165,157,160,62,8,0,728,0,4,6,6,14,25,20,9,0,80,0,0,0,0,0,3,0,0,0,7,4,0,4,26,23,18,10,0,0,91,0,0,5,4,4,4,0,0,0,15,10,10,29,34,22,16,11,0,0,121,0,0,6,4,5,4,0,0,0,22,32,0,18,15,17,24,21,0,0,123,29,12,22,28,35,26,12,3,0,174,0,0,0,8,8,8,7,0,0,31,0,0,0,3,0,4,0,0,0,5,0,0,5,4,6,3,9,0,0,26,0,0,0,0,3,0,0,0,0,12,0,0,7,26,13,15,15,0,0,79,0,0,4,7,6,8,4,4,0,40,0,7,17,33,24,26,0,0,0,105,0,0,22,42,30,27,5,0,0,123,0,6,41,64,63,69,8,0,0,258,4,8,4,3,9,0,0,0,0,29
UCL215070,6,4,7,8,6,4,0,0,0,30,40,59,122,118,108,86,11,0,0,556,0,8,34,21,23,31,3,0,0,118,0,0,3,9,4,0,0,0,0,10,0,7,23,28,33,22,3,0,0,115,0,0,4,3,0,0,0,0,0,7,8,20,29,26,10,15,0,0,0,109,0,3,0,4,5,4,3,0,0,24,26,19,39,31,27,19,3,0,0,159,24,13,13,18,8,8,3,0,0,86,0,9,11,7,16,3,6,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,9,7,3,0,0,0,0,24,4,6,14,14,13,6,4,0,0,66,0,0,12,8,10,16,0,0,0,41,0,3,12,17,19,13,5,0,0,73,8,12,34,27,26,31,3,0,0,139,0,3,0,0,3,0,0,0,0,10
UCL215071,0,4,6,7,10,0,0,0,0,28,57,73,141,200,259,179,35,7,0,940,6,8,5,0,7,5,3,0,0,23,0,0,0,0,4,0,0,0,0,0,8,6,16,25,27,36,7,0,0,118,0,6,3,6,5,6,0,0,0,27,19,37,60,66,51,47,10,0,0,283,0,5,6,5,17,8,7,0,0,49,21,15,15,16,28,26,6,0,0,136,31,20,3,5,4,5,0,0,0,78,0,3,7,23,35,44,9,0,0,127,0,0,0,3,5,0,0,0,0,12,0,0,6,10,21,13,0,0,0,61,0,0,4,3,4,7,0,0,0,19,0,6,16,43,29,28,8,0,0,135,0,0,3,15,15,6,0,0,0,44,0,6,28,32,61,31,5,0,0,167,0,8,27,41,50,51,4,0,0,187,4,17,34,51,57,51,16,0,0,229,6,0,11,9,3,5,0,0,0,30
UCL215072,0,5,7,12,10,9,3,0,0,45,7,25,109,103,60,47,14,5,0,369,5,18,108,91,59,35,12,0,0,331,0,0,0,0,0,0,0,0,0,0,0,7,14,11,6,4,3,0,0,43,0,0,0,0,0,0,0,0,0,10,0,3,14,7,0,5,0,0,0,27,0,3,8,11,10,10,0,0,0,47,8,11,4,7,6,6,3,0,0,52,0,0,8,4,9,4,0,0,0,34,0,0,8,5,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,26,32,11,4,0,0,0,77,0,4,5,7,0,3,0,0,0,22,0,6,11,7,10,3,4,0,0,41,0,0,15,16,3,8,0,0,0,48,0,0,0,0,0,0,0,0,0,7
UCL215073,3,0,0,0,7,0,0,0,0,18,30,47,73,86,111,123,34,4,0,511,3,11,12,10,25,25,9,0,0,81,0,0,3,3,0,5,0,0,0,16,7,13,17,11,33,33,5,0,0,115,0,0,3,0,4,11,0,0,0,17,3,9,25,12,19,22,0,0,0,100,3,0,3,9,0,3,3,0,0,27,28,8,8,16,23,20,0,4,0,109,10,10,6,5,17,7,0,0,0,56,0,0,5,6,10,15,7,0,0,50,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,7,0,0,0,0,4,5,0,0,0,13,0,0,4,3,4,0,0,0,0,24,0,4,10,11,0,4,0,0,0,33,0,4,4,8,7,6,0,0,0,27,0,3,16,15,17,27,7,0,0,79,0,22,21,28,40,57,17,0,0,188,0,0,4,4,0,0,0,0,0,11
UCL215074,5,0,11,3,5,3,0,0,0,29,72,81,298,255,264,165,34,9,0,1171,0,0,6,6,12,4,0,0,0,32,0,0,3,0,3,0,0,0,0,8,15,10,41,43,47,23,0,0,0,182,0,0,10,7,6,3,0,0,0,27,34,46,142,95,70,40,14,0,0,433,5,5,9,12,16,4,0,0,0,48,36,28,32,25,49,31,5,0,0,206,30,15,5,15,5,3,0,0,0,83,5,3,47,61,58,45,12,0,0,226,0,0,3,4,3,3,0,0,0,17,3,4,19,14,24,5,8,0,0,69,0,0,9,3,10,5,4,0,0,33,0,3,28,31,18,15,5,0,0,108,3,5,10,23,21,16,0,0,0,81,0,7,45,43,57,43,8,0,0,201,0,11,62,62,48,29,3,0,0,217,7,18,71,53,50,48,11,0,0,261,4,3,8,8,7,4,3,0,0,27
UCL215075,0,0,5,3,0,0,0,0,0,5,6,28,55,43,46,53,15,3,0,251,0,0,5,4,5,7,0,0,0,29,0,0,3,0,0,0,0,0,0,4,0,0,11,7,9,15,3,0,0,45,0,0,0,5,0,4,0,0,0,10,0,3,19,9,5,17,5,0,0,52,0,0,4,0,0,0,0,0,0,14,4,9,6,9,13,13,4,0,0,59,7,6,0,0,3,0,0,0,0,25,0,0,4,4,6,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,17,0,0,3,0,0,0,0,0,0,9,0,0,16,12,12,11,3,0,0,51,0,0,12,6,5,7,0,0,0,35,0,11,20,13,10,18,3,0,0,76,0,0,0,0,0,0,0,0,0,0
UCL215076,0,5,5,0,0,3,0,0,0,15,43,42,104,100,108,96,37,0,0,523,5,9,9,8,13,9,7,3,0,66,0,0,0,0,0,0,0,0,0,3,14,8,41,45,46,46,7,0,0,213,0,0,0,0,0,0,0,0,0,9,3,5,29,12,14,9,3,0,0,80,0,0,3,5,4,0,0,0,0,10,16,14,12,14,13,12,3,6,0,85,25,3,16,12,11,13,8,0,0,88,0,3,7,12,11,11,6,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,3,11,11,14,3,0,0,39,0,0,4,4,13,7,4,0,0,33,0,3,10,9,16,13,5,0,0,58,0,4,13,18,19,19,4,0,0,76,0,8,25,27,21,27,12,0,0,116,0,0,0,0,0,0,0,0,0,8
UCL215077,0,0,0,0,0,0,0,0,0,7,11,12,47,82,70,91,23,0,0,336,0,0,3,0,0,9,0,0,0,19,0,0,0,0,6,0,0,0,0,9,6,0,9,7,5,8,6,0,0,33,0,0,0,9,4,5,4,0,0,16,5,3,12,19,20,17,9,0,0,94,0,0,0,4,0,3,4,0,0,16,6,8,8,0,5,14,7,0,0,46,7,0,10,13,11,17,3,0,0,73,0,0,0,3,4,15,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,8,0,0,0,0,5,9,0,0,0,8,0,0,6,10,7,12,9,0,0,43,0,0,3,12,3,0,0,0,0,25,0,0,5,11,4,11,0,0,0,32,0,0,12,15,13,12,4,0,0,60,0,4,12,18,31,30,8,0,0,107,0,0,0,10,7,4,0,0,0,25
UCL215078,0,0,7,0,0,8,0,0,0,20,26,44,121,111,101,82,16,0,0,500,0,4,5,0,7,3,0,0,0,22,0,0,0,0,6,0,0,0,0,5,0,7,22,14,16,21,7,0,0,88,0,0,0,10,0,4,0,0,0,15,3,20,54,45,30,29,0,0,0,193,0,5,5,12,14,6,4,0,0,40,11,11,20,19,15,14,4,0,0,84,17,10,4,4,5,4,0,0,0,38,0,0,4,6,14,3,0,0,0,28,0,0,4,0,0,0,0,0,0,3,0,0,3,4,7,0,0,0,0,19,0,6,0,3,0,0,0,0,0,9,0,3,11,14,10,11,0,0,0,57,6,0,10,15,3,7,0,0,0,31,0,0,13,3,7,5,0,0,0,27,0,0,22,21,21,10,5,0,0,79,3,7,39,27,30,25,6,0,0,141,0,0,3,0,6,0,0,0,0,19
UCL215079,0,0,0,0,0,5,0,0,0,9,34,38,73,57,87,94,23,0,0,408,4,10,28,13,24,20,15,7,0,118,0,0,0,0,0,0,0,0,0,0,0,12,17,10,15,17,3,0,0,70,0,0,0,0,0,0,0,0,0,3,0,7,9,7,4,6,6,0,0,43,0,0,5,0,5,0,0,0,0,21,23,7,15,9,18,12,4,4,0,102,10,7,14,5,11,7,0,0,0,51,0,0,4,8,9,8,0,5,0,44,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,5,0,3,8,0,0,7,6,0,0,23,0,0,0,0,4,3,0,0,0,9,0,5,7,8,9,10,0,0,0,44,0,8,9,5,10,14,3,0,0,47,6,13,26,32,38,44,4,0,0,166,0,0,6,0,4,0,0,0,0,5
UCL215080,0,5,3,7,0,0,0,0,0,11,30,55,121,97,78,82,25,0,0,485,0,4,15,6,12,4,4,0,0,49,0,0,0,6,3,3,0,0,0,20,3,3,21,8,8,7,5,0,0,57,0,3,4,0,5,7,0,0,0,19,10,18,39,21,18,20,3,0,0,128,0,0,0,0,3,9,6,0,0,15,11,8,9,18,21,16,4,0,0,83,15,3,11,6,4,7,0,0,0,54,0,0,4,10,3,5,5,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,9,17,4,7,6,6,0,0,38,0,0,6,0,5,4,3,0,0,19,0,4,27,26,17,16,7,0,0,101,0,4,21,27,19,13,0,0,0,85,0,20,33,36,32,32,6,0,0,155,0,0,0,5,3,0,0,0,0,13
UCL215081,0,0,6,0,6,6,4,0,0,16,48,76,212,161,200,162,47,10,0,913,0,10,29,26,21,26,14,3,0,129,0,0,0,0,0,0,0,0,0,0,15,20,63,53,70,51,4,0,0,269,0,3,27,28,29,17,0,0,0,103,7,16,44,24,26,23,3,3,0,154,4,0,8,0,3,3,0,0,0,24,33,13,23,24,29,31,5,0,0,160,39,10,12,8,10,17,8,0,0,104,0,6,12,11,21,21,9,0,0,75,0,0,5,0,0,0,0,0,0,15,0,0,3,3,7,3,0,0,0,18,0,0,3,0,7,3,0,0,0,15,4,10,20,11,15,9,4,0,0,74,4,5,16,7,16,5,5,0,0,53,0,0,18,10,20,19,4,0,0,82,5,3,54,36,26,19,9,0,0,154,3,24,69,49,59,67,20,0,0,286,0,0,3,3,0,4,0,0,0,17
UCL215082,4,0,0,6,3,3,0,0,0,20,39,41,92,147,125,86,19,0,0,544,5,3,7,11,4,7,4,0,0,36,0,0,0,0,0,0,0,0,0,3,6,6,8,17,18,16,0,0,0,67,0,0,0,5,0,3,0,0,0,12,8,14,51,43,32,14,3,0,0,165,4,3,4,5,12,5,0,0,0,40,23,9,10,17,17,13,0,0,0,86,19,3,5,0,3,0,0,0,0,45,0,0,8,17,17,16,5,0,0,61,0,0,0,3,0,0,0,0,0,6,0,0,3,8,12,9,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,6,13,13,9,8,4,0,0,58,0,0,0,11,15,7,0,0,0,38,0,6,14,28,24,14,8,0,0,93,6,9,20,25,25,23,9,0,0,109,0,12,31,41,48,33,9,0,0,169,4,0,0,0,0,0,0,0,0,6
UCL215083,0,0,3,0,3,5,5,0,0,17,24,34,77,77,82,95,26,3,0,413,6,7,26,4,3,18,3,0,0,74,0,0,0,0,0,4,0,0,0,4,4,5,10,23,12,12,0,0,0,64,0,0,0,0,0,5,0,0,0,9,8,7,16,15,12,6,6,0,0,70,3,0,3,4,6,4,0,0,0,24,9,10,18,8,13,17,3,0,0,88,3,3,11,0,6,13,7,0,0,34,0,0,7,12,23,15,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,4,5,0,0,20,0,0,0,3,3,4,0,0,0,13,0,6,13,3,9,9,0,0,0,40,4,3,11,12,10,19,0,0,0,59,7,15,21,32,41,52,4,0,0,176,0,0,0,4,0,0,0,0,0,11
UCL215084,0,3,0,0,0,3,0,0,0,11,14,26,62,43,43,50,17,0,0,262,0,4,8,7,6,6,3,0,0,36,0,0,0,0,0,0,0,0,0,0,6,7,20,13,19,19,3,0,0,86,0,0,0,8,0,0,0,0,0,13,3,0,10,8,4,4,0,0,0,36,0,0,4,0,4,4,0,0,0,12,14,6,16,10,13,6,5,0,0,61,0,4,9,7,9,0,0,0,0,33,0,0,0,3,9,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,11,0,0,0,6,0,0,3,0,0,10,0,0,7,0,3,4,0,0,0,17,0,3,10,0,9,11,0,0,0,31,0,10,24,12,14,22,8,0,0,96,0,0,5,0,0,0,0,0,0,4
UCL215085,0,0,0,4,0,0,0,0,0,7,14,21,45,84,52,40,11,0,0,265,0,0,0,3,0,3,0,0,0,20,0,0,0,0,0,3,0,0,0,3,5,0,12,19,15,10,5,0,0,65,0,0,0,6,4,0,0,0,0,9,5,6,32,30,22,18,0,6,0,117,0,5,8,7,7,14,0,0,0,34,12,3,9,11,7,12,0,0,0,44,11,8,4,0,0,0,0,0,0,21,0,0,3,5,11,9,4,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,5,6,3,0,0,0,0,15,0,0,0,0,4,9,0,0,0,17,0,0,3,9,11,3,0,0,0,28,0,0,4,23,8,3,0,0,0,50,0,8,10,17,11,11,4,0,0,56,0,3,0,0,0,0,0,0,0,6
UCL215086,5,0,5,10,3,0,0,0,0,21,67,68,168,204,180,110,31,4,0,828,0,0,8,15,12,9,9,6,0,53,0,0,3,3,0,0,0,0,0,11,5,12,35,26,22,16,0,0,0,121,0,4,11,19,15,14,4,0,0,62,4,27,56,34,38,31,3,0,0,194,0,4,4,10,16,9,0,0,0,44,34,16,30,24,30,18,6,0,0,153,51,16,6,3,6,0,6,0,0,97,0,0,5,18,19,9,3,0,0,60,0,0,8,4,4,3,0,0,0,18,0,0,7,3,16,4,5,0,0,39,0,6,0,5,6,3,0,0,0,21,0,0,23,21,8,12,3,0,0,76,0,0,5,10,3,12,0,0,0,30,0,4,34,40,28,12,8,0,0,122,3,11,29,53,43,22,5,0,0,174,5,15,55,66,59,42,13,0,0,253,4,4,3,3,5,0,0,0,0,18
UCL215087,0,0,5,3,4,0,0,0,0,18,24,37,69,72,94,79,9,0,0,383,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,15,13,16,20,5,0,0,74,0,0,8,0,0,5,0,0,0,5,10,13,43,38,33,13,0,0,0,159,0,0,3,10,10,9,0,0,0,34,5,6,10,9,14,8,4,0,0,59,14,7,4,0,4,0,0,0,0,36,0,0,4,16,12,19,5,0,0,61,0,0,0,0,0,0,0,0,0,10,0,0,5,0,6,0,0,0,0,8,0,4,0,0,0,0,0,0,0,8,0,0,3,13,6,6,3,0,0,25,0,4,6,8,9,0,0,0,0,27,0,0,14,15,8,10,8,0,0,54,4,0,11,10,24,13,5,0,0,70,0,4,12,15,24,21,10,0,0,89,0,0,5,0,0,3,0,0,0,12
UCL215088,0,0,0,3,4,4,0,0,0,23,10,22,36,65,122,95,17,5,0,366,0,3,4,0,12,7,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,3,11,12,7,13,3,0,0,59,0,0,0,0,0,0,0,0,0,6,0,10,8,12,14,12,4,0,0,69,0,0,5,4,10,7,0,0,0,22,0,3,6,3,19,13,3,0,0,55,15,3,11,6,10,8,3,0,0,57,0,0,0,4,10,8,4,0,0,23,0,0,0,6,3,0,0,0,0,12,0,0,0,0,4,5,5,0,0,13,0,0,0,5,0,0,0,0,0,8,0,0,3,7,21,12,4,0,0,47,0,3,3,4,3,8,4,0,0,19,0,0,0,5,11,10,4,0,0,31,0,0,8,18,30,25,9,0,0,88,5,5,5,21,41,38,7,0,0,116,0,0,0,5,9,4,0,0,0,15
UCL215089,0,0,0,0,3,4,0,0,0,11,20,34,83,72,81,106,21,3,0,428,0,7,15,16,13,19,8,5,5,89,0,0,0,0,0,0,0,0,0,0,0,4,3,11,6,17,0,0,0,42,0,0,4,0,5,0,0,0,0,11,4,7,14,12,15,12,3,0,0,61,0,4,6,12,8,10,3,0,0,35,16,13,20,18,8,11,7,0,0,92,3,5,14,0,5,5,0,0,0,34,0,0,13,4,3,7,0,0,0,31,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,10,5,4,0,0,0,0,24,0,0,4,0,0,3,0,0,0,11,0,0,5,10,15,18,3,0,0,47,0,3,23,10,17,18,3,0,0,73,16,14,48,47,42,67,17,0,0,250,0,0,0,0,0,0,0,0,0,6
UCL215090,0,4,0,0,10,3,0,0,0,14,21,29,122,92,79,80,16,0,0,438,0,7,6,7,4,4,6,0,0,41,0,0,3,3,0,0,0,0,0,9,0,3,18,18,5,7,0,0,0,58,0,0,4,4,0,3,0,0,0,6,6,15,47,21,22,14,0,0,0,121,0,0,11,10,6,3,0,0,0,29,7,5,26,9,9,19,3,0,0,77,9,5,9,3,7,10,4,0,0,44,0,0,7,10,3,12,5,0,0,34,0,0,0,0,7,0,0,0,0,7,0,0,0,7,0,0,0,0,0,12,0,0,3,0,0,5,4,0,0,13,0,7,7,17,8,9,4,0,0,48,4,0,6,10,7,4,4,0,0,34,0,0,11,13,6,13,7,0,0,47,0,3,29,19,15,5,3,0,0,72,0,11,53,28,19,33,0,0,0,144,0,0,9,0,6,0,0,0,0,8
UCL215091,0,0,0,3,0,9,0,0,0,14,26,47,44,66,85,102,24,0,0,397,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,4,0,4,7,8,14,14,11,0,0,60,0,0,3,6,3,3,0,0,0,15,8,25,16,27,30,42,14,4,0,166,0,4,4,4,11,14,0,0,0,39,20,20,10,0,13,9,0,0,0,82,17,12,0,0,0,0,0,0,0,28,0,0,0,0,3,4,0,0,0,18,0,3,0,3,3,0,0,0,0,11,0,0,0,4,18,10,4,0,0,38,0,0,0,4,5,0,0,0,0,17,0,8,4,19,21,24,12,0,0,84,0,4,0,0,7,3,0,0,0,18,0,8,7,6,10,9,0,0,0,42,3,7,12,13,13,19,3,0,0,63,0,9,12,9,20,24,4,0,0,87,0,0,0,0,0,7,0,0,0,14
UCL215092,0,3,4,8,5,4,0,0,0,21,51,42,145,245,299,183,51,8,0,1038,0,3,5,4,6,3,0,0,0,20,0,0,3,0,3,0,0,0,0,6,7,6,8,18,38,20,4,0,0,107,0,0,0,7,6,4,3,0,0,26,11,21,44,46,43,18,0,0,0,189,0,0,7,12,5,4,0,0,0,28,30,21,22,22,29,23,6,0,0,145,35,16,9,9,12,11,5,0,0,98,0,3,10,21,31,24,8,0,0,98,0,0,0,19,14,0,0,0,0,37,0,3,8,22,40,18,0,0,0,90,0,0,0,4,4,8,6,4,0,29,0,7,28,79,65,37,12,6,0,228,0,0,5,9,15,11,9,0,0,50,0,6,31,52,51,34,7,0,0,184,0,4,34,66,81,51,14,0,0,249,4,11,57,74,82,63,21,0,0,314,0,3,4,11,10,10,0,0,0,34
UCL215093,0,0,11,0,3,3,0,0,0,20,51,83,266,194,188,165,24,3,0,982,0,3,12,12,9,10,10,0,0,56,0,0,0,0,5,0,0,0,0,6,7,11,41,42,49,44,7,0,0,202,0,0,8,4,0,3,0,0,0,22,26,55,158,92,63,35,3,0,0,431,0,5,15,10,18,8,0,0,0,61,21,26,54,39,38,42,5,0,0,217,33,6,15,15,11,10,0,0,0,97,0,4,4,12,15,16,13,0,0,65,0,0,6,6,4,4,0,0,0,18,0,0,5,7,9,4,0,0,0,32,0,0,0,0,0,0,0,0,0,6,0,4,21,13,4,10,3,0,0,64,3,8,17,10,11,11,3,0,0,74,0,8,31,17,21,14,0,0,0,89,3,7,46,36,26,29,0,0,0,151,3,22,78,48,46,58,13,0,0,263,3,4,7,7,8,0,0,0,0,31
UCL215094,0,0,0,4,7,4,0,0,0,11,16,20,29,41,71,42,8,0,0,229,0,0,0,4,0,3,0,0,0,10,0,0,0,4,11,9,0,0,0,27,0,0,4,4,7,5,0,0,0,17,0,0,0,0,3,4,0,0,0,11,0,8,10,3,12,10,0,0,0,39,0,0,0,0,4,0,0,0,0,7,13,4,9,0,13,13,0,0,0,58,12,9,3,0,3,0,0,0,0,29,0,0,0,4,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,4,0,0,4,3,4,0,0,15,0,0,0,0,4,0,0,0,0,9,0,0,3,6,22,18,5,0,0,49,0,0,6,12,15,3,0,0,0,32,3,5,10,7,23,15,3,0,0,65,0,0,0,0,0,4,0,0,0,4
UCL215095,0,0,4,0,6,0,0,0,0,12,11,22,64,42,55,40,3,0,0,238,0,4,6,4,5,0,0,0,0,18,0,0,0,0,0,4,0,0,0,5,0,9,8,6,7,7,5,0,0,29,0,5,4,4,7,10,3,0,0,34,4,11,13,7,4,11,0,0,0,54,0,0,0,0,0,0,0,0,0,4,9,5,10,5,7,3,0,0,0,41,5,5,0,3,0,5,0,0,0,20,0,0,4,9,6,4,0,0,0,19,0,0,0,0,6,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,0,8,12,0,0,0,0,18,0,0,11,11,4,8,0,0,0,33,0,3,6,6,4,10,0,0,0,30,0,9,26,12,22,23,0,0,0,99,0,0,5,0,0,0,0,0,0,5
