UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL215015,0,0,0,6,4,3,5,0,0,19,23,45,86,120,144,114,33,3,0,574,0,0,5,5,4,11,0,0,0,39,0,0,0,4,4,0,0,0,0,3,4,6,8,11,12,16,0,0,0,60,0,0,0,3,4,0,0,0,0,8,0,12,19,19,24,15,0,0,0,95,0,0,4,0,5,4,0,0,0,9,17,9,13,13,16,36,4,0,0,116,31,30,47,40,43,33,21,0,0,242,0,0,3,6,4,9,9,0,0,20,0,0,0,0,5,0,0,0,0,13,0,0,3,4,9,0,0,0,0,16,0,4,5,3,8,0,0,0,0,27,0,3,13,25,23,17,5,0,0,80,0,4,3,13,8,3,3,0,0,42,0,0,8,25,25,18,4,0,0,84,0,5,13,24,34,23,0,0,0,96,0,3,13,16,33,34,13,3,0,108,0,0,3,6,11,4,0,0,0,22
UCL215016,0,9,8,9,10,4,0,0,0,40,52,79,209,179,193,134,26,0,0,873,4,0,6,3,0,6,6,0,0,20,0,0,5,0,3,0,0,0,0,16,7,15,49,45,43,44,9,0,0,214,0,0,9,7,4,5,4,0,0,25,13,29,102,66,43,33,3,0,0,292,0,0,14,11,16,10,0,0,0,56,16,21,40,25,27,27,4,0,0,169,41,11,7,8,10,4,0,0,0,79,0,5,22,25,27,36,7,0,0,123,0,0,3,4,0,6,0,0,0,13,0,0,9,11,3,5,0,0,0,36,0,0,3,4,3,0,0,0,0,16,0,5,13,14,14,4,0,0,0,52,3,4,11,12,14,14,0,0,0,68,0,8,49,40,41,23,6,0,0,168,4,9,35,23,23,23,9,0,0,130,5,21,62,47,58,31,15,0,0,232,0,0,4,0,3,3,0,0,0,20
UCL215017,0,0,8,6,7,0,0,0,0,28,46,54,124,139,135,99,21,5,0,626,8,0,4,3,11,5,0,0,0,26,0,0,0,0,0,4,0,0,0,3,0,12,14,20,21,21,0,0,0,84,0,4,4,0,5,5,0,0,0,24,6,26,66,53,34,25,9,0,0,233,0,5,4,7,5,12,0,0,0,41,17,13,8,19,21,19,3,4,0,107,30,10,0,14,12,4,0,0,0,64,0,6,5,21,9,13,4,0,0,56,0,0,0,0,3,0,0,0,0,10,0,0,5,6,4,6,0,0,0,18,0,4,5,0,10,4,0,0,0,18,0,3,12,28,5,7,4,0,0,60,3,0,9,12,8,3,0,0,0,43,0,3,11,23,17,12,0,0,0,67,3,3,26,32,26,15,9,0,0,112,7,19,30,23,33,31,5,0,0,161,0,6,5,3,0,3,0,0,0,22
UCL215018,0,0,0,4,0,0,0,5,0,11,38,39,99,109,116,129,36,5,0,570,5,12,13,10,16,20,11,3,3,90,0,0,0,0,0,0,0,0,0,0,3,17,25,18,16,21,9,0,0,107,0,0,8,5,4,0,0,0,0,17,10,17,26,17,17,15,0,0,0,102,0,0,4,0,5,9,0,0,0,19,30,15,20,22,17,26,7,0,0,122,22,9,12,6,19,11,7,0,0,82,0,3,9,10,14,14,5,0,0,51,0,0,4,0,0,0,0,0,0,9,0,0,3,3,7,0,0,0,0,12,0,0,0,0,0,4,7,0,0,11,0,4,10,12,4,5,5,3,0,41,0,0,10,5,10,13,0,0,0,38,0,0,10,15,17,27,8,0,0,84,3,0,17,36,23,25,4,0,0,109,0,13,30,33,33,63,19,3,0,199,0,0,6,5,0,3,0,0,0,9
UCL215019,3,0,0,3,0,0,0,0,0,20,42,38,97,128,126,86,21,0,0,544,0,0,4,3,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10,7,3,12,8,5,7,0,0,0,47,0,0,3,3,4,0,0,0,0,22,14,10,34,58,45,30,3,0,0,184,0,0,0,3,11,7,0,0,0,22,12,12,14,6,19,12,3,0,0,85,24,18,13,17,13,11,8,0,0,100,0,0,0,4,3,8,4,0,0,22,0,0,0,4,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,8,0,0,5,7,0,6,0,0,0,19,0,5,11,19,11,21,0,0,0,60,0,5,6,7,3,19,0,0,0,41,0,0,13,16,14,14,10,0,0,68,0,3,20,34,41,26,4,0,0,126,0,5,11,26,33,29,6,0,0,110,5,4,14,7,18,3,0,0,0,58
UCL215020,0,0,0,0,0,0,0,0,0,4,12,22,44,38,44,64,14,0,0,229,8,3,14,3,7,9,10,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,0,0,0,16,0,0,0,0,0,0,0,0,0,3,5,3,3,5,4,4,0,0,0,22,0,0,7,4,0,10,0,0,0,19,3,5,8,0,10,15,4,0,0,48,6,3,6,6,3,0,3,0,0,23,0,0,3,0,5,13,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,3,3,4,0,0,0,10,0,0,3,7,5,13,4,0,0,35,0,0,6,8,9,13,9,0,0,41,0,13,26,22,15,26,7,0,0,107,0,0,0,0,0,0,0,0,0,0
UCL215021,0,4,0,0,0,5,0,0,0,15,25,18,31,38,75,68,18,0,0,272,0,3,3,0,7,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,4,11,14,20,4,0,0,0,63,0,0,0,0,0,0,0,0,0,0,3,5,5,9,6,6,0,0,0,38,0,0,0,8,7,0,0,0,0,13,9,0,9,10,22,11,9,0,0,64,3,0,0,0,4,5,0,0,0,13,0,0,3,4,13,12,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,4,0,0,0,17,0,6,5,0,3,4,0,0,0,23,0,0,9,7,11,13,0,0,0,40,0,0,7,9,11,9,0,0,0,34,5,4,18,14,27,29,7,0,0,100,0,0,0,0,0,0,0,0,0,9
UCL215022,3,0,4,5,4,5,0,0,0,28,51,102,195,168,152,151,38,7,0,858,3,10,8,4,10,7,3,0,0,37,0,0,0,5,4,7,0,0,0,19,0,11,18,20,22,27,6,0,0,96,0,0,15,13,17,20,5,0,0,73,4,13,48,36,32,18,5,5,0,169,0,0,8,7,6,4,0,0,0,29,21,44,49,35,32,13,9,0,0,204,32,22,29,14,8,11,5,0,0,118,0,0,7,10,12,16,4,6,0,57,4,7,12,3,0,6,0,0,0,28,0,0,5,0,5,0,0,0,0,18,0,0,0,11,0,4,0,0,0,17,0,7,7,9,8,5,0,0,0,47,0,8,10,17,17,16,3,0,0,62,0,5,36,31,21,26,5,0,0,123,5,12,27,40,28,32,12,3,0,158,3,31,71,65,56,68,9,0,0,302,6,4,4,3,3,0,0,0,0,22
UCL215023,0,5,0,0,0,0,0,0,0,8,22,19,49,45,78,67,15,9,0,307,7,12,14,10,18,8,3,0,0,70,0,0,0,0,0,0,0,0,0,4,5,6,17,12,30,21,10,0,0,101,0,0,0,3,0,0,0,0,0,3,7,9,11,0,10,15,0,4,0,58,0,0,6,4,7,9,0,0,0,20,18,5,13,7,26,8,0,0,0,77,7,4,0,3,6,0,0,0,0,23,0,0,5,3,6,17,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,21,0,0,0,3,0,7,0,0,0,12,0,0,3,6,8,3,0,0,0,20,0,3,7,7,18,11,6,0,0,50,0,5,10,13,20,33,4,0,0,90,0,0,0,0,0,0,0,0,0,0
UCL215024,0,0,3,3,4,0,0,0,0,14,11,17,52,65,72,65,28,5,0,315,3,0,7,11,23,7,7,0,0,60,0,0,5,0,0,5,0,0,0,11,3,0,4,7,12,11,3,0,0,42,0,4,4,11,4,4,7,0,0,21,0,7,17,19,9,14,0,0,0,75,0,0,0,4,4,5,0,0,0,15,8,3,9,12,9,12,15,5,0,73,0,4,5,0,11,0,0,0,0,29,0,0,0,7,0,10,8,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,5,5,3,0,0,0,17,0,0,4,0,3,0,0,0,0,14,0,0,8,11,11,9,7,0,0,41,0,0,6,11,16,8,6,0,0,47,0,6,15,20,24,17,14,0,0,92,0,0,0,0,5,0,0,0,0,8
UCL215025,0,0,0,0,0,5,0,0,0,5,4,6,28,34,34,54,18,0,0,180,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,4,5,10,0,0,0,35,0,0,0,0,7,6,0,0,0,12,0,6,11,15,13,15,6,0,0,59,0,0,0,5,0,4,0,0,0,12,0,0,15,8,5,9,3,0,0,39,4,5,3,4,0,3,6,0,0,26,0,0,0,0,3,4,0,0,0,18,0,0,0,0,0,10,0,0,0,7,0,0,3,0,0,5,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,4,4,6,10,0,0,26,0,0,0,0,6,10,0,0,0,25,0,0,0,4,0,7,0,0,0,16,0,0,3,4,6,4,0,0,0,21,0,4,3,5,13,14,4,0,0,52,0,0,0,0,0,0,0,0,0,3
UCL215026,0,0,3,3,4,0,0,0,0,12,10,20,39,38,40,48,12,0,0,206,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,9,16,9,11,9,0,5,0,60,0,0,0,0,4,3,4,0,0,20,0,3,3,5,6,7,4,0,0,35,11,0,3,8,0,4,0,0,0,28,0,0,0,7,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,4,0,0,0,6,0,0,5,0,3,4,0,0,0,15,0,0,3,7,4,0,5,0,0,18,0,0,5,3,8,5,0,0,0,22,0,0,5,10,11,9,0,0,0,30,0,9,6,11,14,17,6,0,0,54,0,0,3,0,0,0,0,0,0,5
UCL215027,0,0,0,0,0,0,0,0,0,6,9,18,36,42,48,57,7,4,7,223,0,3,11,4,7,7,3,7,0,51,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,0,0,19,0,0,0,6,4,3,0,0,0,24,4,0,4,3,0,12,4,3,0,37,0,0,0,0,0,5,0,0,0,7,10,3,6,3,6,8,0,0,0,38,9,3,3,6,5,0,0,0,0,24,0,0,0,0,7,5,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,0,0,0,8,0,3,10,4,7,9,0,0,0,35,0,0,11,15,5,6,0,0,0,45,0,11,21,22,12,31,3,0,0,101,0,0,0,0,0,0,0,0,0,0
UCL215028,0,0,7,0,0,4,3,0,0,11,30,26,88,100,108,118,26,3,0,497,0,3,7,7,6,5,3,0,0,36,0,0,3,0,0,0,0,0,0,4,3,3,13,12,16,26,5,0,0,83,0,0,0,0,0,0,3,0,0,8,5,11,31,21,22,11,3,0,0,108,0,0,3,0,9,3,3,0,0,22,23,6,14,21,26,22,6,0,0,115,18,9,13,16,11,10,0,0,0,63,0,0,4,6,15,17,8,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,4,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,6,8,13,5,8,0,0,46,0,0,4,9,6,3,0,0,0,26,0,3,9,14,20,20,0,0,0,55,0,0,13,20,17,26,4,0,0,80,0,3,35,31,45,50,13,0,0,173,6,0,3,8,3,6,0,0,0,32
UCL215029,0,0,3,10,8,3,0,0,0,35,20,27,110,140,228,216,49,3,0,801,0,0,7,3,9,7,4,0,0,35,0,0,0,0,0,3,0,0,0,0,11,3,10,14,15,16,5,0,0,70,0,0,0,0,5,3,0,0,0,3,6,8,19,22,34,34,5,0,0,129,0,0,7,0,10,6,6,0,0,30,10,3,7,18,37,40,5,4,0,120,29,19,86,46,42,51,10,7,0,294,0,0,5,8,8,14,8,0,0,42,0,0,4,0,6,9,8,0,0,27,0,0,3,7,8,8,0,0,0,27,0,0,0,4,4,7,0,0,0,19,0,0,17,24,39,33,12,5,0,132,0,0,5,11,18,31,8,3,0,76,0,0,4,20,40,34,4,0,0,106,0,0,13,24,41,26,13,0,0,119,0,7,28,25,70,85,24,0,0,237,0,0,3,5,15,13,3,0,0,40
UCL215030,0,0,0,0,0,0,0,0,0,10,10,13,48,36,51,61,11,5,0,232,0,4,12,6,11,8,5,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,15,7,7,12,0,0,0,36,0,0,3,3,0,4,0,0,0,12,12,3,6,0,4,6,0,0,0,33,3,0,0,4,4,0,0,0,0,15,0,3,5,9,6,13,4,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,0,17,0,0,3,0,4,0,0,0,0,5,0,0,0,9,5,12,0,0,0,35,0,0,13,8,13,9,5,0,0,49,0,4,11,14,23,29,3,0,0,81,0,0,0,0,0,4,0,0,0,5
UCL215031,0,0,0,0,0,5,0,0,0,5,15,7,38,45,62,62,20,0,0,243,0,4,12,10,10,16,12,3,0,72,0,0,0,0,0,0,0,0,0,0,3,4,6,3,7,4,0,0,0,21,0,0,0,0,0,0,0,0,0,8,5,4,4,7,9,3,0,0,0,27,0,0,0,0,8,7,0,0,0,20,13,5,8,7,5,3,3,0,0,47,3,4,11,10,12,13,0,0,0,57,0,0,3,8,4,13,5,0,0,36,0,0,0,0,5,0,0,0,0,3,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,5,4,7,9,3,0,0,27,0,0,8,11,9,14,0,0,0,48,0,3,14,12,15,23,10,0,0,79,0,0,4,4,0,0,5,0,0,12
UCL215032,0,0,4,0,10,6,3,0,0,23,35,33,111,120,118,124,44,10,0,594,5,6,11,26,11,18,18,8,0,113,0,0,0,0,0,3,0,0,0,4,3,12,8,7,18,15,0,0,0,59,0,0,0,6,0,0,0,0,0,11,8,11,22,22,16,16,9,0,0,103,0,0,5,0,9,3,3,0,0,29,22,3,12,18,10,24,6,0,0,100,27,13,14,13,10,14,0,0,0,96,0,0,6,16,11,16,6,0,0,57,0,0,0,0,0,4,5,0,0,9,0,0,0,4,0,10,0,5,0,17,0,0,5,0,0,0,0,0,0,11,4,3,4,13,16,12,14,5,0,64,0,0,4,6,9,7,5,0,0,28,0,4,22,16,19,16,5,0,0,83,0,8,25,19,29,8,5,0,0,93,5,4,37,33,33,33,14,7,0,164,0,4,13,16,11,9,0,0,0,46
UCL215033,0,0,8,4,3,0,0,0,0,19,59,34,132,243,172,66,17,0,0,730,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,16,34,31,12,3,0,0,101,0,0,7,7,6,4,0,0,0,18,9,16,52,68,40,11,0,0,0,198,0,0,3,15,19,14,4,0,0,58,22,9,21,44,27,10,9,0,0,144,48,8,0,3,9,5,0,0,0,63,0,0,18,34,41,19,4,0,0,114,6,0,0,7,9,0,0,0,0,21,0,0,6,28,11,5,0,0,0,57,0,0,4,7,4,6,0,0,0,20,0,0,13,30,18,7,0,0,0,78,0,0,3,8,12,4,0,0,0,30,0,4,18,42,42,23,0,0,0,136,3,5,34,64,47,24,0,0,0,182,4,8,25,48,28,14,4,0,0,133,0,0,5,5,4,0,0,0,0,12
UCL215034,0,0,0,0,0,3,0,0,0,5,19,20,25,35,47,48,13,0,0,210,3,0,3,5,6,3,6,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,4,0,0,24,0,0,0,0,7,10,0,0,0,18,0,3,4,0,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,6,7,0,12,4,8,9,3,0,0,46,9,4,7,10,7,4,4,0,0,39,4,4,0,3,0,7,3,0,0,18,0,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,5,0,4,3,5,0,0,16,0,0,0,3,5,10,0,0,0,12,4,0,6,3,3,11,5,0,0,26,0,10,4,12,23,22,8,0,0,83,0,0,0,3,5,3,6,0,0,18
UCL215035,0,0,0,0,0,0,3,0,0,12,21,27,90,69,79,59,14,0,0,358,4,0,3,3,6,8,0,4,0,23,0,0,0,0,0,0,0,0,0,0,3,0,9,9,10,8,0,0,0,42,0,0,3,0,0,4,0,0,0,10,8,13,31,39,36,15,0,0,0,150,0,0,10,7,5,3,0,0,0,25,14,8,11,15,25,8,0,0,0,75,15,6,4,3,3,0,0,0,0,31,0,0,4,3,16,16,4,0,0,39,0,0,0,0,0,0,0,0,0,10,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,16,5,4,7,0,0,0,34,0,3,0,4,4,0,0,0,0,24,0,3,12,10,5,3,0,0,0,39,0,4,19,20,16,13,4,0,0,69,0,8,25,16,20,11,4,0,0,90,0,0,3,4,0,3,0,0,0,22
UCL215036,0,0,0,0,3,3,0,0,0,14,17,23,43,60,68,52,12,4,0,277,0,0,3,0,4,5,0,0,0,19,0,0,0,0,6,0,0,0,0,6,4,5,4,5,14,11,0,0,0,47,0,0,0,0,0,0,0,0,0,6,8,14,21,20,20,14,0,0,0,83,0,0,0,8,7,0,0,0,0,17,13,3,8,5,9,8,0,0,0,47,3,3,6,8,0,0,0,0,0,22,0,0,6,4,8,6,0,0,0,21,0,0,3,0,0,0,0,0,0,10,0,0,0,6,6,9,0,0,0,18,0,0,0,0,0,3,0,0,0,7,0,0,4,0,4,4,4,0,0,29,0,0,3,0,9,3,0,0,0,19,0,0,0,5,3,4,0,0,0,13,5,4,7,25,15,13,0,0,0,66,3,9,11,13,21,14,4,0,0,72,4,0,0,4,0,0,0,0,0,9
UCL215037,0,0,4,0,7,4,0,0,0,10,3,22,59,44,55,59,13,0,0,261,3,0,3,5,3,3,6,0,0,22,0,0,0,0,0,0,0,0,0,3,0,5,8,20,9,18,4,0,0,61,0,0,0,0,3,0,0,0,0,7,0,9,22,6,16,13,9,0,0,75,0,0,4,7,3,6,0,0,0,15,3,5,3,8,10,16,0,0,0,49,9,5,6,5,7,0,0,0,0,32,0,3,12,8,12,10,3,0,0,45,0,3,0,0,0,3,0,0,0,7,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,5,7,6,0,4,0,0,29,0,6,0,3,3,5,4,0,0,21,0,0,0,3,4,3,0,0,0,14,0,4,9,3,3,7,0,0,0,25,0,7,13,8,21,19,7,0,0,70,0,0,5,5,0,0,0,0,0,15
UCL215038,0,0,3,3,5,0,0,0,0,14,11,16,44,56,54,70,23,6,0,275,0,4,0,11,3,8,0,4,0,31,0,5,14,8,0,4,0,0,0,33,5,3,7,3,14,11,4,0,0,50,0,0,0,0,0,3,0,0,0,3,0,4,11,9,13,12,5,0,0,50,0,4,0,3,0,3,0,0,0,11,5,4,8,16,18,4,6,0,0,64,3,0,4,9,7,5,7,0,0,42,0,3,0,0,7,6,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,13,0,0,0,3,5,0,0,0,0,6,0,0,0,4,5,4,0,0,0,14,0,0,5,3,3,7,0,0,0,19,0,0,5,0,17,6,0,0,0,28,0,0,9,10,3,5,0,0,0,32,0,3,12,10,14,36,8,0,0,84,0,0,0,0,5,0,0,0,0,5
UCL215039,0,0,0,0,0,4,0,0,0,9,17,14,44,57,52,52,8,0,0,244,5,0,8,8,3,10,0,0,0,33,0,0,0,0,0,0,0,0,0,8,0,0,17,19,9,12,5,0,0,64,0,0,0,3,9,7,0,0,0,17,8,9,15,7,12,7,0,0,0,58,0,6,0,0,0,3,0,0,0,13,18,7,11,13,7,14,7,0,0,75,11,6,0,7,5,3,0,0,0,30,0,0,8,13,5,5,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,4,0,0,0,6,0,0,3,4,0,4,0,0,0,10,0,0,3,3,3,3,4,0,0,19,0,0,3,8,3,10,0,0,0,27,3,5,20,13,16,21,5,0,0,78,0,0,0,0,0,0,0,0,0,7
UCL215040,0,0,0,0,0,4,0,0,0,9,21,15,42,35,51,48,8,0,0,223,0,4,15,3,6,4,3,0,0,46,0,0,0,0,0,3,0,0,0,3,5,3,3,11,11,13,4,0,0,45,0,0,0,0,0,0,0,0,0,8,0,8,3,12,8,8,0,0,0,34,0,0,6,3,9,3,0,0,0,12,16,5,15,11,9,12,0,0,0,67,0,0,6,0,4,0,0,0,0,16,0,0,3,12,10,9,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,5,0,0,0,10,0,3,0,0,0,5,3,0,0,11,0,0,3,0,0,0,0,0,0,7,0,3,9,5,6,9,0,0,0,31,0,0,9,0,9,9,0,0,0,21,5,0,15,18,8,20,6,0,0,75,0,0,0,0,0,3,0,0,0,4
UCL215041,0,0,0,0,8,0,4,0,0,20,32,48,103,128,126,173,32,9,0,643,10,5,13,4,13,24,10,10,4,89,0,0,0,0,0,5,0,0,0,7,13,16,28,32,19,29,4,3,0,140,0,0,3,5,11,9,0,0,0,29,0,8,12,29,33,23,7,0,0,114,0,0,8,4,7,8,0,0,0,32,19,17,18,29,31,35,8,0,0,155,17,5,13,10,12,14,3,0,0,65,0,4,4,3,8,17,5,0,0,42,0,0,0,0,0,3,0,0,0,8,0,0,5,8,0,0,3,0,0,15,0,0,0,5,3,0,0,0,0,7,0,6,9,8,10,10,4,0,0,55,0,0,5,11,4,11,3,0,0,30,0,3,25,28,31,37,3,0,0,134,0,8,21,27,26,22,8,0,0,105,5,15,33,43,36,56,9,0,0,190,0,0,0,0,0,6,0,0,0,8
