UCL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL215060,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,5,8,12,59,3,3,7,18,13,0,125,12,3,22,4,0,0,4,5,0,53,3,4,11,0,0,4,3,3,0,26,0,15,0,0,0,0,0,0,0,28,0,5,0,0,0,0,3,3,0,15,3,0,0,0,7,3,4,5,0,32,0,3,0,8,0,4,3,0,0,20,0,3,0,0,0,0,0,0,0,8,5,0,9,4,0,0,3,3,0,28,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,7,0,0,14,0,0,9,0,0,0,3,4,0,22,42,57,127,25,11,15,47,46,3,379,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,11
UCL215061,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,8,12,7,36,0,0,4,16,7,0,82,10,3,25,0,0,0,0,3,7,43,9,0,4,0,0,0,0,3,0,20,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,7,4,0,0,6,0,0,3,0,23,0,0,0,5,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,5,0,7,6,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,7,0,0,22,53,29,80,22,12,8,28,36,9,265,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,10
UCL215062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,11,5,6,65,3,0,12,0,0,0,4,4,0,23,0,0,0,0,0,0,0,6,0,17,0,8,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,14,10,3,0,0,0,0,0,0,0,17,4,5,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,4,14,27,23,68,5,0,11,20,24,8,189,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
UCL215063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,19,4,0,0,6,3,0,50,0,0,18,0,0,0,4,4,0,30,6,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,11,32,22,44,10,0,9,21,21,0,162,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215064,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,12,4,34,0,3,0,12,18,3,75,5,0,12,0,0,0,3,6,6,31,17,3,3,0,0,0,6,3,0,35,0,8,3,4,0,0,0,0,0,15,3,11,0,0,0,0,0,0,0,11,7,3,4,0,0,0,0,8,0,31,0,3,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,6,0,15,50,36,65,13,8,5,29,47,7,255,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
UCL215065,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,5,0,0,10,22,5,69,0,4,4,13,13,8,130,9,0,37,0,0,4,7,12,4,65,15,3,6,3,0,0,3,5,0,35,0,13,0,6,0,0,0,0,0,19,0,13,0,0,0,0,0,0,0,20,16,11,4,4,4,3,4,0,4,48,0,6,0,14,3,0,0,8,0,35,4,0,0,0,0,0,0,0,0,9,8,0,12,3,0,0,0,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,0,4,0,0,0,3,6,10,22,62,62,128,35,11,12,38,66,15,432,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8
UCL215066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,14,0,0,0,9,9,0,32,4,0,10,0,0,0,0,5,0,25,3,7,0,0,0,0,0,3,0,16,0,7,0,3,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,8,0,7,0,0,4,5,0,0,0,23,0,5,3,3,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,4,13,20,32,39,11,8,7,21,32,0,171,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
UCL215067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,20,0,0,0,13,3,0,58,7,0,5,0,0,0,3,0,0,18,16,0,3,0,0,0,3,0,0,30,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,7,0,0,8,40,15,37,9,3,3,25,10,4,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215068,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,13,13,38,0,3,3,11,0,0,89,8,7,30,0,0,0,8,4,0,62,0,3,4,0,0,0,0,6,0,19,4,13,0,9,0,0,0,0,0,33,3,3,0,5,0,0,3,0,0,13,16,4,0,0,4,9,0,0,0,45,5,5,0,9,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,4,0,0,0,5,0,19,61,54,96,25,18,23,22,25,8,341,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,3,5,3,0,0,0,0,10
UCL215069,7,9,0,0,0,0,0,3,0,17,0,5,0,0,0,0,0,0,0,9,11,22,29,4,6,3,14,9,0,93,21,7,48,0,0,0,4,4,5,93,14,4,7,0,0,0,0,4,0,31,6,21,0,10,0,0,0,0,0,39,9,18,0,0,0,0,0,0,0,36,21,25,0,4,3,9,0,4,0,68,8,12,4,9,0,0,3,0,3,41,0,4,0,4,0,0,0,4,0,10,11,0,18,3,0,0,0,9,0,37,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,14,3,0,3,0,0,0,0,0,3,18,121,139,114,41,11,13,20,36,14,508,0,3,0,0,4,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,10,0,0,6,0,6,4,0,0,0,12
UCL215070,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,10,3,55,0,5,0,15,12,5,100,10,6,32,0,0,5,7,12,0,60,9,0,3,0,0,4,7,10,0,29,0,0,0,0,0,0,0,3,0,13,4,4,0,0,0,0,0,0,0,7,4,5,3,4,4,0,3,5,0,32,3,9,5,7,3,5,0,0,0,38,0,0,0,0,0,0,0,0,0,9,4,0,12,0,0,0,3,6,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,8,6,4,23,48,33,113,23,15,19,44,61,10,362,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13
UCL215071,3,4,0,0,0,0,0,0,0,11,4,12,0,0,0,0,0,0,0,23,41,29,117,6,15,4,31,7,4,261,21,6,74,4,0,0,5,13,5,127,3,3,6,4,0,0,4,5,0,28,0,7,0,8,0,0,0,0,0,18,5,16,0,0,0,0,0,0,0,31,30,20,5,3,10,3,3,6,0,82,8,15,7,18,4,3,0,0,0,52,0,4,3,0,0,0,0,0,0,15,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,3,7,5,7,0,0,3,0,0,23,0,0,4,0,0,0,0,0,8,17,131,134,233,50,37,21,48,31,20,694,9,6,7,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,12,0,4,0,0,0,3,0,0,0,7,0,9,0,4,5,3,0,0,0,16
UCL215072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,18,0,0,0,10,13,0,51,0,0,3,0,0,0,0,0,0,6,4,0,4,0,0,0,0,4,0,14,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,7,9,0,0,0,3,3,4,3,0,29,3,3,3,7,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,4,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,5,7,0,0,0,0,0,3,12,13,29,35,11,39,10,4,6,22,40,14,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,4,0,3
UCL215073,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,17,3,42,0,4,0,11,13,0,97,6,0,20,0,0,0,7,6,0,40,0,0,9,0,0,0,9,6,0,25,4,5,0,0,0,0,0,0,0,11,5,16,0,0,0,0,0,0,0,22,11,3,0,0,3,0,3,0,0,25,0,3,0,4,0,0,4,8,0,19,0,0,5,0,0,0,0,0,0,3,0,0,3,3,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,3,6,4,5,28,46,43,85,12,11,8,47,41,9,297,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
UCL215074,0,8,3,0,0,0,0,0,0,16,8,6,0,0,0,0,0,0,0,19,35,31,183,0,9,13,33,25,8,338,12,6,102,0,0,0,11,19,3,162,6,0,21,0,0,0,4,4,0,31,0,13,0,7,0,4,0,3,0,25,8,23,4,3,0,0,3,0,0,44,25,12,7,7,26,10,11,9,4,110,6,17,4,14,3,0,0,0,0,44,0,10,4,0,0,0,0,4,0,20,8,0,11,0,0,5,8,4,0,42,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,3,4,0,18,3,0,13,0,0,0,5,4,5,30,118,136,352,45,45,36,77,73,16,898,0,5,6,6,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,3,0,12,0,4,0,0,5,0,0,0,0,7,3,0,3,0,3,0,0,3,0,17
UCL215075,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,8,0,37,0,0,4,8,9,0,63,0,0,17,0,0,0,0,0,0,25,0,0,5,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,0,0,0,17,0,5,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,6,0,15,19,15,68,15,5,9,14,18,4,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7
UCL215076,6,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,17,11,43,0,12,0,16,16,4,107,11,0,19,0,0,0,8,7,0,45,8,4,4,0,3,0,4,4,0,29,0,4,0,5,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,15,14,4,6,4,0,3,3,5,0,49,0,4,0,13,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,3,17,61,42,85,23,14,8,32,53,8,336,0,7,4,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,6,0,0,21
UCL215077,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,18,10,21,6,5,0,8,8,0,77,12,4,22,0,4,0,3,0,0,53,0,5,3,0,0,0,0,0,0,13,5,10,0,3,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,15,15,8,0,6,0,0,0,3,0,33,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,46,54,21,5,8,18,21,3,248,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL215078,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,0,0,0,0,11,18,13,64,0,12,0,10,5,0,128,9,5,65,0,0,0,3,7,0,92,4,0,13,0,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,5,8,4,0,0,5,3,0,0,23,0,0,0,5,0,0,0,0,0,12,4,4,0,0,0,0,0,0,0,8,0,0,6,0,0,0,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,48,47,155,12,12,9,32,26,7,348,3,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,13,0,26,0,0,3,10,4,0,64,5,0,5,0,0,0,0,11,0,26,22,7,10,0,0,0,3,11,0,49,0,4,0,4,0,0,0,0,0,11,0,10,0,3,0,0,0,0,0,10,0,3,0,3,4,3,0,0,0,21,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,12,48,26,49,20,11,10,15,33,8,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,6
UCL215080,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,9,8,67,0,0,0,17,15,0,128,6,0,20,0,0,0,8,16,6,50,0,7,4,0,0,0,3,4,0,25,0,3,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,11,8,11,0,6,0,0,0,0,0,25,4,0,0,12,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,6,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,43,38,109,31,3,10,32,41,3,315,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,13
UCL215081,8,3,0,0,3,0,0,4,0,21,4,9,5,0,0,0,0,0,0,11,28,20,89,3,9,9,25,18,3,202,8,0,35,0,4,0,3,14,0,60,11,3,14,0,0,0,0,5,0,48,0,8,0,9,0,0,0,4,0,20,0,21,3,0,0,0,0,0,0,32,25,12,5,0,6,5,9,7,5,71,7,9,0,12,4,0,6,4,0,40,3,3,3,0,0,0,0,5,0,14,0,0,12,0,0,0,7,4,0,25,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,6,0,18,4,0,4,0,5,0,9,4,0,17,96,90,177,36,29,17,56,65,8,594,4,6,3,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,7,7,6,0,3,0,0,8,0,23
UCL215082,3,0,0,0,3,0,0,0,0,8,5,3,0,0,0,0,0,4,0,9,9,12,69,8,3,0,17,8,0,135,11,3,64,4,0,0,7,12,5,100,9,0,4,0,0,0,3,7,0,28,0,5,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,16,12,11,0,4,8,5,3,3,0,44,0,4,0,7,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,12,0,0,4,0,0,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,6,0,7,53,62,153,30,16,11,34,40,10,416,0,0,5,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,4,0,0,10
UCL215083,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,4,0,36,6,0,0,10,12,0,77,4,0,14,0,0,0,4,4,0,32,11,0,5,0,0,0,5,7,0,41,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,8,5,8,7,4,8,3,0,4,5,34,0,6,0,8,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,11,31,28,72,22,11,10,36,36,5,257,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
UCL215084,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,10,3,0,29,0,3,3,7,10,4,67,3,0,10,0,0,0,4,0,0,19,0,0,0,0,0,0,4,3,0,8,0,5,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,10,0,3,0,7,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,3,0,9,15,13,46,5,5,13,21,23,4,156,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
UCL215085,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,8,6,39,0,0,0,15,7,0,77,10,0,36,0,5,0,0,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,9,5,6,5,0,0,5,0,3,0,21,0,0,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,30,13,97,12,9,4,21,17,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
