UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL222086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,42,104,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,47,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,22,44,15,11,30,0,0,0,110,82,188
UCL222087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,63,131,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,86,72,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,7,14,22,0,0,3,100,97,196
UCL222088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,54,3,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,42,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,4,8,14,0,0,0,55,36,90
UCL222089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,59,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,39,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,19,0,6,8,5,0,5,45,48,93
UCL222090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,74,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,48,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,6,8,10,5,0,7,56,58,110
UCL222091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,56,125,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,82,66,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,14,18,28,0,0,0,99,92,197
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,53,126,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,20,3,9,12,0,0,0,87,78,171
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,84,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,50,47,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,9,24,6,7,17,0,0,3,66,71,138
UCL222094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,96,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,48,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,9,0,0,0,67,56,124
UCL222095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,64,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,27,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,12,12,0,0,0,52,44,98
UCL222096,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,67,61,130,3,0,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,79,66,145,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,28,46,13,17,24,0,0,0,112,112,220
UCL222097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,44,105,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,62,45,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,33,6,18,18,0,0,5,87,84,172
UCL222098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,93,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,58,48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,36,6,20,29,0,0,0,85,88,172
UCL222099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,9,13,0,0,0,46,43,87
UCL222100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,29,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,0,7,0,0,0,34,31,64
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,74,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,8,6,8,0,0,0,52,55,109
UCL222102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,52,112,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,56,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,13,24,38,0,0,0,94,92,186
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,51,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,21,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,38,7,8,17,0,0,0,65,48,115
UCL222104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,34,95,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,65,42,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,8,12,5,0,5,71,55,128
UCL222105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,85,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,40,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,3,6,0,0,0,60,47,108
UCL231001,196,124,319,245,131,371,26,12,36,11,15,23,41,25,63,65614,52609,118223,3644,3649,7290,2810,79,2892,716,149,866,342,107,451,980,457,1445,5227,3049,8272,79845,60404,140252,18,11,31,0,0,0,9,3,13,116,56,173,20,18,34,16,6,15,176,91,266,0,0,0,0,0,0,21,15,39,21,46,62,10,11,17,56,72,122,832,309,1144,1062,472,1530,47,27,71,5,4,13,88,15,99,134,51,184,21680,23657,45335,8037,13109,21144,1220,1056,2273,111976,98750,210724
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
UCL299994,20,8,28,21,11,29,0,0,0,8,12,24,4,0,12,476,265,736,49,31,82,14,0,12,9,0,9,15,10,18,15,9,22,70,74,144,696,412,1107,12,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,5,19,0,0,0,3,0,3,0,0,0,0,0,3,0,5,5,5,4,6,7,0,9,24,15,36,0,7,7,0,0,0,0,0,0,0,5,5,162,151,311,131,181,310,18,7,22,1022,771,1797
