UCL_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
UCL214004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,9,0,0,0,3,0,0,0,3,5,0,7,0,0,0,0,0,0,0,7,11,0,13,0,4,0,10,0,0,5,14,6,0,20,6,9,0,17,0,0,0,18,11,0,31,4,10,0,13,3,0,4,16,20,0,34,9,7,3,16,0,0,0,16,13,0,27,8,11,0,22,0,0,0,17,3,0,21,4,5,0,11,0,0,0,11,3,0,12,0,4,0,7,0,0,0,7,0,0,9,13,3,0,17,0,0,0,17,7,0,19,3,0,0,3,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,11,0,0,0,11,6,0,26,0,0
UCL214005,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,0,0,0,6,3,0,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,0
UCL214006,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,10,0,10,0,3,0,3,0,0,0,3,7,0,9,4,4,3,15,0,0,0,15,20,0,32,4,17,0,23,0,0,0,24,13,0,38,5,18,5,31,0,0,0,29,19,0,54,0,10,0,6,0,0,0,6,13,0,27,10,4,0,19,0,0,0,19,10,0,28,8,4,0,15,0,0,0,15,5,0,20,3,3,0,5,0,0,0,5,5,0,13,9,6,0,12,0,0,0,12,0,0,21,3,0,0,3,0,0,0,3,0,0,3,4,0,0,5,0,0,0,5,0,0,5,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,6,5,0,13,0,0
UCL214007,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,5,6,0,11,0,9,0,9,0,0,0,12,9,0,19,4,4,0,7,0,0,0,5,9,0,12,0,7,0,9,0,0,0,9,3,0,12,11,9,0,20,0,0,0,20,4,0,23,11,6,0,19,0,0,0,19,3,0,23,19,3,0,18,0,0,0,18,3,0,20,7,0,0,7,0,0,0,9,8,0,15,12,10,0,23,0,0,0,23,3,0,32,4,0,0,4,0,0,0,4,3,0,12,4,4,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,5,0,9,0,0
UCL214008,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,9,0,9,0,0,0,9,8,0,15,0,5,0,5,0,3,3,9,8,0,14,0,5,3,16,0,6,6,17,15,0,32,5,23,6,31,0,0,0,31,19,0,47,13,14,3,30,0,0,0,30,16,0,51,11,18,0,35,0,0,0,38,24,0,64,20,12,0,40,0,0,0,39,20,0,54,23,5,0,29,0,0,0,34,7,0,42,8,3,0,12,0,0,0,12,7,0,18,13,4,0,21,0,0,0,21,4,0,26,3,3,0,10,0,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,11,5,0,14,0,0,0,14,11,0,25,0,0
UCL214009,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,3,0,0,5,0,3,0,3,0,0,0,3,11,0,13,0,7,0,13,0,3,5,18,21,0,36,0,21,0,16,0,0,0,23,16,0,41,10,14,0,23,4,5,8,27,31,0,55,11,13,4,28,0,0,0,28,16,0,51,15,14,0,36,0,0,0,36,14,0,52,10,5,3,19,0,0,0,19,6,0,22,11,10,0,15,0,0,0,15,3,0,17,22,18,6,38,0,0,0,38,9,0,52,10,0,0,18,0,0,0,18,3,0,21,3,0,0,4,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3,8,12,4,20,0,0,0,20,14,3,38,0,0
UCL214010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,0,8,0,6,0,7,0,0,0,7,3,0,10,5,4,0,8,0,0,0,7,10,0,24,0,12,0,12,0,0,0,12,12,0,18,8,8,0,16,0,0,0,16,5,0,26,11,8,0,20,0,0,0,20,4,0,20,4,0,0,10,0,0,0,10,0,0,10,4,0,0,0,0,0,0,0,6,0,8,6,4,0,5,0,0,0,5,0,0,5,3,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,4,0,5,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,0,4,5,0,11,0,0
UCL214011,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,4,0,3,0,4,0,0,0,8,10,0,20,0,14,0,14,0,3,3,17,19,0,30,6,9,0,15,0,0,6,18,15,0,32,6,14,5,24,0,0,0,23,31,0,56,14,15,0,29,0,0,0,26,14,0,44,19,10,7,29,0,0,0,29,19,0,47,15,11,0,19,0,0,0,23,10,0,30,21,8,0,25,0,0,0,28,4,0,36,22,4,0,28,0,0,0,28,4,0,31,13,8,0,20,0,0,0,20,3,0,21,5,4,4,9,0,0,0,9,0,0,13,3,0,0,5,0,0,0,5,0,0,5,10,0,0,10,0,0,0,10,0,0,11,12,11,0,17,0,0,0,17,8,0,28,0,0
UCL214012,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,0,0,5,10,0,12,0,3,0,8,0,0,0,7,19,0,24,0,15,0,17,0,0,0,22,15,0,35,3,19,0,22,0,0,0,25,4,0,26,4,6,5,19,0,0,0,18,17,0,36,14,8,6,28,0,0,0,28,16,0,39,12,4,3,16,0,0,0,18,9,0,27,3,0,3,10,0,0,0,10,4,0,18,8,3,0,9,0,0,0,9,5,0,14,11,0,0,10,0,0,0,10,0,0,18,7,0,0,9,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,9,6,0,17,0,0,0,17,12,0,27,0,0
UCL214013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,10,0,10,0,3,0,6,0,0,0,6,12,0,15,0,5,0,5,0,0,0,5,8,0,15,5,9,3,13,0,0,0,13,5,0,24,4,8,0,12,0,0,6,17,11,0,28,10,8,0,15,0,0,0,15,4,0,20,15,5,0,16,0,0,0,19,6,0,22,10,7,3,19,0,0,0,19,3,0,21,17,5,0,22,0,0,0,22,4,0,26,5,0,0,8,0,0,0,8,0,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,11,0,0,11,0,0,0,11,4,0,14,0,3
UCL214014,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,3,0,7,0,3,0,3,0,0,3,7,17,0,19,0,9,5,12,5,5,6,16,22,0,37,3,19,3,23,7,0,5,26,14,0,40,4,13,4,20,0,0,0,19,17,0,42,9,7,0,17,0,0,3,16,20,0,45,5,7,0,10,0,0,0,9,15,0,20,6,0,4,10,0,0,0,12,4,0,14,14,3,0,14,0,0,0,14,3,0,18,7,4,0,12,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,5,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,4,0,8,8,4,0,11,0,0,0,11,9,0,18,0,0
UCL214015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,5,0,0,0,5,5,0,3,0,3,0,3,0,0,0,4,6,0,9,5,9,0,17,3,0,0,16,16,0,30,5,15,0,23,0,0,0,19,13,0,32,9,12,0,17,0,0,0,17,17,0,35,11,9,0,20,0,0,0,21,12,0,31,6,8,0,14,0,0,0,14,7,0,18,6,7,0,15,0,0,0,17,3,0,25,11,0,0,13,0,0,0,13,0,0,14,15,0,0,11,0,0,0,11,0,0,15,7,4,0,9,0,0,0,9,5,0,15,4,0,0,6,0,0,0,6,0,0,6,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,6,9,0,15,0,0,0,15,4,0,21,0,0
UCL214016,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,5,0,5,0,7,0,0,3,14,9,0,22,0,4,0,4,0,0,0,3,27,0,36,6,11,0,19,0,0,0,16,30,0,46,3,26,0,26,4,0,4,30,26,0,60,9,12,0,20,0,0,0,22,40,0,64,8,14,0,25,0,3,3,25,27,0,52,16,7,7,25,0,0,0,26,19,0,48,10,9,0,18,0,0,0,18,0,0,21,3,4,0,10,0,0,0,10,3,0,13,9,0,6,17,0,0,0,17,9,0,22,8,0,0,3,0,0,0,3,3,0,7,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,10,6,0,15,0,0,0,15,8,3,23,0,0
UCL214017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,6,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,4,3,0,12,5,8,0,11,0,0,0,7,0,0,16,6,6,0,7,0,0,0,7,3,0,11,3,8,0,9,0,0,0,9,0,0,11,9,0,0,10,0,0,0,10,0,0,12,5,6,0,6,0,0,0,6,4,0,10,5,0,0,5,0,0,0,5,0,0,6,4,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,4,0,0,4,4,0,0,8,0,0,0,7,0,0,10,3,5,0,7,0,0,0,6,5,0,18,0,0
UCL214018,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,0,14,0,0,0,0,0,0,0,0,6,0,10,0,8,0,3,0,0,0,6,14,0,19,0,12,0,17,0,0,0,17,14,0,31,5,8,0,14,0,0,0,15,27,0,39,0,4,0,9,0,5,5,13,25,0,39,3,8,0,18,0,0,0,18,12,0,27,0,0,0,10,0,0,0,8,12,0,16,9,9,0,17,0,0,0,17,3,0,22,11,11,0,20,0,0,0,22,6,0,30,3,0,0,9,0,0,0,9,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,0,8,6,9,0,10,0,0,0,10,3,0,23,0,0
UCL214019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,4,3,5,0,10,0,5,0,3,0,0,3,6,14,0,18,0,16,3,20,0,3,3,21,22,0,48,8,19,4,26,6,0,6,28,21,0,53,8,9,0,15,0,0,0,14,30,0,44,5,18,4,28,0,4,6,35,18,0,44,10,16,3,27,0,0,0,24,18,0,45,15,8,0,23,0,0,0,23,3,0,28,6,5,0,14,0,0,0,14,3,0,19,18,6,3,30,0,0,0,30,3,0,30,9,4,0,7,0,0,0,7,0,0,12,0,0,0,8,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,6,3,3,0,9,0,0,0,11,17,0,26,3,0
UCL214020,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,12,0,15,0,7,3,14,0,0,0,13,22,0,34,5,9,0,17,0,0,0,17,5,0,23,3,11,0,18,0,0,0,18,20,0,37,4,9,0,17,0,0,0,17,7,0,28,9,3,0,13,0,0,0,13,11,0,25,7,3,0,13,0,0,0,13,5,0,24,7,0,0,7,0,0,0,7,0,0,13,4,5,0,8,0,0,0,8,5,0,8,10,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0
UCL214021,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,9,0,4,0,7,0,0,0,5,10,0,17,4,0,0,7,0,0,0,12,13,0,21,0,4,0,8,0,0,0,8,9,0,18,4,13,0,13,0,0,0,13,13,0,29,4,18,4,28,0,0,0,28,10,0,36,11,7,0,24,0,0,0,24,11,0,36,9,8,0,19,0,0,0,19,4,0,28,10,3,0,13,0,0,0,13,3,0,15,18,3,0,25,0,0,0,25,7,0,29,8,0,0,8,0,0,0,7,0,0,7,9,0,0,9,0,0,0,9,0,0,9,5,0,0,7,0,0,0,7,0,0,6,0,0,0,4,0,0,0,4,0,0,7,16,5,0,20,0,0,0,20,13,0,31,0,0
UCL214022,0,0,3,5,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,0,0,11,0,5,0,3,0,0,0,3,15,0,15,0,3,4,11,0,0,3,9,22,0,34,0,9,0,13,0,3,3,21,27,0,44,5,19,0,27,0,0,0,32,40,0,71,0,19,5,20,0,0,0,27,32,0,56,19,10,0,31,4,0,3,31,28,0,65,15,10,0,28,0,0,0,32,18,0,53,9,9,0,18,0,0,0,18,3,0,20,9,0,3,14,0,0,0,14,13,0,23,7,11,6,19,0,0,0,19,0,0,24,7,3,0,11,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,9,0,19,0,0,0,19,17,3,35,0,0
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,6,0,3,0,3,0,0,0,3,0,0,3,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,0,6,0,0
UCL215002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,10,0,0,0,0,0,0,0,0,7,0,14,0,3,0,6,0,4,4,6,9,0,18,5,8,0,14,0,0,0,14,5,0,18,0,0,0,9,0,0,0,9,3,0,8,4,0,0,9,0,0,0,9,3,0,9,0,0,0,4,0,0,0,4,0,0,3,4,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,10,0,0
UCL215003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,4,0,3,0,3,0,3,0,0,0,3,0,0,7,6,5,0,3,0,0,0,3,0,0,7,4,0,0,5,0,0,0,5,0,0,9,0,4,0,3,0,0,0,3,0,0,3,10,4,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,3,6,3,0,8,0,0,0,8,4,0,11,0,0
UCL215004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,4,0,11,0,4,0,4,0,0,0,4,6,0,5,0,0,0,3,0,0,0,3,0,0,8,0,5,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,9,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,5,0,4,0,0
UCL215005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,10,0,0,0,3,0,0,0,3,3,0,4,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
UCL215006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,6,6,0,5,0,11,0,13,0,0,0,13,3,0,13,0,4,0,6,0,0,0,6,4,0,11,8,10,0,13,0,0,0,15,3,0,17,11,4,0,13,0,0,0,13,4,0,16,0,0,0,5,0,0,0,5,5,0,7,0,0,0,0,0,0,0,0,8,0,8,12,0,0,12,0,0,0,12,5,0,11,3,0,0,3,0,0,0,3,4,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,10,0,0,10,0,0
UCL215007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,3,0,0,8,4,3,0,5,0,0,0,5,5,0,11,0,4,0,7,0,0,0,8,0,0,8,0,3,0,4,0,0,0,7,0,0,9,3,6,0,8,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,0,0,0,8,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,7,10,0,0,11,0,0,0,11,0,0,12,0,0
