UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL222043,..,0,4,6,11,10,16,3,0,64,..,0,6,3,8,0,3,3,0,24,..,0,0,0,0,0,0,0,0,4,36,..,..,..,..,..,..,..,..,36,..,8,..,..,..,..,..,..,..,8,..,8,5,0,3,3,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,9,8,7,0,36,0,0,0,0,0,0,0,0,0,0,35,15,25,14,30,29,36,14,4,197,..,0,8,10,13,12,19,5,0,68,..,0,7,7,4,3,11,0,0,28,..,0,3,0,7,0,0,3,0,20,41,..,..,..,..,..,..,..,..,41,..,3,..,..,..,..,..,..,..,3,..,0,6,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0
UCL222044,..,0,4,4,6,14,14,6,0,43,..,0,5,6,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,10,17,..,..,..,..,..,..,..,..,17,..,4,..,..,..,..,..,..,..,4,..,4,0,3,0,0,0,0,0,9,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,17,10,3,8,35,0,0,0,0,0,0,0,0,0,6,15,13,10,18,13,34,29,8,4,141,..,0,3,3,9,20,9,7,0,45,..,6,8,0,3,4,0,3,0,21,..,0,0,0,0,3,0,0,0,8,14,..,..,..,..,..,..,..,..,14,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL222045,..,0,0,10,14,11,10,4,0,47,..,0,0,4,3,4,0,0,0,14,..,0,0,0,0,0,0,0,0,7,33,..,..,..,..,..,..,..,..,33,..,9,..,..,..,..,..,..,..,9,..,10,7,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,17,12,14,20,18,17,12,0,138,..,0,0,7,12,14,13,3,0,52,..,0,4,3,6,4,0,0,0,20,..,0,0,3,5,0,0,0,0,12,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,8,..,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL222046,..,0,0,7,8,19,14,13,6,58,..,0,4,3,4,7,0,0,0,15,..,0,0,0,4,0,0,0,0,5,22,..,..,..,..,..,..,..,..,22,..,7,..,..,..,..,..,..,..,7,..,5,6,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,..,0,0,0,3,9,13,3,0,30,5,0,0,0,0,0,0,0,0,9,19,19,14,6,16,32,25,20,13,170,..,0,5,3,11,12,11,11,7,59,..,0,0,6,0,0,5,0,0,15,..,0,0,7,6,3,0,0,0,21,27,..,..,..,..,..,..,..,..,27,..,7,..,..,..,..,..,..,..,7,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222047,..,0,0,3,5,10,11,3,0,36,..,0,0,5,4,0,0,0,0,7,..,0,0,0,3,0,0,0,0,5,13,..,..,..,..,..,..,..,..,13,..,4,..,..,..,..,..,..,..,4,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,3,0,0,4,..,0,0,0,0,5,0,0,0,17,4,0,0,0,0,0,0,0,0,8,16,9,3,11,8,18,21,11,3,99,..,0,0,3,4,14,7,3,0,34,..,0,0,4,5,0,0,0,0,7,..,0,0,0,4,0,0,0,0,7,11,..,..,..,..,..,..,..,..,11,..,9,..,..,..,..,..,..,..,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222048,..,0,4,3,7,12,11,6,0,38,..,0,4,0,4,6,0,0,0,9,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,14,3,0,0,17,0,0,0,0,0,0,0,0,0,6,8,10,3,3,12,27,13,6,0,86,..,0,0,0,6,12,5,4,0,34,..,0,0,0,0,3,0,0,0,3,..,0,0,0,5,0,0,0,0,5,8,..,..,..,..,..,..,..,..,8,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222049,..,0,0,5,11,11,13,7,3,53,..,0,3,0,4,6,3,0,0,11,..,0,0,0,3,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,4,0,0,0,9,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,11,0,0,16,0,0,0,0,0,0,0,0,0,0,11,14,9,7,16,18,24,9,3,112,..,0,0,8,11,8,14,7,0,52,..,0,0,0,6,0,4,0,0,12,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL222050,..,0,3,8,12,25,27,21,0,100,..,0,10,0,5,0,0,0,0,11,..,0,0,0,0,0,0,0,0,5,21,..,..,..,..,..,..,..,..,21,..,12,..,..,..,..,..,..,..,12,..,7,0,6,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,8,3,11,10,0,4,37,0,0,0,0,0,0,5,0,0,0,21,18,20,21,25,40,49,18,4,214,..,0,6,13,15,31,25,11,3,109,..,0,4,6,0,6,0,0,0,14,..,0,0,0,3,3,0,0,0,5,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,0,0,3,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222051,..,0,9,8,16,17,31,20,6,97,..,3,8,7,4,7,7,0,0,32,..,0,0,0,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,7,5,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,4,3,6,12,8,0,38,0,0,0,0,0,0,3,0,0,5,19,17,22,19,22,35,55,25,9,220,..,0,11,10,17,27,21,13,0,97,..,0,7,0,0,7,4,0,0,20,..,0,6,0,0,0,0,0,0,9,19,..,..,..,..,..,..,..,..,19,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222052,..,0,9,10,17,15,19,0,0,69,..,0,7,5,7,0,0,0,0,27,..,0,0,4,0,0,0,0,0,3,37,..,..,..,..,..,..,..,..,37,..,6,..,..,..,..,..,..,..,6,..,10,6,0,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,3,6,4,5,3,0,24,0,0,0,0,0,0,0,0,0,3,37,18,27,23,29,24,31,11,0,200,..,0,8,13,17,21,15,4,0,70,..,6,10,6,7,0,0,0,0,24,..,0,0,3,6,5,0,0,4,23,33,..,..,..,..,..,..,..,..,33,..,5,..,..,..,..,..,..,..,5,..,6,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,4
UCL222053,..,0,0,13,9,17,17,9,0,69,..,3,6,0,0,0,8,0,0,26,..,0,0,0,0,4,0,0,0,3,36,..,..,..,..,..,..,..,..,36,..,8,..,..,..,..,..,..,..,8,..,10,10,0,0,3,0,0,0,21,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,4,5,3,11,6,0,0,24,..,0,3,0,12,5,7,0,0,26,0,0,0,0,0,0,4,0,0,5,36,19,28,18,31,36,34,11,0,221,..,0,3,15,8,25,17,9,0,68,..,3,6,5,0,5,0,0,0,20,..,0,4,7,3,3,0,0,0,19,26,..,..,..,..,..,..,..,..,26,..,7,..,..,..,..,..,..,..,7,..,7,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222054,..,0,9,11,12,10,19,6,0,64,..,0,0,4,4,4,0,0,0,5,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,4,5,0,8,0,0,0,0,0,0,0,0,0,0,30,11,4,16,12,18,17,14,0,126,..,0,4,14,8,18,10,10,0,66,..,0,3,0,0,0,0,0,0,9,..,0,0,0,3,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222055,..,0,5,6,6,19,14,7,3,67,..,0,6,3,5,3,3,0,0,17,..,0,0,0,0,0,0,0,0,0,23,..,..,..,..,..,..,..,..,23,..,4,..,..,..,..,..,..,..,4,..,7,3,0,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,4,12,9,5,4,37,0,0,0,0,0,0,0,0,0,0,23,17,17,8,22,32,32,22,3,175,..,0,5,7,8,22,13,13,0,68,..,0,3,4,4,0,0,0,0,16,..,0,0,5,4,0,4,0,5,18,22,..,..,..,..,..,..,..,..,22,..,8,..,..,..,..,..,..,..,8,..,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222056,..,0,0,8,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,14,0,0,0,0,0,0,14,..,0,7,5,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,3,4,18,10,4,7,0,0,0,51,..,0,3,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222057,..,0,5,15,14,11,4,0,0,50,..,0,3,4,3,3,0,0,0,22,..,0,0,0,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,8,..,..,..,..,..,..,..,8,..,7,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,0,0,3,10,10,0,0,20,0,0,0,0,0,0,0,0,0,4,20,18,12,27,25,28,18,8,0,153,..,0,5,22,9,12,8,0,0,51,..,0,6,4,4,0,0,0,0,22,..,0,0,0,0,0,0,0,0,5,36,..,..,..,..,..,..,..,..,36,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,10,..,0,0,0,0,0,0,0,0,0
UCL222058,..,0,0,0,3,0,0,0,0,3,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,7,8,0,0,0,0,0,0,12,..,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,14,3,3,3,0,0,0,33,..,0,0,0,8,0,0,0,0,10,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222059,..,0,5,4,3,4,4,8,0,31,..,4,3,0,4,4,0,0,0,18,..,0,0,0,3,0,0,0,0,7,21,..,..,..,..,..,..,..,..,21,..,4,..,..,..,..,..,..,..,4,..,4,0,4,0,0,0,0,0,5,..,0,0,0,0,0,5,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,21,16,8,8,13,13,10,8,0,95,..,0,10,0,6,8,6,0,0,31,..,5,9,3,3,3,0,0,0,17,..,0,0,0,4,0,0,0,0,6,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222060,..,0,7,8,7,11,9,3,0,39,..,0,0,0,0,0,0,0,0,8,..,0,0,0,5,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,5,6,4,0,23,0,0,0,0,0,0,0,0,0,6,16,8,9,8,18,22,9,8,0,106,..,0,4,8,5,8,7,4,0,41,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5,12,..,..,..,..,..,..,..,..,12,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222061,..,0,0,12,10,11,9,3,0,41,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,11,5,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,16,8,14,13,11,9,3,0,102,..,0,3,6,14,10,10,3,0,44,..,0,4,0,5,0,0,0,0,7,..,0,0,0,3,0,0,0,0,9,12,..,..,..,..,..,..,..,..,12,..,5,..,..,..,..,..,..,..,5,..,12,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222062,..,0,6,8,11,18,12,8,0,60,..,0,4,11,7,4,0,0,0,27,..,0,0,0,0,3,0,0,0,6,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,6,0,0,0,0,0,0,10,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,5,13,7,4,4,34,0,0,0,0,0,0,4,0,0,0,16,4,18,20,26,41,22,14,6,163,..,0,5,9,7,17,5,7,0,59,..,0,10,3,12,6,3,0,0,32,..,0,0,3,0,0,0,0,0,6,17,..,..,..,..,..,..,..,..,17,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222063,..,0,5,9,9,27,31,8,4,89,..,0,7,5,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,4,24,..,..,..,..,..,..,..,..,24,..,11,..,..,..,..,..,..,..,11,..,5,5,3,0,0,0,0,0,12,..,0,0,0,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,4,0,5,9,5,6,27,0,0,0,0,0,0,3,0,0,3,24,12,16,17,17,37,44,16,9,192,..,0,9,13,16,31,20,8,0,93,..,0,3,0,0,4,0,0,0,13,..,0,4,6,0,3,4,0,0,13,30,..,..,..,..,..,..,..,..,30,..,9,..,..,..,..,..,..,..,9,..,9,0,0,0,0,0,0,0,7,..,0,0,0,0,0,4,4,0,8,..,0,0,0,0,0,0,0,0,0
UCL222064,..,0,3,6,11,14,12,0,0,49,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,23,..,..,..,..,..,..,..,..,23,..,13,..,..,..,..,..,..,..,13,..,6,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,23,15,15,5,15,19,8,7,0,107,..,0,6,10,14,11,7,4,0,47,..,0,6,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,6,30,..,..,..,..,..,..,..,..,30,..,13,..,..,..,..,..,..,..,13,..,7,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222065,..,0,3,0,11,8,12,0,0,30,..,0,4,0,0,6,0,0,0,12,..,0,0,0,0,3,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,9,4,0,0,16,0,0,0,0,0,0,0,0,0,4,22,8,11,5,18,21,16,5,0,103,..,0,6,0,5,9,9,0,0,30,..,0,5,0,5,3,0,0,0,9,..,0,0,0,4,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222066,..,0,5,3,5,19,10,4,4,45,..,0,10,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,6,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,5,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,6,0,0,0,0,0,8,..,0,0,0,0,4,7,4,0,20,0,0,0,0,0,0,0,0,0,3,15,9,14,11,10,25,22,11,8,120,..,0,3,5,13,19,7,8,0,47,..,0,8,0,0,3,0,0,0,16,..,0,5,0,0,0,0,0,0,7,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222067,..,0,4,5,8,6,10,9,0,29,..,0,9,0,0,0,4,0,0,20,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,9,8,8,6,8,12,16,6,0,78,..,0,0,5,7,5,4,4,0,35,..,3,5,0,0,5,3,0,0,16,..,0,0,3,0,0,0,0,0,11,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,4,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222068,..,0,0,13,11,12,4,5,0,42,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,3,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,7,..,..,..,..,..,..,..,7,..,8,5,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,14,8,8,16,22,9,5,0,92,..,0,4,3,14,8,3,7,0,40,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,4,0,0,0,6,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,5,5,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222069,..,0,0,11,20,22,24,5,0,77,..,0,0,4,0,6,3,0,0,16,..,0,0,0,0,0,0,0,0,3,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,11,8,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,6,0,0,0,5,..,0,5,4,4,11,18,9,0,44,0,0,0,0,0,0,0,0,0,4,50,18,14,16,25,42,41,20,0,227,..,0,6,10,15,27,15,0,0,78,..,0,5,3,4,0,0,0,0,20,..,0,8,0,0,0,0,0,0,11,19,..,..,..,..,..,..,..,..,19,..,12,..,..,..,..,..,..,..,12,..,6,0,0,0,0,0,0,0,6,..,6,0,0,0,0,4,0,5,10,..,0,0,0,0,0,0,0,0,0
UCL222070,..,0,0,0,3,10,9,11,0,33,..,0,4,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,4,9,4,0,0,21,0,0,0,0,0,0,0,0,0,5,12,3,10,3,11,24,14,10,0,100,..,0,0,3,9,3,12,10,0,32,..,0,8,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
