UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL215051,465,417,167,39,224,262,65,116,461,67,349,2193,155,3927,10,7,0,0,0,0,0,4,3,0,0,31,0,47,40,17,7,0,19,17,6,7,22,4,11,40,7,122,19,5,4,5,10,10,0,5,5,4,0,24,0,56,0,0,0,0,0,6,0,3,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,44,0,50,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,0,0,0,0,0,27,0,30,0,0,0,0,0,0,0,0,0,0,3,0,4,14,0,0,0,0,0,0,0,0,0,0,0,4,0,10,64,30,14,7,40,30,6,15,42,9,24,191,11,346,14,11,3,0,10,7,0,5,11,0,6,29,211,268,552,456,187,40,268,303,66,136,513,75,382,2411,379,4548,121,203,46,0
UCL215052,167,100,78,9,43,90,22,27,129,15,139,600,35,1115,9,0,0,0,5,5,0,0,3,0,5,8,0,20,24,12,9,0,11,7,0,0,22,0,13,40,0,107,6,0,3,0,3,0,0,0,3,0,6,19,0,40,0,0,4,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,4,6,0,12,3,0,0,0,0,0,0,0,8,0,0,0,0,4,43,16,13,3,20,16,4,6,33,3,35,87,5,212,0,0,0,0,0,0,0,0,0,0,0,7,50,61,215,116,91,13,63,110,25,33,162,21,165,692,83,1381,43,46,10,0
UCL215053,338,303,138,28,148,173,46,88,347,44,319,1936,119,3300,3,3,0,0,0,0,0,5,6,0,5,31,4,57,33,7,13,3,12,17,0,6,16,6,25,72,5,152,7,6,3,0,3,6,0,5,7,5,9,37,5,78,7,6,0,0,6,3,0,0,4,7,6,20,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,30,0,42,0,6,0,0,0,0,0,0,6,0,5,25,0,31,0,3,0,0,0,0,0,0,0,0,0,27,0,31,0,3,0,0,0,0,0,0,0,0,0,13,0,20,0,3,0,0,0,3,0,0,3,0,5,9,0,11,58,45,24,10,27,42,3,15,40,17,52,258,11,457,4,4,3,0,0,5,0,0,9,0,0,20,202,239,402,345,164,38,180,218,47,103,397,55,373,2216,330,3999,106,182,49,0
UCL215054,260,247,65,29,138,129,39,67,262,36,187,846,65,1742,3,0,0,0,4,3,0,3,5,0,3,15,0,25,10,3,4,6,8,5,0,3,7,3,6,6,3,36,4,0,0,0,0,4,0,3,0,0,6,6,0,15,3,0,0,0,0,0,0,0,0,3,4,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,7,3,23,16,5,7,15,3,19,46,6,126,12,4,8,0,6,0,0,6,4,0,10,23,158,209,303,264,79,37,163,146,40,78,280,44,213,919,228,2077,75,100,17,0
UCL215055,174,87,71,9,89,88,12,44,119,15,112,672,35,1201,3,3,0,0,0,4,0,0,4,0,0,5,5,22,29,15,6,0,5,15,0,11,14,3,9,72,4,147,9,0,3,0,3,3,0,3,0,0,0,18,0,30,0,0,0,0,0,0,0,0,0,0,3,8,0,9,0,0,4,0,0,0,0,0,0,0,5,0,0,6,0,3,0,0,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,13,0,18,3,3,3,0,3,3,0,0,5,0,0,13,0,30,49,26,20,0,12,27,6,16,26,5,21,151,11,287,0,0,0,0,3,0,0,0,5,0,0,13,85,118,225,117,89,9,107,112,19,59,144,21,128,838,136,1605,53,47,24,0
UCL215056,134,145,50,5,68,43,11,39,208,12,114,673,46,1224,7,7,3,0,5,0,0,0,3,0,4,13,0,23,19,15,5,0,11,7,0,11,15,3,11,29,0,81,4,4,4,0,0,0,0,3,4,0,3,15,0,36,5,0,0,0,5,0,0,0,0,0,3,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,14,4,17,11,0,19,27,3,20,84,4,177,13,10,6,0,6,7,0,0,9,5,0,7,154,183,178,178,69,6,84,62,16,58,232,15,138,761,207,1584,52,77,23,0
UCL215057,178,136,65,28,66,87,32,35,162,34,140,827,35,1417,3,0,0,0,4,0,0,0,3,0,0,11,0,17,29,15,7,13,11,27,7,13,16,5,17,32,4,97,8,0,5,3,6,7,0,3,3,0,10,18,0,39,8,5,0,4,0,6,0,0,8,0,12,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,22,15,21,28,39,6,18,35,15,47,72,8,200,10,3,0,0,5,3,0,6,5,0,5,19,96,128,250,160,81,50,93,123,38,59,198,47,189,917,135,1752,62,57,21,0
UCL215058,149,116,45,20,57,71,12,43,141,23,105,507,43,962,8,0,0,0,4,0,0,0,3,0,8,19,6,30,14,6,4,0,3,5,0,0,0,6,9,10,0,36,8,0,0,0,4,0,0,0,0,0,4,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,7,5,12,7,0,4,9,6,16,54,6,105,0,0,0,0,0,0,0,0,0,0,5,18,56,81,173,124,54,20,69,74,10,49,149,28,122,576,100,1147,32,37,8,0
UCL215059,180,138,60,15,61,93,16,30,182,13,149,1045,47,1717,8,10,0,0,3,4,0,0,3,0,8,20,0,39,22,11,6,0,0,16,0,4,8,4,16,52,3,117,11,0,0,0,7,6,3,0,3,0,10,34,5,67,6,4,3,0,5,3,0,0,9,0,0,19,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,36,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,17,8,18,5,3,0,0,3,0,0,0,7,0,3,22,0,32,0,0,0,0,0,0,0,0,0,0,0,10,0,9,58,32,15,3,21,36,6,4,26,4,35,211,10,379,3,8,3,0,0,4,0,0,3,0,3,19,107,149,243,176,80,21,81,134,23,37,214,13,199,1277,165,2249,68,90,14,0
UCL215060,248,203,89,34,107,121,37,70,294,34,223,1266,75,2235,3,0,0,0,0,0,0,0,0,0,0,24,0,36,19,6,9,3,9,8,3,3,16,7,13,27,0,80,11,0,3,5,0,4,0,5,5,0,6,23,0,49,43,11,26,11,34,39,5,13,14,12,20,39,5,151,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,6,0,0,0,3,56,5,77,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,4,20,3,26,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,11,89,27,43,19,56,55,12,21,40,18,37,208,14,454,13,4,4,8,0,10,0,3,3,0,14,35,93,159,350,227,134,54,166,186,49,97,334,54,274,1511,175,2846,70,103,32,0
UCL215061,258,167,68,9,96,108,24,60,176,28,127,888,75,1631,4,0,6,0,0,0,0,6,3,0,0,12,0,23,15,4,7,0,8,5,0,5,5,4,6,19,4,61,3,0,0,0,3,4,0,3,0,0,5,17,0,31,4,0,5,0,4,4,0,0,4,3,4,9,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,0,3,16,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,19,0,15,24,0,9,16,6,21,108,15,214,8,0,0,0,6,0,0,0,7,0,0,24,149,189,303,184,85,8,118,132,20,69,194,33,154,1021,240,2036,62,67,20,0
UCL215062,232,187,56,26,82,117,20,57,180,24,132,659,41,1320,3,0,0,0,0,0,0,0,0,0,0,6,0,11,12,0,3,0,8,5,0,3,8,4,4,9,0,35,3,0,0,0,0,6,0,0,0,0,0,8,5,14,5,4,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,11,24,10,8,0,12,12,4,11,13,0,7,52,3,106,10,8,0,0,3,0,0,4,9,0,4,9,61,100,264,199,64,26,104,137,22,66,199,25,137,727,108,1529,74,81,9,0
UCL215063,120,88,36,4,48,56,11,18,98,14,75,502,28,889,0,3,0,0,3,0,0,0,0,0,0,7,5,12,12,6,6,3,9,9,0,0,13,0,8,16,4,58,3,4,0,0,0,5,3,0,4,0,0,6,0,14,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,9,3,18,14,3,0,19,3,10,38,6,119,3,4,0,0,0,0,0,0,4,0,6,13,50,78,156,101,49,7,67,73,13,26,118,15,95,561,85,1081,45,49,12,0
UCL215064,228,147,76,28,108,87,20,41,160,25,128,755,49,1433,0,0,0,0,4,6,0,0,3,0,0,16,0,24,7,6,0,0,4,7,4,9,0,0,6,4,0,29,0,3,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,7,0,0,0,7,0,20,175,5,217,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,38,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,5,11,0,26,31,27,3,3,22,13,7,10,10,7,32,259,9,355,14,3,8,5,5,3,0,3,4,0,4,33,97,158,264,173,82,36,137,110,30,52,173,30,165,1048,159,1949,64,85,26,0
UCL215065,555,420,151,44,231,237,57,118,459,46,315,1476,122,3135,8,5,3,0,0,3,3,0,3,0,10,13,0,31,26,10,7,6,10,12,0,11,20,0,16,25,8,92,9,3,3,0,3,3,0,0,4,0,0,16,0,33,8,0,0,0,0,5,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,35,3,45,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,6,52,24,16,10,24,25,6,12,29,0,31,135,15,266,31,13,3,0,17,8,0,3,10,0,9,34,314,407,644,457,166,54,270,274,61,136,498,53,353,1640,446,3807,120,155,36,0
UCL215066,258,167,85,10,103,128,24,81,187,33,174,788,71,1584,4,0,4,0,3,0,0,0,0,0,0,3,0,14,25,7,6,0,13,9,0,5,12,0,6,25,0,68,6,0,0,0,5,3,0,0,0,0,3,12,0,26,8,0,0,0,0,0,0,3,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,23,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,8,42,15,12,0,19,16,3,6,15,3,18,86,3,187,15,9,7,5,11,9,5,6,12,4,3,18,204,254,312,191,98,12,133,154,37,98,213,34,198,898,276,2024,55,66,7,0
UCL215067,107,85,43,17,67,56,11,22,87,9,77,446,42,860,3,4,0,0,3,0,0,0,3,0,4,7,0,12,0,0,0,0,0,0,0,0,0,0,3,10,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,7,0,0,3,3,0,11,43,7,69,0,6,0,0,5,3,0,0,3,0,0,11,71,92,116,96,47,15,79,65,13,25,89,11,87,502,118,1022,20,40,10,5
UCL215068,503,276,167,46,187,253,52,127,363,53,329,1272,84,2747,12,12,3,0,0,7,0,5,4,4,10,23,5,59,92,24,48,10,36,39,9,27,32,13,38,89,6,300,19,7,10,5,18,28,6,3,8,6,10,27,7,91,3,5,4,0,4,3,0,0,7,0,8,16,0,30,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,0,0,0,0,21,4,30,4,0,0,0,0,0,0,0,0,0,0,8,0,13,4,0,0,0,0,0,0,0,0,0,0,18,0,26,5,0,0,0,4,0,0,3,3,0,0,9,0,18,3,3,0,0,0,0,0,0,0,0,0,7,0,14,141,55,64,15,61,76,12,41,53,24,71,223,18,582,28,7,6,0,3,10,3,4,6,3,8,37,93,170,662,336,241,55,259,345,72,170,420,81,401,1527,195,3505,105,99,30,0
UCL215069,353,259,115,18,125,160,37,91,289,40,231,1707,89,2888,6,6,0,0,6,0,0,0,4,0,3,34,5,50,26,5,9,0,15,16,0,6,17,5,12,40,0,113,4,0,0,0,3,5,0,0,5,0,3,15,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,3,0,0,21,0,25,44,16,15,6,26,24,0,5,27,0,26,160,6,282,14,7,3,9,0,5,4,3,7,6,0,32,179,250,409,284,130,31,153,188,41,105,319,49,263,1898,274,3424,88,116,35,0
UCL215070,313,364,85,41,167,166,42,83,357,41,297,1252,92,2478,8,3,0,0,0,3,0,0,4,0,6,16,0,32,11,8,10,0,9,10,0,5,7,0,13,26,4,67,4,5,0,0,0,0,0,0,4,0,0,9,0,20,6,5,0,4,4,10,0,0,3,4,8,11,0,31,4,0,0,0,0,0,0,0,0,0,0,7,0,12,3,6,0,0,7,0,0,0,3,0,0,64,0,77,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,11,39,21,12,0,26,24,5,9,27,4,36,181,5,294,16,13,10,0,7,10,4,5,4,0,7,27,239,303,371,394,111,42,201,198,49,95,386,45,338,1458,336,3070,99,143,23,0
UCL215071,264,337,81,7,118,117,12,43,316,29,258,1845,140,3081,0,7,5,0,0,0,0,0,4,0,3,24,0,44,37,15,17,0,12,11,3,4,13,0,15,93,5,179,6,0,0,0,4,3,0,0,4,0,3,20,3,37,9,0,0,0,4,5,0,0,0,0,4,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,15,0,21,9,0,0,0,0,3,0,0,0,0,0,21,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,6,60,33,28,0,20,27,7,6,26,4,37,215,7,384,0,0,0,0,0,0,0,0,0,0,0,5,107,117,325,368,115,9,141,143,21,49,346,32,287,2072,251,3574,129,212,45,0
UCL215072,96,106,31,11,66,54,17,27,69,9,59,641,61,1022,3,13,3,3,40,10,6,6,3,3,3,190,4,253,0,0,0,0,5,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,9,13,8,4,5,14,9,3,3,4,4,7,14,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,0,17,9,0,0,15,3,21,522,53,646,0,0,0,0,0,0,0,0,0,0,0,50,5,51,0,0,0,0,6,0,0,0,0,0,0,56,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,33,11,4,78,36,12,9,23,7,36,835,64,1084,0,0,0,0,0,0,0,0,0,0,0,19,310,335,126,139,42,20,150,89,26,35,97,21,98,1499,436,2441,30,44,7,0
UCL215073,394,268,135,43,181,176,33,76,324,40,253,1207,95,2425,4,0,0,0,0,6,0,0,3,0,3,12,0,25,16,8,7,0,6,10,0,10,4,4,6,16,4,54,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,0,0,0,4,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,14,5,3,19,17,0,4,15,5,9,87,4,158,15,9,9,3,18,10,0,6,6,3,3,21,156,226,443,293,150,46,208,204,30,87,343,52,270,1310,258,2802,92,102,31,0
UCL215074,366,524,113,9,199,150,42,87,455,27,349,2588,159,4273,8,9,5,0,0,5,0,0,5,0,0,29,7,54,32,15,12,0,21,15,5,6,17,0,19,112,9,211,7,4,0,0,0,0,0,3,8,0,12,29,0,47,9,4,9,0,12,0,5,0,6,0,6,27,0,55,5,0,5,0,5,5,0,0,5,0,4,5,0,16,0,0,0,0,5,0,0,0,0,0,3,21,0,27,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,4,0,0,15,0,25,0,5,0,0,9,4,0,0,0,0,0,24,0,38,0,0,0,0,0,0,0,0,4,0,3,9,0,12,70,35,30,4,41,32,11,11,41,8,50,265,14,481,6,4,5,0,7,9,0,0,12,0,5,17,142,177,448,561,144,12,249,190,59,102,506,36,410,2864,321,4934,162,293,52,0
