UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL215089,8,27,62,46,55,88,22,6,5,314,17,15,12,15,8,20,14,0,0,107,0,0,0,3,5,10,6,0,0,25,3,0,4,0,0,3,0,0,0,11,28,38,87,68,77,120,36,5,5,461,0,5,4,0,3,0,0,0,0,15,0,6,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,15,33,44,91,68,78,120,38,5,5,476,11,11,15,13,27,45,122,71,28,343,0,4,10,6,6,3,16,21,5,79,48,60,116,87,110,169,178,98,38,895,0,16,34,30,39,44,4,0,0,168,18,11,41,36,36,49,12,0,0,207,0,4,5,4,4,12,6,0,0,39,4,0,4,0,0,0,0,0,0,15,20,34,83,72,81,106,21,3,0,428,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
UCL215090,4,29,103,84,50,51,14,3,0,346,4,5,14,7,14,15,13,0,0,75,5,0,7,0,4,0,0,0,0,25,0,0,7,4,6,0,0,0,0,9,17,31,135,99,68,70,23,0,0,454,0,5,0,0,6,8,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,5,0,0,0,19,19,36,132,100,75,82,27,0,0,472,22,10,6,16,13,35,98,40,12,256,7,5,12,9,4,13,10,9,9,70,46,48,151,128,90,126,141,50,17,797,0,20,59,28,26,24,0,0,0,162,12,9,52,54,41,45,14,0,0,228,0,0,16,8,6,4,0,0,0,40,0,0,0,0,6,0,0,0,0,9,21,29,122,92,79,80,16,0,0,438,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
UCL215091,5,44,38,56,85,86,22,3,0,338,18,22,10,3,14,25,21,4,0,111,7,0,0,0,4,0,3,0,0,19,0,0,3,0,0,0,0,0,0,7,27,68,47,57,100,119,47,3,0,474,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,32,68,53,57,102,119,47,3,0,479,32,13,9,3,4,29,55,24,3,166,0,4,0,0,5,5,6,0,0,14,60,78,55,63,111,154,99,27,9,662,5,16,19,16,37,41,3,0,0,146,20,32,21,42,41,54,13,0,0,223,0,9,3,3,6,4,5,0,0,26,0,0,0,0,0,0,0,0,0,0,26,47,44,66,85,102,24,0,0,397,0,0,0,0,5,0,0,0,0,5,3,0,0,0,3,4,0,0,0,9,3,0,0,3,3,3,0,0,0,17
UCL215092,9,35,120,204,223,118,27,0,0,738,26,20,22,31,38,46,27,11,0,224,5,0,4,10,14,13,7,0,0,55,0,3,4,0,3,0,0,0,0,12,45,59,149,245,273,179,71,12,0,1029,0,0,3,0,6,11,0,0,0,23,0,6,0,0,5,7,0,0,0,11,0,5,6,0,9,16,0,0,0,36,43,62,157,244,279,189,71,12,0,1067,68,7,17,29,24,58,207,150,46,595,5,0,4,11,7,9,4,11,0,61,117,74,175,284,307,263,285,177,46,1724,3,11,64,99,145,92,13,0,0,420,48,27,65,132,141,82,37,5,0,533,8,7,20,18,15,7,3,0,0,81,0,0,0,0,0,0,0,0,0,0,51,42,145,245,299,183,51,8,0,1038,0,0,5,0,0,5,0,0,0,11,10,5,4,5,3,0,0,0,0,32,10,8,5,7,3,7,0,0,0,45
UCL215093,35,76,272,194,162,116,24,0,0,878,34,17,26,27,28,44,19,0,0,197,0,5,4,15,4,10,3,0,0,42,6,5,4,4,6,0,4,0,0,28,71,100,307,234,199,170,55,0,0,1142,5,4,7,7,3,4,3,0,0,26,3,3,0,0,0,0,0,0,0,9,10,3,4,7,3,9,3,0,0,39,89,108,316,232,205,173,58,0,0,1180,52,16,21,19,31,54,134,68,11,407,0,4,6,11,13,4,4,3,0,51,145,128,349,265,240,227,192,78,11,1634,5,41,104,59,77,55,4,0,0,356,40,38,131,119,94,94,12,0,0,526,6,8,38,14,10,10,7,0,0,89,0,0,3,4,5,0,0,0,0,11,51,83,266,194,188,165,24,3,0,982,3,0,5,0,6,3,0,0,0,14,6,4,4,0,4,4,0,0,0,17,5,7,7,3,6,4,0,0,0,30
UCL215094,0,14,20,38,49,38,0,0,0,155,12,3,3,6,5,3,0,0,0,46,0,0,0,3,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,14,12,26,46,69,50,3,0,0,223,0,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,0,15,19,21,26,51,68,55,3,0,0,239,9,7,3,6,9,18,44,20,0,111,0,0,8,0,3,4,3,6,0,28,29,24,35,57,83,71,52,25,0,378,0,5,10,13,34,17,0,0,0,91,14,11,18,24,27,20,4,0,0,113,3,0,8,0,5,4,0,0,0,24,0,0,0,3,0,0,0,0,0,5,16,20,29,41,71,42,8,0,0,229,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,13
UCL215095,5,22,36,34,37,38,11,0,0,185,3,3,9,12,6,8,0,0,0,48,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,11,30,49,46,46,46,13,0,0,241,0,4,3,0,3,6,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,3,5,3,3,8,0,0,0,27,12,35,53,46,51,54,11,0,0,270,12,4,10,8,13,31,53,21,8,155,0,0,9,5,3,7,5,0,0,32,26,43,67,56,70,94,74,21,8,448,0,11,24,16,17,8,0,0,0,82,8,13,24,23,25,26,3,0,0,128,0,0,7,0,0,0,0,0,0,17,0,0,6,0,0,0,0,0,0,6,11,22,64,42,55,40,3,0,0,238,0,0,0,0,0,3,0,0,0,10,4,0,0,0,0,3,0,0,0,9,4,3,0,0,0,3,0,0,0,16
UCL215096,21,41,113,123,111,74,17,0,0,493,25,15,13,13,17,14,19,4,0,112,6,0,0,0,3,5,0,0,0,14,5,0,3,0,3,0,0,0,0,9,44,54,131,133,139,95,37,4,0,634,0,0,0,0,0,4,0,0,0,6,5,0,0,0,0,0,0,0,0,12,5,3,0,0,4,5,0,0,0,18,49,59,134,130,139,103,35,4,0,656,16,8,12,10,6,24,88,64,21,250,0,0,10,7,7,3,6,4,0,45,73,71,151,149,157,131,133,70,20,949,3,20,56,39,75,36,5,0,0,230,24,16,56,77,49,49,19,0,0,294,8,0,14,6,11,12,4,0,0,51,4,0,3,5,4,4,0,0,0,15,35,38,130,123,139,91,23,0,0,586,0,0,0,4,0,3,0,0,0,9,5,0,0,0,0,0,0,0,0,11,5,0,4,8,4,4,0,0,0,15
UCL215097,19,55,119,119,122,84,17,0,0,534,19,20,27,23,31,29,16,0,0,163,7,4,8,7,4,3,8,0,0,48,5,3,4,5,4,0,0,0,0,26,50,80,156,153,162,118,42,3,0,766,6,0,3,0,3,0,0,0,0,21,8,0,0,0,0,3,0,0,0,13,5,0,7,0,3,5,0,0,0,24,59,87,163,152,169,123,42,3,0,795,62,15,4,7,27,56,96,97,45,421,4,4,10,16,18,6,13,8,3,94,121,111,179,176,208,187,158,110,51,1308,4,23,59,46,73,36,7,0,0,248,22,36,54,91,74,54,15,4,0,345,4,4,17,13,11,0,0,0,0,46,6,3,4,0,0,3,0,0,0,17,26,60,132,155,158,102,28,0,0,659,0,3,0,0,0,0,0,0,0,6,11,3,8,3,0,0,0,0,0,21,9,7,8,6,3,0,0,0,0,28
UCL215098,4,25,76,48,36,38,8,0,0,236,8,8,13,11,4,19,8,0,0,69,3,0,4,0,3,10,0,0,0,16,0,0,0,0,0,0,0,0,0,7,18,34,91,62,44,59,11,0,0,321,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,14,34,94,61,44,59,17,0,0,324,17,5,4,3,8,24,77,47,14,202,4,0,9,0,3,0,0,3,0,21,35,41,105,72,57,85,96,53,16,553,0,9,33,23,21,24,0,0,0,120,7,15,32,28,27,36,9,0,0,150,0,0,16,5,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,6,14,31,78,58,44,64,8,0,0,299,0,0,5,0,0,0,0,0,0,4,3,0,0,3,0,4,0,0,0,10,0,0,7,3,0,4,0,0,0,14
UCL215099,6,13,43,39,32,35,10,0,0,176,7,12,4,13,9,16,7,0,0,69,4,0,0,0,0,4,0,0,0,12,0,4,0,4,3,5,0,0,0,10,12,28,52,56,52,58,20,0,0,277,3,4,3,0,4,5,0,0,0,16,7,0,0,0,3,0,0,0,0,10,8,4,0,0,5,3,0,0,0,24,18,33,51,56,58,64,23,0,0,301,28,9,6,4,25,46,101,71,41,331,4,6,5,6,8,4,9,6,4,55,49,53,61,74,88,114,137,80,43,688,0,10,26,21,18,23,10,0,0,105,14,9,29,27,35,38,17,0,0,170,0,0,0,6,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,4,13,21,55,54,53,67,22,0,0,290,0,3,0,0,3,0,0,0,0,10,3,0,0,0,0,6,0,0,0,7,3,0,0,0,0,7,0,0,0,20
UCL215100,4,8,23,25,35,38,14,0,0,152,15,4,5,6,7,9,13,6,0,60,0,0,3,0,6,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,18,10,35,36,47,54,30,3,0,236,0,3,3,6,0,3,0,0,0,15,0,0,0,0,0,0,3,0,0,6,0,3,3,6,0,3,3,0,0,21,18,14,40,39,47,63,33,3,0,257,11,0,4,11,9,26,73,70,19,230,0,0,4,5,3,7,9,9,0,36,31,16,44,57,58,99,113,83,21,520,0,4,13,10,24,26,0,0,0,83,9,6,18,23,20,41,12,0,0,124,0,0,3,0,0,3,3,0,0,17,0,0,0,0,0,3,0,0,0,12,4,12,32,38,49,71,14,3,0,231,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,12,0,0,0,0,3,3,0,0,0,16
UCL221001,7,13,35,31,41,25,3,0,0,155,8,3,3,0,3,4,3,0,0,30,0,0,5,4,0,5,4,0,0,13,0,0,0,3,0,0,0,0,0,3,13,18,42,41,46,31,10,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,42,41,46,31,10,0,0,203,8,0,0,0,3,10,25,9,0,63,0,5,4,3,6,0,7,0,0,18,22,18,49,42,52,46,40,13,0,284,3,7,17,17,17,11,0,0,0,80,11,3,16,21,22,14,3,0,0,93,0,0,9,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,16,15,35,43,49,30,7,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221002,0,7,28,27,28,32,10,0,0,141,6,0,0,3,4,14,9,0,0,47,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,17,32,31,40,50,17,0,0,198,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,11,17,35,25,38,49,17,0,0,207,9,4,4,5,9,14,45,28,10,128,0,0,0,0,0,3,4,0,0,11,22,20,37,35,50,66,66,30,12,343,0,12,18,20,23,15,5,0,0,83,0,0,9,19,20,30,6,0,0,89,0,0,4,0,0,4,0,0,0,16,0,0,0,0,6,0,0,0,0,4,4,14,30,42,42,47,17,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221003,4,3,35,26,17,22,3,0,0,104,3,0,4,0,5,8,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,8,9,37,28,22,25,6,0,0,141,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,42,28,22,24,6,0,0,148,3,0,0,5,6,12,21,10,0,60,4,0,4,3,6,3,3,0,0,28,19,12,46,35,27,45,25,22,0,230,0,9,9,9,13,12,0,0,0,47,4,5,18,16,15,15,0,0,0,84,0,0,5,4,4,0,0,0,0,9,0,0,0,0,6,0,0,0,0,5,7,9,30,26,31,28,0,0,0,138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL221004,10,17,20,52,76,49,3,0,0,221,15,10,4,9,5,12,10,0,0,75,3,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,26,21,28,70,87,63,15,0,0,321,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,6,0,0,4,0,0,0,0,7,30,27,28,70,92,65,15,0,0,329,20,5,5,4,6,9,30,16,3,97,0,0,3,0,4,0,0,0,0,15,48,35,32,80,101,78,41,20,3,441,5,14,4,32,37,16,3,0,0,101,33,15,9,34,41,29,8,0,0,165,0,0,0,5,5,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,40,24,19,67,81,41,12,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
UCL221005,5,8,27,20,29,22,15,0,0,120,0,0,7,7,6,5,8,0,0,33,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,12,29,34,36,30,25,5,0,161,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,12,34,34,30,30,25,5,0,169,8,0,4,3,6,6,26,23,7,87,0,0,3,0,3,4,4,5,0,23,9,17,38,33,47,40,51,33,8,280,0,4,21,12,10,13,0,0,0,61,5,0,10,9,19,19,9,0,0,68,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,32,18,33,32,13,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL221006,3,9,17,31,22,14,4,0,0,106,8,0,5,7,8,3,4,8,0,42,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,4,19,43,31,25,14,9,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,19,42,31,25,14,9,0,161,9,0,0,3,4,13,32,13,0,75,5,0,0,0,0,3,6,0,0,15,18,10,24,50,34,34,52,20,0,247,0,0,15,8,20,10,6,0,0,55,3,3,18,19,15,19,7,0,0,86,0,0,4,5,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,9,3,37,37,33,26,7,5,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL221007,0,5,20,12,14,13,3,0,0,69,4,0,3,11,4,3,0,0,0,27,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,23,21,19,22,3,0,0,103,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,8,4,10,26,21,26,22,3,0,0,111,0,0,4,3,0,18,34,9,3,77,0,0,5,4,4,4,0,0,0,13,7,10,29,29,35,43,29,14,3,203,0,0,13,9,11,14,0,0,0,50,3,5,10,12,7,15,0,0,0,56,0,0,0,0,0,4,4,0,0,13,0,0,0,0,0,0,0,0,0,4,4,9,23,21,21,34,7,0,0,119,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6
UCL221008,8,3,14,19,18,25,9,0,0,97,6,0,0,5,5,12,8,0,0,32,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,11,8,15,26,23,35,14,3,0,133,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,14,8,17,27,21,37,14,3,0,139,3,0,0,7,0,8,42,30,14,118,4,0,0,3,6,12,13,15,9,63,19,8,21,36,32,53,69,49,25,317,0,6,7,3,16,7,5,0,0,40,8,6,9,13,7,22,6,0,0,73,0,0,4,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,8,8,21,24,27,26,16,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
UCL221009,3,6,24,19,16,14,0,0,0,93,3,6,8,0,3,3,4,0,0,24,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,12,12,30,30,24,25,3,0,0,132,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,12,13,16,32,32,23,20,3,0,0,146,8,0,0,9,0,11,36,7,3,78,0,6,5,4,5,4,0,0,0,19,27,21,36,41,30,38,38,7,3,243,0,5,11,18,9,11,0,0,0,57,7,8,16,14,10,13,9,0,0,68,0,0,6,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,13,33,31,24,27,6,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4
UCL221010,0,7,24,15,20,24,4,0,0,95,6,0,3,4,0,5,5,0,0,20,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,5,13,25,23,22,36,3,0,0,133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,28,24,23,38,4,0,0,140,13,3,4,3,5,12,21,14,5,71,4,0,3,0,3,0,4,0,0,14,24,12,32,35,28,50,29,14,9,227,6,4,8,10,12,7,0,0,0,44,0,0,21,15,12,21,9,0,0,75,4,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,7,8,27,29,28,35,9,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL221011,5,6,18,29,41,27,4,0,0,135,14,5,7,8,5,8,3,0,0,45,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,21,9,21,39,44,38,8,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,26,9,21,36,43,38,12,0,0,192,5,0,0,5,3,0,28,16,3,59,0,0,0,0,0,0,0,0,0,5,33,9,21,43,49,47,39,12,3,259,5,3,8,8,27,14,5,0,0,63,11,0,6,24,25,15,4,0,0,90,5,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,7,23,31,53,28,6,0,0,165,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
UCL221012,4,4,21,19,31,33,4,0,0,105,7,0,5,3,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,6,21,20,28,37,3,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,6,21,20,28,43,3,0,0,139,8,0,0,0,0,9,13,9,3,46,0,0,0,5,3,3,5,0,0,21,21,8,20,28,39,52,17,9,3,199,0,4,6,9,19,8,0,0,0,50,11,0,11,8,13,15,3,0,0,63,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,5,11,26,35,29,3,0,0,121,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4
UCL221013,3,15,22,28,27,30,4,0,0,124,0,0,6,8,10,9,3,0,0,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,5,14,22,34,35,41,9,0,0,164,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,5,16,26,34,37,39,8,0,0,171,6,0,7,3,3,16,19,8,0,65,0,0,0,11,0,7,0,5,0,20,12,20,35,43,42,64,23,12,3,262,0,5,13,9,13,15,0,0,0,60,7,0,11,19,15,17,7,0,0,75,0,0,6,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,10,5,26,31,34,39,7,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL221014,8,6,19,28,42,33,7,0,0,137,8,0,8,8,7,13,12,4,0,55,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,12,31,38,51,43,17,4,0,202,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,18,11,31,38,54,44,17,4,0,209,4,3,0,6,10,27,81,36,13,182,0,0,0,0,0,4,0,0,6,15,18,19,31,51,62,75,102,40,9,410,0,4,12,14,17,14,0,0,0,67,10,5,6,22,28,32,7,0,0,117,3,0,11,3,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,18,29,44,44,54,7,5,0,205,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5
UCL221015,0,4,11,16,25,28,11,0,0,95,0,0,0,0,4,10,8,0,0,25,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,5,4,19,19,27,35,20,0,0,125,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,4,19,19,29,35,20,0,0,129,7,0,0,4,0,6,36,15,3,71,0,0,0,0,4,0,3,0,0,12,10,3,15,20,41,43,58,17,3,209,0,4,5,5,16,9,0,0,0,37,4,3,12,9,15,18,7,0,0,58,0,0,0,0,5,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,10,15,14,27,31,11,0,0,113,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
