UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL215061,0,0,0,12,0,0,0,0,0,5,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,5,0,8,47,20,0,26,3,22,4,20,0,130,11,280
UCL215062,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,21,3,14,0,9,0,76,6,161
UCL215063,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,18,0,4,0,19,0,67,6,140
UCL215064,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,9,50,3,3,35,13,12,0,16,5,85,12,232
UCL215065,0,0,0,15,0,0,0,3,0,0,0,0,0,5,15,21,0,0,0,0,0,0,0,0,0,4,4,7,69,13,4,56,10,39,7,24,5,231,23,473
UCL215066,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,7,9,14,13,0,21,5,16,0,33,0,120,17,238
UCL215067,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,3,0,11,21,7,0,20,4,4,3,10,0,55,7,135
UCL215068,0,6,0,28,0,0,0,0,0,5,0,0,0,3,20,31,0,0,0,0,0,0,0,0,0,14,0,19,44,29,4,49,3,36,6,56,8,455,23,718
UCL215069,0,4,0,49,0,0,0,0,0,0,0,3,0,0,13,18,0,0,0,0,0,0,0,0,0,10,0,13,50,35,8,52,5,25,7,45,7,220,18,477
UCL215070,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,20,0,0,0,0,0,0,0,0,0,5,6,9,43,15,3,48,5,20,3,18,0,110,22,295
UCL215071,0,0,0,42,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,3,4,4,67,20,4,56,9,43,3,31,7,133,10,384
UCL215072,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,4,6,28,5,3,16,4,25,3,15,9,66,6,178
UCL215073,0,0,0,4,0,0,0,0,0,0,0,0,0,3,15,20,0,0,0,0,0,0,0,0,0,10,4,16,38,12,3,50,6,34,3,33,3,190,22,390
UCL215074,0,5,0,46,0,0,0,0,0,0,0,0,0,3,13,15,0,0,0,0,0,0,0,0,0,3,0,3,156,24,3,73,17,57,4,34,9,166,18,559
UCL215075,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,5,0,4,21,3,0,33,0,8,0,14,6,58,12,151
UCL215076,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,6,49,13,5,41,8,25,3,17,0,132,13,304
UCL215077,0,4,0,8,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,5,3,7,27,17,5,33,0,9,0,32,7,117,12,247
UCL215078,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,5,3,52,8,0,41,7,16,0,6,0,56,3,192
UCL215079,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,7,35,18,0,34,4,20,3,22,0,109,19,261
UCL215080,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,4,56,13,4,33,8,27,0,29,0,114,5,288
UCL215081,0,6,0,20,0,0,0,0,0,0,0,0,0,5,17,18,0,0,0,0,0,0,0,0,0,5,5,8,90,16,3,72,5,44,3,30,11,216,23,517
UCL215082,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,9,40,5,0,39,4,16,6,19,3,66,6,207
UCL215083,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,6,7,43,15,5,33,0,12,5,24,3,107,9,261
UCL215084,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,16,0,10,3,16,5,54,3,133
UCL215085,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,3,0,5,18,4,3,12,0,3,0,5,3,41,4,97
UCL215086,0,0,0,19,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,5,8,8,60,10,0,45,3,36,5,38,8,189,13,415
UCL215087,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,5,32,7,0,24,6,23,6,7,3,59,9,180
UCL215088,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,23,16,0,28,0,22,4,25,0,78,4,209
UCL215089,0,4,0,7,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,8,11,54,7,10,43,3,15,3,24,0,115,15,290
UCL215090,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,3,3,6,56,8,4,41,3,22,0,9,7,89,12,254
UCL215091,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,29,21,0,25,6,17,0,20,3,58,3,174
UCL215092,0,6,0,76,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,6,0,4,87,10,0,59,9,55,5,45,8,231,18,522
