UCL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL212005,9805,5678,6691,5936,5670,5397,4591,2964,1312,48039,6,14,11,16,12,15,14,9,8,103,0,8,14,0,3,4,8,6,0,48,133,284,277,157,212,168,98,52,41,1426,0,4,6,3,4,0,3,3,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,130,298,300,166,226,175,114,61,41,1507,137,316,312,180,235,187,134,72,46,1617,9949,5993,7000,6117,5903,5585,4728,3034,1352,49657
UCL212006,7164,4471,5276,5039,5092,4611,3260,1563,608,37076,0,0,4,0,0,8,8,5,0,29,0,0,0,4,0,4,3,0,0,15,69,91,111,71,59,52,35,29,24,548,6,4,0,4,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,98,118,83,70,60,42,32,24,601,79,97,119,84,68,61,48,37,23,624,7241,4565,5397,5119,5159,4669,3313,1597,636,37702
UCL212007,4926,2111,2191,3545,3130,2294,2092,1001,393,21671,7,9,0,5,3,5,3,0,5,38,0,0,0,0,3,3,0,0,0,13,93,110,87,85,77,81,76,25,7,636,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,116,92,82,87,89,84,26,7,676,102,122,92,90,88,91,89,26,14,706,5028,2232,2285,3628,3215,2383,2181,1025,403,22382
UCL212008,5005,3003,3725,3349,3065,3223,2791,1652,701,26522,6,0,0,5,5,8,9,12,6,53,0,4,3,8,4,4,6,4,0,34,113,181,211,152,144,156,179,161,129,1424,0,0,0,6,3,10,0,0,0,25,0,4,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,190,214,169,152,171,192,168,129,1499,116,191,214,171,161,183,200,177,130,1550,5123,3193,3939,3523,3223,3405,2996,1832,837,28071
UCL212009,5504,3516,4090,3785,3951,4040,3516,2120,1003,31529,3,0,5,4,4,8,10,10,3,43,4,0,0,0,0,3,5,3,0,23,117,175,199,131,133,157,103,62,77,1161,0,0,4,0,0,4,10,0,0,21,0,5,4,0,0,0,4,0,3,19,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,190,210,132,135,171,121,67,81,1232,130,191,213,142,135,180,130,80,93,1281,5634,3707,4305,3927,4085,4216,3646,2192,1094,32811
UCL213001,2287,1383,1571,1321,1443,1609,1735,1271,515,13127,0,4,7,0,4,5,3,7,0,34,0,0,0,0,0,0,0,3,0,13,46,83,50,58,56,89,55,31,27,492,0,0,5,0,6,11,3,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,88,53,64,65,102,62,34,29,545,50,91,61,64,68,113,67,34,31,576,2333,1477,1630,1381,1512,1718,1800,1307,543,13701
UCL213002,1458,767,954,1245,1369,1417,1556,976,454,10180,4,0,5,0,4,5,0,6,0,26,0,0,0,0,0,0,0,0,0,8,25,40,49,35,31,42,35,20,14,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,55,35,33,47,37,23,15,304,28,43,54,35,36,54,37,28,14,332,1480,811,1008,1280,1402,1468,1589,1003,470,10516
UCL213003,2044,1306,1554,1317,1363,1416,1368,943,465,11783,4,3,8,7,3,5,4,4,0,28,0,0,5,0,7,0,0,0,0,13,25,44,56,40,33,45,33,23,14,319,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,46,55,40,48,49,43,25,14,350,32,51,66,51,48,55,47,31,14,383,2069,1359,1623,1362,1413,1469,1416,974,483,12160
UCL213004,2934,1475,1979,1617,1568,1647,1635,1007,356,14224,0,4,3,0,0,0,7,6,0,15,5,0,0,0,0,0,0,0,5,6,45,43,57,23,21,26,19,5,6,248,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,57,23,25,25,24,5,3,261,47,50,64,23,31,28,22,11,8,277,2978,1523,2042,1642,1602,1671,1662,1018,365,14500
UCL213005,2795,1522,1668,1832,1815,2104,2202,1232,407,15576,0,0,0,3,0,0,5,6,0,20,3,0,0,0,4,3,7,0,0,9,34,55,22,27,31,31,25,18,9,252,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,53,28,27,30,30,30,24,8,271,41,53,25,27,39,36,35,23,8,294,2835,1576,1694,1859,1852,2141,2237,1258,421,15867
UCL213006,2570,1210,877,1656,1568,1171,840,543,210,10650,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,6,12,42,19,18,11,8,9,12,3,133,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,23,21,10,10,8,12,5,153,14,43,23,24,10,10,11,12,3,158,2587,1251,903,1678,1579,1189,851,561,219,10810
UCL213007,2964,1755,2107,1780,1729,1923,1666,1155,565,15651,4,7,9,4,4,4,4,8,0,42,0,0,4,4,5,0,0,0,0,15,34,98,92,57,56,58,33,20,24,475,0,0,3,3,8,3,3,0,0,21,0,0,3,0,7,3,0,0,0,16,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,103,100,67,78,73,36,23,24,537,35,107,104,63,80,81,47,31,24,580,3001,1862,2212,1844,1812,2004,1710,1185,590,16229
UCL213008,3256,1723,2314,2206,2039,1514,1346,664,247,15299,0,0,0,0,0,6,3,0,0,7,0,0,0,0,4,0,0,0,0,5,30,49,48,23,15,20,15,6,3,200,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,50,48,25,19,22,16,7,3,212,31,50,48,25,19,20,18,12,3,220,3286,1770,2363,2226,2054,1537,1367,673,251,15520
UCL213009,2254,1339,1522,1522,1515,1431,1214,811,284,11897,0,0,0,0,3,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,30,39,23,24,9,16,19,7,10,171,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,29,28,9,21,19,7,10,184,27,39,29,28,13,21,21,7,13,190,2282,1374,1551,1546,1533,1447,1233,816,295,12086
UCL213010,2451,1606,1942,1567,1767,2068,2031,1171,528,15136,4,5,6,4,5,9,5,11,0,47,0,0,4,0,0,0,0,0,0,5,48,48,58,33,40,39,25,15,4,315,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,61,34,42,48,28,13,4,335,53,53,68,39,48,54,33,28,4,388,2499,1659,2011,1610,1817,2120,2065,1206,542,15525
UCL213011,2390,1535,1698,1426,1654,1829,1612,972,438,13558,7,3,0,0,8,5,4,5,4,42,0,0,0,4,0,0,0,0,0,3,89,70,72,72,59,47,43,38,22,500,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,74,72,74,59,54,45,38,22,513,102,79,76,71,66,55,46,43,22,559,2491,1613,1776,1498,1723,1888,1657,1015,466,14118
UCL213012,1609,1033,961,1055,1289,1513,1365,719,313,9854,0,0,0,0,11,7,0,0,3,25,0,0,0,0,0,0,0,0,0,4,24,53,57,66,53,68,41,19,9,391,4,0,0,0,0,8,3,0,0,19,0,0,0,4,7,6,0,0,0,19,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,53,60,74,62,83,47,19,16,445,29,53,60,76,71,89,48,17,14,467,1640,1082,1025,1132,1357,1599,1417,739,327,10323
UCL213013,2489,1460,1707,1581,1605,1611,1529,991,443,13415,3,0,0,3,0,0,12,3,0,31,0,3,4,0,8,0,0,0,0,18,47,80,84,48,68,56,38,19,19,457,0,0,3,0,13,0,3,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,86,93,59,88,64,43,28,19,516,53,89,97,57,85,63,58,29,19,544,2539,1544,1809,1636,1695,1679,1589,1021,463,13955
