UCL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
UCL215044,21,38,21,21,82,112,27,69,14,400,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,4,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,22,12,3,12,5,0,0,0,62,0,22,6,0,4,7,0,5,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,0,9,4,0,0,0,0,0,0,10,0,0,4,0,3,7,0,0,0,23,6,11,11,5,8,5,0,4,0,53,18,16,31,30,16,13,0,0,3,130,0,0,0,0,0,0,0,0,0,4,4,11,0,0,5,0,0,0,0,18
UCL215045,38,85,48,46,152,205,65,136,20,792,0,4,3,0,0,5,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,8,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,15,0,4,0,0,5,0,0,0,0,12,9,34,22,7,26,7,4,3,0,112,5,31,12,7,8,4,0,3,0,69,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,6,0,0,0,20,0,0,3,0,0,0,0,0,0,9,0,0,3,12,7,7,5,0,0,34,0,7,5,0,4,3,0,0,0,20,3,3,4,3,8,9,0,0,0,29,4,14,21,10,19,4,6,11,0,88,14,40,62,50,32,17,5,16,7,230,0,0,4,5,0,0,0,0,0,16,6,12,5,0,3,3,0,5,0,35
UCL215046,21,40,31,11,81,113,39,63,9,404,0,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,5,0,4,0,0,5,0,0,0,0,14,0,3,0,0,5,0,0,0,0,9,5,10,4,4,4,5,0,0,0,35,11,15,10,4,0,0,0,4,0,37,0,0,3,0,0,4,4,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,3,0,5,0,18,0,6,0,3,0,5,0,0,0,21,3,5,4,3,0,11,0,4,0,32,3,7,7,5,11,5,6,11,0,65,10,14,19,13,14,11,7,0,0,88,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,0,0,0,18
UCL215047,24,23,25,27,126,165,49,112,23,570,0,3,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,6,0,3,10,6,0,0,0,29,0,0,0,0,0,3,0,0,0,5,0,4,3,5,8,3,0,0,0,20,0,0,0,5,3,0,3,0,0,15,13,21,13,3,16,3,0,0,0,60,3,17,0,0,3,0,0,0,3,28,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,0,4,0,0,4,3,0,0,3,11,0,3,0,0,0,4,0,0,0,11,0,5,4,0,6,0,0,0,0,13,0,3,0,3,3,0,0,0,0,14,0,8,3,5,13,4,4,4,0,58,8,20,26,25,32,4,0,0,0,122,0,0,0,0,0,0,0,0,0,7,7,6,8,7,3,0,0,0,0,34
UCL215048,14,26,22,27,98,120,36,70,17,429,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,7,0,0,13,0,0,0,0,7,0,0,0,0,12,3,13,13,4,10,4,0,0,4,50,0,9,3,5,0,3,0,0,0,25,0,0,3,0,4,7,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,4,6,4,0,0,0,0,10,0,0,5,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,13,0,3,0,0,0,0,0,0,0,12,4,5,3,5,7,0,0,0,0,24,9,6,14,6,12,0,3,4,0,55,11,19,12,17,11,6,3,0,0,82,0,3,3,0,0,0,0,0,0,8,3,8,3,5,0,0,0,0,0,21
UCL215049,32,43,30,23,50,62,18,39,9,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,5,8,4,8,4,8,4,0,0,34,14,17,10,8,12,3,0,0,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,11,0,3,0,4,4,4,0,5,0,20,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,3,0,0,0,10,5,9,0,4,0,0,0,3,0,28,7,10,7,10,3,0,0,0,0,39,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL215050,30,97,62,45,111,211,55,150,19,770,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0,8,0,6,0,7,0,28,0,0,0,0,0,3,0,0,0,5,0,0,5,0,5,4,0,0,0,13,0,0,0,0,0,0,0,3,0,8,10,25,4,5,3,4,4,4,4,70,3,7,0,0,0,0,0,0,0,22,0,4,0,0,0,3,0,0,0,18,0,4,0,0,3,0,0,5,0,13,0,6,7,6,3,3,4,4,0,28,3,0,0,0,0,0,0,0,0,5,3,12,17,11,5,10,3,12,0,69,0,3,3,0,3,3,0,0,0,14,7,13,8,0,9,8,0,6,0,52,9,23,7,9,18,13,15,13,0,113,11,26,35,17,11,17,5,6,0,133,3,9,0,0,0,6,0,0,0,15,0,6,5,0,0,0,0,4,0,18
UCL215051,59,74,46,51,180,262,79,172,15,936,0,7,0,7,4,7,3,4,0,42,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,5,6,0,0,17,0,0,4,0,3,0,0,0,0,8,0,0,4,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,9,41,23,14,17,0,0,0,0,100,8,39,9,0,8,0,0,10,0,82,0,3,5,0,0,0,6,0,0,12,0,0,3,0,0,0,0,0,0,6,6,0,3,3,3,0,0,0,0,12,0,3,3,0,4,0,0,0,0,16,0,3,8,3,8,8,0,0,0,40,0,9,5,0,6,0,0,0,0,20,6,9,4,8,17,16,6,3,0,68,12,32,28,12,22,16,11,12,5,154,21,41,53,55,36,25,5,9,3,251,0,4,0,5,3,0,0,0,0,20,9,0,10,4,6,4,0,0,0,37
UCL215052,17,39,30,20,48,55,15,35,12,266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,7,9,4,0,0,0,0,0,29,6,8,5,4,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,4,3,3,0,0,0,0,21,5,12,0,0,0,0,0,0,0,14,0,0,5,0,8,0,0,3,0,19,0,5,4,4,5,3,0,7,0,29,5,12,19,8,11,10,3,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
UCL215053,47,102,63,67,159,215,89,149,18,911,0,4,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,0,0,0,17,0,0,0,0,0,0,0,0,0,5,4,8,0,4,0,3,4,0,0,24,0,0,0,0,0,4,0,3,0,11,14,41,30,18,15,15,6,5,4,151,10,34,19,13,17,7,6,12,0,114,0,3,3,0,4,0,0,0,0,15,0,4,0,0,0,4,0,0,0,4,0,0,0,3,5,0,0,0,0,8,4,3,3,3,8,0,0,0,0,24,0,7,10,4,6,8,0,4,0,48,3,14,4,0,3,0,3,3,0,29,0,3,7,8,14,11,8,3,4,55,12,17,24,13,32,26,15,9,0,142,14,26,43,36,30,27,0,13,0,177,0,0,0,0,0,5,0,4,0,10,0,6,8,6,3,3,0,0,0,34
UCL215054,17,33,34,30,79,98,21,56,15,378,0,3,3,5,6,0,3,4,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,3,5,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,25,7,4,4,8,0,3,0,60,6,20,7,0,8,4,0,0,0,36,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,6,4,0,0,0,6,0,0,3,5,6,0,0,0,0,20,0,8,0,0,5,5,0,0,0,19,0,3,5,10,12,3,3,4,0,49,12,12,23,27,30,14,5,0,0,116,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8
UCL215055,31,57,18,24,43,66,14,52,5,307,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,5,7,0,8,0,3,3,0,36,9,13,3,0,0,3,0,3,0,36,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,5,0,0,0,0,14,0,10,8,0,0,3,0,0,0,18,0,3,0,4,0,0,0,0,0,6,8,0,6,0,7,4,5,6,0,29,0,7,5,4,4,6,3,0,3,41,5,13,20,19,12,9,3,0,0,82,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,11
UCL215056,25,23,18,22,107,71,19,33,13,336,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,7,0,0,0,29,3,13,0,3,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,3,0,0,4,5,0,0,0,11,4,3,4,3,4,0,0,0,0,12,0,4,0,0,5,0,4,3,0,13,3,8,3,5,7,0,0,5,0,27,0,25,24,13,15,10,0,6,0,98,0,0,4,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,8
UCL215057,14,35,31,24,80,88,37,51,8,357,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,4,3,12,5,0,4,0,0,0,0,30,0,7,0,0,4,0,0,4,0,14,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,3,5,0,0,0,0,0,0,9,0,5,6,0,0,0,0,0,0,16,0,0,3,0,3,0,0,0,0,5,0,0,3,4,0,0,4,0,0,16,0,12,14,0,13,9,5,8,0,67,11,24,24,16,17,10,5,6,5,118,0,4,5,0,0,0,0,0,0,8,3,5,4,0,3,0,0,0,0,15
UCL215058,14,24,14,11,31,57,19,32,8,207,0,6,0,0,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,8,6,5,3,0,0,0,0,32,5,14,6,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,3,6,0,6,0,0,0,0,14,0,8,5,3,4,3,4,0,0,24,0,5,16,18,9,8,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215059,39,74,55,36,92,104,33,60,11,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,20,11,7,7,0,0,3,0,51,10,22,7,6,9,7,0,10,0,67,0,8,6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,9,4,0,6,3,0,0,25,0,7,0,0,0,0,0,0,0,7,0,6,3,5,3,0,0,0,0,17,5,24,30,7,9,18,0,8,0,103,6,13,24,26,11,13,0,8,6,98,0,4,3,0,8,8,0,0,0,26,0,3,0,0,0,0,0,0,0,3
UCL215060,34,71,50,33,145,137,46,86,14,624,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,6,6,7,21,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,8,7,21,11,14,19,9,0,0,0,83,16,32,10,4,5,3,0,3,0,81,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,4,0,8,8,0,0,0,20,0,0,0,3,5,3,0,0,0,14,0,5,3,0,9,3,0,4,0,28,0,7,3,0,0,0,0,0,0,17,3,0,3,0,5,4,4,0,0,20,0,14,8,12,11,8,0,3,0,60,8,29,57,42,8,27,6,11,4,184,0,0,0,0,0,3,0,0,0,5,3,9,5,0,8,0,0,5,0,28
UCL215061,15,41,23,22,84,156,24,66,3,438,0,0,6,0,10,6,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,13,0,4,8,0,0,0,0,30,8,16,9,3,4,7,0,4,4,53,0,8,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,4,0,0,0,7,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,3,4,0,4,0,0,0,0,17,0,9,0,0,4,5,0,0,0,16,3,9,11,7,6,8,0,8,0,53,8,12,19,26,14,15,4,0,4,104,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7
UCL215062,16,30,11,23,69,74,26,73,15,325,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,10,0,7,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,16,3,0,7,4,0,0,4,35,4,3,0,0,0,3,4,4,0,19,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,4,4,6,9,6,0,0,0,46,4,12,23,22,8,11,3,3,7,96,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,4,0,0,13
UCL215063,11,31,17,13,48,61,25,44,5,246,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,11,11,4,3,0,0,0,0,29,3,8,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,0,10,0,4,0,0,4,0,0,0,0,7,0,0,5,0,4,0,0,0,0,14,4,8,8,9,6,6,0,3,0,40,5,13,10,4,14,9,0,0,0,49,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,6,0,0,0,14
UCL215064,16,30,35,16,113,139,25,74,10,457,0,0,4,0,10,7,5,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,3,10,0,0,0,0,41,4,0,4,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,7,0,8,0,0,0,0,18,0,11,9,11,7,4,3,7,3,63,9,13,22,39,18,42,0,4,0,154,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,13
UCL215065,31,50,27,37,138,202,61,117,21,700,5,5,3,7,11,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,10,5,0,0,29,0,0,0,0,0,3,0,0,0,4,0,4,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,27,17,15,11,9,0,10,0,97,5,22,8,0,7,8,0,5,0,47,0,7,0,0,3,3,0,0,0,18,0,0,0,0,0,3,4,0,0,9,0,0,0,3,4,3,0,0,0,18,0,0,0,0,8,0,0,0,0,7,3,0,4,3,10,6,0,0,0,31,0,8,0,0,0,4,0,0,4,19,4,0,5,7,3,3,0,0,0,24,5,9,9,7,23,9,5,8,0,75,18,40,37,47,25,26,4,15,4,220,3,0,3,0,0,0,0,0,0,4,0,5,9,3,8,0,0,0,5,33
UCL215066,8,40,21,27,67,70,14,45,10,300,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,13,13,11,8,0,0,0,0,44,5,17,7,0,3,0,0,0,0,28,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,10,3,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,10,3,3,5,0,8,5,6,0,0,30,7,15,32,16,11,15,0,6,4,102,0,0,0,0,3,0,0,0,0,3,0,4,0,3,0,0,0,0,0,9
UCL215067,13,13,15,8,30,58,18,66,4,223,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,3,0,6,0,6,0,0,0,0,18,0,3,5,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,3,5,0,0,3,0,0,0,13,3,4,5,0,4,8,3,3,0,30,0,12,14,16,7,21,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
UCL215068,36,74,52,39,102,104,39,73,9,530,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,21,0,0,0,0,0,0,4,0,0,6,0,3,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,0,0,10,5,30,14,7,14,4,0,0,0,77,4,23,8,8,3,0,0,3,3,51,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,18,0,0,0,0,5,4,0,0,0,8,4,10,5,3,3,0,0,4,0,28,0,3,3,0,6,3,0,0,0,19,0,4,3,0,13,7,0,9,0,32,5,25,13,11,9,10,0,16,6,88,21,30,39,34,27,29,4,3,0,184,0,6,0,0,0,0,0,0,0,3,0,0,4,3,7,0,0,5,0,20
UCL215069,39,101,66,34,85,177,55,109,20,685,0,4,4,3,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,10,8,3,10,3,0,0,0,25,0,0,0,3,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,11,0,0,0,0,5,0,0,0,0,4,8,20,10,3,10,7,3,10,0,71,24,34,14,3,9,11,7,11,4,105,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,16,0,3,0,0,0,4,0,0,0,13,0,10,4,8,9,4,4,0,0,32,4,5,5,0,0,4,0,0,0,22,4,0,13,12,8,9,8,0,0,56,6,17,7,13,13,14,4,13,0,92,20,35,39,27,23,36,7,10,0,198,6,8,0,0,0,0,0,0,0,13,3,9,7,5,0,0,0,0,0,25
UCL215070,22,48,41,37,149,148,39,100,17,604,0,3,5,0,10,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,5,6,3,9,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,4,0,16,0,0,0,0,0,3,0,0,0,3,3,38,24,13,21,9,7,0,5,112,4,21,11,6,4,4,0,5,0,56,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,5,0,0,0,10,4,7,11,10,8,6,5,4,0,45,5,0,4,3,0,0,0,0,0,17,0,10,7,7,12,7,3,7,3,59,7,20,17,26,27,10,3,9,0,111,0,3,0,0,0,0,0,0,0,3,5,0,3,5,3,0,0,0,0,16
UCL215071,47,72,48,41,178,285,85,167,12,935,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,4,5,6,4,0,0,0,37,0,0,0,0,6,0,0,0,0,12,0,9,3,0,7,8,0,0,0,35,0,0,3,0,7,0,0,0,0,13,10,36,17,8,6,11,0,3,0,90,3,30,12,0,0,3,0,0,0,46,3,9,4,6,9,9,3,0,0,41,0,0,3,0,0,0,0,0,0,3,3,0,3,5,14,12,0,0,0,35,0,0,6,4,5,0,0,0,0,14,6,12,12,12,15,10,7,10,0,72,0,7,3,0,5,3,5,0,0,18,12,13,13,4,18,18,9,5,0,86,0,28,30,12,35,14,14,12,4,151,18,35,49,34,23,30,3,3,3,205,5,5,0,0,3,0,0,0,0,14,4,6,11,5,4,0,0,0,0,28
