UCL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL214015,67,95,223,258,215,218,94,13,0,1184,0,4,4,7,3,10,0,0,0,33,0,0,0,0,0,0,0,0,0,0,8,3,5,3,12,11,3,0,0,37,0,0,0,0,3,0,0,0,0,8,0,0,10,13,9,3,5,0,0,34,4,4,4,6,5,4,3,0,0,30,25,13,26,30,29,22,10,0,0,168,37,10,10,13,11,11,3,0,0,96,0,0,4,4,3,3,5,0,0,18,5,0,0,0,0,0,0,0,0,4,0,6,11,10,4,7,0,0,0,33,0,0,0,5,3,6,0,0,0,9,0,3,3,13,10,12,0,0,0,46,0,5,3,9,3,6,6,0,0,31,0,7,9,16,15,16,4,0,0,56,6,6,36,47,32,17,3,0,0,157,6,18,65,74,60,72,16,0,0,307,0,0,0,0,0,5,0,0,0,9,5,4,13,9,12,9,0,0,0,55
UCL214016,71,114,277,199,254,247,79,13,3,1266,0,0,0,5,10,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,3,3,17,26,24,33,10,0,0,121,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,13,0,0,0,0,4,0,0,0,0,8,28,20,28,15,38,36,8,0,0,178,41,15,22,17,19,18,9,0,0,133,0,0,0,3,5,3,4,3,0,19,0,0,7,5,0,0,0,0,0,15,0,0,3,0,5,3,0,0,0,15,0,0,0,0,6,0,0,0,0,8,0,0,15,6,16,5,0,0,0,39,0,0,9,6,6,4,0,0,0,23,0,3,5,13,21,22,0,0,0,64,7,8,30,37,23,41,4,0,0,150,3,37,90,58,99,86,28,0,0,411,0,3,0,5,0,8,0,0,0,16,0,4,16,9,4,7,5,0,0,48
UCL214017,52,59,110,156,198,242,150,33,3,1003,0,0,0,0,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,4,0,0,0,19,0,0,0,3,0,6,0,0,0,6,0,0,5,10,5,5,4,3,0,34,0,6,0,0,3,0,4,0,0,13,15,14,6,10,15,26,9,4,0,93,21,9,13,5,14,18,5,0,0,88,6,5,0,3,3,8,0,0,0,16,0,0,0,5,0,0,0,0,0,15,0,0,0,8,13,5,0,0,0,23,0,0,4,3,5,9,0,0,0,19,0,0,7,15,15,26,17,4,0,95,0,3,0,9,10,10,4,0,0,27,0,0,8,19,26,23,6,0,0,85,0,7,24,34,34,45,22,3,0,168,3,11,31,38,64,80,29,0,0,251,0,3,3,4,6,9,3,0,0,26,0,0,4,0,11,8,0,0,0,26
UCL214018,57,98,245,257,346,422,182,19,0,1633,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,7,13,11,4,0,0,40,0,0,0,0,8,0,0,0,0,12,0,0,9,12,12,9,7,0,0,48,0,0,3,3,14,4,4,0,0,29,23,24,21,20,32,36,9,0,0,168,18,24,18,21,21,16,3,0,0,122,0,5,11,3,7,8,4,0,0,41,0,0,3,3,7,6,0,0,0,15,0,0,7,8,18,10,3,0,0,46,0,0,7,3,3,3,5,0,0,26,0,0,19,22,19,30,16,5,0,118,0,0,3,12,14,13,0,0,0,50,0,4,12,26,31,36,10,0,0,116,5,9,26,38,45,61,15,0,0,202,0,22,59,69,96,135,39,0,0,421,0,3,8,8,6,10,4,0,0,32,0,4,16,15,18,16,4,0,0,70
UCL214019,63,110,249,214,247,240,83,7,0,1210,3,6,12,5,6,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,13,13,0,10,12,3,0,0,60,0,0,0,0,0,0,4,0,0,9,0,8,0,8,10,15,4,0,0,51,0,0,8,5,4,0,0,0,0,16,18,18,44,19,33,24,11,0,0,166,41,19,29,17,17,14,0,0,0,143,0,0,15,6,12,7,4,0,0,36,0,0,0,3,0,0,0,0,0,5,0,0,3,8,6,5,0,0,0,20,0,0,4,0,0,4,0,0,0,15,0,0,6,6,11,10,0,0,0,29,0,0,6,9,8,13,0,0,0,42,0,6,13,19,29,25,0,0,0,92,0,8,27,19,26,31,3,0,0,113,8,16,52,50,65,63,14,7,0,279,0,4,3,0,3,0,0,0,0,17,0,0,8,3,12,8,3,3,0,32
UCL214020,57,134,281,197,204,233,75,11,0,1201,0,4,5,0,0,6,0,3,0,24,0,0,6,0,7,0,0,0,0,19,8,12,40,14,19,10,3,0,0,104,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,14,0,7,4,4,0,6,4,0,0,12,21,14,20,13,31,20,3,0,0,119,20,15,21,14,19,13,9,0,0,109,0,0,0,4,4,4,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,7,0,3,5,0,0,0,14,0,0,5,6,9,4,3,0,0,27,0,4,3,8,8,8,3,0,0,34,3,0,13,17,26,14,5,0,0,78,0,10,19,24,26,22,8,0,0,102,6,40,81,66,79,78,21,3,0,375,0,3,0,6,4,0,0,0,0,18,0,0,3,0,0,0,3,0,0,15
UCL214021,79,147,247,252,301,186,60,5,0,1282,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,0,15,11,21,11,0,0,0,73,0,0,0,0,0,0,0,0,0,9,0,4,17,16,14,7,0,0,0,64,0,0,3,4,7,8,0,0,0,22,22,22,17,22,30,14,0,0,0,128,30,11,12,5,4,4,0,0,0,73,0,3,10,10,8,3,0,0,0,35,0,0,4,0,3,0,0,0,0,6,0,3,5,3,8,3,4,0,0,26,0,0,4,7,6,0,0,0,0,23,0,5,14,12,12,4,3,0,0,48,0,5,7,10,11,10,0,0,0,32,0,4,17,17,15,9,6,0,0,70,3,12,36,47,50,27,10,0,0,189,0,25,65,74,75,56,11,0,0,314,3,0,3,4,5,4,0,0,0,22,0,12,12,8,13,6,5,0,0,52
UCL214022,118,133,295,299,310,268,88,11,4,1535,0,0,3,0,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,5,7,8,8,7,4,0,0,38,0,0,0,4,0,5,0,0,0,10,0,0,4,14,14,5,0,0,0,34,0,0,0,3,5,3,0,0,0,16,54,41,39,46,56,41,13,0,0,284,27,24,25,19,23,14,5,0,0,139,0,0,0,4,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,7,0,0,0,34,0,0,0,0,3,8,0,0,0,20,0,0,10,12,9,7,0,0,0,52,5,0,13,16,14,8,0,0,0,49,3,7,4,16,10,13,6,0,0,55,0,3,27,42,46,28,4,0,0,154,8,37,81,88,107,130,20,0,0,474,0,6,5,9,0,8,0,0,0,31,3,0,15,10,20,21,4,0,0,78
UCL215001,15,28,38,39,75,102,47,10,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,14,9,0,0,29,6,0,5,4,8,7,4,0,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,3,0,0,0,9,0,0,0,0,3,3,0,0,0,9,0,0,3,9,12,7,7,0,0,33,0,0,0,0,0,6,0,0,0,6,0,0,0,5,13,11,0,0,0,23,0,0,5,7,11,24,0,0,0,52,0,0,8,7,15,20,7,0,0,64,0,0,3,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,10
UCL215002,30,41,83,91,111,104,43,9,0,512,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,16,0,0,0,0,0,7,0,0,0,5,7,0,12,16,16,17,4,0,0,67,7,0,5,6,17,3,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,3,0,0,18,0,0,0,0,3,5,0,0,0,15,0,0,4,16,10,6,0,0,0,35,0,4,15,20,14,13,0,0,0,67,4,10,20,26,32,34,9,0,0,132,0,0,0,0,3,0,0,0,0,8,4,0,7,0,5,0,0,0,0,14
UCL215003,28,49,97,140,144,171,81,15,0,731,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,8,0,0,0,17,0,0,3,6,3,0,0,0,0,11,17,5,6,11,10,19,3,0,0,81,14,10,9,3,14,6,6,0,0,72,0,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,0,0,5,0,3,9,5,9,4,3,0,0,27,0,0,3,3,0,0,0,0,0,4,0,0,8,27,15,14,8,0,0,69,0,3,3,3,8,4,0,0,0,29,0,0,4,10,21,18,7,0,0,60,0,0,13,17,22,40,5,0,0,106,0,6,25,29,31,46,12,0,0,155,0,6,4,0,5,4,0,0,0,17,0,0,6,3,0,3,0,0,0,17
UCL215004,17,18,63,52,74,74,25,4,0,338,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,8,0,14,8,3,0,0,40,9,3,14,18,17,16,7,0,0,81,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,0,0,0,0,11,0,0,3,0,6,0,0,0,0,14,0,0,4,6,6,4,0,0,0,19,0,0,0,8,0,5,0,0,0,12,0,0,0,4,9,7,3,0,0,25,3,0,7,14,14,12,0,0,0,51,0,0,5,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6
UCL215005,12,15,44,29,50,35,21,0,0,205,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,17,3,0,0,4,6,4,0,0,0,13,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,12,0,0,9,4,3,0,3,0,0,16,0,5,14,9,14,9,5,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL215006,30,47,130,162,105,109,24,3,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,10,5,12,9,0,0,0,26,0,0,0,6,0,0,0,0,0,9,10,15,11,14,12,18,0,0,0,71,17,9,12,3,4,4,0,0,0,45,0,0,0,4,0,5,0,0,0,12,0,0,0,4,0,0,0,0,0,5,0,0,5,6,6,0,0,0,0,16,0,0,0,3,0,0,0,0,0,10,0,3,7,6,0,6,0,0,0,26,0,0,0,8,4,0,0,0,0,14,0,0,12,14,22,13,0,0,0,73,0,0,18,29,18,11,0,0,0,81,0,8,29,29,29,24,3,0,0,127,0,0,3,4,0,0,0,0,0,10,0,0,3,0,5,3,0,0,0,16
UCL215007,31,43,58,131,125,111,58,15,0,570,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,10,4,0,0,37,0,0,0,0,4,0,0,0,0,5,13,4,4,15,16,8,4,0,0,66,8,4,3,14,7,4,0,0,0,35,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,0,3,8,3,0,0,0,11,0,0,7,5,18,7,5,0,0,45,0,0,0,4,10,5,0,0,0,20,0,0,9,3,14,4,0,0,0,35,0,0,13,27,20,28,7,0,0,90,0,0,14,23,29,31,10,0,0,116,3,0,0,9,0,3,0,0,0,19,0,0,6,4,4,0,0,0,0,10
UCL215008,35,33,98,111,128,89,26,0,0,522,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,19,8,9,9,10,6,0,0,0,61,21,0,3,5,4,0,0,0,0,36,0,0,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,7,6,0,4,0,0,0,17,0,0,4,3,0,0,0,0,0,8,0,0,4,9,4,6,0,0,0,20,0,0,5,4,4,0,0,0,0,14,0,0,7,19,19,6,4,0,0,53,0,5,10,23,19,8,3,0,0,66,4,10,42,32,44,19,6,0,0,149,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,3,0,0,0,14
UCL215009,12,9,23,37,37,43,7,5,0,171,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,19,5,0,0,5,0,5,5,0,0,21,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,3,4,0,6,0,0,0,16,0,0,3,3,5,3,0,0,0,18,0,3,0,8,15,13,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
UCL215010,49,66,58,132,150,134,43,8,0,630,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,8,12,5,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,4,16,12,4,0,0,0,44,0,0,0,5,4,0,0,0,0,9,13,10,4,14,17,10,0,0,0,64,27,11,0,5,4,3,0,0,0,44,0,0,0,0,0,6,0,0,0,7,4,0,3,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,17,0,0,0,0,3,4,0,0,0,14,0,0,5,16,12,3,0,0,0,36,0,0,0,0,4,5,0,0,0,13,0,0,6,10,8,5,0,0,0,32,0,0,17,30,22,21,3,0,0,105,0,6,15,16,37,23,10,0,0,110,4,0,3,3,0,0,0,0,0,16,3,0,6,0,3,4,0,0,0,15
UCL215011,4,20,32,28,55,48,21,5,0,217,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,9,0,0,0,23,6,0,3,4,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,3,0,0,9,0,5,4,4,0,0,21,0,0,4,6,9,7,0,0,0,26,0,3,10,17,15,11,7,0,0,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
UCL215012,39,33,89,141,189,138,56,14,0,702,0,0,4,0,5,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,3,8,8,16,6,6,4,0,0,42,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,6,25,4,10,13,9,16,6,0,0,83,17,5,9,10,20,21,6,0,0,87,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,7,13,17,7,0,0,0,45,5,0,5,7,7,9,4,0,0,24,0,3,6,28,19,14,3,0,0,69,0,3,19,34,27,22,6,0,0,119,0,4,23,46,68,58,19,0,0,223,0,0,0,0,6,4,0,0,0,11,0,0,0,4,0,3,0,0,0,17
UCL215013,44,91,368,347,206,90,27,0,0,1173,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,15,10,11,5,0,0,0,47,0,0,4,3,0,0,0,0,0,11,0,0,18,5,3,6,0,0,0,32,0,4,13,10,9,5,0,0,0,32,13,12,15,30,11,3,0,0,0,88,24,5,16,10,6,3,0,0,0,66,0,0,24,14,5,8,0,0,0,55,0,0,0,7,0,0,0,0,0,10,0,0,20,11,9,3,0,0,0,38,0,0,8,4,3,4,0,0,0,22,0,3,12,14,6,7,0,0,0,35,0,0,5,3,9,4,4,0,0,20,0,0,23,29,12,8,0,0,0,77,0,0,46,33,21,10,0,0,0,114,6,18,99,70,26,18,9,0,0,233,0,0,5,0,3,0,0,0,0,8,0,4,8,8,0,3,0,0,0,28
UCL215014,18,24,82,52,83,65,12,0,0,335,4,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,7,0,7,6,0,0,0,13,0,0,7,0,0,0,0,0,0,13,4,0,8,4,5,8,0,0,0,27,4,3,0,0,4,5,0,0,0,17,0,4,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,6,0,0,0,15,0,0,7,5,4,7,0,0,0,28,0,0,20,13,18,14,0,0,0,72,0,0,0,3,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,16
UCL215015,39,36,95,114,130,121,36,9,0,576,0,0,0,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,9,8,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,16,0,0,0,0,5,0,0,0,0,4,3,5,12,9,15,22,0,0,0,66,11,19,22,19,23,16,12,0,0,123,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,3,5,0,0,0,0,10,0,0,0,0,9,0,0,0,0,16,0,3,4,17,7,8,0,0,0,36,0,6,4,7,8,3,0,0,0,25,0,0,0,18,19,9,0,0,0,45,0,0,11,16,20,11,0,0,0,64,0,3,11,9,16,27,3,0,0,75,0,0,3,0,0,4,0,0,0,12,0,3,6,0,4,4,0,0,0,18
UCL215016,57,72,255,213,191,176,53,8,0,1014,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,15,17,15,21,0,0,0,73,0,0,0,6,0,0,0,0,0,9,0,0,12,9,10,5,0,0,0,36,0,0,5,3,8,4,0,0,0,17,6,15,18,17,23,22,5,0,0,108,30,3,3,8,6,0,0,0,0,49,0,0,3,0,11,3,6,0,0,31,0,0,4,4,0,0,0,0,0,4,0,0,3,9,4,6,0,0,0,21,0,0,3,4,0,0,0,0,0,9,0,5,11,6,0,3,0,0,0,27,0,4,9,6,7,8,0,0,0,37,0,0,17,23,21,11,3,0,0,74,4,8,34,23,17,13,4,0,0,96,3,19,53,38,51,32,10,0,0,211,0,0,3,0,4,3,0,0,0,11,3,8,10,6,4,0,0,0,0,29
UCL215017,36,70,125,145,122,120,23,6,0,645,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,5,0,0,0,30,0,0,0,3,3,6,0,0,0,12,11,10,8,14,17,11,4,0,0,71,21,9,0,8,8,4,0,0,0,44,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,6,18,4,4,0,0,0,37,3,0,5,8,6,6,0,0,0,20,0,3,11,8,10,3,0,0,0,36,3,3,27,23,20,15,4,0,0,89,3,14,31,24,33,32,5,0,0,151,0,3,4,0,0,0,0,0,0,15,0,0,8,5,4,3,0,0,0,31
UCL215018,34,59,117,98,117,134,44,12,0,613,0,0,4,0,4,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,3,15,8,12,13,10,16,0,0,0,77,11,5,11,0,9,9,4,0,0,51,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,5,5,9,3,5,0,0,0,22,0,0,3,3,3,4,0,0,0,16,0,0,3,8,10,12,6,0,0,37,0,0,16,24,18,16,4,0,0,87,0,10,23,24,28,44,17,0,0,158,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,15
UCL215019,27,30,81,116,131,115,17,4,0,530,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,10,0,0,7,10,4,4,0,0,0,26,0,0,0,9,3,0,0,0,0,12,11,7,9,3,9,13,0,0,0,53,21,8,12,9,6,7,3,0,0,69,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,3,0,0,3,3,0,4,0,0,0,11,0,0,6,10,5,8,0,0,0,35,0,0,8,0,7,8,0,0,0,22,0,0,11,5,7,0,4,0,0,38,0,0,10,24,31,16,3,0,0,84,0,5,11,21,31,16,7,0,0,90,4,4,6,7,6,0,0,0,0,30,0,0,5,4,5,0,0,0,0,19
