UCL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL215074,74,100,329,271,290,207,60,9,0,1335,0,0,4,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,3,10,6,6,6,0,0,0,45,0,0,5,0,0,0,0,0,0,7,0,0,20,7,13,7,0,0,0,51,5,0,6,0,7,0,0,0,0,15,25,20,21,10,32,19,6,0,0,121,19,5,5,10,5,5,0,0,0,49,0,0,18,22,15,18,0,0,0,73,0,0,0,0,0,0,0,0,0,9,0,4,14,11,17,3,0,0,0,46,0,0,8,3,4,0,6,0,0,18,0,3,20,11,15,5,0,0,0,59,5,4,4,15,13,7,0,0,0,47,0,8,21,28,27,14,8,0,0,107,0,8,54,43,35,22,3,0,0,172,6,17,63,53,49,39,9,0,0,234,4,5,9,3,4,0,3,0,0,20,0,3,14,11,8,10,0,0,0,55
UCL215075,14,22,59,51,33,55,19,0,0,255,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,4,7,3,10,8,0,0,0,33,0,4,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,6,5,4,0,0,0,21,0,0,9,6,5,5,0,0,0,30,0,4,11,14,8,14,3,0,0,61,0,0,0,0,0,0,0,0,0,5,0,3,0,4,6,0,0,0,0,9
UCL215076,23,30,95,94,111,107,37,14,0,506,5,4,4,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,8,6,19,18,21,14,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,5,7,5,10,4,3,0,0,54,14,0,13,8,5,9,8,0,0,58,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,11,4,6,0,0,0,27,0,0,0,4,5,3,0,0,0,17,0,0,6,7,10,7,3,0,0,34,0,4,15,13,17,10,4,0,0,58,0,8,22,19,17,20,7,0,0,94,0,0,0,0,0,0,0,0,0,6,0,0,9,0,3,0,3,0,0,20
UCL215077,15,13,55,71,65,76,43,6,0,342,0,0,0,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,5,3,6,0,0,0,17,0,0,0,3,0,0,0,0,0,4,0,0,3,6,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,10,0,0,0,30,4,0,6,7,9,12,0,0,0,46,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,6,3,4,8,0,0,0,23,0,0,0,4,0,4,3,0,0,6,0,0,5,12,0,4,0,0,0,17,0,0,6,13,9,6,0,0,0,43,0,4,7,17,26,23,4,0,0,85,0,0,0,3,5,0,0,0,0,11,0,0,3,0,0,4,8,0,0,14
UCL215078,16,46,123,119,106,91,16,6,0,524,0,0,6,0,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,12,3,0,0,25,0,0,0,0,4,0,0,0,0,5,0,3,9,0,6,6,0,0,0,23,0,0,0,6,0,0,0,0,0,12,9,9,12,12,11,8,0,0,0,63,13,4,7,4,5,4,0,0,0,33,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,4,0,6,8,9,4,6,0,0,0,29,0,0,9,6,4,0,0,0,0,21,0,0,5,3,3,0,0,0,0,9,0,0,22,15,15,7,0,0,0,68,3,7,37,23,29,15,6,0,0,125,0,0,0,0,6,0,0,0,0,9,0,5,10,9,3,0,0,0,0,25
UCL215079,21,37,91,61,90,76,30,15,0,419,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,3,0,0,0,0,0,0,9,23,4,6,7,15,8,4,0,0,56,7,0,6,7,8,3,0,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,7,0,0,0,17,0,0,0,0,5,0,0,0,0,4,0,3,3,4,7,8,0,0,0,21,0,7,5,8,6,9,5,0,0,36,0,13,21,25,31,39,5,0,0,138,0,0,6,0,3,0,0,0,0,5,0,0,5,0,3,0,3,0,0,15
UCL215080,21,46,135,93,85,72,25,4,4,478,0,0,4,6,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,4,7,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,6,0,0,3,6,3,4,0,0,0,20,0,0,0,0,0,3,0,0,0,3,8,4,4,5,14,7,0,0,0,49,7,3,9,7,4,0,0,0,0,34,0,0,0,4,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,11,0,4,6,6,0,0,24,0,3,0,0,0,0,0,0,0,13,0,3,13,11,3,7,0,0,0,39,0,0,19,19,13,14,0,0,0,69,0,16,30,26,23,31,4,0,0,137,0,0,0,0,0,0,0,0,0,8,3,6,9,0,0,6,0,0,0,25
UCL215081,59,58,230,160,198,183,57,11,0,960,0,3,8,5,3,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,9,10,15,16,11,0,0,0,64,0,3,13,8,17,0,0,0,0,37,0,0,6,3,6,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,16,8,14,13,20,23,5,0,0,92,18,5,9,6,4,10,4,0,0,62,0,0,9,6,3,4,0,0,0,24,0,0,0,3,0,0,0,0,0,13,0,0,6,0,3,3,0,0,0,13,0,0,0,0,7,0,0,0,0,7,0,6,9,3,8,3,0,0,0,41,0,0,11,3,11,0,4,0,0,31,0,0,10,6,15,4,0,0,0,35,4,0,35,25,21,18,5,0,0,109,3,24,56,41,54,57,14,0,0,252,0,0,4,0,0,5,0,0,0,11,0,5,5,6,6,3,0,0,0,34
UCL215082,36,43,111,133,139,84,28,0,0,585,4,0,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,14,0,0,7,4,0,0,0,0,0,6,16,5,10,12,16,8,0,0,0,55,15,3,0,0,4,0,0,0,0,25,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,0,4,3,4,6,6,3,0,0,29,0,0,3,11,5,0,0,0,0,15,0,0,12,18,11,11,4,0,0,46,3,3,17,22,13,18,5,0,0,82,0,12,25,36,43,30,9,0,0,153,4,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,19
UCL215083,28,41,83,70,85,92,32,3,0,445,0,0,9,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,11,6,12,11,10,9,0,0,0,51,0,4,10,0,5,5,0,0,0,27,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,5,0,0,0,21,4,0,7,6,11,10,0,0,0,49,8,9,17,25,34,40,3,0,0,141,0,0,0,0,0,0,0,0,0,3,0,4,4,6,0,4,0,0,0,22
UCL215084,21,24,72,43,54,41,20,0,0,270,0,4,0,8,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,9,0,6,9,9,6,0,0,0,45,4,6,3,4,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,0,0,0,0,7,0,0,10,0,3,9,0,0,0,26,0,5,20,15,12,19,6,0,0,80,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,14
UCL215085,17,12,56,74,64,65,20,6,0,309,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,16,0,0,0,4,0,3,0,0,0,7,5,3,4,11,6,10,0,0,0,35,7,0,4,3,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,19,0,0,4,23,7,3,0,0,0,40,0,8,8,13,8,11,0,0,0,48,0,3,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,13
UCL215086,49,77,186,187,178,119,45,3,0,845,0,0,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,3,5,7,7,5,0,0,0,21,0,0,5,0,6,0,0,0,0,15,0,0,5,6,9,0,0,0,0,19,0,0,0,0,9,6,0,0,0,15,22,13,18,14,19,11,0,0,0,102,23,11,4,5,4,0,0,0,0,56,0,0,0,3,9,0,4,0,0,15,0,0,5,8,0,0,0,0,0,12,0,0,7,3,7,4,3,0,0,22,0,0,0,3,4,4,0,0,0,12,0,0,9,9,5,10,3,0,0,42,0,0,0,8,0,3,0,0,0,18,0,3,18,26,12,10,5,0,0,83,3,6,25,39,28,17,0,0,0,121,5,8,47,55,47,37,8,0,0,215,4,0,0,0,4,0,0,0,0,9,0,4,5,4,3,3,0,0,0,24
UCL215087,26,27,86,91,98,83,25,0,0,440,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,19,0,0,3,0,0,0,0,0,0,3,0,0,3,5,4,0,0,0,0,17,0,0,0,0,3,7,0,0,0,10,3,5,6,8,9,11,0,0,0,37,12,5,3,0,4,0,0,0,0,27,0,0,3,9,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,6,0,0,3,5,6,3,0,0,0,18,0,0,3,0,3,0,0,0,0,15,0,0,9,9,5,8,3,0,0,20,4,0,7,10,20,14,0,0,0,57,0,3,9,15,21,23,6,0,0,80,0,0,0,0,0,0,0,0,0,9,3,9,3,6,7,0,0,0,0,20
UCL215088,16,23,43,60,103,95,34,0,0,382,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,0,0,3,0,4,6,0,0,0,11,0,0,5,0,4,4,0,0,0,27,5,0,8,0,5,5,3,0,0,37,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,5,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,14,0,0,3,0,3,3,5,0,0,15,0,0,0,0,9,0,0,0,0,11,0,0,9,11,20,20,3,0,0,64,5,3,5,17,35,32,5,0,0,96,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,4,0,0,0,10
UCL215089,28,38,87,68,77,120,36,5,5,461,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,15,6,10,5,7,4,10,0,0,0,46,3,5,6,0,6,4,0,0,0,26,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,3,0,0,4,3,8,8,0,0,0,24,0,3,16,9,12,7,0,0,0,56,9,6,35,34,35,51,12,0,0,185,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,9
UCL215090,17,31,135,99,68,70,23,0,0,454,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,8,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,4,0,18,3,9,11,3,0,0,59,8,0,8,3,7,8,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,3,0,0,5,0,0,0,10,0,3,3,13,4,7,0,0,0,29,0,0,0,8,5,5,3,0,0,20,0,0,6,11,3,0,3,0,0,21,0,0,23,15,10,3,0,0,0,51,0,10,43,24,18,30,0,0,0,127,0,0,0,0,0,0,0,0,0,7,0,4,4,3,0,4,0,0,0,6
UCL215091,27,68,47,57,100,119,47,3,0,474,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,15,0,0,0,6,3,0,0,0,0,3,0,0,0,8,6,7,4,0,0,34,0,3,3,5,5,4,0,0,0,18,5,14,7,0,4,8,0,0,0,48,14,6,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,5,7,4,0,0,0,13,0,0,0,0,3,0,0,0,0,7,0,4,0,9,11,13,6,0,0,39,0,0,0,0,4,4,0,0,0,8,0,3,8,3,5,3,0,0,0,16,0,0,4,9,8,23,3,0,0,51,0,11,8,11,13,24,5,0,0,69,0,0,0,0,0,3,0,0,0,5,0,0,3,3,5,0,0,0,0,14
UCL215092,45,59,149,245,273,179,71,12,0,1029,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,3,0,0,11,16,0,0,0,0,32,0,0,0,5,4,0,0,0,0,6,0,0,5,0,13,0,0,0,0,18,0,0,0,4,3,3,0,0,0,10,23,10,11,9,20,11,0,0,0,75,22,6,3,0,8,11,5,0,0,58,0,0,3,4,12,8,0,0,0,24,0,0,0,8,0,0,0,0,0,14,0,0,0,17,12,9,0,0,0,41,0,0,4,4,4,5,0,4,0,19,0,0,14,33,27,8,5,0,0,94,0,0,5,3,7,3,0,0,0,22,0,3,11,32,25,17,3,0,0,91,0,5,27,45,59,36,5,0,0,182,4,3,46,60,73,49,14,0,0,254,0,0,5,5,4,4,0,0,0,15,0,4,6,3,12,12,0,0,0,43
UCL215093,71,100,307,234,199,170,55,0,0,1142,0,3,6,9,4,6,9,0,0,26,0,0,0,0,0,0,0,0,0,0,4,4,11,13,16,5,3,0,0,59,0,0,3,0,0,0,0,0,0,4,0,8,14,12,10,9,0,0,0,44,0,3,10,3,3,3,0,0,0,27,16,17,25,20,21,27,0,0,0,127,18,5,13,16,15,8,0,0,0,68,0,0,4,9,5,3,5,0,0,23,0,0,0,0,3,0,0,0,0,7,0,0,5,6,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,16,7,4,4,0,0,0,39,4,0,8,7,10,6,0,0,0,36,0,5,16,7,12,7,0,0,0,44,0,7,41,36,24,19,0,0,0,126,3,22,71,37,43,54,10,0,0,234,3,4,4,3,5,0,0,0,0,20,5,7,21,14,12,3,0,0,0,65
UCL215094,14,12,26,46,69,50,3,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,6,4,0,6,10,0,0,0,37,6,9,3,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,24,0,0,6,10,13,6,0,0,0,30,3,3,6,9,13,11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12
UCL215095,11,30,49,46,46,46,13,0,0,241,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,6,3,0,0,0,27,4,3,5,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,5,9,0,0,0,0,9,0,0,0,8,6,9,0,0,0,20,0,3,6,4,5,6,0,0,0,22,0,9,25,14,22,15,0,0,0,86,0,0,5,0,0,0,0,0,0,5,0,0,5,3,4,0,0,0,0,6
UCL215096,44,54,131,133,139,95,37,4,0,634,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,5,6,14,5,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,8,3,3,4,0,0,0,27,0,0,0,0,0,7,0,0,0,7,18,13,19,20,14,7,6,0,0,88,5,0,3,5,6,3,0,0,0,28,0,0,3,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,0,12,0,3,7,0,0,0,0,0,0,13,0,0,9,10,13,6,0,0,0,34,0,0,0,3,0,6,4,0,0,17,4,0,6,6,11,3,3,0,0,36,0,7,23,18,16,12,4,0,0,80,3,8,33,22,24,30,4,0,0,116,0,0,0,0,7,0,5,0,0,9,3,0,11,4,6,3,0,0,0,32
UCL215097,50,80,156,153,162,118,42,3,0,766,0,0,0,3,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,12,5,8,9,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,10,8,5,4,0,0,0,28,0,0,5,5,0,0,0,0,0,12,10,11,11,11,12,14,6,0,0,75,4,5,0,5,12,0,0,0,0,39,0,0,4,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,4,0,0,0,16,0,3,0,7,10,6,0,0,0,15,0,3,5,6,3,0,0,0,0,25,0,0,7,4,5,8,3,0,0,24,0,0,7,4,8,3,0,0,0,21,0,12,21,28,28,19,3,0,0,97,0,6,34,33,46,28,0,0,0,143,0,0,0,9,7,0,0,0,0,15,0,4,14,12,8,0,0,0,0,28
UCL215098,18,34,91,62,44,59,11,0,0,321,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,3,4,7,0,8,9,0,0,0,39,4,4,0,0,0,6,0,0,0,23,0,0,0,5,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,10,5,9,3,0,0,0,27,0,0,8,14,6,4,3,0,0,34,0,3,23,17,16,22,7,0,0,89,0,0,4,5,5,0,0,0,0,12,0,0,3,5,3,0,0,0,0,17
UCL215099,12,28,52,56,52,58,20,0,0,277,0,0,8,5,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,10,5,7,11,4,0,0,0,37,9,3,3,6,3,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,4,6,3,0,0,0,12,0,0,7,10,5,14,3,0,0,48,0,4,14,14,15,25,8,0,0,81,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,5,0,0,0,8
UCL215100,18,10,35,36,47,54,30,3,0,236,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,3,8,0,3,10,0,0,0,28,5,4,7,0,10,5,0,0,0,25,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,9,0,0,0,3,7,5,0,0,0,17,0,0,3,4,5,12,3,0,0,34,0,3,4,10,17,19,9,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
