UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL215007,0,0,0,85,3,0,0,0,0,4,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,5,64,18,3,105,18,26,8,18,0,11,7,283
UCL215008,0,0,0,41,3,0,0,3,0,4,0,0,0,0,13,26,0,0,0,0,0,0,0,0,0,0,0,3,84,8,6,104,17,44,5,11,0,6,13,291
UCL215009,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,29,4,3,0,9,0,7,4,71
UCL215010,0,4,0,123,4,3,0,11,0,0,0,0,0,0,11,33,4,0,0,0,0,0,0,0,0,0,0,5,96,24,4,161,15,31,10,8,5,17,12,374
UCL215011,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,22,3,3,0,6,3,9,7,76
UCL215012,0,0,0,35,3,4,3,8,0,0,0,0,0,0,10,31,0,0,0,0,0,0,0,0,0,0,0,0,81,22,6,92,26,21,4,7,4,18,12,286
UCL215013,0,0,0,87,5,0,0,11,0,4,0,0,0,0,16,47,0,0,0,0,0,0,0,0,6,0,0,6,179,21,9,201,53,129,15,30,8,37,25,713
UCL215014,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,3,37,9,3,67,11,34,4,8,5,4,5,177
UCL215015,0,0,0,25,5,0,0,6,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,6,52,18,5,64,10,22,9,20,0,5,9,213
UCL215016,0,0,0,56,7,0,0,3,0,5,0,4,0,3,15,34,0,0,0,0,0,0,0,0,0,0,3,5,82,10,3,137,33,75,11,29,5,33,19,441
UCL215017,0,0,0,63,11,0,0,9,0,4,0,5,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,7,79,14,9,143,23,43,5,16,0,9,4,344
UCL215018,0,0,0,15,8,0,0,6,0,0,0,3,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,40,15,6,90,14,34,4,13,6,24,4,248
UCL215019,0,0,0,24,3,0,0,4,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,44,27,5,85,17,22,3,8,5,17,16,246
UCL215020,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,33,0,8,0,0,4,9,3,77
UCL215021,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,40,4,22,0,4,0,7,4,121
UCL215022,0,0,0,49,0,0,0,3,3,4,0,0,0,4,8,29,0,0,0,0,0,0,0,0,0,0,4,0,65,18,7,111,19,68,8,29,7,71,13,405
UCL215023,0,0,0,9,0,0,0,7,0,0,0,0,0,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,36,5,17,0,6,5,9,8,126
UCL215024,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,43,9,5,45,4,19,3,12,0,15,0,150
UCL215025,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,24,7,9,0,4,9,9,0,79
UCL215026,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,20,5,14,0,6,0,11,0,79
UCL215027,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,22,8,18,4,5,0,9,8,87
UCL215028,0,0,0,19,0,3,0,5,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,3,43,16,0,87,9,33,6,13,8,11,9,232
UCL215029,0,0,0,32,0,0,0,3,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,43,34,0,75,8,41,7,17,3,12,7,239
UCL215030,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,34,3,19,0,3,0,14,4,98
UCL215031,0,0,0,9,3,0,0,0,0,4,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,27,8,5,34,3,15,0,3,4,14,3,111
UCL215032,0,0,0,14,0,0,0,0,0,0,0,3,0,6,5,22,0,0,0,0,0,0,0,0,0,0,0,3,51,10,13,75,8,29,3,10,3,26,8,230
UCL215033,0,0,0,114,6,0,0,0,0,6,0,0,0,0,14,33,0,0,0,0,0,0,0,0,0,0,0,5,160,6,3,169,31,78,9,8,9,7,15,494
UCL215034,0,0,0,6,0,0,0,4,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,20,0,9,0,5,0,9,3,69
UCL215035,0,0,0,16,6,0,0,7,0,3,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,3,43,16,4,81,12,32,5,11,0,7,10,219
UCL215036,0,0,0,23,0,0,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,26,3,9,56,12,21,6,8,4,13,3,158
UCL215037,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,4,27,8,0,23,3,22,0,10,5,3,5,105
UCL215038,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,30,4,24,0,10,6,21,9,121
UCL215039,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,37,4,31,3,9,5,20,6,126
UCL215040,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,17,5,3,27,0,9,0,3,0,8,5,86
UCL215041,0,0,0,24,6,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,0,0,0,0,0,6,47,16,9,106,12,60,5,10,6,25,13,298
UCL215042,0,0,0,13,0,0,0,0,0,3,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,29,6,4,40,8,28,5,9,0,11,10,147
UCL215043,0,0,0,33,0,3,0,0,3,0,0,3,0,0,12,21,0,0,0,0,0,0,0,0,0,0,6,8,92,18,6,163,30,69,5,14,6,17,15,434
UCL215044,0,0,0,12,3,0,0,5,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,3,5,33,9,5,92,23,17,4,4,0,8,7,197
UCL215045,0,0,0,32,3,0,0,3,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,4,0,4,54,10,8,127,23,68,6,17,7,33,12,363
UCL215046,0,0,0,26,3,0,0,0,0,0,0,0,0,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,35,9,3,74,11,30,9,11,9,15,10,209
UCL215047,0,0,0,16,8,0,0,0,0,0,3,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,3,3,56,9,5,98,17,61,9,11,0,10,11,285
UCL215048,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,3,5,71,19,32,0,15,3,17,3,202
UCL215049,0,3,0,19,0,0,3,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,11,4,19,6,12,8,3,3,11,0,85
UCL215050,0,0,0,153,11,0,0,10,0,5,0,0,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,5,110,23,9,113,30,45,6,23,0,17,12,391
UCL215051,0,0,0,46,0,0,0,0,0,6,5,0,0,3,30,49,0,0,0,0,0,0,0,0,0,0,0,4,69,15,0,146,25,66,12,14,6,34,34,417
UCL215052,0,0,0,15,0,0,0,5,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,17,5,5,23,4,15,3,5,0,9,5,98
UCL215053,0,4,0,33,3,0,0,10,0,4,0,0,0,0,21,47,0,0,0,0,0,0,0,0,0,0,0,4,68,24,4,147,16,42,15,12,6,18,21,359
UCL215054,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,29,12,3,45,6,29,8,14,5,20,4,170
UCL215055,0,0,0,12,0,0,0,0,0,4,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,40,5,16,0,9,0,6,7,106
UCL215056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,41,7,31,3,12,5,14,9,145
UCL215057,0,0,0,20,4,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,31,9,5,69,17,18,3,9,3,13,0,179
UCL215058,0,0,0,9,0,0,0,3,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,27,3,13,0,0,0,8,7,80
UCL215059,0,0,0,21,0,0,0,4,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,35,13,5,73,9,20,5,10,5,18,7,191
UCL215060,0,0,0,18,4,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,3,3,39,16,0,97,10,39,6,18,4,16,11,256
UCL215061,0,0,0,23,4,0,0,4,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,3,0,48,3,4,58,14,21,0,0,0,9,6,167
UCL215062,0,0,0,19,0,0,0,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,5,21,7,0,52,5,25,0,4,0,8,3,132
UCL215063,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,23,8,0,40,3,23,0,7,7,13,0,125
UCL215064,0,0,0,15,0,0,0,5,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,4,32,6,3,58,14,38,0,4,0,19,4,182
UCL215065,0,0,0,24,5,0,0,4,0,3,0,0,0,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,50,11,9,93,19,44,7,17,7,36,9,289
UCL215066,0,0,0,5,0,0,0,3,0,6,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,40,6,29,5,14,6,19,6,144
UCL215067,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,4,22,3,0,29,0,9,0,0,0,8,5,76
UCL215068,0,0,0,19,0,0,0,0,0,0,0,0,0,4,8,16,0,0,0,0,0,0,0,0,0,0,0,4,35,14,4,65,3,27,5,17,3,22,8,205
UCL215069,0,0,0,61,5,0,0,3,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,65,21,4,135,23,21,3,7,3,23,10,310
UCL215070,0,0,0,10,9,0,0,3,0,3,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,3,0,6,46,15,5,78,9,34,6,14,9,44,7,275
UCL215071,0,0,0,114,4,0,0,8,0,3,0,0,0,3,15,37,0,0,0,0,0,0,0,0,0,0,5,3,126,20,7,217,25,63,12,10,0,19,22,518
UCL215072,0,0,0,17,0,0,0,0,0,3,0,0,4,0,6,21,0,0,0,0,0,0,0,0,0,0,4,4,43,9,4,30,0,42,0,13,9,27,6,189
UCL215073,0,0,0,18,4,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,3,30,10,0,74,10,36,0,18,5,21,7,215
UCL215074,0,3,0,108,4,0,0,5,0,3,0,0,0,0,22,41,0,0,0,0,0,0,0,0,0,0,0,4,147,24,8,234,51,106,13,24,4,39,20,676
UCL215075,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,4,18,0,4,28,5,24,6,7,0,15,3,117
UCL215076,0,0,0,21,7,0,0,3,5,4,0,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,6,4,58,13,0,63,12,28,3,6,0,12,11,211
UCL215077,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,32,17,3,52,5,19,0,10,3,13,3,155
UCL215078,0,0,0,28,3,0,0,4,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,3,44,8,6,121,16,42,7,8,3,9,9,281
UCL215079,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,32,5,3,50,14,23,0,11,0,18,8,160
UCL215080,0,0,0,18,3,0,0,3,0,0,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,6,34,7,3,73,17,38,7,15,3,22,20,244
UCL215081,0,0,0,67,9,0,0,3,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,91,17,8,164,23,49,4,25,0,43,10,432
UCL215082,0,0,0,48,5,5,0,8,0,0,0,0,0,0,15,36,0,0,0,0,0,0,0,0,0,0,0,7,73,15,7,129,29,53,4,8,0,18,21,361
UCL215083,0,0,0,6,0,0,0,3,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,6,39,9,5,64,11,24,0,3,4,10,10,168
UCL215084,0,0,0,8,4,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,21,8,8,40,4,19,0,11,0,13,9,119
UCL215085,0,0,0,22,5,0,0,3,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,4,42,4,3,62,7,25,7,5,6,5,4,170
UCL215086,0,0,0,48,6,0,0,4,0,0,0,0,0,3,17,32,0,0,0,0,0,0,0,0,0,0,0,0,83,20,0,135,29,70,8,16,3,23,12,404
UCL215087,0,0,0,24,0,0,0,3,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,92,5,33,7,12,3,27,5,239
UCL215088,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,7,3,40,5,28,0,10,3,11,0,143
UCL215089,0,0,0,15,0,0,0,3,0,0,0,0,0,4,9,15,0,0,0,0,0,0,0,0,0,0,0,0,30,10,3,54,13,20,0,4,0,16,9,154
UCL215090,0,0,0,20,4,0,0,0,0,4,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,30,17,4,75,20,34,5,9,3,17,18,218
UCL215091,0,0,0,121,5,0,0,8,0,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,65,12,0,89,3,37,0,14,6,13,6,242
UCL215092,0,0,0,176,7,0,0,8,0,0,0,0,3,0,18,36,0,0,0,0,0,0,0,0,0,0,0,0,103,33,3,207,42,79,11,26,3,28,15,559
