UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL215091,0,0,0,4,9,3,0,0,12,0,3,0,3,7,3,0,0,20,6,8,16,24,40,24,11,0,127,13,8,15,16,17,16,4,0,84,4,4,0,3,0,0,0,0,14,3,0,0,0,0,5,0,0,16,0,0,0,0,5,4,0,0,14,12,12,9,24,23,13,6,0,101,0,0,0,3,5,7,3,0,22,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,3,12,3,0,0,25,46,38,56,90,122,74,21,10,455,0,3,0,6,4,3,0,0,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,10,12,11,15,29,11,0,0,91,6,3,8,10,14,11,3,0,58,3,8
UCL215092,0,9,15,17,13,7,5,0,63,4,4,18,14,4,3,4,0,51,5,30,41,40,49,54,34,4,261,8,16,27,23,15,13,5,3,117,0,4,15,12,3,12,4,0,51,0,11,10,11,10,9,3,0,55,0,6,11,13,14,13,6,4,68,0,23,40,57,29,21,16,0,184,6,17,25,35,16,23,17,5,141,5,8,13,12,7,5,6,0,61,0,0,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,5,0,23,13,10,15,8,17,17,15,5,95,40,139,244,250,189,186,111,28,1186,0,4,10,21,4,0,3,0,47,0,0,0,0,0,0,0,0,4,0,0,8,11,4,0,0,0,22,0,3,4,7,0,4,0,0,23,3,4,8,9,4,4,0,0,27,4,42,42,55,38,41,25,5,253,0,22,25,35,36,44,29,5,207,5,21
UCL215093,0,5,6,0,0,4,0,0,12,3,0,3,0,4,0,0,0,18,24,73,64,53,43,45,14,0,323,38,92,39,30,18,16,7,0,240,5,20,14,12,4,3,0,3,54,3,7,6,6,3,10,0,0,29,0,0,6,3,8,0,9,0,23,0,16,19,9,13,7,0,0,63,6,9,15,5,5,7,3,0,59,8,8,0,5,4,0,0,0,20,5,11,3,5,9,7,6,0,43,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,11,7,16,14,14,11,6,12,0,88,97,261,190,143,125,112,43,3,976,0,12,9,0,4,0,0,0,16,0,0,4,0,0,0,0,0,7,0,5,3,4,0,0,0,0,14,0,4,0,5,3,0,0,0,16,0,6,3,0,0,3,0,0,17,20,67,22,29,28,15,3,5,190,7,40,32,19,16,19,0,0,136,4,54
UCL215094,0,0,5,0,0,0,0,0,6,0,0,0,5,0,0,0,0,6,0,5,17,32,26,19,0,0,92,3,3,4,0,0,3,0,0,21,0,0,0,4,0,0,0,0,5,0,0,4,4,0,0,0,0,12,0,0,0,4,0,3,0,0,5,0,0,3,7,8,0,0,0,25,0,0,4,0,3,5,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,10,3,10,7,4,6,0,35,16,22,44,62,50,34,8,0,226,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,5,8,12,9,5,6,0,0,38,4,0,3,22,4,3,3,0,35,4,4
UCL215095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,10,15,23,20,4,0,97,6,10,6,5,6,4,4,0,42,0,0,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,5,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,7,11,3,4,12,9,4,0,45,30,50,36,45,57,37,11,0,262,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,5,10,13,3,5,0,0,45,4,7,0,0,4,6,0,0,18,0,5
UCL215096,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,8,3,33,35,35,28,26,16,5,184,12,32,25,22,11,11,4,4,109,0,10,3,7,0,3,0,0,24,5,10,0,0,5,5,0,0,22,0,5,8,0,0,10,0,0,25,3,5,8,11,10,13,6,0,65,0,7,5,12,3,10,0,0,40,6,3,0,0,0,0,0,0,10,0,5,8,10,9,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,7,13,9,18,5,6,5,0,58,36,114,106,119,81,88,34,11,591,0,0,6,0,0,0,0,0,12,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,7,0,0,6,6,3,0,0,0,15,5,25,17,23,19,8,0,5,109,3,21,14,18,20,19,9,0,100,3,20
UCL215097,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,14,10,44,30,40,34,28,20,9,206,25,45,32,17,16,16,6,0,165,3,10,13,7,3,0,3,0,43,3,0,6,4,0,4,0,0,21,0,3,4,5,3,9,0,3,29,0,6,13,15,9,10,4,0,52,6,4,10,7,12,6,5,3,49,3,0,5,3,0,8,0,0,17,4,11,9,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,19,11,14,21,10,17,11,6,113,81,131,122,127,107,95,57,20,756,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,5,3,5,0,0,0,0,16,3,20,20,21,17,13,9,6,111,10,22,25,25,17,23,7,0,127,4,27
UCL215098,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,9,33,13,11,26,26,3,3,119,10,13,7,0,7,3,5,0,47,0,4,6,5,4,0,0,0,19,0,0,0,0,5,4,0,0,8,0,0,0,0,0,4,0,0,9,0,7,3,3,3,3,0,0,23,0,9,8,5,3,0,0,0,26,0,0,0,0,0,5,0,0,5,0,5,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,7,9,3,0,26,21,83,54,35,49,57,17,3,321,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,4,23,7,10,10,11,0,0,60,6,12,7,7,3,10,0,0,54,0,11
UCL215099,0,0,0,0,0,6,0,0,7,0,0,3,0,0,0,0,0,3,7,13,14,15,27,18,11,5,115,0,12,13,7,4,3,5,0,42,0,0,0,0,3,3,0,0,13,0,4,3,0,9,0,0,0,13,0,0,0,4,7,9,3,3,19,3,4,3,3,5,4,4,0,21,0,4,0,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,4,0,4,3,5,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,10,11,9,20,7,9,83,31,36,49,55,65,67,36,19,362,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,15,0,10,9,3,4,18,10,5,63,0,7,7,5,15,11,3,3,53,0,6
UCL215100,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,11,9,6,16,20,11,0,74,4,8,4,3,7,5,5,0,37,0,0,10,3,5,0,0,0,17,0,0,0,0,4,4,0,0,12,0,0,0,0,5,6,3,0,17,0,3,3,4,6,0,5,0,27,0,4,3,7,0,0,3,0,17,0,0,0,0,0,4,0,0,8,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,6,5,10,14,12,9,0,62,9,33,39,34,51,63,40,8,290,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,3,4,3,3,18,7,4,4,52,0,3,9,8,11,9,11,4,51,0,0
UCL221001,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,19,13,13,8,6,4,0,60,0,8,5,6,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,4,8,9,0,3,29,15,37,30,34,19,13,3,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,7,4,3,3,8,0,0,26,0,4,3,5,4,0,4,0,27,0,4
UCL221002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,12,11,13,17,9,0,83,0,6,4,9,6,5,0,0,32,0,6,0,11,8,0,4,0,21,0,0,0,0,0,4,0,0,9,0,0,0,0,4,5,4,0,13,0,0,0,0,0,6,0,0,13,3,0,0,0,0,6,0,0,9,0,0,0,0,3,0,0,0,7,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,4,0,3,4,4,0,19,11,28,32,38,46,45,19,3,218,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,10,0,4,4,4,6,12,5,0,35,0,6,4,4,5,8,0,5,33,6,11
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,18,13,8,10,3,3,0,55,0,0,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,5,0,5,0,0,3,0,0,8,3,0,6,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,0,4,8,3,0,28,8,35,29,18,25,22,12,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,9,8,3,0,0,26,0,3,0,0,0,0,0,0,9,0,10
UCL221004,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,3,7,15,32,20,14,4,0,103,4,8,17,22,4,6,0,0,49,0,0,3,5,3,0,3,0,13,0,0,6,5,5,3,0,0,22,0,0,4,5,3,5,0,0,13,0,4,20,6,9,3,0,0,45,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,4,0,4,0,0,0,17,12,29,73,83,52,30,15,0,298,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,15,12,3,0,0,53,0,5,8,11,4,9,0,0,34,4,3
UCL221005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,5,8,3,0,0,49,5,0,4,0,0,4,0,0,20,0,3,0,7,4,3,0,0,16,0,0,0,4,4,0,0,0,4,0,6,0,3,0,9,0,0,17,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,32,7,25,25,32,29,22,11,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,9,0,6,9,3,3,3,46,0,0,6,0,3,0,0,0,17,0,3
UCL221006,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,3,5,5,4,0,30,0,0,7,8,0,0,0,0,17,0,0,0,0,6,0,0,0,9,0,0,0,0,0,6,0,0,9,0,0,5,0,0,0,0,4,11,0,0,4,3,3,0,0,0,13,0,0,3,0,5,0,0,0,13,4,0,0,0,0,5,0,0,9,0,0,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,4,5,0,0,19,5,18,39,22,23,34,9,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,7,0,6,0,0,0,26,0,7,4,4,7,7,0,0,26,0,13
UCL221007,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,5,12,3,5,4,43,0,6,0,0,10,0,0,0,18,0,0,0,3,0,0,3,0,12,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5,0,0,10,0,0,0,3,0,0,0,0,6,0,0,3,4,3,0,0,0,10,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,5,6,6,0,0,25,3,24,24,30,32,19,8,4,140,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,8,0,5,4,6,4,0,0,0,26,0,4,4,3,10,3,3,0,27,0,4
UCL221008,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,3,4,12,8,3,0,36,0,0,5,0,0,4,0,0,9,3,0,0,8,8,0,3,0,20,0,0,0,0,4,0,0,0,5,0,0,0,0,4,6,0,0,9,0,0,7,6,6,3,0,0,16,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,3,12,17,13,10,71,11,15,32,22,42,34,25,7,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,8,6,7,6,0,5,36,0,3,0,0,6,3,6,0,28,0,3
UCL221009,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,12,6,0,0,48,0,5,5,0,3,5,0,0,14,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,6,4,3,0,0,34,14,32,29,20,26,19,0,0,142,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,0,0,3,0,6,4,0,0,16,0,8,13,3,5,0,0,0,33,0,5
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,13,3,0,0,37,0,5,3,4,6,0,3,0,19,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,6,0,0,3,4,3,0,0,0,20,0,0,0,0,4,0,0,0,4,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,4,5,4,0,0,20,10,22,25,18,34,16,4,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,10,0,6,4,3,3,4,0,0,31,0,4,0,0,4,5,0,0,11,0,4
UCL221011,0,0,0,6,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,8,15,12,16,7,0,0,47,0,0,5,8,5,0,0,0,26,0,0,0,4,3,0,0,0,12,0,0,0,0,3,0,0,0,8,0,0,6,0,0,4,5,0,13,0,6,9,6,3,3,0,0,27,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,37,41,34,28,8,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,0,7,10,7,7,5,0,0,37,4,7,0,7,5,3,0,0,32,0,8
UCL221012,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,0,3,3,7,5,3,0,0,25,0,7,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,4,0,0,0,11,0,0,0,0,9,0,0,0,10,0,3,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,6,5,0,0,29,8,19,18,27,33,13,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,9,4,0,0,28,0,0,0,3,9,3,0,0,19,0,3
UCL221013,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,10,14,16,14,5,3,57,6,7,8,8,6,0,0,0,35,0,8,4,3,0,0,0,0,15,0,5,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,5,0,21,8,25,31,31,36,19,11,3,165,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,3,4,0,0,0,0,15,4,3,7,0,3,0,0,0,19,4,8
UCL221014,0,0,0,0,4,3,3,0,11,0,0,0,0,0,4,0,0,7,0,3,7,10,6,24,4,0,57,3,6,15,13,13,6,0,0,62,0,0,4,4,4,0,0,0,14,0,4,3,0,8,3,0,0,16,0,0,0,0,6,19,4,0,30,0,0,5,7,4,16,0,0,37,4,0,0,3,5,3,0,0,20,0,0,0,0,0,5,0,0,7,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,6,26,8,29,44,50,58,76,22,5,297,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,10,9,17,8,6,0,57,0,6,3,3,10,15,0,0,42,0,3
UCL221015,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,11,7,0,0,28,0,5,6,11,4,9,0,0,27,0,5,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,10,0,3,4,6,4,11,9,0,33,0,0,0,6,3,10,0,0,11,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,4,0,5,0,0,13,4,19,15,30,36,49,9,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,4,0,0,0,5,9,11,0,0,22,0,3,4,9,11,0,0,0,31,0,3
UCL221016,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,9,4,16,20,18,9,13,0,0,77,0,13,15,0,0,0,0,0,34,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,5,3,0,0,0,0,0,13,0,4,13,9,0,0,0,0,29,0,0,0,4,0,0,0,0,9,4,0,4,0,0,0,0,0,7,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,5,0,4,0,6,0,18,15,34,65,48,20,20,0,0,203,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,11,3,7,0,0,0,44,0,5,11,3,0,0,0,0,26,0,9
UCL221017,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,15,5,15,13,13,3,0,75,4,0,0,7,10,4,0,0,27,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,0,15,0,0,3,0,4,0,0,0,9,0,0,3,8,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,12,0,5,3,0,33,10,20,21,45,34,40,15,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,9,3,7,14,8,0,0,48,0,10,9,3,5,6,0,0,29,0,4
