UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL215095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,22,0,0,0,3,8,8,0,0,22,58,60,54,68,76,65,19,5,399,0,3,5,3,9,5,0,0,26,66,67,56,70,94,74,21,8,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,60,85,50,68,72,49,24,9,426,6,3,3,4,0,7,0,0,28,64,88,57,73,78,61,26,9,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,25,0,0,0,3,5,4,0,0,25,126,144,101,132,151,112,36,16,827,9,11,10,5,8,12,0,0,61,131,159,113,143,166,136,44,16,905
UCL215096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,20,0,4,46,0,0,3,3,9,20,0,4,46,135,141,137,144,116,103,69,13,858,5,5,9,8,3,9,3,0,48,140,151,149,157,131,133,70,20,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,104,156,141,162,144,148,73,16,941,9,5,4,5,6,0,7,0,43,111,163,144,171,143,146,82,17,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,20,0,4,44,0,0,3,7,3,20,0,4,44,240,295,280,308,265,248,141,29,1801,10,16,11,18,3,10,9,3,87,256,312,299,330,272,280,152,38,1932
UCL215097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,9,17,5,7,53,0,4,9,7,9,17,5,7,57,217,167,156,190,172,125,95,35,1161,15,15,16,16,12,11,11,6,98,231,179,176,208,187,158,110,51,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,139,170,188,204,172,207,115,61,1249,17,10,18,21,5,20,9,0,99,153,183,209,226,181,222,126,58,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,9,19,5,7,57,0,8,10,9,9,19,5,7,66,354,337,342,388,344,335,210,96,2403,29,18,31,37,16,30,15,5,191,384,360,384,437,366,385,238,109,2656
UCL215098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,6,25,0,0,0,0,5,8,9,6,26,72,98,68,54,78,87,43,7,505,0,9,0,0,0,0,0,0,19,75,105,72,57,85,96,53,16,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,99,78,60,108,100,44,18,559,3,0,0,0,0,4,0,0,15,57,101,76,61,108,99,45,14,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,6,25,0,0,0,0,5,8,9,6,27,128,198,148,112,186,189,85,28,1064,8,10,5,4,6,5,5,3,36,129,202,152,118,198,200,95,33,1127
UCL215099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,9,36,0,0,3,0,3,13,9,9,38,86,59,61,74,108,114,68,29,592,13,5,6,8,3,10,7,6,64,98,61,74,88,114,137,80,43,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,9,66,65,72,84,124,138,114,51,713,7,10,9,5,11,14,15,12,82,73,79,84,88,133,152,124,65,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,10,7,42,0,0,3,0,8,14,10,7,46,152,126,133,161,223,246,182,84,1306,25,17,18,13,12,26,19,20,146,177,145,155,178,247,284,205,110,1494
UCL215100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,9,0,35,0,0,0,4,4,12,9,0,35,48,44,48,53,85,95,62,18,444,4,4,6,3,7,9,10,0,35,51,44,57,58,99,113,83,21,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,3,42,44,53,72,116,95,74,35,526,7,7,3,3,11,7,9,8,44,49,51,57,75,121,106,85,39,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,9,6,43,0,0,0,5,4,10,9,6,43,86,86,100,120,196,192,140,46,971,8,6,5,12,13,11,16,3,84,94,95,113,133,222,214,168,61,1097
UCL221001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,0,0,0,3,0,4,0,0,12,44,44,39,46,39,34,11,3,251,3,4,3,8,0,7,0,0,21,44,49,42,52,46,40,13,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,46,42,57,41,30,11,3,266,6,0,3,0,0,3,3,0,17,42,45,48,54,41,36,14,3,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,10,0,0,0,0,0,5,0,0,11,78,88,83,101,80,64,21,4,525,7,6,8,8,0,8,0,0,33,85,95,93,108,84,68,25,5,567
UCL221002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,0,4,30,0,4,7,4,3,15,0,4,33,42,35,38,46,60,58,27,9,303,0,0,0,0,3,0,4,0,8,42,37,35,50,66,66,30,12,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,27,36,53,59,71,69,31,9,357,4,0,7,0,0,3,0,0,17,33,36,61,58,76,73,35,13,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,20,0,5,39,0,4,5,4,6,20,0,5,43,72,70,85,104,134,122,55,15,651,5,0,8,3,3,3,4,0,25,76,73,100,111,143,139,57,17,723
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,17,0,0,0,4,6,9,0,0,17,24,38,29,23,36,15,17,0,187,4,4,3,0,4,4,0,0,23,28,46,35,27,45,25,22,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,29,39,36,35,43,19,12,0,201,4,5,0,0,3,0,0,0,17,32,46,35,39,45,18,14,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,0,18,0,0,4,0,3,9,0,0,18,55,75,61,58,77,32,27,3,390,14,12,9,0,5,9,4,0,44,63,91,74,65,91,44,28,3,458
UCL221004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,8,0,0,0,16,0,0,4,7,6,0,0,0,19,82,29,78,90,65,46,16,3,411,3,3,0,7,0,0,0,0,14,87,32,80,101,78,41,20,3,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,86,25,78,101,64,41,16,0,409,7,0,0,0,5,0,0,0,14,95,25,78,99,72,38,16,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,6,0,0,0,19,0,0,7,7,8,0,0,0,21,163,54,151,189,131,84,32,9,819,9,5,3,8,3,0,0,4,30,178,59,158,197,141,89,41,7,866
UCL221005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0,3,6,0,0,4,22,36,33,43,42,45,25,9,252,0,0,0,0,4,3,5,0,24,24,38,33,47,40,51,33,8,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,32,38,40,42,22,20,253,7,0,0,3,4,4,4,3,22,26,43,32,46,43,53,26,20,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,3,3,0,0,9,45,75,66,82,79,92,49,23,502,10,0,0,6,5,6,12,6,47,49,77,66,88,83,105,61,29,561
UCL221006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,9,0,0,0,5,0,4,0,0,9,24,19,47,31,31,45,18,0,222,3,0,0,0,4,6,0,0,13,29,24,50,34,34,52,20,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,40,40,42,48,17,0,243,0,0,0,0,3,0,0,0,12,20,40,42,40,46,52,17,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,9,0,0,0,5,0,5,0,0,9,44,64,88,74,70,92,32,6,466,9,0,4,0,7,6,0,0,26,47,67,90,69,81,105,31,6,503
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,9,0,0,0,4,3,4,0,0,9,19,27,26,25,40,32,12,3,178,0,5,4,4,3,0,0,0,13,19,29,29,35,43,29,14,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,6,25,29,28,23,59,27,12,0,209,4,6,3,0,5,5,0,0,22,24,37,32,30,66,33,17,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,16,0,0,0,4,8,0,0,0,16,39,60,56,55,98,61,24,3,393,4,9,4,5,7,5,0,0,38,45,68,58,57,113,65,30,4,439
UCL221008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,19,0,0,0,0,0,3,9,3,22,21,18,33,23,43,53,35,17,243,5,0,3,6,12,13,13,9,57,24,21,36,32,53,69,49,25,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,25,24,26,34,45,52,41,39,294,7,3,3,8,13,11,6,21,73,32,26,31,47,60,68,50,61,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,3,17,0,0,0,5,0,3,7,3,22,46,47,60,59,88,108,70,50,535,11,5,6,10,17,25,23,28,132,59,44,71,77,111,141,97,83,682
UCL221009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,4,0,0,14,41,34,31,23,36,29,7,0,212,4,5,4,5,4,3,0,0,21,45,36,41,30,38,38,7,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,42,29,53,38,9,0,231,9,3,4,3,0,3,3,0,23,30,41,43,30,50,40,13,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,4,0,0,14,68,73,72,52,85,73,17,7,444,10,9,11,4,5,0,3,0,41,78,79,83,60,91,78,21,7,499
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,17,0,0,3,0,0,4,4,0,17,30,26,31,25,48,19,12,3,198,5,3,0,0,0,4,0,0,19,37,32,35,28,50,29,14,9,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,4,0,0,0,9,14,37,34,35,42,30,11,4,214,0,5,3,0,0,3,0,0,16,19,41,34,44,49,32,12,5,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0,19,0,0,3,3,4,3,4,0,19,49,72,58,68,94,52,17,3,407,5,5,4,3,4,4,0,5,34,56,74,69,69,99,62,26,6,458
UCL221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,0,0,0,0,5,3,3,0,11,42,21,37,46,43,32,11,3,237,0,0,0,0,0,3,0,0,8,46,21,43,49,47,39,12,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,38,22,36,57,45,23,5,0,233,0,0,0,0,0,4,0,0,4,42,22,40,57,48,24,5,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,14,0,0,0,5,5,3,3,0,14,82,44,75,104,84,55,17,3,469,0,0,3,0,4,5,0,0,12,82,44,82,105,91,63,22,3,495
UCL221012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,3,3,0,8,25,22,20,29,52,10,5,3,172,3,0,5,3,3,5,0,0,22,29,20,28,39,52,17,9,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,29,42,40,22,4,6,183,3,0,0,3,4,4,5,0,21,32,20,30,45,42,25,4,6,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,3,3,0,8,50,43,54,71,86,35,11,3,353,13,0,5,11,0,6,3,0,40,62,37,60,84,93,44,13,3,399
UCL221013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,16,0,0,0,4,5,3,0,0,16,31,34,39,42,54,21,7,4,228,0,0,7,0,5,0,5,0,22,28,35,43,42,64,23,12,3,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,37,44,47,19,10,0,221,0,0,9,8,6,5,0,0,13,29,33,44,45,48,22,11,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,16,0,0,0,4,5,3,0,0,16,55,69,73,84,102,39,16,7,450,4,0,8,4,9,4,0,0,38,61,69,86,92,114,47,22,7,500
UCL221014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,22,0,0,0,0,0,8,9,6,22,31,31,44,57,68,93,28,5,363,0,0,0,0,4,0,4,5,23,36,31,51,62,75,102,40,9,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,41,43,56,91,85,45,11,413,3,0,4,0,0,4,3,0,17,38,40,50,56,98,88,49,11,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,29,0,0,0,0,0,6,9,6,25,70,73,95,115,159,181,73,19,773,9,0,10,0,12,7,8,5,39,72,72,101,119,170,195,86,25,848
UCL221015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,0,0,0,0,3,5,0,0,12,15,15,16,33,40,54,14,3,184,0,3,0,4,0,3,0,0,15,17,15,20,41,43,58,17,3,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,24,18,18,27,55,41,17,3,205,0,4,0,4,3,0,0,0,15,27,18,22,29,62,44,17,3,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,14,0,0,0,0,4,5,0,0,14,32,29,39,61,97,92,36,8,393,3,4,4,9,3,3,0,0,31,40,38,40,70,99,104,34,8,434
UCL221016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,5,0,0,14,0,0,9,4,0,5,0,0,14,53,40,72,54,31,24,8,3,280,5,5,5,0,3,3,0,0,15,55,47,78,61,33,33,6,3,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,60,54,80,51,40,20,8,5,316,3,0,4,4,6,0,4,0,16,63,58,84,57,41,20,7,5,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,5,0,0,17,0,0,8,4,4,5,0,0,17,113,97,151,108,70,49,9,4,603,7,4,0,3,4,3,4,0,28,119,106,166,117,81,56,12,4,651
UCL221017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,7,0,0,21,0,5,0,3,4,7,0,0,21,37,37,39,55,59,59,27,0,323,4,3,0,6,0,9,0,0,23,42,40,41,65,67,74,33,3,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,47,46,72,61,29,4,362,0,0,4,0,0,5,5,0,21,45,53,47,46,72,74,32,4,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,8,0,0,26,0,5,0,3,4,8,0,0,26,82,89,87,103,139,124,52,11,684,3,3,7,6,0,15,6,0,40,88,94,93,117,143,148,59,11,745
UCL221018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,16,0,0,0,0,0,11,0,8,17,37,34,29,54,73,80,39,9,352,6,3,3,7,12,14,6,6,61,45,37,35,68,80,107,53,21,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,3,38,37,24,55,78,83,50,33,395,4,7,4,7,5,3,4,13,50,40,37,32,60,95,92,57,44,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,8,23,0,0,0,0,6,11,0,8,25,70,69,56,115,154,167,92,37,749,13,7,4,13,21,16,12,16,115,84,77,64,127,173,194,105,61,881
UCL221019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,3,21,0,0,0,0,5,3,5,3,23,29,37,35,58,62,68,31,8,327,0,3,0,3,5,0,0,0,24,32,42,36,58,75,77,36,16,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,3,33,38,52,56,84,77,35,20,385,4,0,0,3,0,0,0,0,14,38,43,52,64,87,77,33,24,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,3,25,0,0,0,4,7,3,6,3,27,60,72,79,115,146,138,64,24,703,0,9,0,8,8,5,0,5,33,69,83,82,122,156,147,73,31,765
UCL221020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,10,0,0,0,0,0,10,0,7,17,29,26,29,46,75,68,40,17,333,0,0,5,3,5,7,5,0,20,29,26,32,56,78,81,42,18,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,35,39,74,76,44,47,372,0,0,5,8,5,4,0,4,21,30,28,37,46,81,76,44,53,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,14,0,0,0,0,0,10,0,4,14,59,56,63,84,151,149,87,65,705,0,0,4,7,8,5,6,4,41,62,56,74,98,157,160,95,75,767
UCL221021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,16,0,0,0,0,5,4,0,0,16,33,51,38,29,48,37,12,5,249,0,3,4,5,0,3,0,0,23,37,52,40,38,55,46,15,5,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,33,58,60,34,54,30,5,3,277,0,0,7,3,0,6,0,0,25,33,55,64,42,61,38,11,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0,16,0,0,0,3,10,4,0,0,16,61,103,101,69,101,68,18,0,527,3,5,6,8,4,11,0,0,48,68,108,110,79,111,82,20,9,593
UCL221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,13,15,29,20,31,26,43,18,0,192,0,0,0,0,0,3,0,0,6,15,29,20,36,32,52,22,5,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,11,19,27,35,29,43,18,3,195,0,0,4,4,0,6,4,0,16,17,19,31,41,29,48,17,11,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,13,0,0,0,4,0,0,5,0,13,33,47,51,68,64,86,32,12,391,0,0,4,5,0,9,5,6,22,32,51,52,72,62,102,41,10,428
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,3,0,21,0,0,0,5,0,12,3,0,21,17,13,9,41,63,52,38,7,243,4,0,0,5,0,4,8,0,23,22,12,18,41,64,68,51,11,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,24,19,23,38,63,69,48,14,292,0,4,4,0,4,0,3,0,14,22,23,28,42,62,68,55,14,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,23,0,0,0,0,3,12,3,0,23,42,30,38,76,121,120,83,22,539,4,4,6,0,3,4,11,0,39,48,35,39,85,131,138,97,24,594
