OBJECTID,ufi,pfi,feature_id,parent_feature_id,feature_type,feature_subtype,feature_status,name,name_label,parent_name,child_exists,auth_org_code,auth_org_id,auth_org_verified,vmadd_pfi,vicnames_id,vicnames_status_code,theme1,theme2,state,create_date_pfi,superceded_pfi,feature_ufi,feature_create_date_ufi,create_date_ufi,ORIG_FID,activity_category,activity_weight,poi_group_id,poi_id
22513,62696153,839396,839396,69739.0,community venue,senior citizens,,WEST FOOTSCRAY SENIOR CITIZENS,West Footscray Senior Citizens,BARRETT RESERVE,,,,,54061759,-1049724,11,,,VIC,1291131990000,,62696153,1644391038000,1644391038000,22513,community,1.0,69739.0,FOI_22513
2219,64546963,702347,702347,69776.0,cultural centre,library,,BEAUMARIS LIBRARY,Beaumaris Library,BEAUMARIS RESERVE,,134,,1262304000000.0,421351355,-769568,11,,,VIC,1275927336000,,52233446,1481313350000,1655947961000,2219,cultural,1.5,69776.0,FOI_2219
20519,73696922,1000674,1000674,69816.0,community venue,community centre,,BENTLEIGH YOUTH AND COMMUNITY CENTRE,Bentleigh Youth And Community Centre,BENTLEIGH RECREATION RESERVE,,,,,218973696,-1391355,11,,,VIC,1401098845000,,73696922,1756884454000,1756884454000,20519,community,1.0,69816.0,FOI_20519
25145,53950979,988267,988267,69847.0,admin facility,tourist information centre,,BLACKBURN LAKE VISITORS CENTRE,Blackburn Lake Visitors Centre,BLACKBURN LAKE SANCTUARY,,,,,172680704,-1357385,11,,,VIC,1365065344000,,53950979,1518206156000,1518206156000,25145,administration,1.5,69847.0,FOI_25145
10098,51470085,988276,988276,69850.0,community venue,hall,,,,BLACKS WALK RESERVE,,,,,219073992,-1357404,11,,,VIC,1365065344000,,51470085,1474438553000,1474438553000,10098,community,1.0,69850.0,FOI_10098
9918,64607301,990964,990964,69867.0,community venue,hall,,5TH-7TH GLEN WAVERLEY SCOUT GROUP,5th-7th Glen Waverley Scout Group,BOGONG RESERVE,,348,,1372291200000.0,54615919,-1363951,11,,,VIC,1372178552000,,51470927,1474438553000,1655947966000,9918,community,1.0,69867.0,FOI_9918
10036,51471287,1000663,1000663,69904.0,community venue,hall,,9TH CAUFIELD SCOUTS,9th Caufield Scouts,BOYD PARK,,,,,218973834,-1391380,11,,,VIC,1401098845000,,51471287,1474438554000,1474438554000,10036,community,1.0,69904.0,FOI_10036
20517,73696830,990936,990936,69911.0,community venue,community centre,,BRANDON PARK COMMUNITY CENTRE,Brandon Park Community Centre,BRANDON PARK RESERVE,,348,,1372291200000.0,206125891,-1363931,11,,,VIC,1372178552000,,73696830,1756884454000,1756884454000,20517,community,1.0,69911.0,FOI_20517
44188,70203431,1316318,1316318,69927.0,sport facility,swimming pool,,,,BRICKMAKERS PARK,,,,,219040218,-2055551,11,,,VIC,1678284339000,,70203431,1706857771000,1706857771000,44188,sport,1.0,69927.0,FOI_44188
20560,74583625,1335485,1335485,69966.0,community venue,community centre,,COOPER STREET COMMUNITY CENTRE,Cooper Street Community Centre,BUCKLEY PARK,,,,,219045378,130441,10,,,VIC,1733753883000,,74583625,1760598781000,1760598781000,20560,community,1.0,69966.0,FOI_20560
10121,51470511,633138,633138,69997.0,community venue,hall,,,,BURWOOD EAST RESERVE,,,,,150034516,-616180,11,,,VIC,1250500104000,,51470511,1474438553000,1474438553000,10121,community,1.0,69997.0,FOI_10121
10039,64580154,990935,990935,70053.0,community venue,hall,,MONASH COMMUNITY INN,Monash Community Inn,CARLSON AVENUE RESERVE,,348,,1372291200000.0,219040575,-1363952,11,,,VIC,1372178552000,,51471315,1474438554000,1655947964000,10039,community,1.0,70053.0,FOI_10039
10083,51471698,997252,997252,70069.0,community venue,hall,,2ND HAMPTON SCOUTS,2nd Hampton Scouts,CASTLEFIELD RESERVE,,,,,212040116,-1383454,11,,,VIC,1387440883000,,51471698,1474438554000,1474438554000,10083,community,1.0,70069.0,FOI_10083
10278,53951085,1000632,1000632,70087.0,community venue,hall,,1ST CENTRAL MOORABBIN SCOUTS,1st Central Moorabbin Scouts,CENTENARY PARK,,,,,218971770,-1391370,11,,,VIC,1401098845000,,53951085,1518206157000,1518206157000,10278,community,1.0,70087.0,FOI_10278
46672,76924405,999212,999212,70093.0,community venue,community centre,,HAWTHORN COMMUNITY HOUSE - HENRY ST CML,Hawthorn Community House - Henry St Cml,CENTRAL GARDENS,,307,528387,1786924800000.0,453723072,-2126258,11,,,VIC,1396962465000,,76924405,1787753574000,1787753574000,46672,community,1.0,70093.0,FOI_46672
10614,64540796,990942,990942,70097.0,community venue,hall,,SCOUT HALL,Scout Hall,CENTRAL RESERVE,,348,,1372291200000.0,,-1363929,11,,,VIC,1372178552000,,62138527,1635837988000,1655947961000,10614,community,1.0,70097.0,FOI_10614
10042,51472070,997246,997246,70129.0,community venue,hall,,1ST & 3RD CHELTENHAM SCOUTS,1st & 3rd Cheltenham Scouts,CHELTENHAM PARK,,,,,52173659,-1383427,11,,,VIC,1387440883000,,51472070,1474438554000,1474438554000,10042,community,1.0,70129.0,FOI_10042
10044,51472078,997292,997292,70131.0,community venue,hall,,4TH CHELTENHAM SCOUTS,4th Cheltenham Scouts,CHELTENHAM RECREATION RESERVE,,,,,422352799,-1383426,11,,,VIC,1387440883000,,51472078,1474438554000,1474438554000,10044,community,1.0,70131.0,FOI_10044
27166,51676314,70147,70147,,landmark,tourist attraction,,CHRIS CROSS GARDEN SUPPLIES,Chris Cross Garden Supplies,,,,,,220492744,-1687178,11,,,VIC,1242846227000,,51676314,1478671232000,1478671232000,27166,tourism,1.5,70147.0,FOI_27166
3255,44960874,70197,70197,,commercial facility,entertainment centre,,COBURG TRIPLE DRIVE IN THEATRE,Coburg Triple Drive In Theatre,,,,,,51243507,-69888,11,,,VIC,1242846227000,,44960874,1364280652000,1364280652000,3255,commercial,2.0,70197.0,FOI_3255
39390,43833806,70231,70231,,health facility,community health centre,,COMMUNITY HEALTH CENTRE,Community Health Centre,,,,,,51002452,-69921,11,,,VIC,1242846227000,,43833806,1342510630000,1342510630000,39390,health,1.5,70231.0,FOI_39390
39391,44217179,70232,70232,,health facility,community health centre,,COMMUNITY MENTAL HEALTH CENTRE,Community Mental Health Centre,,,,,,51122928,-69922,11,,,VIC,1242846227000,,44217179,1355901598000,1355901598000,39391,health,1.5,70232.0,FOI_39391
10203,64586148,632900,632900,70321.0,community venue,hall,,ALVIE HALL,Alvie Hall,DAMPER CREEK RESERVE,,348,,1369612800000.0,50635523,-615943,11,,,VIC,1250500064000,,53950295,1518206153000,1655947964000,10203,community,1.0,70321.0,FOI_10203
10117,64580160,990975,990975,70344.0,community venue,hall,,,,DAVID CRAWFORD RESERVE,,348,,1372291200000.0,50611403,-1363910,11,,,VIC,1372178552000,,51470880,1474438553000,1655947964000,10117,community,1.0,70344.0,FOI_10117
10055,51472096,997255,997255,70398.0,community venue,hall,,2ND BEAUMARIS SEA SCOUT GROUP,2nd Beaumaris Sea Scout Group,DONALD MACDONALD RESERVE,,,,,421625822,-1383422,11,,,VIC,1387440883000,,51472096,1474438554000,1474438554000,10055,community,1.0,70398.0,FOI_10055
10274,53951068,997239,997239,70532.0,community venue,hall,,,,ELSTERNWICK PARK,,,,,422352784,-1383448,11,,,VIC,1387440883000,,53951068,1518206157000,1518206157000,10274,community,1.0,70532.0,FOI_10274
27470,73696986,1137809,1137809,70537.0,landmark,tourist attraction,,SEA CREATURES ON WALL,Sea Creatures On Wall,ELWOOD PARK,,358,Dpp2000.39.446,,426024829,-1674352,11,,,VIC,1465463392000,,73696986,1756884455000,1756884455000,27470,tourism,1.5,70537.0,FOI_27470
10052,64580155,990950,990950,70576.0,community venue,hall,,FIORETTO HALL,Fioretto Hall,F E HUNT RESERVE,,348,,1372291200000.0,50401324,-1363905,11,,,VIC,1372178552000,,51471307,1474438554000,1655947964000,10052,community,1.0,70576.0,FOI_10052
51004,75990052,1342848,1342848,70594.0,community venue,community centre,,FAWKNER PARK COMMUNITY CENTRE,Fawkner Park Community Centre,FAWKNER PARK,,343,110944,1770163200000.0,203474635,-2117388,11,,,VIC,1771427032000,,75990052,1771485713000,1771485713000,51004,community,1.0,70594.0,FOI_51004
10623,62135388,1022379,1022379,70619.0,community venue,hall,,FLEMING PARK HALL,Fleming Park Hall,FLEMING PARK,,,,,432344694,-1442987,11,,,VIC,1455200691000,,62135388,1635506433000,1635506433000,10623,community,1.0,70619.0,FOI_10623
20481,68561048,1138393,1138393,70689.0,community venue,community centre,,SANDRIDGE COMMUNITY CENTRE,Sandridge Community Centre,GARDEN CITY RESERVE,,358,,1693440000000.0,53552793,-1675439,11,,,VIC,1466690130000,,68561048,1693984011000,1693984011000,20481,community,1.0,70689.0,FOI_20481
10822,73696743,988283,988283,70698.0,community venue,hall,,9TH BOX HILL SCOUT GROUP,9th Box Hill Scout Group,GARDINERS RESERVE,,,,,150038007,-1357402,11,,,VIC,1365065344000,,73696743,1756884453000,1756884453000,10822,community,1.0,70698.0,FOI_10822
27225,62382713,1137788,1137788,70705.0,landmark,tourist attraction,,WALL MURAL,Wall Mural,GASWORKS ARTS PARK,,358,pp1997.135.396,,50787386,-1674392,11,,,VIC,1465463392000,,62382713,1637047556000,1637047556000,27225,tourism,1.5,70705.0,FOI_27225
10259,53950945,985714,985714,70707.0,community venue,hall,,2ND FOOTSCRAY SCOUT GROUP,2nd Footscray Scout Group,GAUDION RESERVE,,,,,51352898,-1351682,11,,,VIC,1355840960000,,53950945,1518206156000,1518206156000,10259,community,1.0,70707.0,FOI_10259
26890,61975579,70764,70764,,admin facility,office,,GLOBAL TELEVISION STUDIOS,Global Television Studios,,,,,,428092903,-70350,11,,,VIC,1242846231000,,61975579,1633693251000,1633693251000,26890,administration,1.5,70764.0,FOI_26890
22456,51474456,987964,987964,70831.0,community venue,senior citizens,,GREENSBOROUGH SENIOR CITIZENS,Greensborough Senior Citizens,GREENSBOROUGH WAR MEMORIAL PARK,,,,,150046353,-1356321,11,,,VIC,1362733765000,,51474456,1474438556000,1474438556000,22456,community,1.0,70831.0,FOI_22456
22850,73696742,988264,988264,70866.0,health facility,maternal/child health centre,,BURGESS FAMILY CENTRE,Burgess Family Centre,HAGENAUER RESERVE,,,,,219073983,-1357398,11,,,VIC,1365065344000,,73696742,1756884453000,1756884453000,22850,health,1.5,70866.0,FOI_22850
10082,51471686,1000688,1000688,70872.0,community venue,hall,,5TH/6TH MOORABBIN SCOUTS,5th/6th Moorabbin Scouts,HALLEY PARK,,,,,218971424,-1391368,11,,,VIC,1401098845000,,51471686,1474438554000,1474438554000,10082,community,1.0,70872.0,FOI_10082
9982,51469744,988274,988274,70875.0,community venue,hall,,,,HALLIGAN PARK,,,,,219073953,-1357415,11,,,VIC,1365065344000,,51469744,1474438552000,1474438552000,9982,community,1.0,70875.0,FOI_9982
22834,73696530,839360,839360,70895.0,health facility,maternal/child health centre,,ROBERTS STREET MATERNAL & CHILD HEALTH CENTRE,Roberts Street Maternal & Child Health Centre,HANSEN RESERVE,,,,,219033755,-1049688,11,,,VIC,1291131990000,,73696530,1756884452000,1756884452000,22834,health,1.5,70895.0,FOI_22834
10872,74583633,1335497,1335497,70940.0,community venue,hall,,EMERALD STREET COMMUNITY HALL,Emerald Street Community Hall,HEINZE RESERVE,,,,,219045408,130443,10,,,VIC,1733753883000,,74583633,1760598781000,1760598781000,10872,community,1.0,70940.0,FOI_10872
2380,73696502,702464,702464,70968.0,cultural centre,library,,MARIBYRNONG LIBRARY,Maribyrnong Library,HIGHPOINT SHOPPING CENTRE,,134,,1262304000000.0,219033137,-769685,11,,,VIC,1275927337000,,73696502,1756884452000,1756884452000,2380,cultural,1.5,70968.0,FOI_2380
22851,73696890,997270,997270,71012.0,health facility,maternal/child health centre,,ELIZABETH BLEAZBY BABY HEALTH CENTRE,Elizabeth Bleazby Baby Health Centre,HURLINGHAM PARK,,,,,218946251,-1383436,11,,,VIC,1387440883000,,73696890,1756884454000,1756884454000,22851,health,1.5,71012.0,FOI_22851
10831,73696892,997278,997278,71022.0,community venue,hall,,STAN HAWKEN HALL,Stan Hawken Hall,ILLAROO RESERVE,,,,,423589408,-1383473,11,,,VIC,1387440883000,,73696892,1756884454000,1756884454000,10831,community,1.0,71022.0,FOI_10831
22529,73696650,985690,985690,71074.0,community venue,senior citizens,,PASCOE VALE ELDERLY CITIZENS CENTRE,Pascoe Vale Elderly Citizens Centre,JAMES RESERVE,,,,,430579625,-1351765,11,,,VIC,1355840960000,,73696650,1756884453000,1756884453000,22529,community,1.0,71074.0,FOI_22529
10275,53951069,997274,997274,71385.0,community venue,hall,,GUIDE HALL,Guide Hall,LYLE ANDERSON RESERVE,,,,,421625817,-1383438,11,,,VIC,1387440883000,,53951069,1518206157000,1518206157000,10275,community,1.0,71385.0,FOI_10275
10414,64548385,999947,999947,71544.0,community venue,hall,,2ND MALVERN SCOUTS,2nd Malvern Scouts,MILTON GRAY RESERVE,,,,1393632000000.0,208463809,-1390007,11,,,VIC,1399912042000,,56587388,1563381565000,1655947962000,10414,community,1.0,71544.0,FOI_10414
33475,51168027,71573,71573,,admin facility,municipal office,,MONNINGTON CHAMBERS,Monnington Chambers,,,,,,423323562,-71015,11,,,VIC,1242846237000,,51168027,1471388585000,1471388585000,33475,administration,1.5,71573.0,FOI_33475
10819,73697267,1335492,1335492,71579.0,community venue,hall,,ESSENDON TRAFFIC SCHOOL,Essendon Traffic School,MONTGOMERY PARK,,,,,219045074,-2098638,11,,,VIC,1733753883000,,73697267,1756884459000,1756884459000,10819,community,1.0,71579.0,FOI_10819
10841,73696387,632929,632929,71682.0,community venue,hall,,BUNDOORA HALL,Bundoora Hall,N J TELFER RESERVE,,,,,218917615,-615971,11,,,VIC,1250500064000,,73696387,1756884451000,1756884451000,10841,community,1.0,71682.0,FOI_10841
22586,44050163,71705,71705,,care facility,disability support centre,,NATIONAL GUIDE DOG AND MOBILITY CENTRE,National Guide Dog And Mobility Centre,,,,,,207620396,-71127,11,,,VIC,1242846238000,,44050163,1347653901000,1347653901000,22586,care,1.0,71705.0,FOI_22586
39411,52676944,71793,71793,,health facility,community health centre,,ODYSSEY HOUSE,Odyssey House,,,,,,50061788,-71206,11,,,VIC,1242846239000,,52676944,1487360472000,1487360472000,39411,health,1.5,71793.0,FOI_39411
20308,53005701,1153396,1153396,71823.0,community venue,community centre,,,,ORRONG ROMANIS PARK,,,,,208461721,-1707447,11,,,VIC,1492589563000,,53005701,1495223746000,1495223746000,20308,community,1.0,71823.0,FOI_20308
10306,53951244,633044,633044,71895.0,community venue,hall,,PETERSON YOUTH CENTRE,Peterson Youth Centre,PETERSON STREET RESERVE,,,,,50393074,-616086,11,,,VIC,1250500065000,,53951244,1518206157000,1518206157000,10306,community,1.0,71895.0,FOI_10306
9086,55841860,1001838,1001838,71921.0,cultural centre,museum,,MELBOURNES LIVING MUSEUM OF THE WEST,Melbournes Living Museum Of The West,PIPEMAKERS PARK,,,,,425245068,-1397971,11,,,VIC,1403010276000,,55841860,1551298747000,1551298747000,9086,cultural,1.5,71921.0,FOI_9086
28549,73700770,999958,999958,71971.0,cultural centre,art gallery,,CHAPEL OFF CHAPEL ARTS CENTRE,Chapel Off Chapel Arts Centre,PRINCES GARDENS,,,,1393632000000.0,208461958,-1390018,11,,,VIC,1399912042000,,73700770,1756884719000,1756884719000,28549,cultural,1.5,71971.0,FOI_28549
31193,76562013,969518,969518,72070.0,admin facility,office,,BURNLEY,Burnley,RICHMOND TERMINAL STATION,,121,108096,1781568000000.0,51464145,-1684338,11,,,VIC,1329297788000,,76562013,1782199290000,1782199290000,31193,administration,1.5,72070.0,FOI_31193
20520,73696978,1022173,1022173,72141.0,community venue,community centre,,PASCOE VALE COMMUNITY CENTRE,Pascoe Vale Community Centre,ROGERS RESERVE,,,,,422560406,123691,10,,,VIC,1455200691000,,73696978,1756884455000,1756884455000,20520,community,1.0,72141.0,FOI_20520
22587,44818386,72193,72193,,care facility,disability support centre,,ROYAL VICTORIAN INSTITUTE FOR THE BLIND,Royal Victorian Institute For The Blind,,,,,,,-71538,11,,,VIC,1242846241000,,44818386,1359654608000,1359654608000,22587,care,1.0,72193.0,FOI_22587
10707,68249115,632912,632912,72226.0,community venue,hall,,ASHWOOD SCOUT HALL,Ashwood Scout Hall,SALISBURY RESERVE,,,,,220842695,-615954,11,,,VIC,1250500064000,,68249115,1688736962000,1688736962000,10707,community,1.0,72226.0,FOI_10707
10276,53951080,999173,999173,72341.0,community venue,hall,,SCOUT HALL,Scout Hall,SHRUBLANDS CREEK RESERVE,,,,,51867177,-1388345,11,,,VIC,1396962465000,,53951080,1518206157000,1518206157000,10276,community,1.0,72341.0,FOI_10276
10838,73696384,632895,632895,72357.0,community venue,hall,,ABORIGINES ADVANCEMENT LEAGUE HALL,Aborigines Advancement League Hall,SIR DOUGLAS NICHOLLS RESERVE,,,,,218962567,-615938,11,,,VIC,1250500064000,,73696384,1756884451000,1756884451000,10838,community,1.0,72357.0,FOI_10838
20471,68561035,1002698,1002698,72376.0,community venue,community centre,,SOL GREEN COMMUNITY CENTRE,Sol Green Community Centre,SOL GREEN RESERVE,,358,,1693440000000.0,219061454,-1395557,11,,,VIC,1408015248000,,68561035,1693984011000,1693984011000,20471,community,1.0,72376.0,FOI_20471
10833,73696897,999163,999163,72388.0,community venue,hall,,19TH CAMBERWELL SCOUTS,19th Camberwell Scouts,SOUTH SURREY PARK,,,,,151142822,-1388318,11,,,VIC,1396962465000,,73696897,1756884454000,1756884454000,10833,community,1.0,72388.0,FOI_10833
20430,64588014,990947,990947,72395.0,community venue,community centre,,SOUTHERN COMMUNITY CENTRE,Southern Community Centre,SOUTHERN RESERVE,,348,,1372291200000.0,430189187,-1363909,11,,,VIC,1372178552000,,61976294,1633693251000,1655947964000,20430,community,1.0,72395.0,FOI_20430
26309,76830788,992758,992758,72544.0,admin facility,office,,CFA HEADQUARTERS,CFA Headquarters,TALLY HO BUSINESS PARK,,106,1221,1784764800000.0,219072381,-1368234,11,,,VIC,1375179060000,,76830788,1785309132000,1785309132000,26309,administration,1.5,72544.0,FOI_26309
33577,64572251,72566,72566,,admin facility,research station,,TELSTRA RESEARCH LABORATORIES,Telstra Research Laboratories,,,348,,1369612800000.0,422793780,-71880,11,,,VIC,1242846243000,,55841656,1551298746000,1655947963000,33577,administration,1.5,72566.0,FOI_33577
10054,51472051,997244,997244,72584.0,community venue,hall,,5TH SANDRINGHAM SCOUTS,5th Sandringham Scouts,MERINDAH PARK,,,,,50629774,-1383450,11,,,VIC,1387440883000,,51472051,1474438554000,1474438554000,10054,community,1.0,72584.0,FOI_10054
10386,55844290,988281,988281,72673.0,community venue,hall,,1ST NUNAWADING SCOUT HALL,1st Nunawading Scout Hall,TUNSTALL PARK,,,,,429488747,-1357405,11,,,VIC,1365065344000,,55844290,1551298753000,1551298753000,10386,community,1.0,72673.0,FOI_10386
10821,73696741,987970,987970,76037.0,community venue,hall,,GREENHILLS SCOUT CENTRE,Greenhills Scout Centre,ANDREW YANDELL HABITAT RESERVE,,,,,150044737,-1356307,11,,,VIC,1362733765000,,73696741,1756884453000,1756884453000,10821,community,1.0,76037.0,FOI_10821
12261,76316388,1018894,1018894,76156.0,hospital,general hospital,,LA TROBE PRIVATE HOSPITAL,La Trobe Private Hospital,,,104,6020,1777420800000.0,218964038,-2092025,11,,,VIC,1445953853000,,76316388,1778224435000,1778224435000,12261,hospital,3.0,76156.0,FOI_12261
10009,51474489,985735,985735,76254.0,community venue,hall,,1ST STRATHMORE SCOUT GROUP,1st Strathmore Scout Group,,,,,,219042470,-1351726,11,,,VIC,1355840960000,,51474489,1474438556000,1474438556000,10009,community,1.0,76254.0,FOI_10009
51355,76448982,1335484,1335484,76831.0,community venue,hall,,CANTERBURY STREET STABLES,Canterbury Street Stables,,,,,,53638510,130439,10,,,VIC,1733753883000,,76448982,1780643521000,1780643521000,51355,community,1.0,76831.0,FOI_51355
50982,75990026,1335499,1335499,76881.0,community venue,community centre,,CROWN STREET STABLES,Crown Street Stables,,,,,,423791703,130451,10,,,VIC,1733753883000,,75990026,1771485713000,1771485713000,50982,community,1.0,76881.0,FOI_50982
10277,53951081,999208,999208,77041.0,community venue,hall,,1ST NORTH BALWYN SCOUT GROUP,1st North Balwyn Scout Group,MACLEAY PARK,,,,,173775723,-1388278,11,,,VIC,1396962465000,,53951081,1518206157000,1518206157000,10277,community,1.0,77041.0,FOI_10277
20253,51469720,839339,839339,77095.0,community venue,community centre,,FOOTSCRAY COMMUNITY ARTS CENTRE,Footscray Community Arts Centre,,,,,,219034328,-1049667,11,,,VIC,1291131990000,,51469720,1474438552000,1474438552000,20253,community,1.0,77095.0,FOI_20253
9945,51469727,988270,988270,77113.0,community venue,hall,,,,,,,,,219074163,-1357393,11,,,VIC,1365065344000,,51469727,1474438552000,1474438552000,9945,community,1.0,77113.0,FOI_9945
9946,51469731,988288,988288,77136.0,community venue,hall,,MONT ALBERT NORTH GUIDE HALL,Mont Albert North Guide Hall,,,,,,50208448,-1357386,11,,,VIC,1365065344000,,51469731,1474438552000,1474438552000,9946,community,1.0,77136.0,FOI_9946
9029,51469745,988286,988286,77201.0,cultural centre,museum,,SCHWERKOLT COTTAGE,Schwerkolt Cottage,,,,,,52144833,-1357384,11,,,VIC,1365065344000,,51469745,1474438552000,1474438552000,9029,cultural,1.5,77201.0,FOI_9029
2234,64539080,702499,702499,77278.0,cultural centre,library,,NUNAWADING LIBRARY,Nunawading Library,WHITEHORSE CENTRE,,134,,1262304000000.0,207542498,-769720,11,,,VIC,1275927337000,,52236208,1481313357000,1655947961000,2234,cultural,1.5,77278.0,FOI_2234
10113,51470067,988292,988292,77283.0,community venue,hall,,,,,,,,,217061155,-1357413,11,,,VIC,1365065344000,,51470067,1474438553000,1474438553000,10113,community,1.0,77283.0,FOI_10113
27281,62382804,1137880,1137880,77690.0,landmark,tourist attraction,,SANDRIDGE LAGOON,Sandridge Lagoon,LAGOON RESERVE,,358,34,,53553366,-1674385,11,,,VIC,1465463392000,,62382804,1637047556000,1637047556000,27281,tourism,1.5,77690.0,FOI_27281
9865,51470494,988269,988269,77749.0,community venue,hall,,,,,,,,,219074376,-1357409,11,,,VIC,1365065344000,,51470494,1474438553000,1474438553000,9865,community,1.0,77749.0,FOI_9865
27242,62382744,1137819,1137819,78059.0,landmark,tourist attraction,,CULTURAL MARKER,Cultural Marker,CLEVE GARDENS,,358,pp2000.10.417,,53153067,-1674359,11,,,VIC,1465463392000,,62382744,1637047556000,1637047556000,27242,tourism,1.5,78059.0,FOI_27242
27501,74540461,1137841,1137841,78149.0,landmark,tourist attraction,,AUNTY ALMAS SEATS,Aunty Almas Seats,ODONNELL GARDENS,,358,pp2009.8.522,,423605218,-1975590,11,,,VIC,1465463392000,,74540461,1760080428000,1760080428000,27501,tourism,1.5,78149.0,FOI_27501
9914,51470894,632911,632911,78151.0,community venue,hall,,ASHWOOD,Ashwood,ELECTRA RESERVE,,,,,50634337,-615953,11,,,VIC,1250500064000,,51470894,1474438553000,1474438553000,9914,community,1.0,78151.0,FOI_9914
10033,64562531,633027,633027,78330.0,community venue,hall,,MOUNT WAVERLEY SCOUTS,Mount Waverley Scouts,,,348,,1369612800000.0,53682568,-616069,11,,,VIC,1250500065000,,51471280,1474438554000,1655947963000,10033,community,1.0,78330.0,FOI_10033
10032,64564454,990963,990963,78347.0,community venue,hall,,,,,,348,,1372291200000.0,51639890,-1363916,11,,,VIC,1372178552000,,51471278,1474438554000,1655947963000,10032,community,1.0,78347.0,FOI_10032
10037,64572286,990930,990930,78382.0,community venue,hall,,,,,,348,,1372291200000.0,219038574,-1363950,11,,,VIC,1372178552000,,51471295,1474438554000,1655947963000,10037,community,1.0,78382.0,FOI_10037
10265,64607302,990932,990932,80715.0,community venue,hall,,VALLEY RESERVE SCOUTS,Valley Reserve Scouts,VALLEY RESERVE,,348,,1372291200000.0,213308977,-1363921,11,,,VIC,1372178552000,,53951012,1518206157000,1655947966000,10265,community,1.0,80715.0,FOI_10265
