OBJECTID,ufi,pfi,feature_id,parent_feature_id,feature_type,feature_subtype,feature_status,name,name_label,parent_name,child_exists,auth_org_code,auth_org_id,auth_org_verified,vmadd_pfi,vicnames_id,vicnames_status_code,theme1,theme2,state,create_date_pfi,superceded_pfi,feature_ufi,feature_create_date_ufi,create_date_ufi,ORIG_FID,activity_category,activity_weight,poi_group_id,poi_id
26889,64547988,1180713,1180713,,admin facility,office,,MFB BURNLEY COMPLEX,MFB Burnley Complex,,,105,0,1525996800000.0,152116066,-1766706,11,,,VIC,1527680245000,,62363621,1636616040000,1655947962000,26889,administration,1.5,1180713.0,FOI_26889
26859,64547989,1180714,1180714,,admin facility,office,,MFB THORNBURY COMPLEX,MFB Thornbury Complex,,,105,0,1525996800000.0,51361645,-1766705,11,,,VIC,1527680245000,,54356804,1527745539000,1655947962000,26859,administration,1.5,1180714.0,FOI_26859
27200,54490026,1183128,1183128,,landmark,tourist attraction,,DAVID GODSELL HOUSE,David Godsell House,,,,,,50629913,-1771609,11,,,VIC,1530017396000,,54490026,1530079255000,1530079255000,27200,tourism,1.5,1183128.0,FOI_27200
50979,75990016,1208257,1208257,1184586.0,community venue,community centre,,CARLTON BATHS AND COMMUNITY CENTRE,Carlton Baths And Community Centre,CARLTON BATHS,,,,,203461461,-1821991,11,,,VIC,1535378894000,,75990016,1771485713000,1771485713000,50979,community,1.0,1184586.0,FOI_50979
44922,76524033,991354,991354,1208457.0,care facility,aged care,,BAPTCARE - STRATHALAN COMMUNITY,Baptcare - Strathalan Community,BAPTCARE STRATHALAN COMMUNITY RETIREMENT VILLAGE,,102,UID-67106,1781136000000.0,,-1365951,11,,,VIC,1372691536000,,76524033,1781594573000,1781594573000,44922,care,1.0,1208457.0,FOI_44922
24592,76508382,1211227,1211227,,care facility,aged care,,CLIFTON VIEWS,Clifton Views,,,102,UID-84600,1781136000000.0,51674007,-1827969,11,,,VIC,1540458408000,,76508382,1781594430000,1781594430000,24592,care,1.0,1211227.0,FOI_24592
16229,76316406,1213829,1213829,,hospital,general hospital,,EPWORTH FREEMASONS - ALBERT ST,Epworth Freemasons - Albert St,,,104,6470,1777420800000.0,457164706,-1926606,11,,,VIC,1547109290000,,76316406,1778224435000,1778224435000,16229,hospital,3.0,1213829.0,FOI_16229
16231,76316408,1213836,1213836,,hospital,general hospital,,EPWORTH FREEMASONS - VICTORIA PDE,Epworth Freemasons - Victoria Pde,,,104,647V,1777420800000.0,423379572,-1896306,11,,,VIC,1547109290000,,76316408,1778224435000,1778224435000,16231,hospital,3.0,1213836.0,FOI_16231
24607,76508398,1213841,1213841,,care facility,aged care,,CALVARY THE HIGHBURY,Calvary The Highbury,,,102,UID-85352,1781136000000.0,210721470,-2056270,11,,,VIC,1547110220000,,76508398,1781594430000,1781594430000,24607,care,1.0,1213841.0,FOI_24607
51716,76959483,1213877,1213877,,education centre,secondary school,,PRESTON HIGH SCHOOL,Preston High School,,,101,8241 C1,1788134400000.0,433366894,123621,10,,,VIC,1547126317000,,76959483,1788333232000,1788333232000,51716,school,1.5,1213877.0,FOI_51716
51720,76959487,1213881,1213881,,education centre,primary school,,SOUTH MELBOURNE PARK PRIMARY SCHOOL,South Melbourne Park Primary School,,,101,5562 C1,1788134400000.0,424064622,123632,10,,,VIC,1547126317000,,76959487,1788333232000,1788333232000,51720,school,1.5,1213881.0,FOI_51720
51722,76959489,1213883,1213883,,education centre,secondary school,,PRAHRAN HIGH SCHOOL,Prahran High School,,,101,8231 C1,1788134400000.0,423700141,33268,10,,,VIC,1547126317000,,76959489,1788333232000,1788333232000,51722,school,1.5,1213883.0,FOI_51722
10613,62046365,1214300,1214300,,community venue,hall,,HADFIELD COMMUNITY HALL,Hadfield Community Hall,,,,,,51517182,-1835106,11,,,VIC,1548399004000,,62046365,1634811670000,1634811670000,10613,community,1.0,1214300.0,FOI_10613
24400,76508180,1217501,1217501,,care facility,aged care,,NELLIE MELBA RETIREMENT VILLAGE,Nellie Melba Retirement Village,,,102,UID-84639,1781136000000.0,,-1841515,11,,,VIC,1554117568000,,76508180,1781594428000,1781594428000,24400,care,1.0,1217501.0,FOI_24400
9179,76793519,1237335,1237335,,admin facility,customer service centre,,COBURG CITIZENS SERVICE CENTRE,Coburg Citizens Service Centre,,,,,,,-1888094,11,,,VIC,1559554891000,,76793519,1783580532000,1783580532000,9179,administration,1.5,1237335.0,FOI_9179
24706,76508516,1238037,1238037,,care facility,aged care,,TRINITY MANOR GREENSBOROUGH,Trinity Manor Greensborough,,,102,UID-87874,1781136000000.0,427976873,-1889721,11,,,VIC,1564482945000,,76508516,1781594431000,1781594431000,24706,care,1.0,1238037.0,FOI_24706
16233,76316410,1241066,1241066,,hospital,day procedure centre,,ICON CANCER CENTRE MULGRAVE,Icon Cancer Centre Mulgrave,,,104,8235,1777420800000.0,51294633,-1942620,11,,,VIC,1573633045000,,76316410,1778224435000,1778224435000,16233,hospital,3.0,1241066.0,FOI_16233
16234,76316411,1241068,1241068,,hospital,day procedure centre,,ICON CANCER CENTRE RICHMOND,Icon Cancer Centre Richmond,,,104,8238,1777420800000.0,221216115,-1896353,11,,,VIC,1573633045000,,76316411,1778224435000,1778224435000,16234,hospital,3.0,1241068.0,FOI_16234
16245,76316414,1241072,1241072,,hospital,day procedure centre,,ICON CANCER CENTRE FREEMASONS,Icon Cancer Centre Freemasons,,,104,8237,1777420800000.0,457164706,-1896267,11,,,VIC,1573633045000,,76316414,1778224435000,1778224435000,16245,hospital,3.0,1241072.0,FOI_16245
16246,76316415,1241075,1241075,,hospital,day procedure centre,,GREENSBOROUGH DAY SURGERY,Greensborough Day Surgery,,,104,7440,1777420800000.0,424017686,-1896425,11,,,VIC,1573633045000,,76316415,1778224435000,1778224435000,16246,hospital,3.0,1241075.0,FOI_16246
16247,76316416,1241078,1241078,,hospital,day procedure centre,,GENESISCARE RADIATION ONCOLOGY CENTRE MALVERN (CABRINI HOSPITAL),Genesiscare Radiation Oncology Centre Malvern (Cabrini Hospital),,,104,8236,1777420800000.0,208463941,-2112252,11,,,VIC,1573633045000,,76316416,1778224435000,1778224435000,16247,hospital,3.0,1241078.0,FOI_16247
12268,76506239,140003,140003,1242066.0,care facility,aged care,,LISCOMBE HOUSE,Liscombe House,LEITH PARK RETIREMENT VILLAGE,,102,UID-63743,1781136000000.0,218748034,-1678942,11,,,VIC,1242871632000,,76506239,1781594409000,1781594409000,12268,care,1.0,1242066.0,FOI_12268
18521,76506283,1340062,1340062,1242067.0,care facility,aged care,,IVANHOE GRAND CARE COMMUNITY,Ivanhoe Grand Care Community,BLUE CROSS AGED CARE,,102,UID-63507,1781136000000.0,213330973,-2111305,11,,,VIC,1756210231000,,76506283,1781594410000,1781594410000,18521,care,1.0,1242067.0,FOI_18521
16248,76316417,1242888,1242888,,hospital,day procedure centre,,HAMPTON DAY HOSPITAL,Hampton Day Hospital,,,104,7200,1777420800000.0,428947674,-1900045,11,,,VIC,1574937284000,,76316417,1778224435000,1778224435000,16248,hospital,3.0,1242888.0,FOI_16248
16250,76316419,1242892,1242892,,hospital,day procedure centre,,ICON CANCER CENTRE MORELAND,Icon Cancer Centre Moreland,,,104,ICON,1777420800000.0,453713895,-1942614,11,,,VIC,1574937284000,,76316419,1778224435000,1778224435000,16250,hospital,3.0,1242892.0,FOI_16250
20428,62046378,1243437,1243437,,community venue,community centre,,LEINSTER GROVE COMMUNITY CENTRE,Leinster Grove Community Centre,,,,,,53469968,-1901364,11,,,VIC,1575457732000,,62046378,1634811670000,1634811670000,20428,community,1.0,1243437.0,FOI_20428
18536,76506298,991677,991677,1243635.0,care facility,aged care,,BAPTCARE - HEDLEY SUTTON COMMUNITY,Baptcare - Hedley Sutton Community,HEDLEY SUTTON COMMUNITY RETIREMENT VILLAGE,,102,UID-67080,1781136000000.0,212948471,-1365729,11,,,VIC,1372691537000,,76506298,1781594410000,1781594410000,18536,care,1.0,1243635.0,FOI_18536
24444,76508227,1244635,1244635,,care facility,aged care,,UNITING AGEWELL PRESTON,Uniting Agewell Preston,,,102,UID-64476,1781136000000.0,51513138,-1902661,11,,,VIC,1576242180000,,76508227,1781594429000,1781594429000,24444,care,1.0,1244635.0,FOI_24444
24364,76508134,1244637,1244637,,care facility,aged care,,MECWACARE JUBILEE HOUSE,Mecwacare Jubilee House,,,102,UID-89381,1781136000000.0,202297922,-1902663,11,,,VIC,1576242180000,,76508134,1781594428000,1781594428000,24364,care,1.0,1244637.0,FOI_24364
21218,76986342,1244642,1244642,,admin facility,justice service,,MELBOURNE JUSTICE SERVICE CENTRE,Melbourne Justice Service Centre,,,108,,1780272000000.0,213849442,-1902693,11,,,VIC,1576501409000,,76986342,1788960283000,1788960283000,21218,administration,1.5,1244642.0,FOI_21218
51740,76959507,1246454,1246454,1246469.0,education centre,secondary school,,FOOTSCRAY HIGH SCHOOL - KINNEAR STREET CAMPUS,Footscray High School - Kinnear Street Campus,FOOTSCRAY HIGH SCHOOL,,101,7842 C1,1788134400000.0,51353044,-1906472,11,,,VIC,1581935161000,,76959507,1788333232000,1788333232000,51740,school,1.5,1246469.0,FOI_51740
24442,76508225,1248277,1248277,,care facility,aged care,,UNITING AGEWELL HAWTHORN COMMUNITY,Uniting Agewell Hawthorn Community,,,102,UID-63576,1781136000000.0,206082766,-1910187,11,,,VIC,1585056235000,,76508225,1781594429000,1781594429000,24442,care,1.0,1248277.0,FOI_24442
16252,76316421,1256202,1256202,,hospital,day procedure centre,,SKIN HEALTH INSTITUTE,Skin Health Institute,,,104,7130,1777420800000.0,203472385,-1926610,11,,,VIC,1592295991000,,76316421,1778224435000,1778224435000,16252,hospital,3.0,1256202.0,FOI_16252
24608,76508399,1259139,1259139,,care facility,aged care,,CALVARY THE REGENT,Calvary The Regent,,,102,UID-89039,1781136000000.0,427411193,-2056242,11,,,VIC,1592908777000,,76508399,1781594430000,1781594430000,24608,care,1.0,1259139.0,FOI_24608
41353,76573876,1261659,1261659,,care facility,supported residential facility,,WESTPEAK RESIDENTIAL SERVICES VERMONT,Westpeak Residential Services Vermont,,,104,,1759968000000.0,51685836,-2122344,11,,,VIC,1598265905000,,76573876,1782284957000,1782284957000,41353,care,1.0,1261659.0,FOI_41353
20540,74583596,1261974,1261974,,community venue,community centre,,GLENROY COMMUNITY HUB,Glenroy Community Hub,,,351,,1598572800000.0,452399351,125418,10,,,VIC,1598888110000,,74583596,1760598781000,1760598781000,20540,community,1.0,1261974.0,FOI_20540
52848,76967523,1262047,1262047,,hospital,general hospital,,ST VINCENTS ON THE PARK,St Vincents On The Park,,,104,1451,1777420800000.0,433206741,-1938696,11,,,VIC,1600159898000,,76967523,1788339504000,1788339504000,52848,hospital,3.0,1262047.0,FOI_52848
16004,76346898,1262048,1262048,,hospital,general hospital,,THOMAS EMBLING,Thomas Embling,,,104,5990,1777420800000.0,54556029,-1938685,11,,,VIC,1600159898000,,76346898,1778829202000,1778829202000,16004,hospital,3.0,1262048.0,FOI_16004
18607,76506369,991710,991710,1262808.0,care facility,aged care,,ESTIA HEALTH GLEN WAVERLEY,Estia Health Glen Waverley,GRACE GARDENS RETIREMENT VILLAGE,,102,UID-69804,1781136000000.0,172148823,-1678960,11,,,VIC,1372691537000,,76506369,1781594411000,1781594411000,18607,care,1.0,1262808.0,FOI_18607
18559,76506321,136973,136973,1262810.0,care facility,aged care,,CUMBERLAND VIEW AGED CARE - WHALLEY DRIVE,Cumberland View Aged Care - Whalley Drive,CUMBERLAND VIEW RETIREMENT LIVING,,102,UID-63622,1781136000000.0,220285923,-1754223,11,,,VIC,1242871611000,,76506321,1781594411000,1781594411000,18559,care,1.0,1262810.0,FOI_18559
18586,76506348,1003373,1003373,1262815.0,care facility,aged care,,WEARY DUNLOP RETIREMENT VILLAGE,Weary Dunlop Retirement Village,WEARY DUNLOP RETIREMENT VILLAGE,,102,UID-84413,1781136000000.0,219041003,-1396934,11,,,VIC,1410971291000,,76506348,1781594411000,1781594411000,18586,care,1.0,1262815.0,FOI_18586
16260,76316430,1263806,1263806,,hospital,general hospital,,SPRING STREET DIALYSIS UNIT,Spring Street Dialysis Unit,,,104,0362,1777420800000.0,433660839,-2120788,11,,,VIC,1607340882000,,76316430,1778224435000,1778224435000,16260,hospital,3.0,1263806.0,FOI_16260
16261,76316431,1263808,1263808,,hospital,general hospital,,NORTH EAST KIDNEY SERVICE,North East Kidney Service,,,104,0333,1777420800000.0,51123323,-1942598,11,,,VIC,1607340882000,,76316431,1778224435000,1778224435000,16261,hospital,3.0,1263808.0,FOI_16261
16264,76316434,1263811,1263811,,hospital,general hospital,,COBURG DIALYSIS UNIT,Coburg Dialysis Unit,,,104,0312,1777420800000.0,422221777,-1942612,11,,,VIC,1607340882000,,76316434,1778224435000,1778224435000,16264,hospital,3.0,1263811.0,FOI_16264
48918,76435854,985373,985373,1263832.0,care facility,supported residential facility,,PARKVILLE YOUTH RESIDENTIAL CENTRE,Parkville Youth Residential Centre,PARKVILLE YOUTH JUSTICE PRECINCT,,108,,1780272000000.0,215016497,-1832731,11,,,VIC,1351089351000,,76435854,1780471101000,1780471101000,48918,care,1.0,1263832.0,FOI_48918
52046,76960093,1347687,1347687,1266973.0,education centre,secondary school,,IGNATIUS LEARNING CENTRE,Ignatius Learning Centre,IGNATIUS LEARNING CENTRE,,113,2240 C1,1788134400000.0,219087863,-2127422,11,,,VIC,1788267552000,,76960093,1788333236000,1788333236000,52046,school,1.5,1266973.0,FOI_52046
51776,76959544,1266975,1266975,,education centre,secondary school,,ST MARYS COLLEGE MELBOURNE,St Marys College Melbourne,,,113,26 C1,1788134400000.0,459695103,-2038610,11,,,VIC,1616498951000,,76959544,1788333232000,1788333232000,51776,school,1.5,1266975.0,FOI_51776
51783,76959551,1266983,1266983,,education centre,special school,,NIDDRIE AUTISTIC SCHOOL,Niddrie Autistic School,,,101,5362 C1,1788134400000.0,,-1972843,11,,,VIC,1616498951000,,76959551,1788333232000,1788333232000,51783,school,1.5,1266983.0,FOI_51783
51788,76959556,1266988,1266988,,education centre,secondary school,,YOUTH2INDUSTRY COLLEGE,Youth2industry College,,,114,2236 C1,1788134400000.0,421715497,-1949239,11,,,VIC,1616498951000,,76959556,1788333232000,1788333232000,51788,school,1.5,1266988.0,FOI_51788
51793,76959561,1266993,1266993,,education centre,special school,,TOMBOLO ACADEMY,Tombolo Academy,,,114,2232 C1,1788134400000.0,212037708,-2034542,11,,,VIC,1616498951000,,76959561,1788333232000,1788333232000,51793,school,1.5,1266993.0,FOI_51793
51890,76959658,1331723,1331723,1267001.0,education centre,primary school,,DOCKLANDS PRIMARY SCHOOL,Docklands Primary School,DOCKLANDS PRIMARY SCHOOL,,101,5573 C1,1788134400000.0,,125500,10,,,VIC,1689083379000,,76959658,1788333232000,1788333232000,51890,school,1.5,1267001.0,FOI_51890
24645,76508438,1267016,1267016,,care facility,aged care,,IRIS LOVETT GARDINER CENTRE (ACES),Iris Lovett Gardiner Centre (Aces),,,102,UID-67920,1781136000000.0,,-1949299,11,,,VIC,1616511261000,,76508438,1781594430000,1781594430000,24645,care,1.0,1267016.0,FOI_24645
24499,76508285,1267017,1267017,,care facility,aged care,,ARCARE ESSENDON,Arcare Essendon,,,102,UID-89020,1781136000000.0,51917187,-1949304,11,,,VIC,1616511261000,,76508285,1781594429000,1781594429000,24499,care,1.0,1267017.0,FOI_24499
10884,74675415,1267414,1267414,,community venue,hall,,FOOTSCRAY TOWN HALL,Footscray Town Hall,,,,,,206455539,-1950116,11,,,VIC,1619081918000,,74675415,1761646372000,1761646372000,10884,community,1.0,1267414.0,FOI_10884
16268,76316438,1267723,1267723,,hospital,day procedure centre,,BOROONDARA DAY SURGERY,Boroondara Day Surgery,,,104,7080,1777420800000.0,209470034,-2090612,11,,,VIC,1621241349000,,76316438,1778224435000,1778224435000,16268,hospital,3.0,1267723.0,FOI_16268
24432,76508215,1276605,1276605,,care facility,aged care,,ST VINCENTS CARE SERVICES KEW,St Vincents Care Services Kew,,,102,UID-84679,1781136000000.0,152246048,-1972310,11,,,VIC,1632221518000,,76508215,1781594428000,1781594428000,24432,care,1.0,1276605.0,FOI_24432
24710,76508520,1276607,1276607,,care facility,aged care,,VILLA MARIA CATHOLIC HOMES ONEILL AGED CARE RESIDENCE,Villa Maria Catholic Homes Oneill Aged Care Residence,,,102,UID-64511,1781136000000.0,152562399,-1972306,11,,,VIC,1632221518000,,76508520,1781594431000,1781594431000,24710,care,1.0,1276607.0,FOI_24710
16269,76316439,1277068,1277068,,hospital,day procedure centre,,NOTTING HILL CITY HEALTH DAY HOSPITAL,Notting Hill City Health Day Hospital,,,104,8520,1777420800000.0,425452046,-1973538,11,,,VIC,1635330212000,,76316439,1778224435000,1778224435000,16269,hospital,3.0,1277068.0,FOI_16269
51837,76959605,1279351,1279351,,education centre,secondary school,,PORT MELBOURNE SECONDARY COLLEGE,Port Melbourne Secondary College,,,101,7839 C1,1788134400000.0,53553352,126920,10,,,VIC,1642006389000,,76959605,1788333232000,1788333232000,51837,school,1.5,1279351.0,FOI_51837
51079,76003351,1284099,1284099,,cultural centre,art gallery,,EDMUND HERRING PAVILION,Edmund Herring Pavilion,,,,,,203163859,-1988388,11,,,VIC,1646305614000,,76003351,1771485749000,1771485749000,51079,cultural,1.5,1284099.0,FOI_51079
51078,76003350,1284100,1284100,,cultural centre,museum,,DOMAIN HOUSE,Domain House,,,,,,151862534,-1988387,11,,,VIC,1646305614000,,76003350,1771485749000,1771485749000,51078,cultural,1.5,1284100.0,FOI_51078
24334,76508091,1284539,1284539,,care facility,aged care,,JOHN FLYNN RETIREMENT VILLAGE,John Flynn Retirement Village,,,102,UID-89208,1781136000000.0,,-1989530,11,,,VIC,1648564617000,,76508091,1781594427000,1781594427000,24334,care,1.0,1284539.0,FOI_24334
22793,63711195,1307437,1307437,,health facility,maternal/child health centre,,MATERNAL AND CHILD HEALTH CENTRE,Maternal And Child Health Centre,,,,,,,-2035971,11,,,VIC,1654610675000,,63711195,1654672652000,1654672652000,22793,health,1.5,1307437.0,FOI_22793
39424,63711196,1307438,1307438,,health facility,community health centre,,COMMUNITY HEALTH CENTRE,Community Health Centre,,,,,,,-2035972,11,,,VIC,1654610675000,,63711196,1654672652000,1654672652000,39424,health,1.5,1307438.0,FOI_39424
41360,76573883,1307674,1307674,,care facility,supported residential facility,,ESSENDON SUPPORTED LIVING,Essendon Supported Living,,,104,,1759968000000.0,51270613,-2122295,11,,,VIC,1657113204000,,76573883,1782284957000,1782284957000,41360,care,1.0,1307674.0,FOI_41360
10830,73696891,997273,997273,1307895.0,community venue,hall,,BAYSIDE DISTRICT SCOUT ASSOCIATION,Bayside District Scout Association,SANDRINGHAM ATHLETICS GROUNDS,,,,,211201097,-1383421,11,,,VIC,1387440883000,,73696891,1756884454000,1756884454000,10830,community,1.0,1307895.0,FOI_10830
10714,73696887,997248,997248,1307901.0,community venue,hall,,1ST BEAUMARIS SEA SCOUTS,1st Beaumaris Sea Scouts,F L YOTT RESERVE,,,,,218946162,-1383463,11,,,VIC,1387440883000,,73696887,1756884454000,1756884454000,10714,community,1.0,1307901.0,FOI_10714
10710,68286221,997276,997276,1307902.0,community venue,hall,,BLACK ROCK SCOUTS,Black Rock Scouts,TRICKS RESERVE,,,,,,-1383447,11,,,VIC,1387440883000,,68286221,1689318438000,1689318438000,10710,community,1.0,1307902.0,FOI_10710
51846,76959614,1308012,1308012,,education centre,secondary school,,CENTRE FOR HIGHER EDUCATION STUDIES,Centre For Higher Education Studies,,,101,8917 C1,1788134400000.0,420034488,-2037601,11,,,VIC,1659960822000,,76959614,1788333232000,1788333232000,51846,school,1.5,1308012.0,FOI_51846
24409,76508189,1308462,1308462,,care facility,aged care,,RAELENE BOYLE RETIREMENT VILLAGE,Raelene Boyle Retirement Village,,,102,UID-89376,1781136000000.0,455046789,-2038741,11,,,VIC,1664986767000,,76508189,1781594428000,1781594428000,24409,care,1.0,1308462.0,FOI_24409
20547,74583605,1308492,1308492,,community venue,community centre,,BOB HAWKE COMMUNITY CENTRE,Bob Hawke Community Centre,,,,,,50311900,128020,10,,,VIC,1666017452000,,74583605,1760598781000,1760598781000,20547,community,1.0,1308492.0,FOI_20547
51871,76959639,1313741,1313741,,education centre,special school,,HAMPTON EAST SCHOOL,Hampton East School,,,101,6368 C1,1788134400000.0,54604289,129847,10,,,VIC,1673444084000,,76959639,1788333232000,1788333232000,51871,school,1.5,1313741.0,FOI_51871
20549,74583607,1315340,1315340,,community venue,community centre,,DJERRING FLEMINGTON HUB,Djerring Flemington Hub,,,,,,219045312,128605,10,,,VIC,1676380252000,,74583607,1760598781000,1760598781000,20549,community,1.0,1315340.0,FOI_20549
22861,74583608,1315382,1315382,,health facility,maternal/child health centre,,ASCOT VALE MATERNAL AND CHILD HEALTH CENTRE,Ascot Vale Maternal And Child Health Centre,,,,,,51276860,128618,10,,,VIC,1677061098000,,74583608,1760598781000,1760598781000,22861,health,1.5,1315382.0,FOI_22861
22808,66250951,1315383,1315383,,health facility,maternal/child health centre,,LINCOLN ROAD EARLY YEARS CENTRE,Lincoln Road Early Years Centre,,,,,,50460039,-2053597,11,,,VIC,1677062961000,,66250951,1677136133000,1677136133000,22808,health,1.5,1315383.0,FOI_22808
24596,76508386,1316643,1316643,,care facility,aged care,,CALVARY HUNTLY SUITES,Calvary Huntly Suites,,,102,UID-89813,1781136000000.0,454958944,-2056266,11,,,VIC,1679410765000,,76508386,1781594430000,1781594430000,24596,care,1.0,1316643.0,FOI_24596
50816,76437799,1316653,1316653,,admin facility,justice service,,MARIBYRNONG COMMUNITY RESIDENTIAL FACILITY,Maribyrnong Community Residential Facility,,,108,,1780272000000.0,212604351,-2056288,11,,,VIC,1679505757000,,76437799,1780471106000,1780471106000,50816,administration,1.5,1316653.0,FOI_50816
41361,76573884,1316982,1316982,,care facility,supported residential facility,,ROYAL AVENUE LODGE,Royal Avenue Lodge,,,104,,1759968000000.0,51776564,-2122329,11,,,VIC,1683639947000,,76573884,1782284957000,1782284957000,41361,care,1.0,1316982.0,FOI_41361
41363,76573886,1316985,1316985,,care facility,supported residential facility,,KEW SUPPORTED RESIDENTIAL SERVICE,Kew Supported Residential Service,,,104,,1759968000000.0,50124413,-2122331,11,,,VIC,1683639947000,,76573886,1782284957000,1782284957000,41363,care,1.0,1316985.0,FOI_41363
41364,76573887,1316986,1316986,,care facility,supported residential facility,,"PRIME GARDEN, MONT ALBERT NORTH","Prime Garden, Mont Albert North",,,104,,1759968000000.0,50209332,-2122328,11,,,VIC,1683639947000,,76573887,1782284957000,1782284957000,41364,care,1.0,1316986.0,FOI_41364
21196,76317599,1316994,1316994,,hospital,general hospital,,MONASH HEART PRIVATE HOSPITAL,Monash Heart Private Hospital,,,104,7570,1777420800000.0,426391161,-2112247,11,,,VIC,1683640175000,,76317599,1778224466000,1778224466000,21196,hospital,3.0,1316994.0,FOI_21196
21197,76317600,1316995,1316995,,hospital,general hospital,,VICTORIAN HEART HOSPITAL,Victorian Heart Hospital,,,104,1310,1777420800000.0,426391161,-2057374,11,,,VIC,1683640175000,,76317600,1778224466000,1778224466000,21197,hospital,3.0,1316995.0,FOI_21197
16276,76316448,1316998,1316998,,hospital,general hospital,,EASTERN HEALTH BLACKBURN,Eastern Health Blackburn,,,104,1052,1777420800000.0,50176068,-2120825,11,,,VIC,1683640175000,,76316448,1778224435000,1778224435000,16276,hospital,3.0,1316998.0,FOI_16276
41369,76573892,1329435,1329435,,care facility,supported residential facility,,GREENHAVEN SRS,Greenhaven Srs,,,104,,1759968000000.0,51368983,-2122349,11,,,VIC,1685448249000,,76573892,1782284957000,1782284957000,41369,care,1.0,1329435.0,FOI_41369
51186,76448775,988258,988258,1331734.0,community venue,hall,,SECOND MITCHAM SCOUT GROUP,Second Mitcham Scout Group,SOMERS TRAIL,,,,,208470418,-1357410,11,,,VIC,1365065344000,,76448775,1780643521000,1780643521000,51186,community,1.0,1331734.0,FOI_51186
20478,68561045,1332227,1332227,,community venue,community centre,,KOOLIN-NGAL-FAMILY CENTRE,Koolin-Ngal-Family Centre,,,358,,1693440000000.0,219062633,-2088532,11,,,VIC,1693913635000,,68561045,1693984011000,1693984011000,20478,community,1.0,1332227.0,FOI_20478
20473,68561039,1332230,1332230,,community venue,community centre,,ST KILDA LIBRARY COMMUNITY ROOM,St Kilda Library Community Room,,,358,,1693440000000.0,50584808,-2088537,11,,,VIC,1693913635000,,68561039,1693984011000,1693984011000,20473,community,1.0,1332230.0,FOI_20473
20474,68561040,1332231,1332231,,community venue,community centre,,ELWOOD ST KILDA NEIGHBOURHOOD LEARNING CENTRE,Elwood St Kilda Neighbourhood Learning Centre,,,358,,1693440000000.0,50593899,-2088528,11,,,VIC,1693913635000,,68561040,1693984011000,1693984011000,20474,community,1.0,1332231.0,FOI_20474
45163,76527920,1332370,1332370,,admin facility,office,,VICSES ME OFFICE MULGRAVE,Vicses Me Office Mulgrave,,,123,901,1781568000000.0,203163676,-2121318,11,,,VIC,1694607806000,,76527920,1781680431000,1781680431000,45163,administration,1.5,1332370.0,FOI_45163
27469,74041493,1137837,1137837,1332389.0,landmark,tourist attraction,,TOMMYS STORY,Tommys Story,SOUTH MELBOURNE FORESHORE RESERVE,,358,pp2002.19.493,,,-1674364,11,,,VIC,1465463392000,,74041493,1757661297000,1757661297000,27469,tourism,1.5,1332389.0,FOI_27469
24371,76508146,1332408,1332408,,care facility,aged care,,MECWACARE SIMON PRICE CENTRE,Mecwacare Simon Price Centre,,,102,UID-63540,1781136000000.0,50208839,-2089054,11,,,VIC,1695212875000,,76508146,1781594428000,1781594428000,24371,care,1.0,1332408.0,FOI_24371
21195,76317598,1143729,1143729,1332525.0,hospital,general hospital,,VERMONT PRIVATE HOSPITAL,Vermont Private Hospital,MORACK PUBLIC GOLF,,104,6370,1777420800000.0,203358926,-1687722,11,,,VIC,1478877843000,,76317598,1778224466000,1778224466000,21195,hospital,3.0,1332525.0,FOI_21195
22820,68736064,1332589,1332589,,health facility,maternal/child health centre,,SOUTH MELBOURNE PRIMARY SCHOOL MATERNAL AND CHILD HEALTH CENTRE,South Melbourne Primary School Maternal And Child Health Centre,,,358,,1696291200000.0,173762477,-2089595,11,,,VIC,1696506343000,,68736064,1696516734000,1696516734000,22820,health,1.5,1332589.0,FOI_22820
41371,76573894,1332924,1332924,,care facility,supported residential facility,,CAUSE (IVANHOE),Cause (Ivanhoe),,,104,,1759968000000.0,54604141,-2122364,11,,,VIC,1699542944000,,76573894,1782284957000,1782284957000,41371,care,1.0,1332924.0,FOI_41371
16278,76316450,1332925,1332925,,hospital,general hospital,,SANDRINGHAM MONASH,Sandringham Monash,,,104,4330,1777420800000.0,53632842,-2090617,11,,,VIC,1699544593000,,76316450,1778224435000,1778224435000,16278,hospital,3.0,1332925.0,FOI_16278
51968,76959789,1342592,1342592,1333014.0,education centre,secondary school,,ISLAMIC COLLEGE OF SPORT - NORTH CAMPUS (WINDY HILL),Islamic College Of Sport - North Campus (Windy Hill),ISLAMIC COLLEGE OF SPORT,,114,2249 C5,1788134400000.0,219045783,-2116831,11,,,VIC,1771244135000,,76959789,1788333232000,1788333232000,51968,school,1.5,1333014.0,FOI_51968
27459,72662697,1137797,1137797,1333201.0,landmark,tourist attraction,,MELBOURNE SOLAR SYSTEM,Melbourne Solar System,MARINA RESERVE,,358,pp2009.6.520,,219062699,-1674397,11,,,VIC,1465463392000,,72662697,1737702581000,1737702581000,27459,tourism,1.5,1333201.0,FOI_27459
27460,72662699,1137808,1137808,1333205.0,landmark,tourist attraction,,THE ABATTOIRS,The Abattoirs,ROBINSON RESERVE,,358,18,,219061445,-1674383,11,,,VIC,1465463392000,,72662699,1737702581000,1737702581000,27460,tourism,1.5,1333205.0,FOI_27460
