SA2_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
214021591,375,130,744,2451,3458,1573,1057,3261,655,12454
214021592,189,172,596,1844,2842,1409,734,1908,703,9442
215011386,165,32,303,1133,1671,764,643,1890,1168,7276
215011387,30,6,62,486,710,351,344,508,238,2644
215011388,285,58,589,2676,3733,1766,1291,3536,822,13824
215011389,38,0,68,597,804,412,341,536,193,2882
215011390,139,65,320,1036,1448,781,747,1441,435,5883
215011391,54,29,130,479,698,379,358,758,280,2948
215011392,81,77,251,1198,1787,967,775,1722,762,7203
215011393,44,16,97,395,592,296,263,488,268,2311
215011394,128,65,297,894,1329,741,668,1361,506,5497
215021395,64,15,133,1153,1628,830,632,1391,514,6140
215021396,81,19,132,646,1036,537,403,942,418,3987
215021398,62,16,106,522,712,383,367,755,352,3096
215021399,90,20,153,856,1174,646,546,1293,478,4995
215021469,250,71,492,2467,3424,1607,1235,4738,1385,14852
215021470,278,63,507,2417,3279,1465,1142,4009,1043,13349
215031400,115,66,286,875,1319,687,622,1183,555,5247
215031401,100,30,193,934,1419,825,657,1341,518,5692
215031402,109,27,215,530,854,435,356,854,288,3313
215031403,36,23,74,515,497,220,199,1146,477,3051
215031404,205,49,417,1635,2259,1033,823,2631,655,9037
215031405,45,19,105,953,1260,657,563,1285,592,5305
216011406,244,124,540,2431,3475,1592,1228,3349,927,13008
216011407,193,69,412,1626,2375,1206,880,2331,676,9081
216011408,25,6,55,581,858,453,342,612,340,3195
216011409,96,21,171,569,816,415,404,910,285,3391
216011410,52,14,103,570,813,514,444,827,414,3569
216021411,153,26,259,943,1231,566,504,1751,426,5427
216021412,18,4,34,440,612,312,254,520,211,2354
216021413,186,45,364,1884,2631,1332,1097,2480,960,10389
216021414,201,70,390,1264,1853,1012,644,2021,513,7306
216031415,121,45,238,1176,1571,737,571,2076,780,6909
216031416,313,83,573,3020,4111,1761,1382,4483,1265,16016
216031418,19,3,42,644,917,483,356,584,274,3254
216031419,93,32,196,1462,2160,1043,928,2019,941,8562
216031593,95,10,185,1385,1909,886,672,1830,344,7032
216031594,210,34,413,2105,2763,1271,1092,4790,1230,13251
217011420,126,42,245,1289,1949,1100,940,1668,647,7590
217011421,218,48,426,1583,2373,1135,866,2121,526,8612
217011422,206,35,346,1651,2447,1283,946,2498,644,9468
217011423,93,16,161,998,1408,766,682,993,371,5206
217031471,72,17,131,488,821,425,313,675,226,2951
217031472,274,57,502,1961,2572,1276,1017,3131,624,10580
217031473,30,15,77,900,1275,716,601,806,332,4635
217031474,96,35,186,875,1051,646,525,1041,389,4527
217031475,89,33,198,1211,1455,797,696,1277,485,5919
217031476,23,15,81,599,1029,542,399,526,392,3491
217041477,60,20,128,1138,1397,773,702,1173,444,5625
217041478,102,37,245,1525,2297,1392,942,1402,620,8171
217041479,217,96,525,3685,5151,2367,1592,4276,1133,18199
217041480,264,92,549,2171,3212,1425,918,2802,757,11285
297979799,0,0,0,0,3,0,0,8,27,38
299999499,12,17,29,1148,1118,391,326,1694,3270,7946
