SA2_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
203031048,0,5,0,5,..,23,0,24,0,24,..,7,0,11,0,11,..,10,0,10,0,10,..,141,19,162,5,169,..,714,77,782,12,800,..,42,6,47,506,553,15447,752,78,831,519,16797
203031049,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,5,..,40,5,45,0,46,..,251,21,272,11,277,..,4,0,4,427,430,5520,259,21,279,436,6234
203031051,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,9,0,9,0,9,..,140,8,144,0,146,..,566,77,647,10,653,..,24,0,24,696,717,8160,588,77,672,706,9536
203031052,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,35,0,35,0,34,..,179,15,190,0,193,..,6,0,6,322,328,4999,184,15,194,321,5519
203031053,0,0,0,0,..,14,0,13,0,13,..,3,0,3,0,3,..,10,0,11,0,13,..,214,24,235,8,246,..,1028,74,1101,23,1124,..,54,3,60,1032,1084,22396,1079,79,1159,1053,24607
203031489,0,0,0,0,..,12,3,16,0,16,..,0,0,0,0,0,..,23,4,31,0,31,..,186,23,208,6,209,..,774,72,847,16,856,..,31,0,31,494,523,9955,803,72,875,507,11333
203031490,0,0,0,0,..,5,0,11,0,11,..,6,0,6,0,6,..,11,0,10,0,12,..,150,0,158,4,162,..,612,38,654,18,665,..,28,3,29,782,808,17914,636,37,683,798,19394
204011054,0,4,0,4,..,6,0,6,0,6,..,0,0,4,0,4,..,4,0,9,0,9,..,40,4,47,0,47,..,212,21,229,0,234,..,0,6,5,406,411,6185,211,20,233,407,6828
204011055,0,5,0,5,..,9,0,12,0,12,..,4,0,4,0,4,..,3,3,6,0,6,..,40,3,40,0,44,..,189,25,212,4,213,..,23,5,23,646,668,6044,209,26,233,646,6922
204011056,0,9,0,9,..,27,0,28,0,28,..,21,0,24,0,24,..,12,0,12,0,12,..,178,27,210,7,212,..,846,90,939,12,950,..,40,3,42,831,876,13744,888,90,980,838,15563
204011057,3,4,0,4,..,6,0,11,0,11,..,4,0,4,0,4,..,12,0,9,0,9,..,50,10,57,4,63,..,400,40,442,7,451,..,20,0,20,858,880,9186,425,40,465,868,10517
204011058,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,11,11,0,11,..,26,5,24,0,28,..,173,31,205,9,212,..,19,0,19,331,355,3970,193,31,227,338,4537
204011059,0,0,0,0,..,6,7,16,0,16,..,0,0,0,0,0,..,7,8,13,0,13,..,37,5,39,0,38,..,359,69,426,4,432,..,15,3,21,546,564,5573,377,70,449,547,6569
204011060,0,0,0,0,..,3,3,8,0,8,..,0,0,3,0,3,..,0,0,0,0,0,..,42,6,46,0,48,..,175,23,200,4,204,..,3,0,3,335,340,4106,183,23,207,341,4645
204011061,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,48,48,186,3,0,3,48,238
204011062,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,31,0,33,0,33,..,145,5,152,0,152,..,10,0,10,481,495,3538,155,5,164,481,4182
204021063,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,5,..,56,4,56,0,62,..,400,45,443,14,459,..,26,0,26,853,876,9482,426,45,472,865,10822
204021064,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,0,0,0,..,27,0,25,0,25,..,71,9,82,0,82,..,10,0,10,315,326,3376,82,9,89,315,3781
204021065,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,4,19,0,19,..,57,6,69,0,67,..,5,0,5,192,199,3780,67,9,75,195,4047
204021066,6,33,0,33,..,17,7,28,0,28,..,5,0,0,0,3,..,15,7,26,0,26,..,133,15,147,13,154,..,1048,130,1182,21,1200,..,54,7,60,1030,1090,17592,1105,145,1243,1047,19882
204021067,0,0,0,0,..,27,8,38,5,40,..,0,0,0,0,0,..,3,0,4,0,4,..,40,9,52,0,49,..,301,45,347,3,356,..,16,3,25,608,629,8940,314,55,370,611,9925
204031068,0,0,0,0,..,3,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,39,8,52,0,53,..,190,13,200,9,207,..,10,0,15,341,351,4431,200,9,210,346,4986
204031069,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,5,0,5,..,88,15,97,4,104,..,407,54,460,12,476,..,26,0,26,699,729,7696,436,58,494,713,8903
204031070,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,4,18,0,18,..,49,6,50,0,50,..,5,0,3,192,199,2929,50,7,61,192,3184
204031071,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,7,36,0,37,..,413,66,478,7,485,..,10,4,17,229,246,4018,419,71,494,233,4745
204031072,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,7,34,0,34,..,162,12,170,6,175,..,12,0,12,523,531,5489,165,12,179,525,6196
204031073,0,6,0,6,..,19,0,20,0,20,..,0,0,0,0,0,..,32,22,53,0,53,..,140,38,173,9,185,..,643,112,756,14,768,..,43,6,43,775,820,13803,683,118,796,792,15396
204031075,0,0,0,0,..,6,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,27,0,27,..,71,6,76,0,77,..,0,0,4,315,317,4823,69,5,79,313,5221
204031491,0,5,0,5,..,3,0,8,0,8,..,6,0,6,0,6,..,15,7,22,0,24,..,235,71,312,3,316,..,835,153,992,14,1005,..,41,15,56,343,397,11374,879,167,1046,358,12778
204031492,0,4,0,4,..,11,6,18,0,18,..,0,0,0,0,0,..,76,57,128,0,128,..,206,72,278,3,279,..,974,234,1210,9,1220,..,72,8,82,863,950,12917,1050,248,1290,871,15082
205011076,0,11,0,11,..,9,0,13,0,13,..,3,0,3,0,3,..,9,5,17,0,17,..,199,25,221,5,227,..,817,86,900,9,910,..,43,3,46,1026,1074,17787,860,90,947,1034,19773
205011077,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,34,3,37,0,40,..,174,21,201,0,203,..,13,0,13,456,466,5910,188,21,216,458,6585
205011078,0,6,0,6,..,6,3,15,0,15,..,0,0,0,0,0,..,11,10,22,0,26,..,65,6,77,0,77,..,274,51,316,5,322,..,17,0,17,447,460,7584,292,51,341,446,8368
205011079,3,22,0,21,..,37,7,43,0,48,..,14,0,14,0,14,..,37,17,57,0,57,..,255,20,275,5,274,..,1234,156,1385,14,1396,..,53,3,54,1166,1219,20436,1285,159,1438,1174,23051
205021080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
205021081,0,30,0,30,..,12,22,32,0,32,..,0,0,0,0,0,..,38,22,60,0,60,..,85,16,101,4,105,..,696,125,824,8,831,..,52,12,67,1061,1126,13721,751,139,886,1066,15684
205021082,3,7,0,7,..,7,8,17,0,17,..,0,0,0,0,0,..,7,0,9,0,9,..,47,5,47,0,54,..,207,44,247,0,253,..,19,0,22,608,626,7409,222,47,272,612,8290
205021083,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,0,..,7,0,10,0,10,..,0,0,0,0,0,..,16,5,22,0,22,..,82,8,87,3,91,..,414,37,457,3,463,..,23,0,24,913,940,9760,440,40,485,921,11164
205021085,0,0,0,0,..,0,0,9,0,9,..,5,0,5,0,5,..,4,0,7,0,7,..,37,5,44,3,44,..,182,22,200,6,208,..,12,0,12,682,701,5821,193,22,215,688,6727
205021086,0,4,0,4,..,4,0,4,0,6,..,0,0,0,0,0,..,5,5,9,0,9,..,39,5,41,0,41,..,193,23,216,3,214,..,21,0,22,274,301,6460,212,27,232,280,6977
205031087,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,6,5,6,0,11,..,80,0,82,0,85,..,329,22,351,3,357,..,14,0,19,723,739,8353,341,27,368,726,9446
205031088,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,9,0,7,..,8,3,12,0,16,..,0,0,0,7,14,111,12,3,17,12,139
205031089,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,4,13,0,13,..,62,10,72,3,76,..,316,43,358,6,359,..,12,0,12,563,574,8904,326,43,370,567,9842
205031090,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,8,6,12,0,13,..,79,14,89,0,91,..,400,61,466,6,473,..,21,3,26,686,709,10321,419,69,489,695,11502
205031091,0,4,0,4,..,16,0,15,0,15,..,4,0,4,0,4,..,25,6,28,0,28,..,120,9,121,3,129,..,758,74,827,10,840,..,51,0,55,1019,1075,11891,811,75,883,1025,13799
205031092,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,5,5,10,3,0,3,5,16
205031093,0,13,0,13,..,42,8,50,0,53,..,11,0,10,0,10,..,18,10,23,0,23,..,184,38,218,0,222,..,1060,141,1202,22,1220,..,72,5,73,1575,1651,23917,1133,145,1273,1599,26792
205041094,0,0,0,0,..,6,6,13,3,14,..,0,0,0,0,0,..,0,0,0,0,0,..,116,10,125,4,129,..,406,38,449,9,454,..,29,0,35,793,822,10638,443,37,479,800,11912
205041095,0,0,0,0,..,17,6,18,0,18,..,0,0,3,0,3,..,15,9,23,0,23,..,288,49,337,4,343,..,837,158,993,13,1005,..,58,4,62,1230,1297,14991,899,160,1057,1245,17291
205041096,0,7,0,7,..,11,6,21,0,21,..,4,0,3,0,3,..,19,15,40,7,38,..,276,108,390,9,395,..,1230,277,1508,18,1527,..,56,30,78,1521,1600,11301,1283,308,1588,1539,14432
205041098,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,26,4,32,0,32,..,79,14,94,0,90,..,3,0,4,270,276,4342,84,11,93,269,4707
205041493,0,19,0,19,..,16,0,16,0,16,..,9,0,10,0,10,..,23,12,31,0,34,..,150,15,166,9,173,..,690,88,783,15,797,..,47,5,46,779,825,10383,741,93,831,792,12000
205041494,0,18,0,18,..,21,3,25,0,25,..,4,0,4,0,4,..,27,0,27,0,28,..,143,23,162,10,172,..,1097,127,1230,17,1242,..,37,0,39,829,863,14707,1134,130,1263,844,16822
205051099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,19,0,0,0,6,23
205051100,0,0,0,0,..,3,3,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,46,0,46,0,46,..,155,12,164,3,163,..,18,0,18,300,312,4435,167,12,180,301,4915
205051101,0,0,0,0,..,11,4,16,0,16,..,3,0,3,0,3,..,9,12,18,0,18,..,54,10,67,3,71,..,341,40,382,5,383,..,18,0,18,994,1016,13360,355,40,397,1002,14756
205051102,0,0,0,0,..,5,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,109,11,126,0,126,..,6,0,6,1256,1266,3539,116,11,131,1258,4928
205051103,5,42,0,44,..,13,0,13,0,13,..,0,0,0,0,0,..,37,21,55,3,59,..,115,24,137,3,142,..,830,120,948,17,965,..,54,0,56,892,950,13388,885,121,1004,907,15301
205051104,0,0,0,0,..,4,0,9,0,9,..,0,0,0,0,0,..,6,5,9,0,9,..,33,5,33,0,33,..,128,21,154,5,159,..,12,0,12,459,470,4980,144,21,167,459,5605
206011106,0,15,0,15,..,23,3,28,0,28,..,41,7,51,0,51,..,86,21,110,0,111,..,187,22,210,11,216,..,2580,334,2918,37,2949,..,30,0,35,464,497,9290,2618,329,2950,496,12738
206011107,3,50,0,50,..,26,3,28,0,28,..,87,18,104,0,107,..,113,13,126,3,128,..,305,30,338,5,342,..,3425,509,3937,30,3966,..,49,10,56,427,481,9869,3479,519,3993,454,14318
206011109,0,9,0,17,..,16,5,21,0,21,..,81,8,89,0,89,..,100,16,110,0,110,..,129,16,140,7,150,..,2554,374,2929,29,2957,..,35,6,34,255,291,7146,2582,376,2959,285,10390
206011495,0,15,0,15,..,8,3,11,0,11,..,73,40,116,0,116,..,74,18,98,0,98,..,171,37,211,3,215,..,2650,627,3277,27,3302,..,42,3,49,318,366,9222,2695,629,3326,340,12890
206011496,5,26,0,26,..,12,0,19,0,19,..,63,17,74,0,76,..,105,30,136,0,136,..,216,31,242,11,250,..,2329,453,2784,25,2813,..,49,9,60,418,478,9697,2378,461,2840,446,12983
206011497,0,15,0,15,..,31,4,37,0,37,..,184,56,238,3,245,..,74,25,99,0,99,..,222,28,251,3,257,..,3406,698,4107,27,4128,..,55,3,59,387,445,7958,3455,707,4165,406,12535
206011498,0,11,0,11,..,21,11,33,0,34,..,188,62,250,0,253,..,68,13,81,0,81,..,212,21,238,6,241,..,3459,787,4243,45,4291,..,34,6,43,345,384,9355,3491,794,4285,384,14031
206021110,0,12,0,9,..,9,3,15,0,15,..,3,0,6,0,6,..,64,18,82,0,82,..,95,14,108,13,117,..,1460,254,1718,17,1732,..,37,0,34,241,273,6980,1492,256,1755,256,8994
206021112,3,11,0,11,..,36,0,34,0,34,..,28,0,28,0,28,..,153,71,219,3,223,..,314,40,357,10,366,..,3820,932,4761,33,4793,..,65,8,73,498,568,13555,3885,944,4828,533,18919
206021499,0,12,0,12,..,10,0,12,0,12,..,36,3,41,0,41,..,95,32,129,0,127,..,165,12,181,6,188,..,2398,585,2986,28,3010,..,57,4,62,456,517,11538,2457,591,3049,485,15068
206021500,0,12,0,12,..,13,0,12,0,12,..,15,0,15,0,13,..,65,27,90,0,91,..,153,12,171,0,174,..,1550,312,1863,33,1893,..,30,5,33,316,356,8049,1582,319,1899,351,10299
206031113,0,23,0,23,..,30,8,39,0,39,..,56,9,63,0,66,..,342,119,459,8,465,..,580,122,708,17,724,..,3134,674,3809,45,3857,..,52,7,64,753,818,10522,3188,678,3874,798,15191
206031115,3,36,0,35,..,20,0,26,0,26,..,69,25,93,0,93,..,191,138,330,3,331,..,657,171,825,13,841,..,2397,643,3040,37,3078,..,57,9,64,627,695,5294,2456,654,3108,669,9065
206031116,0,29,0,29,..,31,6,37,0,37,..,79,11,94,0,94,..,147,29,175,0,175,..,321,47,361,16,376,..,3426,504,3929,44,3972,..,48,7,56,451,507,11741,3468,516,3987,492,16224
