SA2_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
213041576,..,774,774,1104,98,1200,688,7,698,653,0,655,330,0,334,209,0,209,2991,881,3875
213041577,..,990,990,866,75,940,473,8,487,317,4,315,144,0,144,116,0,116,1913,1077,2994
213041578,..,1231,1231,1327,159,1488,927,29,958,790,0,793,435,0,434,392,0,398,3873,1424,5303
213051361,..,1156,1156,1763,117,1879,1178,28,1204,1152,4,1160,448,11,454,329,6,335,4862,1320,6182
213051362,..,1417,1417,1802,156,1957,1107,37,1139,1065,16,1081,448,10,463,328,15,341,4749,1653,6401
213051363,..,748,748,934,140,1068,762,66,825,648,41,688,241,15,257,190,18,206,2762,1024,3787
213051368,..,1501,1501,1767,123,1891,991,36,1025,998,9,1012,358,4,364,195,10,201,4308,1688,5994
213051464,..,615,615,1321,95,1418,1305,32,1339,1508,25,1530,587,12,599,300,0,301,5024,773,5800
213051466,..,478,478,875,83,957,1369,29,1394,1868,14,1884,540,9,548,273,0,273,4925,612,5533
213051467,..,1833,1833,1827,195,2027,1115,36,1153,973,16,983,489,4,491,304,6,304,4706,2081,6786
213051468,..,1418,1418,2053,164,2217,1522,39,1555,1411,12,1423,573,4,580,325,7,331,5895,1639,7536
213051579,..,261,261,639,55,694,857,17,874,835,4,836,278,0,278,183,0,183,2784,331,3116
213051580,..,695,695,1079,67,1151,908,21,935,1172,7,1179,374,3,373,199,0,201,3735,798,4532
213051581,..,296,296,622,57,682,651,13,669,786,11,797,268,0,268,152,0,156,2490,371,2862
213051582,..,263,263,484,54,533,719,27,746,749,26,780,294,10,302,217,4,223,2464,375,2836
213051583,..,752,752,1233,106,1339,1608,59,1664,2170,49,2211,930,23,949,698,5,705,6637,996,7635
213051584,..,153,153,344,36,380,493,21,517,523,19,538,204,4,212,161,4,163,1721,242,1965
213051585,..,432,432,630,40,672,609,14,626,749,13,760,350,13,357,317,0,321,2665,512,3176
213051586,..,205,205,439,49,489,619,31,653,626,34,660,229,14,244,145,8,152,2058,346,2401
213051587,..,270,270,493,48,543,716,33,750,732,22,753,281,16,291,178,4,183,2399,389,2789
213051588,..,518,518,847,110,956,1080,53,1131,1272,47,1326,655,20,672,507,8,516,4360,746,5104
213051589,..,391,391,687,84,766,662,18,681,539,12,549,244,0,246,168,0,168,2298,504,2804
213051590,..,758,758,1035,96,1130,872,9,886,914,3,918,343,5,352,271,3,277,3439,876,4318
