SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
201021009,2659,2664,5322,1235,660,1899,318,698,1016,126,143,264,68,56,122,1744,1555,3304,727,931,1659,3.8,3.5,3.7,65.7,58.4,62.1,63.2,56.4,59.8,78,102,172,38,125,157,221,405,624,206,303,508,811,378,1188,24,41,61,35,46,85,868,460,1330,2734,2717,5448,276,314,585,1879,1797,3675,1002,1071,2071
201021010,3342,3418,6761,1232,609,1842,414,872,1289,125,173,296,96,65,161,1871,1716,3584,1213,1442,2650,5,3.8,4.4,55.9,50.2,53,53.1,48.3,50.7,121,138,265,66,123,190,271,479,745,248,409,659,906,471,1377,40,53,100,42,57,97,991,589,1571,3332,3313,6643,364,368,728,2415,2383,4793,1114,1135,2241
201021011,4229,4446,8675,1409,783,2192,761,1163,1922,150,206,356,88,73,163,2418,2215,4629,1489,1861,3347,3.8,3.2,3.5,57.1,49.9,53.4,54.9,48.3,51.5,280,325,607,127,247,369,642,900,1542,446,536,981,898,412,1307,26,45,76,57,81,146,984,541,1522,3950,4092,8042,503,542,1048,2677,2817,5492,1640,1696,3332
201021012,2666,2509,5172,1218,636,1854,350,712,1067,122,134,257,52,41,90,1742,1525,3272,735,803,1536,3,2.6,2.8,65.5,60.9,63.3,63.5,59.3,61.5,88,153,244,44,109,154,201,375,576,195,307,504,800,330,1129,21,20,42,38,34,73,864,389,1245,2730,2597,5328,262,253,513,1959,1863,3819,899,849,1752
201031013,1553,1471,3024,505,228,737,165,334,494,66,53,118,34,23,61,765,641,1409,638,692,1334,4.3,3.7,4,49.5,43.6,46.6,47.3,42,44.7,29,27,57,21,39,53,91,175,263,82,147,229,403,185,584,16,23,40,21,22,47,429,231,663,1486,1395,2880,131,139,269,1110,1016,2127,439,436,876
201031014,2140,1828,3970,688,376,1064,207,436,641,83,91,174,36,29,66,1012,934,1949,960,736,1687,3.5,3.4,3.4,47.4,51.1,49.1,45.8,49.3,47.4,28,46,80,26,59,82,107,212,319,130,213,342,529,252,780,13,39,50,18,31,51,555,322,880,1745,1746,3498,187,204,390,1290,1249,2538,583,628,1206
201031015,2057,1890,3947,839,416,1254,238,503,746,96,92,185,46,36,86,1218,1047,2268,671,713,1388,3.9,3.6,3.8,59.4,55.3,57.5,57.1,53.3,55.3,42,52,99,34,73,110,127,220,348,136,244,384,638,295,933,19,41,59,32,40,73,692,372,1066,2111,1939,4054,193,199,393,1526,1390,2914,687,662,1350
201031016,3294,3662,6955,891,547,1438,350,765,1116,109,111,223,117,72,185,1467,1498,2965,1611,1940,3551,7.9,4.7,6.3,44.6,40.9,42.7,41.1,39,40,28,46,72,20,67,96,176,295,469,151,284,433,895,513,1410,35,65,105,44,48,87,971,628,1604,3198,3484,6678,396,444,837,2237,2352,4588,1203,1433,2640
201031017,2443,2290,4735,680,332,1017,264,518,775,88,104,193,63,48,108,1095,998,2090,1088,1089,2176,6,4.6,5.4,44.8,43.6,44.2,42.1,41.6,41.8,27,32,62,21,39,64,95,223,318,106,249,352,700,303,1006,29,55,81,24,48,72,756,402,1156,2277,2145,4421,244,258,503,1771,1658,3432,679,672,1351
202011018,6061,6602,12668,2339,1439,3776,837,1651,2481,193,258,458,212,163,378,3577,3516,7092,2067,2665,4739,5.9,4.7,5.3,59,53.2,56,55.5,50.7,53,289,345,626,131,262,387,722,1035,1754,409,571,985,1334,838,2170,74,104,179,72,103,181,1486,1040,2523,5475,5779,11257,1153,1269,2424,3450,3577,7026,2811,3099,5909
202011019,4933,5545,10482,2007,1146,3151,620,1398,2021,171,273,445,180,121,303,2978,2942,5918,1674,2273,3946,5.9,4.2,5.1,60.3,53,56.4,56.7,50.8,53.6,78,133,212,49,155,204,310,571,880,281,504,787,1415,929,2343,62,128,194,68,92,157,1544,1149,2691,4969,5327,10292,797,894,1691,3169,3349,6512,2244,2551,4794
202011020,5501,6347,11846,2185,1341,3530,818,1603,2420,199,274,472,141,126,265,3333,3346,6687,1886,2687,4570,4.1,3.9,4,60.7,52.7,56.4,58.1,50.7,54.2,261,328,589,140,309,446,811,1151,1963,516,696,1211,1234,706,1937,51,78,130,63,112,175,1346,899,2244,5294,5793,11093,932,1076,2008,3380,3645,7025,2562,2900,5468
202011021,3582,4204,7786,1455,997,2453,642,1284,1927,126,186,311,146,116,259,2368,2583,4946,1042,1449,2484,6.1,4.5,5.3,66.1,61.4,63.6,62.1,58.6,60.2,216,248,459,102,214,321,576,832,1410,320,491,807,812,498,1306,41,66,107,37,61,103,889,628,1515,3523,3899,7421,646,857,1504,2245,2377,4627,1730,2151,3885
202011022,8119,9379,17502,3206,1935,5139,1065,2296,3360,249,353,607,216,177,397,4743,4765,9508,2844,4031,6878,4.6,3.8,4.2,58.4,50.8,54.3,55.7,48.9,52,197,270,466,115,277,390,672,1138,1807,565,919,1478,2212,1339,3550,71,153,227,96,176,264,2380,1664,4046,7909,8871,16780,1226,1443,2663,4991,5602,10594,3653,4167,7819
202011023,2071,2084,4157,1119,524,1646,309,792,1095,64,109,176,50,43,96,1544,1474,3012,472,568,1042,3.4,2.9,3.1,74.5,70.5,72.5,71.9,68.5,70.2,46,86,129,45,96,139,221,361,580,169,245,416,712,315,1026,19,25,44,21,36,65,752,377,1136,2374,2395,4767,283,269,549,1673,1638,3307,830,872,1703
202011024,3969,4202,8172,1975,1046,3024,586,1428,2019,129,191,322,111,72,177,2804,2743,5545,1029,1324,2354,3.9,2.5,3.2,70.6,65.2,67.8,67.9,63.6,65.7,167,188,357,108,235,344,622,948,1573,419,475,890,1024,483,1509,35,45,83,61,74,141,1122,607,1732,4345,4458,8803,713,712,1425,2704,2793,5497,2046,2096,4141
202011025,5250,5775,11032,2613,1441,4061,676,1697,2373,195,302,496,139,130,269,3621,3575,7196,1381,1952,3340,3.7,3.7,3.7,68.9,61.9,65.2,66.3,59.6,62.8,129,160,283,83,226,306,461,889,1355,403,642,1042,1536,1006,2544,47,109,156,62,98,160,1651,1206,2858,5536,5953,11493,962,1057,2015,3258,3436,6687,2761,3153,5914
202021026,3350,3261,6616,1591,839,2432,474,1070,1545,163,211,376,71,35,105,2300,2158,4459,878,951,1826,3.1,1.6,2.4,68.5,66.1,67.3,66.4,65.1,65.7,90,138,226,76,169,249,325,575,897,299,386,686,1059,461,1513,22,52,76,44,58,104,1124,564,1687,3518,3402,6917,451,436,892,2505,2413,4916,1245,1249,2493
202021027,4743,4999,9742,1318,795,2111,763,1374,2133,128,176,311,96,87,185,2305,2436,4738,2124,2132,4255,4.3,3.5,3.9,48.6,48.7,48.7,46.5,47,46.8,333,469,802,153,329,482,692,995,1683,401,552,953,834,416,1243,35,53,87,57,69,130,919,540,1462,4025,4522,8545,617,705,1323,2635,2991,5624,1788,2056,3845
202021028,4007,3937,7949,1303,720,2026,666,1108,1769,181,184,372,81,72,151,2239,2082,4316,1492,1592,3088,3.7,3.4,3.5,55.8,52.8,54.3,53.7,51,52.4,218,300,520,115,238,347,523,732,1265,350,493,837,1001,398,1395,39,47,82,60,61,121,1099,502,1597,3858,3703,7562,440,431,870,2796,2606,5401,1361,1402,2768
202021029,2231,2092,4330,710,335,1045,252,486,735,80,85,166,52,52,102,1089,960,2046,889,905,1793,4.7,5.3,5,48.8,45.9,47.4,46.5,43.4,45,28,62,91,31,67,106,147,217,365,158,219,376,629,259,881,20,38,55,39,30,68,685,331,1014,2059,1890,3947,248,247,499,1401,1301,2702,796,746,1548
202021030,4227,4519,8749,1726,980,2706,631,1251,1879,165,229,392,99,80,170,2619,2529,5152,1323,1685,3004,3.7,3,3.4,61.9,56,58.9,59.7,54.3,56.9,213,301,514,114,230,349,645,835,1479,379,495,876,913,467,1382,37,55,88,52,72,129,1000,596,1601,4228,4452,8683,540,561,1103,2805,2983,5794,1736,1819,3554
202021031,3076,3337,6414,1326,735,2060,442,966,1408,130,167,290,70,63,138,1970,1934,3901,946,1257,2200,3.6,3.5,3.5,64.1,57.8,60.8,61.8,55.8,58.7,272,312,582,97,216,318,603,751,1355,270,389,664,621,274,894,15,33,47,40,53,99,679,361,1037,3221,3359,6580,447,496,944,2133,2288,4423,1333,1413,2746
202031032,2041,2019,4062,846,413,1258,219,530,751,91,125,218,47,50,95,1204,1116,2323,627,715,1343,3.7,4.3,4,59,55.4,57.2,56.8,53,54.9,22,56,74,25,54,84,105,250,351,117,187,306,637,295,927,16,47,63,28,36,59,679,371,1052,2006,1966,3977,199,223,422,1508,1448,2960,599,655,1256
202031033,3137,3057,6198,1105,516,1621,324,674,1003,108,142,256,81,67,146,1619,1401,3022,1156,1280,2438,4.8,4.8,4.8,51.5,46,48.8,49.1,43.8,46.5,26,47,66,23,80,102,160,321,481,164,295,454,807,351,1161,24,51,76,38,59,96,871,459,1333,2911,2854,5766,304,318,620,2232,2093,4329,852,935,1784
203011034,2901,2940,5839,1531,696,2234,369,1000,1375,114,174,289,56,56,106,2075,1929,4002,692,899,1591,2.7,2.7,2.7,71.5,65.5,68.5,69.6,63.7,66.7,59,79,138,36,129,158,230,451,680,268,358,629,988,515,1502,17,46,61,29,53,80,1037,606,1645,3255,3212,6466,432,423,856,2105,2027,4129,1347,1401,2742
203011035,3223,3121,6349,1624,720,2345,380,965,1342,156,195,347,62,57,125,2224,1937,4163,809,1008,1817,2.9,3.1,3,68.9,62.1,65.6,66.9,60.2,63.6,67,106,172,60,123,177,267,492,759,264,422,688,1105,476,1581,32,68,101,48,47,100,1183,598,1778,3429,3271,6701,405,397,808,2426,2254,4678,1206,1218,2424
203011036,2667,2721,5386,1248,575,1823,384,878,1264,131,161,288,43,27,68,1809,1635,3446,695,895,1592,2.4,1.5,2,67.8,60.1,63.9,66.1,59.2,62.6,107,109,214,37,111,143,297,507,801,250,352,601,804,319,1121,16,35,52,35,45,74,848,397,1248,2723,2690,5406,312,350,662,1850,1788,3635,1029,1087,2110
203021037,5951,6496,12451,2595,1545,4141,958,1843,2805,202,336,537,221,141,363,3977,3862,7841,1663,2324,3987,5.6,3.6,4.6,66.9,59.4,63,63.1,57.3,60.1,475,484,956,151,285,435,954,1428,2382,520,742,1263,1422,776,2198,40,71,111,56,92,147,1522,938,2455,5709,6073,11785,1210,1235,2443,3456,3790,7245,3034,3141,6169
203021039,5555,6202,11759,2366,1593,3960,926,1735,2664,198,298,494,176,162,343,3669,3794,7460,1546,2064,3608,4.9,4.3,4.6,66.1,61.2,63.5,62.9,58.5,60.6,420,497,918,153,306,456,1101,1361,2458,512,662,1176,1127,672,1803,41,75,117,57,82,137,1228,830,2060,4947,5262,10207,1094,1302,2394,3061,3332,6396,2694,3007,5706
203021040,8257,9111,17367,4168,2550,6716,1209,2755,3968,290,494,787,241,213,455,5913,6015,11926,2053,2745,4799,4.1,3.6,3.8,71.6,66.1,68.7,68.6,63.7,66,567,659,1227,210,472,686,1504,2072,3575,737,1070,1809,1944,1062,3012,62,104,165,104,134,235,2110,1301,3414,7936,8693,16628,1688,1804,3492,4795,5300,10101,4263,4638,8905
203021042,9516,10104,19623,4269,2404,6665,1630,3291,4923,323,461,780,278,214,492,6500,6372,12868,2622,3416,6036,4.3,3.4,3.8,68.3,63,65.6,65.4,60.9,63.1,869,707,1575,255,504,764,2043,2536,4578,1014,1176,2186,1778,942,2724,57,98,160,114,193,304,1953,1238,3185,9339,9692,19025,1899,2080,3977,6165,6539,12701,4545,4728,9274
203021043,8792,7988,16780,3976,2122,6105,879,2282,3159,318,360,675,234,192,418,5407,4956,10359,3085,2716,5799,4.3,3.8,4.1,61.5,62,61.7,58.9,59.6,59.2,238,284,524,98,266,365,779,1229,2005,745,957,1696,2260,1204,3466,62,94,152,90,135,229,2415,1439,3849,8093,8221,16312,1122,1246,2370,5248,5289,10537,3397,3660,7058
203021044,5165,5701,10867,2306,1259,3565,748,1738,2483,148,264,414,143,126,266,3350,3389,6736,1617,2079,3697,4.2,3.8,4,64.8,59.4,62,62.1,57.2,59.5,128,167,297,65,194,260,479,855,1342,459,725,1182,1613,907,2523,65,75,145,69,107,177,1750,1093,2843,5414,5720,11134,690,762,1451,3680,3916,7594,2061,2226,4282
203021045,6275,6999,13276,2309,1303,3619,859,1716,2571,214,244,456,224,167,390,3605,3429,7034,2197,3098,5296,6.2,4.8,5.5,57.5,49,53,53.9,46.6,50.1,154,159,307,60,147,208,420,725,1146,419,684,1099,1722,1104,2824,81,101,185,65,117,186,1868,1319,3189,5979,6615,12597,751,800,1548,4140,4520,8655,2287,2575,4857
203021046,4027,4412,8441,1909,1094,3003,665,1407,2072,126,172,300,107,88,198,2808,2764,5572,1069,1503,2571,3.8,3.2,3.5,69.7,62.7,66,67,60.7,63.7,388,416,804,119,274,398,981,1238,2222,398,507,901,677,335,1009,26,40,67,42,62,103,736,438,1176,4102,4293,8397,737,863,1602,2672,2850,5523,1948,2079,4029
203021047,6427,6926,13351,2584,1480,4063,885,1672,2558,212,334,543,233,182,411,3913,3672,7587,2150,2895,5047,5.9,5,5.5,60.9,53,56.8,57.3,50.3,53.7,255,282,536,96,202,298,739,962,1700,513,725,1233,1511,843,2349,48,80,132,87,140,222,1645,1062,2710,6218,6603,12822,996,1068,2068,4047,4367,8414,2778,2942,5714
203021485,3784,4365,8148,2050,1251,3297,610,1332,1945,149,256,406,93,104,200,2902,2942,5847,731,1259,1991,3.2,3.5,3.4,76.7,67.4,71.7,74.2,65.1,69.3,226,200,432,62,183,247,617,932,1550,392,633,1024,1011,607,1619,30,49,85,49,65,119,1089,725,1813,3380,3658,7031,1212,1424,2630,951,1059,2004,3240,3639,6880
203021486,7336,7618,14955,2663,1379,4044,952,1735,2683,248,288,537,350,246,601,4216,3648,7858,2578,3431,6015,8.4,6.9,7.7,57.4,47.9,52.6,52.6,44.6,48.5,153,141,288,34,83,120,375,540,911,414,624,1033,1604,1174,2772,83,134,217,69,131,201,1755,1429,3189,7177,7441,14617,1051,1023,2075,4891,4986,9870,2902,3049,5951
203021487,9655,10605,20261,4581,2399,6980,1508,3304,4813,325,507,831,295,240,539,6714,6446,13166,2572,3766,6341,4.4,3.8,4.1,69.5,60.8,65,66.5,58.5,62.3,600,499,1100,163,399,570,1460,1972,3433,929,1278,2209,2439,1378,3817,67,140,209,111,196,308,2617,1711,4329,9258,9929,19189,2121,2216,4335,5414,5843,11255,5276,5682,10959
203021488,3696,3924,7622,1065,551,1621,440,777,1213,138,132,273,188,167,350,1831,1629,3454,1457,1859,3319,10.2,10.1,10.2,49.5,41.5,45.4,44.5,37.3,40.8,115,96,215,32,45,75,192,284,472,196,285,478,708,603,1305,56,59,109,30,42,72,788,701,1489,3310,3487,6794,548,536,1087,2135,2269,4401,1516,1560,3068
203031048,6571,7296,13873,2637,1461,4095,901,2015,2918,227,329,552,195,153,347,3963,3946,7914,2367,3052,5417,4.9,3.9,4.4,60.3,54.1,57,57.3,52,54.5,195,252,446,126,290,414,654,1065,1722,601,951,1547,2058,1118,3174,66,103,174,102,141,245,2226,1360,3590,6623,7022,13648,1112,1268,2381,3850,4077,7926,3490,3868,7358
203031049,2681,2778,5458,849,486,1335,485,764,1255,143,149,295,43,26,74,1525,1431,2952,975,1166,2144,3,1.9,2.5,56.8,51.5,54.1,55,50.6,52.8,220,280,500,94,171,262,628,716,1348,277,330,611,533,193,730,10,19,38,32,41,76,579,266,840,2400,2403,4801,466,468,937,1482,1518,3000,1251,1278,2530
203031051,4109,4422,8532,1119,666,1781,485,873,1360,159,189,349,89,76,169,1850,1800,3655,1933,2276,4215,5,4.3,4.6,45,40.8,42.8,42.8,39,40.8,157,193,350,99,147,242,383,594,982,384,552,938,1101,497,1601,22,54,79,70,100,167,1194,655,1853,3463,3629,7089,750,844,1595,2107,2176,4283,1993,2188,4183
203031052,2276,2603,4876,632,383,1013,340,608,943,95,117,211,27,37,66,1091,1145,2238,1034,1313,2347,2.6,3.3,3,48.1,43.9,45.9,46.9,42.5,44.5,211,180,388,74,162,239,498,670,1166,249,357,607,396,157,553,14,23,35,40,56,98,447,237,678,1994,2283,4277,393,435,827,1210,1399,2611,1088,1225,2313
203031053,9279,9940,19222,4463,2487,6954,1404,3100,4505,380,547,926,209,191,403,6456,6327,12786,2378,3163,5542,3.2,3.1,3.2,69.6,63.6,66.5,67.4,61.7,64.4,599,737,1333,271,605,880,2050,2573,4619,973,1308,2283,2108,894,2996,48,81,133,130,193,320,2285,1166,3451,9429,9810,19241,1943,2039,3981,5462,5586,11047,5225,5517,10739
203031489,4169,4518,8689,2053,1133,3191,697,1494,2192,171,270,443,76,87,169,3002,2984,5991,959,1326,2283,2.7,2.9,2.8,72.1,66.1,69,70.2,64.1,67,287,303,591,94,218,310,844,1175,2023,474,616,1088,927,558,1481,35,47,83,47,70,117,1013,669,1682,4163,4300,8471,1047,1158,2203,2075,2185,4264,2798,2940,5740
203031490,7275,8296,15572,3074,1683,4757,1128,2605,3730,323,464,785,128,112,246,4662,4862,9519,2304,3063,5366,2.8,2.4,2.6,64,58.6,61.1,62.2,57.2,59.6,399,514,906,221,473,697,1250,1761,3017,793,1123,1921,1869,798,2663,47,92,137,101,141,243,2017,1032,3043,7404,8120,15527,1309,1475,2781,4505,4879,9384,3735,4290,8023
204011054,2992,2946,5939,994,522,1510,401,741,1144,137,162,298,56,48,104,1593,1469,3057,1201,1289,2490,3.6,3.2,3.4,53.2,49.8,51.5,51.3,48.2,49.8,72,75,149,44,100,142,238,410,646,220,362,578,896,375,1269,21,49,71,51,49,98,963,478,1440,2809,2746,5552,376,368,740,1930,1892,3818,1128,1118,2244
204011055,2899,3083,5982,976,606,1582,350,677,1035,126,150,276,62,39,108,1517,1479,2993,1081,1296,2377,4.2,2.8,3.5,52.3,48,50.1,50.1,46.6,48.3,66,98,168,33,107,133,251,374,625,221,354,574,687,413,1103,21,58,82,32,48,84,744,522,1265,2698,2837,5539,316,321,638,1887,1953,3843,988,1093,2073
204011056,6168,6475,12650,2790,1500,4295,737,1636,2366,244,312,559,185,149,336,3959,3593,7557,1849,2487,4341,4.7,4.1,4.5,64.2,55.5,59.7,61.1,53.2,57.1,123,184,307,81,182,263,384,752,1139,452,754,1201,1893,913,2802,59,101,163,95,128,221,2046,1143,3188,6292,6460,12759,833,879,1710,3977,3990,7968,2758,2987,5738
204011057,4315,4442,8750,1567,922,2485,663,1206,1872,197,228,427,56,35,92,2478,2394,4876,1445,1630,3082,2.3,1.5,1.9,57.5,54,55.7,56.2,53.1,54.6,111,172,281,64,168,239,409,666,1080,330,578,905,1342,482,1825,34,63,93,73,74,147,1446,627,2070,3872,3857,7728,820,962,1783,2478,2448,4928,2065,2211,4272
204011058,1946,1916,3861,816,415,1234,220,450,667,55,91,145,33,27,65,1129,988,2114,657,788,1450,3.1,3.1,3.1,58,51.5,54.8,56.2,49.9,53.1,34,49,83,26,52,79,132,250,389,133,235,370,549,245,796,12,29,40,25,42,63,594,317,904,1812,1743,3551,277,290,560,1217,1126,2341,776,808,1587
