SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
210031535,5954,6151,12103,2350,1422,3770,999,1260,2261,203,259,462,245,227,469,3797,3165,6965,1706,2585,4287,6.4,7.1,6.7,63.8,51.5,57.5,59.7,47.8,53.7,525,475,995,86,177,269,959,1131,2091,514,623,1136,889,472,1362,35,68,99,74,108,181,1000,642,1644,5557,5744,11299,1185,1115,2298,3396,3653,7056,2884,2775,5661
210031536,3729,3678,7409,1636,1034,2669,675,897,1570,132,167,302,127,95,218,2566,2191,4752,876,1204,2081,4.9,4.2,4.6,68.8,59.5,64.2,65.4,57,61.2,415,373,785,65,134,200,745,793,1537,333,396,729,562,252,810,21,26,48,30,53,90,613,333,950,3305,3283,6585,782,701,1490,1761,1832,3590,2059,1916,3976
210031537,3215,3360,6579,1669,1127,2792,492,839,1327,103,158,265,116,100,215,2384,2218,4596,704,1004,1703,4.8,4.5,4.6,74,66.1,69.9,70.4,63.1,66.7,344,370,718,84,143,225,772,870,1643,328,365,696,487,232,722,8,28,37,41,58,97,539,316,854,3009,3137,6147,667,649,1318,1809,1987,3793,1658,1616,3275
210031538,6801,7391,14188,3476,2281,5761,992,1835,2823,244,377,622,241,218,461,4954,4707,9663,1546,2348,3894,4.8,4.6,4.8,72.8,63.7,68.1,69.3,60.8,64.9,581,686,1264,158,345,505,1474,1865,3344,673,738,1410,1219,506,1723,34,62,96,92,126,220,1344,694,2043,6583,7041,13623,1253,1377,2632,4077,4460,8532,3332,3565,6895
210041240,5470,5587,11052,2762,1518,4285,726,1544,2273,200,272,470,166,156,327,3862,3490,7352,1391,1898,3285,4.4,4.5,4.4,70.6,62.5,66.5,67.6,59.7,63.6,158,220,378,73,191,264,546,866,1414,535,713,1253,1692,751,2444,49,92,138,84,133,212,1823,970,2792,5875,5952,11824,614,583,1193,4097,4136,8236,2078,2106,4185
210041539,2051,2071,4122,1172,724,1900,245,557,797,86,122,210,53,71,126,1554,1474,3031,374,510,886,3.4,4.9,4.1,75.9,71.1,73.5,73.3,67.7,70.5,83,107,194,27,74,97,253,406,654,203,287,482,571,283,856,10,29,38,28,44,70,613,354,962,2045,2035,4077,393,420,813,825,807,1629,1404,1445,2848
210041540,5729,6483,12213,2844,1691,4529,683,1657,2337,198,319,520,186,182,364,3908,3841,7750,1557,2341,3892,4.7,4.6,4.7,68.2,59.3,63.5,65,56.5,60.5,193,239,429,95,235,336,617,981,1597,553,749,1303,1554,878,2437,52,95,151,76,119,195,1683,1097,2780,5808,6320,12120,935,1069,2005,3666,4031,7697,2705,3027,5734
210041541,4392,4612,9007,2326,1334,3658,546,1298,1841,173,289,461,147,132,283,3188,3044,6232,1009,1399,2411,4.7,4.3,4.5,72.6,66,69.2,69.2,63.2,66.1,121,161,283,82,172,249,415,694,1107,413,580,987,1387,698,2077,37,69,104,71,101,175,1489,870,2358,4647,4788,9437,535,614,1152,3220,3262,6490,1678,1808,3492
210051242,5880,5177,11061,1549,706,2255,987,855,1839,230,144,379,334,270,609,3101,1978,5081,2178,2713,4892,10.9,13.8,12,52.7,38.2,45.9,47,32.9,40.4,401,264,670,47,81,132,665,623,1285,404,444,855,650,450,1095,51,65,113,60,61,125,762,577,1334,5311,4940,10245,1005,845,1848,3275,3178,6459,2613,2198,4810
210051243,6411,6158,12570,1620,715,2335,888,865,1752,252,156,410,410,259,663,3171,1990,5163,2683,3680,6360,12.9,12.9,12.9,49.5,32.3,41.1,43.1,28.1,35.8,245,165,410,44,83,126,553,529,1083,373,512,886,816,453,1274,59,63,123,71,86,157,946,602,1547,6766,6582,13346,739,627,1361,4769,4775,9543,2273,2018,4291
210051245,7303,7667,14973,3085,1760,4842,905,1731,2634,292,318,606,303,281,583,4583,4092,8672,2385,3217,5598,6.6,6.9,6.8,62.7,53.3,57.9,58.6,49.6,54,173,244,418,56,187,244,757,1058,1811,637,802,1439,1757,812,2569,52,88,142,111,182,301,1920,1083,3009,7640,7894,15536,775,759,1529,5604,5796,11400,2368,2453,4816
210051246,8647,8814,17455,4192,2325,6514,1183,2320,3498,353,445,795,357,320,678,6086,5402,11488,2228,3102,5327,5.9,5.9,5.9,70.4,61.3,65.8,66.2,57.7,61.9,401,398,795,102,237,333,1228,1691,2913,830,1015,1841,1761,822,2578,62,90,156,117,178,294,1941,1085,3030,9206,9272,18479,1305,1362,2664,6051,6039,12084,3774,4002,7775
210051247,5697,6000,11694,1610,814,2422,742,859,1601,211,179,394,348,266,618,2917,2120,5039,2317,3413,5729,11.9,12.7,12.2,51.2,35.4,43.1,45.1,30.9,37.8,186,152,337,35,119,162,526,584,1106,327,521,845,691,498,1188,67,66,132,70,101,173,824,663,1490,6164,6394,12556,584,574,1154,4395,4645,9043,1908,1888,3800
210051248,62,48,112,13,11,24,4,4,8,3,0,3,0,0,4,24,21,44,9,19,27,4.3,5.6,4.9,36.5,36.7,36.6,34.9,34.7,34.8,3,0,7,0,0,0,9,4,15,0,7,5,11,0,11,0,0,0,0,3,5,10,4,13,22,41,61,8,7,15,17,26,48,12,9,23
210051250,2754,2823,5577,1145,730,1871,353,590,940,105,128,228,115,81,197,1714,1526,3238,874,1146,2021,6.6,5.5,6.1,62.2,54,58,58.1,51,54.5,81,99,185,27,68,96,281,419,703,219,300,511,635,281,911,29,49,77,31,57,88,694,390,1088,2612,2715,5321,419,416,832,1777,1868,3648,1089,1110,2195
210051441,3174,3206,6378,1330,672,2005,445,802,1243,106,112,219,160,136,298,2037,1721,3762,941,1304,2245,7.9,7.9,7.9,64.3,53.7,59,59.2,49.5,54.3,123,167,284,19,70,89,255,370,622,265,322,584,694,405,1094,16,33,55,43,55,96,751,488,1242,3369,3379,6748,415,389,803,2373,2400,4777,1157,1153,2311
210051442,4535,4626,9158,2156,1200,3354,709,1186,1893,164,173,341,233,221,456,3258,2781,6034,1057,1648,2703,7.2,8,7.6,71.8,60.1,65.9,66.6,55.3,60.9,315,326,643,55,122,170,570,766,1340,501,519,1017,761,469,1223,45,54,97,57,123,174,859,643,1498,5099,5102,10198,700,736,1434,3253,3256,6510,2176,2217,4398
210051443,8214,8111,16320,3508,1914,5420,1343,1866,3210,318,342,661,405,365,767,5571,4487,10053,2182,3211,5394,7.2,8.1,7.6,67.8,55.3,61.6,62.9,50.9,56.9,502,500,1011,80,182,264,1059,1324,2383,798,858,1652,1364,833,2197,90,88,182,83,129,212,1535,1057,2584,8902,8631,17535,1409,1413,2825,4918,4762,9678,4588,4551,9140
210051445,8244,8336,16581,4501,2338,6838,1195,1927,3123,327,468,796,330,352,686,6353,5094,11448,1385,2763,4144,5.2,7,6,77.1,61.1,69,73,56.8,64.9,570,733,1301,88,254,350,1250,1578,2830,1079,1060,2139,1468,961,2435,78,109,182,125,139,272,1675,1214,2889,7825,7599,15421,3016,3095,6110,1667,1612,3276,7860,7886,15744
210051542,3436,3382,6825,1733,827,2563,577,815,1388,120,155,283,161,155,315,2599,1952,4552,699,1305,1996,6.2,7.8,6.9,75.5,57.7,66.7,70.8,53.2,62.1,326,318,638,32,84,118,590,736,1324,487,423,912,435,348,791,26,30,53,50,55,96,513,428,943,3813,3694,7507,928,880,1810,1377,1357,2730,2875,2754,5626
210051543,4670,4881,9550,2039,1099,3141,787,1003,1789,141,170,310,227,277,506,3197,2550,5751,1208,2037,3246,7.2,10.8,8.8,68.5,52.3,60.2,63.6,46.6,54.9,404,426,825,53,109,171,714,876,1589,525,532,1058,591,406,1001,33,41,75,57,74,136,680,524,1203,4831,4937,9776,1214,1189,2404,2257,2334,4591,3317,3301,6620
210051544,3770,3858,7628,1343,775,2114,600,778,1371,150,118,267,210,187,397,2300,1853,4150,1276,1838,3109,9.2,10.1,9.6,61,48,54.4,55.4,43.1,49.2,166,172,338,29,100,125,486,581,1070,296,360,660,538,338,874,49,50,94,41,75,112,627,461,1088,4028,4064,8088,444,434,883,2887,2960,5845,1351,1355,2709
210051545,5351,5624,10973,1748,865,2616,821,1006,1827,207,187,388,339,288,625,3113,2342,5454,1958,3003,4960,10.9,12.2,11.5,58.1,41.7,49.7,51.8,36.6,44,247,188,433,50,101,156,598,729,1326,383,558,940,608,464,1070,55,67,117,82,94,175,746,623,1368,6164,6314,12478,715,735,1448,3725,3895,7618,2679,2719,5400
211011251,5129,5392,10526,2409,1481,3898,728,1351,2080,169,236,406,154,139,294,3471,3210,6676,1425,1959,3387,4.4,4.4,4.4,67.6,59.5,63.4,64.6,56.9,60.6,342,363,697,64,171,232,825,1036,1866,480,609,1087,1098,637,1738,41,62,101,62,103,168,1204,810,2009,5088,5278,10369,754,811,1558,3238,3424,6659,2314,2346,4657
211011254,6649,6953,13601,3234,1950,5180,949,1858,2810,202,270,473,215,203,419,4601,4282,8878,1838,2447,4280,4.6,4.8,4.7,69.2,61.6,65.3,66,58.6,62.2,567,572,1138,123,235,358,1407,1550,2958,630,809,1439,1268,625,1888,39,66,106,69,154,217,1372,840,2212,7064,7172,14232,852,869,1725,4641,4726,9361,2887,2954,5844
211011255,2698,2759,5459,1517,770,2286,414,928,1346,85,125,209,74,59,136,2088,1888,3975,542,793,1335,3.5,3.3,3.4,77.4,68.4,72.8,74.6,66.1,70.3,139,123,255,33,94,129,477,570,1050,259,344,603,661,268,929,13,28,48,43,51,88,719,346,1063,2978,2978,5955,212,223,432,2350,2343,4694,734,756,1484
211011256,6253,6647,12895,3237,1978,5216,860,1739,2605,182,268,450,197,187,386,4472,4178,8655,1636,2325,3959,4.4,4.5,4.4,71.5,62.9,67.1,68.4,60.1,64.1,465,445,906,109,204,313,1159,1341,2497,614,826,1442,1290,648,1935,40,69,113,78,132,210,1410,848,2256,6562,6833,13398,739,791,1526,4865,5068,9928,2130,2253,4380
211011257,3121,3323,6444,1672,968,2639,429,959,1386,77,133,211,102,83,189,2280,2141,4422,760,1115,1874,4.5,4,4.3,73.1,64.4,68.6,69.8,61.8,65.7,217,218,435,49,93,139,536,693,1226,362,418,776,660,284,947,25,37,56,43,82,126,722,402,1123,3467,3638,7106,277,280,556,2715,2847,5563,865,923,1785
211011258,4320,4387,8702,2198,1243,3440,659,1293,1954,144,202,342,140,123,269,3139,2856,5998,1068,1422,2483,4.5,4.4,4.5,72.8,65.2,68.9,69.5,62.3,65.9,293,267,565,73,123,196,806,935,1738,431,539,973,875,365,1239,26,47,73,56,75,128,960,485,1445,4669,4716,9381,341,336,678,3665,3707,7375,1142,1145,2287
211011259,5611,6086,11696,2492,1440,3934,851,1568,2419,178,213,398,172,159,325,3686,3384,7072,1722,2431,4154,4.6,4.7,4.6,65.8,55.6,60.5,62.8,53,57.7,490,453,938,111,229,339,1129,1323,2452,596,696,1293,993,514,1508,37,47,89,92,111,197,1122,680,1802,5988,6312,12299,691,737,1427,4178,4391,8574,2152,2272,4431
211011260,7241,8053,15288,3265,1953,5211,1087,1939,3028,201,301,496,246,206,452,4794,4396,9192,2245,3401,5650,5.2,4.7,4.9,66.3,54.6,60.1,62.8,52.1,57.2,726,646,1381,174,257,430,1563,1820,3381,685,872,1557,1167,600,1763,58,78,137,88,143,228,1313,817,2126,7428,8059,15489,892,934,1825,5344,5812,11161,2681,2850,5533
211011446,9392,10183,19578,4400,2689,7093,1254,2642,3900,321,433,755,310,228,535,6283,5998,12285,2671,3740,6413,4.9,3.8,4.4,66.9,58.9,62.7,63.6,56.7,60,500,576,1073,162,374,539,1393,1792,3180,852,1253,2102,2372,1246,3624,87,116,201,116,175,296,2582,1539,4122,9382,9970,19352,1379,1485,2859,6103,6507,12608,4092,4343,8432
211011447,5654,6086,11741,2631,1560,4190,773,1589,2366,178,257,433,169,153,327,3753,3567,7322,1679,2291,3968,4.5,4.3,4.4,66.4,58.6,62.4,63.4,56,59.6,275,321,594,90,207,295,787,1072,1857,505,778,1287,1541,689,2236,63,93,157,66,139,202,1673,921,2599,5867,6204,12077,686,695,1382,4252,4451,8705,1973,2124,4099
211011448,6162,6461,12617,3056,1716,4768,846,1962,2807,215,286,499,184,174,362,4296,4144,8437,1676,2117,3795,4.3,4.2,4.3,69.8,64.2,66.9,66.7,61.4,64,295,354,647,108,217,329,826,1185,2008,609,811,1422,1605,758,2365,58,75,129,100,133,229,1755,964,2721,6585,6721,13306,657,717,1376,4724,4895,9624,2133,2178,4314
211011449,1675,1808,3478,870,466,1338,223,583,803,72,100,170,43,50,88,1213,1193,2408,415,552,961,3.6,4,3.8,72.3,66.2,69.2,69.8,63.5,66.5,60,88,143,26,71,95,207,308,514,168,269,431,522,228,754,14,18,33,32,42,72,561,292,853,1876,1950,3830,165,156,322,1416,1500,2919,519,513,1030
211021261,6510,7007,13521,2874,1630,4498,1047,1961,3006,202,254,453,230,177,408,4349,4016,8362,1977,2759,4729,5.3,4.4,4.9,66.8,57.4,61.9,63.2,54.8,58.9,601,546,1150,192,330,522,1616,1745,3370,609,770,1375,1010,417,1424,33,51,82,71,158,234,1109,630,1736,6905,7300,14207,722,745,1470,5157,5446,10608,2181,2284,4463
211021262,4186,4265,8448,2000,1003,2999,688,1395,2088,128,202,329,102,86,185,2919,2685,5600,1150,1462,2614,3.5,3.1,3.3,69.7,63,66.3,67.2,61.1,64.1,283,292,570,112,189,300,842,1016,1851,408,542,946,942,340,1279,24,50,68,53,78,127,1010,462,1476,4463,4539,8998,391,402,798,3474,3555,7026,1232,1228,2455
211031263,4693,5036,9729,2448,1365,3812,612,1455,2064,146,228,377,139,110,244,3346,3155,6504,1156,1611,2767,4.1,3.5,3.8,71.3,62.7,66.8,68.4,60.5,64.3,175,237,413,67,198,266,626,802,1439,401,646,1051,1273,612,1882,44,74,114,64,104,169,1373,791,2169,4974,5188,10163,554,548,1099,3683,3746,7426,1573,1695,3270
211031265,7163,7565,14729,3763,2043,5808,995,2491,3482,258,357,615,194,163,359,5197,5051,10254,1764,2284,4049,3.7,3.3,3.5,72.6,66.8,69.6,69.9,64.6,67.2,435,460,894,215,350,559,1277,1676,2955,791,942,1731,1595,718,2318,57,87,145,116,191,307,1767,996,2763,7797,8167,15974,785,769,1558,5841,6101,11944,2356,2454,4816
211031266,7440,8082,15521,3605,2197,5803,1071,2036,3109,225,351,573,216,236,450,5114,4818,9938,1985,2885,4870,4.2,4.9,4.5,68.7,59.7,64,65.9,56.8,61.1,698,752,1443,185,314,500,1473,1795,3270,760,947,1706,1325,722,2048,65,76,140,95,137,232,1483,939,2423,7310,7672,14988,1338,1427,2767,4320,4644,8963,3808,3991,7800
211031267,8280,8812,17087,3994,2365,6355,1204,2525,3725,280,393,674,258,210,465,5729,5491,11227,2265,3043,5307,4.5,3.8,4.2,69.2,62.4,65.7,66.1,60,63,731,773,1507,257,474,728,1628,2104,3728,848,1012,1862,1582,774,2358,37,67,107,123,166,287,1741,1012,2757,8794,9239,18036,1062,1119,2184,6046,6344,12390,3257,3489,6747
211031268,3839,4051,7893,1894,1025,2916,542,1269,1815,107,187,290,110,90,197,2652,2566,5220,1096,1400,2496,4.2,3.4,3.8,69.1,63.3,66.1,66.2,61.2,63.6,287,281,565,118,200,319,814,1000,1813,417,529,943,735,320,1057,21,31,56,63,96,161,826,450,1273,4236,4342,8578,383,406,785,3201,3281,6478,1215,1290,2512
211031450,6093,7122,13218,3016,1928,4945,818,1831,2654,185,327,515,174,183,356,4195,4273,8468,1659,2579,4237,4.1,4.3,4.2,68.8,60,64.1,66,57.4,61.4,331,435,772,102,288,385,874,1340,2216,559,857,1417,1533,844,2377,43,85,130,110,139,252,1689,1066,2758,6285,7050,13339,921,1031,1956,3841,4351,8188,2895,3319,6217
211031451,5317,6269,11586,2499,1539,4037,704,1589,2295,171,251,416,174,126,295,3544,3498,7043,1581,2514,4093,4.9,3.5,4.2,66.6,55.9,60.8,63.3,53.9,58.2,351,408,756,120,262,389,898,1233,2133,531,739,1270,1200,583,1787,35,64,96,70,140,208,1307,787,2087,5585,6279,11868,751,839,1591,3680,4175,7856,2296,2589,4886
211031452,1884,2024,3905,967,527,1490,263,585,850,48,101,145,43,51,90,1316,1262,2576,505,696,1196,3.2,3.8,3.5,70,62.3,66,67.8,59.9,63.7,97,110,205,48,100,148,291,423,713,190,258,450,471,222,687,16,26,40,33,33,65,514,271,791,2048,2153,4204,226,285,510,1482,1526,3006,675,771,1445
211041269,4256,4774,9024,1781,1098,2880,608,1133,1744,124,181,309,137,140,280,2659,2547,5211,1431,2048,3477,5.3,5.4,5.4,62.5,53.5,57.7,59.1,50.6,54.6,468,477,947,99,167,270,997,1149,2144,427,504,931,549,265,815,14,28,45,60,80,139,623,376,999,4375,4873,9246,522,521,1046,3026,3449,6472,1646,1710,3355
211041270,6651,7167,13818,3333,2091,5423,1032,1933,2968,226,293,516,216,196,408,4811,4512,9316,1672,2474,4143,4.5,4.3,4.4,72.3,62.9,67.4,69.1,60.2,64.5,745,802,1546,222,384,603,1675,1985,3659,651,791,1441,948,454,1405,38,53,89,86,111,200,1073,615,1690,6873,7331,14203,986,1042,2025,4645,5039,9686,2778,2929,5703
211041271,4938,5300,10232,2277,1375,3649,772,1410,2184,148,195,344,147,141,292,3342,3123,6463,1314,1853,3167,4.5,4.6,4.5,67.7,58.9,63.2,64.7,56.2,60.3,579,564,1145,145,242,385,1185,1365,2555,450,560,1010,632,333,967,25,40,67,54,86,148,716,461,1178,4923,5222,10143,770,759,1532,3244,3574,6821,2141,2101,4246
211041272,4203,4528,8729,1975,1122,3097,622,1255,1877,124,155,287,135,114,253,2855,2651,5511,1239,1747,2987,4.7,4.3,4.5,68,58.6,63.1,64.8,56.1,60.3,493,477,968,118,208,322,980,1168,2142,449,516,962,611,302,913,30,37,70,46,82,119,687,416,1113,4718,4915,9632,518,526,1048,3372,3544,6912,1595,1684,3276
211041273,4821,5370,10192,1898,1181,3080,783,1239,2027,131,156,292,161,144,303,2975,2727,5703,1651,2363,4024,5.4,5.2,5.3,61.7,50.8,56,58.4,48.1,53,604,550,1155,139,186,327,1154,1274,2424,479,573,1052,582,262,846,24,36,60,69,112,184,678,410,1092,4923,5300,10223,596,590,1189,3686,4044,7738,1606,1667,3274
211051274,4039,4069,8109,1935,1045,2978,670,1319,1991,144,259,398,128,104,227,2877,2723,5597,1015,1213,2229,4.4,3.8,4.1,71.3,66.9,69.1,68.2,64.3,66.2,211,315,530,114,218,328,632,896,1526,418,562,978,1065,454,1515,31,57,90,66,87,153,1159,602,1756,4387,4380,8767,397,390,791,3309,3298,6613,1231,1279,2511
211051275,4586,4887,9474,2386,1192,3572,617,1524,2141,159,264,421,109,83,196,3271,3060,6332,1162,1672,2837,3.3,2.8,3.1,71.3,62.6,66.8,68.9,60.9,64.8,204,201,413,76,189,270,640,836,1476,455,622,1076,1252,632,1885,34,78,104,63,102,164,1344,803,2149,4925,5086,10018,586,642,1224,3152,3262,6415,2036,2140,4173
211051276,5626,6039,11666,2387,1204,3591,768,1771,2539,250,343,587,127,88,220,3529,3411,6933,1783,2314,4097,3.6,2.7,3.1,62.7,56.4,59.4,60.4,54.9,57.6,166,240,407,89,213,306,559,917,1472,467,793,1255,1727,782,2503,32,100,131,69,136,210,1825,1017,2840,5836,6147,11983,584,611,1189,4216,4389,8601,1890,2062,3951
211051277,3748,4317,8061,1888,1109,2997,416,1146,1561,125,222,352,92,89,184,2527,2569,5093,1095,1631,2727,3.7,3.6,3.6,67.4,59.5,63.2,64.9,57.4,60.9,108,178,290,50,150,201,380,680,1059,333,546,874,1148,596,1742,39,45,80,56,88,139,1243,727,1968,3960,4282,8242,544,666,1204,2606,2797,5397,1623,1905,3530
211051278,7827,8356,16176,3985,2035,6023,984,2461,3451,277,389,672,184,167,350,5434,5059,10487,2070,3012,5087,3.4,3.3,3.3,69.4,60.5,64.8,67.1,58.5,62.7,233,258,488,118,247,360,842,1285,2124,657,1117,1774,2449,1144,3589,55,127,181,114,180,296,2618,1452,4069,8146,8589,16738,949,980,1934,5734,6052,11785,2862,3112,5981
211051279,2363,2368,4732,1114,511,1628,320,742,1058,99,119,221,42,52,95,1580,1426,3003,679,854,1537,2.7,3.7,3.2,66.9,60.1,63.5,65.1,57.9,61.5,76,115,192,33,110,138,252,384,633,199,326,523,761,300,1055,15,24,40,21,45,69,797,370,1166,2572,2532,5103,232,218,453,1886,1827,3718,778,811,1588
211051280,2692,2887,5582,1338,685,2021,376,866,1236,96,138,233,55,59,114,1862,1746,3607,737,1055,1792,2.9,3.3,3.1,69.1,60.4,64.6,67.1,58.4,62.6,90,110,201,44,118,159,312,519,833,236,388,623,896,343,1237,17,44,59,44,72,123,961,453,1412,3012,3108,6117,263,285,551,2235,2281,4517,839,921,1757
211051281,9095,9467,18556,4716,2502,7220,1181,2804,3983,328,469,796,260,236,501,6484,6014,12503,2312,3154,5466,4.1,3.9,4,71.3,63.6,67.4,68.4,61,64.7,324,419,747,157,341,499,1153,1566,2719,802,1192,2000,2637,1299,3939,75,115,190,125,193,319,2838,1605,4451,9798,9993,19789,1162,1200,2362,6670,6734,13409,3608,3819,7431
211051282,4013,4004,8021,1758,985,2740,677,1217,1890,171,220,388,111,91,202,2711,2517,5224,1167,1372,2537,4,3.7,3.9,67.6,62.8,65.2,64.9,60.4,62.7,325,383,707,155,275,425,756,970,1732,462,546,1009,885,348,1232,33,40,76,64,90,156,976,479,1461,4283,4224,8510,363,412,776,3247,3166,6414,1207,1298,2505
211051283,3863,3974,7831,2035,963,2996,510,1379,1893,172,227,403,88,93,180,2809,2664,5471,976,1235,2200,3.1,3.5,3.3,72.7,67,69.8,70.5,64.7,67.5,101,150,247,60,157,220,381,661,1048,362,573,936,1363,571,1937,34,67,104,50,76,126,1449,720,2166,4328,4388,8724,356,394,750,3185,3183,6369,1232,1309,2541
211051284,3908,4030,7941,1947,1089,3034,652,1310,1961,162,231,397,108,124,226,2860,2752,5614,930,1186,2115,3.7,4.4,4,73.2,68.3,70.7,70.6,65.3,67.9,230,315,547,98,239,342,648,902,1547,424,551,973,1005,502,1507,29,66,98,55,87,142,1087,651,1744,4315,4375,8687,375,379,749,3252,3280,6537,1191,1253,2441
211051285,3107,3296,6401,1711,780,2487,421,1126,1546,102,195,301,46,65,115,2280,2163,4446,703,1004,1711,2.1,3,2.6,73.3,65.7,69.4,71.8,63.7,67.6,67,85,150,39,98,143,249,468,713,206,473,689,1162,515,1668,20,46,67,43,61,102,1224,617,1844,3406,3520,6923,299,307,613,2536,2595,5133,962,1031,1993
211051286,6873,6928,13803,2948,1331,4272,875,1904,2775,328,399,730,162,150,313,4309,3783,8095,2044,2670,4713,3.7,4,3.8,62.7,54.6,58.7,60.4,52.5,56.4,134,176,310,69,236,307,447,844,1286,488,886,1377,2190,1091,3283,81,127,210,86,154,239,2356,1372,3727,7025,7022,14048,667,661,1332,5066,4999,10063,2231,2328,4559
212011289,7491,7422,14914,3739,1793,5530,991,2370,3364,291,413,703,161,137,302,5188,4718,9903,1852,2262,4110,3.2,2.9,3.1,69.3,63.5,66.4,67.1,61.7,64.4,236,326,563,138,277,421,788,1309,2094,674,1009,1682,2345,944,3284,48,117,161,90,157,249,2488,1216,3700,7962,7772,15729,787,789,1573,5853,5582,11439,2485,2544,5029
212011546,8834,9337,18171,5111,2906,8014,1176,2778,3949,293,488,782,274,291,563,6847,6461,13309,1656,2527,4179,4,4.5,4.2,77.6,69.2,73.2,74.5,66.1,70.1,551,625,1176,124,355,473,1257,1764,3023,1025,1323,2348,2249,1197,3448,66,129,201,118,186,306,2434,1520,3946,9098,9421,18522,1903,1998,3905,3933,4010,7939,6269,6600,12870
212011547,3915,4010,7928,1912,914,2824,465,1201,1666,174,221,395,77,85,164,2628,2415,5045,997,1282,2276,3,3.4,3.2,67.2,60.2,63.7,65.2,58.2,61.7,70,86,157,32,112,144,259,531,786,228,445,673,1343,587,1933,29,74,107,53,82,131,1428,738,2170,3985,3992,7979,524,526,1051,2737,2721,5454,1512,1557,3069
212011548,3923,4037,7964,2088,1020,3105,457,1155,1613,170,216,385,72,71,146,2783,2467,5245,891,1360,2252,2.7,3,2.8,70.9,61.1,65.9,69,59.2,64.1,49,70,120,24,105,127,193,430,620,218,494,716,1312,639,1954,29,86,114,41,83,122,1389,807,2200,3856,3953,7804,755,801,1554,2245,2274,4518,2056,2172,4230
212011549,5643,6081,11729,3000,1500,4508,693,1599,2293,213,323,533,193,218,408,4096,3640,7736,1252,2089,3337,4.7,6,5.3,72.6,59.9,66,69.2,56.3,62.5,180,222,399,56,167,227,512,744,1264,494,800,1287,1596,1082,2672,67,90,148,54,113,165,1715,1277,2992,5991,6279,12273,1022,1090,2116,3273,3373,6647,3177,3419,6599
212011550,2628,2922,5551,1500,876,2377,333,823,1156,100,148,248,68,95,162,2008,1937,3947,529,900,1428,3.4,4.9,4.2,76.4,66.3,71.1,73.8,63,68.1,125,154,280,20,67,88,352,505,857,276,383,656,679,476,1153,18,32,52,45,61,99,735,566,1303,2758,2964,5720,659,737,1391,1150,1254,2406,1951,2142,4097
212011551,2544,2738,5282,1107,587,1690,335,585,921,83,89,165,91,95,190,1610,1359,2973,735,1169,1903,5.7,7.3,6.4,63.3,49.7,56.3,59.7,46.1,52.7,109,117,231,22,75,92,206,299,507,205,303,512,641,359,996,27,44,71,40,55,93,701,455,1157,2342,2454,4792,507,540,1047,1234,1287,2525,1421,1533,2957
