SA2_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
201031015,0,0,0,3,0,0,3,0,0,0,4,0,0,4,0,0,0,9,0,0,12,0,0,0,9,0,0,11,4,0,0,3,0,0,8,8,0,0,9,0,0,18,12,0,0,14,0,0,29,8,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,29,0,0,67,8,0,106
201031016,0,5,6,5,0,0,14,0,7,7,3,0,0,25,17,51,8,14,0,0,93,48,29,10,39,0,6,135,69,10,0,47,0,0,133,207,14,4,81,4,3,311,153,3,0,33,7,0,195,21,0,0,10,0,0,35,0,0,0,4,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,14,3,14,4,5,47,524,138,42,259,24,10,993
201031017,0,0,0,0,0,0,3,0,5,0,0,0,0,3,3,18,7,17,0,0,44,4,4,0,27,0,0,32,11,4,0,16,0,0,32,22,0,0,19,0,0,43,12,0,0,7,0,0,21,0,0,0,4,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,3,0,26,62,29,8,109,14,0,222
202011018,0,17,0,4,0,0,24,0,33,0,4,0,0,39,15,136,8,20,6,0,181,95,56,18,68,3,0,239,107,24,0,74,4,0,212,404,51,10,100,11,3,572,654,7,3,99,9,0,784,394,0,3,55,3,0,454,74,0,0,15,0,0,88,9,0,0,4,0,0,18,5,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,5,23,22,0,36,3,3,99,1790,356,47,483,35,13,2722
202011019,0,7,0,0,0,0,15,0,20,0,0,0,0,19,6,79,7,19,4,0,111,34,46,14,39,0,3,137,44,23,13,49,4,0,126,164,30,16,71,5,6,294,379,19,15,91,5,0,505,208,3,0,26,0,0,242,20,0,0,4,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,4,19,3,3,57,870,248,62,329,32,6,1545
202011020,0,14,3,0,0,0,23,0,6,0,5,0,0,10,9,86,0,17,0,0,113,32,34,15,36,0,0,116,61,13,3,38,4,0,120,245,18,10,67,3,0,340,470,7,12,87,6,0,574,332,7,5,36,0,0,377,82,0,0,14,3,0,95,18,0,0,7,0,0,25,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,25,9,4,15,4,0,57,1278,185,54,325,15,10,1865
202011021,0,5,0,5,0,0,5,0,12,3,0,0,0,18,6,30,3,9,0,0,54,58,13,9,30,0,0,105,39,11,11,30,0,0,81,218,5,15,53,3,3,303,387,12,4,55,4,0,456,257,0,0,31,4,0,295,43,0,0,6,0,0,53,10,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,5,3,4,26,1022,94,45,236,12,10,1414
202011022,0,25,3,3,0,0,32,0,15,6,6,0,0,19,12,142,13,39,0,0,209,57,68,26,60,11,7,218,55,31,17,49,6,0,155,250,47,18,107,7,0,428,655,22,20,177,11,4,889,440,0,3,68,4,0,515,62,0,0,8,0,0,72,4,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,19,5,26,4,3,78,1555,366,103,533,48,20,2627
202011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,5,0,0,0,0,0,10,9,0,0,9,0,0,20,39,0,0,11,0,0,53,17,0,0,5,0,0,24,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,77,0,0,46,3,0,124
202011024,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,9,0,0,0,5,5,0,10,6,0,0,9,0,0,14,25,0,0,21,0,0,42,127,0,0,20,0,0,153,93,0,0,0,0,0,96,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,255,0,4,73,12,0,346
202011025,0,3,0,0,0,0,3,0,3,0,0,0,0,8,0,32,4,10,0,0,47,9,14,9,15,0,0,47,12,10,8,18,0,0,46,69,16,6,38,6,4,126,311,13,5,85,3,0,416,420,0,5,46,8,0,474,46,0,0,6,3,0,55,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,10,6,0,34,879,90,38,225,23,3,1266
202021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,11,0,0,0,3,0,0,5,5,0,0,9,3,0,22,0,0,0,12,0,0,9,22,0,0,25,0,0,47,37,0,0,9,0,0,45,8,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,8,0,8,75,0,0,75,14,0,164
202021027,0,4,0,3,0,0,17,0,8,0,0,0,0,11,6,67,0,17,0,0,93,6,12,10,24,5,0,53,14,3,9,19,4,0,43,47,7,3,36,7,0,99,189,8,3,71,0,0,276,163,3,6,52,4,0,229,47,0,0,21,0,0,71,9,0,0,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,11,4,0,32,497,138,35,261,24,3,947
202021028,0,0,0,3,4,0,4,0,0,0,3,0,0,3,0,7,0,16,0,0,26,0,0,3,33,0,0,34,0,0,0,23,0,0,27,20,0,0,25,3,0,45,45,0,0,44,0,0,86,30,0,0,17,0,0,54,5,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,12,3,0,23,107,11,6,183,11,3,319
202021029,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,10,11,7,3,0,38,8,0,0,18,0,0,20,3,0,0,10,0,0,14,26,0,0,16,4,0,45,34,0,0,9,0,0,46,27,0,0,8,0,0,34,7,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,14,116,9,11,85,12,8,250
202021030,0,3,0,5,3,0,16,0,3,0,0,0,0,7,4,24,6,13,5,0,44,5,10,3,16,0,0,31,0,3,4,19,0,0,25,26,6,5,20,0,0,63,54,11,0,38,0,0,106,173,4,0,32,8,0,218,94,0,0,15,0,0,110,24,0,0,0,0,0,30,8,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,6,8,3,0,31,408,71,27,164,24,4,688
202021031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,4,4,0,0,18,3,10,6,3,0,0,24,0,0,4,6,0,0,11,3,3,7,10,0,0,26,27,0,7,26,0,0,65,95,6,0,22,0,0,128,46,0,0,11,0,0,58,31,0,0,6,0,0,35,14,0,0,6,0,0,20,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,18,241,41,27,96,9,0,414
202031032,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,15,3,0,24,3,0,0,22,6,0,30,7,0,0,21,0,0,23,22,0,0,11,4,0,38,13,0,0,16,0,0,26,11,0,0,3,0,0,17,7,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,65,9,0,87,17,4,183
202031033,0,0,0,8,6,0,14,0,11,4,6,0,0,26,11,16,0,41,16,0,87,18,0,0,36,10,0,71,6,0,0,29,7,0,48,15,0,0,19,0,0,40,7,0,0,10,0,0,23,8,0,0,8,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,34,67,32,11,178,60,4,346
203011034,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,6,0,0,3,0,0,0,4,0,0,4,6,0,0,3,0,0,9,40,0,0,9,0,0,54,82,0,0,18,4,0,104,35,0,0,0,0,0,39,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,18,172,0,0,57,12,0,248
203011035,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,10,0,0,0,10,0,0,8,0,0,4,9,3,0,20,7,0,0,11,0,0,21,18,0,0,15,0,0,36,23,0,0,8,0,0,39,20,0,0,3,0,0,20,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,18,0,17,79,0,4,69,25,0,184
203011036,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,9,0,7,5,0,20,0,0,0,16,3,5,22,0,3,0,16,9,0,28,16,0,0,23,4,0,43,38,0,0,29,5,0,76,41,0,0,20,0,0,61,13,0,0,3,0,0,25,9,0,0,5,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,19,124,25,0,130,30,5,309
203021037,6,6,0,4,0,0,8,0,3,0,0,0,0,8,12,56,10,13,0,5,96,30,22,19,39,12,0,119,31,10,3,31,15,0,95,106,17,3,42,29,3,197,380,7,7,90,15,3,506,732,12,0,79,14,0,838,169,0,0,11,8,0,190,28,0,0,6,3,0,45,0,0,0,7,0,0,11,8,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,8,26,8,3,13,6,6,59,1533,145,47,346,108,18,2192
203021039,0,14,0,0,0,0,19,0,17,0,0,0,0,13,12,123,8,11,5,0,152,23,32,37,27,3,6,129,37,12,7,30,0,0,92,132,11,3,26,0,0,176,494,13,0,87,9,6,614,573,0,3,60,4,3,641,264,0,0,30,3,0,292,73,0,0,9,0,0,71,28,0,0,9,0,0,39,6,0,0,0,0,0,16,0,0,0,0,0,0,4,6,0,0,0,0,0,7,24,17,3,22,7,4,78,1670,245,66,314,34,16,2340
203021040,4,13,0,7,0,0,20,0,15,0,6,0,0,24,18,51,5,21,0,0,101,78,32,17,39,4,0,167,150,7,13,52,0,0,227,279,14,11,71,6,0,375,591,5,5,108,8,0,709,788,9,0,95,10,0,902,309,0,0,33,0,0,343,85,0,0,9,0,0,97,29,0,0,0,0,0,28,7,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,4,0,0,3,26,8,4,16,8,3,62,2368,149,56,464,34,10,3073
203021042,0,5,0,0,0,0,3,0,3,0,4,0,0,12,10,13,3,7,0,0,37,36,11,32,33,0,0,120,30,3,0,19,0,0,48,73,3,8,35,4,0,126,269,0,0,56,0,0,326,429,0,0,68,3,0,499,224,0,0,23,3,0,257,91,0,0,12,0,0,106,38,0,0,13,0,0,49,3,0,0,4,0,0,13,3,0,0,0,0,0,3,6,0,0,4,0,0,11,18,10,0,19,0,7,54,1236,51,55,297,17,10,1665
203021043,0,0,0,0,0,0,4,0,0,0,5,4,0,3,7,8,4,6,3,0,28,19,6,24,24,21,3,93,11,0,3,10,0,0,27,39,3,10,31,9,0,81,217,0,4,66,3,0,292,478,0,5,64,3,0,547,225,0,0,12,0,0,242,29,0,0,0,0,0,30,24,0,0,4,0,0,28,6,0,0,0,0,0,6,3,0,0,4,0,0,3,0,0,0,0,0,0,5,9,3,0,18,3,0,43,1064,28,43,237,48,11,1428
