SA2_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
201021009,91,119,243,376,395,344,88,18,7,1680,0,0,0,7,8,9,14,6,0,49,0,0,0,0,0,0,0,0,0,0,0,5,8,22,10,8,7,0,0,50,0,0,0,3,0,0,0,0,0,11,0,5,20,16,18,10,3,0,0,78,0,3,0,13,4,11,0,0,0,34,17,17,18,27,29,33,4,0,0,141,45,16,19,16,14,16,0,0,0,121,0,0,0,16,11,3,3,0,0,35,0,0,0,5,4,0,0,0,0,9,0,0,5,10,12,9,0,0,0,37,0,0,7,3,4,5,0,0,0,22,0,9,9,24,19,15,5,0,0,86,0,4,6,15,14,4,0,0,0,36,0,0,22,32,51,33,3,0,0,142,3,5,35,55,63,37,6,0,0,213,5,14,50,69,82,76,12,0,0,313,6,7,7,6,12,5,0,0,0,33,0,5,8,9,8,9,0,0,0,50
201021010,65,114,262,330,422,396,158,36,0,1774,0,3,12,20,21,31,18,5,0,106,0,0,0,0,3,0,0,0,0,7,4,3,7,13,12,16,9,0,0,71,0,0,0,0,0,0,0,0,0,5,0,3,7,6,17,9,0,0,0,39,0,0,0,0,10,4,4,0,0,17,37,20,25,30,36,46,6,0,0,193,34,9,14,11,11,14,4,0,0,99,0,0,4,5,10,8,4,0,0,40,0,0,0,3,3,0,0,0,0,10,0,0,4,9,9,5,0,0,0,29,0,5,6,0,6,7,0,0,0,18,0,4,7,18,23,13,4,0,0,71,0,3,9,13,13,16,0,0,0,49,0,0,14,23,25,26,0,0,0,96,0,5,26,38,61,52,11,0,0,197,0,30,71,94,96,120,33,0,0,435,4,5,10,16,10,9,5,0,0,55,3,9,9,13,19,5,3,0,0,60
201021011,104,92,289,406,563,582,234,51,8,2325,3,0,12,16,18,15,23,9,0,98,0,0,0,0,0,0,0,0,0,0,5,8,12,12,22,12,8,0,0,78,0,0,0,0,3,0,0,0,0,13,0,0,7,7,9,14,6,0,0,44,0,0,3,0,3,4,4,0,0,16,20,7,22,33,52,56,4,0,0,196,30,25,60,36,53,49,21,4,0,277,0,0,0,9,9,10,5,0,0,31,0,0,6,9,6,5,4,0,0,25,0,0,6,19,19,8,3,0,0,56,0,0,0,3,6,8,6,0,0,25,0,6,17,30,59,42,11,3,0,170,4,0,4,12,27,24,5,0,0,73,0,0,20,32,55,35,5,0,0,153,0,0,23,45,72,72,16,4,0,237,4,20,57,77,132,143,30,0,0,464,0,4,6,14,14,18,0,0,0,55,0,3,16,16,7,9,3,0,0,59
201021012,127,103,200,319,409,370,125,33,4,1692,6,6,12,9,11,19,20,3,0,91,0,0,0,0,0,0,0,0,0,4,10,0,4,18,19,10,6,0,0,62,0,0,0,3,0,3,0,0,0,4,0,6,19,14,7,10,0,0,0,55,0,0,5,6,4,10,0,0,0,18,25,14,9,21,17,23,12,0,0,117,29,12,11,4,11,6,0,0,0,78,0,0,0,10,14,9,5,0,0,34,0,3,3,4,10,0,0,0,0,23,0,0,4,10,9,8,0,0,0,33,0,0,0,5,6,0,6,0,0,18,5,0,18,23,20,23,3,0,0,93,4,0,3,14,19,13,0,0,0,51,0,3,15,30,37,22,0,0,0,107,3,9,36,40,78,51,11,0,0,232,0,18,52,76,96,91,8,0,0,340,5,3,8,3,3,0,0,0,0,29,0,5,14,10,13,3,0,0,0,46
201031013,33,54,94,102,179,165,79,18,4,736,3,0,9,8,21,17,14,4,0,77,0,0,0,0,0,0,0,0,0,0,0,7,3,9,10,14,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,18,0,0,0,0,0,7,0,0,0,11,5,3,7,7,9,4,0,4,0,41,16,0,7,4,9,3,4,0,0,39,0,0,0,3,7,3,0,0,0,20,0,0,0,0,0,4,0,0,0,6,0,0,9,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,3,0,0,0,17,4,0,0,3,3,3,0,0,0,11,0,0,4,10,12,12,0,0,0,45,0,0,10,9,18,7,6,0,0,57,0,4,27,18,36,45,16,0,0,151,0,0,0,3,4,0,0,0,0,15,0,0,0,4,0,0,3,0,0,11
201031014,50,73,135,159,228,222,92,19,0,979,0,11,10,12,19,22,24,4,0,104,0,0,0,0,0,0,0,0,0,0,6,5,4,10,12,4,3,0,0,47,0,0,3,0,0,4,0,0,0,3,0,0,4,5,5,7,0,0,0,19,0,0,4,0,0,4,0,0,0,10,4,7,11,8,13,17,3,0,0,77,17,4,10,11,7,11,0,0,0,67,0,3,3,3,6,0,0,0,0,21,0,0,0,0,7,6,0,0,0,12,0,0,0,3,4,3,0,0,0,15,0,0,6,6,0,0,0,0,0,5,3,0,9,6,8,8,0,0,0,35,0,0,4,5,6,0,4,0,0,22,0,0,14,11,24,24,9,0,0,86,0,4,15,26,21,20,11,0,0,103,3,12,29,51,49,42,16,3,0,208,0,0,0,5,3,3,0,0,0,16,0,3,3,10,9,0,5,0,0,22
201031015,62,95,191,237,273,229,73,12,0,1171,0,8,5,3,5,16,14,3,0,46,0,0,0,0,0,0,0,0,0,7,0,4,0,9,7,12,0,0,0,40,0,0,0,5,5,0,0,0,0,6,0,0,6,6,4,3,5,0,0,27,0,0,3,0,8,0,0,0,0,10,10,18,19,25,27,17,5,0,0,119,33,8,9,11,6,4,0,0,0,79,0,0,0,7,4,8,0,0,0,16,0,0,3,0,0,0,0,0,0,10,0,0,4,0,9,0,3,0,0,16,0,4,0,3,3,0,0,0,0,6,0,10,11,12,12,4,4,0,0,53,0,0,0,14,11,4,0,0,0,32,0,0,5,10,21,14,0,0,0,55,0,6,19,30,34,24,3,0,0,118,0,7,59,45,87,51,20,0,0,275,6,4,4,5,5,3,0,0,0,19,0,3,11,10,6,4,5,0,0,34
201031016,81,115,279,215,282,274,90,13,3,1357,0,0,0,5,10,5,4,0,0,25,0,0,0,0,0,0,0,0,0,5,6,3,17,26,27,33,10,0,0,125,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,6,29,23,34,21,37,40,8,0,0,193,47,15,22,21,19,18,9,0,0,141,0,0,0,3,5,5,4,3,0,27,0,0,7,5,6,0,0,0,0,16,0,0,3,0,10,3,0,0,0,16,0,0,0,0,6,0,0,0,0,8,0,0,15,7,12,9,0,0,0,44,0,0,4,9,11,3,0,0,0,32,0,3,5,12,20,27,0,0,0,71,7,8,27,43,22,40,13,0,0,154,3,43,97,66,106,91,32,0,0,426,0,3,0,5,0,4,0,0,0,20,0,4,14,11,3,7,6,0,0,53
201031017,59,72,125,155,227,266,100,23,0,1026,0,4,11,7,8,17,12,5,0,55,0,0,0,0,0,0,0,0,0,0,3,5,18,7,27,24,5,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,5,0,4,4,0,0,0,0,10,20,13,11,13,27,30,7,0,0,116,18,4,10,8,5,17,5,0,0,64,0,0,5,9,8,9,0,0,0,33,0,0,0,4,0,4,0,0,0,3,0,0,3,4,5,5,0,0,0,12,0,0,0,0,0,4,0,0,0,5,0,0,8,6,10,9,6,0,0,34,0,0,0,9,6,12,0,0,0,25,0,4,5,12,17,11,0,0,0,55,0,3,20,15,28,20,4,0,0,96,0,7,38,44,63,80,15,0,0,261,4,5,0,3,6,3,3,0,0,18,0,5,4,4,3,6,3,0,0,25
202011018,174,387,860,601,634,524,167,23,0,3364,0,0,5,3,0,4,0,0,0,14,0,0,6,0,0,3,0,0,0,11,5,20,33,28,20,17,4,0,0,129,0,6,4,0,4,3,0,0,0,19,0,14,20,6,19,5,6,0,0,67,0,0,3,6,5,7,3,0,0,32,52,60,74,38,49,49,15,4,0,339,88,61,75,43,40,25,14,0,0,343,0,0,0,7,8,3,5,0,0,32,4,7,9,6,3,0,4,0,0,36,0,6,28,23,21,11,6,0,0,101,0,4,7,3,3,5,0,0,0,31,0,18,44,26,33,12,3,0,0,151,0,10,28,17,38,20,5,0,0,127,0,7,44,39,47,47,11,0,0,187,3,30,82,67,96,82,21,0,0,378,7,119,329,188,195,205,56,0,0,1099,6,12,9,10,7,10,0,0,0,56,0,11,33,15,25,20,3,0,0,109
